"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Alessio Zerbin","Napoli","ITA","FW","DF",24,1999,7,150,21,4.4,1,70,0,6,13,1.14,1,2,6346,330000
"Alex Sandro","Juventus","BRA","DF",NA,32,1991,16,721,45,21.1,8,80,6,8,10,1.69,13,6,213654,11110000
"Alexis Blin","Lecce","FRA","MF",NA,26,1996,31,1642,53,48,16,81,9,15,23,1.16,19,25,12308,640000
"Alexis Saelemaekers","Bologna","BEL","FW","MF",24,1999,30,1887,63,55.2,21,76,7,9,32,1.87,31,18,24615,1280000
"Alexis Sánchez","Inter","CHI","FW","MF",34,1988,23,763,33,22.3,6,77,3,17,18,2.22,16,4,89038,4630000
"Alfred Duncan","Fiorentina","GHA","MF",NA,30,1993,30,1888,63,55.2,24,75,6,6,16,1.63,35,25,46346,2410000
"Andre-Frank Zambo Anguissa","Napoli","CMR","MF",NA,27,1995,34,2786,82,81.5,32,85,24,2,30,1.35,43,36,66538,3460000
"Andrea Belotti","Fiorentina","ITA","FW",NA,29,1993,15,949,63,27.7,11,78,4,4,24,1.33,17,15,35577,1850000
"Andrea Belotti","Roma","ITA","FW",NA,29,1993,14,679,49,19.9,6,82,4,8,23,1.43,12,12,35577,1850000
"Andrea Cambiaso","Juventus","ITA","DF","FW",23,2000,34,2372,70,69.4,28,79,4,6,27,1.82,31,22,35577,1850000
"Andrea Carboni","Monza","ITA","DF",NA,22,2001,21,1487,71,43.5,16,81,10,5,37,1.29,17,17,17885,930000
"Andrea Colpani","Monza","ITA","MF","FW",24,1999,38,2657,70,77.7,36,72,6,2,33,1.18,28,40,17885,930000
"Andrea Petagna","Cagliari","ITA","FW",NA,28,1995,18,995,55,29.1,13,72,4,5,12,0.72,12,20,64038,3330000
"Andrea Pinamonti","Sassuolo","ITA","FW",NA,24,1999,38,3076,81,89.9,37,83,13,1,8,0.79,40,63,85385,4440000
"Angeliño","Roma","ESP","DF",NA,26,1997,16,1141,71,33.4,14,76,5,2,42,1.75,22,16,38462,2e+06
"Anthony Oyono","Frosinone","GAB","DF",NA,22,2001,16,1198,75,35,14,84,12,2,10,1.19,15,23,6731,350000
"Antonín Barák","Fiorentina","CZE","MF","FW",28,1994,21,808,38,23.6,8,77,4,13,15,1.62,15,10,53462,2780000
"Antonino Gallo","Lecce","ITA","DF",NA,23,2000,35,2490,71,72.8,30,78,13,5,31,1.03,21,41,18462,960000
"Antonio Candreva","Salernitana","ITA","MF","FW",36,1987,34,2750,81,80.4,32,83,22,2,40,0.47,23,60,46346,2410000
"Antonio Sanabria","Torino","PAR","FW","MF",27,1996,35,2133,61,62.4,23,80,10,12,24,1.31,23,21,56923,2960000
"Ardian Ismajli","Empoli","ALB","DF",NA,26,1996,26,2045,79,59.8,23,85,20,3,27,0.92,21,30,25000,1300000
"Arkadiusz Milik","Juventus","POL","FW",NA,29,1994,32,919,29,26.9,7,71,2,25,17,2.03,24,6,86346,4490000
"Armand Lauriente","Sassuolo","FRA","FW",NA,24,1998,37,2908,79,85,35,82,15,2,18,0.81,37,55,22115,1150000
"Armando Izzo","Monza","ITA","DF",NA,31,1992,23,1650,72,48.2,20,81,13,3,8,1.13,17,25,60577,3150000
"Arthur Melo","Fiorentina","BRA","MF",NA,26,1996,33,1986,60,58.1,23,74,4,10,28,1.73,41,26,61731,3210000
"Bartosz Bereszyński","Empoli","POL","DF",NA,31,1992,24,1762,73,51.5,22,78,15,2,26,1.21,17,30,15962,830000
"Benjamin Pavard","Inter","FRA","DF",NA,27,1996,23,1672,73,48.9,21,79,13,2,4,2.52,37,11,123269,6410000
"Berat Djimsiti","Atalanta","ALB","DF",NA,30,1993,37,2832,77,82.8,32,85,28,5,21,1.86,60,32,28462,1480000
"Boulaye Dia","Salernitana","SEN","FW","MF",26,1996,17,1143,67,33.4,12,83,8,5,29,0.35,9,30,49231,2560000
"Brandon Soppy","Torino","FRA","DF",NA,21,2002,5,178,36,5.2,2,69,0,3,13,1.6,0,0,14808,770000
"Brenner","Udinese","BRA","MF","FW",23,2000,8,189,24,5.5,2,49,0,6,15,1.38,0,1,18462,960000
"Bruno Amione","Hellas Verona","ARG","DF",NA,21,2002,10,579,58,16.9,7,76,3,3,16,1,7,12,2308,120000
"Caleb Ekuban","Genoa","GHA","FW",NA,29,1994,29,1131,39,33.1,10,70,1,19,22,1.28,15,15,24615,1280000
"Caleb Okoli","Frosinone","ITA","DF",NA,22,2001,34,2914,86,85.2,32,89,30,2,28,0.91,35,58,20000,1040000
"Carlos Augusto","Inter","BRA","DF",NA,24,1999,37,1725,47,50.4,14,85,11,23,23,2.51,49,8,54231,2820000
"Charalambos Lykogiannis","Bologna","GRE","DF",NA,29,1993,22,904,41,26.4,10,74,3,12,14,1.73,16,11,17885,930000
"Charles De Ketelaere","Atalanta","BEL","FW","MF",22,2001,35,2026,58,59.2,25,68,1,10,33,1.77,48,27,61731,3210000
"Chris Smalling","Roma","ENG","DF",NA,33,1989,8,390,49,11.4,4,80,2,4,17,2,8,8,86346,4490000
"Christian Kabasele","Udinese","BEL","DF",NA,32,1991,13,861,66,25.2,10,85,9,3,5,1,9,18,32115,1670000
"Christian Kouamé","Fiorentina","CIV","FW",NA,25,1997,23,1089,47,31.8,11,74,4,12,23,1.74,20,10,42692,2220000
"Christian Pulisic","Milan","USA","FW","MF",24,1998,36,2602,72,76.1,32,77,11,4,34,2.06,62,31,98654,5130000
"Christos Mandas","Lazio","GRE","GK",NA,21,2001,9,721,80,21.1,8,90,8,1,1,2.11,14,6,7308,380000
"Chukwubuikem Ikwuemesi","Salernitana","NGA","FW",NA,21,2001,25,1061,42,31,11,71,2,14,20,0.56,11,26,3654,190000
"Ciro Immobile","Lazio","ITA","FW",NA,33,1990,31,1652,53,48.3,21,69,5,10,20,1.42,22,24,142500,7410000
"Cristian Volpato","Sassuolo","ITA","MF","FW",19,2003,22,645,29,18.9,5,58,0,17,21,0.27,8,16,25000,1300000
"Cristiano Biraghi","Fiorentina","ITA","DF",NA,30,1992,29,2356,81,68.9,27,86,21,2,14,1.59,39,31,60577,3150000
"Cyril Ngonge","Hellas Verona","BEL","FW","MF",23,2000,19,1431,75,41.8,17,80,7,2,36,0.89,14,22,14808,770000
"Cyril Ngonge","Napoli","BEL","FW",NA,23,2000,13,315,24,9.2,1,54,0,12,22,1,4,5,14808,770000
"Daichi Kamada","Lazio","JPN","MF",NA,26,1996,29,1544,53,45.1,17,75,6,12,23,1.69,19,14,74038,3850000
"Dan Ndoye","Bologna","SUI","FW","MF",22,2000,32,1771,55,51.8,20,76,4,12,21,1.97,30,13,19808,1030000
"Daniel Bandeira","Hellas Verona","POR","MF",NA,23,2000,14,446,32,13,3,78,1,11,19,1.21,6,11,12500,650000
"Daniel Boloca","Sassuolo","ROU","MF",NA,24,1998,30,2022,67,59.1,23,80,13,7,26,0.93,29,42,21346,1110000
"Daniel Maldini","Empoli","ITA","FW","MF",21,2001,7,263,38,7.7,3,66,0,4,16,0.71,2,5,10769,560000
"Daniel Maldini","Monza","ITA","MF","FW",21,2001,11,333,30,9.7,2,59,0,9,24,1.27,10,8,10769,560000
"Daniele Rugani","Juventus","ITA","DF",NA,29,1994,17,1187,70,34.7,13,87,10,4,14,2.18,19,10,124615,6480000
"Danilo","Juventus","BRA","DF",NA,32,1991,29,2452,85,71.7,27,90,27,2,11,1.83,41,22,98654,5130000
"Danilo Cataldi","Lazio","ITA","MF",NA,28,1994,28,1361,49,39.8,15,74,3,13,19,1.68,19,20,64038,3330000
"Danilo D'Ambrosio","Monza","ITA","DF",NA,34,1988,24,1536,64,44.9,16,83,10,8,27,1.13,18,20,35577,1850000
"Dany Mota","Monza","POR","FW","MF",25,1998,34,2049,60,59.9,24,72,6,10,33,1.18,22,35,21346,1110000
"Darko Lazović","Hellas Verona","SRB","FW","MF",32,1990,32,1928,60,56.4,22,72,1,10,34,0.91,21,28,21346,1110000
"David Okereke","Torino","NGA","FW","MF",25,1997,9,252,28,7.4,3,64,0,6,10,1.33,4,1,14808,770000
"Davide Calabria","Milan","ITA","DF",NA,26,1996,29,2185,75,63.9,26,81,13,3,29,2.07,49,27,71154,3700000
"Davide Faraoni","Fiorentina","ITA","DF",NA,31,1991,8,392,49,11.5,4,81,2,4,17,1.38,7,8,17885,930000
"Davide Faraoni","Hellas Verona","ITA","DF",NA,31,1991,11,602,55,17.6,7,69,1,4,30,0.45,3,11,17885,930000
"Davide Frattesi","Inter","ITA","MF",NA,23,1999,32,955,30,27.9,6,76,2,26,19,2.38,26,8,99808,5190000
"Davide Zappacosta","Atalanta","ITA","DF",NA,31,1992,31,1867,60,54.6,23,71,6,8,29,1.81,36,21,32115,1670000
"Davy Klaassen","Inter","NED","MF",NA,30,1993,13,206,16,6,1,53,0,12,13,2.38,6,0,36923,1920000
"Dean Huijsen","Roma","ESP","DF",NA,18,2005,13,509,39,14.9,4,69,2,9,26,2.08,9,10,14231,740000
"Demba Seck","Frosinone","SEN","FW","MF",22,2001,11,298,27,8.7,3,63,0,8,14,0.45,4,8,14231,740000
"Demba Seck","Torino","SEN","MF",NA,22,2001,9,425,47,12.4,5,75,0,4,13,1.33,4,5,14231,740000
"Denzel Dumfries","Inter","NED","DF",NA,27,1996,31,1639,53,47.9,19,72,5,12,23,2.35,46,13,61731,3210000
"Diego Coppola","Hellas Verona","ITA","DF",NA,19,2003,24,1634,68,47.8,18,87,14,6,11,1.21,22,25,8846,460000
"Diego Demme","Napoli","GER","MF",NA,31,1991,2,73,37,2.1,1,59,0,1,14,2,1,0,61731,3210000
"Diego Llorente","Roma","ESP","DF",NA,29,1993,29,2170,75,63.5,27,78,20,2,32,1.69,43,28,66538,3460000
"Dodô","Fiorentina","BRA","DF",NA,24,1998,9,523,58,15.3,7,72,4,2,9,1.56,10,14,36923,1920000
"Domagoj Bradarić","Salernitana","CRO","DF",NA,23,1999,34,2749,81,80.4,30,87,25,4,38,0.44,24,65,24615,1280000
"Dušan Vlahović","Juventus","SRB","FW",NA,23,2000,33,2307,70,67.5,27,80,8,6,25,2,35,23,249231,12960000
"Duván Zapata","Torino","COL","FW",NA,32,1991,35,2880,82,84.2,34,84,21,1,27,1.49,31,26,89038,4630000
"Éderson","Atalanta","BRA","MF",NA,24,1999,36,2869,80,83.9,32,85,24,4,38,1.75,54,38,49231,2560000
"Edoardo Bove","Roma","ITA","MF",NA,21,2002,31,1780,57,52,18,78,9,13,29,1.68,30,21,35577,1850000
"Edoardo Goldaniga","Cagliari","ITA","DF",NA,29,1993,13,1011,78,29.6,12,83,7,1,19,1.08,14,17,21346,1110000
"El Bilal Touré","Atalanta","MLI","FW",NA,21,2001,11,394,36,11.5,3,75,2,8,21,2.18,6,3,36923,1920000
"Eldor Shomurodov","Cagliari","UZB","FW","MF",28,1995,22,936,43,27.4,10,67,0,12,22,1,12,23,36923,1920000
"Elif Elmas","Napoli","MKD","FW","MF",23,1999,11,339,31,9.9,4,54,0,7,17,1.64,3,5,53462,2780000
"Elseid Hysaj","Lazio","ALB","DF",NA,29,1994,22,1199,55,35.1,11,78,7,11,31,1.64,20,21,71154,3700000
"Emanuel Vignato","Salernitana","ITA","MF","FW",22,2000,9,311,35,9.1,3,69,0,6,18,0.44,7,6,14231,740000
"Emanuele Valeri","Frosinone","ITA","DF",NA,24,1998,16,1178,74,34.4,14,82,12,2,13,0.75,11,22,7115,370000
"Emil Bohinen","Salernitana","NOR","MF",NA,24,1999,12,535,45,15.6,7,57,0,5,28,0.5,3,14,19231,1e+06
"Emil Holm","Atalanta","SWE","DF",NA,23,2000,22,947,43,27.7,12,63,2,10,19,1.86,23,12,5000,260000
"Emmanuel Gyasi","Empoli","GHA","DF","FW",29,1994,33,1879,57,54.9,21,80,13,12,16,0.97,17,25,21346,1110000
"Enzo Barrenechea","Frosinone","ARG","MF",NA,22,2001,36,2811,78,82.2,32,86,20,4,13,0.94,36,54,5000,260000
"Erik Botheim","Salernitana","NOR","FW","MF",23,2000,7,316,45,9.2,4,64,0,3,21,0.43,2,7,9808,510000
"Fabiano Parisi","Fiorentina","ITA","DF",NA,22,2000,21,1454,69,42.5,16,86,13,5,14,1.38,25,20,53462,2780000
"Fabien Centonze","Hellas Verona","FRA","DF",NA,27,1996,10,676,68,19.8,7,85,5,3,27,1.1,8,11,18462,960000
"Fabio Miretti","Juventus","ITA","MF",NA,19,2003,25,1103,44,32.3,16,59,0,9,18,1.88,18,8,35577,1850000
"Federico Bonazzoli","Hellas Verona","ITA","FW","MF",26,1997,24,1016,42,29.7,10,62,0,14,28,0.88,13,12,42692,2220000
"Federico Chiesa","Juventus","ITA","FW",NA,25,1997,33,2197,67,64.2,25,79,9,8,29,1.76,35,22,178077,9260000
"Federico Dimarco","Inter","ITA","DF",NA,25,1997,30,2077,69,60.7,29,71,1,1,19,2.5,54,17,124615,6480000
"Federico Fazio","Salernitana","ARG","DF",NA,36,1987,17,1355,80,39.6,15,87,12,2,27,0.61,15,31,89038,4630000
"Federico Gatti","Juventus","ITA","DF",NA,25,1998,32,2637,82,77.1,30,85,23,2,42,1.91,36,27,49808,2590000
"Felipe Anderson","Lazio","BRA","FW","MF",30,1993,38,2770,73,81,33,79,14,5,32,1.61,38,31,54231,2820000
"Festy Ebosele","Udinese","IRL","DF",NA,20,2002,31,1700,55,49.7,20,70,4,11,27,0.9,20,29,4423,230000
"Fikayo Tomori","Milan","ENG","DF",NA,25,1997,26,2121,82,62,24,86,19,2,28,2.04,51,27,86346,4490000
"Filip Kostić","Juventus","SRB","DF",NA,30,1992,29,1815,63,53.1,26,67,3,3,24,2.1,26,15,61731,3210000
"Filippo Missori","Sassuolo","ITA","DF",NA,19,2004,8,266,33,7.8,2,66,0,6,22,0.88,1,6,3269,170000
"Filippo Ranocchia","Empoli","ITA","MF","DF",22,2001,9,476,53,13.9,5,68,0,4,35,0.56,3,9,8846,460000
"Filippo Terracciano","Hellas Verona","ITA","DF",NA,20,2003,18,1296,72,37.9,14,85,10,4,28,0.78,12,17,3269,170000
"Filippo Terracciano","Milan","ITA","DF","FW",20,2003,3,76,25,2.2,1,64,0,2,6,1.33,1,4,3269,170000
"Flavius Daniliuc","Salernitana","AUT","DF",NA,22,2001,14,744,53,21.8,8,76,4,6,22,0.36,7,19,12308,640000
"Florian Thauvin","Udinese","FRA","FW",NA,30,1993,29,1710,59,50,19,79,4,10,20,0.9,15,28,44423,2310000
"Francesco Acerbi","Inter","ITA","DF",NA,35,1988,29,2388,82,69.8,26,89,25,3,25,2.41,55,19,53462,2780000
"Francesco Caputo","Empoli","ITA","FW",NA,35,1987,20,1268,63,37.1,15,75,4,5,27,0.7,8,22,26731,1390000
"Francesco Gelli","Frosinone","ITA","MF","DF",26,1996,27,1561,58,45.6,16,86,9,11,17,0.93,22,40,13846,720000
"Gabriel Strefezza","Lecce","BRA","FW",NA,26,1997,19,1112,59,32.5,13,75,2,6,22,1.05,9,18,8846,460000
"Gabriele Zappa","Cagliari","ITA","DF",NA,23,1999,38,2561,67,74.9,25,85,18,13,34,0.95,38,53,10769,560000
"Gaetano Castrovilli","Fiorentina","ITA","FW","MF",26,1997,6,367,61,10.7,5,72,1,1,8,2.5,8,7,49808,2590000
"Gaetano Oristanio","Cagliari","ITA","FW","MF",20,2002,25,1104,44,32.3,11,67,1,14,26,0.88,12,19,5385,280000
"George Pușcaș","Genoa","ROU","FW",NA,27,1996,8,191,24,5.6,1,90,1,7,14,0.63,1,5,22115,1150000
"Giacomo Bonaventura","Fiorentina","ITA","MF",NA,33,1989,31,2277,73,66.6,27,80,11,4,28,1.35,35,29,53462,2780000
"Giacomo Raspadori","Napoli","ITA","FW","MF",23,2000,37,1584,43,46.3,14,74,4,23,24,1.41,26,18,89038,4630000
"Gian Marco Ferrari","Sassuolo","ITA","DF",NA,31,1992,31,2272,73,66.4,25,88,24,6,11,0.77,24,47,21346,1110000
"Giangiacomo Magnani","Hellas Verona","ITA","DF",NA,27,1995,33,2444,74,71.5,27,87,24,6,16,1,22,34,21346,1110000
"Gianluca Caprari","Monza","ITA","MF","FW",30,1993,6,285,48,8.3,4,64,1,2,15,0.83,4,5,32115,1670000
"Gianluca Gaetano","Napoli","ITA","MF",NA,23,2000,9,161,18,4.7,1,55,0,8,13,1.56,3,3,3654,190000
"Gianluca Gaetano","Cagliari","ITA","FW","MF",23,2000,11,745,68,21.8,10,72,3,1,29,1.45,9,9,3654,190000
"Gianluca Lapadula","Cagliari","PER","FW",NA,33,1990,23,1205,52,35.2,14,73,6,9,20,0.83,17,24,39231,2040000
"Gianluca Mancini","Roma","ITA","DF",NA,27,1996,36,2869,80,83.9,34,84,26,2,15,1.64,51,37,124615,6480000
"Gianluca Scamacca","Atalanta","ITA","FW",NA,24,1999,29,1453,50,42.5,17,66,1,12,28,1.72,37,12,114038,5930000
"Giorgio Cittadini","Genoa","ITA","DF",NA,21,2002,5,106,21,3.1,1,76,0,4,8,1.8,3,0,7500,390000
"Giorgio Scalvini","Atalanta","ITA","DF",NA,19,2003,33,2544,77,74.4,31,81,18,2,15,1.85,55,33,10769,560000
"Giorgos Kyriakopoulos","Monza","GRE","DF",NA,27,1996,28,1712,61,50.1,20,76,8,8,24,0.96,18,25,9808,510000
"Giovanni Bonfanti","Atalanta","ITA","DF",NA,20,2003,2,89,45,2.6,1,74,0,1,15,1.5,2,1,3269,170000
"Giovanni Fabbian","Bologna","ITA","MF","FW",20,2003,27,1057,39,30.9,11,73,2,16,16,2,17,12,14231,740000
"Giovanni Simeone","Napoli","ARG","FW",NA,28,1995,28,800,29,23.4,8,65,1,20,14,1.32,12,12,64038,3330000
"Giulio Maggiore","Salernitana","ITA","MF",NA,25,1998,27,1800,67,52.6,20,78,8,7,35,0.52,22,36,35577,1850000
"Giuseppe Caso","Frosinone","ITA","FW","MF",24,1998,14,417,30,12.2,2,64,0,12,24,0.93,10,10,3846,2e+05
"Giuseppe Pezzella","Empoli","ITA","DF",NA,25,1997,19,1085,57,31.7,14,72,5,5,15,0.79,4,17,15962,830000
"Grégoire Defrel","Sassuolo","MTQ","FW","MF",32,1991,20,757,38,22.1,7,72,0,13,20,0.8,8,15,30192,1570000
"Grigoris Kastanos","Salernitana","CYP","MF","DF",25,1998,26,1480,57,43.3,18,73,3,8,20,0.54,12,31,3654,190000
"Gustav Isaksen","Lazio","DEN","FW",NA,22,2001,28,1074,38,31.4,12,62,0,16,21,1.61,17,13,36923,1920000
"Gvidas Gineitis","Torino","LTU","MF",NA,19,2004,14,538,38,15.7,4,85,2,10,20,1.5,6,8,8846,460000
"Hamed Junior Traorè","Napoli","CIV","MF",NA,23,2000,9,382,42,11.2,5,62,0,4,18,1.22,8,6,35577,1850000
"Hamza Rafia","Lecce","TUN","MF",NA,24,1999,28,1204,43,35.2,17,60,0,11,16,0.93,10,21,7885,410000
"Hans Hateboer","Atalanta","NED","DF",NA,29,1994,23,1113,48,32.5,10,77,7,13,26,1.83,24,16,28462,1480000
"Hans Nicolussi Caviglia","Juventus","ITA","MF",NA,23,2000,8,268,34,7.8,3,62,0,5,16,2.13,3,2,7115,370000
"Hassane Kamara","Udinese","CIV","DF",NA,29,1994,35,2225,64,65.1,27,76,4,8,20,0.94,24,30,22115,1150000
"Henrikh Mkhitaryan","Inter","ARM","MF",NA,34,1989,36,2785,77,81.4,35,79,14,1,37,2.5,72,18,93654,4870000
"Houssem Aouar","Roma","ALG","MF","FW",25,1998,16,756,47,22.1,9,70,2,7,18,1.69,12,9,69038,3590000
"Ibrahim Sulemana","Cagliari","GHA","MF",NA,20,2003,21,1339,64,39.2,16,73,8,5,33,0.86,16,26,10000,520000
"Ilario Monterisi","Frosinone","ITA","DF",NA,21,2001,24,1469,61,43,16,84,13,8,16,0.92,19,36,6346,330000
"Iron Gomis","Salernitana","FRA","MF",NA,23,1999,5,134,27,3.9,1,45,0,4,22,0.4,0,4,5385,280000
"Isaac Success","Udinese","NGA","FW","MF",27,1996,27,880,33,25.7,9,62,2,18,18,1,11,15,20962,1090000
"Isak Hien","Atalanta","SWE","DF",NA,24,1999,16,937,59,27.4,9,90,9,7,18,1.94,22,11,14808,770000
"Isak Hien","Hellas Verona","SWE","DF",NA,24,1999,10,864,86,25.3,9,89,8,1,61,0.8,7,11,14808,770000
"Ismaël Bennacer","Milan","ALG","MF",NA,25,1997,20,1151,58,33.7,13,76,4,7,23,1.9,26,19,135385,7040000
"Ivan Ilić","Torino","SRB","MF",NA,22,2001,31,2098,68,61.3,25,81,16,6,14,1.26,23,23,29615,1540000
"Jackson Tchatchoua","Hellas Verona","CMR","DF",NA,21,2001,26,1725,66,50.4,19,84,13,7,19,1.04,25,26,8654,450000
"Jacopo Fazzini","Empoli","ITA","MF",NA,20,2003,31,1232,40,36,14,65,2,17,19,1,11,23,2885,150000
"Jaime Báez","Frosinone","URU","FW","MF",28,1995,11,500,45,14.6,6,60,0,5,28,1.09,9,7,14615,760000
"Jaka Bijol","Udinese","SVN","DF",NA,24,1999,24,2084,87,60.9,23,90,23,1,14,1,18,29,19808,1030000
"Jakub Jankto","Cagliari","CZE","MF","FW",27,1996,18,872,48,25.5,13,61,0,5,16,1.22,11,18,35577,1850000
"Jean-Daniel Akpa-Akpro","Monza","CIV","MF",NA,30,1992,19,705,37,20.6,8,67,1,11,15,1.37,9,11,17885,930000
"Jens Cajuste","Napoli","SWE","MF",NA,23,1999,26,1016,39,29.7,11,70,2,15,16,1.62,19,18,29615,1540000
"Jens Odgaard","Bologna","DEN","FW","MF",24,1999,10,431,43,12.6,5,67,0,5,19,2,9,1,5385,280000
"Jeremy Toljan","Sassuolo","GER","DF",NA,28,1994,25,2083,83,60.9,24,86,21,1,16,1,31,40,17308,9e+05
"Jérôme Boateng","Salernitana","GER","DF",NA,34,1988,7,238,34,7,4,47,0,3,17,0.29,2,9,14231,740000
"Jesper Karlsson","Bologna","SWE","FW",NA,25,1998,7,344,49,10.1,4,71,0,3,20,1.43,1,2,19808,1030000
"Jesper Lindstrøm","Napoli","DEN","FW","MF",23,2000,22,430,20,12.6,2,69,0,20,15,1.32,9,7,56731,2950000
"Jhon Lucumí","Bologna","COL","DF",NA,25,1998,29,2217,76,64.8,23,89,22,6,29,1.62,31,18,18462,960000
"Joan Gonzàlez","Lecce","ESP","MF",NA,21,2002,29,1291,45,37.7,13,70,4,16,24,0.97,15,23,12308,640000
"João Ferreira","Udinese","POR","DF",NA,22,2001,35,1822,52,53.3,18,80,11,17,22,1,25,31,4423,230000
"Johan Vásquez","Genoa","MEX","DF",NA,24,1998,37,2850,77,83.3,32,85,26,5,25,1.32,35,33,11154,580000
"Jonathan Ikone","Fiorentina","FRA","FW",NA,25,1998,28,1682,60,49.2,18,80,7,10,25,1.57,26,18,41923,2180000
"Jordan Zemura","Udinese","ZIM","DF",NA,23,1999,27,1038,38,30.4,10,73,0,17,18,0.93,11,17,9808,510000
"Jordi Mboula","Hellas Verona","ESP","FW","MF",24,1999,11,307,28,9,5,53,0,6,7,1.27,2,5,8654,450000
"Josh Doig","Sassuolo","SCO","DF",NA,21,2002,16,1343,84,39.3,15,87,11,1,45,0.63,14,32,12308,640000
"Josh Doig","Hellas Verona","SCO","DF",NA,21,2002,12,830,69,24.3,11,71,2,1,45,1.08,9,12,12308,640000
"Joshua Zirkzee","Bologna","NED","FW",NA,22,2001,34,2759,81,80.7,32,84,15,2,30,1.88,44,25,22115,1150000
"Josip Brekalo","Fiorentina","CRO","FW",NA,25,1998,11,652,59,19.1,8,72,2,3,27,1.82,13,11,39423,2050000
"Jovane Cabral","Salernitana","CPV","MF","FW",25,1998,12,678,57,19.8,8,78,3,4,14,0.33,2,14,8654,450000
"Juan Cruz","Hellas Verona","ARG","FW","MF",24,1999,4,109,27,3.2,1,57,0,3,17,0.5,0,0,7115,370000
"Juan David Cabal","Hellas Verona","COL","DF",NA,22,2001,22,1497,68,43.8,17,85,11,5,10,0.95,18,21,8654,450000
