"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Tommaso Baldanzi","Empoli","ITA","MF","FW",20,4,2,50,10,10,30,7,0,7,2,0,0
"Tommaso Baldanzi","Roma","ITA","FW","MF",20,9,5,55.5555555555556,1,1,100,2,0,2,0,4,0
"Lameck Banda","Lecce","ZAM","FW",NA,22,27,23,85.1851851851852,21,21,33.3,18,0,18,3,7,0
"Daniel Bandeira","Hellas Verona","POR","MF",NA,23,6,5,83.3333333333333,7,7,42.9,3,0,3,3,9,0
"Mattia Bani","Genoa","ITA","DF",NA,29,26,10,38.4615384615385,22,22,50,51,31,20,22,116,1
"Antonín Barák","Fiorentina","CZE","MF","FW",28,6,2,33.3333333333333,7,7,42.9,5,0,5,2,4,0
"Nicolò Barella","Inter","ITA","MF",NA,26,46,30,65.2173913043478,63,63,30.2,31,1,30,10,12,1
"Enzo Barrenechea","Frosinone","ARG","MF",NA,22,65,42,64.6153846153846,70,70,40,47,12,35,27,61,2
"Davide Bartesaghi","Milan","ITA","DF","MF",17,2,0,0,4,4,50,1,1,0,0,7,0
"Federico Baschirotto","Lecce","ITA","DF",NA,26,21,12,57.1428571428571,15,15,53.3,42,26,16,23,144,1
"Toma Bašić","Salernitana","CRO","MF",NA,26,20,13,65,27,27,37,18,6,12,14,29,0
"Alessandro Bastoni","Inter","ITA","DF",NA,24,46,33,71.7391304347826,40,40,65,25,11,14,23,48,1
"Simone Bastoni","Empoli","ITA","MF","DF",26,22,13,59.0909090909091,22,22,50,8,0,8,11,18,0
"Reda Belahyane","Hellas Verona","FRA","MF",NA,19,1,1,100,1,1,100,0,0,0,1,0,0
"Raoul Bellanova","Torino","ITA","DF",NA,23,36,26,72.2222222222222,31,31,58.1,21,4,17,15,36,3
"Andrea Belotti","Fiorentina","ITA","FW",NA,29,8,3,37.5,12,12,41.7,8,1,7,2,3,0
"Andrea Belotti","Roma","ITA","FW",NA,29,8,4,50,6,6,50,7,0,7,2,3,0
"Lucas Beltrán","Fiorentina","ARG","FW","MF",22,27,14,51.8518518518519,20,20,55,29,3,26,2,11,0
"Ismaël Bennacer","Milan","ALG","MF",NA,25,29,19,65.5172413793103,22,22,50,12,4,8,12,9,2
"Domenico Berardi","Sassuolo","ITA","FW",NA,28,17,8,47.0588235294118,21,21,9.5,17,0,17,13,9,0
"Bartosz Bereszyński","Empoli","POL","DF",NA,31,41,25,60.9756097560976,40,40,60,22,10,12,21,52,0
"Etrit Berisha","Empoli","ALB","GK",NA,34,0,0,NA,1,1,0,0,0,0,0,7,1
"Medon Berisha","Lecce","ALB","FW","MF",19,3,1,33.3333333333333,2,2,0,2,2,0,1,0,0
"Victor Bernth Kristiansen","Bologna","DEN","DF",NA,20,52,34,65.3846153846154,35,35,57.1,35,8,27,12,45,1
"Sam Beukema","Bologna","NED","DF",NA,24,27,11,40.7407407407407,25,25,64,35,21,14,15,99,2
"Jaka Bijol","Udinese","SVN","DF",NA,24,43,27,62.7906976744186,35,35,62.9,36,21,15,23,140,1
"El Bilal Touré","Atalanta","MLI","FW",NA,21,1,1,100,1,1,0,0,0,0,1,2,0
"Cristiano Biraghi","Fiorentina","ITA","DF",NA,30,47,28,59.5744680851064,52,52,53.8,30,5,25,14,43,0
"Davide Biraschi","Genoa","ITA","DF",NA,29,3,3,100,3,3,33.3,0,0,0,2,5,0
"Samuele Birindelli","Monza","ITA","DF",NA,24,28,19,67.8571428571429,25,25,56,30,11,19,18,48,0
"Alexis Blin","Lecce","FRA","MF",NA,26,33,19,57.5757575757576,43,43,34.9,16,2,14,22,39,0
"Emil Bohinen","Salernitana","NOR","MF",NA,24,8,6,75,10,10,20,8,2,6,14,6,1
"Daniel Boloca","Sassuolo","ROU","MF",NA,24,48,33,68.75,46,46,58.7,23,13,10,14,33,2
"Giacomo Bonaventura","Fiorentina","ITA","MF",NA,33,26,13,50,21,21,42.9,16,1,15,14,10,0
"Federico Bonazzoli","Hellas Verona","ITA","FW","MF",26,4,1,25,8,8,12.5,9,1,8,3,3,0
"Warren Bondo","Monza","FRA","MF",NA,19,29,22,75.8620689655172,17,17,76.5,13,3,10,6,13,0
"Giovanni Bonfanti","Atalanta","ITA","DF",NA,20,4,2,50,3,3,66.7,1,1,0,1,1,0
"Kevin Bonifazi","Bologna","ITA","DF",NA,27,4,0,0,2,2,50,0,0,0,0,7,1
"Kevin Bonifazi","Frosinone","ITA","DF",NA,27,5,3,60,3,3,66.7,1,0,1,3,9,0
"Erik Botheim","Salernitana","NOR","FW","MF",23,2,0,0,1,1,0,3,0,3,0,2,0
"Mehdi Bourabia","Frosinone","MAR","MF",NA,31,5,4,80,4,4,50,3,0,3,0,4,0
"Edoardo Bove","Roma","ITA","MF",NA,21,60,31,51.6666666666667,46,46,58.7,21,1,20,11,11,1
"Domagoj Bradarić","Salernitana","CRO","DF",NA,23,29,20,68.9655172413793,25,25,60,22,7,15,32,62,1
"Josip Brekalo","Fiorentina","CRO","FW",NA,25,8,6,75,11,11,18.2,7,0,7,1,0,0
"Gleison Bremer","Juventus","BRA","DF",NA,26,58,42,72.4137931034483,29,29,72.4,45,27,18,40,147,0
"Brenner","Udinese","BRA","MF","FW",23,8,7,87.5,7,7,57.1,2,0,2,0,2,0
"Marco Brescianini","Frosinone","ITA","MF",NA,23,28,13,46.4285714285714,25,25,36,22,5,17,10,37,0
"Dylan Bronn","Salernitana","TUN","DF","MF",28,0,0,NA,1,1,0,2,0,2,0,4,0
"Tajon Buchanan","Inter","CAN","DF",NA,24,1,1,100,2,2,50,1,0,1,0,4,0
"Alessandro Buongiorno","Torino","ITA","DF",NA,24,70,39,55.7142857142857,34,34,70.6,20,12,8,69,131,0
"Jovane Cabral","Salernitana","CPV","MF","FW",25,13,9,69.2307692307692,9,9,33.3,3,0,3,1,4,0
"Liberato Cacace","Empoli","NZL","DF",NA,22,40,24,60,38,38,63.2,23,6,17,19,56,0
"Jens Cajuste","Napoli","SWE","MF",NA,23,36,24,66.6666666666667,37,37,54.1,20,3,17,4,15,0
"Davide Calabria","Milan","ITA","DF",NA,26,70,38,54.2857142857143,72,72,61.1,26,7,19,24,49,1
"Riccardo Calafiori","Bologna","ITA","DF",NA,21,47,32,68.0851063829787,32,32,68.8,38,13,25,50,74,3
"Mattia Caldara","Milan","ITA","DF",NA,29,1,1,100,1,1,100,1,1,0,1,1,0
"Luca Caldirola","Monza","ITA","DF",NA,32,25,14,56,22,22,59.1,26,17,9,29,53,0
"Hakan Çalhanoğlu","Inter","TUR","MF",NA,29,66,33,50,49,49,65.3,29,13,16,24,22,0
"Francesco Camarda","Milan","ITA","FW",NA,15,0,0,NA,2,2,0,0,0,0,0,0,0
"Nicolò Cambiaghi","Empoli","ITA","FW","MF",22,51,39,76.4705882352941,35,35,45.7,26,1,25,14,8,0
"Andrea Cambiaso","Juventus","ITA","DF","FW",23,47,30,63.8297872340426,43,43,58.1,28,3,25,11,26,1
"Matteo Cancellieri","Empoli","ITA","FW","MF",21,35,22,62.8571428571429,36,36,36.1,19,0,19,6,18,0
"Antonio Candreva","Salernitana","ITA","MF","FW",36,18,13,72.2222222222222,25,25,36,9,0,9,7,23,0
"Gianluca Caprari","Monza","ITA","MF","FW",30,2,1,50,1,1,0,0,0,0,2,0,0
"Elia Caprile","Empoli","ITA","GK",NA,21,1,0,0,1,1,100,0,0,0,0,16,2
"Francesco Caputo","Empoli","ITA","FW",NA,35,2,0,0,1,1,0,4,0,4,1,3,0
"Andrea Carboni","Monza","ITA","DF",NA,22,38,22,57.8947368421053,31,31,64.5,23,13,10,17,56,1
"Valentin Carboni","Monza","ARG","MF","FW",18,25,15,60,26,26,30.8,12,1,11,7,4,0
"Nicolò Casale","Lazio","ITA","DF",NA,25,15,9,60,15,15,40,19,16,3,12,61,0
"Giuseppe Caso","Frosinone","ITA","FW","MF",24,4,3,75,3,3,66.7,0,0,0,0,0,0
"Valentín Castellanos","Lazio","ARG","FW",NA,24,22,10,45.4545454545455,20,20,30,22,2,20,2,18,0
"Samu Castillejo","Sassuolo","ESP","FW","MF",28,12,10,83.3333333333333,19,19,36.8,16,1,15,1,3,0
"Santiago Castro","Bologna","ARG","FW",NA,18,2,1,50,3,3,33.3,1,0,1,1,1,0
"Gaetano Castrovilli","Fiorentina","ITA","FW","MF",26,3,2,66.6666666666667,8,8,12.5,4,0,4,2,3,0
"Danilo Cataldi","Lazio","ITA","MF",NA,28,24,12,50,18,18,44.4,15,7,8,17,19,1
"Emil Ceide","Sassuolo","NOR","FW","MF",21,2,2,100,1,1,100,6,1,5,0,0,0
"Zeki Çelik","Roma","TUR","DF",NA,26,23,16,69.5652173913043,25,25,56,12,5,7,8,25,0
"Fabien Centonze","Hellas Verona","FRA","DF",NA,27,14,8,57.1428571428571,10,10,50,14,2,12,10,18,0
"Alberto Cerri","Empoli","ITA","FW",NA,27,3,3,100,5,5,40,3,1,2,3,7,0
"Walid Cheddira","Frosinone","MAR","FW",NA,25,12,7,58.3333333333333,8,8,50,6,1,5,5,10,0
"Federico Chiesa","Juventus","ITA","FW",NA,25,20,10,50,13,13,23.1,17,1,16,6,4,0
"Samuel Chukwueze","Milan","NGA","FW",NA,24,18,7,38.8888888888889,17,17,52.9,3,1,2,6,3,0
"Giorgio Cittadini","Monza","ITA","DF",NA,21,1,1,100,1,1,100,1,1,0,0,0,0
"Giorgio Cittadini","Genoa","ITA","DF",NA,21,5,4,80,3,3,100,1,0,1,3,5,0
"Patrick Ciurria","Monza","ITA","DF","MF",28,30,18,60,21,21,61.9,20,5,15,9,28,0
"Lorenzo Colombo","Monza","ITA","FW",NA,21,17,12,70.5882352941177,14,14,57.1,18,5,13,0,14,0
"Andrea Colpani","Monza","ITA","MF","FW",24,25,15,60,20,20,55,11,4,7,14,14,0
"Pietro Comuzzo","Fiorentina","ITA","DF","FW",18,1,1,100,1,1,100,1,0,1,1,2,0
"Diego Coppola","Hellas Verona","ITA","DF",NA,19,36,22,61.1111111111111,33,33,60.6,26,9,17,27,89,1
"Tommaso Corazza","Bologna","ITA","DF",NA,19,10,4,40,9,9,44.4,2,0,2,5,3,0
"Jeppe Corfitzen","Lecce","DEN","FW",NA,18,1,0,0,1,1,100,0,0,0,0,0,0
"Benoît Costil","Salernitana","FRA","GK",NA,36,2,1,50,3,3,66.7,0,0,0,0,5,1
"Lassana Coulibaly","Salernitana","MLI","MF",NA,27,47,32,68.0851063829787,49,49,44.9,23,5,18,16,29,0
"Bryan Cristante","Roma","ITA","MF","DF",28,72,41,56.9444444444444,50,50,56,36,6,30,25,55,2
"Juan Cuadrado","Inter","COL","DF",NA,35,4,3,75,5,5,60,6,1,5,1,2,0
"Marvin Cuni","Frosinone","ALB","FW",NA,22,8,3,37.5,4,4,75,10,1,9,1,0,0
"Danilo D'Ambrosio","Monza","ITA","DF",NA,34,57,34,59.6491228070175,41,41,68.3,22,13,9,14,31,0
"Flavius Daniliuc","Salernitana","AUT","DF",NA,22,19,11,57.8947368421053,19,19,47.4,13,4,9,8,15,0
"Danilo","Juventus","BRA","DF",NA,32,60,36,60,48,48,66.7,34,15,19,37,94,0
"Matteo Darmian","Inter","ITA","DF",NA,33,48,22,45.8333333333333,53,53,37.7,27,11,16,13,55,0
"Juan David Cabal","Hellas Verona","COL","DF",NA,22,36,27,75,29,29,62.1,30,9,21,26,55,2
"Paweł Dawidowicz","Hellas Verona","POL","DF",NA,28,53,30,56.6037735849057,29,29,58.6,17,9,8,24,114,1
"Charles De Ketelaere","Atalanta","BEL","FW","MF",22,33,21,63.6363636363636,20,20,50,30,2,28,7,6,0
"Lorenzo De Silvestri","Bologna","ITA","DF",NA,35,10,8,80,7,7,57.1,9,4,5,6,27,0
"Koni De Winter","Genoa","BEL","DF",NA,21,44,25,56.8181818181818,31,31,67.7,30,10,20,21,78,0
"Grégoire Defrel","Sassuolo","MTQ","FW","MF",32,17,8,47.0588235294118,15,15,46.7,10,0,10,3,9,0
"Alessandro Deiola","Cagliari","ITA","MF",NA,27,33,19,57.5757575757576,47,47,38.3,16,6,10,9,37,0
"Diego Demme","Napoli","GER","MF",NA,31,1,1,100,1,1,0,0,0,0,0,0,0
"Mattia Destro","Empoli","ITA","FW","MF",32,2,1,50,1,1,100,4,0,4,2,3,0
"Michele Di Gregorio","Monza","ITA","GK",NA,26,1,0,0,4,4,25,1,0,1,1,10,2
"Giovanni Di Lorenzo","Napoli","ITA","DF",NA,29,58,36,62.0689655172414,68,68,47.1,43,16,27,24,45,0
"Alessandro Di Pardo","Cagliari","ITA","DF","MF",24,4,1,25,3,3,0,9,2,7,5,7,0
"Boulaye Dia","Salernitana","SEN","FW","MF",26,4,2,50,3,3,33.3,5,0,5,3,7,0
"Federico Dimarco","Inter","ITA","DF",NA,25,42,25,59.5238095238095,35,35,48.6,18,3,15,9,34,1
"Koffi Djidji","Torino","CIV","DF",NA,30,14,9,64.2857142857143,4,4,75,10,5,5,10,20,0
"Berat Djimsiti","Atalanta","ALB","DF",NA,30,42,24,57.1428571428571,31,31,61.3,53,33,20,57,100,0
"Dodô","Fiorentina","BRA","DF",NA,24,5,3,60,5,5,40,2,0,2,5,11,0
"Josh Doig","Hellas Verona","SCO","DF",NA,21,16,9,56.25,17,17,76.5,12,3,9,4,17,1
"Josh Doig","Sassuolo","SCO","DF",NA,21,25,17,68,27,27,55.6,31,10,21,16,38,0
"Nicolás Domínguez","Bologna","ARG","MF",NA,25,1,0,0,2,2,0,3,0,3,0,2,0
"Patrick Dorgu","Lecce","DEN","DF","MF",18,43,22,51.1627906976744,34,34,64.7,16,5,11,9,45,2
"Alberto Dossena","Cagliari","ITA","DF",NA,24,55,35,63.6363636363636,48,48,66.7,50,27,23,45,172,2
"Radu Drăgușin","Genoa","ROU","DF",NA,21,16,11,68.75,9,9,88.9,18,12,6,21,87,3
"Ondrej Duda","Hellas Verona","SVK","MF",NA,28,59,39,66.1016949152542,52,52,59.6,29,12,17,26,21,0
"Denzel Dumfries","Inter","NED","DF",NA,27,22,13,59.0909090909091,23,23,39.1,15,6,9,12,33,1
"Alfred Duncan","Fiorentina","GHA","MF",NA,30,35,22,62.8571428571429,35,35,42.9,27,5,22,11,13,0
"Paulo Dybala","Roma","ARG","FW","MF",29,22,13,59.0909090909091,18,18,11.1,12,0,12,3,6,1
"Festy Ebosele","Udinese","IRL","DF",NA,20,33,20,60.6060606060606,35,35,60,33,2,31,10,27,0
"Enzo Ebosse","Udinese","CMR","DF",NA,24,1,1,100,1,1,0,0,0,0,1,0,0
"Tyronne Ebuehi","Empoli","NGA","DF",NA,27,14,9,64.2857142857143,11,11,63.6,9,4,5,6,27,1
"Éderson","Atalanta","BRA","MF",NA,24,83,49,59.0361445783133,63,63,69.8,48,8,40,41,33,1
"Kingsley Ehizibue","Udinese","NED","DF",NA,28,22,14,63.6363636363636,18,18,61.1,21,3,18,8,36,0
"Caleb Ekuban","Genoa","GHA","FW",NA,29,8,4,50,9,9,55.6,11,3,8,1,7,0
"Elif Elmas","Napoli","MKD","FW","MF",23,4,3,75,2,2,100,2,0,2,2,8,0
"Martin Erlic","Sassuolo","CRO","DF",NA,25,37,22,59.4594594594595,30,30,66.7,31,16,15,28,128,1
"Giovanni Fabbian","Bologna","ITA","MF","FW",20,17,10,58.8235294117647,12,12,58.3,5,2,3,7,11,0
"Nicolò Fagioli","Juventus","ITA","MF",NA,22,5,3,60,7,7,42.9,3,0,3,4,1,0
"Davide Faraoni","Hellas Verona","ITA","DF",NA,31,13,10,76.9230769230769,10,10,70,9,5,4,6,21,0
"Davide Faraoni","Fiorentina","ITA","DF",NA,31,9,4,44.4444444444444,11,11,45.5,3,1,2,5,14,0
"Federico Fazio","Salernitana","ARG","DF",NA,36,18,11,61.1111111111111,14,14,57.1,22,19,3,17,99,1
"Jacopo Fazzini","Empoli","ITA","MF",NA,20,49,25,51.0204081632653,53,53,56.6,21,3,18,12,18,0
"Lewis Ferguson","Bologna","SCO","MF",NA,23,37,21,56.7567567567568,37,37,43.2,25,8,17,17,27,1
"João Ferreira","Udinese","POR","DF",NA,22,58,42,72.4137931034483,58,58,58.6,27,6,21,29,89,0
"Alessandro Florenzi","Milan","ITA","DF",NA,32,43,21,48.8372093023256,48,48,54.2,16,9,7,20,25,1
"Michael Folorunsho","Hellas Verona","ITA","MF","FW",25,50,28,56,57,57,40.4,45,12,33,17,44,2
"Davide Frattesi","Inter","ITA","MF",NA,23,10,6,60,8,8,50,9,3,6,5,19,0
"Morten Frendrup","Genoa","DEN","MF",NA,22,133,72,54.1353383458647,91,91,60.4,55,14,41,51,42,1
"Remo Freuler","Bologna","SUI","MF",NA,31,78,50,64.1025641025641,69,69,55.1,37,9,28,36,53,2
"Matteo Gabbia","Milan","ITA","DF",NA,23,29,20,68.9655172413793,24,24,75,11,6,5,10,48,0
"Gianluca Gaetano","Cagliari","ITA","FW","MF",23,7,4,57.1428571428571,7,7,28.6,4,0,4,3,4,0
"Gianluca Gaetano","Napoli","ITA","MF",NA,23,4,1,25,4,4,50,5,2,3,1,4,0
"Roberto Gagliardini","Monza","ITA","MF","DF",29,61,30,49.1803278688525,50,50,62,30,11,19,31,38,0
"Antonino Gallo","Lecce","ITA","DF",NA,23,43,27,62.7906976744186,49,49,63.3,34,9,25,25,67,0
"Luca Garritano","Frosinone","ITA","MF","DF",29,10,5,50,15,15,33.3,13,0,13,4,8,1
"Federico Gatti","Juventus","ITA","DF",NA,25,33,19,57.5757575757576,24,24,79.2,26,15,11,19,90,1
"Francesco Gelli","Frosinone","ITA","MF","DF",26,19,13,68.421052631579,24,24,41.7,19,3,16,11,27,1
"Luca Gemello","Torino","ITA","GK",NA,23,0,0,NA,1,1,0,0,0,0,0,1,1
"Valentin Gendrey","Lecce","FRA","DF",NA,23,55,33,60,46,46,65.2,40,11,29,35,99,0
"Farés Ghedjemis","Frosinone","FRA","FW","MF",20,2,0,0,2,2,0,2,0,2,1,2,0
"Lautaro Gianetti","Udinese","ARG","DF",NA,29,9,4,44.4444444444444,5,5,80,10,6,4,19,39,0
"Mario Gila","Lazio","ESP","DF",NA,22,32,14,43.75,34,34,55.9,27,14,13,20,69,0
"Gvidas Gineitis","Torino","LTU","MF",NA,19,11,7,63.6363636363636,7,7,57.1,10,4,6,4,9,1
"Olivier Giroud","Milan","FRA","FW",NA,36,17,11,64.7058823529412,14,14,14.3,14,3,11,6,22,0
"Edoardo Goldaniga","Cagliari","ITA","DF",NA,29,12,7,58.3333333333333,10,10,40,11,7,4,15,37,1
"Pierluigi Gollini","Napoli","ITA","GK",NA,28,1,1,100,1,1,100,0,0,0,1,2,0
"Papu Gómez","Monza","ARG","MF","FW",35,0,0,NA,2,2,0,0,0,0,1,0,0
"Iron Gomis","Salernitana","FRA","MF",NA,23,4,1,25,1,1,0,2,0,2,2,2,0
"Joan Gonzàlez","Lecce","ESP","MF",NA,21,31,18,58.0645161290323,28,28,60.7,20,3,17,5,9,0
"Nicolás González","Fiorentina","ARG","FW",NA,25,28,18,64.2857142857143,28,28,28.6,26,1,25,12,9,0
"Alberto Grassi","Empoli","ITA","MF",NA,28,30,18,60,26,26,38.5,26,11,15,41,37,0
"Mattéo Guendouzi","Lazio","FRA","MF",NA,24,34,15,44.1176470588235,49,49,42.9,24,6,18,21,24,1
"Axel Guessand","Udinese","FRA","DF",NA,18,1,1,100,1,1,100,1,0,1,0,0,0
"Albert Guðmundsson","Genoa","ISL","FW","MF",26,23,10,43.4782608695652,44,44,27.3,15,2,13,11,13,0
"Emmanuel Gyasi","Empoli","GHA","DF","FW",29,34,17,50,32,32,46.9,30,12,18,5,27,1
"Norbert Gyömbér","Salernitana","SVK","DF",NA,31,36,18,50,26,26,76.9,33,23,10,23,77,2
"Nicolas Haas","Empoli","SUI","MF",NA,27,5,3,60,3,3,100,1,0,1,1,1,0
"Ridgeciano Haps","Genoa","SUR","DF",NA,30,7,6,85.7142857142857,8,8,62.5,3,0,3,6,11,1
"Abdou Harroui","Frosinone","NED","MF","FW",25,23,11,47.8260869565217,16,16,50,19,3,16,5,8,0
"Hans Hateboer","Atalanta","NED","DF",NA,29,12,5,41.6666666666667,15,15,33.3,21,7,14,4,21,0
"Pantelis Hatzidiakos","Cagliari","GRE","DF",NA,26,22,10,45.4545454545455,17,17,58.8,14,5,9,13,30,1
"Silvan Hefti","Genoa","SUI","MF","DF",25,6,1,16.6666666666667,7,7,57.1,2,0,2,0,1,0
"Matheus Henrique","Sassuolo","BRA","MF",NA,25,43,29,67.4418604651163,43,43,41.9,18,8,10,25,31,6
"Theo Hernández","Milan","FRA","DF",NA,25,30,17,56.6666666666667,22,22,50,33,13,20,23,42,1
"Isak Hien","Hellas Verona","SWE","DF",NA,24,17,10,58.8235294117647,19,19,52.6,12,5,7,7,33,1
"Isak Hien","Atalanta","SWE","DF",NA,24,18,12,66.6666666666667,15,15,46.7,12,5,7,14,33,0
"Emil Holm","Atalanta","SWE","DF",NA,23,28,19,67.8571428571429,36,36,44.4,25,3,22,7,25,0
"Martin Hongla","Hellas Verona","CMR","MF",NA,25,24,13,54.1666666666667,11,11,72.7,8,3,5,7,24,0
"Sydney van Hooijdonk","Bologna","NED","FW",NA,23,3,0,0,2,2,50,1,1,0,1,4,0
"Dean Huijsen","Roma","ESP","DF",NA,18,10,5,50,4,4,25,7,4,3,4,26,2
"Elseid Hysaj","Lazio","ALB","DF",NA,29,24,14,58.3333333333333,24,24,62.5,16,6,10,17,31,0
"Arijon Ibrahimović","Frosinone","GER","FW","DF",17,7,6,85.7142857142857,9,9,11.1,4,0,4,1,3,0
"Jonathan Ikone","Fiorentina","FRA","FW",NA,25,22,11,50,17,17,58.8,12,0,12,3,8,0
"Chukwubuikem Ikwuemesi","Salernitana","NGA","FW",NA,21,3,1,33.3333333333333,6,6,33.3,1,1,0,1,8,0
"Ivan Ilić","Torino","SRB","MF",NA,22,22,8,36.3636363636364,27,27,48.1,20,7,13,20,31,0
"Samuel Iling-Junior","Juventus","ENG","DF","MF",19,23,13,56.5217391304348,18,18,61.1,17,5,12,6,19,0
"Ciro Immobile","Lazio","ITA","FW",NA,33,11,9,81.8181818181818,14,14,21.4,9,3,6,5,11,0
"Gino Infantino","Fiorentina","ARG","MF",NA,20,1,1,100,1,1,0,4,0,4,3,1,0
"Gustav Isaksen","Lazio","DEN","FW",NA,22,4,3,75,9,9,11.1,11,1,10,4,4,0
"Ardian Ismajli","Empoli","ALB","DF",NA,26,26,16,61.5384615384615,23,23,78.3,28,17,11,23,126,1
"Armando Izzo","Monza","ITA","DF",NA,31,27,17,62.962962962963,27,27,59.3,20,16,4,27,49,1
"Filip Jagiełło","Genoa","POL","MF",NA,25,0,0,NA,1,1,0,1,1,0,1,0,0
"Jakub Jankto","Cagliari","CZE","MF","FW",27,12,9,75,20,20,40,5,1,4,5,20,0
"Juan Jesus","Napoli","BRA","DF",NA,32,42,19,45.2380952380952,33,33,69.7,23,12,11,23,67,1
"Alejandro Jiménez","Milan","ESP","DF",NA,18,2,1,50,5,5,40,0,0,0,0,4,0
"Kaio Jorge","Frosinone","BRA","FW",NA,21,6,4,66.6666666666667,4,4,75,6,0,6,1,0,0
"Luka Jović","Milan","SRB","FW",NA,25,6,4,66.6666666666667,6,6,66.7,3,0,3,1,9,0
"Hamed Junior Traorè","Napoli","CIV","MF",NA,23,4,2,50,6,6,16.7,3,0,3,2,1,1
"Mohamed Kaba","Lecce","FRA","MF",NA,21,39,23,58.974358974359,34,34,50,22,4,18,12,13,0
"Christian Kabasele","Udinese","BEL","DF",NA,32,10,7,70,11,11,18.2,15,9,6,12,56,0
"Pierre Kalulu","Milan","FRA","DF",NA,23,5,1,20,2,2,50,4,3,1,1,12,1
"Daichi Kamada","Lazio","JPN","MF",NA,26,53,36,67.9245283018868,52,52,53.8,24,5,19,18,7,0
"Hassane Kamara","Udinese","CIV","DF",NA,29,45,32,71.1111111111111,38,38,65.8,29,2,27,26,66,0
"Jesper Karlsson","Bologna","SWE","FW",NA,25,3,3,100,8,8,25,4,0,4,4,1,0
"Rick Karsdorp","Roma","NED","DF",NA,28,25,18,72,24,24,66.7,13,4,9,9,16,0
"Grigoris Kastanos","Salernitana","CYP","MF","DF",25,23,14,60.8695652173913,20,20,45,13,4,9,8,9,0
"Michael Kayode","Fiorentina","ITA","DF",NA,19,53,30,56.6037735849057,48,48,72.9,25,12,13,18,46,2
"Moise Kean","Juventus","ITA","FW",NA,23,7,4,57.1428571428571,3,3,33.3,4,1,3,2,5,0
"Simon Kjær","Milan","DEN","DF",NA,34,24,15,62.5,22,22,63.6,22,16,6,14,46,2
