"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Alex Scott","Bournemouth","ENG","MF",NA,19,2003,23,1014,44,29.6,11,66,2,12,24,1.22,17,25,40000,2080000
"Alexander Isak","Newcastle Utd","SWE","FW",NA,23,1999,30,2255,75,65.9,27,80,13,3,32,1.5,51,41,120000,6240000
"Alexis Mac Allister","Liverpool","ARG","MF",NA,24,1998,33,2599,79,76,31,83,17,2,17,2.15,62,34,150000,7800000
"Alfie Doughty","Luton Town","ENG","DF",NA,23,1999,37,2925,79,85.5,34,84,18,3,22,0.7,46,74,7500,390000
"Amad Diallo","Manchester Utd","CIV","FW","MF",21,2002,9,390,43,11.4,3,75,0,6,28,1.22,10,6,28846,1500000
"Amadou Onana","Everton","BEL","MF",NA,21,2001,30,2091,70,61.1,23,83,16,7,27,1.1,21,38,1e+05,5200000
"Ameen Al-Dakhil","Burnley","BEL","DF",NA,21,2002,13,1056,81,30.9,12,86,11,1,21,0.38,10,26,15000,780000
"Anass Zaroury","Burnley","MAR","FW","MF",22,2000,6,152,25,4.4,1,67,0,5,17,0.17,2,4,15000,780000
"Andre Brooks","Sheffield Utd","ENG","MF","DF",19,2003,20,938,47,27.4,12,62,0,8,24,0.25,5,29,15000,780000
"André Gomes","Everton","POR","MF","FW",30,1993,12,508,42,14.9,3,73,1,9,32,0.92,6,7,112308,5840000
"Andreas Pereira","Fulham","BRA","MF",NA,27,1996,37,2613,71,76.4,34,74,5,3,28,1.19,39,40,50000,2600000
"Andrew Omobamidele","Nott'ham Forest","IRL","DF",NA,21,2002,11,783,71,22.9,8,90,8,3,21,0.73,12,15,35000,1820000
"Andrew Robertson","Liverpool","SCO","DF",NA,29,1994,23,1693,74,49.5,18,86,14,5,28,2.04,43,22,1e+05,5200000
"Andros Townsend","Luton Town","ENG","MF","FW",32,1991,27,1210,45,35.4,14,67,1,13,21,0.78,16,27,12500,650000
"Anel Ahmedhodžić","Sheffield Utd","BIH","DF",NA,24,1999,31,2649,85,77.5,29,89,27,2,34,0.35,28,89,30000,1560000
"Angelo Ogbonna","West Ham","ITA","DF",NA,35,1988,11,635,58,18.6,7,83,5,4,13,1.82,12,14,70000,3640000
"Ansu Fati","Brighton","ESP","MF","FW",20,2002,19,521,27,15.2,3,50,0,16,23,1.26,13,12,160000,8320000
"Anthony Elanga","Nott'ham Forest","SWE","FW","MF",21,2002,36,2433,68,71.1,25,86,15,11,27,0.97,40,47,25000,1300000
"Anthony Gordon","Newcastle Utd","ENG","FW",NA,22,2001,35,2890,83,84.5,34,83,16,1,79,1.57,71,48,60000,3120000
"Anthony Martial","Manchester Utd","FRA","FW",NA,27,1995,13,448,34,13.1,5,65,0,8,16,1.38,11,6,250000,1.3e+07
"Antoine Semenyo","Bournemouth","GHA","FW",NA,23,2000,33,2105,64,61.5,25,76,10,8,25,1.39,41,33,20000,1040000
"Antony","Manchester Utd","BRA","FW",NA,23,2000,29,1324,46,38.7,15,73,3,14,16,1.41,20,26,2e+05,10400000
"Armando Broja","Chelsea","ALB","FW",NA,21,2001,13,454,35,13.3,6,60,0,7,14,1.69,8,5,40000,2080000
"Arnaut Danjuma","Everton","NED","MF","FW",26,1997,14,595,43,17.4,5,84,2,9,19,0.43,3,10,52500,2730000
"Ashley Young","Everton","ENG","DF","MF",38,1985,31,2280,74,66.7,27,81,14,4,21,1.32,28,32,40000,2080000
"Auston Trusty","Sheffield Utd","USA","DF",NA,24,1998,32,2572,80,75.2,28,89,24,4,21,0.38,22,81,25000,1300000
"Axel Disasi","Chelsea","FRA","DF",NA,25,1998,31,2579,83,75.4,29,89,27,2,5,1.52,50,50,80000,4160000
"Ben Chilwell","Chelsea","ENG","DF",NA,26,1996,13,756,58,22.1,9,77,3,4,17,1.23,13,14,2e+05,10400000
"Ben Davies","Tottenham","WAL","DF",NA,30,1993,17,1090,64,31.9,12,86,10,5,12,1.82,25,21,80000,4160000
"Ben Godfrey","Everton","ENG","DF",NA,25,1998,15,1120,75,32.7,13,86,10,2,1,1.07,12,13,75000,3900000
"Ben Johnson","West Ham","ENG","DF","FW",23,2000,14,544,39,15.9,4,90,4,10,18,1.14,5,16,20000,1040000
"Ben Mee","Brentford","ENG","DF",NA,33,1989,16,1272,80,37.2,15,85,11,1,1,0.81,16,26,55000,2860000
"Ben Osborn","Sheffield Utd","ENG","DF","MF",28,1994,24,1367,57,40,14,77,10,10,28,0.42,19,40,20000,1040000
"Ben White","Arsenal","ENG","DF",NA,25,1997,37,2988,81,87.4,35,85,27,2,7,2.32,81,26,120000,6240000
"Bénie Traoré","Sheffield Utd","CIV","FW","MF",20,2002,8,387,48,11.3,3,86,1,5,26,0.13,2,13,10000,520000
"Benoît Badiashile","Chelsea","FRA","DF",NA,22,2001,18,1338,74,39.1,15,88,13,3,7,1.67,31,31,90000,4680000
"Benson Manuel","Burnley","ANG","MF","FW",26,1997,8,116,15,3.4,1,45,0,7,10,0.13,0,5,25000,1300000
"Bernardo Silva","Manchester City","POR","MF","FW",28,1994,33,2578,78,75.4,29,87,22,4,14,2.39,71,26,3e+05,15600000
"Beto","Everton","GNB","FW",NA,25,1998,30,951,32,27.8,9,72,2,21,15,1.2,16,20,50000,2600000
"Billy Gilmour","Brighton","SCO","MF",NA,22,2001,30,2120,71,62,24,83,13,6,22,1.4,40,37,20000,1040000
"Bobby Reid","Fulham","JAM","FW",NA,30,1993,33,1423,43,41.6,17,69,1,16,16,1.24,22,29,35000,1820000
"Boubacar Traoré","Wolves","MLI","MF",NA,21,2001,24,819,34,23.9,7,78,5,17,16,1,9,23,55000,2860000
"Brennan Johnson","Tottenham","WAL","FW",NA,22,2001,32,2085,65,61,23,79,8,9,31,1.56,49,37,70000,3640000
"Bryan Gil","Tottenham","ESP","FW","MF",22,2001,11,209,19,6.1,2,58,0,9,10,1.09,4,11,40000,2080000
"Bryan Mbeumo","Brentford","CMR","FW",NA,23,1999,25,1960,78,57.3,22,87,18,3,17,1.28,37,31,45000,2340000
"Callum Hudson-Odoi","Nott'ham Forest","ENG","FW","MF",22,2000,29,1854,64,54.2,20,82,9,9,24,0.86,32,41,80000,4160000
"Callum Wilson","Newcastle Utd","ENG","FW",NA,31,1992,20,991,50,29,9,80,5,11,25,1.65,30,15,46000,2392000
"Calum Chambers","Aston Villa","ENG","MF","DF",28,1995,5,152,30,4.4,1,67,0,4,21,0.8,3,6,50000,2600000
"Calvin Bassey","Fulham","NGA","DF",NA,23,1999,29,2303,79,67.3,25,90,24,4,15,1.31,44,42,45000,2340000
"Cameron Archer","Sheffield Utd","ENG","FW","MF",22,2001,29,1832,63,53.6,21,80,9,8,19,0.48,22,50,30000,1560000
"Carlos Baleba","Brighton","CMR","MF",NA,19,2004,27,1325,49,38.7,15,78,7,12,13,1.07,14,28,12500,650000
"Carlos Vinícius","Fulham","BRA","FW",NA,28,1995,13,315,24,9.2,2,61,0,11,18,1.23,6,5,40000,2080000
"Carlton Morris","Luton Town","ENG","FW","MF",27,1995,38,2862,75,83.7,32,86,22,6,21,0.68,40,72,10000,520000
"Carney Chukwuemeka","Chelsea","ENG","MF","FW",19,2003,9,227,25,6.6,2,63,0,7,15,1.56,7,5,1e+05,5200000
"Casemiro","Manchester Utd","BRA","MF","DF",31,1992,25,1982,79,58,24,82,18,1,11,1.6,36,34,350000,18200000
"Cauley Woodrow","Luton Town","ENG","FW","MF",28,1994,24,427,18,12.5,2,62,0,22,14,0.63,10,11,20000,1040000
"Charlie Taylor","Burnley","ENG","DF",NA,29,1993,28,2331,83,68.2,25,88,22,3,40,0.75,31,46,30000,1560000
"Cheikhou Kouyaté","Nott'ham Forest","SEN","MF",NA,33,1989,12,212,18,6.2,2,64,0,10,8,1.33,1,6,45000,2340000
"Chiedozie Ogbene","Luton Town","IRL","MF","DF",26,1997,30,1995,67,58.3,20,87,14,10,27,0.73,35,47,15000,780000
"Chris Basham","Sheffield Utd","ENG","DF","MF",35,1988,8,321,40,9.4,3,68,1,5,24,0.13,2,6,15000,780000
"Chris Mepham","Bournemouth","WAL","DF",NA,25,1997,10,617,62,18,6,83,5,4,31,1.6,13,16,35000,1820000
"Chris Richards","Crystal Palace","USA","DF","MF",23,2000,26,2094,81,61.2,23,90,23,3,8,1.46,43,38,55000,2860000
"Chris Wood","Nott'ham Forest","NZL","FW",NA,31,1991,31,1812,58,53,20,83,13,11,14,0.94,28,34,80000,4160000
"Christian Eriksen","Manchester Utd","DEN","MF",NA,31,1992,22,1141,52,33.4,12,78,5,10,20,1.45,20,27,150000,7800000
"Christian Nørgaard","Brentford","DEN","MF",NA,29,1994,31,2505,81,73.2,30,83,20,1,20,0.97,36,51,35000,1820000
"Christopher Nkunku","Chelsea","FRA","FW","MF",25,1997,11,443,40,13,2,71,0,9,34,2,12,12,195000,10140000
"Cody Gakpo","Liverpool","NED","FW","MF",24,1999,35,1649,47,48.2,17,73,3,18,23,2.23,52,20,120000,6240000
"Cole Palmer","Chelsea","ENG","FW","MF",21,2002,33,2607,79,76.2,29,86,14,4,26,1.7,66,46,75000,3900000
"Connor Roberts","Burnley","WAL","DF",NA,27,1995,14,823,59,24.1,8,88,6,6,20,0.64,7,22,30000,1560000
"Conor Bradley","Liverpool","NIR","DF",NA,20,2003,11,753,68,22,10,73,2,1,20,2.36,18,7,10000,520000
"Curtis Jones","Liverpool","ENG","MF",NA,22,2001,23,1167,51,34.1,14,70,4,9,20,1.96,31,17,15000,780000
"Daiki Hashioka","Luton Town","JPN","DF",NA,24,1999,10,595,60,17.4,6,77,3,4,33,0.4,10,21,15000,780000
"Dan Burn","Newcastle Utd","ENG","DF",NA,31,1992,33,2726,83,79.7,32,85,24,1,18,1.64,74,45,55000,2860000
"Dango Ouattara","Bournemouth","BFA","FW","DF",21,2002,30,1229,41,35.9,12,74,4,18,19,1.4,20,24,35000,1820000
"Daniel Bentley","Wolves","ENG","GK",NA,30,1993,5,383,77,11.2,3,90,3,2,57,0.6,3,7,10000,520000
"Danilo","Nott'ham Forest","BRA","MF",NA,22,2001,29,1792,62,52.4,20,80,7,9,20,1.03,31,42,30000,1560000
"Danny Ings","West Ham","ENG","FW",NA,31,1992,20,404,20,11.8,3,80,1,17,10,0.95,5,10,125000,6500000
"Danny Welbeck","Brighton","ENG","FW","MF",32,1990,29,1693,58,49.5,21,70,4,8,28,1.21,25,28,55000,2860000
"Dara O'Shea","Burnley","IRL","DF",NA,24,1999,33,2892,88,84.6,32,89,29,1,45,0.58,36,71,20000,1040000
"Darwin Núñez","Liverpool","URU","FW",NA,24,1999,36,2047,57,59.9,22,79,9,14,21,2.19,48,25,140000,7280000
"David Brooks","Bournemouth","WAL","FW","MF",26,1997,13,282,22,8.2,2,65,0,11,14,0.92,5,7,50000,2600000
"David Datro Fofana","Burnley","CIV","FW",NA,20,2002,15,879,59,25.7,10,80,5,5,15,0.73,10,18,30000,1560000
"Declan Rice","Arsenal","ENG","MF",NA,24,1999,38,3225,85,94.3,37,87,29,1,24,2.34,84,28,240000,12480000
"Dejan Kulusevski","Tottenham","SWE","FW","MF",23,2000,36,2762,77,80.8,31,85,21,5,26,1.72,57,46,110000,5720000
"Diego Carlos","Aston Villa","BRA","DF",NA,30,1993,27,1816,67,53.1,20,86,18,7,15,1.56,35,36,1e+05,5200000
"Diogo Dalot","Manchester Utd","POR","DF",NA,24,1999,36,3174,88,92.8,35,90,34,1,25,1.58,56,55,85000,4420000
"Diogo Jota","Liverpool","POR","FW",NA,26,1996,21,1145,55,33.5,14,71,3,7,22,2.29,34,10,140000,7280000
"Divock Origi","Nott'ham Forest","BEL","FW",NA,28,1995,20,606,30,17.7,6,57,0,14,19,0.6,4,6,120000,6240000
"Dominic Calvert-Lewin","Everton","ENG","FW",NA,26,1997,32,2171,68,63.5,26,78,4,6,26,1.28,26,27,1e+05,5200000
"Dominic Solanke","Bournemouth","ENG","FW",NA,25,1997,38,3325,88,97.2,37,89,28,1,32,1.26,51,61,70000,3640000
"Dominik Szoboszlai","Liverpool","HUN","MF",NA,22,2000,33,2104,64,61.5,25,79,12,8,15,2.12,42,23,120000,6240000
"Đorđe Petrović","Chelsea","SRB","GK",NA,23,1999,23,1987,86,58.1,22,90,22,1,7,1.91,51,38,25000,1300000
"Dwight McNeil","Everton","ENG","MF","FW",23,1999,35,2892,83,84.6,33,86,24,2,22,1.37,37,39,25000,1300000
"Eberechi Eze","Crystal Palace","ENG","MF","FW",25,1998,27,2055,76,60.1,24,83,12,3,18,1.56,41,28,1e+05,5200000
"Eddie Nketiah","Arsenal","ENG","FW",NA,24,1999,27,1082,40,31.6,10,78,3,17,18,2.15,24,10,1e+05,5200000
"Edson Álvarez","West Ham","MEX","MF",NA,25,1997,31,2377,77,69.5,28,82,18,3,25,1.48,40,45,1e+05,5200000
"Elijah Adebayo","Luton Town","ENG","FW",NA,25,1998,27,1419,53,41.5,16,77,5,11,16,0.78,30,36,12500,650000
"Elliot Anderson","Newcastle Utd","ENG","MF","FW",20,2002,21,1027,49,30,10,80,3,11,21,1.86,30,14,30000,1560000
"Emerson","Tottenham","BRA","DF",NA,24,1999,22,1161,53,33.9,11,86,8,11,19,1.64,22,31,40000,2080000
"Emerson Palmieri","West Ham","ITA","DF",NA,28,1994,36,3137,87,91.7,35,88,29,1,45,1.42,58,67,95000,4940000
"Emil Krafth","Newcastle Utd","SWE","DF",NA,28,1994,17,913,54,26.7,8,90,8,9,21,1.71,26,15,55000,2860000
"Emile Smith Rowe","Arsenal","ENG","MF",NA,23,2000,13,353,27,10.3,3,76,0,10,13,2.23,12,3,40000,2080000
"Enes Ünal","Bournemouth","TUR","FW","MF",26,1997,16,328,21,9.6,2,67,0,14,14,1.31,11,9,15000,780000
"Enzo Fernández","Chelsea","ARG","MF",NA,22,2001,28,2209,79,64.6,26,84,18,2,16,1.46,41,47,180000,9360000
"Eric Dier","Tottenham","ENG","DF",NA,29,1994,4,201,50,5.9,1,90,1,3,37,1.5,1,8,85000,4420000
"Erling Haaland","Manchester City","NOR","FW",NA,23,2000,31,2552,82,74.6,29,86,20,2,25,2.32,65,25,375000,19500000
"Ethan Pinnock","Brentford","JAM","DF",NA,30,1993,29,2521,87,73.7,28,90,28,1,1,1.21,44,46,30000,1560000
"Evan Ferguson","Brighton","IRL","FW",NA,18,2004,27,1367,51,40,15,71,4,12,25,1.48,24,28,30000,1560000
"Fabian Schär","Newcastle Utd","SUI","DF",NA,31,1991,36,3054,85,89.3,35,86,31,1,28,1.56,72,58,40000,2080000
"Fábio Silva","Wolves","POR","FW",NA,21,2002,8,264,33,7.7,3,67,0,5,13,0.88,2,8,80000,4160000
"Fabio Vieira","Arsenal","POR","MF","FW",23,2000,11,297,27,8.7,2,62,0,9,19,2.36,11,2,45000,2340000
"Facundo Buonanotte","Brighton","ARG","FW","MF",18,2004,27,1364,51,39.9,17,65,1,10,25,1.19,18,19,15000,780000
"Facundo Pellistri","Manchester Utd","URU","FW","MF",21,2001,9,172,19,5,1,60,0,8,14,1.11,2,2,20000,1040000
"Felipe","Nott'ham Forest","BRA","DF",NA,34,1989,7,375,54,11,4,75,2,3,25,0.75,4,11,80000,4160000
"Frank Onyeka","Brentford","NGA","MF",NA,25,1998,26,1161,45,33.9,11,78,3,15,20,0.85,17,27,40000,2080000
"Fred Onyedinma","Luton Town","ENG","DF","MF",26,1996,8,407,51,11.9,4,76,0,4,26,0.5,6,14,5577,290000
"Gabriel Jesus","Arsenal","BRA","FW",NA,26,1997,27,1478,55,43.2,17,78,4,10,16,2.19,29,11,265000,13780000
"Gabriel Magalhães","Arsenal","BRA","DF",NA,25,1997,36,3044,85,89,34,89,32,2,13,2.36,78,26,1e+05,5200000
"Gabriel Martinelli","Arsenal","BRA","FW",NA,22,2001,35,2019,58,59,24,74,4,11,22,2.34,52,23,180000,9360000
"George Baldock","Sheffield Utd","GRE","DF",NA,30,1993,13,969,75,28.3,11,82,9,2,33,0.54,11,21,10000,520000
"Gio Reyna","Nott'ham Forest","USA","FW","MF",20,2002,9,235,26,6.9,2,61,0,7,16,0.67,3,3,40000,2080000
"Giovani Lo Celso","Tottenham","ARG","MF",NA,27,1996,22,506,23,14.8,4,78,0,18,11,1.32,12,12,70000,3640000
"Gonzalo Montiel","Nott'ham Forest","ARG","DF",NA,26,1997,14,801,57,23.4,8,77,2,6,32,1.29,13,11,25000,1300000
"Gustavo Hamer","Sheffield Utd","NED","MF",NA,26,1997,36,2910,81,85.1,34,83,18,2,39,0.44,31,83,30000,1560000
"Hannes Delcroix","Burnley","BEL","DF",NA,24,1999,12,589,49,17.2,5,86,4,7,23,0.67,6,25,15000,780000
"Harrison Reed","Fulham","ENG","MF",NA,28,1995,27,1325,49,38.7,15,78,6,12,13,1.52,22,23,50000,2600000
"Harry Maguire","Manchester Utd","ENG","DF",NA,30,1993,22,1653,75,48.3,18,88,17,4,20,1.68,33,29,190000,9880000
"Harry Toffolo","Nott'ham Forest","ENG","DF",NA,27,1995,23,1459,63,42.7,15,88,12,8,18,0.91,18,29,35000,1820000
"Harry Wilson","Fulham","WAL","FW",NA,26,1997,35,1620,46,47.4,16,76,5,19,22,1.26,21,30,35000,1820000
"Harvey Barnes","Newcastle Utd","ENG","FW","MF",25,1997,21,802,38,23.5,7,67,1,14,24,1.76,24,10,80000,4160000
"Harvey Elliott","Liverpool","ENG","MF","FW",20,2003,34,1352,40,39.5,11,77,4,23,22,2.15,41,13,40000,2080000
"Hjalmar Ekdal","Burnley","SWE","DF",NA,24,1998,8,437,55,12.8,5,75,0,3,21,0.88,2,8,20000,1040000
"Hugo Bueno","Wolves","ESP","DF","MF",20,2002,22,741,34,21.7,7,76,1,15,14,1.14,7,16,10000,520000
"Hwang Hee-chan","Wolves","KOR","FW","MF",27,1996,29,2119,73,62,25,80,14,4,32,1.31,35,37,70000,3640000
"Ian Maatsen","Chelsea","NED","FW","MF",21,2002,12,209,17,6.1,1,57,0,11,14,1.67,2,5,20000,1040000
"Ibrahim Sangaré","Nott'ham Forest","CIV","MF",NA,25,1997,17,1035,61,30.3,13,73,4,4,20,0.88,12,16,75000,3900000
"Ibrahima Konaté","Liverpool","FRA","DF",NA,24,1999,22,1574,72,46,17,87,14,5,20,2,38,18,70000,3640000
"Idrissa Gana Gueye","Everton","SEN","MF",NA,33,1989,25,1884,75,55.1,24,77,12,1,45,1.36,23,25,80000,4160000
"Igor","Brighton","BRA","DF",NA,25,1998,24,1637,68,47.9,17,82,11,7,34,1.17,22,26,45000,2340000
"Issa Diop","Fulham","FRA","DF",NA,26,1997,18,1424,79,41.6,16,88,13,2,11,1.28,12,25,70000,3640000
"Issa Kaboré","Luton Town","BFA","DF",NA,22,2001,24,1729,72,50.6,21,79,13,3,24,0.58,23,39,20000,1040000
"Ivan Toney","Brentford","ENG","FW",NA,27,1996,17,1450,85,42.4,16,90,16,1,10,0.82,20,30,20000,1040000
"Jack Grealish","Manchester City","ENG","FW","MF",27,1995,20,1009,50,29.5,10,83,7,10,18,2.45,26,13,3e+05,15600000
"Jack Harrison","Everton","ENG","MF","FW",26,1996,29,2214,76,64.7,25,84,17,4,31,1.38,27,26,90000,4680000
"Jack Hinshelwood","Brighton","ENG","DF",NA,18,2005,12,869,72,25.4,8,81,3,4,56,1.33,15,17,10000,520000
"Jack Robinson","Sheffield Utd","ENG","DF",NA,29,1993,34,2885,85,84.4,31,89,27,3,40,0.47,30,83,25000,1300000
"Jacob Brown","Luton Town","SCO","MF","FW",25,1998,19,1019,54,29.8,12,73,4,7,21,0.84,16,26,30000,1560000
"Jacob Bruun Larsen","Burnley","DEN","MF","FW",24,1998,32,1249,39,36.5,16,64,0,16,14,0.69,15,23,35000,1820000
"Jacob Murphy","Newcastle Utd","ENG","FW","DF",28,1995,21,1189,57,34.8,14,75,5,7,20,1.95,40,21,35000,1820000
"Jacob Ramsey","Aston Villa","ENG","FW","MF",22,2001,16,853,53,24.9,8,80,5,8,26,2.19,22,12,70000,3640000
"Jaïro Riedewald","Crystal Palace","NED","MF","FW",26,1996,9,235,26,6.9,2,77,0,7,12,2.33,2,3,55000,2860000
"Jakub Kiwior","Arsenal","POL","DF",NA,23,2000,20,946,47,27.7,11,80,7,9,7,2.65,39,8,58000,3016000
"Jakub Moder","Brighton","POL","MF","DF",24,1999,17,618,36,18.1,6,73,1,11,16,1.35,6,13,10000,520000
"Jamaal Lascelles","Newcastle Utd","ENG","DF",NA,29,1993,16,1080,68,31.6,13,80,9,3,15,1.44,23,15,40000,2080000
"James Garner","Everton","ENG","MF",NA,22,2001,37,3004,81,87.8,34,86,29,3,22,1.22,36,47,30000,1560000
"James Hill","Bournemouth","ENG","DF",NA,21,2002,5,76,15,2.2,1,54,0,4,6,2,1,1,3000,156000
"James Maddison","Tottenham","ENG","MF",NA,26,1996,28,2135,76,62.4,26,80,4,2,29,1.86,46,31,170000,8840000
"James Milner","Brighton","ENG","DF","MF",37,1986,15,773,52,22.6,11,63,1,4,20,1.47,10,12,60000,3120000
"James Ward-Prowse","West Ham","ENG","MF",NA,28,1994,37,3001,81,87.7,34,86,28,3,23,1.38,52,65,115000,5980000
"Jan Paul van Hecke","Brighton","NED","DF",NA,23,2000,28,2369,85,69.3,26,90,26,2,15,1.32,40,38,30000,1560000
"Jarell Quansah","Liverpool","ENG","DF",NA,20,2003,17,1190,70,34.8,13,87,10,4,16,2.35,31,15,15000,780000
"Jay Rodriguez","Burnley","ENG","FW",NA,34,1989,21,822,39,24,7,80,4,14,19,0.62,11,18,40000,2080000
"Jayden Bogle","Sheffield Utd","ENG","DF",NA,23,2000,34,2788,82,81.5,32,84,23,2,43,0.44,29,79,20000,1040000
"Jean-Philippe Mateta","Crystal Palace","FRA","FW",NA,26,1997,35,2282,65,66.7,25,83,13,10,21,1.23,46,44,50000,2600000
"Jean-Ricner Bellegarde","Wolves","FRA","MF","FW",25,1998,22,958,44,28,10,61,1,12,29,1.23,7,23,35000,1820000
"Jefferson Lerma","Crystal Palace","COL","MF","DF",28,1994,28,2400,86,70.2,27,88,22,1,15,1.07,32,46,70000,3640000
"Jeffrey Schlupp","Crystal Palace","GHA","FW","MF",30,1992,29,1352,47,39.5,17,70,2,12,14,1.34,12,25,50000,2600000
"Jeremy Doku","Manchester City","BEL","FW","MF",21,2002,29,1595,55,46.6,18,76,7,11,20,2.38,50,19,50000,2600000
"Jhon Durán","Aston Villa","COL","FW","MF",19,2003,23,475,21,13.9,3,68,1,20,14,1.74,15,12,30000,1560000
"João Gomes","Wolves","BRA","MF",NA,22,2001,34,2649,78,77.5,32,82,18,2,7,1.32,38,51,30000,1560000
"João Palhinha","Fulham","POR","MF",NA,28,1995,33,2699,82,78.9,31,86,18,2,23,1.06,43,46,80000,4160000
"João Pedro","Brighton","BRA","FW","MF",21,2001,31,2045,66,59.8,19,85,9,12,36,1.29,32,38,50000,2600000
"Joe Gomez","Liverpool","ENG","DF",NA,26,1997,32,1786,56,52.2,17,85,12,15,23,2.22,47,19,85000,4420000
"Joe Rothwell","Bournemouth","ENG","MF",NA,28,1995,11,386,35,11.3,3,70,1,8,22,1.18,4,12,8000,416000
"Joe Willock","Newcastle Utd","ENG","MF",NA,23,1999,9,419,47,12.3,5,67,0,4,22,1.56,6,9,80000,4160000
"Joe Worrall","Nott'ham Forest","ENG","DF",NA,26,1997,7,439,63,12.8,5,85,3,2,7,1.57,7,8,50000,2600000
"Joël Matip","Liverpool","CMR","DF",NA,31,1991,10,781,78,22.8,9,84,6,1,25,2.3,20,9,1e+05,5200000
"Joël Veltman","Brighton","NED","DF",NA,31,1992,27,1588,59,46.4,17,80,13,10,22,1.3,28,32,50000,2600000
"Joel Ward","Crystal Palace","ENG","DF",NA,33,1989,26,1980,76,57.9,23,85,19,3,6,1.19,23,34,35000,1820000
"Joelinton","Newcastle Utd","BRA","MF","FW",26,1996,20,1279,64,37.4,15,79,8,5,18,1.45,26,23,85000,4420000
"Jóhann Berg Guðmundsson","Burnley","ISL","MF","FW",32,1990,26,1192,46,34.9,12,68,1,14,27,0.5,20,25,35000,1820000
"John Fleck","Sheffield Utd","SCO","MF","DF",31,1991,4,92,23,2.7,1,45,0,3,16,0,1,5,25000,1300000
"John Stones","Manchester City","ENG","DF","MF",29,1994,16,1064,67,31.1,12,83,9,4,17,2.38,25,9,250000,1.3e+07
"Jonny Evans","Manchester Utd","NIR","DF",NA,35,1988,23,1392,61,40.7,15,85,9,8,15,1.65,21,24,65000,3380000
"Jordan Ayew","Crystal Palace","GHA","FW","MF",31,1991,35,2543,73,74.4,30,82,17,5,19,1.29,33,37,25000,1300000
"Jordan Clark","Luton Town","ENG","MF",NA,29,1993,23,1304,57,38.1,14,78,4,9,24,0.57,22,41,5000,260000
"Jorginho","Arsenal","ITA","MF",NA,31,1991,24,921,38,26.9,10,78,3,14,10,2.42,25,11,110000,5720000
"Josh Brownhill","Burnley","ENG","MF",NA,27,1995,33,2252,68,65.8,23,87,18,10,26,0.67,27,53,45000,2340000
"Josh Cullen","Burnley","IRL","MF",NA,27,1996,25,2057,82,60.1,23,87,18,2,30,0.64,25,48,40000,2080000
"Joško Gvardiol","Manchester City","CRO","DF",NA,21,2002,28,2328,83,68.1,26,87,22,2,30,2.5,68,23,2e+05,10400000
"Julián Álvarez","Manchester City","ARG","MF","FW",23,2000,36,2647,74,77.4,31,83,15,5,13,2.42,76,24,1e+05,5200000
