"Player","Squad","Nation","Pos","Pos2","Age","Progression_Carries","Progression_Passes_Delivered","Progression_Passes_Recived","Total_Passes_Completed","Total_Passes_Attempted","Total_Pass_Percentage","Short_Passes_Completed","Short_Passes_Attempted","Short_Pass_Percentage","Long_Passes_Completed","Long_Passes_Attempted","Long_Pass_Percentage","Medium_Passes_Completed","Medium_Passes_Attempted","Medium_Pass_Percentage","Key_Passes","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","Live_Pass","Dead_Pass","Free_Kicks","Through_Balls","Switches","Crosses","Throw_Ins","Corner_Kicks","Offside","Touches","Take_Ons_Attempted","Take_Ons_Wins","Take_On_Win_Percentage","Take_Ons_Tackled","Take_Ons_Tackled_Percentage"
"Alexis Claude-Maurice","Nice","FRA","MF",NA,23,5,7,13,88,103,85.4,56,63,88.9,6,7,85.7,23,26,88.5,8,3,1,94,9,1,0,0,9,3,5,0,144,8,3,37.5,5,62.5
"Alexis Flips","Reims","FRA","MF","DF",21,15,29,61,310,508,61,141,167,84.4,33,105,31.4,124,188,66,29,18,10,397,107,29,2,2,88,29,45,4,687,28,13,46.4,15,53.6
"Alidu Seidu","Clermont Foot","GHA","DF",NA,21,10,30,12,560,648,86.4,259,286,90.6,47,72,65.3,233,258,90.3,6,1,0,633,14,3,0,4,3,11,0,1,837,15,9,60,6,40
"Álvaro González","Marseille","ESP","DF",NA,31,0,12,0,356,373,95.4,140,143,97.9,38,44,86.4,178,184,96.7,0,0,0,365,8,7,0,0,0,1,0,0,395,1,0,0,1,100
"Amadou Mbengue","Metz","SEN","DF","MF",19,2,18,1,245,292,83.9,91,100,91,26,54,48.1,120,127,94.5,2,1,0,281,10,4,0,7,0,6,0,1,367,6,2,33.3,4,66.7
"Amadou Onana","Lille","BEL","MF",NA,19,24,59,21,516,623,82.8,231,263,87.8,61,86,70.9,203,234,86.8,15,7,0,615,5,4,4,4,1,1,0,3,805,21,13,61.9,8,38.1
"Ambroise Oyongo","Montpellier","CMR","DF",NA,30,11,18,26,256,357,71.7,145,166,87.3,10,38,26.3,85,124,68.5,2,6,2,280,77,5,0,0,23,71,0,0,430,4,4,100,0,0
"Amine Bassi","Metz","FRA","MF","FW",23,5,13,11,85,117,72.6,41,53,77.4,6,15,40,37,44,84.1,7,0,0,99,18,8,0,1,16,1,9,0,146,4,3,75,1,25
"Amine Gouiri","Nice","ALG","FW","MF",21,93,104,198,786,1044,75.3,449,525,85.5,69,127,54.3,232,290,80,49,33,8,930,111,25,6,5,98,6,63,3,1396,121,62,51.2,58,47.9
"Amine Harit","Marseille","MAR","FW","MF",24,50,65,118,611,703,86.9,381,415,91.8,28,47,59.6,161,182,88.5,26,15,1,657,44,12,2,4,28,12,16,2,863,56,25,44.6,31,55.4
"Anastasios Donis","Reims","GRE","FW","MF",24,27,4,46,51,93,54.8,29,41,70.7,4,13,30.8,15,28,53.6,5,4,2,90,2,0,0,2,24,2,0,1,154,18,7,38.9,11,61.1
"Ander Herrera","Paris S-G","ESP","MF",NA,31,11,97,25,970,1060,91.5,542,573,94.6,67,84,79.8,308,332,92.8,18,18,0,1044,12,9,8,1,6,2,1,4,1184,10,6,60,4,40
"Andrei Girotto","Nantes","BRA","DF","MF",29,9,108,15,1356,1676,80.9,532,612,86.9,155,257,60.3,635,740,85.8,9,3,1,1633,35,32,0,24,9,3,0,8,2147,11,6,54.5,5,45.5
"Andrew Gravillon","Reims","GLP","DF",NA,23,20,64,23,718,950,75.6,269,321,83.8,98,179,54.7,341,417,81.8,10,8,6,830,117,40,0,25,24,74,0,3,1193,11,5,45.5,6,54.5
"Andy Delort","Montpellier","ALG","FW",NA,29,0,7,17,54,96,56.3,28,39,71.8,7,11,63.6,10,24,41.7,9,6,4,86,10,0,0,1,14,0,2,0,980,46,18,39.1,27,58.7
"Andy Delort","Montpellier","ALG","FW",NA,29,0,7,17,54,96,56.3,28,39,71.8,7,11,63.6,10,24,41.7,9,6,4,86,10,0,0,1,14,0,2,0,138,1,1,100,0,0
"Andy Delort","Montpellier","ALG","FW",NA,29,0,7,17,402,694,57.9,240,360,66.7,29,65,44.6,101,186,54.3,31,23,9,86,10,0,0,1,14,0,2,0,980,46,18,39.1,27,58.7
"Andy Delort","Montpellier","ALG","FW",NA,29,0,7,17,402,694,57.9,240,360,66.7,29,65,44.6,101,186,54.3,31,23,9,86,10,0,0,1,14,0,2,0,138,1,1,100,0,0
"Andy Delort","Montpellier","ALG","FW",NA,29,0,7,17,54,96,56.3,28,39,71.8,7,11,63.6,10,24,41.7,9,6,4,644,47,1,6,7,51,5,0,3,980,46,18,39.1,27,58.7
"Andy Delort","Montpellier","ALG","FW",NA,29,0,7,17,54,96,56.3,28,39,71.8,7,11,63.6,10,24,41.7,9,6,4,644,47,1,6,7,51,5,0,3,138,1,1,100,0,0
"Andy Delort","Nice","ALG","FW",NA,29,24,54,188,402,694,57.9,240,360,66.7,29,65,44.6,101,186,54.3,31,23,9,86,10,0,0,1,14,0,2,0,980,46,18,39.1,27,58.7
"Andy Delort","Nice","ALG","FW",NA,29,24,54,188,402,694,57.9,240,360,66.7,29,65,44.6,101,186,54.3,31,23,9,86,10,0,0,1,14,0,2,0,138,1,1,100,0,0
"Andy Delort","Nice","ALG","FW",NA,29,24,54,188,54,96,56.3,28,39,71.8,7,11,63.6,10,24,41.7,9,6,4,644,47,1,6,7,51,5,0,3,980,46,18,39.1,27,58.7
"Andy Delort","Nice","ALG","FW",NA,29,24,54,188,54,96,56.3,28,39,71.8,7,11,63.6,10,24,41.7,9,6,4,644,47,1,6,7,51,5,0,3,138,1,1,100,0,0
"Andy Delort","Montpellier","ALG","FW",NA,29,0,7,17,402,694,57.9,240,360,66.7,29,65,44.6,101,186,54.3,31,23,9,644,47,1,6,7,51,5,0,3,980,46,18,39.1,27,58.7
"Andy Delort","Montpellier","ALG","FW",NA,29,0,7,17,402,694,57.9,240,360,66.7,29,65,44.6,101,186,54.3,31,23,9,644,47,1,6,7,51,5,0,3,138,1,1,100,0,0
"Andy Delort","Nice","ALG","FW",NA,29,24,54,188,402,694,57.9,240,360,66.7,29,65,44.6,101,186,54.3,31,23,9,644,47,1,6,7,51,5,0,3,980,46,18,39.1,27,58.7
"Andy Delort","Nice","ALG","FW",NA,29,24,54,188,402,694,57.9,240,360,66.7,29,65,44.6,101,186,54.3,31,23,9,644,47,1,6,7,51,5,0,3,138,1,1,100,0,0
"Andy Delort","Nice","ALG","FW",NA,29,24,54,188,54,96,56.3,28,39,71.8,7,11,63.6,10,24,41.7,9,6,4,86,10,0,0,1,14,0,2,0,980,46,18,39.1,27,58.7
"Andy Delort","Nice","ALG","FW",NA,29,24,54,188,54,96,56.3,28,39,71.8,7,11,63.6,10,24,41.7,9,6,4,86,10,0,0,1,14,0,2,0,138,1,1,100,0,0
"Anel Ahmedhodžić","Bordeaux","BIH","DF",NA,22,18,63,12,766,858,89.3,310,333,93.1,89,120,74.2,353,381,92.7,11,5,1,826,31,23,0,7,6,8,0,1,1005,4,1,25,3,75
"Ángel Di María","Paris S-G","ARG","FW",NA,33,74,112,235,881,1182,74.5,473,548,86.3,84,157,53.5,277,365,75.9,54,43,14,1088,86,15,10,14,122,21,49,8,1400,61,31,50.8,30,49.2
"Angel Gomes","Lille","ENG","MF","FW",20,16,43,49,306,400,76.5,155,182,85.2,31,53,58.5,103,126,81.7,14,17,1,384,12,5,7,6,16,1,5,4,490,12,4,33.3,8,66.7
"Angelo Fulgini","Angers","FRA","MF","FW",24,75,147,189,1108,1376,80.5,574,638,90,72,134,53.7,382,468,81.6,48,26,8,1243,128,27,4,8,69,5,43,5,1761,125,49,39.2,76,60.8
"Anthony Caci","Strasbourg","FRA","DF",NA,24,65,174,113,1260,1627,77.4,516,594,86.9,164,278,59,553,675,81.9,28,31,18,1396,223,18,1,39,97,200,5,8,1898,41,23,56.1,18,43.9
"Antonin Bobichon","Angers","FRA","MF","FW",25,0,1,2,12,17,70.6,8,9,88.9,0,1,0,4,6,66.7,0,0,0,16,1,0,0,0,2,0,1,0,20,1,0,0,1,100
"Arber Zeneli","Reims","KVX","FW",NA,26,14,11,30,87,127,68.5,44,54,81.5,8,21,38.1,28,43,65.1,9,8,3,94,32,11,0,0,23,1,13,1,177,16,11,68.8,5,31.3
"Arial Mendy","Clermont Foot","SEN","DF","FW",26,30,26,54,315,404,78,170,189,89.9,26,45,57.8,108,137,78.8,9,7,5,346,57,2,1,4,39,55,0,1,492,20,5,25,15,75
"Arkadiusz Milik","Marseille","POL","FW",NA,27,15,25,111,299,377,79.3,170,202,84.2,13,19,68.4,73,88,83,15,8,0,343,33,0,2,2,5,5,0,1,536,9,2,22.2,7,77.8
"Armand Lauriente","Lorient","FRA","FW","MF",22,89,66,194,553,710,77.9,318,376,84.6,35,52,67.3,168,215,78.1,41,27,9,663,45,10,5,4,45,7,21,2,1053,92,44,47.8,48,52.2
"Arnaud Kalimuendo","Lens","FRA","FW",NA,19,49,30,192,404,483,83.6,233,264,88.3,11,17,64.7,129,148,87.2,21,16,2,436,47,2,2,1,17,6,0,0,726,61,27,44.3,34,55.7
"Arnaud Kalimuendo","Paris S-G","FRA","FW",NA,19,0,0,0,404,483,83.6,233,264,88.3,11,17,64.7,129,148,87.2,21,16,2,436,47,2,2,1,17,6,0,0,726,61,27,44.3,34,55.7
"Arnaud Kalimuendo","Lens","FRA","FW",NA,19,49,30,192,404,483,83.6,233,264,88.3,11,17,64.7,129,148,87.2,21,16,2,4,1,1,0,0,0,0,0,0,726,61,27,44.3,34,55.7
"Arnaud Kalimuendo","Paris S-G","FRA","FW",NA,19,0,0,0,404,483,83.6,233,264,88.3,11,17,64.7,129,148,87.2,21,16,2,4,1,1,0,0,0,0,0,0,726,61,27,44.3,34,55.7
"Arnaud Nordin","Saint-Étienne","FRA","FW","MF",23,73,44,163,442,600,73.7,243,284,85.6,28,59,47.5,147,193,76.2,23,13,5,532,66,8,1,1,83,12,35,2,859,60,27,45,33,55
"Arnaud Souquet","Montpellier","FRA","DF",NA,29,68,78,118,846,1190,71.1,489,573,85.3,40,126,31.7,286,390,73.3,16,17,6,926,260,10,2,4,77,250,0,4,1460,37,20,54.1,17,45.9
"Aurélien Tchouaméni","Monaco","FRA","MF",NA,21,47,250,39,1795,2091,85.8,723,819,88.3,167,233,71.7,871,958,90.9,21,34,4,2020,64,62,6,13,17,2,0,7,2486,51,38,74.5,13,25.5
"Axel Disasi","Monaco","FRA","DF",NA,23,27,120,4,1542,1773,87,433,480,90.2,185,283,65.4,910,977,93.1,7,5,1,1733,35,32,2,13,1,3,0,5,2008,10,9,90,1,10
"Azor Matusiwa","Reims","NED","MF",NA,23,11,132,13,985,1185,83.1,438,504,86.9,138,176,78.4,393,454,86.6,16,9,1,1164,15,15,2,11,3,0,0,6,1475,17,14,82.4,3,17.6
"Azzedine Ounahi","Angers","MAR","MF",NA,21,50,110,79,782,909,86,389,430,90.5,59,88,67,307,339,90.6,18,17,2,876,31,9,3,6,19,20,0,2,1143,56,26,46.4,30,53.6
"Bakary Sako","Saint-Étienne","MLI","FW","MF",33,3,4,11,30,43,69.8,13,18,72.2,2,3,66.7,14,18,77.8,2,0,0,39,4,2,0,0,4,0,0,0,67,4,3,75,1,25
"Bamba Dieng","Marseille","SEN","FW",NA,21,24,15,82,144,193,74.6,84,105,80,2,4,50,39,47,83,8,7,1,184,9,0,3,1,3,1,0,0,317,17,5,29.4,12,70.6
"Baptiste Santamaria","Rennes","FRA","MF","DF",26,19,133,37,1336,1551,86.1,522,589,88.6,188,244,77,593,649,91.4,17,13,3,1525,23,18,2,21,15,5,0,3,1848,39,18,46.2,21,53.8
"Batista Mendy","Angers","FRA","MF","DF",21,20,117,23,1059,1242,85.3,417,470,88.7,94,151,62.3,529,577,91.7,11,8,1,1212,29,28,1,9,5,1,0,1,1478,29,20,69,9,31
"Béni Makouana","Montpellier","CGO","FW","MF",18,10,2,24,54,80,67.5,35,45,77.8,1,2,50,12,17,70.6,4,3,1,78,2,0,0,0,9,1,0,0,123,6,2,33.3,4,66.7
"Benjamin André","Lille","FRA","MF",NA,30,38,178,59,1404,1766,79.5,691,804,85.9,113,187,60.4,524,623,84.1,15,12,2,1705,55,44,4,19,19,11,0,6,2175,25,20,80,5,20
"Benjamin Bourigeaud","Rennes","FRA","FW","MF",27,47,201,322,1374,1942,70.8,576,690,83.5,223,430,51.9,541,695,77.8,122,82,26,1665,269,56,10,25,294,42,171,8,2263,21,9,42.9,12,57.1
"Benoît Badiashile","Monaco","FRA","DF",NA,20,16,111,5,1212,1380,87.8,395,437,90.4,136,198,68.7,662,710,93.2,3,2,0,1352,27,24,1,15,1,3,0,1,1570,4,2,50,2,50
"Bilal Brahimi","Nice","ALG","MF",NA,21,25,9,39,66,95,69.5,39,47,83,5,9,55.6,19,28,67.9,7,5,2,151,29,7,0,0,45,8,14,1,139,20,11,55,9,45
"Bilal Brahimi","Nice","ALG","MF",NA,21,25,9,39,66,95,69.5,39,47,83,5,9,55.6,19,28,67.9,7,5,2,151,29,7,0,0,45,8,14,1,216,10,3,30,7,70
"Bilal Brahimi","Nice","ALG","MF",NA,21,25,9,39,126,181,69.6,60,73,82.2,15,29,51.7,42,63,66.7,10,8,7,151,29,7,0,0,45,8,14,1,139,20,11,55,9,45
"Bilal Brahimi","Nice","ALG","MF",NA,21,25,9,39,126,181,69.6,60,73,82.2,15,29,51.7,42,63,66.7,10,8,7,151,29,7,0,0,45,8,14,1,216,10,3,30,7,70
"Bilal Brahimi","Nice","ALG","MF",NA,21,25,9,39,126,181,69.6,60,73,82.2,15,29,51.7,42,63,66.7,10,8,7,83,10,0,1,1,11,10,0,2,139,20,11,55,9,45
"Bilal Brahimi","Nice","ALG","MF",NA,21,25,9,39,126,181,69.6,60,73,82.2,15,29,51.7,42,63,66.7,10,8,7,83,10,0,1,1,11,10,0,2,216,10,3,30,7,70
"Bilal Brahimi","Angers","ALG","FW",NA,21,19,5,32,66,95,69.5,39,47,83,5,9,55.6,19,28,67.9,7,5,2,83,10,0,1,1,11,10,0,2,139,20,11,55,9,45
"Bilal Brahimi","Angers","ALG","FW",NA,21,19,5,32,66,95,69.5,39,47,83,5,9,55.6,19,28,67.9,7,5,2,83,10,0,1,1,11,10,0,2,216,10,3,30,7,70
"Bilal Brahimi","Nice","ALG","MF",NA,21,25,9,39,66,95,69.5,39,47,83,5,9,55.6,19,28,67.9,7,5,2,83,10,0,1,1,11,10,0,2,139,20,11,55,9,45
"Bilal Brahimi","Nice","ALG","MF",NA,21,25,9,39,66,95,69.5,39,47,83,5,9,55.6,19,28,67.9,7,5,2,83,10,0,1,1,11,10,0,2,216,10,3,30,7,70
"Bilal Brahimi","Angers","ALG","FW",NA,21,19,5,32,66,95,69.5,39,47,83,5,9,55.6,19,28,67.9,7,5,2,151,29,7,0,0,45,8,14,1,139,20,11,55,9,45
"Bilal Brahimi","Angers","ALG","FW",NA,21,19,5,32,66,95,69.5,39,47,83,5,9,55.6,19,28,67.9,7,5,2,151,29,7,0,0,45,8,14,1,216,10,3,30,7,70
"Bilal Brahimi","Angers","ALG","FW",NA,21,19,5,32,126,181,69.6,60,73,82.2,15,29,51.7,42,63,66.7,10,8,7,151,29,7,0,0,45,8,14,1,139,20,11,55,9,45
"Bilal Brahimi","Angers","ALG","FW",NA,21,19,5,32,126,181,69.6,60,73,82.2,15,29,51.7,42,63,66.7,10,8,7,151,29,7,0,0,45,8,14,1,216,10,3,30,7,70
"Bilal Brahimi","Angers","ALG","FW",NA,21,19,5,32,126,181,69.6,60,73,82.2,15,29,51.7,42,63,66.7,10,8,7,83,10,0,1,1,11,10,0,2,139,20,11,55,9,45
"Bilal Brahimi","Angers","ALG","FW",NA,21,19,5,32,126,181,69.6,60,73,82.2,15,29,51.7,42,63,66.7,10,8,7,83,10,0,1,1,11,10,0,2,216,10,3,30,7,70
"Birger Meling","Rennes","NOR","DF",NA,26,37,87,92,948,1119,84.7,467,532,87.8,88,116,75.9,374,421,88.8,15,20,5,929,187,13,0,2,25,174,0,3,1305,10,5,50,5,50
"Bonke Innocent","Lorient","NGA","MF",NA,25,2,26,4,334,385,86.8,157,180,87.2,32,37,86.5,134,151,88.7,4,3,2,378,7,7,0,3,2,0,0,0,484,7,5,71.4,2,28.6
"Boubacar Kamara","Marseille","FRA","MF","DF",21,25,206,50,2193,2425,90.4,1152,1215,94.8,176,249,70.7,784,845,92.8,24,17,0,2336,87,55,7,18,8,32,0,2,2718,26,16,61.5,10,38.5
"Boubacar Traoré","Metz","MLI","MF",NA,19,26,85,10,606,733,82.7,232,272,85.3,78,107,72.9,280,313,89.5,16,5,0,715,15,15,5,9,1,0,0,3,948,42,28,66.7,14,33.3
"Boubakar Kouyaté","Metz","MLI","DF",NA,24,6,47,5,938,1156,81.1,255,314,81.2,115,176,65.3,556,628,88.5,2,2,0,1125,28,24,1,5,0,4,0,3,1697,11,6,54.5,5,45.5
"Bradley Barcola","Lyon","FRA","FW","MF",18,9,9,27,57,81,70.4,38,49,77.6,2,3,66.7,13,22,59.1,6,7,3,80,1,0,0,0,4,0,0,0,122,8,2,25,6,75
"Bradley Locko","Reims","FRA","MF","DF",19,30,39,40,350,458,76.4,203,245,82.9,26,42,61.9,104,138,75.4,7,6,1,380,75,3,0,7,10,72,0,3,580,22,15,68.2,7,31.8
"Brandon Domingues","Troyes","FRA","MF","FW",21,7,6,24,59,87,67.8,35,43,81.4,3,6,50,19,29,65.5,5,2,1,82,5,2,0,0,11,2,1,0,121,6,2,33.3,4,66.7
"Brendan Chardonnet","Brest","FRA","DF",NA,26,9,83,5,1044,1287,81.1,250,277,90.3,232,374,62,549,600,91.5,9,3,0,1219,65,62,0,25,3,3,0,3,1596,4,1,25,3,75
"Bruno Guimarães","Lyon","BRA","MF",NA,23,56,165,41,1179,1367,86.2,530,576,92,135,187,72.2,476,536,88.8,36,30,2,1277,84,68,11,23,28,4,12,6,1556,49,37,75.5,12,24.5
"Burak Yılmaz","Lille","TUR","FW",NA,36,49,26,176,408,576,70.8,224,283,79.2,25,42,59.5,129,179,72.1,24,13,2,505,69,6,0,5,42,6,20,2,791,21,5,23.8,16,76.2
"Caio Henrique Oliveira Silva","Monaco","BRA","DF",NA,24,81,156,208,1405,1873,75,719,811,88.7,99,241,41.1,554,724,76.5,43,44,11,1518,346,54,1,10,127,256,36,9,2112,32,12,37.5,20,62.5
"Calvin Stengs","Nice","NED","MF",NA,22,33,51,74,295,411,71.8,162,197,82.2,34,58,58.6,86,124,69.4,23,19,5,377,32,13,4,0,41,4,15,2,558,41,19,46.3,22,53.7
"Casimir Ninga","Angers","CHA","FW",NA,28,6,5,27,56,71,78.9,26,35,74.3,4,5,80,15,17,88.2,1,1,0,63,8,0,0,1,3,2,0,0,145,13,6,46.2,7,53.8
"Castello Lukeba","Lyon","FRA","DF",NA,18,12,80,0,1506,1673,90,531,573,92.7,106,147,72.1,859,917,93.7,4,2,0,1628,45,34,0,4,0,11,0,0,1883,14,13,92.9,1,7.1
"Cédric Bakambu","Marseille","COD","FW",NA,30,7,9,28,50,67,74.6,30,34,88.2,1,3,33.3,15,23,65.2,7,1,0,62,5,0,0,0,3,1,0,0,113,2,1,50,1,50
"Cengiz Ünder","Marseille","TUR","FW","MF",24,64,73,307,690,946,72.9,383,439,87.2,68,143,47.6,213,290,73.4,34,35,9,856,87,23,4,17,115,22,42,3,1208,68,25,36.8,43,63.2
"Cesc Fàbregas","Monaco","ESP","MF",NA,34,2,12,3,42,54,77.8,12,15,80,6,10,60,23,26,88.5,2,3,1,45,8,5,0,0,5,1,2,1,59,1,0,0,1,100
"Charles Traore","Nantes","MLI","DF",NA,29,5,41,19,329,421,78.1,154,181,85.1,30,57,52.6,137,164,83.5,0,3,0,329,92,5,0,1,5,87,0,0,518,7,4,57.1,3,42.9
"Cheick Doucouré","Lens","MLI","MF",NA,21,54,266,32,1656,1904,87,750,832,90.1,127,162,78.4,719,803,89.5,41,23,0,1877,22,22,16,12,6,0,0,5,2193,32,23,71.9,9,28.1
"Cheikh Tidiane Sabaly","Metz","SEN","FW","MF",22,2,2,4,31,35,88.6,20,21,95.2,0,1,0,10,11,90.9,2,0,0,33,2,0,1,0,0,0,1,0,61,4,3,75,1,25
"Christophe Hérelle","Brest","MTQ","DF",NA,28,9,59,2,702,821,85.5,158,184,85.9,139,186,74.7,402,438,91.8,3,2,1,780,38,36,1,5,1,2,0,3,1045,4,3,75,1,25
"Christopher Wooh","Lens","CMR","DF",NA,19,16,36,0,526,604,87.1,165,186,88.7,42,63,66.7,312,339,92,4,1,0,586,18,17,0,2,1,1,0,0,768,15,11,73.3,4,26.7
"Colin Dagba","Paris S-G","FRA","DF",NA,22,7,6,24,125,139,89.9,86,91,94.5,1,1,100,32,38,84.2,2,3,2,126,13,1,0,0,8,12,0,0,155,4,2,50,2,50
"Corentin Jean","Lens","FRA","FW","MF",26,4,11,21,85,116,73.3,39,48,81.3,6,16,37.5,30,37,81.1,2,1,0,100,16,1,0,1,10,13,2,0,155,3,1,33.3,2,66.7
"Damien Da Silva","Lyon","FRA","DF",NA,33,12,59,2,786,896,87.7,228,249,91.6,97,142,68.3,457,488,93.6,2,6,0,880,13,12,1,3,1,1,0,3,1026,2,1,50,1,50
"Dan Ndoye","Nice","SUI","FW","MF",20,3,5,17,37,52,71.2,20,26,76.9,2,4,50,11,15,73.3,2,1,1,49,2,0,0,1,1,0,0,1,77,7,6,85.7,1,14.3
"Dango Ouattara","Lorient","BFA","MF","FW",19,18,23,76,170,279,60.9,85,115,73.9,16,29,55.2,60,103,58.3,8,7,0,266,12,0,3,1,18,8,1,1,414,20,8,40,12,60
"Danilo Pereira","Paris S-G","POR","MF",NA,29,18,111,15,1464,1548,94.6,658,686,95.9,96,111,86.5,658,685,96.1,6,4,0,1526,21,17,3,11,0,4,0,1,1743,14,7,50,7,50
"Dante","Nice","BRA","DF",NA,37,13,131,1,2175,2406,90.4,742,784,94.6,218,327,66.7,1198,1259,95.2,6,7,1,2352,53,49,0,17,3,4,0,1,2689,7,6,85.7,1,14.3
"Danylo Ihnatenko","Bordeaux","UKR","MF",NA,24,16,48,10,303,375,80.8,127,154,82.5,42,53,79.2,127,154,82.5,13,8,1,366,8,4,0,7,8,2,2,1,456,9,9,100,0,0
"Darío Benedetto","Marseille","ARG","FW","MF",31,1,2,2,9,12,75,3,4,75,0,1,0,5,6,83.3,1,0,0,12,0,0,0,0,0,0,0,0,19,2,0,0,2,100
"David Costa","Lens","POR","MF","FW",20,56,96,99,646,798,81,373,422,88.4,28,60,46.7,205,243,84.4,41,20,2,758,35,12,6,2,35,8,15,5,941,37,24,64.9,13,35.1
"Deiver Machado","Lens","COL","DF","MF",27,13,12,33,211,256,82.4,100,110,90.9,8,19,42.1,96,108,88.9,8,5,5,207,49,1,0,2,18,48,0,0,333,16,8,50,8,50
"Denis Bouanga","Saint-Étienne","GAB","FW","MF",26,79,66,244,539,795,67.8,299,378,79.1,56,112,50,150,229,65.5,33,22,8,717,76,12,3,32,67,38,20,2,1270,121,56,46.3,65,53.7
"Dennis Appiah","Nantes","FRA","DF",NA,29,25,69,58,756,1001,75.5,348,399,87.2,71,139,51.1,319,404,79,3,12,7,856,141,10,1,0,38,131,0,4,1243,30,14,46.7,16,53.3
