"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Lilian Brassier","Brest","FRA","DF",NA,21,40,24,60,21,21,47.6,31,21,10,32,86,0
"Jimmy Briand","Bordeaux","FRA","FW","MF",35,2,0,0,2,2,0,0,0,0,1,2,0
"Dylan Bronn","Metz","TUN","DF",NA,26,47,29,61.7021276595745,31,31,64.5,32,19,13,40,78,1
"Osman Bukari","Nantes","GHA","FW","MF",22,18,8,44.4444444444444,22,22,36.4,8,0,8,8,1,0
"Maxime Busi","Reims","BEL","DF",NA,21,26,15,57.6923076923077,36,36,52.8,19,5,14,17,28,0
"Oriol Busquets","Clermont Foot","ESP","MF",NA,22,3,3,100,6,6,33.3,7,4,3,1,2,0
"Rémy Cabella","Montpellier","FRA","MF","FW",31,15,7,46.6666666666667,15,15,33.3,7,0,7,5,1,0
"Jimmy Cabot","Angers","FRA","DF",NA,27,81,44,54.320987654321,83,83,56.6,29,0,29,32,30,0
"Anthony Caci","Strasbourg","FRA","DF",NA,24,65,34,52.3076923076923,55,55,60,22,3,19,33,49,1
"Mathieu Cafaro","Reims","FRA","MF","FW",24,4,2,50,7,7,0,2,0,2,3,1,0
"Yannick Cahuzac","Lens","FRA","MF",NA,36,5,2,40,5,5,0,8,2,6,9,12,0
"Marc-Aurèle Caillard","Metz","FRA","GK",NA,27,0,0,NA,2,2,0,0,0,0,2,9,1
"Jens Cajuste","Reims","SWE","MF","FW",21,10,6,60,17,17,35.3,7,2,5,5,6,0
"Duje Ćaleta-Car","Marseille","CRO","DF",NA,24,21,8,38.0952380952381,14,14,78.6,11,7,4,24,55,2
"Mahdi Camara","Saint-Étienne","FRA","MF","DF",23,101,57,56.4356435643564,70,70,55.7,44,8,36,57,35,1
"Eduardo Camavinga","Rennes","FRA","MF",NA,18,4,1,25,5,5,40,1,1,0,1,3,0
"Fali Candé","Metz","GNB","DF",NA,23,30,18,60,31,31,41.9,11,2,9,6,21,0
"Pierrick Capelle","Angers","FRA","MF","DF",34,36,24,66.6666666666667,52,52,34.6,12,1,11,16,20,0
"Maxence Caqueret","Lyon","FRA","MF",NA,21,73,40,54.7945205479452,80,80,37.5,38,10,28,43,26,2
"Irvin Cardona","Brest","FRA","FW","MF",23,13,7,53.8461538461538,16,16,18.8,10,0,10,5,17,0
"Igor Carioca","Lorient","BRA","DF",NA,24,27,16,59.2592592592593,43,43,34.9,17,2,15,25,28,0
"Moreto Cassamã","Reims","GNB","MF",NA,23,12,6,50,19,19,15.8,10,5,5,9,5,0
"Jean-Charles Castelletto","Nantes","CMR","DF",NA,26,45,24,53.3333333333333,35,35,71.4,38,27,11,30,73,0
"Zeki Çelik","Lille","TUR","DF",NA,24,64,37,57.8125,63,63,57.1,32,9,23,43,62,2
"Fabien Centonze","Metz","FRA","DF",NA,25,33,21,63.6363636363636,32,32,40.6,37,8,29,32,51,0
"Nassim Chadli","Troyes","FRA","MF","DF",20,5,3,60,4,4,50,1,0,1,0,0,0
"Mehdi Chahiri","Strasbourg","MAR","DF",NA,25,1,1,100,1,1,100,0,0,0,0,0,0
"Dylan Chambost","Troyes","FRA","MF","FW",23,16,11,68.75,25,25,16,9,2,7,8,4,0
"Brendan Chardonnet","Brest","FRA","DF",NA,26,44,25,56.8181818181818,40,40,72.5,42,29,13,55,141,0
"Xavier Chavalerin","Troyes","FRA","MF",NA,30,49,26,53.0612244897959,55,55,21.8,32,5,27,39,36,0
"Xavier Chavalerin","Reims","FRA","MF",NA,30,4,4,100,3,3,33.3,2,0,2,5,2,1
"Rayan Cherki","Lyon","FRA","FW","MF",17,6,2,33.3333333333333,9,9,44.4,2,0,2,1,0,0
"Pedro Chirivella","Nantes","ESP","MF",NA,24,49,31,63.265306122449,70,70,35.7,23,2,21,37,11,0
"Joris Chotard","Montpellier","FRA","MF",NA,19,59,30,50.8474576271186,78,78,46.2,27,15,12,42,56,0
"Alexis Claude-Maurice","Nice","FRA","MF",NA,23,2,0,0,4,4,25,7,0,7,3,1,0
"Jonathan Clauss","Lens","FRA","DF",NA,28,63,34,53.968253968254,55,55,40,43,1,42,73,51,0
"Marcus Coco","Nantes","FRA","MF","FW",25,34,14,41.1764705882353,18,18,44.4,11,1,10,10,15,0
"Abdu Conté","Troyes","POR","DF",NA,23,22,12,54.5454545454545,24,24,50,12,2,10,4,10,0
"Sébastien Corchia","Nantes","FRA","DF",NA,30,33,20,60.6060606060606,42,42,57.1,24,3,21,13,36,0
"Maxwel Cornet","Lyon","CIV","DF",NA,24,3,1,33.3333333333333,4,4,75,0,0,0,1,1,0
"David Costa","Lens","POR","MF","FW",20,22,12,54.5454545454545,26,26,42.3,12,0,12,13,5,0
"Benoît Costil","Bordeaux","FRA","GK",NA,34,1,0,0,2,2,50,0,0,0,0,6,3
"Kalifa Coulibaly","Nantes","MLI","FW",NA,29,5,1,20,4,4,0,2,2,0,0,11,0
"Nicolas Cozza","Montpellier","FRA","DF",NA,22,80,47,58.75,65,65,53.8,35,19,16,38,82,1
"Wylan Cyprien","Nantes","FRA","MF",NA,26,33,17,51.5151515151515,32,32,40.6,16,6,10,10,14,2
"Lucas Da Cunha","Nice","FRA","MF",NA,20,13,7,53.8461538461538,11,11,54.5,2,0,2,1,2,0
"Lucas Da Cunha","Clermont Foot","FRA","FW","MF",20,17,11,64.7058823529412,18,18,50,13,0,13,1,3,0
"Damien Da Silva","Lyon","FRA","DF",NA,33,13,9,69.2307692307692,9,9,55.6,15,10,5,22,53,1
"Colin Dagba","Paris S-G","FRA","DF",NA,22,4,2,50,6,6,50,4,2,2,2,1,0
"Flavius Daniliuc","Nice","AUT","DF",NA,20,46,31,67.3913043478261,43,43,79.1,13,7,6,14,34,1
"Kevin Danso","Lens","AUT","DF",NA,22,41,29,70.7317073170732,34,34,67.6,38,25,13,40,111,0
"Dante","Nice","BRA","DF",NA,37,42,29,69.047619047619,33,33,69.7,43,27,16,49,96,1
"Jonathan David","Lille","CAN","FW",NA,21,24,9,37.5,30,30,30,14,4,10,5,15,0
"Konrad De La Fuente","Marseille","USA","FW","MF",20,11,7,63.6363636363636,11,11,63.6,5,0,5,2,4,0
"Romain Del Castillo","Rennes","FRA","MF","FW",25,2,1,50,2,2,100,0,0,0,1,0,0
"Romain Del Castillo","Brest","FRA","MF","FW",25,27,16,59.2592592592593,31,31,38.7,12,0,12,7,3,0
"Thomas Delaine","Metz","FRA","DF",NA,29,48,35,72.9166666666667,42,42,52.4,20,7,13,27,31,0
"Sacha Delaye","Montpellier","FRA","MF","FW",19,8,6,75,8,8,25,1,0,1,1,1,1
"Andy Delort","Nice","ALG","FW",NA,29,15,9,60,12,12,58.3,13,4,9,9,14,0
"Andy Delort","Montpellier","ALG","FW",NA,29,2,0,0,1,1,0,1,0,1,0,4,0
"Moussa Dembélé","Lyon","FRA","FW",NA,25,18,9,50,15,15,40,13,0,13,8,30,1
"Jason Denayer","Lyon","BEL","DF",NA,26,11,4,36.3636363636364,7,7,85.7,8,7,1,16,52,0
"Arthur Desmas","Clermont Foot","FRA","GK",NA,27,0,0,NA,3,3,0,0,0,0,0,1,3
"Ángel Di María","Paris S-G","ARG","FW",NA,33,29,18,62.0689655172414,37,37,37.8,17,0,17,6,3,0
"Yadaly Diaby","Clermont Foot","GUI","FW","MF",20,0,0,NA,1,1,0,0,0,0,2,2,0
"Ibrahim Diakité","Reims","GUI","MF",NA,17,0,0,NA,1,1,0,0,0,0,0,0,0
"Abdou Diallo","Paris S-G","SEN","DF",NA,25,22,14,63.6363636363636,14,14,57.1,6,2,4,10,19,1
"Habib Diallo","Strasbourg","SEN","FW",NA,26,9,5,55.5555555555556,8,8,0,13,4,9,4,11,0
"Habib Diarra","Strasbourg","SEN","MF",NA,17,2,1,50,1,1,100,0,0,0,0,0,0
"Stéphane Diarra","Lorient","FRA","MF","FW",22,11,9,81.8181818181818,10,10,50,4,0,4,7,1,0
"Krépin Diatta","Monaco","SEN","MF","DF",22,3,2,66.6666666666667,3,3,33.3,2,0,2,1,0,0
"Bamba Dieng","Marseille","SEN","FW",NA,21,17,11,64.7058823529412,14,14,28.6,7,0,7,5,8,0
"Elhadji Dieye","Saint-Étienne","SEN","FW","MF",19,3,2,66.6666666666667,1,1,0,2,0,2,1,0,0
"Javairô Dilrosun","Bordeaux","NED","MF","FW",23,13,4,30.7692307692308,24,24,29.2,14,1,13,11,5,0
"Junior Dina Ebimbe","Paris S-G","FRA","MF",NA,20,9,4,44.4444444444444,3,3,66.7,5,3,2,2,1,0
"Tristan Dingomé","Troyes","CMR","MF","FW",30,23,11,47.8260869565217,18,18,55.6,7,1,6,9,3,0
"Sinaly Diomande","Lyon","CIV","DF",NA,20,6,3,50,6,6,83.3,6,6,0,12,26,0
"Sofiane Diop","Monaco","FRA","MF","FW",21,38,20,52.6315789473684,47,47,31.9,10,0,10,23,4,0
"Andy Diouf","Rennes","FRA","MF",NA,18,1,1,100,1,1,100,1,0,1,0,0,0
"Assane Dioussé","Saint-Étienne","SEN","MF",NA,23,1,1,100,1,1,100,0,0,0,0,0,0
"Axel Disasi","Monaco","FRA","DF",NA,23,42,27,64.2857142857143,39,39,59,40,30,10,26,75,0
"Tiago Djaló","Lille","POR","DF",NA,21,60,39,65,39,39,66.7,26,10,16,24,71,0
"Alexander Djiku","Strasbourg","GHA","DF",NA,26,50,37,74,35,35,51.4,30,13,17,61,90,2
"Bryan Djile Nokoué","Saint-Étienne","CMR","DF","MF",19,3,3,100,2,2,100,1,0,1,1,2,0
"Jeremy Doku","Rennes","BEL","FW","MF",19,10,5,50,6,6,50,4,0,4,3,0,0
"Kasper Dolberg","Nice","DEN","FW",NA,23,9,4,44.4444444444444,9,9,33.3,15,1,14,6,17,0
"Brandon Domingues","Troyes","FRA","MF","FW",21,6,2,33.3333333333333,3,3,66.7,3,0,3,3,0,0
"Anastasios Donis","Reims","GRE","FW","MF",24,8,7,87.5,6,6,33.3,3,0,3,0,1,0
"Jodel Dossou","Clermont Foot","BEN","FW",NA,29,36,17,47.2222222222222,43,43,34.9,14,0,14,5,7,0
"Cheick Doucouré","Lens","MLI","MF",NA,21,75,43,57.3333333333333,79,79,44.3,30,7,23,68,24,0
"Fodé Doucouré","Reims","MLI","DF","FW",20,12,9,75,11,11,81.8,1,0,1,4,6,0
"Kamory Doumbia","Reims","MLI","MF","FW",18,8,2,25,13,13,38.5,9,3,6,3,3,0
"Moussa Doumbia","Reims","MLI","FW",NA,26,0,0,NA,1,1,0,0,0,0,0,0,0
"Souleyman Doumbia","Angers","CIV","DF","FW",24,30,20,66.6666666666667,27,27,48.1,25,4,21,39,51,0
"Julian Draxler","Paris S-G","GER","FW","MF",27,3,2,66.6666666666667,4,4,0,3,0,3,5,3,0
"Matthieu Dreyer","Lorient","FRA","GK",NA,32,1,1,100,1,1,100,0,0,0,0,9,0
"Leo Dubois","Lyon","FRA","DF",NA,26,43,27,62.7906976744186,46,46,58.7,27,3,24,22,35,1
"Jean-Kevin Duverne","Brest","HAI","DF",NA,24,71,44,61.9718309859155,90,90,46.7,40,5,35,53,92,0
"Enzo Ebosse","Angers","CMR","DF",NA,22,25,14,56,19,19,57.9,19,9,10,15,42,0
"Hugo Ekitike","Reims","FRA","FW",NA,19,18,10,55.5555555555556,11,11,36.4,9,2,7,6,15,0
"Alberth Elis","Bordeaux","HON","FW","MF",25,19,10,52.6315789473684,25,25,44,9,0,9,7,10,0
"Renaud Emond","Nantes","BEL","FW","MF",29,1,0,0,4,4,0,2,1,1,0,1,0
"Maxime Estève","Montpellier","FRA","DF",NA,19,27,18,66.6666666666667,27,27,55.6,31,24,7,22,69,1
"Fábio","Nantes","BRA","DF",NA,31,61,40,65.5737704918033,74,74,48.6,29,7,22,35,31,1
"Cesc Fàbregas","Monaco","ESP","MF",NA,34,1,0,0,1,1,100,0,0,0,1,0,0
"Wout Faes","Reims","BEL","DF",NA,23,40,24,60,33,33,75.8,47,37,10,53,169,2
"Romain Faivre","Lyon","FRA","FW","MF",23,10,4,40,13,13,30.8,4,0,4,3,2,0
"Romain Faivre","Brest","FRA","MF",NA,23,30,18,60,30,30,40,11,0,11,13,10,0
"Noah Fatar","Angers","FRA","DF","MF",19,1,0,0,1,1,0,0,0,0,1,0,0
"Julien Faussurier","Brest","FRA","MF","DF",34,10,6,60,13,13,46.2,12,1,11,5,6,0
"Jordan Ferri","Montpellier","FRA","MF",NA,29,55,35,63.6363636363636,87,87,33.3,21,5,16,30,35,0
"Karol Fila","Strasbourg","POL","DF",NA,23,10,8,80,8,8,50,7,2,5,4,6,0
"Alexis Flips","Reims","FRA","MF","DF",21,37,21,56.7567567567568,45,45,48.9,21,0,21,24,17,0
"Mamadou Fofana","Metz","MLI","DF",NA,23,1,1,100,2,2,50,2,1,1,1,2,0
"Seko Fofana","Lens","CIV","MF",NA,26,27,19,70.3703703703704,58,58,20.7,24,2,22,26,17,1
"Youssouf Fofana","Monaco","FRA","MF",NA,22,69,43,62.3188405797101,56,56,51.8,29,7,22,32,22,2
"Thomas Foket","Reims","BEL","DF","FW",26,28,19,67.8571428571429,40,40,45,26,4,22,33,35,0
"Thomas Fontaine","Lorient","MAD","DF",NA,30,2,0,0,1,1,0,3,3,0,2,4,0
"José Fonte","Lille","POR","DF",NA,37,23,12,52.1739130434783,25,25,44,39,32,7,44,159,1
"Steven Fortes","Lens","CPV","DF",NA,29,2,0,0,2,2,50,2,1,1,0,4,0
"Przemysław Frankowski","Lens","POL","DF",NA,26,57,39,68.421052631579,74,74,48.6,27,0,27,28,52,0
"Fransérgio","Bordeaux","BRA","MF",NA,30,24,10,41.6666666666667,43,43,27.9,18,6,12,23,23,0
"Angelo Fulgini","Angers","FRA","MF","FW",24,35,25,71.4285714285714,44,44,31.8,21,5,16,22,5,1
"Gauthier Gallon","Troyes","FRA","GK",NA,28,3,0,0,1,1,100,0,0,0,2,12,1
"Kévin Gameiro","Strasbourg","FRA","FW",NA,34,19,10,52.6315789473684,18,18,33.3,22,1,21,6,1,0
"Idrissa Gana Gueye","Paris S-G","SEN","MF",NA,31,60,36,60,44,44,40.9,23,4,19,24,13,0
"Ignatius Ganago","Lens","CMR","FW",NA,22,3,2,66.6666666666667,6,6,33.3,4,0,4,2,3,0
"Johan Gastien","Clermont Foot","FRA","MF",NA,33,56,34,60.7142857142857,74,74,36.5,45,11,34,53,49,1
"Valère Germain","Montpellier","FRA","FW",NA,31,23,14,60.8695652173913,31,31,25.8,13,1,12,9,27,0
"Gerson","Marseille","BRA","MF","FW",24,42,17,40.4761904761905,35,35,22.9,26,4,22,16,16,2
"Willem Geubbels","Nantes","FRA","FW","MF",19,8,5,62.5,12,12,41.7,5,0,5,6,5,0
"Nicholas Gioacchini","Montpellier","USA","FW","MF",21,7,5,71.4285714285714,10,10,40,8,0,8,4,5,0
"Jimmy Giraudon","Troyes","FRA","DF",NA,29,14,6,42.8571428571429,22,22,31.8,24,14,10,37,68,1
"Andrei Girotto","Nantes","BRA","DF","MF",29,85,52,61.1764705882353,103,103,50.5,67,33,34,69,143,0
"Aleksandr Golovin","Monaco","RUS","FW","MF",25,40,22,55,41,41,43.9,26,1,25,12,8,0
"Angel Gomes","Lille","ENG","MF","FW",20,23,13,56.5217391304348,15,15,66.7,4,0,4,3,4,0
"Alfred Gomis","Rennes","SEN","GK",NA,27,1,0,0,2,2,50,0,0,0,1,8,2
"Vagner Gonçalves","Metz","CPV","FW",NA,25,2,1,50,1,1,100,0,0,0,1,0,0
"Álvaro González","Marseille","ESP","DF",NA,31,1,1,100,1,1,100,0,0,0,1,9,0
"Amine Gouiri","Nice","ALG","FW","MF",21,22,13,59.0909090909091,32,32,31.3,22,5,17,11,17,1
"Lucas Gourna-Douath","Saint-Étienne","FRA","MF",NA,17,45,26,57.7777777777778,36,36,58.3,22,3,19,13,9,2
"Jonathan Gradit","Lens","FRA","DF",NA,28,60,28,46.6666666666667,45,45,55.6,39,27,12,65,106,0
"Andrew Gravillon","Reims","GLP","DF",NA,23,32,24,75,27,27,63,25,15,10,33,83,1
"Adrian Grbić","Lorient","AUT","FW","MF",24,2,1,50,6,6,33.3,3,1,2,0,7,0
"Gabriel Gudmundsson","Lille","SWE","DF","MF",22,43,31,72.093023255814,35,35,48.6,15,3,12,20,13,0
"Mattéo Guendouzi","Marseille","FRA","MF",NA,22,45,30,66.6666666666667,47,47,27.7,15,1,14,16,18,0
"Yanis Guermouche","Montpellier","FRA","MF","FW",20,2,1,50,1,1,100,0,0,0,0,0,0
"Evann Guessand","Nice","CIV","FW",NA,20,9,8,88.8888888888889,8,8,37.5,4,0,4,0,1,0
"Lamine Gueye","Metz","SEN","FW","MF",23,5,5,100,7,7,42.9,4,0,4,6,1,0
"Pape Gueye","Marseille","SEN","MF",NA,22,38,19,50,31,31,51.6,15,3,12,24,16,0
"Josuha Guilavogui","Bordeaux","FRA","MF","DF",30,39,16,41.025641025641,29,29,48.3,16,8,8,36,23,0
"Frederic Guilbert","Strasbourg","FRA","DF",NA,26,69,39,56.5217391304348,62,62,51.6,37,11,26,55,39,0
"Bruno Guimarães","Lyon","BRA","MF",NA,23,50,31,62,59,59,39,21,4,17,21,11,1
"Serhou Guirassy","Rennes","GUI","FW",NA,25,4,2,50,7,7,14.3,4,0,4,1,8,0
"Malo Gusto","Lyon","FRA","DF",NA,18,55,35,63.6363636363636,40,40,60,21,6,15,33,41,1
"Massadio Haïdara","Lens","MLI","DF",NA,28,28,21,75,24,24,62.5,18,4,14,22,31,0
"Oualid El Hajjam","Troyes","MAR","DF",NA,30,22,11,50,23,23,65.2,12,6,6,22,28,0
"Achraf Hakimi","Paris S-G","MAR","DF",NA,22,74,51,68.9189189189189,72,72,55.6,26,5,21,28,23,2
"Pierre-Yves Hamel","Lorient","FRA","FW","MF",27,0,0,NA,1,1,0,0,0,0,2,0,0
"Pierre-Yves Hamel","Clermont Foot","FRA","FW",NA,27,11,6,54.5454545454545,6,6,83.3,2,1,1,0,0,0
"Romain Hamouma","Saint-Étienne","FRA","FW","MF",34,10,7,70,13,13,15.4,8,0,8,4,1,0
"Amine Harit","Marseille","MAR","FW","MF",24,18,11,61.1111111111111,17,17,52.9,10,0,10,4,2,0
"Henrique","Lyon","BRA","DF",NA,27,13,7,53.8461538461538,16,16,31.3,13,1,12,22,14,0
"Luis Henrique","Marseille","BRA","FW","MF",19,4,3,75,5,5,40,2,0,2,5,1,0
"Christophe Hérelle","Brest","MTQ","DF",NA,28,48,28,58.3333333333333,26,26,65.4,20,15,5,44,84,1
"Jérôme Hergault","Lorient","FRA","DF",NA,35,3,1,33.3333333333333,5,5,40,4,1,3,4,7,0
"Ander Herrera","Paris S-G","ESP","MF",NA,31,29,17,58.6206896551724,39,39,35.9,22,8,14,14,8,0
"Franck Honorat","Brest","FRA","FW","MF",24,54,38,70.3703703703704,47,47,57.4,24,2,22,15,25,0
