"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Gaëtan Paquiez","Nîmes","FRA","DF",NA,25,1994,21,1530,73,60.7,17,85,12,4,22,1.1,20,28,2500,130000
"Gelson Martins","Monaco","POR","DF","FW",24,1995,21,1674,80,66.4,20,83,11,1,23,1.24,31,33,124615,6480000
"Ghislain Konan","Reims","CIV","DF",NA,23,1995,16,1333,83,52.9,15,89,14,1,5,1.56,15,12,9231,480000
"Gil Bastião Dias","Monaco","POR","DF","MF",22,1996,14,1057,76,41.9,12,84,10,2,26,1.57,17,11,10000,520000
"Haitam Aleesami","Amiens","NOR","DF",NA,28,1991,22,1916,87,76,21,89,20,1,51,0.86,27,42,7500,390000
"Hamza Mendyl","Dijon","MAR","DF",NA,21,1997,18,1441,80,57.2,16,86,13,2,36,1.39,21,21,15000,780000
"Haris Belkebla","Brest","ALG","MF",NA,25,1994,23,1816,79,72.1,20,88,18,3,22,1.13,20,22,7115,370000
"Haris Duljević","Nîmes","BIH","FW","MF",25,1993,14,520,37,20.6,5,70,1,9,19,0.71,9,11,4615,240000
"Hassane Kamara","Reims","CIV","DF","FW",25,1994,23,1709,74,67.8,18,89,16,5,20,1.57,17,14,7500,390000
"Henry Onyekuru","Monaco","NGA","MF","FW",22,1997,4,160,40,6.3,2,72,0,2,8,0.75,2,4,20962,1090000
"Hianga Mananga Mbock","Brest","FRA","MF",NA,19,1999,2,141,71,5.6,1,91,1,1,50,2,5,1,577,30000
"Hicham Boudaoui","Nice","ALG","MF","FW",19,1999,9,490,54,19.4,6,70,1,3,24,1.56,11,9,1154,60000
"Hiroki Sakai","Marseille","JPN","DF",NA,29,1990,21,1620,77,64.3,19,84,15,2,9,1.9,22,19,23077,1200000
"Houssem Aouar","Lyon","ALG","MF","FW",21,1998,25,1956,78,77.6,23,84,14,2,14,1.32,30,23,26923,1400000
"Hugo Magnetti","Brest","FRA","MF",NA,21,1998,8,236,30,9.4,2,86,1,6,11,1.13,2,4,769,40000
"Hwang Ui-jo","Bordeaux","KOR","FW","MF",26,1992,24,1633,68,64.8,19,80,9,5,24,1.25,24,26,13077,680000
"Ibrahima Diallo","Brest","FRA","MF",NA,20,1999,19,1561,82,61.9,18,86,15,1,6,1.16,19,26,3077,160000
"Ibrahima Niane","Metz","SEN","FW",NA,20,1999,21,951,45,37.7,9,81,3,12,19,1.19,11,10,1731,90000
"Ibrahima Sissoko","Strasbourg","MLI","MF",NA,21,1997,23,1598,69,65.8,18,86,14,5,10,1.57,22,20,4615,240000
"Idrissa Gana Gueye","Paris S-G","SEN","MF",NA,29,1989,20,1653,83,68,19,83,16,1,73,2.65,47,15,125577,6530000
"Ignatius Ganago","Nice","CMR","FW","MF",20,1999,26,1239,48,49.2,12,76,4,14,23,1.35,19,19,3269,170000
"Imran Louza","Nantes","MAR","MF","FW",20,1999,24,2009,84,79.7,22,89,17,2,24,1.42,24,27,5769,3e+05
"Irvin Cardona","Brest","FRA","FW","MF",21,1997,21,1450,69,57.5,15,88,10,6,22,1.24,22,22,3269,170000
"Isaac Mbenza","Amiens","BEL","FW",NA,23,1996,3,84,28,3.3,1,63,0,2,11,0.67,1,2,8654,450000
"Islam Slimani","Monaco","ALG","FW",NA,31,1988,18,1285,71,51,14,86,10,4,19,1.67,28,19,92885,4830000
"James Lea Siliki","Rennes","CMR","MF",NA,23,1996,20,1079,54,42.8,12,81,5,8,14,1.8,12,7,10769,560000
"Jason Denayer","Lyon","BEL","DF",NA,24,1995,25,2131,85,84.6,24,89,22,1,0,1.52,37,22,38269,1990000
"Jean Lucas","Lyon","BRA","MF",NA,21,1998,11,200,18,7.9,1,74,0,10,13,1.45,4,2,19231,1e+06
"Jean-Eudes Aholou","Saint-Étienne","CIV","MF",NA,25,1994,11,630,57,25,8,61,2,3,47,1,8,10,30769,1600000
"Jean-Kévin Augustin","Monaco","FRA","FW",NA,22,1997,10,266,27,10.6,2,70,0,8,16,1.6,5,5,76154,3960000
"Jean-Kevin Duverne","Brest","HAI","DF",NA,22,1997,14,1178,84,46.7,13,90,13,1,7,1.36,18,18,4808,250000
"Jean-Ricner Bellegarde","Strasbourg","FRA","MF",NA,21,1998,24,1497,62,61.6,16,82,7,8,24,1.21,14,19,5000,260000
"Jean-Victor Makengo","Toulouse","FRA","MF",NA,21,1998,19,988,52,39.2,12,76,5,7,12,0.68,10,23,7308,380000
"Jeff Reine-Adélaïde","Lyon","FRA","MF","FW",21,1998,14,783,56,31.1,11,66,2,3,19,1.36,12,9,9231,480000
"Jérémy Gélin","Rennes","FRA","DF","MF",22,1997,14,924,66,36.7,10,86,8,4,17,1.64,14,9,12885,670000
"Jérémy Morel","Rennes","MAD","DF",NA,35,1984,21,1806,86,71.7,20,89,19,1,17,1.67,23,18,26923,1400000
"Jhonder Cádiz","Dijon","VEN","FW","MF",24,1995,17,799,47,31.7,7,83,5,10,22,1.29,9,13,6154,320000
"Jimmy Briand","Bordeaux","FRA","FW",NA,33,1985,22,1525,69,60.5,18,82,12,4,11,1.27,22,18,18462,960000
"Joachim Andersen","Lyon","DEN","DF",NA,23,1996,18,1531,85,60.8,17,90,17,1,0,1.56,29,17,42115,2190000
"Jonas Martin","Rennes","FRA","MF",NA,29,1990,3,113,38,4.5,1,92,1,2,11,1,1,1,14231,740000
"Jonathan Bamba","Lille","CIV","FW","MF",23,1996,26,1937,75,76.9,22,85,13,4,17,1.77,27,20,18077,940000
"Jonathan Cafu","Bordeaux","BRA","DF",NA,28,1991,3,201,67,8,2,90,1,1,21,2,8,2,18654,970000
"Jonathan Ikone","Lille","FRA","MF","FW",21,1998,28,2057,73,81.6,26,76,5,2,36,1.75,28,17,14231,740000
"Jordan Amavi","Marseille","FRA","DF",NA,25,1994,26,2164,83,85.9,24,88,23,2,24,2.04,36,22,28846,1500000
"Jordan Ferri","Montpellier","FRA","MF",NA,27,1992,16,1150,72,45.6,13,83,7,3,22,1.31,13,17,27692,1440000
"Jordan Lefort","Amiens","FRA","DF",NA,25,1993,10,842,84,33.4,8,90,8,2,60,0.5,11,23,7500,390000
"Jordan Marié","Dijon","FRA","MF","FW",27,1991,8,201,25,8,1,25,0,7,25,1.13,4,3,12885,670000
"Jordan Pefok","Rennes","USA","FW",NA,23,1996,14,440,31,17.5,4,68,0,10,17,1.79,5,3,16154,840000
"Joris Chotard","Montpellier","FRA","MF",NA,17,2001,20,1251,63,49.6,13,84,8,7,23,1.55,19,17,962,50000
"Joris Gnagnon","Rennes","FRA","DF",NA,22,1997,19,1278,67,50.7,14,89,13,5,6,1.58,21,15,22115,1150000
"Josh Maja","Bordeaux","NGA","FW",NA,20,1998,21,735,35,29.2,6,87,4,15,14,1.29,12,9,7692,4e+05
"Juan Bernat","Paris S-G","ESP","DF","MF",26,1993,18,1388,77,57.1,16,85,12,2,16,2.28,42,15,96154,5e+06
"Juan Ferney Otero","Amiens","COL","FW","MF",24,1995,18,1202,67,47.7,14,75,6,4,37,0.94,15,20,14808,770000
"Julian Draxler","Paris S-G","GER","MF",NA,25,1993,11,686,62,28.2,7,83,4,4,26,2.27,20,10,138077,7180000
"Júlio Tavares","Dijon","CPV","FW",NA,30,1988,23,1997,87,79.2,22,89,21,1,33,1.22,24,29,6923,360000
"Junior Sambia","Montpellier","FRA","DF","MF",22,1996,17,587,35,23.3,5,72,1,12,19,1.71,11,12,9231,480000
"Kalifa Coulibaly","Nantes","MLI","FW",NA,27,1991,21,1616,77,64.1,18,87,15,3,18,1.43,16,14,25000,1300000
"Karl Toko Ekambi","Lyon","CMR","FW","MF",26,1992,8,538,67,21.3,5,84,2,3,39,1.38,8,5,20000,1040000
"Kasper Dolberg","Nice","DEN","FW",NA,21,1997,23,1888,82,74.9,22,85,14,1,16,1.39,32,27,12115,630000
"Keagan Dolly","Montpellier","RSA","MF",NA,26,1993,6,148,25,5.9,1,95,1,5,11,1.17,0,2,9231,480000
"Keita Baldé","Monaco","SEN","FW","MF",24,1995,21,858,41,34,9,75,2,12,15,1.52,17,14,106923,5560000
"Kelvin Amian","Toulouse","FRA","DF",NA,21,1998,20,1633,82,64.8,17,90,17,3,34,0.6,20,43,5192,270000
"Kenny Lala","Strasbourg","MAD","DF","MF",27,1991,25,2043,82,84.1,22,90,22,3,20,1.52,31,22,8077,420000
"Kenny Tete","Lyon","NED","DF",NA,23,1995,18,1072,60,42.5,9,86,8,9,33,1.06,15,14,32115,1670000
"Kévin Denkey","Nîmes","TOG","FW",NA,18,2000,17,603,35,23.9,6,82,2,11,10,0.82,8,9,1538,80000
"Kévin N'Doram","Metz","FRA","MF",NA,23,1996,20,1646,82,65.3,19,86,18,1,11,1.4,18,24,14038,730000
"Kévin N'Doram","Metz","FRA","MF",NA,23,1996,20,1646,82,65.3,19,86,18,1,11,1.4,18,24,16154,840000
"Kevin Strootman","Marseille","NED","MF",NA,29,1990,25,1416,57,56.2,15,88,13,10,9,2,21,17,87308,4540000
"Kévin Zohi","Strasbourg","MLI","FW","MF",22,1996,17,530,31,21.8,5,77,0,12,12,1.29,6,4,5000,260000
"Khéphren Thuram","Nice","FRA","MF",NA,18,2001,14,590,42,23.4,7,75,2,7,9,1.64,9,7,1154,60000
"Kylian Mbappé","Paris S-G","FRA","FW",NA,20,1998,20,1513,76,62.3,17,85,12,3,21,2.6,54,16,617115,32090000
"Lamine Fomba","Nîmes","FRA","MF",NA,21,1998,20,1373,69,54.5,15,84,9,5,23,1.15,10,27,8269,430000
"Lamine Koné","Strasbourg","CIV","DF",NA,30,1989,18,1473,82,60.6,17,86,15,1,16,1.33,13,23,15577,810000
"Layvin Kurzawa","Paris S-G","FRA","DF",NA,26,1992,14,858,61,35.3,9,86,7,5,18,2.57,24,7,115385,6e+06
"Leandro Paredes","Paris S-G","ARG","MF",NA,25,1994,17,814,48,33.5,8,85,6,9,15,2.24,25,10,65962,3430000
"Lebo Mothiba","Strasbourg","RSA","FW",NA,23,1996,21,1047,50,43.1,12,76,3,9,15,1.33,17,21,11154,580000
"Leo Dubois","Lyon","FRA","DF",NA,24,1994,16,1346,84,53.4,15,89,14,1,17,1.63,24,12,23077,1200000
"Lionel Carole","Strasbourg","FRA","DF",NA,28,1991,18,1272,71,52.3,14,87,11,4,14,1.44,13,24,13846,720000
"Loïc Perrin","Saint-Étienne","FRA","DF",NA,33,1985,21,1714,82,68,20,86,18,1,3,1.05,18,29,20769,1080000
"Loïc Rémy","Lille","FRA","FW",NA,32,1987,20,963,48,38.2,11,71,1,9,20,1.5,16,7,41346,2150000
"Loïck Landre","Nîmes","FRA","DF",NA,27,1992,11,929,84,36.9,10,89,9,1,42,1.18,16,15,8077,420000
"Lois Diony","Saint-Étienne","FRA","FW",NA,26,1992,12,666,56,26.4,8,70,1,4,26,0.67,5,8,28654,1490000
"Loris Benito","Bordeaux","SUI","DF",NA,27,1992,23,1896,82,75.2,21,89,19,2,17,1.22,27,28,18462,960000
"Lucas Buadés","Nîmes","FRA","MF","FW",21,1997,6,121,20,4.8,1,76,0,5,9,0.83,1,5,1154,60000
"Lucas Deaux","Nîmes","FRA","MF",NA,30,1988,17,1335,79,53,15,86,10,2,25,1.12,16,18,11538,6e+05
"Lucas Dias","Nîmes","FRA","GK",NA,20,1999,4,317,79,12.6,3,90,3,1,46,0.75,4,6,962,50000
"Lucas Tousart","Lyon","FRA","MF",NA,22,1997,24,1763,73,70,19,87,16,5,23,1.5,30,21,34615,1800000
"Ludovic Ajorque","Strasbourg","FRA","FW",NA,25,1994,26,2058,79,84.7,24,84,12,2,20,1.46,31,21,11731,610000
"Ludovic Baal","Brest","GUF","DF",NA,33,1986,11,827,75,32.8,9,90,9,2,8,1.45,14,10,14808,770000
"Ludovic Blas","Nantes","FRA","FW","MF",21,1997,24,1845,77,73.2,22,82,7,2,20,1.25,18,27,10385,540000
"Luiz Araújo","Lille","BRA","FW","MF",23,1996,21,828,39,32.9,7,84,3,14,17,1.48,11,14,18654,970000
"M'Baye Niang","Rennes","SEN","FW",NA,24,1994,26,2126,82,84.4,24,86,15,2,32,1.77,30,23,31346,1630000
"Mahdi Camara","Saint-Étienne","FRA","MF",NA,21,1998,12,901,75,35.8,10,89,9,2,8,1,13,20,962,50000
"Malang Sarr","Nice","FRA","DF",NA,20,1999,19,1454,77,57.7,16,86,13,3,28,1.63,25,18,9038,470000
"Mama Samba Baldé","Dijon","GNB","FW","MF",23,1995,24,1676,70,66.5,20,76,9,4,40,1.08,21,29,5769,3e+05
"Mamadou Fofana","Metz","MLI","DF","MF",21,1998,20,1587,79,63,18,87,15,2,13,1.2,15,23,5192,270000
"Manu Koné","Toulouse","FRA","MF",NA,18,2001,13,875,67,34.7,11,79,9,2,2,0.08,3,19,769,40000
"Marco Verratti","Paris S-G","ITA","MF",NA,26,1992,20,1482,74,61,15,87,11,5,35,2.65,52,15,138077,7180000
"Marquinhos","Paris S-G","BRA","MF","DF",25,1994,19,1476,78,60.7,15,90,15,4,31,2.32,46,14,255769,13300000
"Marshall Munetsi","Reims","ZIM","MF",NA,23,1996,17,838,49,33.3,8,89,7,9,14,1.59,11,8,769,40000
"Martin Terrier","Lyon","FRA","FW","MF",22,1997,23,1198,52,47.5,13,77,6,10,20,1.35,16,12,22115,1150000
"Marvin Gakpa","Metz","FRA","MF","FW",25,1993,13,468,36,18.6,4,81,1,9,16,0.62,3,9,7115,370000
"Mateo Pavlović","Angers","BIH","DF",NA,29,1990,11,812,74,32.2,8,90,8,3,30,1.09,8,16,13846,720000
"Matheus Pereira da Silva","Dijon","BRA","MF","FW",21,1998,10,465,47,18.5,6,71,1,4,10,1.3,2,5,2500,130000
"Mathias Autret","Brest","FRA","MF","FW",28,1991,23,1222,53,48.5,14,74,1,9,21,1.09,14,10,9615,5e+05
"Mathias Pereira Lage","Angers","POR","MF",NA,22,1996,25,1542,62,61.2,17,79,9,8,26,1.28,17,24,8269,430000
"Mathieu Cafaro","Reims","FRA","FW","MF",22,1997,13,924,71,36.7,12,76,4,1,14,1.38,9,7,3846,2e+05
"Mathieu Debuchy","Saint-Étienne","FRA","DF",NA,34,1985,21,1769,84,70.2,20,88,18,1,6,1.1,22,34,20769,1080000
"Mathieu Dossevi","Toulouse","TOG","MF","FW",31,1988,26,1751,67,69.5,20,80,7,6,26,0.5,16,36,13846,720000
