"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Yassine Benzia","Dijon","ALG","MF",NA,24,3,2,66.6666666666667,6,6,16.7,4,2,2,3,1,0
"Robert Berić","Saint-Étienne","SVN","FW",NA,28,3,2,66.6666666666667,5,5,0,2,0,2,4,2,0
"Paul Bernardoni","Nîmes","FRA","GK",NA,22,0,0,NA,1,1,0,0,0,0,0,11,1
"Juan Bernat","Paris S-G","ESP","DF","MF",26,42,27,64.2857142857143,51,51,39.2,13,1,12,10,26,0
"Ludovic Blas","Nantes","FRA","FW","MF",21,26,18,69.2307692307692,26,26,19.2,17,1,16,14,11,0
"Alexis Blin","Amiens","FRA","MF",NA,22,39,25,64.1025641025641,61,61,32.8,25,6,19,16,49,0
"Antonin Bobichon","Nîmes","FRA","MF",NA,23,4,3,75,3,3,100,1,0,1,1,0,0
"Antonin Bobichon","Angers","FRA","MF",NA,23,9,4,44.4444444444444,19,19,10.5,7,0,7,7,4,0
"Mathieu Bodmer","Amiens","FRA","MF","FW",36,0,0,NA,1,1,0,1,1,0,1,1,0
"Sacha Boey","Rennes","FRA","DF",NA,18,6,4,66.6666666666667,8,8,50,0,0,0,2,5,0
"Quentin Boisgard","Toulouse","FRA","MF","FW",22,31,19,61.2903225806452,35,35,40,11,0,11,12,4,1
"Gabriel Boschilia","Monaco","BRA","MF","FW",23,3,1,33.3333333333333,5,5,20,1,1,0,2,2,0
"Denis Bouanga","Saint-Étienne","GAB","FW","MF",24,45,34,75.5555555555556,55,55,36.4,30,0,30,10,15,0
"Hicham Boudaoui","Nice","ALG","MF","FW",19,20,10,50,23,23,39.1,10,3,7,13,7,0
"Ryad Boudebouz","Saint-Étienne","ALG","MF","FW",29,25,16,64,25,25,32,14,1,13,7,5,0
"Farid Boulaya","Metz","ALG","FW",NA,26,14,10,71.4285714285714,19,19,36.8,5,0,5,6,3,0
"Benjamin Bourigeaud","Rennes","FRA","MF",NA,25,40,12,30,68,68,25,38,7,31,20,25,0
"Bilal Boutobba","Montpellier","FRA","MF",NA,20,0,0,NA,1,1,0,0,0,0,0,0,0
"John Boye","Metz","GHA","DF",NA,32,30,19,63.3333333333333,32,32,59.4,31,18,13,31,116,0
"Domagoj Bradarić","Lille","CRO","DF",NA,19,28,11,39.2857142857143,27,27,44.4,16,3,13,22,28,0
"Anthony Briançon","Nîmes","FRA","DF",NA,24,29,19,65.5172413793103,34,34,50,22,16,6,39,80,0
"Jimmy Briand","Bordeaux","FRA","FW",NA,33,12,8,66.6666666666667,13,13,23.1,8,4,4,6,12,0
"Dylan Bronn","Metz","TUN","DF",NA,24,7,5,71.4285714285714,7,7,57.1,11,9,2,6,42,0
"Lucas Buadés","Nîmes","FRA","MF","FW",21,4,4,100,5,5,20,0,0,0,1,3,0
"Patrick Burner","Nice","MTQ","DF",NA,23,35,25,71.4285714285714,25,25,56,11,2,9,30,37,0
"Ludovic Butelle","Angers","FRA","GK",NA,36,1,1,100,2,2,50,1,0,1,0,10,4
"Yohan Cabaye","Saint-Étienne","FRA","MF",NA,33,29,18,62.0689655172414,25,25,56,10,0,10,22,7,1
"Manuel Cabit","Metz","MTQ","DF",NA,26,3,1,33.3333333333333,10,10,20,5,0,5,4,5,0
"Anthony Caci","Strasbourg","FRA","DF",NA,22,29,17,58.6206896551724,17,17,47.1,15,5,10,19,15,1
"Jhonder Cádiz","Dijon","VEN","FW","MF",24,16,8,50,7,7,42.9,4,2,2,1,9,0
"Mathieu Cafaro","Reims","FRA","FW","MF",22,12,6,50,17,17,35.3,13,0,13,2,0,0
"Jonathan Cafu","Bordeaux","BRA","DF",NA,28,7,3,42.8571428571429,7,7,57.1,1,0,1,1,3,0
"Arturo Calabresi","Amiens","ITA","DF",NA,23,53,33,62.2641509433962,75,75,44,24,11,13,29,60,0
"Duje Ćaleta-Car","Marseille","CRO","DF",NA,22,29,15,51.7241379310345,26,26,69.2,17,6,11,26,98,0
"Mahdi Camara","Saint-Étienne","FRA","MF",NA,21,33,20,60.6060606060606,32,32,56.3,20,2,18,18,5,0
"Souleymane Camara","Montpellier","SEN","FW",NA,36,0,0,NA,2,2,0,0,0,0,0,1,0
"Eduardo Camavinga","Rennes","FRA","MF",NA,16,105,64,60.952380952381,96,96,50,26,8,18,34,35,0
"Pierrick Capelle","Angers","FRA","MF","DF",32,42,32,76.1904761904762,48,48,33.3,17,3,14,21,28,0
"Maxence Caqueret","Lyon","FRA","MF",NA,19,24,15,62.5,25,25,44,14,2,12,9,6,1
"Irvin Cardona","Brest","FRA","FW","MF",21,13,8,61.5384615384615,32,32,28.1,8,0,8,1,7,0
"Lionel Carole","Strasbourg","FRA","DF",NA,28,23,8,34.7826086956522,17,17,76.5,2,1,1,19,22,0
"Matis Carvalho","Montpellier","POR","GK",NA,20,0,0,NA,1,1,0,0,0,0,0,1,0
"Moreto Cassamã","Reims","GNB","MF",NA,21,17,11,64.7058823529412,7,7,71.4,7,2,5,5,6,0
"Jean-Charles Castelletto","Brest","CMR","DF",NA,24,18,9,50,18,18,50,20,16,4,33,87,1
"Edinson Cavani","Paris S-G","URU","FW",NA,32,5,1,20,3,3,0,7,0,7,1,2,0
"Zeki Çelik","Lille","TUR","DF",NA,22,53,28,52.8301886792453,60,60,45,24,4,20,26,39,0
"Fabien Centonze","Metz","FRA","DF",NA,23,76,49,64.4736842105263,57,57,59.6,30,11,19,59,98,0
"Fouad Chafik","Dijon","MAR","DF",NA,32,32,21,65.625,36,36,47.2,12,5,7,26,36,0
"Gaëtan Charbonnier","Brest","FRA","FW","MF",30,36,16,44.4444444444444,35,35,28.6,19,6,13,7,33,1
"Brendan Chardonnet","Brest","FRA","DF",NA,24,12,6,50,12,12,58.3,8,5,3,15,50,0
"Xavier Chavalerin","Reims","FRA","MF",NA,28,71,52,73.2394366197183,49,49,38.8,23,8,15,36,36,0
"Aurélien Chedjou","Amiens","CMR","DF",NA,34,27,19,70.3703703703704,22,22,45.5,15,11,4,40,120,3
"Rayan Cherki","Lyon","FRA","MF","FW",15,3,2,66.6666666666667,4,4,75,3,0,3,0,0,0
"Joris Chotard","Montpellier","FRA","MF",NA,17,30,18,60,35,35,42.9,12,5,7,20,12,1
"Mounir Chouiar","Dijon","FRA","MF","FW",20,36,23,63.8888888888889,42,42,28.6,8,0,8,13,13,0
"Alexis Claude-Maurice","Nice","FRA","FW","MF",21,26,16,61.5384615384615,35,35,37.1,20,4,16,11,4,0
"Marcus Coco","Nantes","FRA","FW",NA,23,1,0,0,1,1,100,0,0,0,0,0,0
"Renaud Cohade","Metz","FRA","MF",NA,34,28,20,71.4285714285714,28,28,42.9,14,3,11,8,6,0
"Racine Coly","Nice","SEN","DF","FW",23,21,13,61.9047619047619,17,17,52.9,5,0,5,12,23,0
"Daniel Congré","Montpellier","FRA","DF",NA,34,37,27,72.972972972973,38,38,47.4,8,7,1,47,66,1
"Benjamin Corgnet","Strasbourg","FRA","MF","FW",32,1,1,100,3,3,33.3,2,0,2,2,3,0
"Maxwel Cornet","Lyon","CIV","FW","DF",22,30,19,63.3333333333333,23,23,56.5,16,1,15,21,19,1
"Quentin Cornette","Amiens","FRA","FW","MF",25,8,3,37.5,9,9,33.3,7,1,6,6,5,0
"Edmilson Correia","Saint-Étienne","GNB","FW","DF",19,0,0,NA,1,1,0,1,0,1,1,0,0
"Nuno da Costa","Strasbourg","CPV","FW",NA,28,15,10,66.6666666666667,10,10,40,7,0,7,4,3,0
"Benoît Costil","Bordeaux","FRA","GK",NA,32,0,0,NA,3,3,0,0,0,0,2,9,0
"Kalifa Coulibaly","Nantes","MLI","FW",NA,27,11,7,63.6363636363636,5,5,60,3,1,2,6,32,0
"Senou Coulibaly","Dijon","MLI","DF",NA,24,14,7,50,4,4,50,11,10,1,10,44,1
"Yoann Court","Brest","FRA","FW","MF",29,48,26,54.1666666666667,64,64,31.3,21,0,21,15,14,0
"Nicolas Cozza","Montpellier","FRA","DF",NA,20,5,5,100,3,3,66.7,8,6,2,9,18,0
"Wylan Cyprien","Nice","FRA","MF",NA,24,17,11,64.7058823529412,27,27,25.9,8,2,6,19,16,3
"Lucas Da Cunha","Rennes","FRA","MF",NA,18,1,0,0,1,1,100,0,0,0,0,0,0
"Damien Da Silva","Rennes","FRA","DF",NA,31,27,14,51.8518518518519,19,19,52.6,21,13,8,26,143,1
"Colin Dagba","Paris S-G","FRA","DF",NA,20,10,4,40,9,9,55.6,6,1,5,6,9,0
"Dante","Nice","BRA","DF",NA,35,34,21,61.7647058823529,25,25,68,27,16,11,26,79,0
"Lucas Deaux","Nîmes","FRA","MF",NA,30,49,26,53.0612244897959,45,45,35.6,20,4,16,15,19,0
"Mathieu Debuchy","Saint-Étienne","FRA","DF",NA,34,44,26,59.0909090909091,47,47,51.1,21,11,10,43,59,0
"Romain Del Castillo","Rennes","FRA","FW","MF",23,20,14,70,27,27,22.2,12,2,10,7,7,0
"Thomas Delaine","Metz","FRA","DF",NA,27,25,16,64,21,21,57.1,17,1,16,15,28,0
"Andy Delort","Montpellier","ALG","FW",NA,27,28,18,64.2857142857143,27,27,25.9,21,6,15,3,10,0
"Moussa Dembélé","Lyon","FRA","FW",NA,23,12,7,58.3333333333333,14,14,28.6,14,3,11,5,31,0
"Jason Denayer","Lyon","BEL","DF",NA,24,17,13,76.4705882352941,14,14,71.4,32,29,3,20,83,0
"Kévin Denkey","Nîmes","TOG","FW",NA,18,10,5,50,10,10,60,7,0,7,2,1,1
"Ángel Di María","Paris S-G","ARG","FW","MF",31,17,12,70.5882352941177,34,34,11.8,14,3,11,11,1,3
"Boulaye Dia","Reims","SEN","FW",NA,22,15,9,60,10,10,30,9,2,7,7,16,0
"Fousseni Diabaté","Amiens","MLI","FW","MF",23,16,10,62.5,16,16,31.3,11,0,11,8,3,1
"Bafodé Diakité","Toulouse","FRA","DF",NA,18,23,19,82.6086956521739,13,13,53.8,18,9,9,20,75,0
"Abdou Diallo","Paris S-G","SEN","DF",NA,23,20,11,55,14,14,57.1,9,5,4,10,32,0
"Habib Diallo","Metz","SEN","FW",NA,24,2,1,50,6,6,0,6,5,1,4,43,0
"Ibrahima Diallo","Brest","FRA","MF",NA,20,38,24,63.1578947368421,29,29,41.4,9,2,7,23,16,3
"Moussa Diarra","Toulouse","MLI","DF",NA,18,3,3,100,1,1,100,0,0,0,3,2,0
"Lucas Dias","Nîmes","FRA","GK",NA,20,1,1,100,1,1,100,0,0,0,0,2,0
"Bakaye Dibassy","Amiens","MLI","DF",NA,29,26,14,53.8461538461538,20,20,75,29,18,11,37,78,2
"Tristan Dingomé","Reims","CMR","MF",NA,28,10,4,40,12,12,16.7,6,0,6,6,1,0
"Lois Diony","Saint-Étienne","FRA","FW",NA,26,15,5,33.3333333333333,9,9,55.6,3,0,3,1,0,0
"Assane Dioussé","Saint-Étienne","SEN","MF",NA,21,1,1,100,3,3,0,0,0,0,0,2,0
"Axel Disasi","Reims","FRA","DF",NA,21,32,21,65.625,27,27,63,29,24,5,26,97,0
"Tiago Djaló","Lille","POR","DF",NA,19,9,4,44.4444444444444,7,7,28.6,3,2,1,11,28,0
"Alexander Djiku","Strasbourg","GHA","DF","MF",24,46,32,69.5652173913043,29,29,72.4,14,8,6,55,82,4
"Kasper Dolberg","Nice","DEN","FW",NA,21,10,6,60,17,17,23.5,18,2,16,10,24,0
"Keagan Dolly","Montpellier","RSA","MF",NA,26,6,3,50,5,5,40,1,0,1,1,0,0
"Anastasios Donis","Reims","GRE","FW",NA,22,3,2,66.6666666666667,9,9,11.1,2,0,2,1,3,0
"Mathieu Dossevi","Toulouse","TOG","MF","FW",31,32,20,62.5,30,30,50,17,0,17,14,7,0
"Moussa Doumbia","Reims","MLI","FW","MF",24,16,8,50,24,24,29.2,14,1,13,9,5,0
"Souleyman Doumbia","Angers","CIV","DF",NA,22,10,4,40,6,6,83.3,5,0,5,6,18,0
"Souleyman Doumbia","Rennes","CIV","DF",NA,22,1,1,100,1,1,100,2,2,0,0,3,0
"Julian Draxler","Paris S-G","GER","MF",NA,25,13,10,76.9230769230769,15,15,46.7,7,1,6,10,1,0
"Leo Dubois","Lyon","FRA","DF",NA,24,32,23,71.875,22,22,59.1,12,4,8,18,34,1
"Haris Duljević","Nîmes","BIH","FW","MF",25,11,6,54.5454545454545,12,12,33.3,5,0,5,2,1,0
"Jean-Kevin Duverne","Brest","HAI","DF",NA,22,12,8,66.6666666666667,6,6,33.3,23,8,15,20,50,0
"Bruno Ecuele Manga","Dijon","GAB","DF",NA,31,22,15,68.1818181818182,20,20,45,34,23,11,37,112,2
"Renaud Emond","Nantes","BEL","FW",NA,27,3,1,33.3333333333333,5,5,20,0,0,0,0,7,0
"Fábio","Nantes","BRA","DF",NA,29,38,22,57.8947368421053,35,35,71.4,10,5,5,18,19,0
"Cesc Fàbregas","Monaco","ESP","MF",NA,32,11,4,36.3636363636364,29,29,20.7,8,1,7,7,3,0
"Julien Faussurier","Brest","FRA","DF",NA,32,36,22,61.1111111111111,53,53,39.6,22,7,15,33,46,1
"Zinedine Ferhat","Nîmes","ALG","FW","MF",26,26,16,61.5384615384615,46,46,32.6,15,3,12,16,18,0
"Juan Ferney Otero","Amiens","COL","FW","MF",24,17,10,58.8235294117647,24,24,33.3,12,1,11,19,10,0
"Jordan Ferri","Montpellier","FRA","MF",NA,27,22,13,59.0909090909091,44,44,29.5,9,0,9,10,10,0
"Mamadou Fofana","Metz","MLI","DF","MF",21,57,35,61.4035087719298,41,41,51.2,22,10,12,22,61,1
"Wesley Fofana","Saint-Étienne","FRA","DF",NA,18,25,15,60,18,18,66.7,10,5,5,36,55,4
"Youssouf Fofana","Strasbourg","FRA","MF",NA,20,25,17,68,30,30,43.3,11,0,11,14,7,0
"Youssouf Fofana","Monaco","FRA","MF",NA,20,16,9,56.25,15,15,53.3,12,2,10,8,9,0
"Thomas Foket","Reims","BEL","DF",NA,24,61,36,59.016393442623,48,48,62.5,15,4,11,39,59,1
"Lamine Fomba","Nîmes","FRA","MF",NA,21,65,31,47.6923076923077,43,43,48.8,29,4,25,25,11,1
"José Fonte","Lille","POR","DF",NA,35,19,11,57.8947368421053,22,22,50,19,11,8,28,90,1
"Lyle Foster","Monaco","RSA","FW",NA,18,0,0,NA,1,1,0,0,0,0,0,1,0
"Angelo Fulgini","Angers","FRA","MF",NA,22,28,18,64.2857142857143,23,23,52.2,6,1,5,19,10,0
"Ruben Gabrielsen","Toulouse","NOR","DF",NA,27,3,2,66.6666666666667,4,4,50,5,3,2,8,41,0
"Nicolás Gaitán","Lille","ARG","MF","FW",31,1,0,0,1,1,100,1,0,1,0,1,0
"Marvin Gakpa","Metz","FRA","MF","FW",25,10,6,60,8,8,50,3,0,3,5,1,0
"Idrissa Gana Gueye","Paris S-G","SEN","MF",NA,29,65,34,52.3076923076923,43,43,41.9,29,4,25,33,15,0
"Ignatius Ganago","Nice","CMR","FW","MF",20,10,6,60,18,18,16.7,8,1,7,4,13,0
"Yann Gboho","Rennes","FRA","FW",NA,18,2,2,100,2,2,0,1,0,1,1,0,0
"Jérémy Gélin","Rennes","FRA","DF","MF",22,14,5,35.7142857142857,13,13,61.5,14,7,7,15,33,1
"Valère Germain","Marseille","FRA","FW",NA,29,22,12,54.5454545454545,31,31,19.4,16,3,13,8,26,0
"Saman Ghoddos","Amiens","IRN","FW",NA,25,2,2,100,2,2,50,5,0,5,2,3,0
"Andrei Girotto","Nantes","BRA","DF",NA,27,76,53,69.7368421052632,71,71,54.9,32,17,15,34,111,1
"Kamil Glik","Monaco","POL","DF",NA,31,26,14,53.8461538461538,21,21,61.9,23,17,6,27,118,0
"Joris Gnagnon","Rennes","FRA","DF",NA,22,16,13,81.25,11,11,90.9,21,17,4,18,61,0
"Eddy Gnahoré","Amiens","FRA","MF",NA,25,24,12,50,28,28,28.6,25,4,21,9,25,0
"Aleksandr Golovin","Monaco","RUS","MF",NA,23,49,27,55.1020408163265,69,69,20.3,28,0,28,31,22,0
"Alfred Gomis","Dijon","SEN","GK",NA,25,1,0,0,2,2,50,2,0,2,0,14,2
"Mathieu Goncalves","Toulouse","FRA","DF",NA,18,5,3,60,8,8,25,4,3,1,4,10,0
"Álvaro González","Marseille","ESP","DF",NA,29,19,13,68.421052631579,13,13,69.2,7,4,3,18,65,0
"Max Gradel","Toulouse","CIV","MF","FW",31,36,20,55.5555555555556,47,47,25.5,11,1,10,11,23,0
"Samuel Grandsir","Brest","FRA","FW","MF",22,34,22,64.7058823529412,30,30,36.7,9,0,9,14,5,0
"Clément Grenier","Rennes","FRA","MF",NA,28,21,12,57.1428571428571,40,40,27.5,7,2,5,7,16,0
"Bruno Guimarães","Lyon","BRA","MF",NA,21,12,7,58.3333333333333,10,10,50,1,0,1,4,1,0
"Serhou Guirassy","Amiens","GUI","FW",NA,23,7,3,42.8571428571429,7,7,28.6,13,6,7,4,21,0
"Régis Gurtner","Amiens","FRA","GK",NA,32,1,1,100,2,2,50,0,0,0,0,10,4
"Luiz Gustavo","Marseille","BRA","MF",NA,32,6,3,50,5,5,60,5,2,3,5,6,0
"Romain Hamouma","Saint-Étienne","FRA","FW","MF",32,12,9,75,12,12,16.7,12,0,12,0,4,0
"Benjamin Henrichs","Monaco","GER","DF","MF",22,26,20,76.9230769230769,33,33,42.4,19,4,15,14,18,0
"Christophe Hérelle","Nice","MTQ","DF",NA,26,14,11,78.5714285714286,7,7,42.9,14,8,6,17,26,1
"Ander Herrera","Paris S-G","ESP","MF","DF",29,19,11,57.8947368421053,14,14,35.7,10,2,8,6,4,0
"Vitorino Hilton","Montpellier","BRA","DF",NA,41,27,17,62.962962962963,28,28,46.4,22,18,4,49,121,1
"Josué Homawoo","Nantes","TOG","DF",NA,21,6,2,33.3333333333333,2,2,100,3,2,1,2,2,0
"Franck Honorat","Saint-Étienne","FRA","FW","DF",22,16,11,68.75,23,23,34.8,12,1,11,5,13,1
"Adrien Hunou","Rennes","FRA","FW","MF",25,21,18,85.7142857142857,21,21,19,16,1,15,5,5,0
"Suk Hyun-jun","Reims","KOR","FW","MF",28,3,3,100,2,2,50,1,0,1,1,2,0
"Didier Ibrahim Ndong","Dijon","GAB","MF",NA,25,62,35,56.4516129032258,59,59,50.8,27,6,21,49,31,0
"Mauro Icardi","Paris S-G","ARG","FW",NA,26,4,2,50,10,10,10,7,1,6,2,11,0
"Jonathan Ikone","Lille","FRA","MF","FW",21,15,7,46.6666666666667,24,24,25,26,2,24,5,3,0
"Yun Il-lok","Montpellier","KOR","MF","FW",27,1,1,100,4,4,0,0,0,0,0,0,0
"Nicolas Isimat-Mirin","Toulouse","FRA","DF",NA,27,14,8,57.1428571428571,11,11,45.5,18,12,6,22,71,0
"Christophe Jallet","Amiens","FRA","DF",NA,35,24,16,66.6666666666667,37,37,37.8,8,2,6,18,29,0
"Benjamin Jeannot","Dijon","FRA","MF","FW",27,2,1,50,4,4,0,2,0,2,2,4,0
"Jemerson","Monaco","BRA","DF","MF",26,28,17,60.7142857142857,21,21,47.6,8,3,5,16,24,0
"Vukašin Jovanović","Bordeaux","SRB","DF",NA,23,18,11,61.1111111111111,21,21,66.7,5,3,2,15,15,0
"Stevan Jovetić","Monaco","MNE","FW","MF",29,2,1,50,5,5,20,1,0,1,1,5,0
"Abdoul Kader Bamba","Nantes","FRA","FW","MF",25,19,15,78.9473684210526,30,30,30,8,2,6,16,8,0
"Gaël Kakuta","Amiens","COD","MF","FW",28,46,27,58.695652173913,48,48,35.4,15,1,14,16,8,2
"Lovre Kalinić","Toulouse","CRO","GK",NA,29,0,0,NA,1,1,0,0,0,0,0,0,0
"Samuel Kalu","Bordeaux","NGA","DF","FW",21,33,17,51.5151515151515,36,36,44.4,13,1,12,24,10,0
"François Kamano","Bordeaux","GUI","DF","MF",23,12,6,50,15,15,53.3,5,0,5,3,2,0
"Boubacar Kamara","Marseille","FRA","DF","MF",19,67,34,50.7462686567164,57,57,47.4,27,14,13,34,53,1
"Hassane Kamara","Reims","CIV","DF","FW",25,58,47,81.0344827586207,35,35,68.6,17,2,15,58,58,0
"Wilfried Kanga","Angers","CIV","FW",NA,21,0,0,NA,1,1,0,0,0,0,0,0,0
"Thilo Kehrer","Paris S-G","GER","DF",NA,22,10,7,70,10,10,50,2,0,2,1,2,1
"Jules Keita","Dijon","GUI","MF","FW",21,4,3,75,6,6,16.7,1,0,1,3,0,0
