"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Charlie Austin","West Brom","ENG","FW","MF",31,4,2,50,3,3,33.3,0,0,0,3,4,0
"Jordan Ayew","Crystal Palace","GHA","FW","MF",28,38,26,68.421052631579,44,44,36.4,28,2,26,16,12,0
"Luke Ayling","Leeds United","ENG","DF",NA,28,108,61,56.4814814814815,87,87,56.3,53,36,17,36,96,5
"César Azpilicueta","Chelsea","ESP","DF",NA,30,53,28,52.8301886792453,37,37,51.4,30,5,25,28,62,2
"Eric Bailly","Manchester Utd","CIV","DF",NA,26,5,5,100,1,1,0,13,11,2,13,36,2
"Fabián Balbuena","West Ham","PAR","DF",NA,28,24,12,50,23,23,60.9,23,6,17,25,63,0
"George Baldock","Sheffield Utd","GRE","DF",NA,27,47,34,72.3404255319149,50,50,42,26,7,19,25,70,1
"Gareth Bale","Tottenham","WAL","FW",NA,31,17,10,58.8235294117647,14,14,50,13,2,11,8,16,0
"Patrick Bamford","Leeds United","ENG","FW",NA,26,21,9,42.8571428571429,27,27,29.6,14,4,10,10,37,0
"Phil Bardsley","Burnley","SCO","DF",NA,35,6,5,83.3333333333333,6,6,50,3,1,2,6,12,0
"Ross Barkley","Aston Villa","ENG","MF",NA,26,6,2,33.3333333333333,15,15,20,9,1,8,5,6,1
"Ashley Barnes","Burnley","ENG","FW",NA,30,12,6,50,13,13,23.1,14,2,12,5,11,0
"Harvey Barnes","Leicester City","ENG","FW","MF",22,19,9,47.3684210526316,22,22,22.7,16,3,13,8,11,0
"Kyle Bartley","West Brom","ENG","DF",NA,29,27,16,59.2592592592593,23,23,47.8,50,35,15,38,159,1
"Chris Basham","Sheffield Utd","ENG","DF","MF",32,69,42,60.8695652173913,67,67,61.2,36,15,21,49,105,1
"Michy Batshuayi","Crystal Palace","BEL","FW",NA,26,5,3,60,9,9,11.1,5,1,4,4,5,0
"Jan Bednarek","Southampton","POL","DF",NA,24,37,19,51.3513513513514,49,49,51,44,27,17,84,132,0
"Donny van de Beek","Manchester Utd","NED","MF","FW",23,15,10,66.6666666666667,15,15,46.7,10,1,9,6,7,0
"Héctor Bellerín","Arsenal","ESP","DF","MF",25,29,19,65.5172413793103,41,41,29.3,26,8,18,33,33,0
"Saïd Benrahma","West Ham","ALG","FW","MF",24,24,15,62.5,28,28,28.6,10,0,10,8,8,0
"Josh Benson","Burnley","ENG","MF",NA,20,5,1,20,6,6,16.7,3,0,3,3,2,0
"Christian Benteke","Crystal Palace","BEL","FW",NA,29,15,7,46.6666666666667,9,9,22.2,17,6,11,4,39,0
"Jóhann Berg Guðmundsson","Burnley","ISL","MF",NA,29,19,11,57.8947368421053,23,23,47.8,11,2,9,17,19,0
"Sander Berge","Sheffield Utd","NOR","MF",NA,22,16,7,43.75,15,15,46.7,11,2,9,4,18,0
"Steven Bergwijn","Tottenham","NED","FW","MF",22,15,7,46.6666666666667,20,20,35,7,1,6,5,9,0
"Bernard","Everton","BRA","MF","FW",27,8,3,37.5,15,15,46.7,5,0,5,8,6,0
"Bernardo","Brighton","BRA","DF","MF",25,10,8,80,6,6,66.7,2,0,2,1,1,0
"Ryan Bertrand","Southampton","ENG","DF",NA,30,60,32,53.3333333333333,48,48,62.5,19,1,18,30,41,1
"Yves Bissouma","Brighton","MLI","MF",NA,23,104,68,65.3846153846154,67,67,49.3,42,6,36,64,67,0
"Jayden Bogle","Sheffield Utd","ENG","DF","MF",20,33,23,69.6969696969697,39,39,51.3,14,4,10,14,22,0
"Willy Boly","Wolves","CIV","DF",NA,29,33,20,60.6060606060606,24,24,54.2,18,12,6,32,84,1
"Jarrod Bowen","West Ham","ENG","FW","MF",23,26,15,57.6923076923077,29,29,34.5,19,1,18,22,10,0
"Robbie Brady","Burnley","IRL","MF",NA,28,22,15,68.1818181818182,35,35,34.3,16,0,16,9,29,1
"Rhian Brewster","Sheffield Utd","ENG","FW","MF",20,8,5,62.5,13,13,7.7,15,2,13,5,5,0
"Josh Brownhill","Burnley","ENG","MF",NA,24,45,27,60,44,44,34.1,33,11,22,69,39,0
"Joe Bryan","Fulham","ENG","DF","MF",26,15,8,53.3333333333333,12,12,58.3,8,2,6,14,16,0
"Kean Bryan","Sheffield Utd","ENG","DF",NA,23,20,10,50,19,19,47.4,16,10,6,13,39,1
"Oliver Burke","Sheffield Utd","SCO","FW",NA,23,16,8,50,24,24,20.8,24,0,24,2,6,0
"Dan Burn","Brighton","ENG","DF",NA,28,50,26,52,53,53,50.9,30,7,23,31,75,0
"Oskar Buur","Wolves","DEN","DF",NA,22,0,0,NA,2,2,0,0,0,0,0,0,0
"Gary Cahill","Crystal Palace","ENG","DF",NA,34,13,9,69.2307692307692,11,11,63.6,27,22,5,13,88,0
"Tom Cairney","Fulham","SCO","MF",NA,29,9,3,33.3333333333333,4,4,25,6,0,6,0,3,0
"Dominic Calvert-Lewin","Everton","ENG","FW",NA,23,17,8,47.0588235294118,12,12,50,22,6,16,6,33,0
"João Cancelo","Manchester City","POR","DF","MF",26,68,41,60.2941176470588,83,83,51.8,23,2,21,41,33,2
"Andy Carroll","Newcastle Utd","ENG","FW",NA,31,3,1,33.3333333333333,8,8,12.5,1,0,1,0,14,0
"Fabio Carvalho","Fulham","POR","MF","FW",17,9,6,66.6666666666667,9,9,55.6,2,0,2,1,1,1
"Matty Cash","Aston Villa","POL","DF",NA,22,71,40,56.3380281690141,74,74,55.4,50,11,39,60,95,0
"Timothy Castagne","Leicester City","BEL","DF",NA,24,52,32,61.5384615384615,44,44,54.5,29,5,24,29,62,1
"Jonny Castro","Wolves","ESP","MF","DF",26,11,5,45.4545454545455,13,13,46.2,9,3,6,9,7,0
"Ivan Cavaleiro","Fulham","POR","FW",NA,26,23,14,60.8695652173913,34,34,35.3,25,1,24,19,14,0
"Edinson Cavani","Manchester Utd","URU","FW",NA,33,12,8,66.6666666666667,13,13,15.4,2,0,2,6,11,0
"Dani Ceballos","Arsenal","ESP","MF",NA,23,37,22,59.4594594594595,51,51,41.2,23,6,17,35,14,1
"Calum Chambers","Arsenal","ENG","DF",NA,25,7,3,42.8571428571429,8,8,37.5,6,2,4,10,37,0
"Ben Chilwell","Chelsea","ENG","DF",NA,23,42,22,52.3809523809524,33,33,45.5,28,3,25,24,58,0
"Hamza Choudhury","Leicester City","ENG","MF",NA,22,8,7,87.5,10,10,40,4,1,3,4,9,1
"Andreas Christensen","Chelsea","DEN","DF",NA,24,11,6,54.5454545454545,8,8,0,19,14,5,20,51,1
"Carney Chukwuemeka","Aston Villa","ENG","MF","FW",16,2,2,100,3,3,33.3,0,0,0,0,0,0
"Ciaran Clark","Newcastle Utd","IRL","DF",NA,30,24,14,58.3333333333333,13,13,46.2,27,20,7,29,104,1
"Nathaniel Clyne","Crystal Palace","ENG","DF",NA,29,17,10,58.8235294117647,16,16,56.3,7,2,5,18,25,1
"Conor Coady","Wolves","ENG","DF",NA,27,35,23,65.7142857142857,35,35,54.3,40,32,8,27,134,2
"Séamus Coleman","Everton","IRL","DF","MF",31,39,26,66.6666666666667,30,30,70,22,6,16,13,37,2
"Aaron Connolly","Brighton","IRL","FW",NA,20,6,3,50,2,2,0,4,0,4,0,2,0
"Liam Cooper","Leeds United","SCO","DF",NA,28,68,45,66.1764705882353,59,59,62.7,39,32,7,61,70,1
"Theo Corbeanu","Wolves","CAN","FW",NA,18,2,1,50,1,1,100,0,0,0,1,0,0
"Jack Cork","Burnley","ENG","MF",NA,31,26,10,38.4615384615385,31,31,35.5,15,4,11,16,20,0
"Hélder Costa","Leeds United","ANG","MF","FW",26,25,11,44,32,32,34.4,11,0,11,3,5,1
"Vladimír Coufal","West Ham","CZE","DF",NA,27,73,36,49.3150684931507,89,89,58.4,41,7,34,41,102,1
"Aaron Cresswell","West Ham","ENG","DF",NA,30,32,13,40.625,32,32,56.3,29,14,15,32,79,2
"Stuart Dallas","Leeds United","NIR","MF","DF",29,74,45,60.8108108108108,88,88,34.1,41,3,38,44,52,1
"Scott Dann","Crystal Palace","ENG","DF",NA,33,6,4,66.6666666666667,11,11,36.4,16,14,2,18,59,1
"Ben Davies","Tottenham","WAL","DF",NA,27,27,17,62.962962962963,30,30,43.3,10,5,5,18,49,2
"Tom Davies","Everton","ENG","MF",NA,22,31,18,58.0645161290323,39,39,41,15,9,6,34,21,2
"Keinan Davis","Aston Villa","ENG","FW","MF",22,2,1,50,1,1,0,1,0,1,0,2,0
"Leif Davis","Leeds United","ENG","DF",NA,20,0,0,NA,3,3,0,1,0,1,1,0,0
"Craig Dawson","West Ham","ENG","DF",NA,30,11,8,72.7272727272727,12,12,41.7,26,22,4,32,88,3
"Kevin De Bruyne","Manchester City","BEL","MF",NA,29,34,21,61.7647058823529,48,48,27.1,26,1,25,9,10,0
"Fabian Delph","Everton","ENG","MF","DF",30,5,2,40,3,3,33.3,2,0,2,4,8,1
"Leander Dendoncker","Wolves","BEL","MF","DF",25,54,29,53.7037037037037,60,60,51.7,38,15,23,27,52,2
"Mbaye Diagne","West Brom","SEN","FW",NA,28,4,3,75,4,4,25,2,1,1,1,16,0
"Ibrahima Diallo","Southampton","FRA","MF",NA,21,29,16,55.1724137931034,16,16,56.3,10,1,9,10,12,2
"Grady Diangana","West Brom","COD","MF","FW",22,35,19,54.2857142857143,43,43,44.2,16,2,14,16,9,0
"Rúben Dias","Manchester City","POR","DF",NA,23,24,13,54.1666666666667,16,16,25,31,23,8,35,92,0
"Eric Dier","Tottenham","ENG","DF",NA,26,23,14,60.8695652173913,18,18,61.1,37,31,6,23,123,3
"Lucas Digne","Everton","FRA","DF","MF",27,63,38,60.3174603174603,54,54,53.7,42,4,38,31,87,0
"Issa Diop","West Ham","FRA","DF",NA,23,20,14,70,18,18,38.9,32,22,10,22,59,0
"Moussa Djenepo","Southampton","MLI","MF",NA,22,52,27,51.9230769230769,63,63,44.4,24,2,22,10,14,0
"Matt Doherty","Tottenham","IRL","DF",NA,28,29,15,51.7241379310345,33,33,39.4,20,5,15,23,46,0
"Abdoulaye Doucouré","Everton","MLI","MF",NA,27,52,32,61.5384615384615,43,43,32.6,24,7,17,39,31,1
"Paul Dummett","Newcastle Utd","WAL","DF",NA,28,16,7,43.75,21,21,61.9,12,7,5,16,74,0
"Lewis Dunk","Brighton","ENG","DF",NA,28,30,15,50,23,23,69.6,29,20,9,32,106,0
"Jimmy Dunne","Burnley","IRL","DF",NA,22,3,3,100,2,2,50,3,2,1,6,16,1
"Ederson","Manchester City","BRA","GK",NA,26,3,1,33.3333333333333,4,4,75,0,0,0,0,11,4
"John Egan","Sheffield Utd","IRL","DF",NA,27,41,21,51.219512195122,39,39,56.4,43,31,12,41,131,0
"Anthony Elanga","Manchester Utd","SWE","FW",NA,18,4,2,50,5,5,80,1,1,0,1,1,0
"Ahmed Elmohamady","Aston Villa","EGY","DF",NA,32,17,13,76.4705882352941,14,14,64.3,6,3,3,17,26,0
"Mohamed Elneny","Arsenal","EGY","MF",NA,28,14,6,42.8571428571429,28,28,25,11,4,7,24,20,2
"Jonny Evans","Leicester City","NIR","DF",NA,32,25,12,48,20,20,70,8,3,5,46,98,1
"Eberechi Eze","Crystal Palace","ENG","MF",NA,22,27,14,51.8518518518519,35,35,45.7,19,3,16,24,9,1
"Łukasz Fabiański","West Ham","POL","GK",NA,35,1,0,0,1,1,100,1,0,1,1,12,3
"Fabinho","Liverpool","BRA","DF","MF",26,58,31,53.448275862069,54,54,50,28,10,18,44,66,1
"Bruno Fernandes","Manchester Utd","POR","MF",NA,25,57,30,52.6315789473684,100,100,26,38,0,38,26,29,0
"Federico Fernández","Newcastle Utd","ARG","DF",NA,31,29,22,75.8620689655172,21,21,81,41,31,10,17,147,0
"Fernandinho","Manchester City","BRA","MF",NA,35,31,17,54.8387096774194,43,43,46.5,11,2,9,23,17,0
"Roberto Firmino","Liverpool","BRA","FW",NA,28,33,15,45.4545454545455,32,32,18.8,42,5,37,11,12,0
"John Fleck","Sheffield Utd","SCO","MF",NA,28,51,33,64.7058823529412,83,83,31.3,26,4,22,28,12,1
"Phil Foden","Manchester City","ENG","FW","MF",20,22,11,50,23,23,39.1,9,0,9,11,11,0
"Wesley Fofana","Leicester City","FRA","DF",NA,19,51,37,72.5490196078431,46,46,67.4,28,16,12,61,94,0
"Pablo Fornals","West Ham","ESP","FW","MF",24,44,26,59.0909090909091,73,73,15.1,43,1,42,36,9,0
"Fraser Forster","Southampton","ENG","GK",NA,32,1,0,0,2,2,50,0,0,0,0,9,0
"Timothy Fosu-Mensah","Manchester Utd","NED","DF",NA,22,2,0,0,1,1,100,0,0,0,3,1,0
"Ryan Fraser","Newcastle Utd","SCO","FW","MF",26,4,1,25,5,5,40,1,0,1,6,7,0
"Fred","Manchester Utd","BRA","MF",NA,27,81,39,48.1481481481481,89,89,32.6,49,9,40,45,26,1
"Ryan Fredericks","West Ham","ENG","DF","FW",27,9,5,55.5555555555556,7,7,42.9,6,2,4,11,20,0
"Christian Fuchs","Leicester City","AUT","DF",NA,34,18,7,38.8888888888889,15,15,53.3,6,4,2,16,34,1
"Darnell Furlong","West Brom","ENG","DF",NA,24,45,27,60,44,44,47.7,39,16,23,49,90,0
"Conor Gallagher","West Brom","ENG","MF",NA,20,81,41,50.6172839506173,97,97,29.9,47,8,39,27,31,0
"Eric García","Manchester City","ESP","DF",NA,19,8,7,87.5,7,7,71.4,4,1,3,4,10,0
"Dwight Gayle","Newcastle Utd","ENG","FW","MF",29,2,0,0,7,7,0,3,1,2,1,2,0
"Anwar El Ghazi","Aston Villa","NED","FW",NA,25,16,13,81.25,23,23,30.4,11,0,11,6,11,0
"Kieran Gibbs","West Brom","ENG","DF",NA,30,15,11,73.3333333333333,10,10,80,8,6,2,16,30,1
"Morgan Gibbs-White","Wolves","ENG","MF","FW",20,9,7,77.7777777777778,12,12,41.7,6,0,6,3,1,0
"Billy Gilmour","Chelsea","SCO","MF",NA,19,4,2,50,7,7,28.6,3,2,1,3,1,0
"Olivier Giroud","Chelsea","FRA","FW",NA,33,4,2,50,7,7,14.3,4,1,3,5,10,0
"Ben Godfrey","Everton","ENG","DF",NA,22,55,33,60,41,41,65.9,56,37,19,33,120,0
"André Gomes","Everton","POR","MF",NA,27,35,23,65.7142857142857,58,58,29.3,19,1,18,10,12,1
"Joe Gomez","Liverpool","ENG","DF",NA,23,3,2,66.6666666666667,4,4,0,3,2,1,4,29,0
"Anthony Gordon","Everton","ENG","FW","MF",19,3,3,100,2,2,0,1,0,1,1,3,0
"Karlan Grant","West Brom","ENG","FW","MF",22,5,3,60,4,4,50,7,0,7,5,17,0
"Jack Grealish","Aston Villa","ENG","FW","MF",24,31,14,45.1612903225806,24,24,62.5,20,3,17,12,5,3
"Mason Greenwood","Manchester Utd","ENG","FW",NA,18,13,10,76.9230769230769,22,22,22.7,9,0,9,5,1,0
"Pascal Groß","Brighton","GER","MF","DF",29,45,24,53.3333333333333,53,53,45.3,25,4,21,23,18,1
"Kamil Grosicki","West Brom","POL","MF","FW",32,2,1,50,8,8,25,1,0,1,2,1,0
"Vicente Guaita","Crystal Palace","ESP","GK",NA,33,1,1,100,1,1,100,0,0,0,1,11,1
"İlkay Gündoğan","Manchester City","GER","MF",NA,29,25,15,60,39,39,25.6,13,4,9,20,9,0
"Sébastien Haller","West Ham","CIV","FW",NA,26,14,9,64.2857142857143,20,20,20,7,1,6,5,7,0
"Jack Harrison","Leeds United","ENG","MF","FW",23,63,38,60.3174603174603,59,59,44.1,30,2,28,15,21,0
"Kortney Hause","Aston Villa","ENG","DF",NA,25,4,2,50,3,3,0,4,2,2,8,53,0
"Kai Havertz","Chelsea","GER","MF","FW",21,18,9,50,27,27,22.2,25,0,25,4,22,1
"Isaac Hayden","Newcastle Utd","ENG","MF","DF",25,52,29,55.7692307692308,35,35,40,32,9,23,43,47,0
"Michael Hector","Fulham","JAM","DF",NA,28,3,2,66.6666666666667,6,6,16.7,4,2,2,0,6,0
"Dean Henderson","Manchester Utd","ENG","GK",NA,23,1,1,100,2,2,50,0,0,0,0,3,2
"Jordan Henderson","Liverpool","ENG","MF","DF",30,24,15,62.5,26,26,38.5,12,1,11,34,30,0
"Jeff Hendrick","Newcastle Utd","IRL","MF",NA,28,8,3,37.5,13,13,7.7,14,9,5,19,18,0
"Pablo Hernández","Leeds United","ESP","MF",NA,35,5,3,60,16,16,31.3,2,0,2,0,0,1
"Son Heung-min","Tottenham","KOR","FW",NA,28,32,18,56.25,72,72,25,28,3,25,14,8,0
"Ki-Jana Hoever","Wolves","NED","DF","MF",18,14,6,42.8571428571429,22,22,45.5,2,0,2,9,23,0
"Rob Holding","Arsenal","ENG","DF",NA,24,43,20,46.5116279069767,35,35,48.6,37,27,10,24,120,0
"Mason Holgate","Everton","ENG","DF",NA,23,56,36,64.2857142857143,50,50,40,37,13,24,35,90,3
"Conor Hourihane","Aston Villa","IRL","MF",NA,29,0,0,NA,2,2,0,3,0,3,0,2,0
"Callum Hudson-Odoi","Chelsea","ENG","FW","DF",19,23,15,65.2173913043478,21,21,38.1,15,1,14,6,6,0
"Niall Huggins","Leeds United","WAL","DF",NA,19,0,0,NA,1,1,0,0,0,0,0,1,0
"Pierre Højbjerg","Tottenham","DEN","MF",NA,24,98,51,52.0408163265306,129,129,41.9,51,9,42,48,66,0
"Odion Ighalo","Manchester Utd","NGA","FW",NA,31,0,0,NA,1,1,0,0,0,0,0,0,0
"Kelechi Iheanacho","Leicester City","NGA","FW",NA,23,12,5,41.6666666666667,17,17,23.5,14,0,14,2,1,1
"Danny Ings","Southampton","ENG","FW",NA,28,22,13,59.0909090909091,28,28,42.9,39,2,37,3,27,1
"Branislav Ivanović","West Brom","SRB","DF",NA,36,14,5,35.7142857142857,13,13,53.8,11,5,6,8,25,0
"Alex Iwobi","Everton","NGA","FW","MF",24,27,10,37.037037037037,25,25,52,20,1,19,16,14,0
"Phil Jagielka","Sheffield Utd","ENG","DF",NA,37,5,4,80,7,7,28.6,11,5,6,10,26,2
"Alireza Jahanbakhsh","Brighton","IRN","FW","MF",26,9,7,77.7777777777778,12,12,16.7,8,0,8,8,1,0
"Daniel James","Manchester Utd","WAL","FW",NA,22,15,9,60,18,18,16.7,10,1,9,0,6,0
"Reece James","Chelsea","ENG","DF",NA,20,55,35,63.6363636363636,44,44,47.7,36,7,29,17,52,0
"Alexandre Jankewitz","Southampton","SUI","MF",NA,18,2,1,50,1,1,100,0,0,0,0,0,0
"Daniel Jebbison","Sheffield Utd","ENG","FW",NA,16,6,2,33.3333333333333,7,7,42.9,6,1,5,1,0,0
"Gabriel Jesus","Manchester City","BRA","FW",NA,23,17,6,35.2941176470588,28,28,39.3,16,0,16,15,5,0
"Raúl Jiménez","Wolves","MEX","FW",NA,29,3,2,66.6666666666667,7,7,0,2,0,2,8,12,0
"Joelinton","Newcastle Utd","BRA","FW","MF",23,33,21,63.6363636363636,37,37,37.8,30,2,28,9,24,0
"Ben Johnson","West Ham","ENG","DF","FW",20,11,5,45.4545454545455,9,9,77.8,5,1,4,11,9,0
"Curtis Jones","Liverpool","ENG","MF",NA,19,16,6,37.5,25,25,48,13,0,13,19,11,1
"Jorginho","Chelsea","ITA","MF",NA,28,57,30,52.6315789473684,76,76,40.8,33,5,28,40,21,3
"Willian José","Wolves","BRA","FW",NA,28,2,1,50,4,4,25,6,1,5,1,12,0
"Diogo Jota","Liverpool","POR","FW",NA,23,12,6,50,29,29,6.9,9,0,9,5,3,0
"James Justin","Leicester City","ENG","DF",NA,22,61,37,60.655737704918,41,41,48.8,36,10,26,30,58,1
"Ozan Kabak","Liverpool","TUR","DF",NA,20,19,10,52.6315789473684,9,9,66.7,2,2,0,12,28,1
"Aboubakar Kamara","Fulham","MTN","FW","MF",25,2,2,100,5,5,0,6,0,6,1,0,0
"Harry Kane","Tottenham","ENG","FW",NA,27,22,12,54.5454545454545,26,26,30.8,28,11,17,11,40,0
"N'Golo Kanté","Chelsea","FRA","MF",NA,29,79,42,53.1645569620253,56,56,48.2,42,4,38,59,34,0
"Michael Keane","Everton","ENG","DF",NA,27,28,15,53.5714285714286,31,31,45.2,46,33,13,51,161,0
"Neeskens Kebano","Fulham","COD","FW","MF",28,0,0,NA,1,1,0,3,0,3,0,0,0
"Naby Keïta","Liverpool","GUI","MF",NA,25,11,5,45.4545454545455,17,17,41.2,10,0,10,9,6,0
"Martin Kelly","Crystal Palace","ENG","DF",NA,30,1,0,0,1,1,100,0,0,0,0,0,0
"Jonjoe Kenny","Everton","ENG","DF",NA,23,2,1,50,2,2,100,0,0,0,1,3,0
"Max Kilman","Wolves","ENG","DF",NA,23,21,14,66.6666666666667,14,14,57.1,17,8,9,19,46,0
"Mateusz Klich","Leeds United","POL","MF",NA,30,38,20,52.6315789473684,61,61,23,13,4,9,11,16,0
"Robin Koch","Leeds United","GER","DF","MF",24,27,16,59.2592592592593,19,19,52.6,18,12,6,27,34,2
"Terence Kongolo","Fulham","NED","DF",NA,26,3,2,66.6666666666667,1,1,100,0,0,0,2,3,0
"Ezri Konsa","Aston Villa","ENG","DF",NA,22,25,13,52,13,13,69.2,53,47,6,29,162,1
"Cheikhou Kouyaté","Crystal Palace","SEN","DF",NA,30,58,37,63.7931034482759,43,43,58.1,42,26,16,32,125,2
"Mateo Kovačić","Chelsea","CRO","MF",NA,26,46,28,60.8695652173913,32,32,53.1,18,1,17,15,11,2
"Emil Krafth","Newcastle Utd","SWE","DF",NA,25,19,8,42.1052631578947,25,25,48,15,9,6,15,52,2
"Filip Krovinović","West Brom","CRO","MF",NA,24,13,10,76.9230769230769,18,18,33.3,2,0,2,4,2,0
"Alexandre Lacazette","Arsenal","FRA","FW",NA,29,18,10,55.5555555555556,22,22,18.2,20,1,19,12,13,0
"Adam Lallana","Brighton","ENG","MF","FW",32,28,13,46.4285714285714,39,39,20.5,18,3,15,15,13,0
"Érik Lamela","Tottenham","ARG","FW","MF",28,17,9,52.9411764705882,21,21,38.1,11,1,10,6,2,0
"Tariq Lamptey","Brighton","GHA","DF","MF",19,17,9,52.9411764705882,13,13,46.2,8,1,7,19,12,1
"Manuel Lanzini","West Ham","ARG","MF","FW",27,9,2,22.2222222222222,10,10,30,9,0,9,7,5,0
"Aymeric Laporte","Manchester City","ESP","DF",NA,26,13,6,46.1538461538462,11,11,63.6,12,7,5,11,28,0
"Jamaal Lascelles","Newcastle Utd","ENG","DF",NA,26,14,7,50,6,6,50,27,17,10,12,86,0
"Maxime Le Marchand","Fulham","FRA","DF",NA,30,2,2,100,2,2,100,0,0,0,0,3,0
"Mario Lemina","Fulham","GAB","MF",NA,26,62,35,56.4516129032258,44,44,52.3,26,5,21,30,21,0
"Bernd Leno","Arsenal","GER","GK",NA,28,1,0,0,1,1,100,1,0,1,0,11,2
"Jamal Lewis","Newcastle Utd","NIR","DF",NA,22,37,20,54.0540540540541,38,38,42.1,21,7,14,11,44,1
"Victor Lindelöf","Manchester Utd","SWE","DF",NA,26,22,10,45.4545454545455,24,24,50,22,14,8,30,95,1
"Jesse Lingard","West Ham","ENG","MF","FW",27,12,6,50,14,14,35.7,7,1,6,4,0,0
"Jake Livermore","West Brom","ENG","MF",NA,30,33,18,54.5454545454545,31,31,45.2,21,6,15,16,26,0
"Diego Llorente","Leeds United","ESP","DF",NA,26,34,21,61.7647058823529,32,32,59.4,18,13,5,20,40,2
"Hugo Lloris","Tottenham","FRA","GK",NA,33,0,0,NA,1,1,0,0,0,0,0,10,1
"Giovani Lo Celso","Tottenham","ARG","MF",NA,24,28,22,78.5714285714286,29,29,34.5,12,1,11,7,5,0
"Ruben Loftus-Cheek","Fulham","ENG","MF","FW",24,25,14,56,23,23,30.4,20,2,18,7,18,0
"Kevin Long","Burnley","IRL","DF",NA,29,11,6,54.5454545454545,9,9,77.8,11,7,4,6,24,0
"Shane Long","Southampton","IRL","FW",NA,33,2,1,50,3,3,66.7,0,0,0,3,1,0
"Matthew Longstaff","Newcastle Utd","ENG","MF",NA,20,3,2,66.6666666666667,8,8,25,7,0,7,7,2,0
