"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Alessandro Deiola","Cagliari","ITA","MF",NA,24,0,0,0,0,5,1,20,0,0,24.1,1,10,7,3,0,0,0
"Alessandro Deiola","Cagliari","ITA","MF",NA,24,0,0,0,0,5,1,20,0,0,24.1,1,13,10,3,1,1,0
"Alessandro Deiola","Cagliari","ITA","MF",NA,24,0,0,0,0,6,1,16.7,0,0,22.6,0,10,7,3,0,0,0
"Alessandro Deiola","Cagliari","ITA","MF",NA,24,0,0,0,0,6,1,16.7,0,0,22.6,0,13,10,3,1,1,0
"Alessandro Deiola","Spezia","ITA","MF",NA,24,0,0,0,0,5,1,20,0,0,24.1,1,10,7,3,0,0,0
"Alessandro Deiola","Spezia","ITA","MF",NA,24,0,0,0,0,5,1,20,0,0,24.1,1,13,10,3,1,1,0
"Alessandro Deiola","Spezia","ITA","MF",NA,24,0,0,0,0,6,1,16.7,0,0,22.6,0,10,7,3,0,0,0
"Alessandro Deiola","Spezia","ITA","MF",NA,24,0,0,0,0,6,1,16.7,0,0,22.6,0,13,10,3,1,1,0
"Alessandro Di Pardo","Juventus","ITA","FW","DF",21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Alessandro Tripaldelli","Cagliari","ITA","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0
"Alessandro Tuia","Benevento","ITA","DF",NA,30,0,1,0,0,8,1,12.5,0.13,1,12,1,7,5,2,0,0,0
"Alessio Cragno","Cagliari","ITA","GK",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Alessio Romagnoli","Milan","ITA","DF",NA,25,1,2,0,0,15,3,20,0.07,0.33,7.2,0,14,11,3,2,2,0
"Álex Berenguer","Torino","ESP","MF",NA,25,0,0,0,0,2,2,100,0,0,16,0,3,1,2,1,1,0
"Alex Cordaz","Crotone","ITA","GK",NA,37,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,2,0,0,0
"Alex Ferrari","Sampdoria","ITA","DF",NA,26,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,9,7,2,1,1,0
"Alex Meret","Napoli","ITA","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Alex Sandro","Juventus","BRA","DF",NA,29,1,3,0,0,13,3,23.1,0.15,0.67,13.4,0,45,38,7,4,4,0
"Alexis Saelemaekers","Milan","BEL","FW",NA,21,4,6,0,0,28,7,25,0.07,0.29,18.4,0,86,66,20,9,7,2
"Alexis Sánchez","Inter","CHI","FW",NA,31,5,12,1,0,28,15,53.6,0.25,0.47,16.5,4,79,62,17,14,13,1
"Alfred Duncan","Cagliari","GHA","MF",NA,27,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,20,16,4,2,2,0
"Alfred Duncan","Cagliari","GHA","MF",NA,27,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,0,0,0
"Alfred Duncan","Fiorentina","GHA","MF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,20,16,4,2,2,0
"Alfred Duncan","Fiorentina","GHA","MF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,0,0,0
"Álvaro Morata","Juventus","ESP","FW",NA,27,9,20,1,1,55,23,41.8,0.18,0.43,11.7,0,72,55,17,15,12,3
"Amad Diallo","Atalanta","CIV","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Amadou Diambo","Benevento","GHA","FW",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Amadou Diawara","Roma","GUI","MF",NA,23,0,1,0,0,7,4,57.1,0.14,0.25,18.1,0,7,7,0,1,1,0
"Amer Gojak","Torino","BIH","MF","FW",23,1,2,0,0,8,3,37.5,0.13,0.33,19.5,0,18,9,9,2,0,2
"Amir Rrahmani","Napoli","KVX","DF",NA,26,0,1,0,0,5,2,40,0.2,0.5,10.6,0,6,3,3,2,0,2
"Andrea Adorante","Parma","ITA","FW",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andrea Belotti","Torino","ITA","FW",NA,26,6,19,5,4,102,35,34.3,0.09,0.26,17.7,8,123,56,67,16,6,10
"Andrea Carboni","Cagliari","ITA","DF",NA,19,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,9,7,2,2,1,1
"Andrea Consigli","Sassuolo","ITA","GK",NA,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,1,1,0
"Andrea Conti","Milan","ITA","DF",NA,26,0,0,0,0,5,2,40,0,0,12.8,0,12,11,1,0,0,0
"Andrea Conti","Milan","ITA","DF",NA,26,0,0,0,0,5,2,40,0,0,12.8,0,3,3,0,0,0,0
"Andrea Conti","Parma","ITA","DF",NA,26,0,0,0,0,5,2,40,0,0,12.8,0,12,11,1,0,0,0
"Andrea Conti","Parma","ITA","DF",NA,26,0,0,0,0,5,2,40,0,0,12.8,0,3,3,0,0,0,0
"Andrea Danzi","Hellas Verona","ITA","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andrea Favilli","Hellas Verona","ITA","FW",NA,23,0,2,0,0,13,4,30.8,0.15,0.5,13.3,0,7,6,1,1,1,0
"Andrea Masiello","Genoa","ITA","DF",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,19,17,2,0,0,0
"Andrea Petagna","Napoli","ITA","FW",NA,25,3,7,0,0,24,10,41.7,0.17,0.4,11.2,0,41,33,8,4,3,1
"Andrea Pinamonti","Inter","ITA","FW",NA,21,0,1,0,0,4,2,50,0.25,0.5,14.3,0,4,3,1,2,1,1
"Andrea Poli","Bologna","ITA","MF",NA,30,0,1,0,0,3,2,66.7,0.33,0.5,10.8,0,15,13,2,1,1,0
"Andrea Ranocchia","Inter","ITA","DF",NA,32,1,1,0,0,9,2,22.2,0,0,7.6,0,7,4,3,1,0,1
"Andrea Rispoli","Crotone","ITA","DF",NA,31,0,0,0,0,4,1,25,0,0,23.1,0,15,13,2,0,0,0
"Andreas Cornelius","Parma","DEN","FW",NA,27,4,5,0,0,30,7,23.3,0.03,0.14,12.3,0,46,38,8,6,5,1
"Andreas Pereira","Lazio","BRA","FW","MF",24,2,3,0,0,14,5,35.7,0.07,0.2,21.6,0,18,10,8,2,2,0
"Andreas Skov Olsen","Bologna","DEN","FW","DF",20,3,5,0,0,30,10,33.3,0.07,0.2,19.5,2,40,30,10,2,2,0
"Andrés Tello","Benevento","COL","DF","MF",23,0,1,0,0,7,3,42.9,0.14,0.33,15.9,0,3,3,0,0,0,0
"Andrey Galabinov","Spezia","BUL","FW",NA,31,1,4,1,0,7,3,42.9,0.43,1,12.4,0,6,6,0,2,2,0
"Andri Fannar Baldursson","Bologna","ISL","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,1,1,0
"Angelo da Costa Júnior","Bologna","BRA","GK",NA,36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ante Rebić","Milan","CRO","FW",NA,26,4,15,0,0,43,23,53.5,0.26,0.48,14.5,0,69,50,19,13,7,6
"Antonín Barák","Hellas Verona","CZE","MF",NA,25,3,10,0,0,45,16,35.6,0.16,0.44,15.9,1,56,50,6,7,5,2
"Antonino La Gumina","Sampdoria","ITA","FW",NA,24,0,0,0,0,11,1,9.1,0,0,15.9,0,2,1,1,1,0,1
"Antonio Barreca","Fiorentina","ITA","DF",NA,25,0,0,0,0,2,1,50,0,0,14.8,0,2,2,0,1,1,0
"Antonio Candreva","Sampdoria","ITA","MF",NA,33,8,13,2,2,55,18,32.7,0.05,0.17,22.8,4,118,71,47,15,9,6
"Antonio Cioffi","Napoli","ITA","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Antonio Mazzotta","Crotone","ITA","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Antonio Mirante","Roma","ITA","GK",NA,37,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,2,2,0
"Antonio Palumbo","Sampdoria","ITA","MF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Antonio Raimondo","Bologna","ITA","FW",NA,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Antonio Sanabria","Torino","PAR","FW",NA,24,1,6,0,0,20,11,55,0.25,0.45,14.9,0,20,17,3,2,2,0
"Ardian Ismajli","Spezia","ALB","DF",NA,23,1,2,0,0,6,1,16.7,0.17,1,12.7,0,9,5,4,4,1,3
"Arkadiusz Reca","Crotone","POL","DF",NA,25,3,5,0,0,30,7,23.3,0.07,0.29,19.9,0,55,35,20,13,3,10
"Armando Izzo","Torino","ITA","DF",NA,28,0,2,0,0,17,3,17.6,0.12,0.67,9.4,0,35,24,11,0,0,0
"Arthur Melo","Juventus","BRA","MF",NA,23,0,1,0,0,3,1,33.3,0.33,1,25,0,25,24,1,0,0,0
"Artur Ioniță","Benevento","MDA","MF",NA,29,0,2,0,0,23,7,30.4,0.09,0.29,19.9,0,28,24,4,4,3,1
"Arturo Calabresi","Bologna","ITA","DF","FW",24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Arturo Calabresi","Bologna","ITA","DF","FW",24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Arturo Calabresi","Cagliari","ITA","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Arturo Calabresi","Cagliari","ITA","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Arturo Vidal","Inter","CHI","MF",NA,33,1,2,0,0,21,3,14.3,0.05,0.33,15.2,0,30,27,3,3,3,0
"Ashley Young","Inter","ENG","DF",NA,35,4,5,0,0,15,5,33.3,0.07,0.2,17.7,1,44,33,11,4,4,0
"Augustus Kargbo","Crotone","SLE","FW",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bartłomiej Drągowski","Fiorentina","POL","GK",NA,22,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,1,1
"Bartosz Bereszyński","Sampdoria","POL","DF",NA,28,0,1,0,0,3,1,33.3,0.33,1,17.1,0,37,27,10,1,1,0
"Bastos","Lazio","ANG","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Berat Djimsiti","Atalanta","ALB","DF",NA,27,3,3,0,0,20,1,5,0,0,11.2,0,40,32,8,7,4,3
"Borja Mayoral","Roma","ESP","FW",NA,23,3,13,0,0,40,15,37.5,0.25,0.67,14.6,0,50,36,14,7,3,4
"Borja Valero","Fiorentina","ESP","MF","FW",35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,9,3,1,0,1
"Bosko Sutalo","Atalanta","CRO","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Botond Balogh","Parma","HUN","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Brahim Díaz","Milan","MAR","MF","FW",20,3,7,0,0,26,8,30.8,0.15,0.5,16.8,0,48,29,19,10,7,3
"Bram Nuytinck","Udinese","NED","DF",NA,30,0,1,0,0,4,2,50,0.25,0.5,16.8,0,7,6,1,0,0,0
"Brian Oddei","Sassuolo","ITA","FW","MF",17,2,2,0,0,2,1,50,0,0,15,0,6,3,3,4,3,1
"Bruno Alves","Parma","POR","DF",NA,38,0,1,0,0,10,3,30,0.1,0.33,23.5,3,9,7,2,0,0,0
"Bruno Peres","Roma","BRA","DF",NA,30,2,3,0,0,12,6,50,0.08,0.17,17.8,0,42,35,7,4,4,0
"Bryan Cristante","Roma","ITA","DF","MF",25,3,4,0,0,28,8,28.6,0.04,0.13,19,1,41,35,6,8,7,1
"Bryan Dabo","Benevento","BFA","MF",NA,28,0,0,0,0,12,2,16.7,0,0,19.4,0,23,22,1,2,2,0
"Bryan Reynolds","Roma","USA","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Carles Pérez","Roma","ESP","MF","FW",22,1,3,0,0,23,8,34.8,0.09,0.25,16.9,0,33,13,20,5,0,5
"Carlo Pinsoglio","Juventus","ITA","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Chaka Traorè","Parma","CIV","FW","DF",15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Charalambos Lykogiannis","Cagliari","GRE","DF",NA,26,2,6,0,0,28,7,25,0.14,0.57,21,9,33,21,12,2,2,0
"Chris Smalling","Roma","ENG","DF",NA,30,1,1,0,0,7,1,14.3,0,0,10.5,0,5,4,1,1,1,0
"Christian Eriksen","Inter","DEN","MF",NA,28,0,3,0,0,30,12,40,0.1,0.25,23.5,7,59,34,25,2,2,0
"Christian Kouamé","Fiorentina","CIV","FW",NA,22,1,2,0,0,17,6,35.3,0.06,0.17,10.6,0,19,16,3,2,1,1
"Christian Maggio","Benevento","ITA","DF",NA,38,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Christian Oliva","Cagliari","URU","MF",NA,24,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,1,1,0
"Christian Pastina","Benevento","ITA","DF",NA,19,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,1,0
"Ciprian Tătărușanu","Milan","ROU","GK",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ciro Immobile","Lazio","ITA","FW",NA,30,6,26,8,4,112,44,39.3,0.14,0.36,16.5,0,118,86,32,15,8,7
"Claudio Terzi","Spezia","ITA","DF",NA,36,1,2,0,0,5,2,40,0.2,0.5,10,0,13,10,3,2,2,0
"Cristian Ansaldi","Torino","ARG","DF","FW",33,6,7,1,1,17,6,35.3,0,0,23.5,4,72,43,29,8,7,1
"Cristian Dell'Orco","Spezia","ITA","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Cristian Romero","Atalanta","ARG","DF",NA,22,2,4,0,0,14,7,50,0.14,0.29,11.1,0,28,21,7,5,3,2
"Cristián Zapata","Genoa","COL","DF",NA,33,0,0,0,0,3,2,66.7,0,0,15.4,0,4,2,2,0,0,0
"Cristiano Biraghi","Fiorentina","ITA","DF",NA,27,5,6,0,0,25,6,24,0.04,0.17,20.5,7,92,44,48,10,8,2
"Cristiano Piccini","Atalanta","ITA","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Cristiano Ronaldo","Juventus","POR","FW",NA,35,2,31,8,6,160,61,38.1,0.14,0.38,18.5,17,122,66,56,16,7,9
"Cristóbal Montiel","Fiorentina","ESP","MF","FW",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Daam Foulon","Benevento","BEL","DF",NA,21,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,10,8,2,1,0,1
"Daan Dierckx","Parma","BEL","DF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Daniel Bessa","Hellas Verona","ITA","MF",NA,27,2,2,0,0,8,4,50,0,0,17.1,0,19,15,4,3,3,0
"Daniel Fuzato","Roma","BRA","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Daniel Maldini","Milan","ITA","FW","DF",18,0,0,0,0,1,1,100,0,0,17.1,0,3,1,2,0,0,0
"Daniele Baselli","Torino","ITA","MF",NA,28,0,0,0,0,5,2,40,0,0,24.7,2,14,9,5,1,1,0
"Daniele Padelli","Inter","ITA","GK",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Daniele Rugani","Cagliari","ITA","DF",NA,26,1,2,0,0,3,1,33.3,0.33,1,8.3,0,4,3,1,1,1,0
"Daniele Verde","Spezia","ITA","FW",NA,24,1,7,0,0,33,15,45.5,0.18,0.4,18.4,0,26,22,4,2,2,0
"Danilo","Juventus","BRA","DF","MF",29,4,5,0,0,19,2,10.5,0.05,0.5,22.6,0,66,61,5,5,5,0
"Danilo Cataldi","Lazio","ITA","MF",NA,25,0,0,0,0,6,2,33.3,0,0,20.9,0,16,13,3,1,1,0
"Danilo D'Ambrosio","Inter","ITA","DF",NA,31,0,3,0,0,8,6,75,0.38,0.5,11.2,0,9,5,4,0,0,0
"Danilo Larangeira","Bologna","BRA","DF",NA,36,1,1,0,0,16,2,12.5,0,0,12,0,13,8,5,2,1,1
"Darko Lazović","Hellas Verona","SRB","DF","MF",29,6,9,0,0,32,11,34.4,0.09,0.27,17.8,2,66,54,12,7,7,0
"David Ospina","Napoli","COL","GK",NA,31,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,0,1
"Davide Angelo Ghislandi","Atalanta","ITA","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Davide Biraschi","Genoa","ITA","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Davide Calabria","Milan","ITA","DF",NA,23,1,3,0,0,24,7,29.2,0.08,0.29,22.1,0,55,43,12,6,3,3
"Davide Faraoni","Hellas Verona","ITA","DF",NA,28,7,11,0,0,34,9,26.5,0.12,0.44,13.8,0,49,37,12,8,6,2
"Davide Santon","Roma","ITA","DF",NA,29,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,10,8,2,0,0,0
"Davide Zappacosta","Genoa","ITA","DF",NA,28,2,6,0,0,41,13,31.7,0.1,0.31,20,0,50,29,21,11,4,7
"Dejan Kulusevski","Juventus","SWE","MF","FW",20,3,7,0,0,34,7,20.6,0.12,0.57,15.1,0,97,74,23,7,5,2
"Denis Drăguș","Crotone","ROU","FW","MF",21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0
"Denis Vavro","Lazio","SVK","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Dennis Man","Parma","ROU","FW","MF",21,1,3,0,0,19,6,31.6,0.11,0.33,15.5,0,20,14,6,4,3,1
"Destiny Udogie","Hellas Verona","ITA","DF","MF",17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Diego Demme","Napoli","GER","MF",NA,28,3,5,0,0,14,6,42.9,0.14,0.33,16.3,0,34,31,3,2,2,0
"Diego Farias","Spezia","BRA","FW",NA,30,2,6,0,0,32,10,31.3,0.13,0.4,16.9,2,59,46,13,4,2,2
"Diego Godín","Cagliari","URU","DF",NA,34,0,1,0,0,12,4,33.3,0.08,0.25,10.9,0,24,22,2,2,2,0
"Diogo Dalot","Milan","POR","DF",NA,21,1,2,0,0,10,5,50,0.1,0.2,21.4,0,21,16,5,2,2,0
"Djavan Anderson","Lazio","NED","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Domenico Berardi","Sassuolo","ITA","FW",NA,25,7,24,8,7,105,32,30.5,0.1,0.31,21.7,10,151,100,51,18,11,7
"Domenico Criscito","Genoa","ITA","DF",NA,33,0,1,1,1,5,1,20,0,0,29.2,0,20,18,2,1,0,1
"Douglas Costa","Juventus","BRA","MF","FW",29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,0
"Dries Mertens","Napoli","BEL","FW","MF",33,8,17,0,0,54,19,35.2,0.17,0.47,18.1,6,62,50,12,10,8,2
"Drissa Camara","Parma","CIV","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Dušan Vlahović","Fiorentina","SRB","FW",NA,20,3,24,6,6,80,33,41.3,0.19,0.45,14.9,1,52,32,20,7,3,4
"Duván Zapata","Atalanta","COL","FW",NA,29,9,24,1,1,98,38,38.8,0.14,0.37,13.6,0,105,80,25,15,13,2
"Ebrima Colley","Hellas Verona","GAM","MF","FW",20,0,1,0,0,17,7,41.2,0.06,0.14,14.9,0,23,17,6,0,0,0
"Ebrima Darboe","Roma","GAM","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,10,0,0,0,0
"Eddie Salcedo","Hellas Verona","ITA","MF","FW",18,0,2,0,0,22,10,45.5,0.09,0.2,15,0,12,9,3,2,1,1
"Edin Džeko","Roma","BIH","FW",NA,34,3,10,1,0,69,24,34.8,0.1,0.29,13.1,0,64,46,18,8,6,2
"Edoardo Bove","Roma","ITA","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0
"Edoardo Goldaniga","Genoa","ITA","DF",NA,26,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,13,13,0,3,3,0
"Edoardo Vergani","Bologna","ITA","FW",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Eduardo Henrique","Crotone","BRA","MF",NA,25,0,1,0,0,9,1,11.1,0.11,1,18.3,0,11,8,3,0,0,0
"Eldor Shomurodov","Genoa","UZB","FW",NA,25,1,9,0,0,39,17,43.6,0.21,0.47,14.5,0,48,32,16,6,4,2
"Elif Elmas","Napoli","MKD","MF","FW",20,1,3,0,0,13,6,46.2,0.15,0.33,16.8,0,23,18,5,6,2,4
"Elio Capradossi","Spezia","UGA","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Elseid Hysaj","Napoli","ALB","DF",NA,26,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,39,35,4,4,4,0
"Emanuel Vignato","Bologna","ITA","FW","MF",19,4,5,0,0,23,8,34.8,0.04,0.13,20.2,1,50,30,20,6,5,1
"Emil Audero","Sampdoria","ITA","GK",NA,23,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,2,1,1,0
"Emmanuel Gyasi","Spezia","GHA","FW",NA,26,6,10,0,0,29,15,51.7,0.14,0.27,12.3,0,65,56,9,10,9,1
"Emmanuel Rivière","Crotone","FRA","FW",NA,30,1,2,0,0,12,4,33.3,0.08,0.25,15.1,0,11,8,3,4,3,1
"Erick Pulgar","Fiorentina","CHI","MF",NA,26,3,4,0,0,16,3,18.8,0.06,0.33,24.6,4,43,24,19,5,1,4
"Ernesto Torregrossa","Sampdoria","VEN","FW",NA,28,0,1,0,0,4,2,50,0.25,0.5,10.6,0,6,3,3,0,0,0
"Fabián Ruiz Peña","Napoli","ESP","MF",NA,24,1,4,0,0,43,15,34.9,0.07,0.2,22.5,1,112,96,16,12,9,3
"Fabio Depaoli","Atalanta","ITA","DF",NA,23,0,0,0,0,8,2,25,0,0,20.3,0,3,3,0,0,0,0
"Fabio Depaoli","Atalanta","ITA","DF",NA,23,0,0,0,0,8,2,25,0,0,20.3,0,15,9,6,1,0,1
"Fabio Depaoli","Atalanta","ITA","DF",NA,23,0,0,0,0,8,2,25,0,0,20.3,0,2,1,1,0,0,0
"Fabio Depaoli","Atalanta","ITA","DF",NA,23,0,0,0,0,2,1,50,0,0,16.5,0,3,3,0,0,0,0
"Fabio Depaoli","Atalanta","ITA","DF",NA,23,0,0,0,0,2,1,50,0,0,16.5,0,15,9,6,1,0,1
