"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Cole Palmer","Manchester City","ENG","MF","FW",20,2002,14,370,26,10.8,2,90,2,12,16,2.64,3,4,20000,1040000
"Conor Coady","Everton","ENG","DF",NA,29,1993,24,2096,87,61.3,23,90,22,1,36,1,16,28,55000,2860000
"Conor Gallagher","Chelsea","ENG","MF",NA,22,2000,35,1621,46,47.4,18,73,8,17,18,1.23,15,22,50000,2600000
"Cristian Romero","Tottenham","ARG","DF",NA,24,1998,27,2364,88,69.1,26,90,24,1,32,1.59,46,41,165000,8580000
"Cristiano Ronaldo","Manchester Utd","POR","FW",NA,37,1985,10,525,53,15.4,4,85,3,6,31,1.9,6,8,515000,26780000
"Crysencio Summerville","Leeds United","NED","FW",NA,20,2001,28,1426,51,41.7,12,82,7,16,28,0.86,19,38,15000,780000
"Curtis Jones","Liverpool","ENG","MF",NA,21,2001,18,1035,58,30.3,12,78,2,6,18,1.94,23,15,15000,780000
"Dan Burn","Newcastle Utd","ENG","DF",NA,30,1992,38,3111,82,91,35,87,27,3,17,1.87,64,30,35000,1820000
"Dango Ouattara","Bournemouth","BFA","MF","FW",20,2002,19,1241,65,36.3,15,78,7,4,17,1.21,13,23,35000,1820000
"Daniel Amartey","Leicester City","GHA","DF",NA,27,1994,20,1610,81,47.1,18,87,16,2,22,0.8,20,27,20000,1040000
"Daniel James","Leeds United","WAL","FW",NA,24,1997,4,198,50,5.8,2,64,0,2,36,1.25,5,2,50000,2600000
"Daniel James","Fulham","WAL","FW",NA,24,1997,20,621,31,18.2,5,74,1,15,17,0.95,9,16,50000,2600000
"Daniel Podence","Wolves","POR","FW","MF",26,1995,32,1771,55,51.8,20,74,8,12,24,0.81,13,31,60000,3120000
"Danilo","Nott'ham Forest","BRA","MF",NA,21,2001,13,976,75,28.5,12,78,5,1,46,1.23,17,17,30000,1560000
"Danny Ings","Aston Villa","ENG","FW",NA,30,1992,18,824,46,24.1,8,80,3,10,19,1.33,9,13,125000,6500000
"Danny Ings","West Ham","ENG","FW",NA,30,1992,17,775,46,22.7,7,79,1,10,22,1.24,11,13,125000,6500000
"Danny Welbeck","Brighton","ENG","FW",NA,31,1990,31,1854,60,54.2,21,76,7,10,26,1.68,36,28,55000,2860000
"Darwin Núñez","Liverpool","URU","FW",NA,23,1999,29,1695,58,49.6,19,78,5,10,21,1.9,35,22,140000,7280000
"David Brooks","Bournemouth","WAL","FW","MF",25,1997,6,173,29,5.1,2,55,0,4,16,0,0,4,50000,2600000
"David Datro Fofana","Chelsea","CIV","FW",NA,19,2002,3,70,23,2,1,45,0,2,13,0.33,1,1,30000,1560000
"Davinson Sánchez","Tottenham","COL","DF",NA,26,1996,18,858,48,25.1,8,81,5,10,21,1.5,18,17,65000,3380000
"Declan Rice","West Ham","ENG","MF",NA,23,1999,37,3273,88,95.7,36,90,36,1,33,1.08,42,50,60000,3120000
"Dejan Kulusevski","Tottenham","SWE","MF","FW",22,2000,30,2067,69,60.4,23,81,5,7,28,1.6,42,40,110000,5720000
"Demarai Gray","Everton","JAM","FW","MF",26,1996,33,2507,76,73.3,27,86,16,6,30,0.79,20,39,25000,1300000
"Denis Zakaria","Chelsea","SUI","MF",NA,25,1996,7,411,59,12,5,72,1,2,26,1,5,5,90000,4680000
"Deniz Undav","Brighton","GER","FW","MF",26,1996,22,628,29,18.4,6,71,0,16,13,1.41,14,9,20000,1040000
"Dennis Praet","Leicester City","BEL","MF","FW",28,1994,22,649,30,19,6,49,0,16,22,1.18,9,10,75000,3900000
"Diego Carlos","Aston Villa","BRA","DF",NA,29,1993,3,205,68,6,2,90,1,1,26,1,2,3,1e+05,5200000
"Diego Costa","Wolves","ESP","FW",NA,33,1988,23,1241,54,36.3,16,68,1,7,22,1.26,15,17,50000,2600000
"Diego Llorente","Leeds United","ESP","DF",NA,28,1993,8,649,81,19,7,90,7,1,19,1,11,12,45000,2340000
"Diogo Dalot","Manchester Utd","POR","DF",NA,23,1999,26,2154,83,63,24,89,21,2,13,1.77,32,34,25000,1300000
"Diogo Jota","Liverpool","POR","FW",NA,25,1996,22,1131,51,33.1,12,76,2,10,22,1.95,24,19,140000,7280000
"Dominic Calvert-Lewin","Everton","ENG","FW",NA,25,1997,17,1165,69,34.1,15,75,4,2,20,0.82,12,22,1e+05,5200000
"Dominic Solanke","Bournemouth","ENG","FW","MF",24,1997,33,2860,87,83.6,32,88,19,1,45,1.15,35,52,50000,2600000
"Donny van de Beek","Manchester Utd","NED","MF",NA,25,1997,7,167,24,4.9,2,55,0,5,12,1.71,3,3,120000,6240000
"Douglas Luiz","Aston Villa","BRA","MF",NA,24,1998,37,2927,79,85.6,33,86,23,4,23,1.57,46,33,75000,3900000
"Duje Ćaleta-Car","Southampton","CRO","DF",NA,25,1996,13,946,73,27.7,9,86,7,4,44,0.69,8,15,40000,2080000
"Dwight McNeil","Everton","ENG","FW","MF",22,1999,36,2498,69,73,28,83,19,8,22,0.97,26,46,25000,1300000
"Eberechi Eze","Crystal Palace","ENG","MF","FW",24,1998,38,2636,69,77.1,30,82,15,8,23,1.18,38,35,30000,1560000
"Eddie Nketiah","Arsenal","ENG","FW",NA,23,1999,30,1089,36,31.8,9,90,8,21,13,2.07,26,16,1e+05,5200000
"Edouard Mendy","Chelsea","SEN","GK",NA,30,1992,10,855,86,25,9,90,9,1,45,1.1,11,14,55000,2860000
"Elliot Anderson","Newcastle Utd","ENG","MF","FW",19,2002,22,410,19,12,3,58,0,19,12,1.82,8,7,30000,1560000
"Ellis Simms","Everton","ENG","FW",NA,21,2001,11,228,21,6.7,2,65,0,9,11,0.73,3,4,7000,364000
"Emerson","Tottenham","BRA","DF",NA,23,1999,26,1735,67,50.7,20,82,12,6,15,1.73,34,26,40000,2080000
"Emerson Palmieri","West Ham","ITA","DF",NA,27,1994,22,1320,60,38.6,16,79,9,6,9,1.18,15,28,95000,4940000
"Emi Buendía","Aston Villa","ARG","MF","FW",25,1996,38,2412,63,70.5,27,79,8,11,26,1.61,40,34,75000,3900000
"Emmanuel Dennis","Nott'ham Forest","NGA","FW","MF",24,1997,19,720,38,21.1,6,72,0,13,22,0.26,7,17,40000,2080000
"Eric Dier","Tottenham","ENG","DF",NA,28,1994,33,2818,85,82.4,31,90,30,2,19,1.73,62,52,85000,4420000
"Erling Haaland","Manchester City","NOR","FW",NA,22,2000,35,2769,79,81,33,83,21,2,22,2.37,84,26,375000,19500000
"Evan Ferguson","Brighton","IRL","FW",NA,17,2004,19,950,50,27.8,10,70,1,9,28,1.63,21,12,3000,156000
"Ezri Konsa","Aston Villa","ENG","DF",NA,24,1997,38,3322,87,97.1,37,90,36,1,1,1.61,49,45,30000,1560000
"Fabinho","Liverpool","BRA","MF",NA,28,1993,36,2671,74,78.1,31,82,20,5,23,1.78,59,34,180000,9360000
"Fabio Carvalho","Liverpool","POR","MF","FW",19,2002,13,347,27,10.1,4,52,0,9,16,1.69,10,3,40000,2080000
"Fabio Vieira","Arsenal","POR","MF","FW",22,2000,22,514,23,15,3,76,0,19,15,2.09,13,5,45000,2340000
"Facundo Buonanotte","Brighton","ARG","FW","MF",17,2004,13,565,43,16.5,6,69,1,7,22,1.54,11,12,15000,780000
"Felipe","Nott'ham Forest","BRA","DF",NA,33,1989,16,1418,89,41.5,15,89,13,1,84,0.81,20,32,80000,4160000
"Flynn Downes","West Ham","ENG","MF",NA,23,1999,21,762,36,22.3,7,82,2,14,14,1.19,2,14,25000,1300000
"Frank Onyeka","Brentford","NGA","MF",NA,24,1998,21,848,40,24.8,8,65,0,13,25,1.71,12,11,25000,1300000
"Fraser Forster","Tottenham","ENG","GK",NA,34,1988,14,1215,87,35.5,13,90,13,1,45,1.29,26,24,75000,3900000
"Fred","Manchester Utd","BRA","MF",NA,29,1993,35,1249,36,36.5,12,74,6,23,16,1.97,24,22,120000,6240000
"Gabriel Jesus","Arsenal","BRA","FW",NA,25,1997,26,2064,79,60.4,24,84,11,2,20,2.23,53,23,265000,13780000
"Gabriel Martinelli","Arsenal","BRA","FW",NA,21,2001,36,2789,77,81.5,34,80,16,2,28,2.25,72,33,70000,3640000
"Georginio Rutter","Leeds United","FRA","FW","MF",20,2002,11,273,25,8,1,67,0,10,21,0.45,3,9,70000,3640000
"Gianluca Scamacca","West Ham","ITA","FW",NA,23,1999,16,926,58,27.1,11,73,3,5,24,0.88,9,12,90000,4680000
"Gonçalo Guedes","Wolves","POR","FW","MF",25,1996,13,707,54,20.7,8,71,1,5,27,0.77,4,12,90000,4680000
"Granit Xhaka","Arsenal","SUI","MF",NA,29,1992,37,2993,81,87.5,36,83,24,1,7,2.24,75,35,120000,6240000
"Gustavo Scarpa","Nott'ham Forest","BRA","MF","FW",28,1994,6,181,30,5.3,2,55,0,4,18,1.17,1,1,30000,1560000
"Hakim Ziyech","Chelsea","MAR","FW","MF",29,1993,18,661,37,19.3,6,76,2,12,17,0.78,6,7,1e+05,5200000
"Hamed Junior Traorè","Bournemouth","CIV","FW","MF",22,2000,7,427,61,12.5,5,75,1,2,26,1,3,8,45000,2340000
"Harrison Reed","Fulham","ENG","MF",NA,27,1995,37,2866,77,83.8,35,81,17,2,23,1.41,48,44,30000,1560000
"Harry Maguire","Manchester Utd","ENG","DF",NA,29,1993,16,767,48,22.4,8,90,8,8,6,2.5,15,7,190000,9880000
"Harry Souttar","Leicester City","AUS","DF",NA,23,1998,12,992,83,29,11,90,11,1,2,0.67,13,19,40000,2080000
"Harry Toffolo","Nott'ham Forest","ENG","DF",NA,26,1995,19,940,49,27.5,9,86,7,10,16,1,7,17,15000,780000
"Harry Wilson","Fulham","WAL","FW",NA,25,1997,29,1100,38,32.2,13,69,1,16,13,1.31,21,15,35000,1820000
"Harvey Barnes","Leicester City","ENG","FW","MF",24,1997,34,2711,80,79.3,32,83,21,2,27,0.88,41,51,40000,2080000
"Harvey Elliott","Liverpool","ENG","MF","FW",19,2003,32,1613,50,47.2,18,72,4,14,22,1.66,36,20,40000,2080000
"Hugo Bueno","Wolves","ESP","DF",NA,19,2002,21,1310,62,38.3,16,75,7,5,21,1.05,12,29,5000,260000
"Hwang Hee-chan","Wolves","KOR","FW","MF",26,1996,27,1130,42,33,12,66,1,15,23,1.15,12,18,30000,1560000
"Ibrahima Diallo","Southampton","FRA","MF",NA,23,1999,18,819,46,23.9,11,67,4,7,12,0.83,5,19,55000,2860000
"Ibrahima Konaté","Liverpool","FRA","DF",NA,23,1999,18,1552,86,45.4,17,90,17,1,22,1.72,34,22,70000,3640000
"Idrissa Gana Gueye","Everton","SEN","MF",NA,32,1989,33,2577,78,75.4,32,80,14,1,29,1,25,45,80000,4160000
"İlkay Gündoğan","Manchester City","GER","MF",NA,31,1990,31,2353,76,68.8,27,85,17,4,15,2.39,71,20,140000,7280000
"Issa Diop","Fulham","FRA","DF",NA,25,1997,25,2012,80,58.8,21,89,19,4,34,1.28,33,26,70000,3640000
"Ivan Perišić","Tottenham","CRO","DF","MF",33,1989,34,2108,62,61.6,23,83,10,11,18,1.41,40,44,180000,9360000
"Jack Colback","Nott'ham Forest","ENG","MF",NA,32,1989,11,497,45,14.5,4,77,2,7,27,1.36,3,11,15000,780000
"Jack Grealish","Manchester City","ENG","FW",NA,26,1995,28,2055,73,60.1,23,83,11,5,31,2.64,63,16,3e+05,15600000
"Jack Harrison","Leeds United","ENG","FW","MF",25,1996,36,2708,75,79.2,34,78,11,2,27,0.86,35,55,50000,2600000
"Jack Stacey","Bournemouth","ENG","DF",NA,26,1996,10,299,30,8.7,3,75,2,7,11,1.1,1,10,30000,1560000
"Jack Stephens","Bournemouth","ENG","DF",NA,28,1994,15,1173,78,34.3,13,90,13,2,2,1.4,16,22,45000,2340000
"Jacob Murphy","Newcastle Utd","ENG","FW",NA,27,1995,36,1251,35,36.6,14,67,1,22,14,1.86,29,12,35000,1820000
"Jacob Ramsey","Aston Villa","ENG","MF","FW",21,2001,35,2636,75,77.1,31,82,16,4,26,1.63,40,33,70000,3640000
"Jadon Sancho","Manchester Utd","ENG","FW","MF",22,2000,26,1686,65,49.3,21,74,4,5,28,1.92,30,18,350000,18200000
"Jaidon Anthony","Bournemouth","ENG","MF","FW",22,1999,30,1257,42,36.8,11,76,4,19,22,0.97,9,29,10000,520000
"Jakub Kiwior","Arsenal","POL","DF",NA,22,2000,7,427,61,12.5,5,82,3,2,8,1.86,10,6,58000,3016000
"Jamaal Lascelles","Newcastle Utd","ENG","DF",NA,28,1993,7,218,31,6.4,2,90,2,5,8,1.89,2,5,40000,2080000
"James Bree","Southampton","ENG","DF",NA,24,1997,5,367,73,10.7,4,84,2,1,32,0.2,6,12,10000,520000
"James Garner","Everton","ENG","MF","DF",21,2001,16,804,50,23.5,7,88,6,9,21,0.88,12,13,30000,1560000
"James Maddison","Leicester City","ENG","MF","FW",25,1996,30,2480,83,72.5,28,86,21,2,34,0.93,41,54,110000,5720000
"James Milner","Liverpool","ENG","MF","DF",36,1986,31,913,29,26.7,7,77,3,24,16,1.84,17,12,60000,3120000
"James Tomkins","Crystal Palace","ENG","DF",NA,33,1989,6,338,56,9.9,3,79,2,3,34,0.67,2,8,50000,2600000
"Jamie Vardy","Leicester City","ENG","FW",NA,35,1987,37,1857,50,54.3,19,74,6,18,26,0.92,24,38,140000,7280000
"Jan Bednarek","Aston Villa","POL","DF",NA,26,1996,3,100,33,2.9,1,45,0,2,28,1.33,0,1,60000,3120000
"Jan Paul van Hecke","Brighton","NED","DF",NA,22,2000,8,295,37,8.6,3,86,2,5,8,1.5,3,7,5000,260000
"Japhet Tanganga","Tottenham","ENG","DF",NA,23,1999,4,146,37,4.3,2,71,0,2,3,1.25,2,5,25000,1300000
"Jarrod Bowen","West Ham","ENG","FW","MF",25,1996,38,3233,85,94.5,36,89,30,2,19,1.05,40,50,60000,3120000
"Jean-Philippe Mateta","Crystal Palace","FRA","FW",NA,25,1997,29,770,27,22.5,6,65,0,23,17,1.1,5,10,50000,2600000
"Jeffrey Schlupp","Crystal Palace","GHA","MF","FW",29,1992,34,2531,74,74,30,81,11,4,23,1.18,33,38,50000,2600000
"Jeremy Sarmiento","Brighton","ECU","MF",NA,20,2002,9,176,20,5.1,1,61,0,8,14,2.33,9,2,10000,520000
"Jesse Lingard","Nott'ham Forest","ENG","FW","MF",29,1992,17,923,54,27,12,70,2,5,16,0.71,8,17,80000,4160000
"João Cancelo","Manchester City","POR","DF",NA,28,1994,17,1274,75,37.3,16,78,10,1,23,2.24,36,15,250000,1.3e+07
"João Félix","Chelsea","POR","FW","MF",22,1999,16,941,59,27.5,11,75,3,5,22,0.88,11,15,195000,10140000
"João Gomes","Wolves","BRA","MF",NA,21,2001,11,653,59,19.1,7,80,4,4,23,1.18,10,18,30000,1560000
"João Moutinho","Wolves","POR","MF",NA,35,1986,31,1780,57,52,20,74,6,11,27,1.16,12,28,1e+05,5200000
"Joe Aribo","Southampton","NGA","MF","FW",26,1996,21,1224,58,35.8,13,77,3,8,28,0.57,13,24,70000,3640000
"Joe Gelhardt","Leeds United","ENG","FW",NA,20,2002,15,212,14,6.2,1,58,0,14,11,0.8,6,3,15000,780000
"Joe Gomez","Liverpool","ENG","DF",NA,25,1997,21,1466,70,42.9,15,90,15,6,19,1.67,28,16,85000,4420000
"Joe Rothwell","Bournemouth","ENG","MF",NA,27,1995,20,1016,51,29.7,12,71,3,8,20,1.1,16,15,8000,416000
"Joe Willock","Newcastle Utd","ENG","MF",NA,22,1999,35,2558,73,74.8,31,79,8,4,28,1.97,56,26,80000,4160000
"Joe Worrall","Nott'ham Forest","ENG","DF",NA,25,1997,30,2224,74,65,21,89,20,9,40,1.1,26,44,15000,780000
"Joël Matip","Liverpool","CMR","DF",NA,30,1991,14,1092,78,31.9,12,86,10,2,28,1.29,21,20,1e+05,5200000
"Joël Veltman","Brighton","NED","DF",NA,30,1992,31,2188,71,64,25,79,14,6,35,1.71,47,29,40000,2080000
"Joel Ward","Crystal Palace","ENG","DF",NA,32,1989,28,2256,81,66,24,89,22,4,30,1.36,34,35,35000,1820000
"Joelinton","Newcastle Utd","BRA","MF","FW",25,1996,32,2661,83,77.8,30,87,25,2,24,1.78,51,26,85000,4420000
"John McGinn","Aston Villa","SCO","MF","FW",27,1994,34,2693,79,78.7,30,86,22,4,26,1.59,36,31,55000,2860000
"John Stones","Manchester City","ENG","DF","MF",28,1994,23,1846,80,54,21,85,16,2,31,2.52,52,17,250000,1.3e+07
"Jonjo Shelvey","Nott'ham Forest","ENG","MF",NA,30,1992,8,540,68,15.8,6,78,2,2,35,0.25,4,10,70000,3640000
"Jonny Castro","Wolves","ESP","DF",NA,28,1994,18,1261,70,36.9,14,84,9,4,22,1,8,20,35000,1820000
"Jonny Evans","Leicester City","NIR","DF",NA,34,1988,13,1051,81,30.7,12,88,10,1,1,0.62,17,28,1e+05,5200000
"Jordan Ayew","Crystal Palace","GHA","FW","MF",30,1991,38,2714,71,79.4,31,82,17,7,24,1.18,32,41,35000,1820000
