"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Kami Doyle","Southampton","ENG","MF",NA,16,0,0,0,0,0
"Cody Drameh","Leeds United","ENG","DF",NA,20,0,0,0,0,1
"Shane Duffy","Fulham","IRL","DF","FW",30,0,0,0,0,0
"Lewis Dunk","Brighton","ENG","DF",NA,30,4,0,0,0,18
"Jhon Durán","Aston Villa","COL","FW","MF",18,1,0,0,0,9
"Ederson","Manchester City","BRA","GK",NA,28,3,0,0,0,1
"Odsonne Édouard","Crystal Palace","FRA","FW",NA,24,3,0,0,0,28
"Samuel Edozie","Southampton","ENG","FW","MF",19,0,0,0,0,1
"Anthony Elanga","Manchester Utd","SWE","FW",NA,20,0,0,0,0,3
"Harvey Elliott","Liverpool","ENG","MF","FW",19,2,0,0,0,14
"Mohamed Elneny","Arsenal","EGY","MF",NA,30,0,0,0,0,1
"Mohamed Elyounoussi","Southampton","NOR","MF","FW",27,4,0,0,0,41
"Emerson","Tottenham","BRA","DF",NA,23,2,1,0,1,21
"Julio Enciso","Brighton","PAR","FW","MF",18,1,0,0,0,13
"Christian Eriksen","Manchester Utd","DEN","MF",NA,30,3,0,0,0,13
"Pervis Estupiñán","Brighton","ECU","DF",NA,24,4,0,0,0,42
"Jonny Evans","Leicester City","NIR","DF",NA,34,1,0,0,0,9
"Eberechi Eze","Crystal Palace","ENG","MF","FW",24,3,0,0,0,27
"Łukasz Fabiański","West Ham","POL","GK",NA,37,1,0,0,0,0
"Fabinho","Liverpool","BRA","MF",NA,28,11,0,0,0,53
"Wout Faes","Leicester City","BEL","DF",NA,24,6,1,1,2,23
"Felipe","Nott'ham Forest","BRA","DF",NA,33,4,0,0,0,15
"João Félix","Chelsea","POR","FW","MF",22,1,1,0,1,15
"Evan Ferguson","Brighton","IRL","FW",NA,17,1,0,0,0,9
"Bruno Fernandes","Manchester Utd","POR","MF","FW",27,6,0,0,0,42
"Enzo Fernández","Chelsea","ARG","MF",NA,21,3,0,0,0,11
"Roberto Firmino","Liverpool","BRA","FW","MF",30,0,0,0,0,9
"Junior Firpo","Leeds United","DOM","DF",NA,25,6,1,0,1,24
"Phil Foden","Manchester City","ENG","FW",NA,22,1,0,0,0,10
"Wesley Fofana","Leicester City","FRA","DF",NA,21,1,0,0,0,2
"Wesley Fofana","Chelsea","FRA","DF",NA,21,3,0,0,0,11
"Pablo Fornals","West Ham","ESP","FW","MF",26,0,0,0,0,14
"Adam Forshaw","Leeds United","ENG","MF",NA,30,0,0,0,0,6
"Fraser Forster","Tottenham","ENG","GK",NA,34,1,0,0,0,0
"Ryan Fraser","Newcastle Utd","SCO","FW",NA,28,1,0,0,0,3
"Fred","Manchester Utd","BRA","MF",NA,29,6,0,0,0,33
"Ryan Fredericks","Bournemouth","ENG","DF",NA,29,1,0,0,0,3
"Remo Freuler","Nott'ham Forest","SUI","MF",NA,30,4,0,0,0,24
"Cody Gakpo","Liverpool","NED","FW","MF",23,0,0,0,0,26
"Conor Gallagher","Chelsea","ENG","MF",NA,22,11,1,1,2,35
"Idrissa Gana Gueye","Everton","SEN","MF",NA,32,7,0,0,0,43
"Alejandro Garnacho","Manchester Utd","ARG","FW","MF",18,3,0,0,0,8
"James Garner","Everton","ENG","MF","DF",21,3,0,0,0,16
"David de Gea","Manchester Utd","ESP","GK",NA,31,0,0,0,0,0
"Joe Gelhardt","Leeds United","ENG","FW",NA,20,1,0,0,0,6
"Saman Ghoddos","Brentford","IRN","MF","FW",28,0,0,0,0,3
"Morgan Gibbs-White","Wolves","ENG","FW","MF",22,1,0,0,0,3
"Morgan Gibbs-White","Nott'ham Forest","ENG","MF","FW",22,5,0,0,0,32
"Bryan Gil","Tottenham","ESP","MF","FW",21,1,0,0,0,2
"Billy Gilmour","Brighton","SCO","MF",NA,21,1,0,0,0,8
"Wilfried Gnonto","Leeds United","ITA","FW","MF",18,7,0,0,0,28
"Ben Godfrey","Everton","ENG","DF",NA,24,2,0,0,0,10
"João Gomes","Wolves","BRA","MF",NA,21,5,0,0,0,17
"Toti Gomes","Wolves","POR","DF",NA,23,6,0,0,0,16
"Joe Gomez","Liverpool","ENG","DF",NA,25,3,0,0,0,13
"Sergio Gómez","Manchester City","ESP","DF","MF",21,0,0,0,0,1
"Anthony Gordon","Newcastle Utd","ENG","FW","MF",21,1,0,0,0,7
"Anthony Gordon","Everton","ENG","FW",NA,21,6,0,0,0,20
"Demarai Gray","Everton","JAM","FW","MF",26,3,0,0,0,24
"Jack Grealish","Manchester City","ENG","FW",NA,26,4,0,0,0,27
"Sam Greenwood","Leeds United","ENG","MF","FW",20,1,0,0,0,11
"Pascal Groß","Brighton","GER","MF","DF",31,6,0,0,0,35
"Vicente Guaita","Crystal Palace","ESP","GK",NA,35,1,0,0,0,1
"Gonçalo Guedes","Wolves","POR","FW","MF",25,1,0,0,0,11
"Marc Guéhi","Crystal Palace","ENG","DF",NA,22,8,0,0,0,24
"Bruno Guimarães","Newcastle Utd","BRA","MF",NA,24,7,0,0,0,45
"İlkay Gündoğan","Manchester City","GER","MF",NA,31,0,0,0,0,23
"Erling Haaland","Manchester City","NOR","FW",NA,22,5,0,0,0,31
"Lewis Hall","Chelsea","ENG","DF",NA,17,1,0,0,0,3
"Jack Harrison","Leeds United","ENG","FW","MF",25,2,0,0,0,38
"Kai Havertz","Chelsea","GER","FW","MF",23,5,0,0,0,60
"Jan Paul van Hecke","Brighton","NED","DF",NA,22,2,0,0,0,7
"Hwang Hee-chan","Wolves","KOR","FW","MF",26,1,0,0,0,20
"Dean Henderson","Nott'ham Forest","ENG","GK",NA,25,2,0,0,0,1
"Jordan Henderson","Liverpool","ENG","MF",NA,32,2,0,0,0,18
"Rico Henry","Brentford","ENG","DF",NA,25,4,0,0,0,32
"Son Heung-min","Tottenham","KOR","MF","FW",30,2,0,0,0,13
"Aaron Hickey","Brentford","SCO","DF",NA,20,7,0,0,0,20
"Joseph Hodge","Wolves","IRL","MF",NA,19,1,0,0,0,2
"Rob Holding","Arsenal","ENG","DF",NA,26,0,0,0,0,5
"Mason Holgate","Everton","ENG","DF",NA,25,3,1,1,2,9
"Will Hughes","Crystal Palace","ENG","MF",NA,27,4,0,0,0,19
"Pierre Højbjerg","Tottenham","DEN","MF",NA,26,5,0,0,0,38
"Kelechi Iheanacho","Leicester City","NGA","FW","MF",25,0,0,0,0,18
"Danny Ings","West Ham","ENG","FW",NA,30,1,0,0,0,8
"Danny Ings","Aston Villa","ENG","FW",NA,30,3,0,0,0,8
"Alexander Isak","Newcastle Utd","SWE","FW",NA,22,3,0,0,0,19
"Daniel Iversen","Leicester City","DEN","GK",NA,25,0,0,0,0,0
"Alex Iwobi","Everton","NGA","MF","FW",26,2,0,0,0,19
"Daniel James","Leeds United","WAL","FW",NA,24,0,0,0,0,2
"Daniel James","Fulham","WAL","FW",NA,24,0,0,0,0,2
"Reece James","Chelsea","ENG","DF","MF",22,4,0,0,0,9
"Vitaly Janelt","Brentford","GER","MF","DF",24,3,0,0,0,22
"Pontus Jansson","Brentford","SWE","DF",NA,31,0,0,0,0,2
"Mathias Jensen","Brentford","DEN","MF",NA,26,5,0,0,0,32
"Gabriel Jesus","Arsenal","BRA","FW",NA,25,6,0,0,0,43
"Raúl Jiménez","Wolves","MEX","FW",NA,31,0,0,0,0,14
"Joelinton","Newcastle Utd","BRA","MF","FW",25,12,0,0,0,65
"Ben Johnson","West Ham","ENG","DF",NA,22,0,0,0,0,3
"Brennan Johnson","Nott'ham Forest","WAL","FW","MF",21,6,0,0,0,37
"Sam Johnstone","Crystal Palace","ENG","GK",NA,29,1,0,0,0,1
"Curtis Jones","Liverpool","ENG","MF",NA,21,2,0,0,0,13
"Jorginho","Arsenal","ITA","MF",NA,30,0,0,0,0,6
"Jorginho","Chelsea","ITA","MF",NA,30,4,0,0,0,12
"Diogo Jota","Liverpool","POR","FW",NA,25,2,0,0,0,19
"Hamed Junior Traorè","Bournemouth","CIV","FW","MF",22,0,0,0,0,4
"James Justin","Leicester City","ENG","DF",NA,24,0,0,0,0,8
"Mathias Jørgensen","Brentford","DEN","DF",NA,32,2,0,0,0,9
"Boubacar Kamara","Aston Villa","FRA","MF",NA,22,4,0,0,0,34
"Harry Kane","Tottenham","ENG","FW",NA,29,6,0,0,0,31
"N'Golo Kanté","Chelsea","FRA","MF",NA,31,1,0,0,0,5
"Michael Keane","Everton","ENG","DF",NA,29,0,0,0,0,7
"Neeskens Kebano","Fulham","COD","FW",NA,30,0,0,0,0,8
"Thilo Kehrer","West Ham","GER","DF",NA,25,4,0,0,0,31
"Naby Keïta","Liverpool","GUI","MF",NA,27,1,0,0,0,12
"Lloyd Kelly","Bournemouth","ENG","DF",NA,23,3,0,0,0,17
"Max Kilman","Wolves","ENG","DF",NA,25,3,0,0,0,18
"Jakub Kiwior","Arsenal","POL","DF",NA,22,0,0,0,0,1
"Mateusz Klich","Leeds United","POL","MF","FW",32,2,0,0,0,10
"Robin Koch","Leeds United","GER","DF",NA,26,7,0,0,0,35
"Ibrahima Konaté","Liverpool","FRA","DF",NA,23,5,0,0,0,29
"Ezri Konsa","Aston Villa","ENG","DF",NA,24,6,0,0,0,12
"Kalidou Koulibaly","Chelsea","SEN","DF",NA,31,7,1,1,2,22
"Cheikhou Kouyaté","Nott'ham Forest","SEN","MF",NA,32,3,0,0,0,22
"Mateo Kovačić","Chelsea","CRO","MF",NA,28,8,0,0,0,18
"Rasmus Kristensen","Leeds United","DEN","DF",NA,25,4,0,0,0,19
"Dejan Kulusevski","Tottenham","SWE","MF","FW",22,2,0,0,0,36
"Layvin Kurzawa","Fulham","FRA","DF",NA,29,1,0,0,0,1
"Adam Lallana","Brighton","ENG","MF","FW",34,0,0,0,0,2
"Tariq Lamptey","Brighton","GHA","DF",NA,21,1,0,0,0,6
"Manuel Lanzini","West Ham","ARG","MF","FW",29,0,0,0,0,1
"Aymeric Laporte","Manchester City","ESP","DF",NA,28,0,0,0,0,5
"Juan Larios","Southampton","ESP","DF",NA,18,0,0,0,0,1
"Jamaal Lascelles","Newcastle Utd","ENG","DF",NA,28,4,0,0,0,6
"Roméo Lavia","Southampton","BEL","MF",NA,18,9,0,0,0,28
"Dexter Lembikisa","Wolves","JAM","DF",NA,18,0,0,0,0,0
"Mario Lemina","Wolves","GAB","MF",NA,28,4,1,1,2,18
"Clément Lenglet","Tottenham","FRA","DF",NA,27,4,0,0,0,23
"Bernd Leno","Fulham","GER","GK",NA,30,3,0,0,0,1
"Jefferson Lerma","Bournemouth","COL","MF",NA,27,7,0,0,0,37
"Jamal Lewis","Newcastle Utd","NIR","DF","FW",24,0,0,0,0,0
"Rico Lewis","Manchester City","ENG","DF","MF",17,1,0,0,0,10
"Keane Lewis-Potter","Brentford","ENG","FW","MF",21,0,0,0,0,1
"Victor Lindelöf","Manchester Utd","SWE","DF",NA,28,1,0,0,0,10
"Jesse Lingard","Nott'ham Forest","ENG","FW","MF",29,1,0,0,0,8
"Valentino Livramento","Southampton","ENG","DF","FW",19,0,0,0,0,0
"Diego Llorente","Leeds United","ESP","DF",NA,28,1,0,0,0,6
"Hugo Lloris","Tottenham","FRA","GK",NA,35,0,0,0,0,0
"Renan Lodi","Nott'ham Forest","BRA","DF",NA,24,7,0,0,0,29
"Ruben Loftus-Cheek","Chelsea","ENG","MF","DF",26,1,0,0,0,10
"Sean Longstaff","Newcastle Utd","ENG","MF",NA,24,2,0,0,0,29
"Douglas Luiz","Aston Villa","BRA","MF",NA,24,6,1,0,1,48
"Saša Lukić","Fulham","SRB","MF",NA,25,1,0,0,0,13
"Lyanco","Southampton","BRA","DF",NA,25,4,0,0,0,16
"Alexis Mac Allister","Brighton","ARG","MF",NA,23,8,0,0,0,35
"James Maddison","Leicester City","ENG","MF","FW",25,10,0,0,0,31
"Noni Madueke","Chelsea","ENG","FW",NA,20,0,0,0,0,4
"Gabriel Magalhães","Arsenal","BRA","DF",NA,24,5,0,0,0,25
"Harry Maguire","Manchester Utd","ENG","DF",NA,29,4,0,0,0,8
"Riyad Mahrez","Manchester City","ALG","FW","MF",31,2,0,0,0,16
"Ainsley Maitland-Niles","Southampton","ENG","DF","MF",24,3,0,0,0,13
"Tyrell Malacia","Manchester Utd","NED","DF",NA,22,6,0,0,0,39
"Orel Mangala","Nott'ham Forest","BEL","MF",NA,24,3,0,0,0,22
"Sekou Mara","Southampton","FRA","FW","MF",20,1,0,0,0,20
"Solly March","Brighton","ENG","FW","DF",28,2,0,0,0,46
"Anthony Martial","Manchester Utd","FRA","FW",NA,26,0,0,0,0,8
"Gabriel Martinelli","Arsenal","BRA","FW",NA,21,3,0,0,0,39
"Emiliano Martínez","Aston Villa","ARG","GK",NA,29,7,0,0,0,1
"Lisandro Martínez","Manchester Utd","ARG","DF",NA,24,6,0,0,0,21
"Pape Matar Sarr","Tottenham","SEN","MF","FW",19,1,0,0,0,4
"Jean-Philippe Mateta","Crystal Palace","FRA","FW",NA,25,3,0,0,0,16
"Joël Matip","Liverpool","CMR","DF",NA,30,3,0,0,0,10
"Neal Maupay","Everton","FRA","FW",NA,25,4,0,0,0,14
"Kevin Mbabu","Fulham","SUI","DF","FW",27,1,0,0,0,4
"Bryan Mbeumo","Brentford","CMR","FW",NA,22,5,0,0,0,27
"Alex McCarthy","Southampton","ENG","GK",NA,32,0,0,0,0,0
"John McGinn","Aston Villa","SCO","MF","FW",27,7,0,0,0,41
"Scott McKenna","Nott'ham Forest","SCO","DF",NA,25,4,0,0,0,8
"Weston McKennie","Leeds United","USA","MF",NA,23,7,0,0,0,21
"Dwight McNeil","Everton","ENG","FW","MF",22,5,0,0,0,22
"Scott McTominay","Manchester Utd","SCO","MF",NA,25,8,0,0,0,28
"Ben Mee","Brentford","ENG","DF",NA,32,2,0,0,0,14
"Edouard Mendy","Chelsea","SEN","GK",NA,30,1,0,0,0,0
"Nampalys Mendy","Leicester City","SEN","MF",NA,30,1,0,0,0,9
"Chris Mepham","Bournemouth","WAL","DF",NA,24,7,0,0,0,16
"Illan Meslier","Leeds United","FRA","GK",NA,22,3,0,0,0,1
"Luka Milivojević","Crystal Palace","SRB","MF",NA,31,2,0,0,0,15
"James Milner","Liverpool","ENG","MF","DF",36,2,0,0,0,16
"Yerry Mina","Everton","COL","DF",NA,27,2,0,0,0,6
"Tyrone Mings","Aston Villa","ENG","DF",NA,29,7,0,0,0,18
"Tyrick Mitchell","Crystal Palace","ENG","DF",NA,22,5,1,0,1,33
"Kaoru Mitoma","Brighton","JPN","FW","MF",25,0,0,0,0,29
"Aleksandar Mitrović","Fulham","SRB","FW",NA,27,7,0,0,0,34
"Kieffer Moore","Bournemouth","WAL","FW",NA,29,1,0,0,0,26
"Álex Moreno","Aston Villa","ESP","DF",NA,29,3,0,0,0,17
"Mason Mount","Chelsea","ENG","MF","FW",23,4,0,0,0,28
"Lucas Moura","Tottenham","BRA","MF","DF",29,0,1,0,1,3
"João Moutinho","Wolves","POR","MF",NA,35,3,0,0,0,31
"Divin Mubama","West Ham","ENG","FW",NA,17,0,0,0,0,3
"Mykhailo Mudryk","Chelsea","UKR","FW","MF",21,1,0,0,0,8
"Jacob Murphy","Newcastle Utd","ENG","FW",NA,27,0,0,0,0,8
"Enock Mwepu","Brighton","ZAM","FW","MF",24,0,0,0,0,2
"Vitaliy Mykolenko","Everton","UKR","DF",NA,23,4,0,0,0,29
"Keylor Navas","Nott'ham Forest","CRC","GK",NA,35,2,0,0,0,0
"Wilfred Ndidi","Leicester City","NGA","MF",NA,25,4,0,0,0,29
"Reiss Nelson","Arsenal","ENG","FW",NA,22,0,0,0,0,8
"Neto","Bournemouth","BRA","GK",NA,33,4,0,0,0,0
"Pedro Neto","Wolves","POR","FW","MF",22,1,0,0,0,8
"Rúben Neves","Wolves","POR","MF",NA,25,12,0,0,0,38
"Moussa Niakhate","Nott'ham Forest","SEN","DF",NA,26,1,0,0,0,12
"Eddie Nketiah","Arsenal","ENG","FW",NA,23,3,0,0,0,30
"Matheus Nunes","Wolves","POR","MF",NA,23,2,1,0,1,37
"Darwin Núñez","Liverpool","URU","FW",NA,23,1,1,0,1,25
"Christian Nørgaard","Brentford","DEN","MF",NA,28,6,0,0,0,35
"Lewis O'Brien","Nott'ham Forest","ENG","MF",NA,23,2,0,0,0,5
"Odeluga Offiah","Brighton","ENG","DF",NA,19,0,0,0,0,0
"Angelo Ogbonna","West Ham","ITA","DF",NA,34,0,0,0,0,2
"Michael Olise","Crystal Palace","FRA","FW","MF",20,2,0,0,0,28
"Amadou Onana","Everton","BEL","MF",NA,20,9,0,0,0,44
"Josh Onomah","Fulham","ENG","MF",NA,25,0,0,0,0,0
"Paul Onuachu","Southampton","NGA","FW",NA,28,0,0,0,0,14
"Frank Onyeka","Brentford","NGA","MF",NA,24,0,0,0,0,15
"Stefan Ortega","Manchester City","GER","GK",NA,29,0,0,0,0,0
"Dango Ouattara","Bournemouth","BFA","MF","FW",20,1,0,0,0,6
"Alex Oxlade-Chamberlain","Liverpool","ENG","FW","MF",28,0,0,0,0,3
"João Palhinha","Fulham","POR","MF",NA,27,14,0,0,0,48
"Cole Palmer","Manchester City","ENG","MF","FW",20,1,0,0,0,1
"Emerson Palmieri","West Ham","ITA","DF",NA,27,2,0,0,0,13
"Lucas Paquetá","West Ham","BRA","MF",NA,24,5,0,0,0,50
"Thomas Partey","Arsenal","GHA","MF",NA,29,5,0,0,0,37
"Nathan Patterson","Everton","SCO","DF","MF",20,3,0,0,0,14
"Ben Pearson","Bournemouth","ENG","MF",NA,27,1,0,0,0,9
