"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Lewis Cook","Bournemouth","ENG","MF",NA,25,37,22,59.4594594594595,44,44,40.9,29,10,19,23,31,0
"Steve Cook","Nott'ham Forest","ENG","DF",NA,31,8,4,50,7,7,71.4,16,11,5,12,51,0
"Liam Cooper","Leeds United","SCO","DF",NA,30,38,23,60.5263157894737,36,36,63.9,16,8,8,34,57,3
"Maxwel Cornet","West Ham","CIV","FW",NA,25,7,3,42.8571428571429,6,6,66.7,6,0,6,2,3,0
"Diego Costa","Wolves","ESP","FW",NA,33,3,1,33.3333333333333,9,9,22.2,6,1,5,2,17,0
"Vladimír Coufal","West Ham","CZE","DF",NA,29,58,31,53.448275862069,51,51,70.6,24,6,18,38,70,0
"Philippe Coutinho","Aston Villa","BRA","MF","FW",30,19,14,73.6842105263158,15,15,60,11,1,10,4,2,0
"Aaron Cresswell","West Ham","ENG","DF",NA,32,21,11,52.3809523809524,31,31,38.7,21,11,10,27,56,0
"Marc Cucurella","Chelsea","ESP","DF",NA,24,66,33,50,60,60,50,28,8,20,16,48,1
"Matheus Cunha","Wolves","BRA","FW",NA,23,7,4,57.1428571428571,10,10,20,15,3,12,9,11,0
"Patson Daka","Leicester City","ZAM","FW",NA,23,14,8,57.1428571428571,13,13,23.1,14,2,12,7,7,0
"Diogo Dalot","Manchester Utd","POR","DF",NA,23,54,41,75.9259259259259,45,45,73.3,25,7,18,37,55,2
"Mikkel Damsgaard","Brentford","DEN","MF","FW",22,31,21,67.741935483871,42,42,35.7,20,2,18,10,14,0
"Danilo","Nott'ham Forest","BRA","MF",NA,21,18,7,38.8888888888889,25,25,24,26,6,20,9,19,0
"Josh Dasilva","Brentford","ENG","MF",NA,23,18,9,50,16,16,37.5,22,6,16,5,7,1
"David Datro Fofana","Chelsea","CIV","FW",NA,19,3,1,33.3333333333333,1,1,100,1,0,1,0,0,0
"Ben Davies","Tottenham","WAL","DF",NA,29,28,11,39.2857142857143,26,26,53.8,17,8,9,18,72,0
"Tom Davies","Everton","ENG","MF",NA,24,15,9,60,14,14,50,10,1,9,4,7,1
"Craig Dawson","West Ham","ENG","DF",NA,32,11,7,63.6363636363636,7,7,71.4,9,6,3,6,26,0
"Craig Dawson","Wolves","ENG","DF",NA,32,9,6,66.6666666666667,7,7,57.1,31,23,8,12,74,2
"Kevin De Bruyne","Manchester City","BEL","MF",NA,31,28,12,42.8571428571429,39,39,35.9,27,2,25,9,10,0
"Siriki Dembélé","Bournemouth","CIV","FW","MF",25,3,1,33.3333333333333,1,1,0,1,0,1,1,1,0
"Leander Dendoncker","Aston Villa","BEL","MF",NA,27,19,9,47.3684210526316,22,22,50,19,4,15,10,12,0
"Leander Dendoncker","Wolves","BEL","MF",NA,27,4,2,50,3,3,66.7,2,0,2,9,4,0
"Emmanuel Dennis","Nott'ham Forest","NGA","FW","MF",24,17,11,64.7058823529412,18,18,44.4,13,1,12,2,6,0
"Halil Dervişoğlu","Brentford","TUR","MF",NA,22,0,0,NA,1,1,0,0,0,0,0,0,0
"Kiernan Dewsbury-Hall","Leicester City","ENG","MF",NA,23,53,29,54.7169811320755,47,47,40.4,55,13,42,28,21,0
"Ibrahima Diallo","Southampton","FRA","MF",NA,23,25,15,60,14,14,57.1,11,1,10,6,11,0
"Rúben Dias","Manchester City","POR","DF",NA,25,21,13,61.9047619047619,18,18,61.1,21,13,8,18,56,1
"Luis Díaz","Liverpool","COL","FW",NA,25,17,11,64.7058823529412,15,15,53.3,8,0,8,6,2,0
"Eric Dier","Tottenham","ENG","DF",NA,28,30,19,63.3333333333333,19,19,47.4,41,24,17,35,112,2
"Lucas Digne","Aston Villa","FRA","DF",NA,29,30,12,40,33,33,60.6,18,5,13,18,45,0
"Issa Diop","Fulham","FRA","DF",NA,25,28,19,67.8571428571429,32,32,53.1,24,17,7,35,86,0
"Moussa Djenepo","Southampton","MLI","DF","FW",24,19,11,57.8947368421053,27,27,40.7,19,2,17,11,7,0
"Ben Doak","Liverpool","SCO","FW",NA,16,3,2,66.6666666666667,1,1,100,1,0,1,0,0,0
"Matt Doherty","Tottenham","IRL","DF","MF",30,16,10,62.5,10,10,80,11,6,5,8,14,1
"Abdoulaye Doucouré","Everton","MLI","MF",NA,29,31,20,64.5161290322581,37,37,32.4,26,3,23,13,11,0
"Cheick Doucouré","Crystal Palace","MLI","MF",NA,22,77,46,59.7402597402597,52,52,55.8,47,13,34,56,48,0
"Flynn Downes","West Ham","ENG","MF",NA,23,16,9,56.25,12,12,50,15,2,13,7,6,0
"Cody Drameh","Leeds United","ENG","DF",NA,20,5,4,80,3,3,66.7,0,0,0,1,1,0
"Martin Dúbravka","Newcastle Utd","SVK","GK",NA,33,0,0,NA,1,1,0,0,0,0,0,1,0
"Lewis Dunk","Brighton","ENG","DF",NA,30,30,19,63.3333333333333,41,41,43.9,37,27,10,34,81,1
"Jhon Durán","Aston Villa","COL","FW","MF",18,2,2,100,4,4,25,0,0,0,2,2,0
"Malcolm Ebiowei","Crystal Palace","ENG","MF","FW",18,1,1,100,1,1,0,2,0,2,0,0,0
"Ederson","Manchester City","BRA","GK",NA,28,3,1,33.3333333333333,2,2,50,0,0,0,1,10,2
"Odsonne Édouard","Crystal Palace","FRA","FW",NA,24,25,13,52,13,13,53.8,17,5,12,3,22,0
"Samuel Edozie","Southampton","ENG","FW","MF",19,17,10,58.8235294117647,8,8,37.5,7,0,7,6,6,0
"Anthony Elanga","Manchester Utd","SWE","FW",NA,20,3,0,0,2,2,50,4,0,4,2,4,0
"Harvey Elliott","Liverpool","ENG","MF","FW",19,27,18,66.6666666666667,37,37,24.3,26,1,25,15,8,0
"Mohamed Elneny","Arsenal","EGY","MF",NA,30,1,1,100,1,1,100,0,0,0,0,0,0
"Mohamed Elyounoussi","Southampton","NOR","MF","FW",27,46,28,60.8695652173913,44,44,43.2,40,3,37,27,37,0
"Emerson","Tottenham","BRA","DF",NA,23,54,33,61.1111111111111,40,40,67.5,17,3,14,18,75,0
"Julio Enciso","Brighton","PAR","FW","MF",18,13,4,30.7692307692308,13,13,61.5,9,0,9,4,2,0
"Christian Eriksen","Manchester Utd","DEN","MF",NA,30,22,18,81.8181818181818,33,33,30.3,23,9,14,11,20,1
"Pervis Estupiñán","Brighton","ECU","DF",NA,24,61,31,50.8196721311475,60,60,58.3,30,8,22,37,37,1
"Jonny Evans","Leicester City","NIR","DF",NA,34,13,5,38.4615384615385,11,11,63.6,15,11,4,18,51,0
"Eberechi Eze","Crystal Palace","ENG","MF","FW",24,42,24,57.1428571428571,38,38,47.4,22,0,22,13,10,0
"Łukasz Fabiański","West Ham","POL","GK",NA,37,2,0,0,2,2,50,1,0,1,0,10,1
"Fabinho","Liverpool","BRA","MF",NA,28,65,38,58.4615384615385,62,62,38.7,38,11,27,37,40,0
"Wout Faes","Leicester City","BEL","DF",NA,24,56,33,58.9285714285714,44,44,63.6,53,37,16,41,113,2
"Felipe","Nott'ham Forest","BRA","DF",NA,33,42,23,54.7619047619048,41,41,58.5,34,13,21,36,90,0
"João Félix","Chelsea","POR","FW","MF",22,14,7,50,12,12,33.3,3,0,3,1,1,1
"Evan Ferguson","Brighton","IRL","FW",NA,17,6,3,50,7,7,14.3,11,1,10,2,6,0
"Bruno Fernandes","Manchester Utd","POR","MF","FW",27,68,42,61.7647058823529,71,71,42.3,37,5,32,25,40,1
"Enzo Fernández","Chelsea","ARG","MF",NA,21,45,27,60,56,56,37.5,32,2,30,16,12,1
"Roberto Firmino","Liverpool","BRA","FW","MF",30,17,12,70.5882352941177,22,22,18.2,16,1,15,7,2,0
"Junior Firpo","Leeds United","DOM","DF",NA,25,47,25,53.1914893617021,46,46,52.2,23,7,16,24,40,0
"Phil Foden","Manchester City","ENG","FW",NA,22,16,10,62.5,19,19,42.1,25,2,23,5,12,0
"Wesley Fofana","Leicester City","FRA","DF",NA,21,4,2,50,3,3,33.3,1,1,0,9,5,0
"Wesley Fofana","Chelsea","FRA","DF",NA,21,30,18,60,26,26,50,17,10,7,20,33,2
"Pablo Fornals","West Ham","ESP","FW","MF",26,30,15,50,34,34,38.2,16,2,14,14,9,0
"Adam Forshaw","Leeds United","ENG","MF",NA,30,12,9,75,17,17,41.2,9,1,8,4,2,0
"Tyrese Francois","Fulham","AUS","FW",NA,22,0,0,NA,1,1,0,0,0,0,0,1,0
"Ryan Fraser","Newcastle Utd","SCO","FW",NA,28,2,2,100,5,5,40,3,1,2,0,3,0
"Fred","Manchester Utd","BRA","MF",NA,29,47,30,63.8297872340426,38,38,39.5,38,2,36,19,19,0
"Ryan Fredericks","Bournemouth","ENG","DF",NA,29,3,2,66.6666666666667,4,4,25,7,2,5,1,27,0
"Remo Freuler","Nott'ham Forest","SUI","MF",NA,30,43,23,53.4883720930233,43,43,44.2,36,9,27,29,45,0
"Cody Gakpo","Liverpool","NED","FW","MF",23,26,15,57.6923076923077,38,38,34.2,13,1,12,4,2,0
"Conor Gallagher","Chelsea","ENG","MF",NA,22,46,33,71.7391304347826,37,37,27,41,10,31,23,18,1
"Idrissa Gana Gueye","Everton","SEN","MF",NA,32,97,57,58.7628865979381,62,62,50,50,12,38,56,34,3
"Alejandro Garnacho","Manchester Utd","ARG","FW","MF",18,5,2,40,11,11,9.1,5,0,5,5,3,0
"James Garner","Everton","ENG","MF","DF",21,16,13,81.25,19,19,47.4,9,1,8,12,13,0
"David de Gea","Manchester Utd","ESP","GK",NA,31,0,0,NA,1,1,0,0,0,0,1,15,3
"Joe Gelhardt","Leeds United","ENG","FW",NA,20,6,2,33.3333333333333,5,5,60,5,0,5,0,4,0
"Saman Ghoddos","Brentford","IRN","MF","FW",28,2,1,50,3,3,33.3,5,1,4,4,2,0
"Morgan Gibbs-White","Wolves","ENG","FW","MF",22,3,1,33.3333333333333,4,4,50,2,0,2,1,3,0
"Morgan Gibbs-White","Nott'ham Forest","ENG","MF","FW",22,26,14,53.8461538461538,33,33,33.3,23,4,19,14,15,0
"Bryan Gil","Tottenham","ESP","MF","FW",21,3,1,33.3333333333333,3,3,0,3,0,3,1,1,0
"Billy Gilmour","Brighton","SCO","MF",NA,21,5,2,40,8,8,25,5,2,3,6,5,0
"Wilfried Gnonto","Leeds United","ITA","FW","MF",18,27,17,62.962962962963,30,30,33.3,24,1,23,5,7,0
"Ben Godfrey","Everton","ENG","DF",NA,24,20,11,55,29,29,37.9,12,6,6,8,33,1
"João Gomes","Wolves","BRA","MF",NA,21,29,13,44.8275862068966,23,23,56.5,12,3,9,4,11,0
"Toti Gomes","Wolves","POR","DF",NA,23,15,9,60,13,13,69.2,16,8,8,11,51,0
"Joe Gomez","Liverpool","ENG","DF",NA,25,28,21,75,19,19,57.9,17,11,6,24,51,2
"Sergio Gómez","Manchester City","ESP","DF","MF",21,9,4,44.4444444444444,8,8,62.5,5,3,2,2,9,1
"Anthony Gordon","Newcastle Utd","ENG","FW","MF",21,14,12,85.7142857142857,20,20,45,9,1,8,2,1,1
"Anthony Gordon","Everton","ENG","FW",NA,21,34,22,64.7058823529412,24,24,33.3,19,0,19,4,11,0
"Demarai Gray","Everton","JAM","FW","MF",26,33,24,72.7272727272727,31,31,54.8,23,3,20,13,18,0
"Jack Grealish","Manchester City","ENG","FW",NA,26,25,16,64,23,23,56.5,17,3,14,7,9,0
"Sam Greenwood","Leeds United","ENG","MF","FW",20,15,7,46.6666666666667,21,21,38.1,10,2,8,1,1,0
"Pascal Groß","Brighton","GER","MF","DF",31,59,38,64.406779661017,55,55,45.5,32,10,22,13,21,1
"Gonçalo Guedes","Wolves","POR","FW","MF",25,8,6,75,8,8,62.5,4,0,4,1,2,0
"Marc Guéhi","Crystal Palace","ENG","DF",NA,22,52,27,51.9230769230769,42,42,61.9,45,24,21,45,134,3
"Bruno Guimarães","Newcastle Utd","BRA","MF",NA,24,78,40,51.2820512820513,65,65,58.5,28,4,24,36,22,1
"İlkay Gündoğan","Manchester City","GER","MF",NA,31,30,18,60,34,34,35.3,18,3,15,20,13,0
"Erling Haaland","Manchester City","NOR","FW",NA,22,3,2,66.6666666666667,5,5,20,12,4,8,3,14,0
"Lewis Hall","Chelsea","ENG","DF",NA,17,23,12,52.1739130434783,22,22,68.2,8,0,8,11,11,1
"Jack Harrison","Leeds United","ENG","FW","MF",25,41,17,41.4634146341463,52,52,23.1,47,2,45,22,25,0
"Kai Havertz","Chelsea","GER","FW","MF",23,34,16,47.0588235294118,30,30,33.3,28,0,28,7,41,0
"Jan Paul van Hecke","Brighton","NED","DF",NA,22,8,6,75,5,5,100,8,5,3,6,9,0
"Hwang Hee-chan","Wolves","KOR","FW","MF",26,20,9,45,20,20,30,18,2,16,5,5,0
"Jordan Henderson","Liverpool","ENG","MF",NA,32,32,23,71.875,36,36,41.7,21,3,18,21,16,1
"Wayne Hennessey","Nott'ham Forest","WAL","GK",NA,35,1,0,0,1,1,100,0,0,0,0,2,0
"Rico Henry","Brentford","ENG","DF",NA,25,57,31,54.3859649122807,41,41,53.7,29,8,21,30,84,1
"Son Heung-min","Tottenham","KOR","MF","FW",30,24,12,50,30,30,30,23,2,21,13,6,0
"Aaron Hickey","Brentford","SCO","DF",NA,20,38,26,68.421052631579,32,32,56.3,18,7,11,17,32,1
"Joseph Hodge","Wolves","IRL","MF",NA,19,5,2,40,4,4,75,5,0,5,0,2,1
"Rob Holding","Arsenal","ENG","DF",NA,26,8,5,62.5,6,6,50,6,5,1,3,27,1
"Mason Holgate","Everton","ENG","DF",NA,25,11,7,63.6363636363636,11,11,27.3,7,3,4,7,28,0
"Will Hughes","Crystal Palace","ENG","MF",NA,27,29,16,55.1724137931034,20,20,55,16,7,9,16,9,0
"Pierre Højbjerg","Tottenham","DEN","MF",NA,26,56,30,53.5714285714286,67,67,38.8,46,17,29,49,64,1
"Kelechi Iheanacho","Leicester City","NGA","FW","MF",25,7,2,28.5714285714286,10,10,30,9,1,8,0,8,0
"Danny Ings","West Ham","ENG","FW",NA,30,9,8,88.8888888888889,14,14,35.7,8,2,6,3,5,0
"Danny Ings","Aston Villa","ENG","FW",NA,30,10,5,50,6,6,16.7,12,1,11,1,11,0
"Alexander Isak","Newcastle Utd","SWE","FW",NA,22,18,8,44.4444444444444,28,28,35.7,21,2,19,4,8,0
"Alex Iwobi","Everton","NGA","MF","FW",26,69,37,53.6231884057971,65,65,50.8,41,2,39,25,29,0
"Daniel James","Leeds United","WAL","FW",NA,24,6,2,33.3333333333333,6,6,50,4,0,4,2,2,0
"Daniel James","Fulham","WAL","FW",NA,24,10,6,60,9,9,44.4,5,1,4,1,5,0
"Reece James","Chelsea","ENG","DF","MF",22,31,20,64.5161290322581,19,19,78.9,17,2,15,12,23,0
"Vitaly Janelt","Brentford","GER","MF","DF",24,54,27,50,49,49,42.9,29,9,20,29,26,0
"Pontus Jansson","Brentford","SWE","DF",NA,31,5,3,60,5,5,60,13,9,4,9,38,0
"Mathias Jensen","Brentford","DEN","MF",NA,26,71,36,50.7042253521127,97,97,35.1,54,5,49,32,24,1
"Gabriel Jesus","Arsenal","BRA","FW",NA,25,33,25,75.7575757575758,31,31,48.4,27,3,24,11,15,1
"Raúl Jiménez","Wolves","MEX","FW",NA,31,9,6,66.6666666666667,6,6,50,9,0,9,0,8,0
"Joelinton","Newcastle Utd","BRA","MF","FW",25,70,49,70,62,62,41.9,52,7,45,48,39,0
"Ben Johnson","West Ham","ENG","DF",NA,22,20,14,70,18,18,66.7,12,4,8,9,28,1
"Brennan Johnson","Nott'ham Forest","WAL","FW","MF",21,34,20,58.8235294117647,29,29,27.6,30,1,29,5,7,1
"Curtis Jones","Liverpool","ENG","MF",NA,21,34,17,50,31,31,58.1,12,2,10,3,9,0
"Jorginho","Arsenal","ITA","MF",NA,30,18,13,72.2222222222222,24,24,20.8,7,2,5,9,8,0
"Jorginho","Chelsea","ITA","MF",NA,30,42,23,54.7619047619048,46,46,47.8,18,3,15,21,7,0
"Diogo Jota","Liverpool","POR","FW",NA,25,23,15,65.2173913043478,37,37,32.4,5,0,5,3,11,0
"Hamed Junior Traorè","Bournemouth","CIV","FW","MF",22,17,11,64.7058823529412,18,18,33.3,9,0,9,2,1,0
"James Justin","Leicester City","ENG","DF",NA,24,20,18,90,18,18,50,24,6,18,15,47,0
"Mathias Jørgensen","Brentford","DEN","DF",NA,32,17,8,47.0588235294118,21,21,42.9,19,12,7,16,39,1
"Boubacar Kamara","Aston Villa","FRA","MF",NA,22,58,25,43.1034482758621,56,56,48.2,38,12,26,19,24,3
"Harry Kane","Tottenham","ENG","FW",NA,29,15,12,80,21,21,33.3,27,7,20,2,18,0
"N'Golo Kanté","Chelsea","FRA","MF",NA,31,16,10,62.5,8,8,50,11,0,11,6,2,0
"Michael Keane","Everton","ENG","DF",NA,29,7,4,57.1428571428571,8,8,62.5,12,7,5,14,55,1
"Neeskens Kebano","Fulham","COD","FW",NA,30,17,9,52.9411764705882,18,18,50,14,0,14,1,8,0
"Thilo Kehrer","West Ham","GER","DF",NA,25,43,24,55.8139534883721,45,45,46.7,16,6,10,34,76,1
