"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Alex Iwobi","Everton","NGA","MF","FW",26,7,9,0,0,42,15,35.7,0.05,0.13,21,0,120,91,29,9,8,1
"Alex McCarthy","Southampton","ENG","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Alex Mighten","Nott'ham Forest","ENG","FW",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Álex Moreno","Aston Villa","ESP","DF",NA,29,3,3,0,0,13,3,23.1,0,0,18.4,0,34,31,3,3,3,0
"Alex Oxlade-Chamberlain","Liverpool","ENG","FW","MF",28,0,1,0,0,7,3,42.9,0.14,0.33,16.3,0,10,8,2,0,0,0
"Alexander Isak","Newcastle Utd","SWE","FW",NA,22,1,11,2,2,49,23,46.9,0.16,0.35,15,0,49,29,20,5,1,4
"Alexis Mac Allister","Brighton","ARG","MF",NA,23,2,12,6,6,80,28,35,0.05,0.14,22.5,8,106,76,30,8,7,1
"Alisson","Liverpool","BRA","GK",NA,29,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,2,2,0
"Allan Saint-Maximin","Newcastle Utd","FRA","FW",NA,25,5,6,0,0,28,11,39.3,0.04,0.09,17.6,0,65,49,16,10,7,3
"Alphonse Areola","West Ham","FRA","GK",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Amadou Onana","Everton","BEL","MF",NA,20,2,3,0,0,34,6,17.6,0.03,0.17,16.8,0,45,35,10,2,2,0
"André Ayew","Nott'ham Forest","GHA","FW","MF",32,0,0,1,0,3,1,33.3,0,0,19.3,0,3,2,1,0,0,0
"Andreas Pereira","Fulham","BRA","MF",NA,26,6,10,1,1,61,22,36.1,0.05,0.14,21.3,12,118,57,61,12,5,7
"Andrew Moran","Brighton","IRL","FW",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andrew Robertson","Liverpool","SCO","DF",NA,28,8,8,0,0,13,2,15.4,0,0,14.5,0,95,59,36,13,9,4
"Angelo Ogbonna","West Ham","ITA","DF",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"Anthony Elanga","Manchester Utd","SWE","FW",NA,20,1,1,0,0,10,4,40,0,0,13.8,0,17,13,4,1,1,0
"Anthony Gordon","Newcastle Utd","ENG","FW","MF",21,0,1,0,0,8,2,25,0.13,0.5,14,0,23,13,10,0,0,0
"Anthony Gordon","Newcastle Utd","ENG","FW","MF",21,0,1,0,0,8,2,25,0.13,0.5,14,0,16,10,6,1,1,0
"Anthony Gordon","Newcastle Utd","ENG","FW","MF",21,0,1,0,0,26,16,61.5,0.12,0.19,16.6,1,23,13,10,0,0,0
"Anthony Gordon","Newcastle Utd","ENG","FW","MF",21,0,1,0,0,26,16,61.5,0.12,0.19,16.6,1,16,10,6,1,1,0
"Anthony Gordon","Everton","ENG","FW",NA,21,0,3,0,0,8,2,25,0.13,0.5,14,0,23,13,10,0,0,0
"Anthony Gordon","Everton","ENG","FW",NA,21,0,3,0,0,8,2,25,0.13,0.5,14,0,16,10,6,1,1,0
"Anthony Gordon","Everton","ENG","FW",NA,21,0,3,0,0,26,16,61.5,0.12,0.19,16.6,1,23,13,10,0,0,0
"Anthony Gordon","Everton","ENG","FW",NA,21,0,3,0,0,26,16,61.5,0.12,0.19,16.6,1,16,10,6,1,1,0
"Anthony Martial","Manchester Utd","FRA","FW",NA,26,2,8,1,1,26,12,46.2,0.19,0.42,13.2,0,28,22,6,5,2,3
"Antoine Semenyo","Bournemouth","GHA","FW","MF",22,0,1,0,0,3,1,33.3,0.33,1,17.2,0,7,3,4,0,0,0
"Antonee Robinson","Fulham","USA","DF",NA,24,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,58,52,6,6,4,2
"Antony","Manchester Utd","BRA","FW",NA,22,2,6,0,0,72,24,33.3,0.06,0.17,19.6,0,74,61,13,7,6,1
"Armando Broja","Chelsea","ALB","FW",NA,20,0,1,0,0,6,5,83.3,0.17,0.2,11,0,4,2,2,2,1,1
"Armel Bella Kotchap","Southampton","GER","DF",NA,20,2,2,0,0,14,2,14.3,0,0,16.1,0,14,7,7,2,1,1
"Arnaut Danjuma","Tottenham","NED","FW","MF",25,0,1,0,0,6,3,50,0.17,0.33,14.2,0,4,4,0,0,0,0
"Ashley Young","Aston Villa","ENG","DF",NA,37,0,1,0,0,15,3,20,0.07,0.33,25.1,0,40,34,6,2,2,0
"Asmir Begović","Everton","BIH","GK",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Aymeric Laporte","Manchester City","ESP","DF",NA,28,0,0,0,0,10,1,10,0,0,14.9,0,17,16,1,0,0,0
"Ayoze Pérez","Leicester City","ESP","MF","FW",29,1,1,0,0,8,2,25,0,0,15.9,0,14,11,3,2,1,1
"Ben Chilwell","Chelsea","ENG","DF","MF",25,2,4,0,0,16,4,25,0.13,0.5,16.1,0,39,19,20,4,2,2
"Ben Davies","Tottenham","WAL","DF",NA,29,2,4,0,0,14,5,35.7,0.14,0.4,16.7,0,37,33,4,7,5,2
"Ben Doak","Liverpool","SCO","FW",NA,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ben Godfrey","Everton","ENG","DF",NA,24,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,2,2,0
"Ben Johnson","West Ham","ENG","DF",NA,22,0,0,0,0,2,1,50,0,0,21.2,0,8,7,1,0,0,0
"Ben Mee","Brentford","ENG","DF",NA,32,1,4,0,0,28,7,25,0.11,0.43,10.3,0,33,23,10,1,1,0
"Ben Pearson","Bournemouth","ENG","MF",NA,27,0,0,0,0,2,1,50,0,0,25.2,0,2,1,1,0,0,0
"Ben White","Arsenal","ENG","DF",NA,24,5,7,0,0,10,2,20,0.2,1,16.7,0,64,56,8,13,12,1
"Benoît Badiashile","Chelsea","FRA","DF",NA,21,0,1,0,0,6,2,33.3,0.17,0.5,7.2,0,12,11,1,0,0,0
"Bernardo Silva","Manchester City","POR","MF","FW",27,5,9,0,0,25,9,36,0.16,0.44,18.1,0,75,65,10,12,11,1
"Bernd Leno","Fulham","GER","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Bertrand Traoré","Aston Villa","BFA","FW","MF",26,0,2,0,0,9,3,33.3,0.22,0.67,16.4,0,4,3,1,0,0,0
"Billy Gilmour","Brighton","SCO","MF",NA,21,1,1,0,0,6,1,16.7,0,0,20.1,0,14,12,2,3,3,0
"Bobby Clark","Liverpool","ENG","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bobby Reid","Fulham","JAM","FW","DF",29,1,5,0,0,31,10,32.3,0.13,0.4,13.7,0,54,36,18,3,1,2
"Boubacar Kamara","Aston Villa","FRA","MF",NA,22,1,1,0,0,4,1,25,0,0,29.7,0,23,19,4,4,2,2
"Boubacar Traoré","Wolves","MLI","MF",NA,20,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,2,2,0
"Boubakary Soumaré","Leicester City","FRA","MF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,23,22,1,1,1,0
"Brenden Aaronson","Leeds United","USA","MF","FW",21,3,4,0,0,41,9,22,0.02,0.11,18.4,2,95,57,38,7,3,4
"Brennan Johnson","Nott'ham Forest","WAL","FW","MF",21,3,11,3,1,52,24,46.2,0.13,0.29,16.6,0,55,36,19,11,5,6
"Bruno Fernandes","Manchester Utd","POR","MF","FW",27,8,16,2,2,90,32,35.6,0.07,0.19,20.8,6,219,164,55,18,16,2
"Bruno Guimarães","Newcastle Utd","BRA","MF",NA,24,5,9,0,0,28,8,28.6,0.14,0.5,19.7,0,110,92,18,12,11,1
"Bryan Gil","Tottenham","ESP","MF","FW",21,1,1,0,0,2,1,50,0,0,19.4,0,5,4,1,3,3,0
"Bryan Mbeumo","Brentford","CMR","FW",NA,22,8,17,1,1,70,32,45.7,0.11,0.25,16.3,1,97,62,35,15,12,3
"Bukayo Saka","Arsenal","ENG","FW",NA,20,11,25,3,2,86,29,33.7,0.14,0.41,16.3,1,161,106,55,28,20,8
"Cafú","Nott'ham Forest","POR","MF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Çağlar Söyüncü","Leicester City","TUR","DF",NA,26,0,1,0,0,5,2,40,0.2,0.5,9.5,0,2,2,0,0,0,0
"Callum Wilson","Newcastle Utd","ENG","FW",NA,30,5,23,3,3,70,31,44.3,0.21,0.48,12.4,0,43,24,19,10,5,5
"Calum Chambers","Aston Villa","ENG","DF","MF",27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"Cameron Archer","Aston Villa","ENG","FW","MF",21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Cameron Peupion","Brighton","AUS","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Caoimhín Kelleher","Liverpool","IRL","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Carlos Alcaraz","Southampton","ARG","MF","FW",19,2,6,0,0,24,10,41.7,0.17,0.4,20,0,22,14,8,4,3,1
"Carlos Vinícius","Fulham","BRA","FW",NA,27,2,7,0,0,21,12,57.1,0.24,0.42,11.9,0,16,13,3,6,5,1
"Carney Chukwuemeka","Chelsea","ENG","MF","FW",18,0,0,0,0,5,1,20,0,0,17.2,0,16,13,3,0,0,0
"Casemiro","Manchester Utd","BRA","MF",NA,30,3,7,0,0,34,11,32.4,0.12,0.36,21.6,0,68,61,7,8,8,0
"Cédric Soares","Fulham","POR","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Cédric Soares","Fulham","POR","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Cédric Soares","Arsenal","POR","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Cédric Soares","Arsenal","POR","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"César Azpilicueta","Chelsea","ESP","DF",NA,32,0,0,0,0,9,1,11.1,0,0,18.2,0,25,25,0,1,1,0
"Che Adams","Southampton","SCO","FW",NA,26,3,8,0,0,47,14,29.8,0.11,0.36,13.8,0,57,44,13,7,5,2
"Cheick Doucouré","Crystal Palace","MLI","MF",NA,22,3,3,0,0,36,7,19.4,0,0,24.6,0,61,48,13,6,4,2
"Cheikhou Kouyaté","Nott'ham Forest","SEN","MF",NA,32,0,1,0,0,6,5,83.3,0.17,0.2,19.4,0,10,10,0,0,0,0
"Chem Campbell","Wolves","WAL","FW","MF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Chris Mepham","Bournemouth","WAL","DF",NA,24,0,0,0,0,8,4,50,0,0,9.8,0,8,6,2,0,0,0
"Chris Richards","Crystal Palace","USA","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Chris Wood","Newcastle Utd","NZL","FW",NA,30,0,2,1,1,8,3,37.5,0.13,0.33,14.7,0,6,4,2,0,0,0
"Chris Wood","Newcastle Utd","NZL","FW",NA,30,0,2,1,1,8,3,37.5,0.13,0.33,14.7,0,5,4,1,0,0,0
"Chris Wood","Newcastle Utd","NZL","FW",NA,30,0,2,1,1,3,1,33.3,0.33,1,8.2,0,6,4,2,0,0,0
"Chris Wood","Newcastle Utd","NZL","FW",NA,30,0,2,1,1,3,1,33.3,0.33,1,8.2,0,5,4,1,0,0,0
"Chris Wood","Nott'ham Forest","NZL","FW",NA,30,0,1,0,0,8,3,37.5,0.13,0.33,14.7,0,6,4,2,0,0,0
"Chris Wood","Nott'ham Forest","NZL","FW",NA,30,0,1,0,0,8,3,37.5,0.13,0.33,14.7,0,5,4,1,0,0,0
"Chris Wood","Nott'ham Forest","NZL","FW",NA,30,0,1,0,0,3,1,33.3,0.33,1,8.2,0,6,4,2,0,0,0
"Chris Wood","Nott'ham Forest","NZL","FW",NA,30,0,1,0,0,3,1,33.3,0.33,1,8.2,0,5,4,1,0,0,0
"Christian Eriksen","Manchester Utd","DEN","MF",NA,30,8,9,0,0,39,11,28.2,0.03,0.09,19.3,4,71,50,21,9,6,3
"Christian Nørgaard","Brentford","DEN","MF",NA,28,3,4,0,0,19,8,42.1,0.05,0.13,11.4,0,32,24,8,7,3,4
"Christian Pulisic","Chelsea","USA","FW","DF",23,1,2,0,0,19,6,31.6,0.05,0.17,16.8,0,24,21,3,3,3,0
"Clément Lenglet","Tottenham","FRA","DF",NA,27,2,2,0,0,13,2,15.4,0,0,15.5,0,23,20,3,5,5,0
"Cody Drameh","Leeds United","ENG","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Cody Gakpo","Liverpool","NED","FW","MF",23,2,9,0,0,39,12,30.8,0.18,0.58,14.8,0,49,37,12,6,5,1
"Cole Palmer","Manchester City","ENG","MF","FW",20,1,1,0,0,11,3,27.3,0,0,13.7,0,20,11,9,1,1,0
"Connor Ronan","Wolves","IRL","MF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Conor Coady","Everton","ENG","DF",NA,29,1,2,0,0,4,2,50,0.25,0.5,8.5,0,16,14,2,1,1,0
"Conor Coventry","West Ham","IRL","MF","FW",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Conor Gallagher","Chelsea","ENG","MF",NA,22,1,4,0,0,28,11,39.3,0.11,0.27,17.9,0,47,34,13,3,2,1
"Craig Dawson","Wolves","ENG","DF",NA,32,0,1,0,0,6,1,16.7,0,0,15.1,0,6,6,0,0,0,0
"Craig Dawson","Wolves","ENG","DF",NA,32,0,1,0,0,6,1,16.7,0,0,15.1,0,12,10,2,1,0,1
"Craig Dawson","Wolves","ENG","DF",NA,32,0,1,0,0,11,2,18.2,0.09,0.5,11.5,0,6,6,0,0,0,0
"Craig Dawson","Wolves","ENG","DF",NA,32,0,1,0,0,11,2,18.2,0.09,0.5,11.5,0,12,10,2,1,0,1
"Craig Dawson","West Ham","ENG","DF",NA,32,0,0,0,0,6,1,16.7,0,0,15.1,0,6,6,0,0,0,0
"Craig Dawson","West Ham","ENG","DF",NA,32,0,0,0,0,6,1,16.7,0,0,15.1,0,12,10,2,1,0,1
"Craig Dawson","West Ham","ENG","DF",NA,32,0,0,0,0,11,2,18.2,0.09,0.5,11.5,0,6,6,0,0,0,0
"Craig Dawson","West Ham","ENG","DF",NA,32,0,0,0,0,11,2,18.2,0.09,0.5,11.5,0,12,10,2,1,0,1
"Cristian Romero","Tottenham","ARG","DF",NA,24,1,1,0,0,11,2,18.2,0,0,12.3,0,24,22,2,4,3,1
"Cristiano Ronaldo","Manchester Utd","POR","FW",NA,37,0,1,0,0,25,6,24,0.04,0.17,17.7,1,10,9,1,0,0,0
"Crysencio Summerville","Leeds United","NED","FW",NA,20,2,6,0,0,29,9,31,0.14,0.44,15.3,0,49,29,20,5,3,2
"Curtis Jones","Liverpool","ENG","MF",NA,21,1,4,0,0,15,5,33.3,0.2,0.6,17.9,0,38,31,7,4,3,1
"Dan Burn","Newcastle Utd","ENG","DF",NA,30,0,1,0,0,21,4,19,0.05,0.25,12.2,0,40,35,5,3,3,0
"Dango Ouattara","Bournemouth","BFA","MF","FW",20,3,4,0,0,26,5,19.2,0.04,0.2,14.3,0,44,26,18,5,1,4
"Daniel Amartey","Leicester City","GHA","DF",NA,27,0,0,0,0,6,2,33.3,0,0,17.4,0,15,15,0,1,1,0
"Daniel Bentley","Wolves","ENG","GK",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Daniel Iversen","Leicester City","DEN","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Daniel James","Fulham","WAL","FW",NA,24,1,3,0,0,3,1,33.3,0,0,17.6,0,11,10,1,0,0,0
"Daniel James","Fulham","WAL","FW",NA,24,1,3,0,0,3,1,33.3,0,0,17.6,0,4,3,1,0,0,0
"Daniel James","Fulham","WAL","FW",NA,24,1,3,0,0,14,3,21.4,0.14,0.67,13,0,11,10,1,0,0,0
"Daniel James","Fulham","WAL","FW",NA,24,1,3,0,0,14,3,21.4,0.14,0.67,13,0,4,3,1,0,0,0
"Daniel James","Leeds United","WAL","FW",NA,24,0,0,0,0,3,1,33.3,0,0,17.6,0,11,10,1,0,0,0
"Daniel James","Leeds United","WAL","FW",NA,24,0,0,0,0,3,1,33.3,0,0,17.6,0,4,3,1,0,0,0
"Daniel James","Leeds United","WAL","FW",NA,24,0,0,0,0,14,3,21.4,0.14,0.67,13,0,11,10,1,0,0,0
"Daniel James","Leeds United","WAL","FW",NA,24,0,0,0,0,14,3,21.4,0.14,0.67,13,0,4,3,1,0,0,0
"Daniel Podence","Wolves","POR","FW","MF",26,0,6,0,0,43,17,39.5,0.14,0.35,16.5,0,69,46,23,3,2,1
"Danilo","Nott'ham Forest","BRA","MF",NA,21,2,5,0,0,15,4,26.7,0.2,0.75,20.4,0,23,17,6,6,5,1
"Danny Ings","Aston Villa","ENG","FW",NA,30,0,6,2,2,15,4,26.7,0.13,0.5,11.2,0,12,11,1,3,3,0
"Danny Ings","Aston Villa","ENG","FW",NA,30,0,6,2,2,15,4,26.7,0.13,0.5,11.2,0,16,12,4,1,0,1
"Danny Ings","Aston Villa","ENG","FW",NA,30,0,6,2,2,25,12,48,0.16,0.33,15.5,0,12,11,1,3,3,0
"Danny Ings","Aston Villa","ENG","FW",NA,30,0,6,2,2,25,12,48,0.16,0.33,15.5,0,16,12,4,1,0,1
"Danny Ings","West Ham","ENG","FW",NA,30,2,4,0,0,15,4,26.7,0.13,0.5,11.2,0,12,11,1,3,3,0
"Danny Ings","West Ham","ENG","FW",NA,30,2,4,0,0,15,4,26.7,0.13,0.5,11.2,0,16,12,4,1,0,1
"Danny Ings","West Ham","ENG","FW",NA,30,2,4,0,0,25,12,48,0.16,0.33,15.5,0,12,11,1,3,3,0
"Danny Ings","West Ham","ENG","FW",NA,30,2,4,0,0,25,12,48,0.16,0.33,15.5,0,16,12,4,1,0,1
"Danny Ward","Leicester City","WAL","GK",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Danny Welbeck","Brighton","ENG","FW",NA,31,3,9,0,0,62,22,35.5,0.1,0.27,14.1,1,65,49,16,9,5,4
"Darko Gyabi","Leeds United","ENG","FW",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Darwin Núñez","Liverpool","URU","FW",NA,23,3,12,0,0,84,35,41.7,0.11,0.26,15.1,0,54,35,19,3,2,1
"David Brooks","Bournemouth","WAL","FW","MF",25,0,0,0,0,5,1,20,0,0,20.6,1,8,5,3,0,0,0
"David Datro Fofana","Chelsea","CIV","FW",NA,19,0,0,0,0,3,1,33.3,0,0,19.1,0,6,2,4,0,0,0
"David de Gea","Manchester Utd","ESP","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,2,0,0,0
"David Ozoh","Crystal Palace","ENG","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"David Raya","Brentford","ESP","GK",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,9,3,2,1,1
"Davinson Sánchez","Tottenham","COL","DF",NA,26,0,0,0,0,6,2,33.3,0,0,12.2,0,5,5,0,0,0,0
"Dean Henderson","Nott'ham Forest","ENG","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Declan Rice","West Ham","ENG","MF",NA,23,1,5,1,0,35,8,22.9,0.11,0.5,23.6,1,100,86,14,6,6,0
"Dejan Kulusevski","Tottenham","SWE","MF","FW",22,7,9,0,0,43,10,23.3,0.05,0.2,17.6,0,97,71,26,11,9,2
"Dele Alli","Everton","ENG","MF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Demarai Gray","Everton","JAM","FW","MF",26,1,5,2,2,57,22,38.6,0.04,0.09,19.5,8,96,41,55,5,3,2
"Denis Zakaria","Chelsea","SUI","MF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Deniz Undav","Brighton","GER","FW","MF",26,0,5,0,0,27,12,44.4,0.19,0.42,13.8,0,22,14,8,4,0,4
"Dennis Praet","Leicester City","BEL","MF","FW",28,0,1,0,0,5,2,40,0.2,0.5,13.6,0,14,11,3,0,0,0
"Dexter Lembikisa","Wolves","JAM","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Diego Carlos","Aston Villa","BRA","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Diego Costa","Wolves","ESP","FW",NA,33,0,1,0,0,28,14,50,0.04,0.07,12,0,23,15,8,1,1,0
"Diego Llorente","Leeds United","ESP","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,1,0
"Diogo Dalot","Manchester Utd","POR","DF",NA,23,2,3,0,0,22,7,31.8,0.05,0.14,19.9,0,52,48,4,2,2,0
"Diogo Jota","Liverpool","POR","FW",NA,25,4,11,0,0,35,11,31.4,0.2,0.64,11.7,0,33,23,10,5,4,1
"Divin Mubama","West Ham","ENG","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Djed Spence","Tottenham","ENG","FW","DF",21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Dominic Ballard","Southampton","ENG","FW","MF",17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Dominic Calvert-Lewin","Everton","ENG","FW",NA,25,1,3,1,1,30,9,30,0.03,0.11,11.8,0,24,16,8,4,2,2
"Dominic Solanke","Bournemouth","ENG","FW","MF",24,7,13,0,0,76,28,36.8,0.08,0.21,12.8,0,61,36,25,13,10,3
"Donny van de Beek","Manchester Utd","NED","MF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,0,0,0
"Douglas Luiz","Aston Villa","BRA","MF",NA,24,6,12,0,0,34,12,35.3,0.18,0.5,25,7,96,61,35,12,9,3
"Duje Ćaleta-Car","Southampton","CRO","DF",NA,25,0,1,0,0,5,2,40,0.2,0.5,12.3,0,6,6,0,0,0,0
"Dwight McNeil","Everton","ENG","FW","MF",22,3,10,0,0,46,15,32.6,0.15,0.47,20.5,1,108,53,55,12,4,8
"Eberechi Eze","Crystal Palace","ENG","MF","FW",24,4,14,1,1,70,25,35.7,0.13,0.36,21.9,14,118,69,49,16,9,7
"Eddie Nketiah","Arsenal","ENG","FW",NA,23,1,5,0,0,41,14,34.1,0.1,0.29,11.3,0,29,14,15,3,2,1
"Ederson","Manchester City","BRA","GK",NA,28,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,1,0
"Edouard Mendy","Chelsea","SEN","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Elliot Anderson","Newcastle Utd","ENG","MF","FW",19,1,1,0,0,11,4,36.4,0,0,16,0,22,16,6,1,1,0
"Ellis Simms","Everton","ENG","FW",NA,21,0,1,0,0,8,1,12.5,0.13,1,16.1,0,6,4,2,2,1,1
"Emerson","Tottenham","BRA","DF",NA,23,1,3,0,0,17,6,35.3,0.12,0.33,16.6,0,36,32,4,2,2,0
"Emerson Palmieri","West Ham","ITA","DF",NA,27,0,1,0,0,11,5,45.5,0.09,0.2,14.5,0,29,20,9,0,0,0
"Emi Buendía","Aston Villa","ARG","MF","FW",25,2,7,0,0,49,11,22.4,0.1,0.45,15.9,2,90,72,18,10,7,3
"Emil Krafth","Newcastle Utd","SWE","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Emile Smith Rowe","Arsenal","ENG","MF","FW",22,2,2,0,0,4,1,25,0,0,15.8,0,9,6,3,1,1,0
