"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Thorgan Hazard","Dortmund","BEL","MF","FW",27,0,0,0,0,6
"Jonas Hector","Köln","GER","MF","FW",30,2,0,0,0,11
"Hwang Hee-chan","RB Leipzig","KOR","FW","MF",24,2,0,0,0,12
"Dominique Heintz","Freiburg","GER","DF",NA,26,3,0,0,0,16
"Benjamin Henrichs","RB Leipzig","GER","DF","MF",23,3,0,0,0,8
"Lucas Hernández","Bayern Munich","FRA","DF",NA,24,4,0,0,0,16
"Patrick Herrmann","Gladbach","GER","FW","MF",29,3,0,0,0,13
"Martin Hinteregger","Eint Frankfurt","AUT","DF",NA,27,4,0,0,0,33
"Nicolas Höfler","Freiburg","GER","MF",NA,30,11,0,0,0,70
"Jonas Hofmann","Gladbach","GER","FW","MF",28,1,0,0,0,19
"Marco Höger","Köln","GER","DF","MF",30,0,0,0,0,0
"Lucas Höler","Freiburg","GER","FW","MF",26,5,0,0,0,26
"Matthew Hoppe","Schalke 04","USA","FW",NA,19,3,0,0,0,21
"Jannes Horn","Köln","GER","DF",NA,23,6,0,0,0,15
"Timo Horn","Köln","GER","GK",NA,27,0,0,0,0,0
"Lukáš Hrádecký","Leverkusen","FIN","GK",NA,30,1,0,0,0,1
"Ajdin Hrustic","Eint Frankfurt","AUS","MF","DF",24,2,0,0,0,7
"Florian Hübner","Union Berlin","GER","DF",NA,29,3,0,0,0,10
"Mats Hummels","Dortmund","GER","DF",NA,31,6,0,0,0,27
"Klaas-Jan Huntelaar","Schalke 04","NED","FW",NA,36,2,0,0,0,12
"Iago","Augsburg","BRA","DF",NA,23,2,0,0,0,11
"Vedad Ibišević","Schalke 04","BIH","FW",NA,35,1,0,0,0,3
"Blendi Idrizi","Schalke 04","KVX","MF",NA,22,1,0,0,0,3
"Stefan Ilsanker","Eint Frankfurt","AUT","MF","DF",31,4,0,0,0,29
"Marcus Ingvartsen","Union Berlin","DEN","MF","FW",24,4,0,0,0,44
"Ismail Jakobs","Köln","SEN","MF","FW",20,6,0,0,0,23
"Tony Jantschke","Gladbach","GER","DF",NA,30,1,0,0,0,3
"Rune Jarstein","Hertha BSC","NOR","GK",NA,35,0,0,0,0,1
"Tin Jedvaj","Leverkusen","CRO","DF",NA,24,0,0,0,0,4
"Fredrik Jensen","Augsburg","FIN","FW","MF",22,0,0,0,0,7
"Marco John","Hoffenheim","GER","DF",NA,18,1,0,0,0,5
"Luka Jović","Eint Frankfurt","SRB","FW",NA,22,2,0,0,0,13
"Ozan Kabak","Schalke 04","TUR","DF",NA,20,6,1,1,2,21
"Pavel Kadeřábek","Hoffenheim","CZE","DF","FW",28,3,0,0,0,20
"Florian Kainz","Köln","AUT","MF","FW",27,0,0,0,0,6
"Sasa Kalajdzic","Stuttgart","AUT","FW",NA,23,1,0,0,0,31
"Daichi Kamada","Eint Frankfurt","JPN","MF",NA,23,3,0,0,0,41
"Marcin Kamiński","Stuttgart","POL","DF",NA,28,0,0,0,0,2
"Kevin Kampl","RB Leipzig","SVN","MF",NA,29,6,0,0,0,45
"Atakan Karazor","Stuttgart","GER","DF","MF",23,3,0,0,0,15
"Loris Karius","Union Berlin","GER","GK",NA,27,0,0,0,0,0
"Silas Katompa","Stuttgart","COD","DF","FW",21,6,0,0,0,33
"Noah Katterbach","Köln","GER","DF","MF",19,1,0,0,0,9
"Yannik Keitel","Freiburg","GER","MF",NA,20,1,0,0,0,12
"Marc-Oliver Kempf","Stuttgart","GER","DF",NA,25,5,0,0,0,35
"Rani Khedira","Augsburg","GER","MF",NA,26,5,0,0,0,23
"Sami Khedira","Hertha BSC","GER","MF",NA,33,1,0,0,0,7
"Luca Kilian","Mainz 05","GER","DF",NA,20,1,0,0,0,4
"Joshua Kimmich","Bayern Munich","GER","MF",NA,25,4,0,0,0,19
"Davy Klaassen","Werder Bremen","NED","MF",NA,27,1,0,0,0,6
"Felix Klaus","Wolfsburg","GER","DF","MF",27,0,0,0,0,2
"Klauss","Hoffenheim","BRA","MF","FW",23,0,0,0,0,3
"Philipp Klement","Stuttgart","GER","MF","FW",27,0,0,0,0,6
"Mateo Klimowicz","Stuttgart","GER","MF","FW",20,1,0,0,0,14
"Fabian Klos","Arminia","GER","FW",NA,32,4,0,0,0,48
"Lukas Klostermann","RB Leipzig","GER","DF",NA,24,2,0,0,0,7
"Justin Kluivert","RB Leipzig","NED","FW","MF",21,2,0,0,0,14
"Lukas Klünter","Hertha BSC","GER","DF",NA,24,0,0,0,0,4
"Ansgar Knauff","Dortmund","GER","MF","FW",18,0,0,0,0,3
"Robin Knoche","Union Berlin","GER","DF",NA,28,4,0,0,0,36
"Gregor Kobel","Stuttgart","SUI","GK",NA,22,0,0,0,0,0
"Dominik Kohr","Mainz 05","GER","MF",NA,26,3,0,0,0,26
"Dominik Kohr","Eint Frankfurt","GER","MF","DF",26,1,0,0,0,9
"Sead Kolašinac","Schalke 04","BIH","DF","MF",27,5,0,0,0,19
"Ibrahima Konaté","RB Leipzig","FRA","DF",NA,21,2,0,0,0,13
"Filip Kostić","Eint Frankfurt","SRB","DF",NA,27,4,0,0,0,20
"Andrej Kramarić","Hoffenheim","CRO","FW","MF",29,2,0,0,0,2
"Christoph Kramer","Gladbach","GER","MF",NA,29,5,0,0,0,32
"Max Kruse","Union Berlin","GER","FW","MF",32,0,0,0,0,5
"Lukas Kübler","Freiburg","GER","DF","MF",27,2,0,0,0,18
"Pierre Kunde","Mainz 05","CMR","MF",NA,25,1,0,0,0,10
"Fabian Kunze","Arminia","GER","MF",NA,22,6,0,0,0,36
"Ahmed Kutucu","Schalke 04","TUR","FW","MF",20,1,0,0,0,2
"Maxence Lacroix","Wolfsburg","FRA","DF",NA,20,5,0,0,0,25
"Konrad Laimer","RB Leipzig","AUT","DF","MF",23,0,0,0,0,2
"Stefan Lainer","Gladbach","AUT","DF",NA,27,2,0,0,0,29
"Danny Latza","Mainz 05","GER","MF",NA,30,8,0,0,0,32
"Valentino Lazaro","Gladbach","AUT","DF","FW",24,3,0,0,0,7
"Mathew Leckie","Hertha BSC","AUS","FW","DF",29,0,0,0,0,10
"Christopher Lenz","Union Berlin","GER","DF","FW",25,3,0,0,0,27
"Robert Lewandowski","Bayern Munich","POL","FW",NA,31,4,0,0,0,41
"Philipp Lienhart","Freiburg","AUT","DF",NA,24,4,0,0,0,16
"Dimitris Limnios","Köln","GRE","MF","FW",22,0,0,0,0,5
"Jan Luca Schuler","Schalke 04","GER","FW",NA,21,0,0,0,0,1
"Anderson Lucoqui","Arminia","ANG","DF",NA,23,5,0,0,0,27
"Kilian Ludewig","Schalke 04","GER","DF","FW",20,1,0,0,0,7
"Dodi Lukebakio","Hertha BSC","BEL","FW","MF",22,4,1,1,2,34
"Andreas Luthe","Union Berlin","GER","GK",NA,33,1,0,0,0,1
"Luca Mack","Stuttgart","GER","MF",NA,20,0,0,0,0,0
"Arne Maier","Arminia","GER","MF",NA,21,0,0,0,0,1
"Arne Maier","Hertha BSC","GER","MF",NA,21,0,0,0,0,1
"Yunus Mallı","Wolfsburg","TUR","MF",NA,28,0,0,0,0,0
"Orel Mangala","Stuttgart","BEL","MF",NA,22,4,0,0,0,33
"Aarón Martín","Mainz 05","ESP","DF","FW",23,0,0,0,0,4
"Javi Martínez","Bayern Munich","ESP","DF","MF",31,0,0,0,0,2
"Josep Martinez","RB Leipzig","ESP","GK",NA,22,0,0,0,0,0
"Omar Mascarell","Schalke 04","EQG","MF",NA,27,6,0,0,0,26
"Roberto Massimo","Stuttgart","GER","DF","FW",19,2,0,0,0,4
"Jean-Philippe Mateta","Mainz 05","FRA","FW",NA,23,2,0,0,0,8
"Rabbi Matondo","Schalke 04","WAL","FW","MF",19,0,0,0,0,2
"Konstantinos Mavropanos","Stuttgart","GRE","DF",NA,22,5,0,0,0,23
"Eric Maxim Choupo-Moting","Bayern Munich","CMR","FW","MF",31,2,0,0,0,5
"Kevin Mbabu","Wolfsburg","SUI","DF",NA,25,7,0,0,0,43
"Jean-Manuel Mbom","Werder Bremen","GER","MF","DF",20,7,0,0,0,32
"Nathan de Medina","Arminia","BEL","DF",NA,22,5,1,0,1,10
"Joshua Mees","Union Berlin","GER","FW",NA,24,0,0,0,0,0
"Admir Mehmedi","Wolfsburg","SUI","MF","FW",29,0,0,0,0,19
"Hamza Mendyl","Schalke 04","MAR","FW","DF",22,1,0,0,0,2
"Jorge Meré","Köln","ESP","DF",NA,23,2,0,0,0,5
"Thomas Meunier","Dortmund","BEL","DF",NA,28,3,0,0,0,17
"Max Meyer","Köln","GER","MF",NA,24,0,0,0,0,2
"Maximilian Mittelstädt","Hertha BSC","GER","DF","FW",23,3,0,0,0,24
"Anthony Modeste","Köln","FRA","FW",NA,32,1,0,0,0,1
"Kevin Möhwald","Werder Bremen","GER","MF",NA,27,4,1,1,2,20
"Niklas Moisander","Werder Bremen","FIN","DF",NA,34,3,0,0,0,17
"Alkhaly Momo Cissé","Stuttgart","GUI","FW","DF",17,1,0,0,0,2
"Jan Morávek","Augsburg","CZE","MF",NA,30,0,0,0,0,9
"Mateu Morey","Dortmund","ESP","DF",NA,20,1,0,0,0,12
"Youssoufa Moukoko","Dortmund","GER","FW","MF",15,0,0,0,0,8
"Nordi Mukiele","RB Leipzig","FRA","DF",NA,22,5,0,0,0,40
"Florian Müller","Freiburg","GER","GK",NA,22,0,0,0,0,0
"Thomas Müller","Bayern Munich","GER","MF",NA,30,0,0,0,0,22
"Petar Musa","Union Berlin","CRO","FW",NA,22,2,0,0,0,23
"Jamal Musiala","Bayern Munich","GER","FW","MF",17,0,0,0,0,12
"Shkodran Mustafi","Schalke 04","GER","DF",NA,28,1,0,0,0,8
"Phillipp Mwene","Mainz 05","AUT","DF","MF",26,3,0,0,0,29
"Obite N'Dicka","Eint Frankfurt","CIV","DF",NA,20,10,0,0,0,33
"Matija Nastasić","Schalke 04","SRB","DF",NA,27,2,0,0,0,16
"Luca Netz","Hertha BSC","GER","DF","FW",17,0,0,0,0,2
"Manuel Neuer","Bayern Munich","GER","GK",NA,34,1,0,0,0,1
"Florian Neuhaus","Gladbach","GER","MF",NA,23,9,0,0,0,23
"Jessic Ngankam","Hertha BSC","GER","FW",NA,20,1,0,0,0,9
"Moussa Niakhate","Mainz 05","SEN","DF",NA,24,10,1,1,2,49
"Tanguy Nianzou","Bayern Munich","FRA","DF","FW",18,1,1,0,1,4
"Florian Niederlechner","Augsburg","GER","FW",NA,29,3,1,1,2,24
"Joakim Nilsson","Arminia","SWE","DF",NA,26,1,0,0,0,12
"Christopher Nkunku","RB Leipzig","FRA","FW","MF",22,2,0,0,0,39
"Håvard Nordtveit","Hoffenheim","NOR","DF",NA,30,1,0,0,0,4
"Alexander Nübel","Bayern Munich","GER","GK",NA,23,0,0,0,0,0
"Kasim Nuhu","Hoffenheim","GHA","DF",NA,25,0,0,0,0,12
"Bastian Oczipka","Schalke 04","GER","DF","FW",31,1,0,0,0,14
"Masaya Okugawa","Arminia","JPN","MF",NA,24,0,0,0,0,3
"Dani Olmo","RB Leipzig","ESP","MF",NA,22,1,0,0,0,20
"Karim Onisiwo","Mainz 05","AUT","FW","MF",28,2,0,0,0,38
"Willi Orban","RB Leipzig","HUN","DF",NA,27,4,0,0,0,16
"Stefan Ortega","Arminia","GER","GK",NA,27,1,0,0,0,0
"Yuya Osako","Werder Bremen","JPN","MF","FW",30,3,0,0,0,14
"Paulo Otávio","Wolfsburg","BRA","DF",NA,25,7,1,0,1,27
"Reece Oxford","Augsburg","ENG","DF",NA,21,2,0,0,0,14
"Salih Özcan","Köln","TUR","MF",NA,22,3,0,0,0,32
"Levin Öztunalı","Mainz 05","GER","DF","FW",24,0,0,0,0,7
"Gonçalo Paciência","Schalke 04","POR","FW",NA,25,2,0,0,0,17
"Exequiel Palacios","Leverkusen","ARG","MF",NA,21,1,0,0,0,7
"Felix Passlack","Dortmund","GER","DF",NA,22,0,0,0,0,4
"Benjamin Pavard","Bayern Munich","FRA","DF",NA,24,3,0,0,0,18
"Jiří Pavlenka","Werder Bremen","CZE","GK",NA,28,2,0,0,0,2
"Mads Pedersen","Augsburg","DEN","DF",NA,23,1,0,0,0,15
"Peter Pekarík","Hertha BSC","SVK","DF",NA,33,4,0,0,0,12
"Philipp Pentke","Hoffenheim","GER","GK",NA,35,0,0,0,0,0
"Nils Petersen","Freiburg","GER","FW",NA,31,0,0,0,0,12
"Lukas Petkov","Augsburg","BUL","MF",NA,19,0,0,0,0,0
"Maximilian Philipp","Wolfsburg","GER","MF",NA,26,3,0,0,0,16
"Krzysztof Piątek","Hertha BSC","POL","FW",NA,25,4,0,0,0,44
"Amos Pieper","Arminia","GER","DF",NA,22,6,0,0,0,21
"Łukasz Piszczek","Dortmund","POL","DF",NA,35,0,0,0,0,1
"Marvin Plattenhardt","Hertha BSC","GER","DF",NA,28,1,0,0,0,10
"Alassane Pléa","Gladbach","FRA","FW",NA,27,2,0,0,0,18
"Joel Pohjanpalo","Union Berlin","FIN","FW",NA,25,0,0,0,0,7
"Marin Pongračić","Wolfsburg","CRO","DF",NA,22,2,1,1,2,12
"Stefan Posch","Hoffenheim","AUT","DF",NA,23,11,1,1,2,38
"Yussuf Poulsen","RB Leipzig","DEN","FW",NA,26,1,0,0,0,22
"Manuel Prietl","Arminia","AUT","MF",NA,28,3,0,0,0,38
"Grischa Prömel","Union Berlin","GER","MF",NA,25,7,0,0,0,30
"Robin Quaison","Mainz 05","SWE","FW","MF",26,1,0,0,0,21
"Nemanja Radonjić","Hertha BSC","SRB","FW","MF",24,1,0,0,0,6
"Benito Raman","Schalke 04","BEL","FW","MF",25,2,0,0,0,16
"Milot Rashica","Werder Bremen","KVX","FW","MF",24,0,0,0,0,15
"Daishawn Redan","Hertha BSC","NED","FW","MF",19,0,0,0,0,2
"Reinier","Dortmund","BRA","MF","FW",18,0,0,0,0,3
"Marco Reus","Dortmund","GER","MF","FW",31,1,0,0,0,27
