"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Álvaro Morata","Atlético Madrid","ESP","FW",NA,29,2,15,0,0,71,32,45.1,0.18,0.41,12.2,0,48,30,18,9,4,5
"Álvaro Negredo","Cádiz","ESP","FW",NA,36,2,3,0,0,22,7,31.8,0.05,0.14,16.8,0,21,13,8,4,2,2
"Álvaro Odriozola","Real Madrid","ESP","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Álvaro Rodríguez","Real Madrid","URU","FW",NA,18,1,2,0,0,2,1,50,0.5,1,8,0,1,1,0,1,1,0
"Amath","Mallorca","SEN","MF","FW",26,0,2,0,0,23,7,30.4,0.09,0.29,14,0,24,11,13,3,1,2
"Ander Barrenetxea","Real Sociedad","ESP","FW","DF",20,1,4,0,0,18,12,66.7,0.17,0.25,14.9,2,28,22,6,2,1,1
"Ander Capa","Athletic Club","ESP","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Ander Guevara","Real Sociedad","ESP","MF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,7,0,0,0,0
"Ander Herrera","Athletic Club","ESP","MF",NA,32,1,1,0,0,10,1,10,0,0,20.9,2,23,20,3,1,1,0
"Ander Martin","Real Sociedad","ESP","MF","FW",21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Andoni Gorosabel","Real Sociedad","ESP","DF",NA,25,0,0,0,0,14,1,7.1,0,0,21.7,0,30,22,8,1,1,0
"Andreas Christensen","Barcelona","DEN","DF",NA,26,1,2,0,0,10,5,50,0.1,0.2,12.2,0,15,15,0,2,2,0
"Andrés Guardado","Betis","MEX","MF",NA,35,1,2,0,0,8,3,37.5,0.13,0.33,23.2,1,32,26,6,5,4,1
"Andrés Martín","Rayo Vallecano","ESP","FW","MF",23,0,0,0,0,4,2,50,0,0,13.7,0,6,5,1,0,0,0
"Andriy Lunin","Real Madrid","UKR","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ángel Alarcón","Barcelona","ESP","FW","MF",18,0,0,0,0,1,1,100,0,0,15.1,0,1,0,1,0,0,0
"Ángel Algobia","Getafe","ESP","MF",NA,23,0,0,0,0,7,1,14.3,0,0,24.9,0,16,13,3,1,1,0
"Ángel Correa","Atlético Madrid","ARG","FW","MF",27,1,10,0,0,43,18,41.9,0.21,0.5,15.3,0,61,45,16,11,5,6
"Ángel Rodríguez","Mallorca","ESP","FW","MF",35,0,1,0,0,13,6,46.2,0.08,0.17,13.1,0,5,4,1,0,0,0
"Ansu Fati","Barcelona","ESP","FW",NA,19,3,10,0,0,61,18,29.5,0.11,0.39,15,3,50,35,15,7,4,3
"Ante Budimir","Osasuna","CRO","FW",NA,31,0,8,0,0,58,21,36.2,0.14,0.38,11.6,0,34,21,13,1,0,1
"Anthony Lozano","Cádiz","HON","FW",NA,29,1,2,0,0,30,8,26.7,0.03,0.13,16.7,0,34,20,14,5,2,3
"Antoine Griezmann","Atlético Madrid","FRA","FW","MF",31,16,31,0,0,111,44,39.6,0.14,0.34,17.6,5,162,111,51,26,18,8
"Antonio Blanco","Cádiz","ESP","MF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Antonio Gomis","Atlético Madrid","ESP","GK",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Antonio Raillo","Mallorca","ESP","DF",NA,30,3,5,0,0,13,5,38.5,0.15,0.4,13.9,0,15,11,4,5,4,1
"Antonio Rüdiger","Real Madrid","GER","DF",NA,29,0,1,0,0,22,4,18.2,0.05,0.25,14.8,0,18,16,2,1,0,1
"Antonio Sánchez","Mallorca","ESP","MF","DF",25,0,0,0,0,12,5,41.7,0,0,22.5,0,18,12,6,0,0,0
"Anuar","Valladolid","MAR","MF","FW",27,0,1,0,0,3,1,33.3,0.33,1,13,0,4,2,2,1,0,1
"Aridane Hernández","Osasuna","ESP","DF",NA,33,1,1,0,0,5,1,20,0,0,11,0,12,10,2,2,1,1
"Aritz Elustondo","Real Sociedad","ESP","DF",NA,28,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,9,5,4,2,0,2
"Arnau Martinez","Girona","ESP","DF",NA,19,4,7,0,0,20,3,15,0.15,1,12.7,0,75,65,10,9,7,2
"Arnau Puigmal","Almería","ESP","MF","FW",21,0,1,0,0,17,6,35.3,0.06,0.17,18.1,0,26,20,6,1,1,0
"Arnaut Danjuma","Villarreal","NED","FW",NA,25,0,2,1,1,11,4,36.4,0.09,0.25,16.7,0,13,7,6,0,0,0
"Asier Illarramendi","Real Sociedad","ESP","MF",NA,32,0,1,0,0,11,3,27.3,0.09,0.33,20.5,0,27,22,5,2,2,0
"Asier Villalibre","Athletic Club","ESP","FW",NA,24,0,0,0,0,4,1,25,0,0,11.6,0,3,3,0,0,0,0
"Augusto Solari","Celta Vigo","ARG","MF",NA,30,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,2,2,0
"Aurélien Tchouaméni","Real Madrid","FRA","MF",NA,22,4,4,0,0,38,6,15.8,0,0,22.1,0,63,53,10,12,11,1
"Awer Mabil","Cádiz","AUS","MF","FW",26,0,0,0,0,3,1,33.3,0,0,17.3,0,2,0,2,0,0,0
"Axel Werner","Elche","ARG","GK",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Axel Witsel","Atlético Madrid","BEL","DF","MF",33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,23,22,1,4,4,0
"Ayoze Pérez","Betis","ESP","FW","MF",29,1,4,0,0,34,14,41.2,0.09,0.21,16.8,0,49,33,16,4,1,3
"Babatunde Akinsola","Valladolid","NGA","FW",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Bebé","Rayo Vallecano","CPV","FW",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,0,4,0,0,0
"Beñat Turrientes","Real Sociedad","ESP","MF","FW",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Benjamin Lecomte","Espanyol","FRA","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Bernardo Espinosa","Girona","COL","DF",NA,33,1,2,0,0,11,5,45.5,0.09,0.2,10.7,0,9,6,3,2,1,1
"Borja García","Girona","ESP","MF","FW",31,0,1,0,0,8,3,37.5,0.13,0.33,20.9,0,17,12,5,2,2,0
"Borja Iglesias","Betis","ESP","FW",NA,29,3,18,6,5,58,21,36.2,0.17,0.48,15.2,0,40,29,11,5,4,1
"Borja Mayoral","Getafe","ESP","FW",NA,25,2,10,2,0,50,19,38,0.16,0.42,14.6,0,58,43,15,3,2,1
"Braian Cufré","Mallorca","ARG","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Brais Méndez","Real Sociedad","ESP","MF",NA,25,4,12,0,0,60,21,35,0.13,0.38,21.4,9,98,54,44,11,6,5
"Brian Ocampo","Cádiz","URU","MF","FW",23,1,2,0,0,13,2,15.4,0.08,0.5,21.3,0,40,29,11,5,3,2
"Brian Oliván","Espanyol","ESP","DF",NA,28,7,8,0,0,15,4,26.7,0.07,0.25,24.5,1,53,42,11,9,9,0
"Bryan Gil","Sevilla","ESP","FW","DF",21,2,4,0,0,17,4,23.5,0.12,0.5,13.7,0,25,20,5,4,3,1
"Cala","Cádiz","ESP","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Carles Aleñá","Getafe","ESP","MF","FW",24,2,4,0,0,33,10,30.3,0.06,0.2,22.3,0,44,30,14,4,4,0
"Carles Pérez","Celta Vigo","ESP","MF","FW",24,5,8,0,0,54,20,37,0.06,0.15,21.8,0,68,45,23,9,6,3
"Carlos Álvarez","Sevilla","ESP","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Carlos Clerc","Elche","ESP","DF","MF",30,1,1,0,0,9,3,33.3,0,0,17.9,0,41,31,10,4,3,1
"Carlos Dominguez","Celta Vigo","ESP","DF",NA,21,0,0,0,0,1,1,100,0,0,21.5,0,0,0,0,0,0,0
"Carlos Fernández","Real Sociedad","ESP","FW",NA,26,0,1,0,0,21,5,23.8,0.05,0.2,13.1,0,16,12,4,1,1,0
"Carlos García","Cádiz","ESP","DF",NA,22,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Carlos Martín","Atlético Madrid","ESP","FW","MF",20,0,0,0,0,1,1,100,0,0,16.9,0,0,0,0,0,0,0
"Carlos Soler","Valencia","ESP","MF",NA,25,0,1,1,1,4,1,25,0,0,30,3,6,5,1,0,0,0
"Carmona","Sevilla","ESP","DF",NA,20,1,3,0,0,5,3,60,0.2,0.33,17.9,0,10,7,3,2,2,0
"Carmona","Sevilla","ESP","DF",NA,20,1,3,0,0,5,3,60,0.2,0.33,17.9,0,14,8,6,1,1,0
"Carmona","Sevilla","ESP","DF",NA,20,1,3,0,0,5,2,40,0.4,1,14.3,0,10,7,3,2,2,0
"Carmona","Sevilla","ESP","DF",NA,20,1,3,0,0,5,2,40,0.4,1,14.3,0,14,8,6,1,1,0
"Carmona","Elche","ESP","MF","DF",20,0,1,0,0,5,3,60,0.2,0.33,17.9,0,10,7,3,2,2,0
"Carmona","Elche","ESP","MF","DF",20,0,1,0,0,5,3,60,0.2,0.33,17.9,0,14,8,6,1,1,0
"Carmona","Elche","ESP","MF","DF",20,0,1,0,0,5,2,40,0.4,1,14.3,0,10,7,3,2,2,0
"Carmona","Elche","ESP","MF","DF",20,0,1,0,0,5,2,40,0.4,1,14.3,0,14,8,6,1,1,0
"Casemiro","Real Madrid","BRA","MF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Catena","Rayo Vallecano","ESP","DF",NA,27,1,2,0,0,14,5,35.7,0.07,0.2,8.9,0,31,25,6,1,1,0
"Cenk Özkacar","Valencia","TUR","DF",NA,21,0,0,0,0,11,2,18.2,0,0,12.8,0,18,15,3,0,0,0
"César de la Hoz","Almería","ESP","MF",NA,30,0,1,0,0,7,1,14.3,0.14,1,20.7,0,18,15,3,2,1,1
"César Montes","Espanyol","MEX","DF",NA,25,0,3,0,0,13,6,46.2,0.23,0.5,12.9,0,10,6,4,2,0,2
"Chadi Riad","Barcelona","MAR","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Chris Ramos","Cádiz","ESP","FW",NA,25,0,1,0,0,31,6,19.4,0.03,0.17,13.3,0,12,8,4,0,0,0
"Chumi","Almería","ESP","DF",NA,23,0,1,0,0,3,1,33.3,0.33,1,10.2,0,11,9,2,0,0,0
"Claudio Bravo","Betis","CHI","GK",NA,39,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,2,0,0,0
"Clément Grenier","Mallorca","FRA","MF",NA,31,0,0,0,0,3,2,66.7,0,0,23.1,1,18,11,7,1,0,1
"Copete","Mallorca","ESP","DF",NA,22,0,1,0,0,6,1,16.7,0.17,1,7.8,0,16,15,1,0,0,0
"Cristhian Mosquera","Valencia","ESP","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Cristhian Stuani","Girona","URU","FW",NA,35,0,9,6,5,29,15,51.7,0.14,0.27,13,0,18,9,9,1,0,1
"Curro","Almería","ESP","MF",NA,26,0,0,0,0,1,1,100,0,0,15.9,0,2,0,2,0,0,0
"Cyle Larin","Valladolid","CAN","FW",NA,27,3,11,2,2,49,17,34.7,0.12,0.35,14.1,0,33,21,12,7,5,2
"Damián Suárez","Getafe","URU","DF","MF",34,1,2,0,0,6,1,16.7,0.17,1,19,0,47,29,18,2,1,1
"Dani Carvajal","Real Madrid","ESP","DF",NA,30,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,40,37,3,1,1,0
"Dani Ceballos","Real Madrid","ESP","MF",NA,25,4,4,0,0,18,5,27.8,0,0,21,0,81,60,21,9,8,1
"Dani García","Athletic Club","ESP","MF",NA,32,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,23,20,3,4,4,0
"Dani Gómez","Espanyol","ESP","MF","FW",24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Dani Rodríguez","Mallorca","ESP","MF",NA,34,6,9,0,0,25,10,40,0.12,0.3,17.9,0,54,39,15,10,8,2
"Daniel Parejo","Villarreal","ESP","MF",NA,33,4,7,4,2,26,8,30.8,0.04,0.13,27.9,12,113,84,29,11,8,3
"Daniel Vivian","Athletic Club","ESP","DF",NA,23,0,1,0,0,13,2,15.4,0.08,0.5,12.7,0,17,13,4,0,0,0
"Darko Brašanac","Osasuna","SRB","MF",NA,30,1,2,0,0,11,4,36.4,0.09,0.25,12.4,0,22,20,2,1,1,0
"Darwin Machís","Valladolid","VEN","FW",NA,29,1,1,0,0,19,6,31.6,0,0,18.7,0,20,13,7,1,1,0
"David Alaba","Real Madrid","AUT","DF",NA,30,3,4,0,0,14,3,21.4,0.07,0.33,19.8,5,27,23,4,4,3,1
"David García","Osasuna","ESP","DF",NA,28,0,2,0,0,15,3,20,0.13,0.67,10.2,0,19,19,0,2,2,0
"David Gil","Cádiz","ESP","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"David López","Girona","ESP","DF",NA,32,1,4,0,0,11,8,72.7,0.27,0.38,16.9,0,11,10,1,2,2,0
"David Silva","Real Sociedad","ESP","MF",NA,36,5,7,0,0,30,13,43.3,0.07,0.15,15.4,1,77,67,10,14,13,1
"David Soria","Getafe","ESP","GK",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,6,1,0,0,0
"David Torres","Valladolid","ESP","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Denis Suárez","Espanyol","ESP","MF","FW",28,0,0,0,0,4,2,50,0,0,19.4,0,34,22,12,1,1,0
"Dennis Hadzikadunic","Mallorca","BIH","DF",NA,24,0,0,0,0,5,1,20,0,0,15.2,0,3,3,0,0,0,0
"Diego Collado","Villarreal","ESP","FW",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Diego González","Elche","ESP","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Diego Iturralde","Sevilla","ESP","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Diego López","Valencia","ESP","FW","MF",20,1,4,0,0,12,8,66.7,0.25,0.38,10.5,0,21,16,5,2,2,0
"Diego López","Valencia","ESP","FW","MF",20,1,4,0,0,12,8,66.7,0.25,0.38,10.5,0,0,0,0,0,0,0
"Diego López","Rayo Vallecano","ESP","GK",NA,40,0,0,0,0,12,8,66.7,0.25,0.38,10.5,0,21,16,5,2,2,0
"Diego López","Rayo Vallecano","ESP","GK",NA,40,0,0,0,0,12,8,66.7,0.25,0.38,10.5,0,0,0,0,0,0,0
"Diego Mariño","Almería","ESP","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Diego Méndez","Rayo Vallecano","ESP","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Diego Moreno","Osasuna","ESP","DF",NA,21,0,0,0,0,5,1,20,0,0,20.6,0,7,4,3,0,0,0
"Diego Rico","Real Sociedad","ESP","DF",NA,29,0,0,0,0,9,3,33.3,0,0,27.5,0,33,26,7,1,1,0
"Dimitri Foulquier","Valencia","FRA","DF",NA,29,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,29,25,4,2,2,0
"Djené","Getafe","TOG","DF",NA,30,1,1,0,0,9,1,11.1,0,0,15.3,0,31,23,8,7,7,0
"Domingos André Ribeiro Almeida","Valencia","POR","MF",NA,22,4,6,0,0,23,8,34.8,0.09,0.25,22.7,3,91,67,24,5,3,2
"Domingos Duarte","Getafe","POR","DF",NA,27,2,2,0,0,16,4,25,0,0,11,0,15,13,2,3,2,1
"Domingos Quina","Elche","POR","MF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"Dominik Greif","Mallorca","SVK","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Dyego Sousa","Almería","POR","FW",NA,32,1,1,0,0,13,4,30.8,0,0,14.2,0,14,11,3,1,1,0
"Eden Hazard","Real Madrid","BEL","FW",NA,31,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,16,12,4,1,1,0
"Éder Militão","Real Madrid","BRA","DF",NA,24,0,5,0,0,22,8,36.4,0.23,0.63,13.8,0,22,19,3,4,3,1
"Édgar Badía","Elche","ESP","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Édgar González","Betis","ESP","DF",NA,25,0,0,0,0,9,3,33.3,0,0,9.7,0,7,6,1,1,0,1
"Edinson Cavani","Valencia","URU","FW",NA,35,2,7,3,2,31,8,25.8,0.1,0.38,14.7,3,24,19,5,4,4,0
"Edu Expósito","Espanyol","ESP","MF",NA,25,2,4,0,0,19,7,36.8,0.11,0.29,24.7,2,45,30,15,9,8,1
"Eduardo Camavinga","Real Madrid","FRA","MF","DF",19,1,1,0,0,18,3,16.7,0,0,23.2,0,72,55,17,5,3,2
"El Bilal Touré","Almería","MLI","FW",NA,20,2,9,0,0,29,14,48.3,0.24,0.5,11.5,0,36,26,10,4,3,1
"Enes Ünal","Getafe","TUR","FW",NA,25,3,17,6,5,82,31,37.8,0.11,0.29,18.8,16,68,45,23,8,5,3
"Enzo Roco","Elche","CHI","DF",NA,29,0,0,0,0,10,3,30,0,0,10.3,0,12,9,3,0,0,0
"Eray Cömert","Valencia","SUI","DF",NA,24,0,1,0,0,10,6,60,0.1,0.17,18.2,0,12,8,4,0,0,0
"Eric García","Barcelona","ESP","DF","MF",21,0,1,0,0,7,1,14.3,0.14,1,12.9,0,10,10,0,0,0,0
"Érik Lamela","Sevilla","ARG","FW","MF",30,0,6,0,0,47,23,48.9,0.13,0.26,15,2,74,50,24,6,2,4
"Esteban Saveljich","Rayo Vallecano","MNE","FW",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Étienne Capoue","Villarreal","FRA","MF",NA,34,0,3,0,0,26,12,46.2,0.12,0.25,20.9,1,46,33,13,4,3,1
"Ezequiel Ávila","Osasuna","ARG","FW","MF",28,2,10,3,2,64,21,32.8,0.09,0.29,21.9,2,41,28,13,2,1,1
"Ezequiel Ponce","Elche","ARG","FW","MF",25,0,4,0,0,29,9,31,0.14,0.44,12.9,0,25,20,5,4,1,3
"Fabrizio Angileri","Getafe","ARG","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,1,1
"Fali","Cádiz","ESP","DF","MF",28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,9,2,1,1,0
"Fede San Emeterio","Cádiz","ESP","MF",NA,25,1,1,0,0,6,1,16.7,0,0,18.3,0,18,15,3,2,1,1
"Federico Fernández","Elche","ARG","DF",NA,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Federico Valverde","Real Madrid","URU","MF","FW",24,4,11,0,0,63,21,33.3,0.11,0.33,22.7,2,81,77,4,14,13,1
"Felipe","Atlético Madrid","BRA","DF",NA,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Felix Garreta","Betis","ESP","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ferland Mendy","Real Madrid","FRA","DF",NA,27,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,28,25,3,2,2,0
"Fernando","Sevilla","BRA","MF","DF",35,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,20,18,2,1,1,0
"Fernando","Sevilla","BRA","MF","DF",35,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,3,0,0,0
"Fernando","Almería","ESP","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,20,18,2,1,1,0
