"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Joachim Andersen","Crystal Palace","DEN","DF",NA,25,30,23,76.6666666666667,27,27,59.3,29,19,10,37,125,3
"Michail Antonio","West Ham","JAM","FW",NA,31,23,17,73.9130434782609,18,18,38.9,19,1,18,3,13,0
"Adam Armstrong","Southampton","ENG","FW",NA,24,10,4,40,6,6,0,13,1,12,3,6,0
"Stuart Armstrong","Southampton","SCO","MF",NA,29,27,19,70.3703703703704,23,23,39.1,10,1,9,8,15,0
"Pierre-Emerick Aubameyang","Arsenal","GAB","FW",NA,32,11,5,45.4545454545455,10,10,30,12,1,11,0,4,0
"Jordan Ayew","Crystal Palace","GHA","FW",NA,29,47,30,63.8297872340426,31,31,54.8,33,3,30,15,15,0
"Luke Ayling","Leeds United","ENG","DF",NA,29,74,42,56.7567567567568,97,97,52.6,46,25,21,28,52,1
"César Azpilicueta","Chelsea","ESP","DF",NA,31,51,28,54.9019607843137,35,35,45.7,32,9,23,23,65,1
"Leon Bailey","Aston Villa","JAM","FW","MF",23,17,11,64.7058823529412,13,13,46.2,10,1,9,1,2,0
"Eric Bailly","Manchester Utd","CIV","DF",NA,27,5,4,80,4,4,75,4,2,2,3,11,0
"Patrick Bamford","Leeds United","ENG","FW",NA,27,1,0,0,3,3,0,8,2,6,2,8,0
"Shandon Baptiste","Brentford","GRN","MF",NA,23,14,4,28.5714285714286,15,15,40,10,0,10,11,12,0
"Ross Barkley","Chelsea","ENG","MF","FW",27,0,0,NA,1,1,0,1,0,1,1,0,0
"Ashley Barnes","Burnley","ENG","FW",NA,31,11,2,18.1818181818182,9,9,22.2,8,1,7,2,5,0
"Harvey Barnes","Leicester City","ENG","FW","MF",23,31,16,51.6129032258064,23,23,30.4,24,1,23,5,7,0
"Lewis Bate","Leeds United","ENG","MF",NA,18,1,0,0,8,8,0,1,0,1,1,1,0
"Mads Bech Sørensen","Brentford","DEN","DF",NA,22,8,7,87.5,7,7,85.7,9,6,3,6,25,0
"Jan Bednarek","Southampton","POL","DF",NA,25,32,15,46.875,33,33,57.6,48,27,21,72,141,0
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,6,4,66.6666666666667,2,2,50,5,1,4,2,1,0
"Donny van de Beek","Everton","NED","MF",NA,24,15,7,46.6666666666667,13,13,46.2,6,2,4,6,4,0
"Saïd Benrahma","West Ham","ALG","FW","MF",25,28,17,60.7142857142857,38,38,39.5,17,1,16,9,8,0
"Rodrigo Bentancur","Tottenham","URU","MF",NA,24,36,18,50,32,32,50,24,9,15,20,35,0
"Christian Benteke","Crystal Palace","BEL","FW",NA,30,3,2,66.6666666666667,6,6,33.3,7,3,4,2,33,0
"Jóhann Berg Guðmundsson","Burnley","ISL","MF",NA,30,16,6,37.5,20,20,25,11,2,9,12,22,0
"Steven Bergwijn","Tottenham","NED","FW","MF",23,3,2,66.6666666666667,10,10,10,3,0,3,1,8,0
"Ryan Bertrand","Leicester City","ENG","DF",NA,31,8,5,62.5,5,5,40,8,3,5,1,7,0
"Mads Bidstrup","Brentford","DEN","MF",NA,20,1,0,0,3,3,0,0,0,0,1,2,0
"Yves Bissouma","Brighton","MLI","MF",NA,24,76,49,64.4736842105263,37,37,56.8,33,3,30,50,49,0
"Willy Boly","Wolves","CIV","DF",NA,30,25,19,76,15,15,53.3,14,6,8,14,35,0
"Jarrod Bowen","West Ham","ENG","FW",NA,24,36,20,55.5555555555556,44,44,38.6,29,2,27,21,14,0
"Jarrad Branthwaite","Everton","ENG","DF",NA,19,4,1,25,8,8,37.5,3,2,1,1,20,0
"Armando Broja","Southampton","ALB","FW",NA,19,12,5,41.6666666666667,9,9,22.2,17,1,16,3,11,0
"Josh Brownhill","Burnley","ENG","MF",NA,25,73,37,50.6849315068493,53,53,39.6,37,12,25,68,42,1
"Emi Buendía","Aston Villa","ARG","MF","FW",24,38,18,47.3684210526316,51,51,41.2,21,3,18,9,11,0
"Dan Burn","Newcastle Utd","ENG","DF",NA,29,16,11,68.75,11,11,63.6,22,14,8,20,101,0
"Dan Burn","Brighton","ENG","DF",NA,29,22,12,54.5454545454545,15,15,40,14,10,4,24,51,0
"Sam Byram","Norwich City","ENG","DF",NA,27,24,15,62.5,27,27,70.4,21,11,10,22,48,0
"Moisés Caicedo","Brighton","ECU","MF",NA,19,16,10,62.5,12,12,41.7,18,4,14,10,7,0
"Dominic Calvert-Lewin","Everton","ENG","FW",NA,24,11,8,72.7272727272727,8,8,37.5,5,2,3,3,12,0
"João Cancelo","Manchester City","POR","DF",NA,27,83,54,65.0602409638554,91,91,50.5,25,3,22,59,45,1
"Sergi Canós","Brentford","ESP","DF","FW",24,56,25,44.6428571428571,60,60,55,32,3,29,22,38,0
"Todd Cantwell","Norwich City","ENG","FW","MF",23,15,13,86.6666666666667,17,17,35.3,2,0,2,3,2,0
"Matty Cash","Aston Villa","POL","DF",NA,23,89,50,56.1797752808989,78,78,60.3,54,16,38,49,100,2
"Timothy Castagne","Leicester City","BEL","DF",NA,25,67,31,46.2686567164179,43,43,62.8,28,9,19,29,54,1
"Jonny Castro","Wolves","ESP","DF",NA,27,25,15,60,20,20,55,14,3,11,13,11,0
"Craig Cathcart","Watford","NIR","DF",NA,32,32,15,46.875,30,30,53.3,39,29,10,28,132,3
"Edinson Cavani","Manchester Utd","URU","FW",NA,34,4,1,25,8,8,25,6,0,6,2,8,0
"Trevoh Chalobah","Chelsea","ENG","DF",NA,22,40,27,67.5,31,31,77.4,16,6,10,19,43,2
"Calum Chambers","Arsenal","ENG","DF",NA,26,5,3,60,4,4,75,6,3,3,0,10,0
"Calum Chambers","Aston Villa","ENG","DF",NA,26,16,8,50,6,6,66.7,14,8,6,5,42,0
"Ben Chilwell","Chelsea","ENG","DF",NA,24,8,3,37.5,5,5,40,7,0,7,4,14,1
"Chiquinho","Wolves","POR","DF","FW",21,9,6,66.6666666666667,5,5,80,5,0,5,2,1,0
"Hamza Choudhury","Leicester City","ENG","DF","MF",23,9,3,33.3333333333333,5,5,60,0,0,0,12,10,0
"Andreas Christensen","Chelsea","DEN","DF",NA,25,14,8,57.1428571428571,7,7,57.1,14,6,8,29,57,1
"Carney Chukwuemeka","Aston Villa","ENG","MF","FW",17,7,1,14.2857142857143,5,5,60,3,0,3,1,2,1
"Ciaran Clark","Newcastle Utd","IRL","DF",NA,31,13,10,76.9230769230769,14,14,64.3,14,11,3,13,43,1
"Tom Cleverley","Watford","ENG","MF",NA,31,37,20,54.0540540540541,33,33,54.5,23,6,17,18,19,3
"Nathaniel Clyne","Crystal Palace","ENG","DF",NA,30,21,10,47.6190476190476,20,20,50,7,2,5,15,32,0
"Conor Coady","Wolves","ENG","DF",NA,28,31,14,45.1612903225806,28,28,57.1,46,40,6,28,140,0
"Séamus Coleman","Everton","IRL","DF",NA,32,61,36,59.016393442623,51,51,64.7,30,11,19,32,80,2
"Nathan Collins","Burnley","IRL","DF",NA,20,37,15,40.5405405405405,27,27,63,38,25,13,24,83,2
"Aaron Connolly","Brighton","IRL","FW","MF",21,0,0,NA,1,1,0,2,0,2,0,0,0
"Liam Cooper","Leeds United","SCO","DF",NA,29,41,23,56.0975609756098,33,33,69.7,29,18,11,43,72,2
"Jack Cork","Burnley","ENG","MF",NA,32,20,6,30,20,20,35,17,4,13,17,29,1
"Maxwel Cornet","Burnley","CIV","FW","MF",24,16,9,56.25,15,15,46.7,13,4,9,10,14,0
"Vladimír Coufal","West Ham","CZE","DF",NA,28,45,25,55.5555555555556,36,36,50,31,9,22,22,64,1
"Philippe Coutinho","Aston Villa","BRA","MF","FW",29,17,12,70.5882352941177,21,21,28.6,11,1,10,7,4,0
"Aaron Cresswell","West Ham","ENG","DF",NA,31,28,18,64.2857142857143,25,25,52,31,18,13,35,66,0
"Charlie Cresswell","Leeds United","ENG","DF",NA,18,5,2,40,3,3,100,1,1,0,2,6,0
"Cucho","Watford","COL","FW","MF",22,13,5,38.4615384615385,27,27,18.5,13,1,12,5,9,0
"Marc Cucurella","Brighton","ESP","DF",NA,23,93,62,66.6666666666667,71,71,62,42,14,28,30,74,0
"Luke Cundle","Wolves","ENG","MF",NA,19,4,3,75,1,1,100,0,0,0,1,1,0
"Patson Daka","Leicester City","ZAM","FW",NA,22,15,10,66.6666666666667,19,19,10.5,7,0,7,2,8,0
"Stuart Dallas","Leeds United","NIR","DF","MF",30,93,55,59.1397849462366,105,105,53.3,45,14,31,57,63,2
"Diogo Dalot","Manchester Utd","POR","DF",NA,22,55,41,74.5454545454545,57,57,54.4,24,13,11,29,59,0
"Josh Dasilva","Brentford","ENG","MF","FW",22,2,1,50,2,2,50,3,0,3,1,7,0
"Ben Davies","Tottenham","WAL","DF",NA,28,36,21,58.3333333333333,26,26,50,32,19,13,30,75,1
"Tom Davies","Everton","ENG","MF",NA,23,3,1,33.3333333333333,5,5,40,2,1,1,2,9,0
"Craig Dawson","West Ham","ENG","DF",NA,31,29,17,58.6206896551724,25,25,56,59,52,7,29,139,0
"Kevin De Bruyne","Manchester City","BEL","MF",NA,30,32,16,50,37,37,32.4,32,2,30,6,16,0
"Troy Deeney","Watford","ENG","FW",NA,33,0,0,NA,1,1,0,0,0,0,0,2,0
"Fabian Delph","Everton","ENG","MF",NA,31,18,15,83.3333333333333,21,21,38.1,12,5,7,14,10,0
"Leander Dendoncker","Wolves","BEL","MF",NA,26,42,17,40.4761904761905,50,50,44,37,10,27,9,38,1
"Emmanuel Dennis","Watford","NGA","FW","MF",23,51,35,68.6274509803922,52,52,32.7,36,2,34,15,13,0
"Kiernan Dewsbury-Hall","Leicester City","ENG","MF",NA,22,39,24,61.5384615384615,40,40,47.5,37,8,29,21,26,1
"Ibrahima Diallo","Southampton","FRA","MF",NA,22,22,11,50,24,24,41.7,7,0,7,9,10,0
"Rúben Dias","Manchester City","POR","DF",NA,24,26,19,73.0769230769231,15,15,53.3,19,13,6,23,66,0
"Luis Díaz","Liverpool","COL","FW",NA,24,9,7,77.7777777777778,8,8,25,7,0,7,4,2,0
"Eric Dier","Tottenham","ENG","DF",NA,27,15,9,60,14,14,50,37,32,5,27,142,1
"Lucas Digne","Aston Villa","FRA","DF",NA,28,13,10,76.9230769230769,19,19,47.4,15,8,7,23,40,0
"Lucas Digne","Everton","FRA","DF",NA,28,33,19,57.5757575757576,28,28,75,16,5,11,14,30,0
"Issa Diop","West Ham","FRA","DF",NA,24,10,8,80,11,11,36.4,14,13,1,7,44,0
"Moussa Djenepo","Southampton","MLI","MF",NA,23,9,3,33.3333333333333,11,11,27.3,6,1,5,2,6,1
"Lewis Dobbin","Everton","ENG","FW","MF",18,2,1,50,2,2,50,0,0,0,0,0,0
"Matt Doherty","Tottenham","IRL","DF",NA,29,18,12,66.6666666666667,14,14,57.1,11,2,9,13,20,0
"Abdoulaye Doucouré","Everton","MLI","MF",NA,28,75,43,57.3333333333333,71,71,45.1,33,8,25,28,32,0
"Kieran Dowell","Norwich City","ENG","FW","MF",23,18,7,38.8888888888889,32,32,28.1,10,1,9,7,4,0
"Cody Drameh","Leeds United","ENG","DF","MF",19,4,2,50,3,3,33.3,0,0,0,1,4,0
"Martin Dúbravka","Newcastle Utd","SVK","GK",NA,32,1,1,100,1,1,0,0,0,0,0,8,2
"Shane Duffy","Brighton","IRL","DF",NA,29,15,12,80,14,14,57.1,24,18,6,16,76,1
"Paul Dummett","Newcastle Utd","WAL","DF",NA,29,7,3,42.8571428571429,8,8,62.5,5,0,5,3,5,0
"Lewis Dunk","Brighton","ENG","DF",NA,29,10,8,80,11,11,45.5,32,28,4,27,113,3
"Ederson","Manchester City","BRA","GK",NA,27,2,1,50,2,2,0,0,0,0,0,12,0
"Odsonne Édouard","Crystal Palace","FRA","FW",NA,23,16,10,62.5,21,21,33.3,20,5,15,0,18,0
"CJ Egan-Riley","Manchester City","ENG","DF",NA,18,1,1,100,1,1,100,0,0,0,0,0,0
"Anthony Elanga","Manchester Utd","SWE","FW",NA,19,26,20,76.9230769230769,29,29,51.7,17,1,16,9,7,0
"Harvey Elliott","Liverpool","ENG","MF",NA,18,3,0,0,6,6,0,8,1,7,4,2,0
"Mohamed Elneny","Arsenal","EGY","MF",NA,29,16,8,50,12,12,58.3,7,1,6,14,13,0
"Mohamed Elyounoussi","Southampton","NOR","MF","FW",26,36,17,47.2222222222222,39,39,28.2,23,2,21,12,28,0
"Emerson","Tottenham","BRA","DF","MF",22,72,47,65.2777777777778,67,67,53.7,25,2,23,22,92,1
"Christian Eriksen","Brentford","DEN","MF",NA,29,13,6,46.1538461538462,17,17,47.1,9,1,8,9,14,0
"Oghenekaro Etebo","Watford","NGA","MF",NA,25,11,8,72.7272727272727,8,8,37.5,3,1,2,5,5,0
"Jonny Evans","Leicester City","NIR","DF",NA,33,24,14,58.3333333333333,22,22,63.6,17,13,4,20,59,0
"Eberechi Eze","Crystal Palace","ENG","MF","FW",23,10,6,60,11,11,54.5,4,1,3,5,1,0
"Fabinho","Liverpool","BRA","MF",NA,27,46,25,54.3478260869565,70,70,34.3,33,10,23,39,25,1
"Kiko Femenía","Watford","ESP","DF",NA,30,35,22,62.8571428571429,37,37,56.8,24,8,16,37,51,0
"Bruno Fernandes","Manchester Utd","POR","MF",NA,26,54,28,51.8518518518519,91,91,28.6,36,0,36,17,42,2
"Federico Fernández","Newcastle Utd","ARG","DF",NA,32,3,0,0,5,5,40,10,10,0,4,28,0
"Fernandinho","Manchester City","BRA","MF","DF",36,21,10,47.6190476190476,27,27,33.3,8,2,6,8,13,1
"Roberto Firmino","Liverpool","BRA","FW",NA,29,23,14,60.8695652173913,16,16,18.8,20,0,20,4,3,0
"Junior Firpo","Leeds United","DOM","DF","MF",24,61,29,47.5409836065574,59,59,52.5,22,6,16,24,37,0
"Ashley Fletcher","Watford","ENG","FW",NA,25,2,1,50,1,1,100,1,1,0,0,0,0
"Phil Foden","Manchester City","ENG","FW",NA,21,16,8,50,17,17,41.2,9,0,9,11,5,0
"Wesley Fofana","Leicester City","FRA","DF",NA,20,12,8,66.6666666666667,11,11,63.6,5,2,3,12,26,1
"Pablo Fornals","West Ham","ESP","FW","MF",25,54,28,51.8518518518519,84,84,26.2,49,2,47,27,16,1
"Adam Forshaw","Leeds United","ENG","MF",NA,29,53,23,43.3962264150943,54,54,38.9,17,1,16,19,12,2
"Marcus Forss","Brentford","FIN","FW","MF",22,3,3,100,4,4,50,5,0,5,1,0,0
"Fraser Forster","Southampton","ENG","GK",NA,33,1,0,0,1,1,0,0,0,0,0,23,2
"Ben Foster","Watford","ENG","GK",NA,38,0,0,NA,3,3,0,0,0,0,0,9,4
"Ryan Fraser","Newcastle Utd","SCO","FW","MF",27,10,3,30,13,13,38.5,11,1,10,11,11,0
"Fred","Manchester Utd","BRA","MF",NA,28,63,27,42.8571428571429,79,79,27.8,38,11,27,32,24,0
"Ryan Fredericks","West Ham","ENG","DF",NA,28,2,2,100,1,1,0,2,1,1,4,6,0
"Leo Fuhr Hjelde","Leeds United","NOR","MF","DF",17,5,4,80,3,3,100,3,3,0,4,7,0
"Conor Gallagher","Crystal Palace","ENG","MF",NA,21,69,38,55.0724637681159,69,69,30.4,58,9,49,29,26,0
"Alejandro Garnacho","Manchester Utd","ARG","FW","MF",17,0,0,NA,1,1,0,0,0,0,0,0,0
"Dwight Gayle","Newcastle Utd","ENG","FW","DF",30,1,0,0,1,1,0,0,0,0,1,0,0
"Jean-Philippe Gbamin","Everton","CIV","MF",NA,25,1,1,100,2,2,0,0,0,0,1,1,0
"Joe Gelhardt","Leeds United","ENG","FW","MF",19,4,3,75,10,10,20,9,0,9,0,3,0
"Anwar El Ghazi","Aston Villa","NED","FW","MF",26,4,4,100,7,7,28.6,6,0,6,1,2,0
"Anwar El Ghazi","Everton","NED","FW","MF",26,1,1,100,1,1,100,3,0,3,0,0,0
"Saman Ghoddos","Brentford","IRN","MF","DF",27,17,10,58.8235294117647,15,15,60,2,0,2,3,16,0
"Dimitris Giannoulis","Norwich City","GRE","DF",NA,25,36,21,58.3333333333333,36,36,66.7,22,6,16,19,41,1
"Ben Gibson","Norwich City","ENG","DF",NA,28,23,16,69.5652173913043,12,12,58.3,36,30,6,27,139,2
"Bryan Gil","Tottenham","ESP","FW","MF",20,3,0,0,2,2,50,2,0,2,0,0,0
"Billy Gilmour","Norwich City","SCO","MF",NA,20,41,21,51.219512195122,52,52,26.9,21,4,17,17,29,0
"Ben Godfrey","Everton","ENG","DF",NA,23,47,32,68.0851063829787,39,39,61.5,41,19,22,15,100,2
"André Gomes","Everton","POR","MF",NA,28,16,4,25,32,32,25,8,2,6,1,7,1
"Toti Gomes","Wolves","POR","DF",NA,22,11,7,63.6363636363636,9,9,77.8,6,3,3,8,15,0
"Joe Gomez","Liverpool","ENG","DF",NA,24,10,6,60,9,9,55.6,4,1,3,5,6,0
"Charlie Goode","Brentford","ENG","DF",NA,25,7,5,71.4285714285714,4,4,100,4,2,2,2,8,0
"Anthony Gordon","Everton","ENG","MF","FW",20,54,32,59.2592592592593,59,59,35.6,49,3,46,22,17,0
"Dan Gosling","Watford","ENG","MF",NA,31,2,1,50,6,6,33.3,2,0,2,0,3,0
"Demarai Gray","Everton","JAM","MF","FW",25,30,19,63.3333333333333,22,22,45.5,30,2,28,15,21,1
"Jack Grealish","Manchester City","ENG","FW",NA,25,18,17,94.4444444444444,13,13,38.5,11,1,10,8,7,0
"Mason Greenwood","Manchester Utd","ENG","FW","MF",19,15,9,60,9,9,33.3,5,0,5,1,6,0
"Sam Greenwood","Leeds United","ENG","MF","FW",19,8,5,62.5,7,7,57.1,3,0,3,2,1,0
"Pascal Groß","Brighton","GER","MF","DF",30,28,15,53.5714285714286,33,33,36.4,34,8,26,18,23,0
"Vicente Guaita","Crystal Palace","ESP","GK",NA,34,1,0,0,1,1,100,0,0,0,1,8,1
"Marc Guéhi","Crystal Palace","ENG","DF",NA,21,35,17,48.5714285714286,16,16,93.8,34,26,8,30,127,0
"Bruno Guimarães","Newcastle Utd","BRA","MF",NA,23,44,23,52.2727272727273,38,38,55.3,25,6,19,9,13,0
"İlkay Gündoğan","Manchester City","GER","MF",NA,30,23,9,39.1304347826087,31,31,38.7,11,1,10,15,10,0
"Grant Hanley","Norwich City","SCO","DF",NA,29,44,25,56.8181818181818,35,35,51.4,56,45,11,56,176,2
"Jack Harrison","Leeds United","ENG","FW","MF",24,57,37,64.9122807017544,76,76,40.8,35,1,34,21,19,0
"Kortney Hause","Aston Villa","ENG","DF",NA,26,3,3,100,4,4,75,8,5,3,6,13,0
"Kai Havertz","Chelsea","GER","FW","MF",22,17,8,47.0588235294118,14,14,28.6,28,1,27,4,32,1
"Isaac Hayden","Newcastle Utd","ENG","MF","DF",26,28,14,50,29,29,41.4,17,8,9,14,24,0
"Hwang Hee-chan","Wolves","KOR","FW","MF",25,27,13,48.1481481481481,44,44,31.8,10,0,10,13,7,1
"Jordan Henderson","Liverpool","ENG","MF",NA,31,36,20,55.5555555555556,44,44,38.6,25,1,24,23,14,0
"Jeff Hendrick","Newcastle Utd","IRL","MF",NA,29,1,1,100,1,1,100,0,0,0,0,1,0
"Rico Henry","Brentford","ENG","DF",NA,24,28,20,71.4285714285714,34,34,35.3,31,10,21,26,76,1
"Son Heung-min","Tottenham","KOR","MF","FW",29,15,6,40,23,23,21.7,27,6,21,13,8,0
"Ki-Jana Hoever","Wolves","NED","DF","MF",19,10,6,60,12,12,58.3,6,0,6,6,8,0
"Rob Holding","Arsenal","ENG","DF",NA,25,13,9,69.2307692307692,6,6,83.3,23,18,5,10,42,1
"Mason Holgate","Everton","ENG","DF",NA,24,35,18,51.4285714285714,26,26,42.3,25,17,8,26,95,1
"Callum Hudson-Odoi","Chelsea","ENG","MF","FW",20,14,10,71.4285714285714,23,23,34.8,8,0,8,2,6,1
"Will Hughes","Crystal Palace","ENG","MF",NA,26,29,14,48.2758620689655,16,16,43.8,13,7,6,8,10,0
"Pierre Højbjerg","Tottenham","DEN","MF",NA,25,78,45,57.6923076923077,85,85,44.7,61,13,48,48,54,0
"Adam Idah","Norwich City","IRL","FW","MF",20,9,6,66.6666666666667,3,3,66.7,4,2,2,3,7,0
"Kelechi Iheanacho","Leicester City","NGA","FW",NA,24,10,7,70,14,14,21.4,19,0,19,4,10,0
"Danny Ings","Aston Villa","ENG","FW",NA,29,23,16,69.5652173913043,37,37,35.1,31,2,29,6,22,0
"Tim Iroegbunam","Aston Villa","ENG","MF",NA,18,5,4,80,1,1,100,0,0,0,2,1,0
"Alex Iwobi","Everton","NGA","MF","DF",25,40,19,47.5,52,52,40.4,39,3,36,20,25,2
"Daniel James","Leeds United","WAL","FW","MF",23,24,14,58.3333333333333,23,23,43.5,18,1,17,8,12,0
"Reece James","Chelsea","ENG","DF",NA,21,33,25,75.7575757575758,22,22,40.9,20,2,18,17,22,0
"Vitaly Janelt","Brentford","GER","MF",NA,23,61,32,52.4590163934426,53,53,50.9,23,7,16,28,35,0
"Pontus Jansson","Brentford","SWE","DF",NA,30,40,21,52.5,34,34,64.7,37,27,10,52,187,0
"Mathias Jensen","Brentford","DEN","MF",NA,25,33,18,54.5454545454545,63,63,34.9,32,3,29,22,13,0
"Gabriel Jesus","Manchester City","BRA","FW",NA,24,18,12,66.6666666666667,26,26,23.1,18,0,18,15,8,0
"Raúl Jiménez","Wolves","MEX","FW",NA,30,29,14,48.2758620689655,30,30,20,31,5,26,13,26,0
"João Pedro","Watford","BRA","FW","MF",19,20,14,70,23,23,26.1,23,3,20,15,17,0
"Joelinton","Newcastle Utd","BRA","MF","FW",24,72,38,52.7777777777778,61,61,42.6,46,11,35,34,50,2
"Ben Johnson","West Ham","ENG","DF",NA,21,33,16,48.4848484848485,28,28,75,16,8,8,22,55,0
"Curtis Jones","Liverpool","ENG","MF",NA,20,11,9,81.8181818181818,10,10,10,4,0,4,6,4,0
"Phil Jones","Manchester Utd","ENG","DF",NA,29,5,5,100,3,3,66.7,4,4,0,3,8,0
"Jorginho","Chelsea","ITA","MF",NA,29,64,33,51.5625,83,83,34.9,27,4,23,36,21,1
"Diogo Jota","Liverpool","POR","FW",NA,24,39,18,46.1538461538462,55,55,23.6,19,2,17,6,6,0
"James Justin","Leicester City","ENG","DF",NA,23,22,13,59.0909090909091,15,15,46.7,16,4,12,17,34,0
"Mathias Jørgensen","Brentford","DEN","DF",NA,31,10,4,40,10,10,70,6,1,5,10,13,0
"Ozan Kabak","Norwich City","TUR","DF",NA,21,10,5,50,9,9,55.6,19,11,8,16,26,0
"Christian Kabasele","Watford","BEL","DF",NA,30,11,5,45.4545454545455,10,10,70,20,16,4,14,67,1
"Samuel Kalu","Watford","NGA","FW",NA,23,2,2,100,1,1,100,2,0,2,3,3,0
"Hassane Kamara","Watford","CIV","DF",NA,27,53,34,64.1509433962264,43,43,62.8,20,4,16,69,67,0
"Harry Kane","Tottenham","ENG","FW",NA,28,15,5,33.3333333333333,18,18,38.9,26,8,18,3,39,0
"N'Golo Kanté","Chelsea","FRA","MF",NA,30,59,31,52.5423728813559,40,40,62.5,37,2,35,31,8,0
"Edo Kayembe","Watford","COD","MF",NA,23,21,13,61.9047619047619,16,16,50,6,1,5,9,13,0
"Michael Keane","Everton","ENG","DF",NA,28,46,25,54.3478260869565,45,45,62.2,33,28,5,62,128,2
"Naby Keïta","Liverpool","GUI","MF",NA,26,46,23,50,42,42,61.9,33,2,31,14,8,0
"Caoimhín Kelleher","Liverpool","IRL","GK",NA,22,1,1,100,1,1,100,0,0,0,0,1,0
"Kenedy","Chelsea","BRA","DF",NA,25,5,2,40,3,3,66.7,0,0,0,0,0,0
"Jonjoe Kenny","Everton","ENG","DF",NA,24,17,7,41.1764705882353,21,21,61.9,8,1,7,20,31,0
"Max Kilman","Wolves","ENG","DF",NA,24,50,26,52,37,37,64.9,36,21,15,45,113,3
"Joshua King","Watford","NOR","FW",NA,29,19,15,78.9473684210526,17,17,23.5,15,4,11,8,31,0
"Mateusz Klich","Leeds United","POL","MF",NA,31,47,25,53.1914893617021,66,66,37.9,22,4,18,11,20,0
"Robin Koch","Leeds United","GER","MF","DF",25,21,13,61.9047619047619,34,34,26.5,26,10,16,20,44,0
"Ibrahima Konaté","Liverpool","FRA","DF",NA,22,16,10,62.5,10,10,70,13,9,4,16,37,1
"Ezri Konsa","Aston Villa","ENG","DF",NA,23,25,15,60,13,13,76.9,31,22,9,15,86,2
"Cheikhou Kouyaté","Crystal Palace","SEN","MF",NA,31,52,38,73.0769230769231,39,39,46.2,40,14,26,38,39,0
"Mateo Kovačić","Chelsea","CRO","MF",NA,27,51,31,60.7843137254902,35,35,48.6,19,4,15,7,9,1
"Emil Krafth","Newcastle Utd","SWE","DF",NA,26,37,16,43.2432432432432,36,36,75,16,10,6,25,56,0
"Tim Krul","Norwich City","NED","GK",NA,33,1,1,100,4,4,25,0,0,0,0,10,4
"Juraj Kucka","Watford","SVK","MF",NA,34,59,39,66.1016949152542,73,73,37,30,9,21,27,46,2
"Dejan Kulusevski","Tottenham","SWE","MF","FW",21,19,13,68.421052631579,23,23,21.7,14,0,14,13,3,0
"Alexandre Lacazette","Arsenal","FRA","FW",NA,30,27,10,37.037037037037,21,21,33.3,12,1,11,5,6,0
"Adam Lallana","Brighton","ENG","MF",NA,33,34,17,50,41,41,29.3,16,6,10,16,13,1
"Tariq Lamptey","Brighton","GHA","DF","FW",20,36,25,69.4444444444444,25,25,60,13,3,10,21,23,0
"Manuel Lanzini","West Ham","ARG","MF","FW",28,28,15,53.5714285714286,35,35,28.6,16,0,16,19,10,0
