"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,1991,17,1327,78,38.8,15,86,12,2,22,1.88,17,15,50000,2600000
"Christian Benteke","Crystal Palace","BEL","FW",NA,30,1990,25,1145,46,33.5,11,82,6,14,17,1.16,16,20,120000,6240000
"Christian Eriksen","Brentford","DEN","MF",NA,29,1992,11,939,85,27.5,10,90,10,1,39,2,20,10,23462,1220000
"Christian Kabasele","Watford","BEL","DF",NA,30,1991,16,1193,75,34.9,12,90,12,4,28,0.69,10,30,30000,1560000
"Christian Pulisic","Chelsea","USA","MF","FW",22,1998,22,1290,59,37.7,13,85,9,9,20,1.77,27,10,150000,7800000
"Christoph Zimmermann","Norwich City","GER","DF",NA,28,1993,3,157,52,4.6,2,51,0,1,55,0,0,8,19423,1010000
"Christos Tzolis","Norwich City","GRE","FW","MF",19,2002,14,336,24,9.8,3,60,0,11,14,0.86,0,9,30000,1560000
"Ciaran Clark","Newcastle Utd","IRL","DF",NA,31,1989,13,1014,78,29.6,12,83,10,1,23,0.69,14,26,35000,1820000
"Cole Palmer","Manchester City","ENG","FW","MF",19,2002,4,123,31,3.6,1,86,0,3,12,3,6,0,13462,7e+05
"Connor Roberts","Burnley","WAL","DF",NA,25,1995,21,1692,81,49.5,19,87,17,2,23,1.14,15,23,35000,1820000
"Conor Gallagher","Crystal Palace","ENG","MF",NA,21,2000,34,2845,84,83.2,33,86,26,1,17,1.32,41,38,15000,780000
"Craig Cathcart","Watford","NIR","DF",NA,32,1989,31,2396,77,70.1,27,88,24,4,8,0.74,28,55,23462,1220000
"Craig Dawson","West Ham","ENG","DF",NA,31,1990,34,2754,81,80.5,30,89,28,4,21,1.56,48,42,42500,2210000
"Cristian Romero","Tottenham","ARG","DF",NA,23,1998,22,1844,84,53.9,21,88,19,1,1,1.64,38,25,165000,8580000
"Cristiano Ronaldo","Manchester Utd","POR","FW",NA,36,1985,30,2456,82,71.8,27,88,21,3,28,1.63,40,41,515385,26800000
"Cucho","Watford","COL","FW","MF",22,1999,25,1147,46,33.5,11,75,5,14,23,0.68,19,34,16731,870000
"Curtis Jones","Liverpool","ENG","MF",NA,20,2001,15,851,57,24.9,10,77,4,5,16,2.47,26,9,7500,390000
"Dale Stephens","Burnley","ENG","MF",NA,32,1989,3,124,41,3.6,1,90,1,2,17,1.33,0,0,37500,1950000
"Dan Burn","Brighton","ENG","DF",NA,29,1992,13,1022,79,29.9,12,83,10,1,21,1.31,10,12,19231,1e+06
"Dan Gosling","Watford","ENG","MF",NA,31,1990,4,166,42,4.9,2,68,1,2,16,1,2,5,35000,1820000
"Daniel Amartey","Leicester City","GHA","DF",NA,26,1994,28,2123,76,62.1,23,88,22,5,20,1.5,35,40,20962,1090000
"Daniel James","Leeds United","WAL","FW","MF",23,1997,32,2366,74,69.2,29,78,18,3,33,1,31,48,50000,2600000
"Daniel Podence","Wolves","POR","FW","MF",25,1995,26,1484,57,43.4,15,83,4,11,22,1.73,27,12,60000,3120000
"Danny Ings","Aston Villa","ENG","FW",NA,29,1992,30,1898,63,55.5,22,79,7,8,20,1.23,29,26,120000,6240000
"Danny Rose","Watford","ENG","DF",NA,31,1990,8,689,86,20.1,7,87,6,1,79,0.5,5,16,60000,3120000
"Danny Welbeck","Brighton","ENG","FW","MF",30,1990,25,1478,59,43.2,15,80,8,10,28,1.4,24,16,55000,2860000
"Davinson Sánchez","Tottenham","COL","DF",NA,25,1996,23,1631,71,47.7,17,90,17,6,17,2,33,16,65000,3380000
"Declan Rice","West Ham","ENG","MF",NA,22,1999,36,3179,88,93,35,90,35,1,29,1.47,56,49,3077,160000
"Dejan Kulusevski","Tottenham","SWE","MF","FW",21,2000,18,1261,70,36.9,14,81,4,4,32,1.94,35,11,110000,5720000
"Dele Alli","Tottenham","ENG","MF",NA,25,1996,10,657,66,19.2,8,80,5,2,11,1.4,6,13,1e+05,5200000
"Dele Alli","Everton","ENG","MF","FW",25,1996,11,338,31,9.9,1,66,0,10,27,0.91,7,10,1e+05,5200000
"Demarai Gray","Everton","JAM","MF","FW",25,1996,34,2338,69,68.4,28,79,9,6,20,1.03,30,39,40000,2080000
"Dimitris Giannoulis","Norwich City","GRE","DF",NA,25,1995,18,1169,65,34.2,14,80,10,4,13,0.78,5,27,7500,390000
"Diogo Dalot","Manchester Utd","POR","DF",NA,22,1999,24,1801,75,52.7,19,89,18,5,21,1.63,28,29,25000,1300000
"Diogo Jota","Liverpool","POR","FW",NA,24,1996,35,2364,68,69.1,27,80,10,8,25,2.37,58,19,90000,4680000
"Dominic Calvert-Lewin","Everton","ENG","FW",NA,24,1997,17,1283,75,37.5,15,84,9,2,15,1.18,23,31,20000,1040000
"Donny van de Beek","Everton","NED","MF",NA,24,1997,7,483,69,14.1,5,80,3,2,43,0.43,4,12,120000,6240000
"Douglas Luiz","Aston Villa","BRA","MF",NA,23,1998,34,2715,80,79.4,31,86,22,3,20,1.24,43,38,32692,1700000
"Dwight McNeil","Burnley","ENG","MF",NA,21,1999,38,3107,82,90.8,35,87,26,3,21,0.92,32,49,5000,260000
"Eberechi Eze","Crystal Palace","ENG","MF","FW",23,1998,13,605,47,17.7,6,80,2,7,18,1,6,8,30000,1560000
"Eddie Nketiah","Arsenal","ENG","FW",NA,22,1999,21,835,40,24.4,8,82,4,13,14,1.76,18,18,45000,2340000
"Edinson Cavani","Manchester Utd","URU","FW",NA,34,1987,15,766,51,22.4,7,81,4,8,25,1.47,13,10,250000,1.3e+07
"Edo Kayembe","Watford","COD","MF",NA,23,1998,13,799,61,23.4,9,80,4,4,20,0.23,3,17,14808,770000
"Emerson","Tottenham","BRA","DF","MF",22,1999,31,2286,74,66.8,26,85,17,5,16,1.81,44,26,41731,2170000
"Emi Buendía","Aston Villa","ARG","MF","FW",24,1996,35,1899,54,55.5,22,77,5,13,16,1.11,30,32,75000,3900000
"Emil Krafth","Newcastle Utd","SWE","DF",NA,26,1994,20,1634,82,47.8,18,88,12,2,27,1.6,21,20,57692,3e+06
"Emile Smith Rowe","Arsenal","ENG","MF","FW",21,2000,33,1921,58,56.2,21,80,10,12,19,1.73,28,28,20000,1040000
"Emmanuel Dennis","Watford","NGA","FW","MF",23,1997,33,2581,78,75.5,30,83,17,3,31,0.64,28,59,25000,1300000
"Enock Mwepu","Brighton","ZAM","MF",NA,23,1998,18,996,55,29.1,12,72,5,6,22,1.83,18,13,30000,1560000
"Eric Bailly","Manchester Utd","CIV","DF",NA,27,1994,4,217,54,6.3,3,67,1,1,17,1.75,5,4,80000,4160000
"Erik Pieters","Burnley","NED","DF",NA,32,1988,12,730,61,21.3,8,86,7,4,10,0.92,7,5,48077,2500000
"Fabian Delph","Everton","ENG","MF",NA,31,1989,11,662,60,19.4,8,74,2,3,24,1.18,6,6,80000,4160000
"Fabinho","Liverpool","BRA","MF",NA,27,1993,29,2314,80,67.7,26,86,21,3,27,2.38,62,18,180000,9360000
"Fábio Silva","Wolves","POR","FW",NA,19,2002,22,572,26,16.7,6,76,2,16,7,1.41,9,7,80000,4160000
"Federico Fernández","Newcastle Utd","ARG","DF",NA,32,1989,7,523,75,15.3,5,87,4,2,43,0.86,7,12,47308,2460000
"Fernandinho","Manchester City","BRA","MF","DF",36,1985,19,964,51,28.2,10,82,7,9,17,2.63,34,12,150000,7800000
"Fernando Marçal","Wolves","BRA","MF","DF",32,1989,18,1449,81,42.4,17,85,12,1,3,1.56,10,14,35000,1820000
"Folarin Balogun","Arsenal","USA","FW",NA,20,2001,2,70,35,2,1,58,0,1,12,0,0,1,30000,1560000
"Francisco Trincão","Wolves","POR","FW","MF",21,1999,28,1336,48,39.1,16,74,1,12,12,1.21,13,15,131154,6820000
"Frank Onyeka","Brentford","NGA","MF",NA,23,1998,20,1045,52,30.6,12,72,1,8,23,1.4,12,19,30000,1560000
"Fred","Manchester Utd","BRA","MF",NA,28,1993,28,2028,72,59.3,24,81,14,4,23,1.75,32,31,120000,6240000
"Gabriel Jesus","Manchester City","BRA","FW",NA,24,1997,28,1877,67,54.9,21,84,13,7,17,2.43,50,15,90000,4680000
"Gabriel Martinelli","Arsenal","BRA","FW","MF",20,2001,29,1860,64,54.4,21,80,9,8,21,1.72,34,25,90000,4680000
"Giovani Lo Celso","Tottenham","ARG","MF","FW",25,1996,9,238,26,7,2,67,0,7,15,1.78,3,5,70000,3640000
"Hakim Ziyech","Chelsea","MAR","MF","FW",28,1993,23,1319,57,38.6,14,82,8,9,19,1.91,22,12,1e+05,5200000
"Hamza Choudhury","Leicester City","ENG","DF","MF",23,1997,6,285,48,8.3,4,66,1,2,11,1.33,4,4,7500,390000
"Harry Kane","Tottenham","ENG","FW",NA,28,1993,37,3232,87,94.5,36,89,35,1,19,1.84,66,40,2e+05,10400000
"Harry Maguire","Manchester Utd","ENG","DF",NA,28,1993,30,2515,84,73.5,28,88,26,2,21,1.67,46,41,190000,9880000
"Harry Winks","Tottenham","ENG","MF",NA,25,1996,19,912,48,26.7,9,84,6,10,15,1.58,15,15,50000,2600000
"Harvey Barnes","Leicester City","ENG","FW","MF",23,1997,32,2101,66,61.4,24,79,13,8,25,1.34,38,30,10000,520000
"Harvey Elliott","Liverpool","ENG","MF",NA,18,2003,6,346,58,10.1,4,77,2,2,20,2.67,7,2,15000,780000
"Hassane Kamara","Watford","CIV","DF",NA,27,1994,19,1623,85,47.5,18,88,15,1,45,0.47,10,37,26538,1380000
"Hwang Hee-chan","Wolves","KOR","FW","MF",25,1996,30,1816,61,53.1,20,77,4,10,29,1.37,19,22,24615,1280000
"Ibrahima Diallo","Southampton","FRA","MF",NA,22,1999,23,1023,44,29.9,10,81,7,13,17,1.13,13,21,55000,2860000
"İlkay Gündoğan","Manchester City","GER","MF",NA,30,1990,27,1857,69,54.3,20,84,15,7,24,2.7,62,10,140000,7280000
"Imran Louza","Watford","MAR","MF",NA,22,1999,20,1416,71,41.4,17,77,8,3,37,0.5,12,38,45000,2340000
"Isaac Hayden","Newcastle Utd","ENG","MF","DF",26,1995,14,1002,72,29.3,12,82,9,2,11,0.36,11,25,21923,1140000
"Ismaila Sarr","Watford","SEN","FW","MF",23,1998,22,1861,85,54.4,21,86,17,1,45,0.77,15,40,63077,3280000
"Issa Diop","West Ham","FRA","DF",NA,24,1997,13,963,74,28.2,10,90,9,3,22,1.62,19,19,66923,3480000
"Ivan Toney","Brentford","ENG","FW",NA,25,1996,33,2909,88,85.1,32,90,32,1,29,1.24,43,47,21154,1100000
"Jack Butland","Crystal Palace","ENG","GK",NA,28,1993,9,765,85,22.4,8,90,8,1,45,1.11,12,13,45000,2340000
"Jack Grealish","Manchester City","ENG","FW",NA,25,1995,26,1914,74,56,22,85,15,4,12,2.31,52,8,3e+05,15600000
"Jack Harrison","Leeds United","ENG","FW","MF",24,1996,35,2639,75,77.2,32,77,20,3,55,0.89,31,68,15000,780000
"Jack Stephens","Southampton","ENG","DF",NA,27,1994,11,811,74,23.7,9,84,8,2,28,0.73,8,19,47885,2490000
"Jacob Murphy","Newcastle Utd","ENG","FW","DF",26,1995,33,1473,45,43.1,13,84,9,20,19,1.24,24,35,25000,1300000
"Jacob Ramsey","Aston Villa","ENG","MF",NA,20,2001,34,2467,73,72.1,29,80,14,5,28,1.21,39,35,7500,390000
"Jadon Sancho","Manchester Utd","ENG","FW","MF",21,2000,29,1900,66,55.6,20,81,11,9,31,1.55,29,28,350000,18200000
"Jaïro Riedewald","Crystal Palace","NED","MF",NA,24,1996,3,118,39,3.5,1,76,0,2,21,0,2,5,55000,2860000
"Jakob Sørensen","Norwich City","DEN","MF","DF",23,1998,10,604,60,17.7,6,78,5,4,34,0.7,2,18,10000,520000
"Jakub Moder","Brighton","POL","MF",NA,22,1999,28,1701,61,49.7,19,81,10,9,18,1.18,17,23,10000,520000
"Jamaal Lascelles","Newcastle Utd","ENG","DF",NA,27,1993,26,2058,79,60.2,22,89,21,4,25,1.08,25,44,40000,2080000
"Jamal Lewis","Newcastle Utd","NIR","DF",NA,23,1998,5,262,52,7.7,4,64,2,1,7,0.8,3,4,38462,2e+06
"James Justin","Leicester City","ENG","DF",NA,23,1998,13,998,77,29.2,11,85,10,2,34,1.46,20,13,8269,430000
"James Maddison","Leicester City","ENG","MF","FW",24,1996,35,2459,70,71.9,28,82,14,7,22,1.4,48,41,110000,5720000
"James McArthur","Crystal Palace","SCO","MF",NA,33,1987,21,1439,69,42.1,15,87,11,6,22,1.43,22,15,55000,2860000
"James Milner","Liverpool","ENG","MF","DF",35,1986,24,853,36,24.9,9,77,4,15,11,2.63,27,6,140000,7280000
"James Tomkins","Crystal Palace","ENG","DF",NA,32,1989,8,547,68,16,6,88,5,2,9,1,6,11,50000,2600000
"Jamie Shackleton","Leeds United","ENG","DF","MF",21,1999,14,709,51,20.7,7,75,3,7,26,0.86,9,14,1500,78000
"Jamie Vardy","Leicester City","ENG","FW",NA,34,1987,25,1806,72,52.8,20,85,15,5,23,1.56,37,27,140000,7280000
"Jan Bednarek","Southampton","POL","DF",NA,25,1996,31,2629,85,76.9,30,86,26,1,45,1.16,33,52,20000,1040000
"Jannik Vestergaard","Leicester City","DEN","DF",NA,28,1992,10,567,57,16.6,6,85,5,4,14,1.2,12,16,75000,3900000
"Japhet Tanganga","Tottenham","ENG","DF",NA,22,1999,11,735,67,21.5,10,73,4,1,8,2.18,11,8,23077,1200000
"Jarrad Branthwaite","Everton","ENG","DF",NA,19,2002,6,388,65,11.3,4,72,3,2,51,0.17,6,14,15000,780000
"Jarrod Bowen","West Ham","ENG","FW",NA,24,1996,36,2983,83,87.2,34,87,22,2,18,1.47,57,46,96154,5e+06
"Javier Manquillo","Newcastle Utd","ESP","DF",NA,27,1994,19,1257,66,36.8,15,82,9,4,8,1.05,14,27,35000,1820000
"Jay Rodriguez","Burnley","ENG","FW",NA,32,1989,29,1382,48,40.4,13,80,5,16,21,0.9,13,15,35000,1820000
"Jean-Philippe Gbamin","Everton","CIV","MF",NA,25,1995,3,67,22,2,1,45,0,2,11,0.67,1,2,75000,3900000
"Jean-Philippe Mateta","Crystal Palace","FRA","FW",NA,24,1997,22,1145,52,33.5,13,74,1,9,20,1.18,20,14,53462,2780000
"Jeffrey Schlupp","Crystal Palace","GHA","MF","FW",28,1992,32,1851,58,54.1,20,84,13,12,14,1.25,23,19,55962,2910000
"Jeremy Ngakia","Watford","ENG","DF",NA,20,2000,16,903,56,26.4,9,81,5,7,24,0.63,8,19,2500,130000
"Jesse Lingard","Manchester Utd","ENG","FW","MF",28,1992,16,367,23,10.7,2,64,0,14,17,1.44,9,13,75000,3900000
"Joachim Andersen","Crystal Palace","DEN","DF",NA,25,1996,34,2916,86,85.3,32,90,31,2,22,1.32,44,37,70000,3640000
"João Moutinho","Wolves","POR","MF",NA,34,1986,35,2970,85,86.8,34,87,28,1,12,1.37,32,40,1e+05,5200000
"João Pedro","Watford","BRA","FW","MF",19,2001,28,1644,59,48.1,15,84,10,13,29,0.46,19,35,12500,650000
"Joe Gelhardt","Leeds United","ENG","FW","MF",19,2002,20,746,37,21.8,5,73,2,15,25,0.65,11,25,16538,860000
"Joe Gomez","Liverpool","ENG","DF",NA,24,1997,8,331,41,9.7,4,79,3,4,4,2.5,7,3,75000,3900000
"Joe Willock","Newcastle Utd","ENG","MF",NA,21,1999,29,2038,70,59.6,24,81,9,5,18,1.28,26,37,20000,1040000
"Joël Veltman","Brighton","NED","DF",NA,29,1992,34,2874,85,84,33,86,26,1,45,1.24,31,39,38462,2e+06
"Joel Ward","Crystal Palace","ENG","DF",NA,31,1989,28,2487,89,72.7,27,90,27,1,57,1.29,37,37,35000,1820000
"Joelinton","Newcastle Utd","BRA","MF","FW",24,1996,35,2558,73,74.8,30,83,24,5,14,1.31,34,46,80000,4160000
"Jóhann Berg Guðmundsson","Burnley","ISL","MF",NA,30,1990,18,1102,61,32.2,13,76,5,5,23,0.67,10,19,30000,1560000
"John Ruddy","Wolves","ENG","GK",NA,34,1986,2,135,68,3.9,1,90,1,1,45,0.5,1,3,5769,3e+05
"John Stones","Manchester City","ENG","DF",NA,27,1994,14,1119,80,32.7,12,89,11,2,27,2.5,30,6,250000,1.3e+07
"Jonjo Shelvey","Newcastle Utd","ENG","MF",NA,29,1992,24,1983,83,58,22,89,19,2,17,1.5,28,30,70000,3640000
"Jonjoe Kenny","Everton","ENG","DF",NA,24,1997,15,1018,68,29.8,11,87,9,4,14,0.67,10,24,15000,780000
"Jonny Castro","Wolves","ESP","DF",NA,27,1994,13,1024,79,29.9,10,89,8,3,45,0.85,13,22,36673,1907000
"Jonny Evans","Leicester City","NIR","DF",NA,33,1988,18,1348,75,39.4,16,81,12,2,29,1.61,27,23,80000,4160000
"Jordan Ayew","Crystal Palace","GHA","FW",NA,29,1991,31,2019,65,59,23,81,10,8,20,1.13,31,31,32500,1690000
"Jordan Henderson","Liverpool","ENG","MF",NA,31,1990,35,2597,74,75.9,29,83,18,6,30,2.43,73,22,140000,7280000
"Jorginho","Chelsea","ITA","MF",NA,29,1991,29,2273,78,66.5,26,84,18,3,28,2.07,53,16,110000,5720000
"Josh Brownhill","Burnley","ENG","MF",NA,25,1995,35,2955,84,86.4,32,89,31,3,31,0.97,31,45,40000,2080000
"Josh Dasilva","Brentford","ENG","MF","FW",22,1998,9,257,29,7.5,2,39,0,7,26,0.89,4,4,18077,940000
"Josh Sargent","Norwich City","USA","FW","MF",21,2000,26,1572,60,46,18,79,5,8,19,0.62,11,33,30000,1560000
"Joshua King","Watford","NOR","FW",NA,29,1992,32,2248,70,65.7,27,81,20,5,12,0.59,23,47,50000,2600000
"Juan Mata","Manchester Utd","ESP","MF",NA,33,1988,7,235,34,6.9,2,72,0,5,18,1,4,4,160000,8320000
"Junior Firpo","Leeds United","DOM","DF","MF",24,1996,24,1711,71,50,19,78,11,5,47,0.83,18,49,55000,2860000
"Juraj Kucka","Watford","SVK","MF",NA,34,1987,26,1920,74,56.1,22,84,15,4,19,0.62,18,34,36346,1890000
"Kai Havertz","Chelsea","GER","FW","MF",22,1999,29,1809,62,52.9,22,77,11,7,16,2,44,18,150000,7800000
"Kalvin Phillips","Leeds United","ENG","MF",NA,25,1995,20,1596,80,46.7,18,86,16,2,29,1.2,18,25,4500,234000
"Kelechi Iheanacho","Leicester City","NGA","FW",NA,24,1996,26,1264,49,37,13,76,4,13,21,1.12,18,25,60000,3120000
"Ken Sema","Watford","SWE","MF","FW",27,1993,18,852,47,24.9,7,87,4,11,22,0.83,6,16,15000,780000
"Kenny McLean","Norwich City","SCO","MF",NA,29,1992,31,2706,87,79.1,29,89,27,2,58,0.58,20,62,25000,1300000
"Kevin De Bruyne","Manchester City","BEL","MF",NA,30,1991,30,2201,73,64.4,25,84,16,5,19,2.3,64,22,4e+05,20800000
"Kevin Long","Burnley","IRL","DF",NA,30,1990,6,410,68,12,4,90,4,2,25,0.67,3,7,23077,1200000
