"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Anthony Gordon","Everton","ENG","MF","FW",20,2,6,0,0,44,18,40.9,0.09,0.22,18.8,5,77,38,39,5,1,4
"Anthony Martial","Manchester Utd","FRA","FW",NA,25,0,1,0,0,5,2,40,0.2,0.5,13,0,5,4,1,1,1,0
"Antonio Rüdiger","Chelsea","GER","DF",NA,28,0,3,0,0,48,13,27.1,0.06,0.23,19.9,0,45,38,7,9,6,3
"Anwar El Ghazi","Everton","NED","FW","MF",26,0,0,0,0,7,2,28.6,0,0,22.3,0,11,8,3,2,2,0
"Anwar El Ghazi","Everton","NED","FW","MF",26,0,0,0,0,7,2,28.6,0,0,22.3,0,0,0,0,0,0,0
"Anwar El Ghazi","Aston Villa","NED","FW","MF",26,1,2,1,1,7,2,28.6,0,0,22.3,0,11,8,3,2,2,0
"Anwar El Ghazi","Aston Villa","NED","FW","MF",26,1,2,1,1,7,2,28.6,0,0,22.3,0,0,0,0,0,0,0
"Armando Broja","Southampton","ALB","FW",NA,19,0,6,0,0,45,19,42.2,0.13,0.32,13,0,38,19,19,4,0,4
"Arthur Masuaku","West Ham","COD","DF","FW",27,1,2,0,0,4,1,25,0.25,1,26.5,0,7,6,1,2,1,1
"Ashley Barnes","Burnley","ENG","FW",NA,31,0,1,1,1,15,5,33.3,0,0,17.3,0,18,12,6,1,1,0
"Ashley Fletcher","Watford","ENG","FW",NA,25,0,0,0,0,2,1,50,0,0,17.6,0,2,1,1,0,0,0
"Ashley Westwood","Burnley","ENG","MF",NA,31,3,3,0,0,14,1,7.1,0,0,21,0,64,41,23,8,6,2
"Ashley Young","Aston Villa","ENG","DF","FW",36,2,2,0,0,10,3,30,0,0,21.2,1,31,20,11,4,2,2
"Asmir Begović","Everton","BIH","GK",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Axel Tuanzebe","Aston Villa","COD","DF",NA,23,0,0,0,0,2,1,50,0,0,10.1,0,2,2,0,0,0,0
"Aymeric Laporte","Manchester City","ESP","DF",NA,27,0,4,0,0,35,7,20,0.11,0.57,11.6,0,40,34,6,6,3,3
"Ayoze Pérez","Leicester City","ESP","MF","FW",28,3,5,0,0,11,6,54.5,0.18,0.33,15.3,0,20,16,4,2,2,0
"Bali Mumba","Norwich City","ENG","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ben Chilwell","Chelsea","ENG","DF",NA,24,1,4,0,0,13,6,46.2,0.23,0.5,17.7,0,18,10,8,1,0,1
"Ben Davies","Tottenham","WAL","DF",NA,28,1,2,0,0,18,7,38.9,0.06,0.14,17.1,0,30,28,2,3,2,1
"Ben Foster","Watford","ENG","GK",NA,38,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,8,8,0,1,1,0
"Ben Gibson","Norwich City","ENG","DF",NA,28,0,0,0,0,8,4,50,0,0,10.6,0,14,13,1,1,1,0
"Ben Godfrey","Everton","ENG","DF",NA,23,0,0,0,0,18,6,33.3,0,0,17.2,0,32,25,7,2,1,1
"Ben Johnson","West Ham","ENG","DF",NA,21,0,1,0,0,5,1,20,0.2,1,21.7,0,24,19,5,3,2,1
"Ben Mee","Burnley","ENG","DF",NA,31,0,3,0,0,19,4,21.1,0.16,0.75,8.7,0,13,8,5,0,0,0
"Ben White","Arsenal","ENG","DF",NA,23,0,0,0,0,12,3,25,0,0,15.2,0,33,25,8,4,2,2
"Benjamin Mendy","Manchester City","FRA","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0
"Bernardo Silva","Manchester City","POR","MF","FW",26,4,12,0,0,47,19,40.4,0.17,0.42,12.6,0,137,110,27,17,13,4
"Bernd Leno","Arsenal","GER","GK",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bertrand Traoré","Aston Villa","BFA","MF","FW",25,0,0,0,0,8,1,12.5,0,0,18.5,0,11,6,5,2,0,2
"Billy Gilmour","Norwich City","SCO","MF",NA,20,1,1,0,0,18,3,16.7,0,0,23.3,2,55,30,25,2,1,1
"Boubakary Soumaré","Leicester City","FRA","MF",NA,22,1,1,0,0,6,2,33.3,0,0,18.6,0,18,14,4,2,2,0
"Brandon Williams","Norwich City","ENG","DF",NA,20,1,1,0,0,4,1,25,0,0,21.2,0,44,35,9,2,1,1
"Bruno Fernandes","Manchester Utd","POR","MF",NA,26,6,16,2,0,87,29,33.3,0.11,0.34,21.9,6,155,115,40,11,8,3
"Bruno Guimarães","Newcastle Utd","BRA","MF",NA,23,1,6,0,0,23,12,52.2,0.22,0.42,18,0,31,22,9,4,1,3
"Bryan Gil","Tottenham","ESP","FW","MF",20,0,0,0,0,1,1,100,0,0,15.6,0,5,4,1,1,1,0
"Bryan Mbeumo","Brentford","CMR","FW",NA,21,7,11,1,1,76,19,25,0.04,0.16,16.3,4,86,53,33,12,10,2
"Bukayo Saka","Arsenal","ENG","FW","MF",19,7,18,2,2,95,29,30.5,0.09,0.31,17.1,0,158,108,50,18,9,9
"Çağlar Söyüncü","Leicester City","TUR","DF",NA,25,0,1,0,0,8,1,12.5,0.13,1,12,0,14,13,1,0,0,0
"Callum Hudson-Odoi","Chelsea","ENG","MF","FW",20,2,3,0,0,18,7,38.9,0.06,0.14,13.3,0,55,41,14,6,2,4
"Callum Wilson","Newcastle Utd","ENG","FW",NA,29,0,8,2,2,33,12,36.4,0.18,0.5,14.2,0,25,17,8,0,0,0
"Calum Chambers","Aston Villa","ENG","DF",NA,26,0,1,0,0,3,1,33.3,0.33,1,14.6,0,1,1,0,0,0,0
"Calum Chambers","Aston Villa","ENG","DF",NA,26,0,1,0,0,3,1,33.3,0.33,1,14.6,0,11,10,1,1,1,0
"Calum Chambers","Arsenal","ENG","DF",NA,26,0,0,0,0,3,1,33.3,0.33,1,14.6,0,1,1,0,0,0,0
"Calum Chambers","Arsenal","ENG","DF",NA,26,0,0,0,0,3,1,33.3,0.33,1,14.6,0,11,10,1,1,1,0
"Cameron Archer","Aston Villa","ENG","FW","MF",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Caoimhín Kelleher","Liverpool","IRL","GK",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Carney Chukwuemeka","Aston Villa","ENG","MF","FW",17,1,1,0,0,4,1,25,0,0,17.1,0,5,5,0,2,2,0
"Cédric Soares","Arsenal","POR","DF",NA,29,1,2,0,0,12,1,8.3,0.08,1,22.1,2,37,27,10,3,2,1
"Cenk Tosun","Everton","TUR","MF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"César Azpilicueta","Chelsea","ESP","DF",NA,31,2,3,0,0,11,4,36.4,0.09,0.25,14.7,0,48,43,5,8,6,2
"Charlie Cresswell","Leeds United","ENG","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Charlie Goode","Brentford","ENG","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,2,10,0,0,0
"Charlie Taylor","Burnley","ENG","DF",NA,27,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,52,39,13,8,5,3
"Che Adams","Southampton","SCO","FW",NA,25,3,10,0,0,49,24,49,0.14,0.29,13.3,0,51,32,19,5,3,2
"Cheikhou Kouyaté","Crystal Palace","SEN","MF",NA,31,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,15,13,2,1,1,0
"Chem Campbell","Wolves","WAL","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Chiquinho","Wolves","POR","DF","FW",21,3,3,0,0,5,2,40,0,0,9,0,10,6,4,3,3,0
"Chris Wood","Burnley","NZL","FW",NA,29,0,3,0,0,30,11,36.7,0.1,0.27,12.7,0,25,18,7,2,1,1
"Chris Wood","Burnley","NZL","FW",NA,29,0,3,0,0,30,11,36.7,0.1,0.27,12.7,0,21,17,4,2,2,0
"Chris Wood","Burnley","NZL","FW",NA,29,0,3,0,0,20,6,30,0.05,0.17,12,0,25,18,7,2,1,1
"Chris Wood","Burnley","NZL","FW",NA,29,0,3,0,0,20,6,30,0.05,0.17,12,0,21,17,4,2,2,0
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,0,2,1,1,30,11,36.7,0.1,0.27,12.7,0,25,18,7,2,1,1
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,0,2,1,1,30,11,36.7,0.1,0.27,12.7,0,21,17,4,2,2,0
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,0,2,1,1,20,6,30,0.05,0.17,12,0,25,18,7,2,1,1
"Chris Wood","Newcastle Utd","NZL","FW",NA,29,0,2,1,1,20,6,30,0.05,0.17,12,0,21,17,4,2,2,0
"Christian Benteke","Crystal Palace","BEL","FW",NA,30,1,5,0,0,39,13,33.3,0.1,0.31,12.5,0,23,19,4,2,1,1
"Christian Eriksen","Brentford","DEN","MF",NA,29,4,5,0,0,22,8,36.4,0.05,0.13,24.6,5,57,26,31,7,2,5
"Christian Kabasele","Watford","BEL","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Christian Nørgaard","Brentford","DEN","MF",NA,27,4,7,0,0,27,8,29.6,0.11,0.38,14.1,0,58,50,8,6,6,0
"Christian Pulisic","Chelsea","USA","MF","FW",22,2,8,0,0,28,11,39.3,0.21,0.55,13.2,0,36,24,12,5,4,1
"Christoph Zimmermann","Norwich City","GER","DF",NA,28,0,0,0,0,2,1,50,0,0,21.6,0,1,0,1,0,0,0
"Christos Tzolis","Norwich City","GRE","FW","MF",19,0,0,0,0,6,2,33.3,0,0,18.5,0,12,12,0,0,0,0
"Ciaran Clark","Newcastle Utd","IRL","DF",NA,31,1,1,0,0,7,1,14.3,0,0,7.8,0,8,7,1,1,1,0
"CJ Egan-Riley","Manchester City","ENG","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Cody Drameh","Leeds United","ENG","DF","MF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Cole Palmer","Manchester City","ENG","FW","MF",19,0,0,0,0,4,1,25,0,0,21.6,0,7,4,3,1,0,1
"Connor Roberts","Burnley","WAL","DF",NA,25,1,2,0,0,6,4,66.7,0.17,0.25,21.7,0,29,24,5,1,1,0
"Conor Coady","Wolves","ENG","DF",NA,28,0,4,0,0,12,4,33.3,0.33,1,12.5,0,8,8,0,0,0,0
"Conor Gallagher","Crystal Palace","ENG","MF",NA,21,3,11,0,0,52,22,42.3,0.15,0.36,17.5,4,91,48,43,10,7,3
"Craig Cathcart","Watford","NIR","DF",NA,32,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,0,0,0
"Craig Dawson","West Ham","ENG","DF",NA,31,2,4,0,0,25,5,20,0.08,0.4,8.5,0,18,12,6,5,3,2
"Cristian Romero","Tottenham","ARG","DF",NA,23,0,1,0,0,6,2,33.3,0.17,0.5,13.9,0,19,16,3,2,1,1
"Cristiano Ronaldo","Manchester Utd","POR","FW",NA,36,3,21,3,3,107,39,36.4,0.14,0.38,15.5,8,82,62,20,9,4,5
"Crysencio Summerville","Leeds United","NED","MF","FW",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Cucho","Watford","COL","FW","MF",22,2,7,0,0,34,10,29.4,0.15,0.5,19,5,44,26,18,5,3,2
"Curtis Jones","Liverpool","ENG","MF",NA,20,1,2,0,0,20,7,35,0.05,0.14,23.2,0,28,17,11,3,2,1
"Dale Stephens","Burnley","ENG","MF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Dan Burn","Newcastle Utd","ENG","DF",NA,29,1,1,0,0,11,1,9.1,0,0,10.3,0,7,6,1,0,0,0
"Dan Burn","Newcastle Utd","ENG","DF",NA,29,1,1,0,0,11,1,9.1,0,0,10.3,0,6,6,0,1,1,0
"Dan Burn","Newcastle Utd","ENG","DF",NA,29,1,1,0,0,7,3,42.9,0.14,0.33,8.4,0,7,6,1,0,0,0
"Dan Burn","Newcastle Utd","ENG","DF",NA,29,1,1,0,0,7,3,42.9,0.14,0.33,8.4,0,6,6,0,1,1,0
"Dan Burn","Brighton","ENG","DF",NA,29,0,1,0,0,11,1,9.1,0,0,10.3,0,7,6,1,0,0,0
"Dan Burn","Brighton","ENG","DF",NA,29,0,1,0,0,11,1,9.1,0,0,10.3,0,6,6,0,1,1,0
"Dan Burn","Brighton","ENG","DF",NA,29,0,1,0,0,7,3,42.9,0.14,0.33,8.4,0,7,6,1,0,0,0
"Dan Burn","Brighton","ENG","DF",NA,29,0,1,0,0,7,3,42.9,0.14,0.33,8.4,0,6,6,0,1,1,0
"Dan Gosling","Watford","ENG","MF",NA,31,0,1,0,0,2,1,50,0.5,1,16.6,0,2,1,1,0,0,0
"Dane Scarlett","Tottenham","ENG","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Daniel Amartey","Leicester City","GHA","DF",NA,26,0,0,0,0,2,1,50,0,0,34.1,0,18,18,0,1,1,0
"Daniel Bachmann","Watford","AUT","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Daniel Chesters","West Ham","ENG","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Daniel James","Leeds United","WAL","FW","MF",23,4,8,0,0,4,1,25,0,0,15.7,0,54,35,19,5,2,3
"Daniel James","Leeds United","WAL","FW","MF",23,4,8,0,0,4,1,25,0,0,15.7,0,3,2,1,0,0,0
"Daniel James","Leeds United","WAL","FW","MF",23,4,8,0,0,50,15,30,0.08,0.27,15.3,0,54,35,19,5,2,3
"Daniel James","Leeds United","WAL","FW","MF",23,4,8,0,0,50,15,30,0.08,0.27,15.3,0,3,2,1,0,0,0
"Daniel James","Manchester Utd","WAL","FW",NA,23,0,0,0,0,4,1,25,0,0,15.7,0,54,35,19,5,2,3
"Daniel James","Manchester Utd","WAL","FW",NA,23,0,0,0,0,4,1,25,0,0,15.7,0,3,2,1,0,0,0
"Daniel James","Manchester Utd","WAL","FW",NA,23,0,0,0,0,50,15,30,0.08,0.27,15.3,0,54,35,19,5,2,3
"Daniel James","Manchester Utd","WAL","FW",NA,23,0,0,0,0,50,15,30,0.08,0.27,15.3,0,3,2,1,0,0,0
"Daniel Podence","Wolves","POR","FW","MF",25,3,5,0,0,35,15,42.9,0.06,0.13,22,1,66,50,16,5,3,2
"Danny Ings","Aston Villa","ENG","FW",NA,29,6,13,1,1,48,17,35.4,0.13,0.35,13.6,0,32,25,7,9,9,0
"Danny Rose","Watford","ENG","DF",NA,31,0,0,0,0,4,1,25,0,0,20.6,0,15,11,4,1,0,1
"Danny Ward","Leicester City","WAL","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Danny Welbeck","Brighton","ENG","FW","MF",30,2,8,0,0,43,21,48.8,0.14,0.29,12.8,0,38,28,10,3,1,2
"David de Gea","Manchester Utd","ESP","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"David Raya","Brentford","ESP","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,6,1,1,1,0
"Davinson Sánchez","Tottenham","COL","DF",NA,25,0,2,0,0,13,3,23.1,0.15,0.67,9.6,0,20,19,1,1,1,0
"Declan Rice","West Ham","ENG","MF",NA,22,4,5,0,0,26,8,30.8,0.04,0.13,22.8,1,78,67,11,9,9,0
"Dejan Kulusevski","Tottenham","SWE","MF","FW",21,8,13,0,0,26,9,34.6,0.19,0.56,16.9,0,51,39,12,13,11,2
"Dele Alli","Tottenham","ENG","MF",NA,25,0,1,1,1,3,2,66.7,0,0,21.4,0,13,12,1,1,1,0
"Dele Alli","Tottenham","ENG","MF",NA,25,0,1,1,1,3,2,66.7,0,0,21.4,0,7,4,3,1,0,1
"Dele Alli","Everton","ENG","MF","FW",25,0,0,0,0,3,2,66.7,0,0,21.4,0,13,12,1,1,1,0
"Dele Alli","Everton","ENG","MF","FW",25,0,0,0,0,3,2,66.7,0,0,21.4,0,7,4,3,1,0,1
"Demarai Gray","Everton","JAM","MF","FW",25,4,9,0,0,65,17,26.2,0.08,0.29,20.5,4,88,50,38,5,3,2
"Diego Llorente","Leeds United","ESP","DF",NA,27,0,3,0,0,10,3,30,0.3,1,10.6,0,9,7,2,0,0,0
"Dimitris Giannoulis","Norwich City","GRE","DF",NA,25,1,1,0,0,2,1,50,0,0,16.2,0,22,18,4,2,2,0
"Diogo Dalot","Manchester Utd","POR","DF",NA,22,0,0,0,0,13,4,30.8,0,0,21,0,42,37,5,5,5,0
"Diogo Jota","Liverpool","POR","FW",NA,24,4,19,0,0,90,32,35.6,0.17,0.47,12.3,0,98,63,35,13,7,6
"Divock Origi","Liverpool","BEL","FW",NA,26,0,3,0,0,10,5,50,0.3,0.6,14.9,0,3,1,2,2,1,1
"Dominic Calvert-Lewin","Everton","ENG","FW",NA,24,2,7,3,2,30,11,36.7,0.1,0.27,13.8,0,30,22,8,4,3,1
"Dominic Thompson","Brentford","ENG","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,1,0,0,2,1,50,0.5,1,9,0,6,5,1,1,1,0
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,1,0,0,2,1,50,0.5,1,9,0,8,7,1,0,0,0
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,1,0,0,5,1,20,0.2,1,20.5,0,6,5,1,1,1,0
"Donny van de Beek","Manchester Utd","NED","MF",NA,24,0,1,0,0,5,1,20,0.2,1,20.5,0,8,7,1,0,0,0
"Donny van de Beek","Everton","NED","MF",NA,24,0,1,0,0,2,1,50,0.5,1,9,0,6,5,1,1,1,0
"Donny van de Beek","Everton","NED","MF",NA,24,0,1,0,0,2,1,50,0.5,1,9,0,8,7,1,0,0,0
"Donny van de Beek","Everton","NED","MF",NA,24,0,1,0,0,5,1,20,0.2,1,20.5,0,6,5,1,1,1,0
"Donny van de Beek","Everton","NED","MF",NA,24,0,1,0,0,5,1,20,0.2,1,20.5,0,8,7,1,0,0,0
"Douglas Luiz","Aston Villa","BRA","MF",NA,23,3,5,0,0,23,8,34.8,0.09,0.25,25.3,8,89,60,29,9,6,3
"Dwight Gayle","Newcastle Utd","ENG","FW","DF",30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Dwight McNeil","Burnley","ENG","MF",NA,21,1,1,0,0,52,15,28.8,0,0,22.8,4,112,62,50,6,4,2
"Eberechi Eze","Crystal Palace","ENG","MF","FW",23,1,2,0,0,10,1,10,0.1,1,20.8,1,24,12,12,2,1,1
"Eddie Nketiah","Arsenal","ENG","FW",NA,22,1,6,0,0,29,13,44.8,0.17,0.38,14.6,0,26,17,9,2,1,1
"Ederson","Manchester City","BRA","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,1,0
"Edinson Cavani","Manchester Utd","URU","FW",NA,34,1,3,0,0,18,6,33.3,0.11,0.33,12.6,0,11,8,3,2,1,1
"Edo Kayembe","Watford","COD","MF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,16,13,3,0,0,0
"Edouard Mendy","Chelsea","SEN","GK",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Ellis Simms","Everton","ENG","FW",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Emerson","Tottenham","BRA","DF","MF",22,1,2,0,0,15,4,26.7,0.07,0.25,14.6,0,50,42,8,4,4,0
"Emerson Palmieri","Chelsea","ITA","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Emi Buendía","Aston Villa","ARG","MF","FW",24,6,10,0,0,44,13,29.5,0.09,0.31,17.9,0,83,65,18,10,7,3
"Emil Krafth","Newcastle Utd","SWE","DF",NA,26,1,1,0,0,6,1,16.7,0,0,20.4,0,19,11,8,2,2,0
"Emile Smith Rowe","Arsenal","ENG","MF","FW",21,2,12,0,0,40,23,57.5,0.25,0.43,15.8,0,67,52,15,6,5,1
"Emiliano Martínez","Aston Villa","ARG","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,3,2,1,1,0
"Emmanuel Dennis","Watford","NGA","FW","MF",23,6,16,0,0,60,26,43.3,0.17,0.38,15.5,7,85,52,33,12,7,5
"Enock Mwepu","Brighton","ZAM","MF",NA,23,4,6,0,0,19,8,42.1,0.11,0.25,20,0,26,18,8,7,6,1
"Eric Bailly","Manchester Utd","CIV","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Eric Dier","Tottenham","ENG","DF",NA,27,0,0,0,0,13,4,30.8,0,0,14.4,4,30,25,5,5,3,2
"Erik Pieters","Burnley","NED","DF",NA,32,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,12,8,4,1,1,0
"Ethan Pinnock","Brentford","JAM","DF",NA,28,1,2,0,0,16,8,50,0.06,0.13,10,0,31,22,9,4,2,2
"Evan Ferguson","Brighton","IRL","MF",NA,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ezri Konsa","Aston Villa","ENG","DF",NA,23,0,2,0,0,15,6,40,0.13,0.33,8.1,0,13,11,2,0,0,0
