"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Douglas Costa","Juventus","BRA","FW","MF",28,2,1,50,12,12,8.3,7,0,7,5,5,0
"Domenico Criscito","Genoa","ITA","DF",NA,32,53,33,62.2641509433962,56,56,42.9,25,13,12,53,81,1
"Bryan Cristante","Roma","ITA","MF",NA,24,25,15,60,27,27,29.6,13,4,9,22,23,0
"Sebastián Cristóforo","Fiorentina","URU","MF",NA,25,5,5,100,5,5,20,2,1,1,1,0,0
"Juan Cuadrado","Juventus","COL","DF","FW",31,67,43,64.1791044776119,62,62,56.5,22,8,14,35,47,0
"Jaume Cuéllar","SPAL","BOL","MF","FW",17,1,0,0,1,1,0,0,0,0,0,0,0
"Patrick Cutrone","Fiorentina","ITA","FW",NA,21,4,2,50,15,15,6.7,6,1,5,2,6,0
"Marco D'Alessandro","SPAL","ITA","MF","DF",28,11,8,72.7272727272727,8,8,62.5,11,0,11,5,6,0
"Danilo D'Ambrosio","Inter","ITA","DF",NA,30,30,16,53.3333333333333,33,33,48.5,15,4,11,14,25,0
"Bryan Dabo","SPAL","BFA","MF",NA,27,18,10,55.5555555555556,15,15,33.3,13,2,11,9,14,0
"Felipe dal Belo","SPAL","BRA","DF",NA,35,13,6,46.1538461538462,15,15,60,14,12,2,9,30,0
"Danilo","Juventus","BRA","DF",NA,28,30,20,66.6666666666667,30,30,60,12,3,9,26,44,0
"Matteo Darmian","Parma","ITA","DF",NA,29,81,42,51.8518518518519,83,83,48.2,38,16,22,25,78,1
"Paweł Dawidowicz","Hellas Verona","POL","DF",NA,24,15,12,80,11,11,45.5,6,5,1,12,26,0
"Sebastien De Maio","Udinese","FRA","DF",NA,32,18,11,61.1111111111111,11,11,63.6,28,20,8,32,86,2
"Rodrigo De Paul","Udinese","ARG","MF",NA,25,61,31,50.8196721311475,65,65,41.5,38,3,35,29,8,1
"Mattia De Sciglio","Juventus","ITA","DF",NA,26,10,8,80,14,14,42.9,5,2,3,8,18,1
"Lorenzo De Silvestri","Torino","ITA","DF",NA,31,15,8,53.3333333333333,27,27,40.7,20,7,13,19,72,0
"Grégoire Defrel","Sassuolo","MTQ","FW","MF",28,12,8,66.6666666666667,15,15,26.7,9,0,9,3,5,0
"Alessandro Deiola","Lecce","ITA","MF",NA,23,16,9,56.25,24,24,37.5,12,4,8,8,14,1
"Cristian Dell'Orco","Lecce","ITA","DF",NA,25,22,12,54.5454545454545,14,14,57.1,11,7,4,16,33,0
"Merih Demiral","Juventus","TUR","DF",NA,21,8,7,87.5,3,3,33.3,4,3,1,4,16,1
"Diego Demme","Napoli","GER","MF",NA,27,18,8,44.4444444444444,23,23,34.8,9,1,8,8,9,0
"Stefano Denswil","Bologna","SUR","DF",NA,26,49,28,57.1428571428571,44,44,59.1,23,8,15,31,68,0
"Fabio Depaoli","Sampdoria","ITA","MF","DF",22,41,28,68.2926829268293,31,31,54.8,29,3,26,16,39,0
"Kastriot Dermaku","Parma","ALB","DF",NA,27,13,5,38.4615384615385,5,5,60,20,16,4,12,61,1
"Daniele Dessena","Brescia","ITA","MF",NA,32,21,11,52.3809523809524,25,25,24,11,1,10,11,21,0
"Mattia Destro","Bologna","ITA","FW",NA,28,3,2,66.6666666666667,3,3,33.3,1,0,1,0,0,0
"Samuel Di Carmine","Hellas Verona","ITA","FW","MF",30,2,1,50,8,8,0,3,0,3,1,10,0
"Federico Di Francesco","SPAL","ITA","FW",NA,25,11,5,45.4545454545455,15,15,20,9,1,8,3,2,1
"Giovanni Di Lorenzo","Napoli","ITA","DF",NA,25,59,35,59.3220338983051,61,61,52.5,27,11,16,28,54,0
"Amadou Diawara","Roma","GUI","MF",NA,22,40,25,62.5,30,30,26.7,10,1,9,33,16,2
"Mitchell Dijks","Bologna","NED","DF",NA,26,13,10,76.9230769230769,12,12,66.7,5,1,4,10,23,0
"Federico Dimarco","Hellas Verona","ITA","DF",NA,21,11,5,45.4545454545455,10,10,60,3,2,1,4,11,0
"Koffi Djidji","Torino","CIV","DF",NA,26,27,12,44.4444444444444,18,18,44.4,28,23,5,15,53,1
"Berat Djimsiti","Atalanta","ALB","DF",NA,26,42,23,54.7619047619048,39,39,56.4,21,14,7,49,92,0
"Nicolás Domínguez","Bologna","ARG","MF",NA,21,21,14,66.6666666666667,18,18,38.9,12,2,10,12,7,0
"Giulio Donati","Lecce","ITA","DF",NA,29,32,21,65.625,28,28,53.6,19,10,9,25,42,0
"Alfredo Donnarumma","Brescia","ITA","FW",NA,28,17,9,52.9411764705882,18,18,33.3,7,0,7,5,1,0
"Gianluigi Donnarumma","Milan","ITA","GK",NA,20,1,0,0,2,2,50,0,0,0,3,25,7
"Bartłomiej Drągowski","Fiorentina","POL","GK",NA,21,0,0,NA,1,1,0,0,0,0,3,8,1
"Léo Duarte","Milan","BRA","DF",NA,23,4,3,75,4,4,25,9,6,3,3,9,0
"Alfred Duncan","Fiorentina","GHA","MF",NA,26,12,9,75,19,19,10.5,4,0,4,5,12,0
"Alfred Duncan","Sassuolo","GHA","MF",NA,26,19,12,63.1578947368421,16,16,37.5,7,0,7,9,13,0
"Paulo Dybala","Juventus","ARG","FW","MF",25,19,10,52.6315789473684,39,39,23.1,15,0,15,13,3,0
"Edin Džeko","Roma","BIH","FW",NA,33,16,11,68.75,13,13,15.4,11,4,7,6,33,0
"Blerim Džemaili","Bologna","SUI","MF",NA,33,19,12,63.1578947368421,22,22,18.2,9,3,6,7,6,0
"Simone Edera","Torino","ITA","MF","FW",22,13,5,38.4615384615385,12,12,16.7,1,0,1,1,3,0
"Albin Ekdal","Sampdoria","SWE","MF",NA,30,51,25,49.0196078431373,68,68,35.3,35,14,21,33,46,1
"Elif Elmas","Napoli","MKD","MF",NA,19,16,7,43.75,20,20,25,11,1,10,11,4,0
"Alan Empereur","Hellas Verona","BRA","DF",NA,25,16,8,50,10,10,60,19,12,7,22,36,0
"Christian Eriksen","Inter","DEN","MF",NA,27,11,6,54.5454545454545,20,20,25,3,0,3,0,0,0
"Sebastiano Esposito","Inter","ITA","FW",NA,17,3,2,66.6666666666667,5,5,0,3,0,3,3,1,0
"Valentin Eysseric","Hellas Verona","FRA","MF","FW",27,4,4,100,4,4,0,3,0,3,1,2,0
"Filippo Falco","Lecce","ITA","FW","MF",27,13,7,53.8461538461538,18,18,27.8,11,1,10,2,1,0
"Iago Falque","Torino","ESP","FW","MF",29,0,0,NA,1,1,0,1,0,1,0,0,0
"Iago Falque","Genoa","ESP","MF",NA,29,7,3,42.8571428571429,8,8,50,7,0,7,1,4,0
"Andri Fannar Baldursson","Bologna","ISL","MF",NA,17,1,0,0,1,1,0,2,0,2,1,3,0
"Paolo Faragò","Cagliari","ITA","DF","MF",26,41,28,68.2926829268293,46,46,50,18,9,9,10,58,0
"Davide Faraoni","Hellas Verona","ITA","DF",NA,27,67,37,55.2238805970149,67,67,44.8,50,15,35,36,115,0
"Mohamed Fares","SPAL","ALG","DF","MF",23,6,4,66.6666666666667,10,10,20,5,3,2,5,8,0
"Diego Farias","Lecce","BRA","MF","FW",29,9,6,66.6666666666667,18,18,27.8,7,0,7,4,4,0
"Andrea Favilli","Genoa","ITA","FW",NA,22,8,7,87.5,11,11,36.4,5,1,4,0,7,0
"Federico Fazio","Roma","ARG","DF",NA,32,19,11,57.8947368421053,11,11,54.5,8,6,2,19,52,0
"Luiz Felipe","Lazio","ITA","DF",NA,22,42,24,57.1428571428571,32,32,59.4,39,30,9,41,69,2
"Lucas Felippe","Hellas Verona","BRA","MF","DF",19,1,1,100,1,1,100,0,0,0,0,0,0
"Alex Ferrari","Sampdoria","ITA","DF",NA,25,18,13,72.2222222222222,12,12,58.3,13,8,5,12,31,0
"Sergio Floccari","SPAL","ITA","FW",NA,37,8,3,37.5,13,13,0,9,1,8,5,1,0
"Alessandro Florenzi","Roma","ITA","DF","FW",28,14,11,78.5714285714286,20,20,35,9,3,6,16,19,0
"Seko Fofana","Udinese","CIV","MF",NA,24,17,12,70.5882352941177,35,35,25.7,20,1,19,17,19,0
"Gianluca Frabotta","Juventus","ITA","DF",NA,20,3,1,33.3333333333333,2,2,100,2,0,2,1,2,0
"Remo Freuler","Atalanta","SUI","MF",NA,27,51,30,58.8235294117647,63,63,34.9,41,6,35,28,26,0
"Matteo Gabbia","Milan","ITA","DF",NA,19,7,5,71.4285714285714,8,8,62.5,6,6,0,9,21,0
"Manolo Gabbiadini","Sampdoria","ITA","FW",NA,27,9,7,77.7777777777778,7,7,14.3,12,0,12,10,11,0
"Gabriel","Lecce","BRA","GK",NA,26,2,1,50,3,3,66.7,0,0,0,0,11,10
"Roberto Gagliardini","Inter","ITA","MF",NA,25,38,19,50,41,41,34.1,28,8,20,30,20,1
"Riccardo Gagliolo","Parma","SWE","DF",NA,29,57,32,56.140350877193,60,60,50,35,18,17,53,100,0
"Daniele Gastaldello","Brescia","ITA","DF",NA,36,8,5,62.5,3,3,66.7,6,3,3,5,29,1
"Gervinho","Parma","CIV","FW",NA,32,12,6,50,17,17,35.3,4,0,4,5,3,0
"Rachid Ghezzal","Fiorentina","ALG","MF","FW",27,27,15,55.5555555555556,33,33,30.3,6,0,6,11,9,0
"Andrea Ghezzi","Brescia","ITA","FW","MF",18,2,0,0,1,1,100,0,0,0,0,0,0
"Paolo Ghiglione","Genoa","ITA","DF","FW",22,31,16,51.6129032258064,35,35,51.4,17,2,15,9,42,1
"Andrea Ghion","Sassuolo","ITA","FW","MF",19,3,1,33.3333333333333,1,1,100,0,0,0,0,0,0
"Faouzi Ghoulam","Napoli","ALG","DF",NA,28,6,4,66.6666666666667,5,5,40,3,2,1,4,8,0
"Diego Godín","Inter","URU","DF",NA,33,38,29,76.3157894736842,32,32,56.3,17,7,10,45,60,1
"Edoardo Goldaniga","Genoa","ITA","DF",NA,25,4,3,75,5,5,40,11,6,5,18,25,1
"Pierluigi Gollini","Atalanta","ITA","GK",NA,24,0,0,NA,2,2,0,0,0,0,0,13,2
"Papu Gómez","Atalanta","ARG","MF","FW",31,27,13,48.1481481481481,45,45,28.9,24,0,24,17,6,1
"Robin Gosens","Atalanta","GER","DF",NA,25,53,27,50.9433962264151,51,51,45.1,38,10,28,39,40,0
"Alberto Grassi","Parma","ITA","MF",NA,24,10,4,40,13,13,38.5,5,2,3,19,9,1
"Sinan Gümüş","Genoa","","FW","MF",25,0,0,NA,4,4,0,0,0,0,0,1,0
"Koray Günter","Hellas Verona","GER","DF",NA,24,39,25,64.1025641025641,29,29,65.5,45,39,6,55,131,1
"Samir Handanović","Inter","SVN","GK",NA,35,1,1,100,1,1,0,0,0,0,0,8,3
"Lukáš Haraslín","Sassuolo","SVK","FW",NA,23,5,2,40,9,9,22.2,5,0,5,4,1,0
"Hans Hateboer","Atalanta","NED","DF",NA,25,36,23,63.8888888888889,38,38,47.4,22,7,15,10,32,1
"Liam Henderson","Hellas Verona","SCO","MF",NA,23,3,2,66.6666666666667,3,3,66.7,1,0,1,0,4,0
"Dalbert Henrique","Fiorentina","BRA","DF","MF",25,52,25,48.0769230769231,51,51,35.3,34,4,30,19,65,0
"Theo Hernández","Milan","FRA","DF",NA,21,56,39,69.6428571428571,53,53,62.3,34,6,28,43,62,2
"Hernani","Parma","BRA","MF",NA,25,61,31,50.8196721311475,112,112,26.8,53,11,42,50,51,1
"Gonzalo Higuaín","Juventus","ARG","FW",NA,31,13,7,53.8461538461538,31,31,12.9,12,0,12,6,14,0
"Elseid Hysaj","Napoli","ALB","DF",NA,25,18,9,50,26,26,46.2,16,3,13,24,26,0
"Simone Iacoponi","Parma","ITA","DF",NA,32,49,25,51.0204081632653,42,42,61.9,37,29,8,35,140,2
"Roger Ibanez","Roma","BRA","DF",NA,20,11,8,72.7272727272727,7,7,71.4,9,6,3,18,21,1
"Zlatan Ibrahimović","Milan","SWE","FW",NA,37,5,1,20,13,13,7.7,4,3,1,5,21,0
"Igor","SPAL","BRA","DF",NA,21,24,16,66.6666666666667,20,20,70,17,9,8,24,37,1
"Igor","Fiorentina","BRA","DF",NA,21,12,10,83.3333333333333,7,7,85.7,10,4,6,7,16,0
"Josip Iličić","Atalanta","SVN","FW","MF",31,26,19,73.0769230769231,28,28,25,9,0,9,9,4,0
"Giannelli Imbula","Lecce","COD","MF",NA,26,2,0,0,1,1,0,4,1,3,2,0,0
"Ciro Immobile","Lazio","ITA","FW",NA,29,8,6,75,24,24,0,10,2,8,11,7,0
"Roberto Inglese","Parma","ITA","FW",NA,27,9,6,66.6666666666667,10,10,20,8,2,6,2,1,0
"Lorenzo Insigne","Napoli","ITA","FW","MF",28,21,15,71.4285714285714,35,35,17.1,13,0,13,30,4,1
"Artur Ioniță","Cagliari","MDA","MF",NA,28,38,23,60.5263157894737,37,37,32.4,32,10,22,18,24,2
"Armando Izzo","Torino","ITA","DF",NA,27,42,24,57.1428571428571,35,35,48.6,44,29,15,71,121,1
"Filip Jagiełło","Genoa","POL","MF",NA,21,7,2,28.5714285714286,7,7,42.9,4,0,4,5,4,0
"Mato Jajalo","Udinese","BIH","MF",NA,31,44,19,43.1818181818182,38,38,36.8,20,7,13,19,19,2
"Marko Janković","SPAL","MNE","FW","DF",24,2,1,50,2,2,50,2,1,1,0,0,0
"Jakub Jankto","Sampdoria","CZE","MF","FW",23,27,13,48.1481481481481,42,42,23.8,30,3,27,22,22,0
"Juan Jesus","Roma","BRA","DF",NA,28,2,1,50,3,3,0,1,0,1,1,7,0
"Jony","Lazio","ESP","DF","FW",28,13,9,69.2307692307692,23,23,21.7,11,2,9,14,17,0
"Jesse Joronen","Brescia","FIN","GK",NA,26,3,1,33.3333333333333,3,3,100,0,0,0,6,22,0
"Hamed Junior Traorè","Sassuolo","CIV","MF","FW",19,31,15,48.3870967741936,39,39,35.9,22,1,21,11,7,0
"Musa Juwara","Bologna","GAM","FW","MF",17,4,2,50,5,5,20,2,1,1,0,1,0
"Yann Karamoh","Parma","FRA","FW","MF",21,10,7,70,9,9,33.3,5,0,5,2,3,0
"Franck Kessié","Milan","CIV","MF",NA,22,54,29,53.7037037037037,52,52,30.8,34,5,29,34,32,2
"Sami Khedira","Juventus","GER","MF",NA,32,14,7,50,19,19,21.1,12,1,11,3,13,0
"Simon Kjær","Atalanta","DEN","DF",NA,30,9,6,66.6666666666667,4,4,75,5,4,1,7,10,1
"Simon Kjær","Milan","DEN","DF",NA,30,22,13,59.0909090909091,18,18,55.6,20,16,4,15,52,0
"Ragnar Klavan","Cagliari","EST","DF",NA,33,29,16,55.1724137931034,28,28,50,29,19,10,25,118,1
"Justin Kluivert","Roma","NED","FW",NA,20,17,11,64.7058823529412,16,16,43.8,15,0,15,6,7,0
"Aleksandar Kolarov","Roma","SRB","DF",NA,33,37,28,75.6756756756757,37,37,54.1,20,9,11,31,57,0
"Christian Kouamé","Fiorentina","CIV","FW","MF",21,3,2,66.6666666666667,1,1,0,5,1,4,1,1,0
