"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Lucas Castro","Cagliari","ARG","MF",NA,30,2,0,0,0,15
"Gaetano Castrovilli","Fiorentina","ITA","MF",NA,22,10,0,0,0,65
"Danilo Cataldi","Lazio","ITA","MF",NA,24,3,0,0,0,5
"Federico Ceccherini","Fiorentina","ITA","DF",NA,27,3,0,0,0,9
"Luca Ceppitelli","Cagliari","ITA","DF",NA,29,5,0,0,0,8
"Alberto Cerri","SPAL","ITA","FW",NA,23,1,0,0,0,8
"Alberto Cerri","Cagliari","ITA","FW",NA,23,1,0,0,0,4
"Julian Chabot","Sampdoria","GER","DF",NA,21,1,1,0,1,10
"Jhon Chancellor","Brescia","VEN","DF",NA,27,3,0,0,0,21
"Giorgio Chiellini","Juventus","ITA","DF",NA,34,0,0,0,0,4
"Federico Chiesa","Fiorentina","ITA","FW","DF",21,7,0,0,0,54
"Vlad Chiricheș","Sassuolo","ROU","DF",NA,29,0,0,0,0,8
"Luca Cigarini","Cagliari","ITA","MF",NA,33,8,1,1,2,37
"Thiago Cionek","SPAL","POL","DF",NA,33,11,0,0,0,52
"Andrea Cistana","Brescia","ITA","DF",NA,22,7,1,0,1,24
"Denilho Cleonise","Genoa","NED","FW",NA,17,2,0,0,0,2
"Ebrima Colley","Atalanta","GAM","FW",NA,19,1,0,0,0,3
"Omar Colley","Sampdoria","GAM","DF",NA,26,10,0,0,0,40
"Simone Colombi","Parma","ITA","GK",NA,28,0,0,0,0,0
"Lorenzo Colombo","Milan","ITA","FW",NA,17,0,0,0,0,1
"Andrea Consigli","Sassuolo","ITA","GK",NA,32,1,0,0,0,1
"Andrea Conti","Milan","ITA","DF",NA,25,8,0,0,0,37
"Gabriele Corbo","Bologna","ITA","DF",NA,19,1,0,0,0,0
"Andreas Cornelius","Parma","DEN","FW",NA,26,1,0,0,0,42
"Joaquín Correa","Lazio","ARG","FW",NA,24,0,0,0,0,18
"Douglas Costa","Juventus","BRA","FW","MF",28,1,0,0,0,10
"Alessio Cragno","Cagliari","ITA","GK",NA,25,1,0,0,0,0
"Domenico Criscito","Genoa","ITA","DF",NA,32,7,0,0,0,30
"Bryan Cristante","Roma","ITA","MF",NA,24,7,1,0,1,32
"Sebastián Cristóforo","Fiorentina","URU","MF",NA,25,0,0,0,0,0
"Juan Cuadrado","Juventus","COL","DF","FW",31,7,1,0,1,28
"Jaume Cuéllar","SPAL","BOL","MF","FW",17,0,0,0,0,2
"Patrick Cutrone","Fiorentina","ITA","FW",NA,21,1,0,0,0,8
"Marco D'Alessandro","SPAL","ITA","MF","DF",28,0,1,0,1,3
"Danilo D'Ambrosio","Inter","ITA","DF",NA,30,6,0,0,0,35
"Bryan Dabo","SPAL","BFA","MF",NA,27,4,0,0,0,17
"Felipe dal Belo","SPAL","BRA","DF",NA,35,5,0,0,0,20
"Danilo","Juventus","BRA","DF",NA,28,4,1,1,2,20
"Matteo Darmian","Parma","ITA","DF",NA,29,6,0,0,0,38
"Paweł Dawidowicz","Hellas Verona","POL","DF",NA,24,4,2,1,3,19
"Sebastien De Maio","Udinese","FRA","DF",NA,32,1,0,0,0,10
"Rodrigo De Paul","Udinese","ARG","MF",NA,25,5,1,0,1,33
"Mattia De Sciglio","Juventus","ITA","DF",NA,26,1,0,0,0,0
"Lorenzo De Silvestri","Torino","ITA","DF",NA,31,2,0,0,0,34
"Grégoire Defrel","Sassuolo","MTQ","FW","MF",28,1,0,0,0,17
"Alessandro Deiola","Lecce","ITA","MF",NA,23,3,0,0,0,7
"Cristian Dell'Orco","Lecce","ITA","DF",NA,25,2,1,1,2,16
"Merih Demiral","Juventus","TUR","DF",NA,21,1,0,0,0,5
"Diego Demme","Napoli","GER","MF",NA,27,6,0,0,0,25
"Stefano Denswil","Bologna","SUR","DF",NA,26,7,1,1,2,28
"Fabio Depaoli","Sampdoria","ITA","MF","DF",22,7,0,0,0,59
"Kastriot Dermaku","Parma","ALB","DF",NA,27,2,0,0,0,18
"Daniele Dessena","Brescia","ITA","MF",NA,32,7,1,1,2,26
"Mattia Destro","Bologna","ITA","FW",NA,28,2,0,0,0,6
"Mattia Destro","Genoa","ITA","FW","MF",28,0,0,0,0,3
"Samuel Di Carmine","Hellas Verona","ITA","FW","MF",30,3,0,0,0,33
"Federico Di Francesco","SPAL","ITA","FW",NA,25,4,0,0,0,19
"Giovanni Di Lorenzo","Napoli","ITA","DF",NA,25,5,0,0,0,32
"Amadou Diawara","Roma","GUI","MF",NA,22,4,0,0,0,28
"Mitchell Dijks","Bologna","NED","DF",NA,26,4,0,0,0,21
"Federico Dimarco","Hellas Verona","ITA","DF",NA,21,1,0,0,0,9
"Federico Dimarco","Inter","ITA","DF",NA,21,0,0,0,0,1
"Koffi Djidji","Torino","CIV","DF",NA,26,0,0,0,0,12
"Berat Djimsiti","Atalanta","ALB","DF",NA,26,5,0,0,0,32
"Nicolás Domínguez","Bologna","ARG","MF",NA,21,1,0,0,0,16
"Giulio Donati","Lecce","ITA","DF",NA,29,4,0,0,0,17
"Alfredo Donnarumma","Brescia","ITA","FW",NA,28,1,0,0,0,18
"Gianluigi Donnarumma","Milan","ITA","GK",NA,20,3,0,0,0,1
"Bartłomiej Drągowski","Fiorentina","POL","GK",NA,21,1,0,0,0,1
"Léo Duarte","Milan","BRA","DF",NA,23,2,0,0,0,3
"Alfred Duncan","Fiorentina","GHA","MF",NA,26,2,0,0,0,9
"Alfred Duncan","Sassuolo","GHA","MF",NA,26,3,0,0,0,16
"Paulo Dybala","Juventus","ARG","FW","MF",25,5,0,0,0,24
"Edin Džeko","Roma","BIH","FW",NA,33,4,0,0,0,39
"Blerim Džemaili","Bologna","SUI","MF",NA,33,2,0,0,0,11
"Simone Edera","Torino","ITA","MF","FW",22,4,1,1,2,13
"Albin Ekdal","Sampdoria","SWE","MF",NA,30,8,0,0,0,43
"Elif Elmas","Napoli","MKD","MF",NA,19,7,0,0,0,31
"Alan Empereur","Hellas Verona","BRA","DF",NA,25,3,0,0,0,18
"Christian Eriksen","Inter","DEN","MF",NA,27,0,0,0,0,6
"Sebastiano Esposito","Inter","ITA","FW",NA,17,2,0,0,0,7
"Valentin Eysseric","Hellas Verona","FRA","MF","FW",27,3,0,0,0,11
"Valentin Eysseric","Fiorentina","FRA","FW","MF",27,0,0,0,0,3
"Filippo Falco","Lecce","ITA","FW","MF",27,0,0,0,0,13
"Iago Falque","Torino","ESP","FW","MF",29,0,0,0,0,1
"Iago Falque","Genoa","ESP","MF",NA,29,0,0,0,0,3
"Andri Fannar Baldursson","Bologna","ISL","MF",NA,17,0,0,0,0,4
"Paolo Faragò","Cagliari","ITA","DF","MF",26,3,0,0,0,21
"Davide Faraoni","Hellas Verona","ITA","DF",NA,27,6,0,0,0,31
"Mohamed Fares","SPAL","ALG","DF","MF",23,2,0,0,0,10
"Diego Farias","Lecce","BRA","MF","FW",29,3,1,0,1,17
"Andrea Favilli","Genoa","ITA","FW",NA,22,4,0,0,0,28
"Federico Fazio","Roma","ARG","DF",NA,32,2,1,0,1,11
"Luiz Felipe","Lazio","ITA","DF",NA,22,6,0,0,0,18
"Alex Ferrari","Sampdoria","ITA","DF",NA,25,4,0,0,0,16
"Sergio Floccari","SPAL","ITA","FW",NA,37,3,0,0,0,21
"Alessandro Florenzi","Roma","ITA","DF","FW",28,5,0,0,0,11
"Seko Fofana","Udinese","CIV","MF",NA,24,4,0,0,0,20
"Gianluca Frabotta","Juventus","ITA","DF",NA,20,0,0,0,0,2
"Remo Freuler","Atalanta","SUI","MF",NA,27,3,0,0,0,40
"Matteo Gabbia","Milan","ITA","DF",NA,19,1,0,0,0,11
"Manolo Gabbiadini","Sampdoria","ITA","FW",NA,27,2,0,0,0,30
"Gabriel","Lecce","BRA","GK",NA,26,4,0,0,0,1
"Luca Gagliano","Cagliari","ITA","FW",NA,19,0,0,0,0,3
"Roberto Gagliardini","Inter","ITA","MF",NA,25,5,0,0,0,34
"Riccardo Gagliolo","Parma","SWE","DF",NA,29,7,0,0,0,32
"Daniele Gastaldello","Brescia","ITA","DF",NA,36,1,0,0,0,2
"Gervinho","Parma","CIV","FW",NA,32,3,0,0,0,10
"Rachid Ghezzal","Fiorentina","ALG","MF","FW",27,5,0,0,0,22
"Andrea Ghezzi","Brescia","ITA","FW","MF",18,0,0,0,0,1
"Paolo Ghiglione","Genoa","ITA","DF","FW",22,4,0,0,0,24
"Faouzi Ghoulam","Napoli","ALG","DF",NA,28,2,0,0,0,6
"Diego Godín","Inter","URU","DF",NA,33,5,0,0,0,29
"Edoardo Goldaniga","Genoa","ITA","DF",NA,25,4,0,0,0,14
"Pierluigi Gollini","Atalanta","ITA","GK",NA,24,3,0,0,0,0
"Papu Gómez","Atalanta","ARG","MF","FW",31,2,0,0,0,19
"Robin Gosens","Atalanta","GER","DF",NA,25,3,0,0,0,30
"Alberto Grassi","Parma","ITA","MF",NA,24,6,0,0,0,7
"Sinan Gümüş","Genoa","","FW","MF",25,0,0,0,0,1
"Koray Günter","Hellas Verona","GER","DF",NA,24,7,0,0,0,43
"Samir Handanović","Inter","SVN","GK",NA,35,2,0,0,0,1
"Lukáš Haraslín","Sassuolo","SVK","FW",NA,23,1,0,0,0,8
"Hans Hateboer","Atalanta","NED","DF",NA,25,10,0,0,0,44
"Liam Henderson","Hellas Verona","SCO","MF",NA,23,1,0,0,0,6
"Dalbert Henrique","Fiorentina","BRA","DF","MF",25,8,1,0,1,52
"Theo Hernández","Milan","FRA","DF",NA,21,10,0,0,0,33
"Hernani","Parma","BRA","MF",NA,25,10,0,0,0,46
"Gonzalo Higuaín","Juventus","ARG","FW",NA,31,2,0,0,0,18
"Krisztofer Horváth","SPAL","HUN","FW","DF",17,0,0,0,0,0
"Elseid Hysaj","Napoli","ALB","DF",NA,25,3,0,0,0,8
"Simone Iacoponi","Parma","ITA","DF",NA,32,7,0,0,0,35
"Roger Ibanez","Roma","BRA","DF",NA,20,1,0,0,0,14
"Zlatan Ibrahimović","Milan","SWE","FW",NA,37,1,0,0,0,30
"Igor","SPAL","BRA","DF",NA,21,7,0,0,0,21
"Igor","Fiorentina","BRA","DF",NA,21,2,0,0,0,8
"Josip Iličić","Atalanta","SVN","FW","MF",31,1,1,0,1,11
"Giannelli Imbula","Lecce","COD","MF",NA,26,0,0,0,0,1
"Ciro Immobile","Lazio","ITA","FW",NA,29,8,0,0,0,38
"Roberto Inglese","Parma","ITA","FW",NA,27,1,0,0,0,19
"Lorenzo Insigne","Napoli","ITA","FW","MF",28,1,0,0,0,8
"Artur Ioniță","Cagliari","MDA","MF",NA,28,6,0,0,0,45
"Jakub Iskra","SPAL","POL","DF",NA,16,0,0,0,0,0
"Armando Izzo","Torino","ITA","DF",NA,27,7,2,1,3,48
"Filip Jagiełło","Genoa","POL","MF",NA,21,0,0,0,0,3
"Mato Jajalo","Udinese","BIH","MF",NA,31,8,1,1,2,29
"Marko Janković","SPAL","MNE","FW","DF",24,1,0,0,0,5
"Jakub Jankto","Sampdoria","CZE","MF","FW",23,8,0,0,0,23
"Juan Jesus","Roma","BRA","DF",NA,28,2,0,0,0,3
"Jony","Lazio","ESP","DF","FW",28,4,0,0,0,12
"Jesse Joronen","Brescia","FIN","GK",NA,26,1,0,0,0,0
"Hamed Junior Traorè","Sassuolo","CIV","MF","FW",19,3,0,0,0,28
"Musa Juwara","Bologna","GAM","FW","MF",17,1,0,0,0,6
"Nikola Kalinić","Roma","CRO","FW",NA,31,1,0,0,0,8
"Yann Karamoh","Parma","FRA","FW","MF",21,0,0,0,0,7
"Franck Kessié","Milan","CIV","MF",NA,22,3,0,0,0,61
"Sami Khedira","Juventus","GER","MF",NA,32,3,0,0,0,15
"Simon Kjær","Atalanta","DEN","DF",NA,30,2,0,0,0,13
"Simon Kjær","Milan","DEN","DF",NA,30,2,0,0,0,10
"Ragnar Klavan","Cagliari","EST","DF",NA,33,4,0,0,0,24
"Justin Kluivert","Roma","NED","FW",NA,20,6,1,1,2,30
"Aleksandar Kolarov","Roma","SRB","DF",NA,33,6,0,0,0,29
"Christian Kouamé","Fiorentina","CIV","FW","MF",21,0,0,0,0,6
"Christian Kouamé","Genoa","CIV","FW",NA,21,1,0,0,0,20
"Kalidou Koulibaly","Napoli","SEN","DF",NA,28,7,1,0,1,36
"Ladislav Krejčí","Bologna","CZE","DF",NA,27,1,0,0,0,11
"Rade Krunić","Milan","BIH","MF","FW",25,3,0,0,0,11
"Juraj Kucka","Parma","SVK","MF","FW",32,5,1,0,1,51
"Dejan Kulusevski","Parma","SWE","FW","MF",19,3,0,0,0,53
"Marash Kumbulla","Hellas Verona","ALB","DF",NA,19,7,1,1,2,47
"Jasmin Kurtić","SPAL","SVN","MF",NA,30,5,0,0,0,17
"Jasmin Kurtić","Parma","SVN","MF","FW",30,5,0,0,0,18
"Giorgos Kyriakopoulos","Sassuolo","GRE","DF",NA,23,4,0,0,0,20
"Antonino La Gumina","Sampdoria","ITA","FW",NA,23,0,0,0,0,1
"Andrea La Mantia","Lecce","ITA","FW",NA,28,1,0,0,0,17
"Riccardo Ladinetti","Cagliari","ITA","MF",NA,18,0,0,0,0,1
"Gianluca Lapadula","Lecce","PER","FW",NA,29,8,1,0,1,43
"Danilo Larangeira","Bologna","BRA","DF",NA,35,11,1,1,2,43
"Kevin Lasagna","Udinese","ITA","FW",NA,26,1,0,0,0,46
"Vincent Laurini","Parma","FRA","DF",NA,30,4,0,0,0,13
"Diego Laxalt","Torino","URU","DF","MF",26,3,0,0,0,12
"Diego Laxalt","Milan","URU","DF",NA,26,1,0,0,0,4
"Valentino Lazaro","Inter","AUT","DF",NA,23,2,0,0,0,7
"Darko Lazović","Hellas Verona","SRB","DF",NA,28,4,0,0,0,11
"Manuel Lazzari","Lazio","ITA","DF",NA,25,6,0,0,0,21
"Rafael Leão","Milan","POR","FW",NA,20,0,0,0,0,16
"Lucas Leiva","Lazio","BRA","MF",NA,32,10,1,1,2,47
"Lukas Lerager","Genoa","DEN","MF",NA,26,5,0,0,0,28
"Mehdi Léris","Sampdoria","ALG","MF","FW",21,0,0,0,0,7
"Karlo Letica","SPAL","CRO","GK",NA,22,1,0,0,0,0
"Matthijs de Ligt","Juventus","NED","DF",NA,19,5,0,0,0,29
"Karol Linetty","Sampdoria","POL","MF",NA,24,4,0,0,0,43
"Pol Lirola","Fiorentina","ESP","DF",NA,21,4,0,0,0,16
"Fernando Llorente","Napoli","ESP","FW",NA,34,1,0,0,0,11
"Stanislav Lobotka","Napoli","SVK","MF",NA,24,0,0,0,0,7
"Manuel Locatelli","Sassuolo","ITA","MF",NA,21,9,0,0,0,46
"Pau López","Roma","ESP","GK",NA,24,3,0,0,0,1
"Matteo Lovato","Hellas Verona","ITA","DF",NA,19,0,0,0,0,0
"Hirving Lozano","Napoli","MEX","FW","MF",24,3,0,0,0,22
"Fabio Lucioni","Lecce","ITA","DF",NA,31,8,1,0,1,20
"José Luis Palomino","Atalanta","ARG","DF",NA,29,5,0,0,0,48
"Jordan Lukaku","Lazio","BEL","DF",NA,25,2,0,0,0,6
"Romelu Lukaku","Inter","BEL","FW",NA,26,2,0,0,0,47
"Saša Lukić","Torino","SRB","MF",NA,22,5,1,0,1,44
"Senad Lulić","Lazio","BIH","DF",NA,33,6,0,0,0,28
"Sebastiano Luperto","Napoli","ITA","DF",NA,22,2,0,0,0,7
"Lyanco","Torino","BRA","DF",NA,22,5,0,0,0,14
"Charalambos Lykogiannis","Cagliari","GRE","DF",NA,25,4,0,0,0,22
"Francesco Magnanelli","Sassuolo","ITA","MF",NA,34,5,0,0,0,19
"Giangiacomo Magnani","Brescia","ITA","DF",NA,23,2,0,0,0,2
"Giangiacomo Magnani","Sassuolo","ITA","DF",NA,23,1,0,0,0,4
"Žan Majer","Lecce","SVN","MF",NA,27,7,0,0,0,28
"Nikola Maksimović","Napoli","SRB","DF",NA,27,3,1,0,1,25
"Kévin Malcuit","Napoli","MAR","DF",NA,28,0,0,0,0,2
"Ruslan Malinovskyi","Atalanta","UKR","MF","FW",26,7,1,1,2,32
"Gianluca Mancini","Roma","ITA","DF","MF",23,16,1,1,2,67
"Marco Mancosu","Lecce","ITA","MF","FW",30,3,0,0,0,22
"Rolando Mandragora","Udinese","ITA","MF",NA,22,2,0,0,0,40
"Massimiliano Mangraviti","Brescia","ITA","DF",NA,21,2,0,0,0,9
"Kostas Manolas","Napoli","GRE","DF",NA,28,2,0,0,0,24
"Giacomo Manzari","Sassuolo","ITA","FW","MF",18,0,0,0,0,1
"Gian Marco Ferrari","Sassuolo","ITA","DF",NA,27,5,0,0,0,18
"Federico Marigosu","Cagliari","ITA","MF",NA,18,0,0,0,0,0
"Marlon","Sassuolo","BRA","DF",NA,23,8,0,0,0,24
"Gonzalo Maroni","Sampdoria","ARG","MF","FW",20,0,0,0,0,3
"Bruno Martella","Brescia","ITA","DF",NA,26,3,0,0,0,7
"Lautaro Martínez","Inter","ARG","FW",NA,21,8,1,0,1,54
"Adam Marušić","Lazio","MNE","DF",NA,26,3,0,0,0,8
"Andrea Masiello","Genoa","ITA","DF",NA,33,4,0,0,0,11
"Andrea Masiello","Atalanta","ITA","DF",NA,33,1,0,0,0,10
"Aleš Matějů","Brescia","CZE","DF",NA,23,10,1,1,2,46
"Alessandro Matri","Brescia","ITA","FW","MF",34,1,1,0,1,1
"Federico Mattiello","Cagliari","ITA","DF",NA,24,3,0,0,0,16
"Blaise Matuidi","Juventus","FRA","MF",NA,32,2,0,0,0,40
"Ibrahima Mbaye","Bologna","SEN","DF",NA,24,5,0,0,0,24
"Biagio Meccariello","Lecce","ITA","DF",NA,28,2,0,0,0,8
"Gary Medel","Bologna","CHI","MF",NA,31,10,1,0,1,40
"Soualiho Meïté","Torino","FRA","MF",NA,25,5,0,0,0,34
"Alex Meret","Napoli","ITA","GK",NA,22,0,0,0,0,0
"Yıldırım Mert Çetin","Roma","TUR","DF",NA,22,4,1,1,2,6
"Dries Mertens","Napoli","BEL","FW",NA,32,5,0,0,0,29
"Kingsley Michael","Bologna","NGA","MF",NA,19,0,0,0,0,4
"Nikola Milenković","Fiorentina","SRB","DF",NA,21,9,0,0,0,61
"Arkadiusz Milik","Napoli","POL","FW",NA,25,5,0,0,0,25
"Sergej Milinković-Savić","Lazio","SRB","MF",NA,24,9,0,0,0,71
"Antonio Mirante","Roma","ITA","GK",NA,36,0,0,0,0,0
"Simone Missiroli","SPAL","ITA","MF",NA,33,7,0,0,0,26
"Henrikh Mkhitaryan","Roma","ARM","MF","FW",30,5,0,0,0,17
"Gabriele Moncini","SPAL","ITA","FW","MF",23,0,0,0,0,1
"Raúl Moro","Lazio","ESP","FW",NA,16,0,0,0,0,0
"Leonardo Morosini","Brescia","ITA","FW","DF",23,0,0,0,0,2
"Victor Moses","Inter","NGA","DF",NA,28,1,0,0,0,6
"Mert Müldür","Sassuolo","TUR","DF",NA,20,4,0,0,0,19
"Simone Muratore","Juventus","ITA","MF",NA,21,0,0,0,0,3
"Alessandro Murgia","SPAL","ITA","MF",NA,22,3,0,0,0,24
"Luis Muriel","Atalanta","COL","FW",NA,28,1,0,0,0,28
"Jeison Murillo","Sampdoria","COL","DF",NA,27,3,1,1,2,10
"Nicola Murru","Sampdoria","ITA","DF",NA,24,6,1,1,2,25
"Mateo Musacchio","Milan","ARG","DF",NA,28,4,1,0,1,19
"Juan Musso","Udinese","ARG","GK",NA,25,1,0,0,0,1
"Radja Nainggolan","Cagliari","BEL","MF",NA,31,5,0,0,0,20
"Nahitan Nández","Cagliari","URU","MF","DF",23,14,0,0,0,46
"Michel Ndary Adopo","Torino","FRA","DF","MF",19,0,0,0,0,0
"Emanuele Ndoj","Brescia","ALB","MF",NA,22,2,0,0,0,21
"Ilija Nestorovski","Udinese","MKD","FW",NA,29,4,0,0,0,36
"Nicolas Nkoulou","Torino","CMR","DF",NA,29,6,1,1,2,37
"Bram Nuytinck","Udinese","NED","DF",NA,29,2,0,0,0,20
"Pedro Obiang","Sassuolo","EQG","MF",NA,27,10,0,0,0,35
"Stefano Okaka","Udinese","ITA","FW",NA,29,10,0,0,0,69
"Christian Oliva","Cagliari","URU","MF",NA,23,1,0,0,0,4
"Marco Olivieri","Juventus","ITA","FW",NA,20,0,0,0,0,3
"Robin Olsen","Cagliari","SWE","GK",NA,29,0,1,0,1,0
"Nicholas Opoku","Udinese","GHA","DF",NA,21,3,1,1,2,10
"Riccardo Orsolini","Bologna","ITA","FW","MF",22,3,0,0,0,40
"David Ospina","Napoli","COL","GK",NA,30,0,0,0,0,1
"Daniele Padelli","Inter","ITA","GK",NA,33,0,1,0,1,0
"Marko Pajač","Genoa","CRO","DF","FW",26,1,0,0,0,8
"Rodrigo Palacio","Bologna","ARG","FW",NA,37,5,0,0,0,30
"Alberto Paloschi","SPAL","ITA","FW",NA,29,0,0,0,0,8
