"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Andrea Petagna","SPAL","ITA","FW",NA,24,1995,36,3032,84,88.7,33,89,30,3,29,0.56,24,62,42692,2220000
"Andrea Pinamonti","Genoa","ITA","FW",NA,20,1999,32,2236,70,65.4,23,84,11,9,35,1.13,34,49,42692,2220000
"Andrea Poli","Bologna","ITA","MF",NA,29,1989,28,1919,69,56.1,22,81,9,6,24,1.36,29,33,35577,1850000
"Andrea Ranocchia","Inter","ITA","DF",NA,31,1988,7,526,75,15.4,5,83,4,2,57,2.43,18,2,64038,3330000
"Andrea Rispoli","Lecce","ITA","DF",NA,30,1988,28,1909,68,55.8,20,87,16,8,21,0.96,27,45,25000,1300000
"Andrea Tabanelli","Lecce","ITA","MF",NA,29,1990,13,964,74,28.2,11,81,8,2,39,1.15,15,17,17885,930000
"Andreas Cornelius","Parma","DEN","FW",NA,26,1993,26,1494,57,43.7,17,73,11,9,29,1.46,32,19,28462,1480000
"Andreas Skov Olsen","Bologna","DEN","FW","MF",19,1999,26,760,29,22.2,7,61,0,19,18,1.12,11,14,19808,1030000
"Ante Rebić","Milan","CRO","FW","MF",25,1993,26,1395,54,40.8,15,74,3,11,27,1.77,32,21,74038,3850000
"Antonín Barák","Lecce","CZE","MF",NA,24,1994,16,1369,86,40,15,90,15,1,19,1.19,28,37,10769,560000
"Antonín Barák","Udinese","CZE","MF","FW",24,1994,8,194,24,5.7,1,69,0,7,18,0.63,0,3,10769,560000
"Antonino Barillà","Parma","ITA","MF",NA,31,1988,26,1688,65,49.4,20,78,9,6,22,1.42,28,30,12885,670000
"Antonino La Gumina","Sampdoria","ITA","FW",NA,23,1996,5,186,37,5.4,2,73,0,3,13,1.2,1,4,17885,930000
"Antonio Barreca","Genoa","ITA","DF","FW",24,1995,18,1095,61,32,11,76,4,7,37,1.06,13,22,20962,1090000
"Antonio Candreva","Inter","ITA","DF",NA,32,1987,32,1993,62,58.3,24,77,9,8,18,2.22,51,26,106923,5560000
"Antonio Sanabria","Genoa","PAR","FW",NA,23,1996,24,1387,58,40.6,16,76,5,8,21,1.08,20,34,39231,2040000
"Arkadiusz Milik","Napoli","POL","FW",NA,25,1994,26,1747,67,51.1,19,81,8,7,29,1.65,29,23,89038,4630000
"Arkadiusz Reca","SPAL","POL","DF",NA,24,1995,25,1928,77,56.4,22,82,15,3,44,0.6,15,46,10769,560000
"Armando Izzo","Torino","ITA","DF",NA,27,1992,31,2686,87,78.5,30,89,27,1,30,1.16,38,51,60577,3150000
"Artur Ioniță","Cagliari","MDA","MF",NA,28,1990,34,1897,56,55.5,21,80,10,13,16,1.18,20,31,28462,1480000
"Ashley Young","Inter","ENG","DF",NA,34,1985,18,1185,66,34.6,13,85,7,5,17,1.94,30,17,74038,3850000
"Asmir Begović","Milan","BIH","GK",NA,32,1987,2,129,65,3.8,1,90,1,1,39,0.5,2,3,12308,640000
"Bartosz Bereszyński","Sampdoria","POL","DF",NA,27,1992,28,2402,86,70.2,27,88,23,1,21,1.11,31,48,15962,830000
"Bartosz Salamon","SPAL","POL","DF",NA,28,1991,7,344,49,10.1,3,90,3,4,19,0.29,2,10,14231,740000
"Bastos","Lazio","ANG","DF",NA,28,1991,16,765,48,22.4,6,83,5,10,27,1.69,15,12,35577,1850000
"Berat Djimsiti","Atalanta","ALB","DF",NA,26,1993,34,2783,82,81.4,32,84,24,2,45,2,77,38,14231,740000
"Biagio Meccariello","Lecce","ITA","DF",NA,28,1991,14,768,55,22.5,8,81,3,6,21,0.64,15,21,17885,930000
"Birkir Bjarnason","Brescia","ISL","MF","FW",31,1988,13,798,61,23.3,9,73,2,4,35,0.54,11,25,8462,440000
"Blaise Matuidi","Juventus","FRA","MF",NA,32,1987,35,2237,64,65.4,23,85,16,12,23,2.26,47,26,124615,6480000
"Blerim Džemaili","Bologna","SUI","MF",NA,33,1986,14,698,50,20.4,8,76,4,6,15,1.29,13,18,42692,2220000
"Borja Valero","Inter","ESP","MF",NA,34,1985,19,931,49,27.2,9,87,5,10,15,2.11,25,8,89038,4630000
"Bosko Sutalo","Atalanta","CRO","DF",NA,19,2000,7,280,40,8.2,3,72,1,4,16,2.71,7,3,12500,650000
"Brayan Vera","Lecce","COL","DF","FW",20,1999,8,155,19,4.5,1,77,0,7,11,0.38,2,2,17308,9e+05
"Bruno Alves","Parma","POR","DF",NA,37,1981,33,2671,81,78.1,31,85,27,2,14,1.33,39,44,28462,1480000
"Bruno Martella","Brescia","ITA","DF",NA,26,1992,24,1270,53,37.1,13,80,9,11,21,0.67,11,32,8846,460000
"Bruno Peres","Roma","BRA","DF",NA,29,1990,16,1056,66,30.9,12,79,6,4,27,2.13,32,15,60577,3150000
"Bryan Cristante","Roma","ITA","MF",NA,24,1995,26,1616,62,47.3,18,81,13,8,19,1.73,43,31,53462,2780000
"Bryan Dabo","SPAL","BFA","MF",NA,27,1992,16,1122,70,32.8,13,79,8,3,32,0.31,11,37,17885,930000
"Carles Pérez","Roma","ESP","FW","MF",21,1998,14,566,40,16.5,5,75,1,9,21,1.79,17,11,49231,2560000
"Cengiz Ünder","Roma","TUR","FW",NA,22,1997,18,873,49,25.5,10,70,2,8,22,1.67,20,18,89038,4630000
"Charalambos Lykogiannis","Cagliari","GRE","DF",NA,25,1993,20,1338,67,39.1,14,80,9,6,36,1.15,15,19,17885,930000
"Chris Smalling","Roma","ENG","DF",NA,29,1989,30,2566,86,75,29,88,28,1,17,1.67,54,38,74038,3850000
"Christian Eriksen","Inter","DEN","MF",NA,27,1992,17,703,41,20.6,8,73,2,9,14,2,14,5,185000,9620000
"Christian Kouamé","Fiorentina","CIV","FW","MF",21,1997,7,301,43,8.8,3,64,1,4,27,1.71,6,2,15962,830000
"Christian Kouamé","Genoa","CIV","FW",NA,21,1997,11,915,83,26.8,10,89,8,1,26,0.73,14,24,15962,830000
"Christian Oliva","Cagliari","URU","MF",NA,23,1996,11,469,43,13.7,4,86,3,7,18,1.45,10,10,10769,560000
"Ciro Immobile","Lazio","ITA","FW",NA,29,1990,37,3170,86,92.7,36,87,29,1,38,2.11,76,38,89038,4630000
"Claud Adjapong","Hellas Verona","ITA","DF",NA,21,1998,5,231,46,6.8,2,90,2,3,17,0.6,5,7,12500,650000
"Cristian Ansaldi","Torino","ARG","DF","MF",32,1986,27,1768,65,51.7,21,78,11,6,23,1,26,32,49808,2590000
"Cristian Dell'Orco","Lecce","ITA","DF",NA,25,1994,14,1007,72,29.4,11,85,8,3,24,0.64,12,22,21346,1110000
"Cristian Dell'Orco","Lecce","ITA","DF",NA,25,1994,14,1007,72,29.4,11,85,8,3,24,0.64,12,22,21346,1110000
"Cristián Zapata","Genoa","COL","DF",NA,32,1986,20,1718,86,50.2,19,90,19,1,8,1.15,25,34,42692,2220000
"Cristiano Biraghi","Inter","ITA","DF",NA,26,1992,26,1576,61,46.1,18,82,8,8,14,2.27,31,14,71154,3700000
"Dalbert Henrique","Fiorentina","BRA","DF","MF",25,1993,31,2484,80,72.6,29,83,20,2,32,1.23,37,35,42692,2220000
"Daniele Dessena","Brescia","ITA","MF",NA,32,1987,24,1869,78,54.6,22,81,13,2,45,0.63,22,40,14231,740000
"Daniele Gastaldello","Brescia","ITA","DF",NA,36,1983,8,389,49,11.4,4,67,0,4,31,0.88,3,9,10769,560000
"Daniele Ragatzu","Cagliari","ITA","MF","FW",27,1991,13,313,24,9.2,2,62,0,11,17,0.92,3,5,5385,280000
"Daniele Rugani","Juventus","ITA","DF",NA,25,1994,10,690,69,20.2,7,90,7,3,20,1.6,11,15,124615,6480000
"Danilo","Juventus","BRA","DF",NA,28,1991,22,1440,65,42.1,16,75,10,6,41,2.09,33,27,98654,5130000
"Danilo Cataldi","Lazio","ITA","MF",NA,24,1994,21,592,28,17.3,3,69,0,18,21,2.1,18,7,39231,2040000
"Danilo D'Ambrosio","Inter","ITA","DF",NA,30,1988,22,1402,64,41,15,86,11,7,16,2.36,37,9,71154,3700000
"Darko Lazović","Hellas Verona","SRB","DF",NA,28,1990,38,3239,85,94.7,37,86,28,1,45,1.29,43,48,17885,930000
"Davide Biraschi","Genoa","ITA","DF",NA,25,1994,24,1971,82,57.6,22,87,19,2,31,0.96,29,38,15962,830000
"Davide Calabria","Milan","ITA","DF",NA,22,1996,25,1622,65,47.4,16,83,10,9,33,1.76,30,20,35577,1850000
"Davide Santon","Roma","ITA","DF",NA,28,1991,15,619,41,18.1,7,66,2,8,19,1.87,12,12,53462,2780000
"Davide Zappacosta","Roma","ITA","DF",NA,27,1992,9,452,50,13.2,3,90,3,6,30,1.78,11,7,61731,3210000
"Dejan Kulusevski","Parma","SWE","FW","MF",19,2000,36,2930,81,85.7,33,86,23,3,36,1.25,51,51,8846,460000
"Denis Vavro","Lazio","SVK","DF",NA,23,1996,11,328,30,9.6,1,90,1,10,24,1.64,6,8,24615,1280000
"Diego Demme","Napoli","GER","MF",NA,27,1991,15,902,60,26.4,10,78,3,5,25,1.73,13,14,49231,2560000
"Diego Farias","Lecce","BRA","MF","FW",29,1990,18,824,46,24.1,7,68,3,11,31,0.78,15,19,25000,1300000
"Diego Godín","Inter","URU","DF",NA,33,1986,23,1628,71,47.6,18,83,12,5,26,2.04,30,15,123269,6410000
"Diego Laxalt","Milan","URU","DF",NA,26,1993,4,172,43,5,1,90,1,3,27,2,3,1,49808,2590000
"Diego Laxalt","Torino","URU","DF","MF",26,1993,16,596,37,17.4,4,82,2,12,22,1.25,3,15,49808,2590000
"Diego Perotti","Roma","ARG","FW","MF",31,1988,21,875,42,25.6,10,69,1,11,17,1.76,16,15,106923,5560000
"Dimitri Bisoli","Brescia","ITA","MF",NA,25,1994,25,2152,86,62.9,24,89,21,1,27,0.6,20,44,8846,460000
"Djavan Anderson","Lazio","NED","FW","DF",24,1995,6,167,28,4.9,2,65,0,4,10,1.67,3,3,3654,190000
"Domenico Berardi","Sassuolo","ITA","FW",NA,24,1994,31,2493,80,72.9,29,84,17,2,29,1.48,53,46,35577,1850000
"Domenico Criscito","Genoa","ITA","DF",NA,32,1986,26,2053,79,60,24,82,20,2,39,1.15,28,43,42692,2220000
"Douglas Costa","Juventus","BRA","FW","MF",28,1990,23,802,35,23.5,7,62,1,16,23,2.22,28,9,213654,11110000
"Dries Mertens","Napoli","BEL","FW",NA,32,1987,31,1689,54,49.4,18,76,8,13,25,1.81,35,30,142500,7410000
"Dušan Vlahović","Fiorentina","SRB","FW",NA,19,2000,30,1499,50,43.8,13,82,8,17,26,1.17,22,30,5000,260000
"Duván Zapata","Atalanta","COL","FW",NA,28,1991,28,2026,72,59.2,25,78,12,3,27,2.25,59,29,64038,3330000
"Eddie Salcedo","Hellas Verona","ITA","FW","MF",17,2001,17,680,40,19.9,7,68,0,10,21,1.06,8,8,19615,1020000
"Édgar Barreto","Sampdoria","PAR","MF",NA,35,1984,2,90,45,2.6,1,45,0,1,45,0.5,1,2,21346,1110000
"Edin Džeko","Roma","BIH","FW",NA,33,1986,35,2854,82,83.5,31,89,27,4,25,1.74,60,43,178077,9260000
"Edoardo Goldaniga","Genoa","ITA","DF",NA,25,1993,13,784,60,22.9,8,85,7,5,20,1.31,9,22,17885,930000
"Elif Elmas","Napoli","MKD","MF",NA,19,1999,26,1134,44,33.2,12,77,4,14,15,2.04,25,16,36923,1920000
"Elseid Hysaj","Napoli","ALB","DF",NA,25,1994,20,1481,74,43.3,17,83,11,3,22,2,24,17,56923,2960000
"Emanuele Ndoj","Brescia","ALB","MF",NA,22,1996,18,555,31,16.2,6,51,0,12,21,0.44,5,14,7115,370000
"Emiliano Rigoni","Sampdoria","ARG","MF","FW",26,1993,8,431,54,12.6,4,79,2,4,29,0.63,4,8,27115,1410000
"Emmanuel Agyemang-Badu","Hellas Verona","GHA","MF",NA,28,1990,10,230,23,6.7,2,78,1,8,9,1.9,4,6,17885,930000
"Emre Can","Juventus","GER","MF",NA,25,1994,8,284,36,8.3,2,62,0,6,27,2.13,9,9,178077,9260000
"Erick Pulgar","Fiorentina","CHI","MF",NA,25,1994,37,2950,80,86.3,32,90,31,5,16,1.32,46,45,32115,1670000
"Ernesto Torregrossa","Brescia","VEN","FW",NA,27,1992,25,1844,74,53.9,22,79,11,3,38,0.68,21,46,15962,830000
"Ervin Zukanović","SPAL","BIH","DF",NA,32,1987,3,204,68,6,2,90,2,1,24,0,2,4,14038,730000
"Fabián Ruiz Peña","Napoli","ESP","MF",NA,23,1996,33,2684,81,78.5,30,87,22,3,28,1.76,48,38,53462,2780000
"Fabio Borini","Hellas Verona","ITA","MF","FW",28,1991,14,808,58,23.6,9,70,2,5,36,1.5,14,8,89038,4630000
"Fabio Borini","Milan","ITA","MF",NA,28,1991,2,70,35,2,1,59,0,1,11,1.5,0,0,89038,4630000
"Fabio Depaoli","Sampdoria","ITA","MF","DF",22,1997,29,1854,64,54.2,21,80,15,8,23,1.21,22,28,10769,560000
"Fabio Pisacane","Cagliari","ITA","DF",NA,33,1986,30,2442,81,71.4,28,86,22,2,17,1.2,41,42,17885,930000
"Fabio Quagliarella","Sampdoria","ITA","FW",NA,36,1983,28,2275,81,66.5,26,86,15,2,25,1.18,28,43,42692,2220000
"Fabrizio Cacciatore","Cagliari","ITA","DF",NA,32,1986,16,1153,72,33.7,14,81,10,2,12,1.56,26,17,14231,740000
"Faouzi Ghoulam","Napoli","ALG","DF",NA,28,1991,9,376,42,11,3,75,2,6,25,2.11,8,5,85385,4440000
"Federico Bernardeschi","Juventus","ITA","MF","FW",25,1994,29,1571,54,45.9,19,69,5,10,27,2.03,27,24,142500,7410000
"Federico Bonazzoli","Sampdoria","ITA","FW",NA,22,1997,19,744,39,21.8,7,58,0,12,28,1.11,15,10,17885,930000
"Federico Ceccherini","Fiorentina","ITA","DF",NA,27,1992,15,835,56,24.4,8,85,6,7,23,1.27,6,15,17885,930000
"Federico Chiesa","Fiorentina","ITA","FW","DF",21,1997,34,2637,78,77.1,31,82,16,3,29,1.44,42,33,60577,3150000
"Federico Di Francesco","SPAL","ITA","FW",NA,25,1994,20,1082,54,31.6,13,74,4,7,17,0.55,11,27,14808,770000
"Federico Dimarco","Hellas Verona","ITA","DF",NA,21,1997,13,521,40,15.2,5,72,2,8,20,1.23,8,11,7115,370000
"Federico Fazio","Roma","ARG","DF",NA,32,1987,16,1213,76,35.5,14,82,10,2,33,1.81,29,20,89038,4630000
"Federico Mattiello","Cagliari","ITA","DF",NA,24,1995,18,930,52,27.2,9,80,5,9,24,0.89,9,9,10769,560000
"Federico Peluso","Sassuolo","ITA","DF",NA,35,1984,23,1513,66,44.2,17,81,13,6,22,1.17,31,37,21346,1110000
"Federico Santander","Bologna","PAR","FW",NA,28,1991,24,770,32,22.5,5,77,3,19,20,1.25,13,12,35577,1850000
"Felipe Caicedo","Lazio","ECU","FW",NA,30,1988,30,1406,47,41.1,18,66,2,12,18,2.13,35,14,60577,3150000
"Felipe dal Belo","SPAL","BRA","DF",NA,35,1984,15,997,66,29.2,11,82,7,4,24,0.53,10,28,14231,740000
"Fernando Llorente","Napoli","ESP","FW",NA,34,1985,17,501,29,14.6,3,82,1,14,18,1.24,10,7,61731,3210000
"Filip Đuričić","Sassuolo","SRB","MF","FW",27,1992,29,1633,56,47.7,19,73,3,10,24,1.31,37,24,25000,1300000
"Filip Jagiełło","Genoa","POL","MF",NA,21,1997,11,553,50,16.2,6,74,1,5,22,1.45,7,13,6154,320000
"Filippo Falco","Lecce","ITA","FW","MF",27,1992,30,2014,67,58.9,24,75,12,6,35,1,32,43,28462,1480000
"Filippo Romagna","Sassuolo","ITA","DF",NA,22,1997,18,1477,82,43.2,16,89,15,2,28,1.44,25,23,14231,740000
"Florian Ayé","Brescia","FRA","FW","MF",22,1997,22,1380,63,40.4,15,80,8,7,25,0.59,12,27,3654,190000
"Francesco Caputo","Sassuolo","ITA","FW",NA,31,1987,36,2931,81,85.7,33,87,25,3,21,1.39,60,54,28462,1480000
"Francesco Cassata","Genoa","ITA","MF",NA,22,1997,24,1458,61,42.6,18,76,8,6,15,1.08,18,32,10769,560000
"Francesco Magnanelli","Sassuolo","ITA","MF",NA,34,1984,22,1397,64,40.8,15,86,12,7,16,1.32,22,26,25000,1300000
"Francesco Vicari","SPAL","ITA","DF",NA,24,1994,34,2898,85,84.7,33,87,28,1,12,0.59,24,62,17885,930000
"Franck Kessié","Milan","CIV","MF",NA,22,1996,35,2904,83,84.9,33,86,25,2,38,1.86,57,37,78269,4070000
"Franck Ribéry","Fiorentina","FRA","FW",NA,36,1983,21,1409,67,41.2,19,72,1,2,16,1.19,19,12,98654,5130000
"Gabriel Strefezza","SPAL","BRA","DF","MF",22,1997,32,2110,66,61.7,24,79,11,8,27,0.53,16,53,3654,190000
"Gabriele Corbo","Bologna","ITA","DF",NA,19,2000,2,122,61,3.6,1,90,1,1,32,0,0,5,10769,560000
"Gabriele Moncini","SPAL","ITA","FW","MF",23,1996,4,154,39,4.5,2,68,0,2,9,0,0,1,8846,460000
"Gaetano Castrovilli","Fiorentina","ITA","MF",NA,22,1997,33,2673,81,78.2,31,84,18,2,34,1.36,36,37,7115,370000
"Gary Medel","Bologna","CHI","MF",NA,31,1987,23,1784,78,52.2,22,80,9,1,19,1.26,24,30,36923,1920000
"Gastón Brugman","Parma","URU","MF",NA,26,1992,23,1458,63,42.6,17,78,6,6,21,0.96,18,26,10000,520000
"Gastón Pereiro","Cagliari","URU","MF","FW",24,1995,10,348,35,10.2,4,54,0,6,22,0.5,3,9,24423,1270000
"Gastón Ramírez","Sampdoria","URU","MF","FW",28,1990,26,1392,54,40.7,19,66,3,7,21,1.08,19,30,39231,2040000
"Gennaro Tutino","Hellas Verona","ITA","FW","MF",22,1996,6,225,38,6.6,2,72,0,4,20,0.67,1,3,10769,560000
"Gervinho","Parma","CIV","FW",NA,32,1987,31,2270,73,66.4,27,81,13,4,22,1.39,34,33,35577,1850000
"Giacomo Bonaventura","Milan","ITA","MF","FW",29,1989,29,1338,46,39.1,13,73,4,16,24,1.9,29,14,71154,3700000
"Giacomo Raspadori","Sassuolo","ITA","MF","FW",19,2000,11,264,24,7.7,2,67,0,9,15,0.73,4,6,3654,190000
"Giampaolo Pazzini","Hellas Verona","ITA","FW","MF",34,1984,15,307,20,9,1,72,0,14,17,1.27,8,6,46346,2410000
"Gian Marco Ferrari","Sassuolo","ITA","DF",NA,27,1992,23,1897,82,55.5,21,89,20,2,12,1.48,39,33,21346,1110000
"Giangiacomo Magnani","Brescia","ITA","DF",NA,23,1995,2,115,58,3.4,1,90,1,1,25,1.5,0,4,21346,1110000
"Giangiacomo Magnani","Sassuolo","ITA","DF",NA,23,1995,8,145,18,4.2,1,75,0,7,10,1.88,5,5,21346,1110000
"Gianluca Caprari","Parma","ITA","FW","MF",26,1993,12,589,49,17.2,7,71,1,5,18,0.92,11,10,26731,1390000
"Gianluca Caprari","Sampdoria","ITA","FW","MF",26,1993,18,667,37,19.5,5,75,1,13,22,0.94,8,17,26731,1390000
"Gianluca Lapadula","Lecce","PER","FW",NA,29,1990,25,1784,71,52.2,20,81,13,5,33,0.96,30,47,26731,1390000
"Gianluca Mancini","Roma","ITA","DF","MF",23,1996,32,2740,86,80.1,31,88,27,1,25,1.81,59,39,71154,3700000
"Giannelli Imbula","Lecce","COD","MF",NA,26,1992,3,130,43,3.8,1,85,0,2,23,1,0,3,24615,1280000
"Giorgio Chiellini","Juventus","ITA","DF",NA,34,1984,4,202,51,5.9,3,63,1,1,13,2.5,4,1,124615,6480000
"Giorgos Kyriakopoulos","Sassuolo","GRE","DF",NA,23,1996,26,1643,63,48,17,85,14,9,22,1.38,28,30,6154,320000
"Giovanni Simeone","Cagliari","ARG","FW",NA,24,1995,37,2924,79,85.5,34,83,18,3,38,1.22,44,41,53462,2780000
"Giuseppe Pezzella","Parma","ITA","DF",NA,21,1997,22,949,43,27.7,8,85,6,14,19,1.14,14,20,12500,650000
"Gonzalo Higuaín","Juventus","ARG","FW",NA,31,1987,32,1866,58,54.6,20,79,7,12,23,2.13,41,25,267115,13890000
"Gonzalo Maroni","Sampdoria","ARG","MF","FW",20,1999,5,181,36,5.3,1,67,0,4,29,0.8,6,6,18462,960000
"Gonzalo Villar","Roma","ESP","MF",NA,21,1998,9,299,33,8.7,2,90,2,7,17,2,10,5,12308,640000
"Goran Pandev","Genoa","MKD","FW","MF",36,1983,34,1685,50,49.3,18,72,5,16,24,1.09,29,35,12500,650000
"Grégoire Defrel","Sassuolo","MTQ","FW","MF",28,1991,17,980,58,28.7,9,82,4,8,30,1.59,24,20,32115,1670000
"Hakan Çalhanoğlu","Milan","TUR","MF","FW",25,1994,35,2704,77,79.1,34,78,19,1,45,1.69,50,41,89038,4630000
"Hamed Junior Traorè","Sassuolo","CIV","MF","FW",19,2000,31,1570,51,45.9,20,67,5,11,22,1.32,28,27,17885,930000
"Hans Hateboer","Atalanta","NED","DF",NA,25,1994,32,2356,74,68.9,25,87,22,7,27,2.03,71,34,17885,930000
"Henrikh Mkhitaryan","Roma","ARM","MF","FW",30,1989,22,1530,70,44.7,16,86,6,6,25,1.86,32,24,74038,3850000
"Hernani","Parma","BRA","MF",NA,25,1994,32,2419,76,70.7,27,84,19,5,29,1.31,38,40,9808,510000
"Hidde ter Avest","Udinese","NED","DF",NA,22,1997,20,686,34,20.1,6,74,2,14,17,1.25,10,18,10769,560000
"Hirving Lozano","Napoli","MEX","FW","MF",24,1995,26,1025,39,30,10,71,1,16,20,1.08,17,11,110962,5770000
"Iago Falque","Genoa","ESP","MF",NA,29,1990,10,519,52,15.2,6,67,1,4,30,1.1,8,10,60577,3150000
"Iago Falque","Torino","ESP","FW","MF",29,1990,4,102,26,3,1,45,0,3,19,0.5,0,3,60577,3150000
"Ibrahima Mbaye","Bologna","SEN","DF",NA,24,1994,20,1507,75,44.1,16,88,13,4,24,1.2,22,31,26731,1390000
"Ignacio Pussetto","Udinese","ARG","FW","MF",23,1995,12,341,28,10,2,68,0,10,21,1.08,5,7,14231,740000
"Igor","SPAL","BRA","DF",NA,21,1998,17,1337,79,39.1,15,85,10,2,30,0.65,11,24,9808,510000
"Igor","Fiorentina","BRA","DF",NA,21,1998,9,611,68,17.9,6,87,5,3,30,1,9,10,9808,510000
