"Player","Squad","Nation","Pos","Pos2","Age","Progression_Carries","Progression_Passes_Delivered","Progression_Passes_Recived","Total_Passes_Completed","Total_Passes_Attempted","Total_Pass_Percentage","Short_Passes_Completed","Short_Passes_Attempted","Short_Pass_Percentage","Long_Passes_Completed","Long_Passes_Attempted","Long_Pass_Percentage","Medium_Passes_Completed","Medium_Passes_Attempted","Medium_Pass_Percentage","Key_Passes","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","Live_Pass","Dead_Pass","Free_Kicks","Through_Balls","Switches","Crosses","Throw_Ins","Corner_Kicks","Offside","Touches","Take_Ons_Attempted","Take_Ons_Wins","Take_On_Win_Percentage","Take_Ons_Tackled","Take_Ons_Tackled_Percentage"
"Amine Gouiri","Nice","ALG","FW","MF",20,87,78,269,871,1161,75,496,587,84.5,59,118,50,268,344,77.9,51,37,4,1014,143,27,5,8,88,19,64,4,1518,103,52,50.5,51,49.5
"Anastasios Donis","Reims","GRE","MF",NA,23,2,0,13,12,24,50,9,14,64.3,0,2,0,3,5,60,0,1,1,24,0,0,0,0,5,0,0,0,33,2,0,0,2,100
"Ander Herrera","Paris S-G","ESP","MF",NA,30,27,171,57,1580,1750,90.3,917,972,94.3,70,104,67.3,506,552,91.7,24,22,3,1702,40,23,8,3,13,11,5,8,1975,23,12,52.2,11,47.8
"Andrei Girotto","Nantes","BRA","DF","MF",28,18,118,6,1180,1482,79.6,470,531,88.5,106,208,51,590,699,84.4,10,6,2,1422,57,56,0,13,9,1,0,3,1811,5,3,60,2,40
"Andrés Cubas","Nîmes","PAR","MF",NA,24,6,76,10,845,1018,83,334,383,87.2,94,146,64.4,381,429,88.8,9,4,0,972,43,36,1,14,12,1,5,3,1275,17,10,58.8,7,41.2
"Andrew Gravillon","Lorient","GLP","DF",NA,22,16,50,10,906,1216,74.5,368,434,84.8,106,242,43.8,423,497,85.1,8,8,4,1166,45,43,1,15,9,2,0,5,1526,8,7,87.5,1,12.5
"Andy Delort","Montpellier","ALG","FW",NA,28,48,70,210,530,905,58.6,281,402,69.9,58,104,55.8,162,295,54.9,54,39,24,826,77,6,3,10,106,8,9,2,1232,62,31,50,31,50
"Andy Pelmard","Nice","FRA","DF",NA,20,22,60,10,825,911,90.6,401,416,96.4,44,69,63.8,374,404,92.6,1,2,0,841,70,22,0,5,3,48,0,0,1026,11,10,90.9,1,9.1
"Ángel Di María","Paris S-G","ARG","FW","MF",32,90,159,219,885,1220,72.5,470,534,88,102,194,52.6,266,375,70.9,69,76,12,1072,140,28,16,17,188,31,79,8,1447,78,40,51.3,38,48.7
"Angelo Fulgini","Angers","FRA","MF",NA,23,101,201,192,1289,1620,79.6,697,779,89.5,114,211,54,422,506,83.4,58,38,7,1485,129,45,9,8,100,5,57,6,2014,155,81,52.3,74,47.7
"Aníbal Chalá","Dijon","ECU","DF",NA,24,17,28,31,298,392,76,165,186,88.7,17,35,48.6,108,149,72.5,3,3,0,309,83,5,0,1,12,77,0,0,476,14,7,50,7,50
"Anthony Briançon","Nîmes","FRA","DF",NA,25,9,57,0,722,850,84.9,185,205,90.2,152,208,73.1,381,424,89.9,4,5,1,797,51,44,0,18,2,7,0,2,989,1,1,100,0,0
"Anthony Caci","Strasbourg","FRA","DF",NA,23,52,159,86,1464,1921,76.2,624,714,87.4,220,383,57.4,591,727,81.3,19,30,17,1559,358,39,2,51,74,319,0,4,2251,42,27,64.3,15,35.7
"Anthony Lopes","Lyon","POR","GK",NA,29,1,9,0,977,1183,82.6,176,177,99.4,300,501,59.9,499,501,99.6,0,1,0,860,323,74,0,6,0,0,0,0,1264,1,1,100,0,0
"Anthony Racioppi","Dijon","SUI","GK",NA,21,0,0,0,431,650,66.3,84,85,98.8,134,349,38.4,211,213,99.1,1,0,0,409,240,63,0,2,0,0,0,1,705,1,1,100,0,0
"Antoine Valerio","Nîmes","FRA","MF",NA,20,0,4,2,15,18,83.3,7,7,100,1,3,33.3,7,8,87.5,2,1,0,17,1,1,0,0,0,0,0,0,25,1,0,0,1,100
"Antonin Bobichon","Angers","FRA","MF","FW",24,20,61,58,441,548,80.5,241,266,90.6,47,86,54.7,138,164,84.1,17,5,0,498,50,21,2,12,43,3,25,0,652,26,18,69.2,8,30.8
"Arber Zeneli","Reims","KVX","MF","FW",25,47,33,104,287,399,71.9,166,187,88.8,18,48,37.5,91,124,73.4,18,9,2,341,58,13,0,1,53,11,34,0,609,80,38,47.5,42,52.5
"Arkadiusz Milik","Marseille","POL","FW",NA,26,15,24,74,228,305,74.8,129,162,79.6,8,16,50,69,86,80.2,8,4,1,268,37,3,0,1,7,3,1,0,447,14,7,50,7,50
"Armand Lauriente","Lorient","FRA","MF","FW",21,87,43,144,427,568,75.2,246,272,90.4,36,76,47.4,120,171,70.2,39,17,4,508,60,7,2,2,90,2,49,0,846,97,55,56.7,42,43.3
"Arnaud Kalimuendo","Lens","FRA","FW","MF",18,41,21,121,222,291,76.3,127,154,82.5,7,11,63.6,76,96,79.2,15,13,4,19,1,0,0,0,1,1,0,0,446,45,23,51.1,22,48.9
"Arnaud Kalimuendo","Lens","FRA","FW","MF",18,41,21,121,222,291,76.3,127,154,82.5,7,11,63.6,76,96,79.2,15,13,4,19,1,0,0,0,1,1,0,0,26,4,3,75,1,25
"Arnaud Kalimuendo","Paris S-G","FRA","FW",NA,18,1,0,11,222,291,76.3,127,154,82.5,7,11,63.6,76,96,79.2,15,13,4,277,13,2,0,1,21,3,0,1,446,45,23,51.1,22,48.9
"Arnaud Kalimuendo","Paris S-G","FRA","FW",NA,18,1,0,11,222,291,76.3,127,154,82.5,7,11,63.6,76,96,79.2,15,13,4,277,13,2,0,1,21,3,0,1,26,4,3,75,1,25
"Arnaud Kalimuendo","Lens","FRA","FW","MF",18,41,21,121,222,291,76.3,127,154,82.5,7,11,63.6,76,96,79.2,15,13,4,277,13,2,0,1,21,3,0,1,446,45,23,51.1,22,48.9
"Arnaud Kalimuendo","Lens","FRA","FW","MF",18,41,21,121,222,291,76.3,127,154,82.5,7,11,63.6,76,96,79.2,15,13,4,277,13,2,0,1,21,3,0,1,26,4,3,75,1,25
"Arnaud Kalimuendo","Paris S-G","FRA","FW",NA,18,1,0,11,222,291,76.3,127,154,82.5,7,11,63.6,76,96,79.2,15,13,4,19,1,0,0,0,1,1,0,0,446,45,23,51.1,22,48.9
"Arnaud Kalimuendo","Paris S-G","FRA","FW",NA,18,1,0,11,222,291,76.3,127,154,82.5,7,11,63.6,76,96,79.2,15,13,4,19,1,0,0,0,1,1,0,0,26,4,3,75,1,25
"Arnaud Nordin","Saint-Étienne","FRA","MF","FW",22,55,46,101,382,513,74.5,181,224,80.8,39,70,55.7,141,176,80.1,23,17,6,467,46,9,0,3,74,12,25,0,724,58,29,50,29,50
"Arnaud Souquet","Montpellier","FRA","DF",NA,28,34,52,61,469,644,72.8,244,279,87.5,29,66,43.9,185,241,76.8,9,20,12,481,159,3,0,0,53,156,0,4,829,20,11,55,9,45
"Arthur Zagre","Dijon","FRA","DF","MF",18,0,3,1,35,49,71.4,20,26,76.9,2,6,33.3,13,17,76.5,0,0,0,39,10,2,0,0,0,8,0,0,61,6,3,50,3,50
"Aurélien Scheidler","Dijon","FRA","FW",NA,22,0,6,27,48,71,67.6,29,39,74.4,4,5,80,13,22,59.1,5,2,0,62,9,0,0,0,2,0,0,0,110,7,0,0,7,100
"Aurélien Tchouaméni","Monaco","FRA","MF",NA,20,42,197,52,1516,1860,81.5,725,833,87,136,214,63.6,620,720,86.1,17,20,1,1818,39,36,4,29,29,2,1,3,2307,35,22,62.9,13,37.1
"Axel Disasi","Monaco","FRA","DF",NA,22,19,87,4,1336,1558,85.8,437,467,93.6,130,230,56.5,751,824,91.1,4,7,0,1491,62,27,0,17,4,35,0,5,1744,11,8,72.7,3,27.3
"Bandiougou Fadiga","Brest","FRA","MF","FW",19,0,1,3,33,35,94.3,25,25,100,0,1,0,7,7,100,0,1,0,34,0,0,0,0,0,0,0,1,35,1,0,0,1,100
"Bandiougou Fadiga","Brest","FRA","MF","FW",19,0,1,3,33,35,94.3,25,25,100,0,1,0,7,7,100,0,1,0,34,0,0,0,0,0,0,0,1,44,6,2,33.3,4,66.7
"Bandiougou Fadiga","Brest","FRA","MF","FW",19,0,1,3,24,29,82.8,14,14,100,2,4,50,7,8,87.5,1,1,0,34,0,0,0,0,0,0,0,1,35,1,0,0,1,100
"Bandiougou Fadiga","Brest","FRA","MF","FW",19,0,1,3,24,29,82.8,14,14,100,2,4,50,7,8,87.5,1,1,0,34,0,0,0,0,0,0,0,1,44,6,2,33.3,4,66.7
"Bandiougou Fadiga","Paris S-G","FRA","FW","MF",19,3,3,7,24,29,82.8,14,14,100,2,4,50,7,8,87.5,1,1,0,34,0,0,0,0,0,0,0,1,35,1,0,0,1,100
"Bandiougou Fadiga","Paris S-G","FRA","FW","MF",19,3,3,7,24,29,82.8,14,14,100,2,4,50,7,8,87.5,1,1,0,34,0,0,0,0,0,0,0,1,44,6,2,33.3,4,66.7
"Bandiougou Fadiga","Paris S-G","FRA","FW","MF",19,3,3,7,33,35,94.3,25,25,100,0,1,0,7,7,100,0,1,0,28,1,1,0,0,1,0,0,0,35,1,0,0,1,100
"Bandiougou Fadiga","Paris S-G","FRA","FW","MF",19,3,3,7,33,35,94.3,25,25,100,0,1,0,7,7,100,0,1,0,28,1,1,0,0,1,0,0,0,44,6,2,33.3,4,66.7
"Bandiougou Fadiga","Brest","FRA","MF","FW",19,0,1,3,24,29,82.8,14,14,100,2,4,50,7,8,87.5,1,1,0,28,1,1,0,0,1,0,0,0,35,1,0,0,1,100
"Bandiougou Fadiga","Brest","FRA","MF","FW",19,0,1,3,24,29,82.8,14,14,100,2,4,50,7,8,87.5,1,1,0,28,1,1,0,0,1,0,0,0,44,6,2,33.3,4,66.7
"Bandiougou Fadiga","Paris S-G","FRA","FW","MF",19,3,3,7,24,29,82.8,14,14,100,2,4,50,7,8,87.5,1,1,0,28,1,1,0,0,1,0,0,0,35,1,0,0,1,100
"Bandiougou Fadiga","Paris S-G","FRA","FW","MF",19,3,3,7,24,29,82.8,14,14,100,2,4,50,7,8,87.5,1,1,0,28,1,1,0,0,1,0,0,0,44,6,2,33.3,4,66.7
"Bandiougou Fadiga","Paris S-G","FRA","FW","MF",19,3,3,7,33,35,94.3,25,25,100,0,1,0,7,7,100,0,1,0,34,0,0,0,0,0,0,0,1,35,1,0,0,1,100
"Bandiougou Fadiga","Paris S-G","FRA","FW","MF",19,3,3,7,33,35,94.3,25,25,100,0,1,0,7,7,100,0,1,0,34,0,0,0,0,0,0,0,1,44,6,2,33.3,4,66.7
"Bandiougou Fadiga","Brest","FRA","MF","FW",19,0,1,3,33,35,94.3,25,25,100,0,1,0,7,7,100,0,1,0,28,1,1,0,0,1,0,0,0,35,1,0,0,1,100
"Bandiougou Fadiga","Brest","FRA","MF","FW",19,0,1,3,33,35,94.3,25,25,100,0,1,0,7,7,100,0,1,0,28,1,1,0,0,1,0,0,0,44,6,2,33.3,4,66.7
"Baptiste Gabard","Saint-Étienne","FRA","MF",NA,20,1,3,4,44,57,77.2,24,28,85.7,1,1,100,15,18,83.3,1,1,0,56,1,1,0,0,0,0,0,0,77,1,1,100,0,0
"Baptiste Reynet","Nîmes","FRA","GK",NA,29,1,0,0,1080,1592,67.8,147,147,100,374,877,42.6,558,566,98.6,3,0,0,1129,462,156,0,4,0,2,0,1,1702,1,1,100,0,0
"Baptiste Santamaria","Angers","FRA","MF",NA,25,4,14,1,132,153,86.3,59,66,89.4,12,16,75,55,60,91.7,4,1,1,146,7,6,0,3,1,1,0,0,197,5,2,40,3,60
"Batista Mendy","Nantes","FRA","MF",NA,20,0,3,1,32,38,84.2,19,21,90.5,1,3,33.3,12,13,92.3,0,0,0,37,1,1,0,0,0,0,0,0,47,3,2,66.7,1,33.3
"Benjamin André","Lille","FRA","MF",NA,29,28,200,64,1703,2040,83.5,886,984,90,124,189,65.6,606,706,85.8,22,7,4,2005,30,28,0,16,14,2,0,5,2442,44,29,65.9,15,34.1
"Benjamin Bourigeaud","Rennes","FRA","MF","FW",26,21,192,164,1442,1908,75.6,667,749,89.1,220,399,55.1,519,643,80.7,59,41,9,1669,233,81,2,34,226,15,132,6,2169,16,8,50,8,50
"Benoît Badiashile","Monaco","FRA","DF",NA,19,17,170,6,2124,2450,86.7,566,632,89.6,274,412,66.5,1268,1366,92.8,6,4,0,2400,46,41,1,28,3,5,0,4,2721,7,4,57.1,3,42.9
"Benoît Costil","Bordeaux","FRA","GK",NA,33,0,3,0,937,1328,70.6,125,125,100,399,779,51.2,411,420,97.9,0,1,0,895,431,139,0,4,0,0,0,2,1424,3,3,100,0,0
"Bersant Celina","Dijon","KVX","MF","FW",23,68,113,120,825,1092,75.5,454,522,87,82,178,46.1,263,326,80.7,48,35,7,952,135,56,5,7,124,9,62,5,1280,50,29,58,21,42
"Bilal Benkhedim","Saint-Étienne","FRA","FW",NA,19,0,1,9,32,48,66.7,19,23,82.6,3,8,37.5,9,15,60,1,0,0,38,10,4,0,0,11,0,6,0,58,3,2,66.7,1,33.3
"Birger Meling","Nîmes","NOR","DF",NA,25,53,107,98,1036,1303,79.5,544,611,89,78,140,55.7,385,463,83.2,19,17,5,1008,290,30,0,5,39,259,1,5,1591,24,16,66.7,8,33.3
"Boubacar Kamara","Marseille","FRA","MF",NA,20,41,201,44,1762,2040,86.4,930,1011,92,152,233,65.2,634,696,91.1,26,17,0,1955,81,77,0,23,3,4,0,4,2377,54,34,63,20,37
"Boubakar Kouyaté","Metz","MLI","DF",NA,23,1,23,3,705,873,80.8,235,271,86.7,61,119,51.3,398,456,87.3,3,1,0,853,19,19,0,4,0,0,0,1,1215,3,2,66.7,1,33.3
"Boubakary Soumaré","Lille","FRA","MF",NA,21,29,181,38,1350,1556,86.8,616,703,87.6,127,176,72.2,564,616,91.6,13,8,0,1535,20,18,0,22,1,2,0,1,1726,34,29,85.3,5,14.7
"Boulaye Dia","Reims","SEN","FW","MF",23,68,56,163,488,621,78.6,265,325,81.5,33,41,80.5,153,176,86.9,29,17,1,577,42,0,1,6,14,1,0,2,971,83,46,55.4,37,44.6
"Bouna Sarr","Marseille","SEN","DF",NA,28,2,5,7,54,62,87.1,32,34,94.1,1,1,100,19,23,82.6,0,0,0,49,13,1,0,0,2,12,0,0,73,3,1,33.3,2,66.7
"Brandon Soppy","Rennes","FRA","DF",NA,18,16,24,30,321,407,78.9,177,198,89.4,17,37,45.9,126,160,78.8,2,6,4,337,70,7,1,1,16,63,0,0,483,18,9,50,9,50
"Brendan Chardonnet","Brest","FRA","DF",NA,25,29,106,7,1383,1688,81.9,391,435,89.9,237,400,59.3,747,818,91.3,6,16,1,1630,48,45,1,23,4,3,0,10,2052,5,5,100,0,0
"Bridge Ndilu","Nantes","FRA","FW","MF",20,2,1,6,11,22,50,8,11,72.7,0,1,0,3,7,42.9,2,1,0,22,0,0,0,0,2,0,0,0,34,4,0,0,4,100
"Bruno Ecuele Manga","Dijon","GAB","DF",NA,32,10,76,2,1666,1972,84.5,445,493,90.3,229,363,63.1,981,1074,91.3,1,1,0,1894,75,69,0,10,2,6,0,3,2351,13,11,84.6,2,15.4
"Bruno Guimarães","Lyon","BRA","MF",NA,22,40,196,56,1303,1460,89.2,567,611,92.8,125,160,78.1,578,627,92.2,18,33,2,1410,44,33,6,12,18,8,3,6,1668,32,25,78.1,7,21.9
"Burak Yılmaz","Lille","TUR","FW",NA,35,37,27,147,389,516,75.4,251,300,83.7,11,17,64.7,97,124,78.2,28,6,0,476,37,3,1,1,12,1,0,3,752,29,15,51.7,14,48.3
"Caio Henrique Oliveira Silva","Monaco","BRA","DF",NA,23,85,96,185,1177,1489,79,583,654,89.1,61,128,47.7,508,640,79.4,26,40,11,1195,292,27,1,5,80,264,0,2,1676,27,17,63,10,37
"Casimir Ninga","Angers","CHA","FW",NA,27,0,4,3,7,10,70,3,4,75,1,1,100,3,3,100,0,2,0,10,0,0,0,1,1,0,0,0,14,1,1,100,0,0
"Cesc Fàbregas","Monaco","ESP","MF","FW",33,10,115,48,634,809,78.4,280,324,86.4,87,144,60.4,236,282,83.7,25,19,4,711,96,33,2,7,69,5,56,2,897,11,6,54.5,5,45.5
"Charles Abi","Saint-Étienne","FRA","FW","MF",20,13,21,48,128,202,63.4,81,111,73,9,17,52.9,27,44,61.4,6,6,0,192,10,0,0,1,3,0,0,0,320,24,12,50,12,50
"Charles Traore","Nantes","MLI","DF",NA,28,38,55,58,660,959,68.8,332,390,85.1,62,161,38.5,260,372,69.9,5,8,3,749,209,19,0,1,34,190,0,1,1181,15,5,33.3,10,66.7
"Cheick Doucouré","Lens","MLI","MF",NA,20,45,179,44,1252,1453,86.2,552,621,88.9,138,176,78.4,523,569,91.9,26,17,0,1432,17,16,1,19,3,0,0,4,1745,47,38,80.9,9,19.1
"Cheick Traoré","Lens","MLI","DF",NA,25,1,2,1,16,26,61.5,8,10,80,1,4,25,6,11,54.5,0,0,0,15,11,0,0,0,1,11,0,0,35,1,1,100,0,0
"Chrislain Matsima","Monaco","FRA","DF","FW",18,10,34,1,235,267,88,76,82,92.7,19,30,63.3,139,148,93.9,2,2,0,255,11,6,0,2,1,5,0,1,299,3,2,66.7,1,33.3
"Christophe Hérelle","Brest","MTQ","DF",NA,27,9,59,3,789,904,87.3,186,207,89.9,140,187,74.9,459,498,92.2,3,1,0,870,34,25,0,1,2,9,0,0,1029,5,4,80,1,20
"Christopher Rocchia","Marseille","FRA","DF","FW",22,2,0,1,13,14,92.9,8,8,100,1,1,100,4,4,100,0,0,0,9,5,1,0,0,0,4,0,0,21,1,0,0,1,100
"Clément Grenier","Rennes","FRA","MF","FW",29,17,90,63,717,905,79.2,387,440,88,82,138,59.4,226,272,83.1,25,8,1,831,73,35,2,12,56,2,33,1,1010,18,9,50,9,50
"Clément Michelin","Lens","FRA","DF",NA,23,18,27,64,480,681,70.5,188,227,82.8,55,131,42,226,277,81.6,17,13,11,534,143,21,0,9,84,102,20,4,803,7,4,57.1,3,42.9
"Colin Dagba","Paris S-G","FRA","DF",NA,21,38,44,110,832,944,88.1,524,565,92.7,14,28,50,247,276,89.5,12,12,5,833,111,11,0,0,39,100,0,0,1071,11,7,63.6,4,36.4
"Corentin Jean","Lens","FRA","FW","MF",25,9,9,55,124,168,73.8,74,82,90.2,9,16,56.3,34,50,68,8,7,4,158,10,1,0,2,17,2,5,0,248,17,8,47.1,9,52.9
"Cristian Battocchio","Brest","ITA","MF",NA,28,5,20,6,171,209,81.8,94,102,92.2,14,31,45.2,62,73,84.9,5,0,0,190,18,5,0,4,17,0,13,1,233,4,3,75,1,25
"Dalbert Henrique","Rennes","BRA","DF",NA,26,11,15,19,237,279,84.9,117,132,88.6,24,35,68.6,96,107,89.7,4,3,1,237,42,5,0,1,12,37,0,0,321,2,1,50,1,50
"Damien Da Silva","Rennes","FRA","DF",NA,32,28,145,4,1784,2037,87.6,534,573,93.2,235,355,66.2,1006,1078,93.3,5,5,1,1991,45,44,0,24,9,1,0,1,2267,11,10,90.9,1,9.1
"Damien Le Tallec","Montpellier","FRA","MF","DF",30,8,46,8,345,438,78.8,129,158,81.6,65,85,76.5,148,179,82.7,2,2,0,424,13,13,1,6,2,0,0,1,553,3,1,33.3,2,66.7
"Dan Ndoye","Nice","SUI","FW","MF",19,22,7,65,130,184,70.7,84,98,85.7,1,5,20,34,51,66.7,5,1,0,173,10,1,0,1,19,5,0,1,269,17,7,41.2,10,58.8
"Daniel Congré","Montpellier","FRA","DF",NA,35,26,101,4,1314,1521,86.4,426,472,90.3,191,267,71.5,685,753,91,4,2,0,1461,59,52,0,12,2,7,0,1,1886,6,4,66.7,2,33.3
"Daniele Rugani","Rennes","ITA","DF",NA,26,0,2,0,57,65,87.7,14,15,93.3,1,5,20,41,43,95.3,0,0,0,63,2,2,0,0,0,0,0,0,70,1,1,100,0,0
"Danilo Barbosa","Nice","BRA","DF",NA,24,3,11,0,178,203,87.7,48,56,85.7,10,20,50,119,123,96.7,0,0,0,198,4,4,0,0,0,0,0,1,234,1,1,100,0,0
"Danilo Pereira","Paris S-G","POR","MF","DF",28,10,82,4,1090,1186,91.9,513,545,94.1,54,77,70.1,492,518,95,5,3,0,1167,19,18,2,3,1,1,0,0,1331,8,7,87.5,1,12.5
"Dante","Nice","BRA","DF",NA,36,3,27,0,628,696,90.2,221,233,94.8,73,105,69.5,331,349,94.8,2,2,0,683,12,11,0,7,0,1,0,1,757,1,1,100,0,0
"Darío Benedetto","Marseille","ARG","FW",NA,30,15,22,96,240,360,66.7,137,178,77,19,38,50,57,90,63.3,12,7,1,341,19,0,0,7,11,0,0,0,516,17,11,64.7,6,35.3
"David Costa","Lens","POR","MF","FW",19,4,4,6,36,46,78.3,16,18,88.9,5,9,55.6,13,15,86.7,2,2,1,44,2,0,0,1,4,0,2,0,66,6,4,66.7,2,33.3
"Denis Bouanga","Saint-Étienne","GAB","MF","FW",25,85,51,222,506,794,63.7,300,398,75.4,43,112,38.4,136,209,65.1,24,16,5,731,61,10,0,15,64,22,7,2,1337,127,57,44.9,70,55.1
"Dennis Appiah","Nantes","FRA","DF",NA,28,33,77,81,628,868,72.4,368,422,87.2,32,98,32.7,219,305,71.8,14,15,5,676,189,13,0,2,47,176,0,3,1057,20,12,60,8,40
"Dereck Kutesa","Reims","SUI","MF","FW",22,30,11,68,96,149,64.4,58,78,74.4,3,6,50,32,45,71.1,9,4,1,148,1,0,0,0,16,1,0,0,253,31,14,45.2,17,54.8
"Didier Ibrahim Ndong","Dijon","GAB","MF",NA,26,39,155,28,1304,1508,86.5,524,583,89.9,161,220,73.2,594,650,91.4,10,7,2,1471,35,33,2,19,21,2,0,2,1776,31,22,71,9,29
"Dilane Bakwa","Bordeaux","FRA","FW","MF",17,1,6,2,34,40,85,17,18,94.4,3,4,75,13,14,92.9,1,0,0,40,0,0,0,0,0,0,0,0,55,1,0,0,1,100
