"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Charles Traore","Nantes","MLI","DF",NA,28,1992,22,1700,77,49.7,19,83,15,3,41,0.77,18,25,10385,540000
"Cheick Doucouré","Lens","MLI","MF",NA,20,2000,33,2627,80,76.8,30,85,20,3,21,1.42,42,42,4038,210000
"Chrislain Matsima","Monaco","FRA","DF","FW",18,2002,9,352,39,10.3,3,90,3,6,14,2.11,6,4,7308,380000
"Christophe Hérelle","Brest","MTQ","DF",NA,27,1992,16,1377,86,40.3,15,89,14,1,45,1.19,22,27,3846,2e+05
"Clément Grenier","Rennes","FRA","MF","FW",29,1991,23,1078,47,31.5,12,73,2,11,18,1.57,15,7,64615,3360000
"Clément Michelin","Lens","FRA","DF",NA,23,1997,26,1154,44,33.7,13,78,7,13,11,1.54,19,16,3846,2e+05
"Clément Vidal","Montpellier","FRA","DF",NA,20,2000,2,86,43,2.5,1,74,0,1,12,0,1,2,385,20000
"Colin Dagba","Paris S-G","FRA","DF",NA,21,1998,25,1357,54,39.7,15,78,7,10,19,2.16,38,10,11346,590000
"Corentin Jean","Lens","FRA","FW","MF",25,1995,23,580,25,17,6,53,0,17,16,1.48,10,11,6154,320000
"Cristian Battocchio","Brest","ITA","MF",NA,28,1992,15,355,24,10.4,2,77,0,13,16,1.47,4,11,3846,2e+05
"Dalbert Henrique","Rennes","BRA","DF",NA,26,1993,13,373,29,10.9,3,78,2,10,14,1.77,8,4,15577,810000
"Damien Le Tallec","Montpellier","FRA","MF","DF",30,1990,23,1227,53,35.9,13,79,7,10,21,1.22,19,24,26923,1400000
"Dan Ndoye","Nice","SUI","FW","MF",19,2000,28,551,20,16.1,3,54,0,25,16,1.36,9,8,3846,2e+05
"Danilo Barbosa","Nice","BRA","DF",NA,24,1996,4,250,63,7.3,3,81,2,1,8,1,2,4,8654,450000
"Danilo Barbosa","Nice","BRA","DF",NA,24,1996,4,250,63,7.3,3,81,2,1,8,1,2,4,8654,450000
"Danilo Pereira","Paris S-G","POR","MF","DF",28,1991,23,1430,62,41.8,16,81,11,7,19,2.26,38,15,30192,1570000
"Darío Benedetto","Marseille","ARG","FW",NA,30,1990,32,1579,49,46.2,19,72,2,13,16,1.53,25,21,59615,3100000
"Dario Maresic","Reims","AUT","DF",NA,20,1999,8,514,64,15,5,90,5,3,21,0.38,1,9,7692,4e+05
"Denis Bouanga","Saint-Étienne","GAB","MF","FW",25,1994,36,2720,76,79.5,30,83,10,6,38,1.28,38,39,25769,1340000
"Dennis Appiah","Nantes","FRA","DF",NA,28,1992,22,1556,71,45.5,16,87,13,6,28,1.14,27,28,18462,960000
"Dereck Kutesa","Reims","SUI","MF","FW",22,1997,28,687,25,20.1,6,54,0,22,16,0.93,6,12,5385,280000
"Dimitri Liénard","Strasbourg","FRA","MF",NA,32,1988,34,1829,54,53.5,19,80,6,15,21,1.15,26,30,11731,610000
"Dimitri Payet","Marseille","FRA","FW","MF",33,1987,33,2417,73,70.7,28,82,12,5,25,1.42,37,33,115385,6e+06
"Dimitry Bertaud","Montpellier","COD","GK",NA,22,1998,9,745,83,21.8,7,90,7,2,58,1.56,10,11,1923,1e+05
"Djibril Sidibé","Monaco","FRA","DF",NA,28,1992,30,1980,66,57.9,21,85,17,9,22,2.17,45,24,61731,3210000
"Domagoj Bradarić","Lille","CRO","DF",NA,20,1999,26,1263,49,36.9,14,78,9,12,14,2.31,29,11,9808,510000
"Duje Ćaleta-Car","Marseille","CRO","DF",NA,23,1996,33,2813,85,82.3,32,88,28,1,2,1.52,42,41,38846,2020000
"Eduardo Camavinga","Rennes","FRA","MF",NA,17,2002,35,2402,69,70.2,28,79,10,7,29,1.54,36,28,15385,8e+05
"El Bilal Touré","Reims","MLI","FW",NA,18,2001,33,1245,38,36.4,11,69,0,22,22,1.03,15,27,4808,250000
"Eliot Matazo","Monaco","BEL","MF",NA,18,2002,10,314,31,9.2,3,58,0,7,20,2.2,6,5,769,40000
"Elye Wahi","Montpellier","FRA","FW",NA,17,2003,18,555,31,16.2,3,66,0,15,24,1.33,13,8,1923,1e+05
"Enock Kwateng","Bordeaux","FRA","DF",NA,23,1997,18,1038,58,30.4,12,80,7,6,14,1.22,10,14,4038,210000
"Enzo Ebosse","Angers","CMR","DF",NA,21,1999,6,260,43,7.6,3,60,1,3,27,1.67,4,10,769,40000
"Enzo Le Fée","Lorient","FRA","MF",NA,20,2000,36,1816,50,53.1,21,75,6,15,16,1.08,24,36,1923,1e+05
"Fabien Lemoine","Lorient","FRA","MF",NA,33,1987,30,1934,64,56.5,24,76,3,6,19,1.23,32,43,11154,580000
"Fábio","Nantes","BRA","DF",NA,30,1990,22,1507,69,44.1,19,76,11,3,20,1,16,25,15000,780000
"Facundo Medina","Lens","ARG","DF",NA,21,1999,24,2007,84,58.7,23,87,20,1,7,1.63,35,27,2308,120000
"Faitout Maouassa","Rennes","FRA","DF",NA,22,1998,23,1170,51,34.2,13,73,4,10,23,1.57,16,13,6923,360000
"Farid Boulaya","Metz","ALG","MF","FW",27,1993,33,2815,85,82.3,32,87,23,1,32,1.27,37,34,13462,7e+05
"Farid El Melali","Angers","ALG","FW","MF",23,1997,17,414,24,12.1,4,56,0,13,15,1.47,6,8,5577,290000
"Flavien Tait","Rennes","FRA","MF","FW",27,1993,23,1368,59,40,16,79,7,7,15,1.48,27,21,27692,1440000
"Flavius Daniliuc","Nice","AUT","DF",NA,19,2001,23,1477,64,43.2,15,84,10,8,27,1.48,19,20,769,40000
"Florent Mollet","Montpellier","FRA","MF",NA,28,1991,34,2355,69,68.9,30,76,11,4,22,1.32,41,44,29423,1530000
"Florentino Luís","Monaco","POR","MF",NA,20,1999,9,241,27,7,2,52,0,7,20,1.89,4,6,25385,1320000
"Florian Miguel","Nîmes","FRA","DF",NA,23,1996,21,1538,73,45,18,84,14,3,8,0.86,13,28,4231,220000
"Florian Sotoca","Lens","FRA","FW",NA,29,1990,33,2413,73,70.6,28,82,15,5,22,1.42,38,38,4615,240000
"Florian Thauvin","Marseille","FRA","FW","MF",27,1993,36,2732,76,79.9,33,81,13,3,25,1.61,43,34,97308,5060000
"Fodé Ballo-Touré","Monaco","SEN","DF",NA,23,1997,24,662,28,19.4,6,78,4,18,11,2.13,17,16,21731,1130000
"Fodé Doucouré","Reims","MLI","DF",NA,19,2001,7,333,48,9.7,3,90,3,4,16,1.29,7,9,577,30000
"Fouad Chafik","Dijon","MAR","DF",NA,33,1986,23,1622,71,47.4,18,85,13,5,18,0.43,12,41,10192,530000
"Franck Honorat","Brest","FRA","MF","FW",23,1996,36,2458,68,71.9,28,81,9,8,24,1.06,35,45,7115,370000
"Frédéric Sammaritano","Dijon","FRA","FW","MF",34,1986,30,1130,38,33,10,69,0,20,22,0.43,9,26,2885,150000
"Gaël Kakuta","Lens","COD","MF","FW",29,1991,35,2394,68,70,30,77,5,5,18,1.43,38,36,20000,1040000
"Gaëtan Charbonnier","Brest","FRA","MF","FW",31,1988,36,1570,44,45.9,17,76,4,19,14,1.08,25,30,9231,480000
"Gaëtan Paquiez","Nîmes","FRA","DF",NA,26,1994,16,1046,65,30.6,11,86,7,5,20,0.69,9,23,2500,130000
"Gelson Martins","Monaco","POR","MF","FW",25,1995,23,1551,67,45.4,20,75,2,3,17,1.87,29,24,101346,5270000
"Gerzino Nyamsi","Rennes","FRA","DF",NA,23,1997,14,871,62,25.5,10,83,8,4,9,1.14,13,9,3846,2e+05
"Ghislain Konan","Reims","CIV","DF",NA,24,1995,31,2613,84,76.4,29,89,27,2,16,1.06,27,35,4423,230000
"Guillermo Maripán","Monaco","CHI","DF",NA,26,1994,28,2089,75,61.1,22,89,21,6,23,2.07,48,20,26923,1400000
"Habib Diallo","Strasbourg","SEN","FW",NA,25,1995,32,2322,73,67.9,27,81,11,5,29,1.22,39,34,11731,610000
"Habib Diallo","Metz","SEN","FW","MF",25,1995,4,143,36,4.2,1,72,0,3,24,0.25,0,2,11731,610000
"Hamari Traoré","Rennes","MLI","DF",NA,28,1992,35,3000,86,87.7,34,87,30,1,32,1.54,48,35,6923,360000
"Haris Belkebla","Brest","ALG","MF",NA,26,1994,35,2727,78,79.7,33,82,20,2,16,1.09,33,51,9808,510000
"Haris Duljević","Nîmes","BIH","MF","FW",26,1993,20,773,39,22.6,8,65,0,12,21,0.5,3,13,3077,160000
"Hassane Kamara","Nice","CIV","DF","FW",26,1994,36,2960,82,86.5,34,85,27,2,40,1.44,44,41,8077,420000
"Hatem Ben Arfa","Bordeaux","FRA","MF","FW",33,1987,24,1703,71,49.8,19,82,9,5,29,0.83,18,35,23077,1200000
"Henry Onyekuru","Monaco","NGA","FW",NA,23,1997,4,140,35,4.1,2,52,0,2,19,1.75,3,3,19808,1030000
"Hianga Mananga Mbock","Brest","FRA","MF","FW",20,1999,12,458,38,13.4,4,83,2,8,16,1.42,8,10,1154,60000
"Hicham Boudaoui","Nice","ALG","MF",NA,20,1999,25,1736,69,50.8,22,76,6,3,20,1.12,22,33,5577,290000
"Hiroki Sakai","Marseille","JPN","DF",NA,30,1990,29,2385,82,69.7,26,87,21,3,44,1.59,40,37,21154,1100000
"Houboulang Mendes","Lorient","GNB","DF",NA,22,1998,17,1297,76,37.9,15,84,8,2,20,1.18,18,25,5000,260000
"Houssem Aouar","Lyon","ALG","MF","FW",22,1998,30,1781,59,52.1,23,71,6,7,21,1.97,48,27,69231,3600000
"Hugo Magnetti","Brest","FRA","MF",NA,22,1998,13,603,46,17.6,7,80,4,6,7,1.23,7,10,962,50000
"Hwang Ui-jo","Bordeaux","KOR","FW","MF",27,1992,36,2503,70,73.2,32,75,6,4,26,1.17,30,40,27692,1440000
"Ibrahim Amadou","Angers","FRA","MF",NA,27,1993,24,1504,63,44,20,72,7,4,15,1.25,13,19,23462,1220000
"Ibrahima Niane","Metz","SEN","FW",NA,21,1999,10,663,66,19.4,9,71,2,1,23,1,8,7,3077,160000
"Ibrahima Sissoko","Strasbourg","MLI","MF",NA,22,1997,36,2581,72,75.5,29,84,18,7,19,1.06,40,38,6346,330000
"Idrissa Gana Gueye","Paris S-G","SEN","MF",NA,30,1989,28,1581,56,46.2,20,72,8,8,18,2.14,34,12,115385,6e+06
"Ignatius Ganago","Lens","CMR","FW",NA,21,1999,24,1304,54,38.1,16,70,4,8,23,1.33,15,20,15000,780000
"Imran Louza","Nantes","MAR","MF",NA,21,1999,33,2379,72,69.6,28,81,13,5,20,1.12,33,39,11538,6e+05
"Irvin Cardona","Brest","FRA","FW",NA,22,1997,36,2029,56,59.3,22,77,5,14,24,1.03,37,45,8654,450000
"Isaac Lihadji","Lille","FRA","MF","FW",18,2002,15,196,13,5.7,1,67,0,14,9,1.93,7,2,2885,150000
"Islam Slimani","Lyon","ALG","FW",NA,32,1988,18,579,32,16.9,4,77,2,14,19,1.83,17,5,87692,4560000
"Issiaga Sylla","Lens","GUI","DF","MF",26,1994,20,1116,56,32.6,13,77,6,7,16,1.5,19,13,5769,3e+05
"James Lea Siliki","Rennes","CMR","MF",NA,24,1996,7,255,36,7.5,3,63,0,4,16,1.86,2,4,10385,540000
"Jean Lucas","Lyon","BRA","MF",NA,22,1998,8,172,22,5,1,74,0,7,14,2.13,2,3,27692,1440000
"Jean Lucas","Brest","BRA","MF","FW",22,1998,16,1011,63,29.6,11,83,7,5,20,0.69,13,18,27692,1440000
"Jean Seri","Bordeaux","CIV","MF",NA,29,1991,12,707,59,20.7,9,73,3,3,16,0.58,10,20,72308,3760000
"Jean-Charles Castelletto","Nantes","CMR","DF",NA,25,1995,24,1947,81,56.9,22,85,20,2,39,1.13,27,35,10385,540000
"Jean-Eudes Aholou","Strasbourg","CIV","MF",NA,26,1994,27,2146,79,62.7,26,82,14,1,17,1.19,34,38,17885,930000
"Jean-Kevin Duverne","Brest","HAI","DF",NA,23,1997,27,2029,75,59.3,22,89,21,5,15,1.11,32,43,4231,220000
"Jean-Ricner Bellegarde","Strasbourg","FRA","MF","FW",22,1998,36,2086,58,61,25,74,4,11,21,1.06,27,35,6538,340000
"Jeff Reine-Adélaïde","Nice","FRA","MF","FW",22,1998,14,1058,76,30.9,12,84,9,2,28,0.93,10,15,21731,1130000
"Jeremy Doku","Rennes","BEL","MF","FW",18,2002,30,2313,77,67.6,26,85,18,4,26,1.33,31,27,16154,840000
"Jérémy Le Douaron","Brest","FRA","FW","MF",22,1998,28,816,29,23.9,7,65,0,21,17,1.11,13,17,1538,80000
"Jérémy Pied","Lille","FRA","DF",NA,31,1989,6,318,53,9.3,4,75,0,2,10,2.17,5,4,16923,880000
"Jérôme Hergault","Lorient","FRA","DF","MF",34,1986,22,1625,74,47.5,19,84,14,3,10,1.27,24,28,3654,190000
"Jimmy Cabot","Angers","FRA","FW","MF",26,1994,22,942,43,27.5,8,66,0,14,30,1.09,13,19,5192,270000
"Jonas Martin","Rennes","FRA","MF",NA,30,1990,12,482,40,14.1,6,66,2,6,14,1.42,8,8,27692,1440000
"Jonathan Bamba","Lille","CIV","MF",NA,24,1996,38,2985,79,87.3,34,85,21,4,28,2.18,52,19,27692,1440000
"Jonathan Clauss","Lens","FRA","DF",NA,27,1992,33,2521,76,73.7,30,82,11,3,21,1.42,42,41,6538,340000
"Jonathan David","Lille","CAN","FW",NA,20,2000,37,2354,64,68.8,29,76,7,8,18,2.16,48,12,32308,1680000
"Jonathan Delaplace","Lorient","FRA","DF",NA,34,1986,18,906,50,26.5,9,83,6,9,18,1.17,12,17,9615,5e+05
"Jonathan Ikone","Lille","FRA","MF","FW",22,1998,37,2177,59,63.7,26,75,6,11,21,2.24,36,20,27692,1440000
"Jonathan Panzo","Dijon","ENG","DF",NA,19,2000,22,1801,82,52.7,21,84,16,1,36,0.5,11,37,2115,110000
"Jordan Amavi","Marseille","FRA","DF",NA,26,1994,13,813,63,23.8,10,80,7,3,3,2.31,16,6,19615,1020000
"Jordan Ferri","Montpellier","FRA","MF",NA,28,1992,34,2577,76,75.4,31,80,14,3,30,1.47,47,44,27692,1440000
"Jordan Lotomba","Nice","SUI","DF","MF",21,1998,30,2123,71,62.1,24,83,13,6,23,1.43,29,29,14615,760000
"Jordan Marié","Dijon","FRA","MF",NA,28,1991,24,1432,60,41.9,16,79,9,8,22,0.58,7,34,8846,460000
"Joris Chotard","Montpellier","FRA","MF",NA,18,2001,29,1165,40,34.1,11,76,3,18,18,1.41,15,28,1154,60000
"Juan Bernat","Paris S-G","ESP","DF",NA,27,1993,3,194,65,5.7,2,83,0,1,28,1,0,2,49038,2550000
"Julian Draxler","Paris S-G","GER","MF","FW",26,1993,24,1064,44,31.1,12,74,3,12,15,2.25,29,6,138462,7200000
"Julien Faussurier","Brest","FRA","DF",NA,33,1987,17,955,56,27.9,9,88,7,8,20,1,18,19,4231,220000
"Junior Dina Ebimbe","Dijon","FRA","FW","MF",19,2000,30,2144,71,62.7,25,80,11,5,31,0.47,14,47,962,50000
"Junior Sambia","Montpellier","FRA","DF","MF",23,1996,36,2448,68,71.6,26,86,20,10,22,1.5,44,48,12500,650000
"Kaj Sierhuis","Reims","NED","FW","MF",22,1998,24,652,27,19.1,6,69,1,18,13,1,11,9,7308,380000
"Kalifa Coulibaly","Nantes","MLI","FW",NA,28,1991,17,981,58,28.7,11,80,5,6,17,1.12,15,9,28846,1500000
"Karim Aribi","Nîmes","ALG","FW",NA,26,1994,13,294,23,8.6,2,55,0,11,17,0.92,3,9,3077,160000
"Karl Toko Ekambi","Lyon","CMR","FW",NA,27,1992,35,2811,80,82.2,34,81,14,1,45,1.97,69,37,29423,1530000
"Kasper Dolberg","Nice","DEN","FW",NA,22,1997,25,1928,77,56.4,21,86,14,4,28,1.52,27,27,57692,3e+06
"Kays Ruiz","Paris S-G","FRA","FW","MF",17,2002,7,186,27,5.4,1,67,0,6,20,2.14,7,2,385,20000
"Keagan Dolly","Montpellier","RSA","MF",NA,27,1993,18,452,25,13.2,3,65,0,15,17,1.33,5,8,12308,640000
"Kelyan Guessoum","Nîmes","FRA","DF",NA,21,1999,15,1128,75,33,11,88,10,4,39,1,14,19,1154,60000
"Kévin Denkey","Nîmes","TOG","FW",NA,19,2000,10,524,52,15.3,6,68,2,4,30,1,10,8,1346,70000
"Kévin Monnet-Paquet","Saint-Étienne","FRA","MF","FW",31,1988,16,564,35,16.5,7,59,0,9,17,1.69,7,11,28077,1460000
"Kévin N'Doram","Metz","FRA","MF",NA,24,1996,6,307,51,9,4,65,1,2,25,0.67,3,7,16154,840000
"Kévin N'Doram","Metz","FRA","MF",NA,24,1996,6,307,51,9,4,65,1,2,25,0.67,3,7,7500,390000
"Kevin Strootman","Marseille","NED","MF","FW",30,1990,11,233,21,6.8,1,71,0,10,16,2,5,2,115385,6e+06
"Kevin Volland","Monaco","GER","FW","MF",28,1992,35,2769,79,81,34,81,13,1,13,2.03,64,32,87692,4560000
"Kévin Zohi","Strasbourg","MLI","FW","MF",23,1996,23,436,19,12.7,2,69,0,21,14,0.78,5,8,3846,2e+05
"Khéphren Thuram","Nice","FRA","MF",NA,19,2001,29,1494,52,43.7,17,75,6,12,19,1.55,25,21,577,30000
"Krépin Diatta","Monaco","SEN","MF","DF",21,1999,12,389,32,11.4,3,60,0,9,23,2.42,14,4,57692,3e+06
"Kylian Mbappé","Paris S-G","FRA","FW",NA,21,1998,31,2380,77,69.6,27,86,16,4,18,2.23,68,20,617115,32090000
"Lamine Fomba","Nîmes","FRA","MF",NA,22,1998,32,2175,68,63.6,24,83,16,8,24,1.09,27,37,5192,270000
"Lamine Gueye","Metz","SEN","FW","MF",22,1998,26,1454,56,42.5,19,68,2,7,23,1.35,14,22,3846,2e+05
"Lamine Koné","Strasbourg","CIV","DF",NA,31,1989,15,1042,69,30.5,12,84,9,3,10,1,15,24,16154,840000
"Lassana Coulibaly","Angers","MLI","MF",NA,24,1996,29,1687,58,49.3,18,82,11,11,20,1.14,20,30,3462,180000
"Laurent Abergel","Lorient","FRA","MF",NA,27,1993,38,2963,78,86.6,32,85,22,6,40,1.11,42,53,4615,240000
"Laurent Koscielny","Bordeaux","FRA","DF",NA,34,1985,26,2218,85,64.9,25,87,24,1,35,1.04,25,35,55385,2880000
"Layvin Kurzawa","Paris S-G","FRA","DF",NA,27,1992,19,1278,67,37.4,15,82,8,4,13,2,28,11,61346,3190000
"Leandro Paredes","Paris S-G","ARG","MF",NA,26,1994,21,1302,62,38.1,16,74,5,5,22,1.9,35,14,173077,9e+06
"Leo Dubois","Lyon","FRA","DF",NA,25,1994,37,2903,78,84.9,35,81,17,2,31,2.03,70,33,38077,1980000
"Leonardo Balerdi","Marseille","ARG","DF",NA,21,1999,21,1634,78,47.8,19,86,17,2,3,1.62,24,24,19038,990000
"Lionel Carole","Strasbourg","FRA","DF",NA,29,1991,27,1342,50,39.2,14,82,11,13,15,1,16,27,769,40000
"Loïc Bade","Lens","FRA","DF",NA,20,2000,31,2610,84,76.3,29,89,27,2,10,1.42,39,44,1731,90000
"Lois Diony","Angers","FRA","FW",NA,27,1992,36,1749,49,51.1,20,71,1,16,21,1.14,22,29,17885,930000
"Loris Benito","Bordeaux","SUI","DF",NA,28,1992,31,2651,86,77.5,30,87,27,1,45,1.23,31,42,25385,1320000
"Lucas Deaux","Nîmes","FRA","MF","DF",31,1988,25,1754,70,51.3,19,85,14,6,23,0.88,20,42,11538,6e+05
"Lucas Gourna-Douath","Saint-Étienne","FRA","MF",NA,16,2003,30,1327,44,38.8,13,76,6,17,20,1.2,19,27,769,40000
"Lucas Paquetá","Lyon","BRA","MF",NA,22,1997,30,2275,76,66.5,27,81,12,3,33,2.1,61,31,62500,3250000
"Lucas Perrin","Marseille","FRA","DF",NA,21,1998,7,308,44,9,3,70,1,4,25,1.29,5,5,577,30000
"Ludovic Ajorque","Strasbourg","FRA","FW",NA,26,1994,35,2967,85,86.8,34,87,28,1,25,1.2,46,49,9423,490000
"Ludovic Baal","Brest","GUF","DF","MF",34,1986,7,296,42,8.7,3,81,1,4,13,0.57,5,9,4038,210000
"Ludovic Blas","Nantes","FRA","MF","FW",22,1997,36,2787,77,81.5,32,85,14,4,15,1.08,42,45,18462,960000
"Luis Henrique","Marseille","BRA","FW","DF",18,2001,19,675,36,19.7,6,69,1,13,20,1.84,18,10,17115,890000
