"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Antonin Bobichon","Angers","FRA","MF","FW",24,0,0,0,0,14
"Sacha Boey","Dijon","FRA","DF",NA,19,1,0,0,0,36
"Sacha Boey","Rennes","FRA","DF",NA,19,0,1,0,1,2
"Quentin Boisgard","Lorient","FRA","MF","FW",23,5,0,0,0,25
"Sven Botman","Lille","NED","DF",NA,20,2,0,0,0,14
"Denis Bouanga","Saint-Étienne","GAB","MF","FW",25,7,0,0,0,60
"Hicham Boudaoui","Nice","ALG","MF",NA,20,9,0,0,0,29
"Ryad Boudebouz","Saint-Étienne","ALG","MF","FW",30,2,0,0,0,7
"Sofiane Boufal","Angers","MAR","FW","MF",26,3,0,0,0,22
"Farid Boulaya","Metz","ALG","MF","FW",27,5,0,0,0,20
"Ismaël Boura","Lens","COM","DF",NA,19,1,0,0,0,14
"Benjamin Bourigeaud","Rennes","FRA","MF","FW",26,8,0,0,0,26
"John Boye","Metz","GHA","DF",NA,33,6,2,1,3,32
"Umut Bozok","Lorient","TUR","MF","FW",23,0,0,0,0,0
"Domagoj Bradarić","Lille","CRO","DF",NA,20,4,0,0,0,17
"Lilian Brassier","Brest","FRA","DF",NA,20,3,0,0,0,19
"Anthony Briançon","Nîmes","FRA","DF",NA,25,4,0,0,0,9
"Jimmy Briand","Bordeaux","FRA","FW",NA,34,2,0,0,0,14
"Dylan Bronn","Metz","TUN","DF",NA,25,4,0,0,0,37
"Patrick Burner","Nîmes","MTQ","DF",NA,24,0,0,0,0,15
"Marcin Bułka","Paris S-G","POL","GK",NA,20,0,0,0,0,0
"Jimmy Cabot","Angers","FRA","FW","MF",26,1,0,0,0,16
"Anthony Caci","Strasbourg","FRA","DF",NA,23,0,0,0,0,32
"Mathieu Cafaro","Reims","FRA","MF","FW",23,3,0,0,0,29
"Yannick Cahuzac","Lens","FRA","MF",NA,35,9,0,0,0,30
"Marc-Aurèle Caillard","Metz","FRA","GK",NA,26,1,0,0,0,1
"Duje Ćaleta-Car","Marseille","CRO","DF",NA,23,8,1,0,1,30
"Mahdi Camara","Saint-Étienne","FRA","MF","DF",22,4,0,0,0,48
"Eduardo Camavinga","Rennes","FRA","MF",NA,17,6,0,0,0,55
"Pierrick Capelle","Angers","FRA","MF","DF",33,2,0,0,0,30
"Maxence Caqueret","Lyon","FRA","MF",NA,20,4,1,1,2,31
"Irvin Cardona","Brest","FRA","FW",NA,22,2,0,0,0,16
"Lionel Carole","Strasbourg","FRA","DF",NA,29,2,0,0,0,17
"Moreto Cassamã","Reims","GNB","MF",NA,22,8,3,0,3,30
"Jean-Charles Castelletto","Nantes","CMR","DF",NA,25,4,0,0,0,33
"Zeki Çelik","Lille","TUR","DF",NA,23,8,0,0,0,56
"Bersant Celina","Dijon","KVX","MF","FW",23,5,1,0,1,15
"Fabien Centonze","Metz","FRA","DF",NA,24,9,0,0,0,43
"Fouad Chafik","Dijon","MAR","DF",NA,33,5,0,0,0,15
"Mehdi Chahiri","Strasbourg","MAR","FW","MF",24,0,0,0,0,4
"Aníbal Chalá","Dijon","ECU","DF",NA,24,0,0,0,0,15
"Trevoh Chalobah","Lorient","ENG","DF","MF",21,5,0,0,0,20
"Gaëtan Charbonnier","Brest","FRA","MF","FW",31,4,0,0,0,25
"Brendan Chardonnet","Brest","FRA","DF",NA,25,3,1,0,1,29
"Xavier Chavalerin","Reims","FRA","MF",NA,29,8,0,0,0,38
"Pape Cheikh Diop","Dijon","SEN","MF",NA,22,5,0,0,0,42
"Rayan Cherki","Lyon","FRA","FW","MF",16,1,1,0,1,16
"Pedro Chirivella","Nantes","ESP","MF",NA,23,4,0,0,0,23
"Joris Chotard","Montpellier","FRA","MF",NA,18,3,0,0,0,14
"Mounir Chouiar","Dijon","FRA","FW","MF",21,5,0,0,0,25
"Alexis Claude-Maurice","Nice","FRA","MF","FW",22,2,0,0,0,24
"Jonathan Clauss","Lens","FRA","DF",NA,27,2,0,0,0,22
"Marcus Coco","Nantes","FRA","MF","FW",24,5,0,0,0,48
"Daniel Congré","Montpellier","FRA","DF",NA,35,4,0,0,0,29
"Sébastien Corchia","Nantes","FRA","DF",NA,29,3,0,0,0,21
"Maxwel Cornet","Lyon","CIV","DF","FW",23,5,0,0,0,30
"Benoît Costil","Bordeaux","FRA","GK",NA,33,0,0,0,0,0
"Kalifa Coulibaly","Nantes","MLI","FW",NA,28,2,0,0,0,12
"Lassana Coulibaly","Angers","MLI","MF",NA,24,4,1,0,1,26
"Senou Coulibaly","Dijon","MLI","DF",NA,25,6,1,1,2,18
"Nicolas Cozza","Montpellier","FRA","DF",NA,21,2,0,0,0,16
"Andrés Cubas","Nîmes","PAR","MF",NA,24,6,1,1,2,36
"Mickaël Cuisance","Marseille","FRA","MF",NA,20,3,0,0,0,33
"Damien Da Silva","Rennes","FRA","DF",NA,32,7,1,0,1,30
"Colin Dagba","Paris S-G","FRA","DF",NA,21,3,0,0,0,20
"Flavius Daniliuc","Nice","AUT","DF",NA,19,0,0,0,0,12
"Dante","Nice","BRA","DF",NA,36,2,0,0,0,6
"Jonathan David","Lille","CAN","FW",NA,20,0,0,0,0,33
"Mattia De Sciglio","Lyon","ITA","DF",NA,27,4,1,0,1,22
"Thibault De Smet","Reims","BEL","DF",NA,22,3,0,0,0,11
"Lucas Deaux","Nîmes","FRA","MF","DF",31,4,1,0,1,36
"Mathieu Debuchy","Saint-Étienne","FRA","DF",NA,35,5,0,0,0,40
"Romain Del Castillo","Rennes","FRA","MF","FW",24,2,0,0,0,12
"Thomas Delaine","Metz","FRA","DF","FW",28,4,0,0,0,21
"Jonathan Delaplace","Lorient","FRA","DF",NA,34,1,1,0,1,16
"Sacha Delaye","Montpellier","FRA","MF",NA,18,0,0,0,0,0
"Andy Delort","Montpellier","ALG","FW",NA,28,4,0,0,0,54
"Moussa Dembélé","Lyon","FRA","FW",NA,24,3,0,0,0,17
"Jason Denayer","Lyon","BEL","DF",NA,25,1,0,0,0,21
"Kévin Denkey","Nîmes","TOG","FW",NA,19,3,0,0,0,20
"Ángel Di María","Paris S-G","ARG","FW","MF",32,1,0,0,0,11
"Boulaye Dia","Reims","SEN","FW","MF",23,2,0,0,0,31
"Abdou Diallo","Paris S-G","SEN","DF",NA,24,3,2,1,3,17
"Habib Diallo","Strasbourg","SEN","FW",NA,25,2,0,0,0,24
"Habib Diallo","Metz","SEN","FW","MF",25,0,0,0,0,2
"Ibrahima Diallo","Brest","FRA","MF",NA,21,1,0,0,0,8
"Stéphane Diarra","Lorient","FRA","MF","FW",21,1,0,0,0,4
"Krépin Diatta","Monaco","SEN","MF","DF",21,3,0,0,0,3
"Bamba Dieng","Marseille","SEN","FW","DF",20,0,0,0,0,2
"Junior Dina Ebimbe","Dijon","FRA","FW","MF",19,5,0,0,0,44
"Sinaly Diomande","Lyon","CIV","DF",NA,19,3,0,0,0,16
"Lois Diony","Angers","FRA","FW",NA,27,2,0,0,0,22
"Sofiane Diop","Monaco","FRA","MF","FW",20,4,0,0,0,33
"Axel Disasi","Monaco","FRA","DF",NA,22,4,2,0,2,28
"Tiago Djaló","Lille","POR","DF",NA,20,4,1,1,2,15
"Alexander Djiku","Strasbourg","GHA","DF","MF",25,8,0,0,0,50
"Mihai Dobre","Dijon","ROU","FW",NA,21,0,0,0,0,5
"Jeremy Doku","Rennes","BEL","MF","FW",18,1,1,0,1,37
"Kasper Dolberg","Nice","DEN","FW",NA,22,2,0,0,0,21
"Keagan Dolly","Montpellier","RSA","MF",NA,27,2,0,0,0,6
"Anastasios Donis","Reims","GRE","MF",NA,23,0,1,0,1,3
"Cheick Doucouré","Lens","MLI","MF",NA,20,8,0,0,0,45
"Fodé Doucouré","Reims","MLI","DF",NA,19,0,0,0,0,4
"Mahamadou Doucouré","Nîmes","MLI","FW","MF",20,0,0,0,0,0
"Moussa Doumbia","Reims","MLI","MF","FW",25,1,0,0,0,8
"Souleyman Doumbia","Angers","CIV","DF",NA,23,8,0,0,0,33
"Mouhamadou Drammeh","Reims","FRA","MF",NA,21,1,0,0,0,1
"Julian Draxler","Paris S-G","GER","MF","FW",26,3,0,0,0,8
"Matthieu Dreyer","Lorient","FRA","GK",NA,31,1,0,0,0,0
"Leo Dubois","Lyon","FRA","DF",NA,25,3,0,0,0,21
"Haris Duljević","Nîmes","BIH","MF","FW",26,1,0,0,0,9
"Jean-Kevin Duverne","Brest","HAI","DF",NA,23,4,0,0,0,21
"Enzo Ebosse","Angers","CMR","DF",NA,21,1,0,0,0,3
"Bruno Ecuele Manga","Dijon","GAB","DF",NA,32,3,0,0,0,17
"Hugo Ekitike","Reims","FRA","FW","MF",18,1,0,0,0,3
"Niclas Eliasson","Nîmes","SWE","MF","FW",24,1,0,0,0,25
"Renaud Emond","Nantes","BEL","FW","MF",28,1,0,0,0,5
"Yoann Etienne","Lorient","FRA","DF",NA,23,1,0,0,0,2
"Fábio","Nantes","BRA","DF",NA,30,5,1,1,2,36
"Cesc Fàbregas","Monaco","ESP","MF","FW",33,2,0,0,0,14
"Bandiougou Fadiga","Brest","FRA","MF","FW",19,0,0,0,0,0
"Wout Faes","Reims","BEL","DF",NA,22,13,2,1,3,23
"Romain Faivre","Brest","FRA","MF","FW",22,0,0,0,0,35
"Noah Fatar","Angers","FRA","FW","MF",18,0,0,0,0,3
"Julien Faussurier","Brest","FRA","DF",NA,33,2,0,0,0,12
"Zinedine Ferhat","Nîmes","ALG","FW","MF",27,2,0,0,0,23
"Jordan Ferri","Montpellier","FRA","MF",NA,28,6,0,0,0,52
"Alessandro Florenzi","Paris S-G","ITA","DF",NA,29,1,0,0,0,10
"Mamadou Fofana","Metz","MLI","MF","DF",22,2,0,0,0,12
"Seko Fofana","Lens","CIV","MF",NA,25,2,0,0,0,21
"Wesley Fofana","Saint-Étienne","FRA","DF",NA,19,1,0,0,0,6
"Youssouf Fofana","Monaco","FRA","MF",NA,21,10,1,1,2,47
"Thomas Foket","Reims","BEL","DF",NA,25,4,0,0,0,33
"Lamine Fomba","Nîmes","FRA","MF",NA,22,8,0,0,0,45
"Thomas Fontaine","Lorient","MAD","DF",NA,29,0,0,0,0,1
"José Fonte","Lille","POR","DF",NA,36,7,0,0,0,30
"Steven Fortes","Lens","CPV","DF",NA,28,7,1,1,2,26
"Angelo Fulgini","Angers","FRA","MF",NA,23,4,0,0,0,29
"Baptiste Gabard","Saint-Étienne","FRA","MF",NA,20,1,0,0,0,2
"Idrissa Gana Gueye","Paris S-G","SEN","MF",NA,30,3,0,0,0,35
"Ignatius Ganago","Lens","CMR","FW",NA,21,0,0,0,0,15
"Yann Gboho","Rennes","FRA","MF","FW",19,0,0,0,0,8
"Valère Germain","Marseille","FRA","FW","MF",30,1,0,0,0,9
"Willem Geubbels","Monaco","FRA","MF","FW",18,3,1,0,1,10
"Andrei Girotto","Nantes","BRA","DF","MF",28,3,1,0,1,32
"Aleksandr Golovin","Monaco","RUS","MF","FW",24,2,0,0,0,19
"Alfred Gomis","Rennes","SEN","GK",NA,26,1,0,0,0,1
"Vagner Gonçalves","Metz","CPV","FW","MF",24,3,0,0,0,25
"Álvaro González","Marseille","ESP","DF",NA,30,14,0,0,0,31
"Amine Gouiri","Nice","ALG","FW","MF",20,5,0,0,0,45
"Lucas Gourna-Douath","Saint-Étienne","FRA","MF",NA,16,8,0,0,0,35
"Jonathan Gradit","Lens","FRA","DF",NA,27,9,1,1,2,51
"Andrew Gravillon","Lorient","GLP","DF",NA,22,3,1,0,1,18
"Adrian Grbić","Lorient","AUT","FW",NA,23,2,0,0,0,23
"Etienne Green","Saint-Étienne","ENG","GK",NA,20,0,0,0,0,2
"Clément Grenier","Rennes","FRA","MF","FW",29,3,0,0,0,28
"Evann Guessand","Nice","CIV","FW",NA,19,0,0,0,0,0
"Kelyan Guessoum","Nîmes","FRA","DF",NA,21,2,0,0,0,6
"Lamine Gueye","Metz","SEN","FW","MF",22,1,0,0,0,12
"Pape Gueye","Marseille","SEN","MF",NA,21,11,1,1,2,47
"Frederic Guilbert","Strasbourg","FRA","DF",NA,25,2,1,0,1,18
"Bruno Guimarães","Lyon","BRA","MF",NA,22,6,0,0,0,33
"Serhou Guirassy","Rennes","GUI","FW",NA,24,3,0,0,0,38
"Massadio Haïdara","Lens","MLI","DF",NA,27,6,0,0,0,33
"Pierre-Yves Hamel","Lorient","FRA","FW",NA,26,5,0,0,0,22
"Romain Hamouma","Saint-Étienne","FRA","FW","MF",33,5,0,0,0,31
"Dalbert Henrique","Rennes","BRA","DF",NA,26,3,0,0,0,9
"Luis Henrique","Marseille","BRA","FW","DF",18,0,0,0,0,2
"Christophe Hérelle","Brest","MTQ","DF",NA,27,4,0,0,0,19
"Jérôme Hergault","Lorient","FRA","DF","MF",34,0,0,0,0,19
"Ander Herrera","Paris S-G","ESP","MF",NA,30,6,0,0,0,32
"Vitorino Hilton","Montpellier","BRA","DF",NA,42,4,2,0,2,18
"Franck Honorat","Brest","FRA","MF","FW",23,3,0,0,0,37
"Fraser Hornby","Reims","SCO","FW","MF",20,1,0,0,0,1
"Adrien Hunou","Rennes","FRA","FW","MF",26,1,0,0,0,7
"Didier Ibrahim Ndong","Dijon","GAB","MF",NA,26,7,0,0,0,40
"Mauro Icardi","Paris S-G","ARG","FW",NA,27,1,0,0,0,9
"Jonathan Ikone","Lille","FRA","MF","FW",22,0,0,0,0,13
"Yun Il-lok","Montpellier","KOR","MF","FW",28,1,0,0,0,4
"Corentin Jean","Lens","FRA","FW","MF",25,3,0,0,0,14
"Stevan Jovetić","Monaco","MNE","FW","MF",30,1,0,0,0,16
"Abdoul Kader Bamba","Nantes","FRA","FW","MF",26,2,0,0,0,8
"Tino Kadewere","Lyon","ZIM","FW",NA,24,4,0,0,0,35
"Gaël Kakuta","Lens","COD","MF","FW",29,3,0,0,0,31
"Arnaud Kalimuendo","Lens","FRA","FW","MF",18,0,0,0,0,17
"Samuel Kalu","Bordeaux","NGA","FW","MF",22,3,0,0,0,16
"Aboubakar Kamara","Dijon","MTN","FW","MF",25,1,1,0,1,14
"Boubacar Kamara","Marseille","FRA","MF",NA,20,6,0,0,0,49
"Hassane Kamara","Nice","CIV","DF","FW",26,3,0,0,0,22
"Wilfried Kanga","Angers","CIV","FW",NA,22,0,0,0,0,2
"Eiji Kawashima","Strasbourg","JPN","GK",NA,37,1,0,0,0,1
"Moise Kean","Paris S-G","ITA","FW",NA,20,4,0,0,0,33
"Thilo Kehrer","Paris S-G","GER","DF",NA,23,3,0,0,0,26
"Saîf-Eddine Khaoui","Marseille","TUN","FW","DF",25,4,0,0,0,16
"Wahbi Khazri","Saint-Étienne","TUN","FW",NA,29,5,1,0,1,25
"Presnel Kimpembe","Paris S-G","FRA","DF",NA,24,6,1,0,1,31
"Randal Kolo Muani","Nantes","FRA","FW",NA,21,3,0,0,0,63
"Timothée Kolodziejczak","Saint-Étienne","FRA","DF",NA,28,4,1,0,1,28
"Ghislain Konan","Reims","CIV","DF",NA,24,5,0,0,0,24
"Moussa Konaté","Dijon","SEN","FW",NA,27,4,0,0,0,22
"Lamine Koné","Strasbourg","CIV","DF",NA,31,3,0,0,0,10
"Moussa Koné","Nîmes","SEN","FW",NA,23,2,0,0,0,20
"Laurent Koscielny","Bordeaux","FRA","DF",NA,34,3,0,0,0,12
"Boubakar Kouyaté","Metz","MLI","DF",NA,23,10,0,0,0,39
"Jean-Philippe Krasso","Saint-Étienne","CIV","FW",NA,23,0,0,0,0,2
"Layvin Kurzawa","Paris S-G","FRA","DF",NA,27,4,1,0,1,33
"Dereck Kutesa","Reims","SUI","MF","FW",22,2,0,0,0,12
"Enock Kwateng","Bordeaux","FRA","DF",NA,23,4,0,0,0,15
"Gaëtan Laborde","Montpellier","FRA","FW","MF",26,3,0,0,0,62
"Tom Lacoux","Bordeaux","FRA","MF",NA,18,4,1,1,2,18
"Alban Lafont","Nantes","FRA","GK",NA,21,2,0,0,0,1
"Kenny Lala","Strasbourg","MAD","DF",NA,28,1,0,0,0,18
"Loïck Landre","Nîmes","FRA","DF",NA,28,2,1,0,1,19
"Julien Laporte","Lorient","FRA","DF",NA,26,8,1,1,2,31
"Gautier Larsonneur","Brest","FRA","GK",NA,23,2,0,0,0,1
"Paul Lasne","Brest","FRA","MF",NA,31,4,1,0,1,27
"Armand Lauriente","Lorient","FRA","MF","FW",21,4,0,0,0,23
"Wesley Lautoa","Dijon","NCL","MF","DF",32,4,0,0,0,42
"Jérémy Le Douaron","Brest","FRA","FW","MF",22,0,0,0,0,18
"Enzo Le Fée","Lorient","FRA","MF",NA,20,6,0,0,0,24
"Vincent Le Goff","Lorient","FRA","DF",NA,30,0,0,0,0,16
"Damien Le Tallec","Montpellier","FRA","MF","DF",30,3,1,0,1,19
"James Lea Siliki","Rennes","CMR","MF",NA,24,0,0,0,0,3
"Jean-Louis Leca","Lens","FRA","GK",NA,34,2,0,0,0,1
"Benjamin Lecomte","Monaco","FRA","GK",NA,29,1,0,0,0,1
"Pierre Lees-Melou","Nice","FRA","MF",NA,27,3,1,0,1,35
"Fabien Lemoine","Lorient","FRA","MF",NA,33,8,0,0,0,58
"Aaron Leya Iseka","Metz","BEL","FW",NA,22,4,0,0,0,26
"Yanis Lhery","Saint-Étienne","FRA","MF",NA,17,0,0,0,0,0
"Dimitri Liénard","Strasbourg","FRA","MF",NA,32,2,0,0,0,19
"Isaac Lihadji","Lille","FRA","MF","FW",18,0,0,0,0,3
"Pol Lirola","Marseille","ESP","DF","FW",22,3,0,0,0,13
"Anthony Lopes","Lyon","POR","GK",NA,29,2,0,0,0,2
"Rony Lopes","Nice","POR","FW","MF",24,1,0,0,0,15
"Maxime Lopez","Marseille","FRA","FW","MF",22,1,0,0,0,4
"Dion Lopy","Reims","SEN","MF",NA,18,0,0,0,0,0
"Jordan Lotomba","Nice","SUI","DF","MF",21,7,1,1,2,26
"Adrien Louveau","Lens","FRA","MF",NA,20,0,0,0,0,0
"Imran Louza","Nantes","MAR","MF",NA,21,4,1,0,1,35
"Jean Lucas","Lyon","BRA","MF",NA,22,1,0,0,0,3
"Jean Lucas","Brest","BRA","MF","FW",22,4,1,1,2,14
"Florentino Luís","Monaco","POR","MF",NA,20,1,0,0,0,4
"Yvann Macon","Saint-Étienne","FRA","DF",NA,21,2,0,0,0,11
"Hugo Magnetti","Brest","FRA","MF",NA,22,4,0,0,0,12
"Habib Maïga","Metz","CIV","MF",NA,24,9,0,0,0,64
"Mike Maignan","Lille","FRA","GK",NA,25,1,0,0,0,1
"Josh Maja","Bordeaux","NGA","FW",NA,21,2,0,0,0,7
"Abdul Majeed Waris","Strasbourg","GHA","FW","MF",28,0,0,0,0,8
"Marco Majouga","Nîmes","CTA","FW","MF",19,0,0,0,0,3
"Hianga Mananga Mbock","Brest","FRA","MF","FW",20,1,0,0,0,9
"Vincent Manceau","Angers","FRA","DF",NA,31,4,0,0,0,17
"Steve Mandanda","Marseille","FRA","GK",NA,35,1,0,0,0,0
"Reinildo Mandava","Lille","MOZ","DF",NA,26,2,1,0,1,38
"Thomas Mangani","Angers","FRA","MF",NA,33,3,0,0,0,17
"Myziane Maolida","Nice","COM","FW","MF",21,2,0,0,0,18
"Faitout Maouassa","Rennes","FRA","DF",NA,22,4,0,0,0,13
"Sekou Mara","Bordeaux","FRA","FW","MF",18,0,0,0,0,7
"Fernando Marçal","Lyon","BRA","DF",NA,31,0,0,0,0,1
"Marcelo","Lyon","BRA","DF",NA,33,7,2,1,3,38
"Dario Maresic","Reims","AUT","DF",NA,20,0,0,0,0,8
"Jordan Marié","Dijon","FRA","MF",NA,28,2,0,0,0,12
"Guillermo Maripán","Monaco","CHI","DF",NA,26,7,0,0,0,19
"Marquinhos","Paris S-G","BRA","DF",NA,26,2,0,0,0,14
"Jonas Martin","Rennes","FRA","MF",NA,30,3,0,0,0,10
"Pablo Martinez","Nîmes","FRA","DF",NA,31,1,0,0,0,5
"Gelson Martins","Monaco","POR","MF","FW",25,3,0,0,0,23
"Sylvain Marveaux","Lorient","FRA","MF","FW",34,0,0,0,0,2
"Pape Matar Sarr","Metz","SEN","MF",NA,17,5,0,0,0,25
"Eliot Matazo","Monaco","BEL","MF",NA,18,0,1,0,1,5
"Chrislain Matsima","Monaco","FRA","DF","FW",18,2,0,0,0,2
"Tony Mauricio","Lens","FRA","MF",NA,26,3,0,0,0,19
"Stephy Mavididi","Montpellier","ENG","FW","MF",22,3,0,0,0,31
"Youssef Maziz","Metz","FRA","MF","FW",22,1,0,0,0,2
"Kylian Mbappé","Paris S-G","FRA","FW",NA,21,5,0,0,0,23
"Nathanael Mbuku","Reims","FRA","MF","FW",18,3,0,0,0,26
"Facundo Medina","Lens","ARG","DF",NA,21,11,0,0,0,33
"Farid El Melali","Angers","ALG","FW","MF",23,1,0,0,0,8
"Birger Meling","Nîmes","NOR","DF",NA,25,4,0,0,0,15
"Memphis","Lyon","NED","FW",NA,26,4,0,0,0,31
"Houboulang Mendes","Lorient","GNB","DF",NA,22,3,0,0,0,23
"Pedro Mendes","Montpellier","POR","DF",NA,29,5,0,0,0,22
"Thiago Mendes","Lyon","BRA","MF",NA,28,5,1,0,1,25
"Batista Mendy","Nantes","FRA","MF",NA,20,0,0,0,0,3
"Mexer","Bordeaux","MOZ","DF",NA,31,3,0,0,0,10
"Clément Michelin","Lens","FRA","DF",NA,23,3,2,1,3,23
"Florian Miguel","Nîmes","FRA","DF",NA,23,4,2,1,3,17
"Arkadiusz Milik","Marseille","POL","FW",NA,26,2,0,0,0,15
"Enzo Millot","Monaco","FRA","MF",NA,18,0,0,0,0,1
"Stefan Mitrović","Strasbourg","SRB","DF",NA,30,3,1,0,1,21
"Anthony Modeste","Saint-Étienne","FRA","FW","MF",32,1,0,0,0,5
"Terem Moffi","Lorient","NGA","FW",NA,21,2,0,0,0,30
"Dion Moise Sahi","Strasbourg","CIV","FW","MF",18,0,0,0,0,0
"Florent Mollet","Montpellier","FRA","MF",NA,28,5,2,0,2,34
"Thomas Monconduit","Lorient","FRA","MF",NA,29,4,0,0,0,24
"Kévin Monnet-Paquet","Saint-Étienne","FRA","MF","FW",31,0,0,0,0,7
"Jérémy Morel","Lorient","MAD","DF",NA,36,1,0,0,0,19
"Aimen Moueffek","Saint-Étienne","FRA","DF","MF",19,3,0,0,0,20
"Harold Moukoudi","Saint-Étienne","CMR","DF",NA,22,6,0,0,0,23
