"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Miguel Ángel Moyá","Real Sociedad","ESP","GK",NA,35,0,0,NA,1,1,0,0,0,0,1,6,2
"Antoñito","Valladolid","ESP","DF","MF",31,26,18,69.2307692307692,20,20,60,9,0,9,15,20,1
"Anuar","Valladolid","MAR","MF","FW",24,4,2,50,6,6,33.3,7,3,4,5,0,0
"Mauro Arambarri","Getafe","URU","MF",NA,23,72,33,45.8333333333333,69,69,44.9,52,5,47,43,40,2
"Néstor Araujo","Celta Vigo","MEX","DF",NA,27,44,27,61.3636363636364,36,36,61.1,26,18,8,52,142,0
"Ronald Araújo","Barcelona","URU","DF",NA,20,3,2,66.6666666666667,1,1,100,6,2,4,0,9,0
"Anaitz Arbilla","Eibar","ESP","DF",NA,32,33,20,60.6060606060606,34,34,47.1,20,4,16,29,82,0
"Santiago Arias","Atlético Madrid","COL","DF",NA,27,36,24,66.6666666666667,18,18,55.6,12,7,5,19,20,1
"José Arnaiz","Osasuna","ESP","FW","MF",24,3,2,66.6666666666667,12,12,0,7,0,7,5,5,0
"José Arnaiz","Leganés","ESP","MF",NA,24,3,0,0,5,5,40,4,0,4,2,1,0
"Sergio Asenjo","Villarreal","ESP","GK",NA,30,0,0,NA,2,2,0,0,0,0,1,15,1
"Marco Asensio","Real Madrid","ESP","FW",NA,23,4,3,75,4,4,25,2,0,2,1,4,0
"Iago Aspas","Celta Vigo","ESP","FW",NA,31,29,19,65.5172413793103,45,45,26.7,16,1,15,22,7,0
"Roger Assalé","Leganés","CIV","FW","MF",25,3,2,66.6666666666667,9,9,11.1,8,0,8,0,1,0
"Miguel Atienza","Eibar","ESP","MF",NA,20,1,1,100,2,2,50,1,1,0,2,1,0
"Ezequiel Ávila","Osasuna","ARG","FW",NA,25,17,12,70.5882352941177,18,18,33.3,12,0,12,3,5,0
"Javier Avilés","Leganés","ESP","MF","FW",21,9,7,77.7777777777778,4,4,50,3,0,3,3,1,0
"Chidozie Awaziem","Leganés","NGA","DF",NA,22,34,22,64.7058823529412,27,27,59.3,26,15,11,28,73,1
"Ramon Azeez","Granada","NGA","MF",NA,26,11,8,72.7272727272727,19,19,36.8,8,2,6,19,11,1
"Iddrisu Baba","Mallorca","GHA","MF",NA,23,59,37,62.7118644067797,70,70,28.6,31,8,23,39,42,0
"Carlos Bacca","Villarreal","COL","FW",NA,32,5,1,20,6,6,33.3,4,0,4,0,7,0
"Gareth Bale","Real Madrid","WAL","FW","MF",30,9,5,55.5555555555556,14,14,21.4,8,2,6,6,9,0
"Mikel Balenziaga","Athletic Club","ESP","DF",NA,31,15,10,66.6666666666667,11,11,81.8,4,1,3,2,20,0
"Éver Banega","Sevilla","ARG","MF",NA,31,43,28,65.1162790697674,70,70,30,19,1,18,15,5,0
"Federico Barba","Valladolid","ITA","DF",NA,25,12,6,50,9,9,77.8,5,2,3,8,12,0
"Enis Bardhi","Levante","MKD","MF",NA,24,24,11,45.8333333333333,35,35,22.9,15,4,11,15,19,0
"Kike Barja","Osasuna","ESP","MF","FW",22,1,1,100,1,1,100,3,1,2,0,2,0
"Antonio Barragán","Betis","ESP","DF",NA,32,7,5,71.4285714285714,6,6,50,2,2,0,8,22,0
"Ander Barrenetxea","Real Sociedad","ESP","FW","MF",17,12,9,75,10,10,40,3,0,3,3,4,0
"Marc Bartra","Betis","ESP","DF","MF",28,62,34,54.8387096774194,54,54,50,45,24,21,35,127,0
"Gil Bastião Dias","Granada","POR","MF","DF",22,19,14,73.6842105263158,17,17,41.2,4,1,3,3,7,0
"Fran Beltrán","Celta Vigo","ESP","MF",NA,20,31,19,61.2903225806452,35,35,31.4,14,1,13,14,17,0
"Hatem Ben Arfa","Valladolid","FRA","MF","FW",32,0,0,NA,4,4,0,1,0,1,0,0,0
"Karim Benzema","Real Madrid","FRA","FW",NA,31,18,8,44.4444444444444,16,16,12.5,16,4,12,7,30,1
"Yuri Berchiche","Athletic Club","ESP","DF",NA,29,48,35,72.9166666666667,40,40,52.5,26,4,22,30,73,1
"Pedro Bigas","Eibar","ESP","DF",NA,28,18,9,50,19,19,47.4,16,10,6,36,82,0
"Rubén Blanco","Celta Vigo","ESP","GK",NA,24,1,1,100,1,1,100,0,0,0,0,14,1
"Pablo de Blasis","Eibar","ARG","DF","MF",31,41,32,78.0487804878049,63,63,47.6,13,0,13,24,21,0
"Alejandro Blesa","Levante","ESP","MF",NA,17,0,0,NA,1,1,0,0,0,0,0,0,0
"Filip Bradarić","Celta Vigo","CRO","MF",NA,27,12,9,75,8,8,37.5,12,3,9,17,19,0
"Martin Braithwaite","Barcelona","DEN","FW","MF",28,2,2,100,8,8,0,3,0,3,1,1,0
"Martin Braithwaite","Leganés","DEN","FW","MF",28,13,7,53.8461538461538,12,12,33.3,10,2,8,4,9,0
"Brandon","Osasuna","ESP","FW",NA,24,5,3,60,5,5,0,4,0,4,0,1,0
"Darko Brašanac","Osasuna","SRB","MF",NA,27,45,25,55.5555555555556,41,41,36.6,19,4,15,20,21,0
"Yan Brice Eteki","Granada","CMR","MF",NA,21,37,21,56.7567567567568,31,31,48.4,17,4,13,24,20,1
"Ante Budimir","Mallorca","CRO","FW",NA,28,31,15,48.3870967741936,29,29,24.1,21,4,17,8,29,0
"Esteban Burgos","Eibar","ARG","DF",NA,27,11,9,81.8181818181818,9,9,55.6,11,6,5,17,66,2
"Oliver Burke","Alavés","SCO","MF","FW",22,19,14,73.6842105263158,23,23,43.5,24,0,24,8,16,0
"Sergio Busquets","Barcelona","ESP","MF",NA,31,80,44,55,71,71,57.7,36,5,31,44,24,2
"Unai Bustinza","Leganés","ESP","DF",NA,27,66,40,60.6060606060606,53,53,60.4,30,9,21,65,77,0
"Erick Cabaco","Getafe","URU","DF",NA,24,3,2,66.6666666666667,3,3,0,1,1,0,3,11,0
"Erick Cabaco","Levante","URU","DF",NA,24,12,9,75,6,6,66.7,12,7,5,12,50,1
"Ariday Cabrera","Mallorca","ESP","MF",NA,30,1,1,100,1,1,0,2,0,2,0,0,0
"Leandro Cabrera","Getafe","URU","DF",NA,28,10,6,60,12,12,41.7,10,4,6,21,66,0
"Leandro Cabrera","Espanyol","URU","DF",NA,28,27,11,40.7407407407407,28,28,60.7,19,12,7,21,78,1
"Fernando Calero","Espanyol","ESP","DF",NA,23,14,9,64.2857142857143,15,15,46.7,13,5,8,8,42,1
"Jonathan Calleri","Espanyol","ARG","FW",NA,25,12,8,66.6666666666667,24,24,12.5,11,3,8,7,22,0
"Víctor Camarasa","Alavés","ESP","MF",NA,25,18,10,55.5555555555556,18,18,38.9,8,3,5,15,12,0
"José Campaña","Levante","ESP","MF",NA,26,38,25,65.7894736842105,53,53,24.5,30,5,25,44,42,2
"Xisco Campos","Mallorca","ESP","DF",NA,37,7,4,57.1428571428571,9,9,55.6,8,5,3,11,23,0
"Víctor Campuzano","Espanyol","ESP","FW",NA,22,12,9,75,19,19,15.8,8,0,8,2,4,0
"Sergio Canales","Betis","ESP","MF","FW",28,25,16,64,28,28,25,30,1,29,13,16,0
"Ander Capa","Athletic Club","ESP","DF",NA,27,64,36,56.25,59,59,40.7,26,7,19,28,63,0
"Marc Cardona","Osasuna","ESP","FW",NA,24,1,0,0,8,8,0,3,1,2,2,2,0
"Diego Carlos","Sevilla","BRA","DF",NA,26,35,23,65.7142857142857,25,25,60,33,24,9,37,176,1
"Yannick Carrasco","Atlético Madrid","BEL","MF","FW",25,11,7,63.6363636363636,21,21,33.3,9,0,9,5,2,0
"Daniel Carriço","Sevilla","POR","DF",NA,30,8,2,25,6,6,16.7,4,3,1,8,23,0
"Guido Carrillo","Leganés","ARG","FW",NA,28,13,10,76.9230769230769,14,14,14.3,9,1,8,3,22,0
"Dani Carvajal","Real Madrid","ESP","DF",NA,27,65,46,70.7692307692308,42,42,54.8,43,14,29,36,53,0
"William Carvalho","Betis","POR","MF",NA,27,7,4,57.1428571428571,14,14,28.6,7,5,2,4,8,1
"Casemiro","Real Madrid","BRA","MF",NA,27,96,60,62.5,99,99,39.4,53,10,43,68,72,0
"Santi Cazorla","Villarreal","ESP","MF",NA,34,48,25,52.0833333333333,57,57,35.1,23,1,22,19,16,2
"Sofian Chakla","Villarreal","MAR","DF",NA,25,0,0,NA,1,1,0,2,1,1,3,7,1
"Charles","Eibar","BRA","FW",NA,35,10,5,50,22,22,18.2,7,2,5,7,6,0
"Pablo Chavarría","Mallorca","ARG","FW","MF",31,1,1,100,4,4,0,1,1,0,1,2,0
"Pape Cheikh Diop","Celta Vigo","SEN","MF",NA,21,10,4,40,12,12,16.7,4,2,2,5,3,0
"Chema","Getafe","ESP","DF",NA,27,4,3,75,2,2,50,1,0,1,5,12,0
"Denis Cheryshev","Valencia","RUS","MF","FW",28,16,9,56.25,17,17,17.6,15,1,14,7,10,0
"Samuel Chukwueze","Villarreal","NGA","FW","MF",20,23,14,60.8695652173913,30,30,43.3,15,1,14,10,14,1
"Churripi","Valladolid","ESP","GK",NA,25,1,1,100,1,1,100,0,0,0,0,2,0
"Jasper Cillessen","Valencia","NED","GK",NA,30,0,0,NA,1,1,0,0,0,0,3,3,1
"Carlos Clerc","Levante","ESP","DF",NA,27,28,16,57.1428571428571,20,20,60,22,9,13,22,61,0
"Coke","Levante","ESP","DF",NA,32,25,18,72,30,30,46.7,9,2,7,13,19,0
"Francis Coquelin","Valencia","FRA","MF",NA,28,37,21,56.7567567567568,38,38,42.1,19,9,10,38,25,0
"Sébastien Corchia","Espanyol","FRA","DF",NA,28,2,1,50,4,4,50,5,2,3,5,8,0
"Iñigo Córdoba","Athletic Club","ESP","FW",NA,22,33,20,60.6060606060606,52,52,26.9,30,2,28,16,13,0
"Ángel Correa","Atlético Madrid","ARG","MF","FW",24,25,9,36,36,36,25,23,5,18,14,21,0
"Rober Correa","Eibar","ESP","DF",NA,26,13,6,46.1538461538462,10,10,60,6,4,2,16,31,0
"Thierry Correia","Valencia","POR","DF",NA,20,8,3,37.5,2,2,50,5,0,5,2,10,0
"Antonio Cortés","Granada","ESP","FW","MF",19,1,1,100,1,1,0,0,0,0,0,2,0
"Diego Costa","Atlético Madrid","ESP","FW",NA,30,9,5,55.5555555555556,10,10,10,4,2,2,3,10,0
"Jaume Costa","Valencia","ESP","DF",NA,31,27,23,85.1851851851852,28,28,50,11,6,5,24,52,1
"David Costas","Celta Vigo","ESP","DF",NA,24,4,3,75,4,4,50,3,3,0,8,12,0
"Thibaut Courtois","Real Madrid","BEL","GK",NA,27,0,0,NA,2,2,0,0,0,0,2,18,2
"Sebastián Cristóforo","Eibar","URU","MF",NA,25,35,19,54.2857142857143,32,32,40.6,25,3,22,8,2,0
"Cucho","Mallorca","COL","FW","MF",20,15,8,53.3333333333333,21,21,28.6,14,1,13,10,15,0
"Marc Cucurella","Getafe","ESP","MF","DF",21,74,51,68.9189189189189,76,76,31.6,58,8,50,36,28,1
"Iván Cuéllar","Leganés","ESP","GK",NA,35,0,0,NA,2,2,0,0,0,0,0,28,2
"Sergi Darder","Espanyol","ESP","MF",NA,25,47,23,48.936170212766,58,58,29.3,30,1,29,24,23,1
"Ousmane Dembélé","Barcelona","FRA","FW",NA,22,2,2,100,5,5,40,4,0,4,0,0,1
"Deyverson","Getafe","BRA","FW",NA,28,0,0,NA,1,1,0,2,1,1,0,5,0
"Mouctar Diakhaby","Valencia","GUI","DF",NA,22,11,8,72.7272727272727,8,8,62.5,17,15,2,11,73,0
"Brahim Díaz","Real Madrid","MAR","FW",NA,19,1,0,0,2,2,0,2,0,2,0,0,0
"Víctor Díaz","Granada","ESP","DF",NA,31,74,43,58.1081081081081,60,60,51.7,53,23,30,48,94,1
"Papakouli Diop","Eibar","SEN","MF",NA,33,39,26,66.6666666666667,42,42,42.9,24,7,17,34,38,0
"Djené","Getafe","TOG","DF",NA,27,42,32,76.1904761904762,30,30,56.7,20,7,13,34,105,1
"Marko Dmitrović","Eibar","SRB","GK",NA,27,3,2,66.6666666666667,5,5,60,1,0,1,3,24,0
"Jaume Doménech","Valencia","ESP","GK",NA,28,0,0,NA,1,1,0,0,0,0,1,3,1
"Domingos Duarte","Granada","POR","DF",NA,24,30,19,63.3333333333333,20,20,55,34,24,10,34,153,1
"Óscar Duarte","Levante","CRC","DF",NA,30,12,3,25,4,4,75,7,6,1,6,29,0
"Rubén Duarte","Alavés","ESP","DF",NA,23,61,32,52.4590163934426,60,60,56.7,30,8,22,47,71,0
"Hugo Duro","Getafe","ESP","FW","MF",19,6,5,83.3333333333333,8,8,50,3,0,3,1,3,0
"Aritz Elustondo","Real Sociedad","ESP","DF",NA,25,28,17,60.7142857142857,23,23,56.5,21,8,13,15,67,0
"Rodrigo Ely","Alavés","BRA","DF",NA,25,22,13,59.0909090909091,29,29,44.8,23,19,4,32,116,0
"Adri Embarba","Espanyol","ESP","MF","FW",27,37,22,59.4594594594595,33,33,48.5,28,4,24,16,11,0
"Emerson","Betis","BRA","DF",NA,20,74,46,62.1621621621622,79,79,45.6,30,9,21,31,57,1
"Youssef En-Nesyri","Leganés","MAR","FW",NA,22,9,7,77.7777777777778,17,17,17.6,15,2,13,5,22,0
"Youssef En-Nesyri","Sevilla","MAR","FW",NA,22,7,5,71.4285714285714,10,10,30,9,3,6,5,7,0
"Sergi Enrich","Eibar","ESP","FW",NA,29,17,6,35.2941176470588,21,21,19,16,2,14,9,12,0
"Javier Eraso","Leganés","ESP","MF",NA,29,11,5,45.4545454545455,15,15,33.3,5,0,5,7,5,0
"Gonzalo Escalante","Eibar","ARG","MF",NA,26,41,22,53.6585365853659,41,41,58.5,22,4,18,29,14,0
"Aarón Escandell","Granada","ESP","GK",NA,23,1,1,100,1,1,100,0,0,0,0,0,0
"Sergio Escudero","Sevilla","ESP","DF",NA,29,29,16,55.1724137931034,28,28,67.9,11,1,10,13,35,0
"Bernardo Espinosa","Espanyol","COL","DF",NA,30,24,16,66.6666666666667,28,28,57.1,19,11,8,24,108,2
"Pervis Estupiñán","Osasuna","ECU","DF",NA,21,84,45,53.5714285714286,77,77,54.5,30,7,23,58,61,6
"Oghenekaro Etebo","Getafe","NGA","MF",NA,23,12,4,33.3333333333333,12,12,58.3,10,1,9,11,4,1
"Beñat Etxebarria","Athletic Club","ESP","MF",NA,32,6,1,16.6666666666667,13,13,15.4,6,1,5,4,6,0
"Xabier Etxeita","Getafe","ESP","DF",NA,31,20,11,55,23,23,52.2,9,5,4,17,68,0
"Edu Expósito","Eibar","ESP","MF",NA,22,52,28,53.8461538461538,49,49,36.7,20,6,14,31,18,1
"Fayçal Fajr","Getafe","MAR","MF",NA,30,1,1,100,3,3,0,4,0,4,4,1,0
"Ansu Fati","Barcelona","ESP","FW",NA,16,16,8,50,15,15,33.3,14,1,13,8,3,0
"Aleix Febas","Mallorca","ESP","MF","FW",23,36,24,66.6666666666667,36,36,33.3,15,0,15,17,6,0
"Zouhair Feddal","Betis","MAR","DF",NA,30,20,13,65,14,14,71.4,15,9,6,23,74,0
"Ljubomir Fejsa","Alavés","SRB","MF",NA,30,19,13,68.421052631579,23,23,26.1,8,1,7,6,13,0
"Nabil Fekir","Betis","FRA","MF","FW",26,41,26,63.4146341463415,37,37,32.4,27,3,24,10,3,0
"Felipe","Atlético Madrid","BRA","DF",NA,30,27,19,70.3703703703704,24,24,58.3,18,13,5,40,130,0
"João Félix","Atlético Madrid","POR","FW","MF",19,9,3,33.3333333333333,14,14,28.6,4,0,4,10,4,1
"Matheus Fernandes","Valladolid","BRA","MF","FW",21,6,2,33.3333333333333,5,5,60,4,0,4,2,2,0
"Aitor Fernández","Levante","ESP","GK",NA,28,1,1,100,1,1,100,0,0,0,2,18,3
"Carlos Fernández","Granada","ESP","FW","MF",23,24,15,62.5,32,32,9.4,25,2,23,11,30,0
"Gabriel Fernández","Celta Vigo","URU","FW","MF",25,1,0,0,3,3,33.3,5,1,4,2,2,0
"Joaquín Fernández","Valladolid","ESP","MF","DF",23,30,24,80,30,30,30,14,10,4,32,57,0
"Fernando","Sevilla","BRA","MF",NA,32,62,33,53.2258064516129,58,58,58.6,38,15,23,67,73,1
"Facundo Ferreyra","Espanyol","ARG","FW","MF",28,9,4,44.4444444444444,10,10,30,4,0,4,2,5,0
"Junior Firpo","Barcelona","DOM","DF",NA,22,23,15,65.2173913043478,17,17,64.7,15,3,12,17,12,1
"Alessandro Florenzi","Valencia","ITA","DF",NA,28,13,9,69.2307692307692,18,18,44.4,11,1,10,14,21,0
"Hernâni Fortes","Levante","POR","MF","FW",27,5,2,40,3,3,33.3,3,0,3,4,9,0
"Dimitri Foulquier","Granada","FRA","DF","MF",26,25,11,44,20,20,55,8,3,5,16,32,0
"Jorge de Frutos","Valladolid","ESP","MF","DF",22,2,2,100,2,2,50,0,0,0,0,1,0
"Ramiro Funes Mori","Villarreal","ARG","DF",NA,28,5,2,40,2,2,0,8,2,6,3,9,1
"Enric Gallego","Osasuna","ESP","FW",NA,32,9,5,55.5555555555556,4,4,0,10,2,8,4,8,0
"Enric Gallego","Getafe","ESP","FW",NA,32,3,1,33.3333333333333,4,4,50,2,0,2,2,1,0
"Kévin Gameiro","Valencia","FRA","FW",NA,32,17,9,52.9411764705882,21,21,23.8,10,1,9,5,5,0
"Fran Gámez","Mallorca","ESP","DF",NA,28,64,42,65.625,74,74,44.6,31,11,20,29,41,0
"Ezequiel Garay","Valencia","ARG","DF",NA,32,12,8,66.6666666666667,11,11,63.6,19,17,2,14,71,0
"Dani García","Athletic Club","ESP","MF",NA,29,59,30,50.8474576271186,86,86,34.9,25,7,18,52,56,1
"David García","Osasuna","ESP","DF",NA,25,28,16,57.1428571428571,31,31,45.2,20,16,4,48,123,2
"Javi García","Betis","ESP","MF",NA,32,2,2,100,3,3,66.7,1,0,1,4,15,0
"Manu García","Alavés","ESP","MF",NA,33,46,23,50,72,72,23.6,28,12,16,28,32,1
"Raúl García","Valladolid","ESP","DF","MF",30,20,12,60,22,22,40.9,12,2,10,8,30,0
"Raúl García","Athletic Club","ESP","MF","FW",33,57,37,64.9122807017544,76,76,21.1,46,6,40,24,44,0
"Raúl García","Getafe","ESP","DF",NA,30,5,3,60,6,6,50,3,1,2,4,10,0
"Rubén García","Osasuna","ESP","MF","FW",26,55,30,54.5454545454545,46,46,39.1,34,5,29,11,23,1
"Unai García","Osasuna","ESP","DF",NA,27,9,6,66.6666666666667,9,9,55.6,13,9,4,8,31,0
"Víctor García","Valladolid","ESP","FW","MF",21,0,0,NA,1,1,0,1,0,1,0,1,0
"Manuel Garrido","Leganés","ESP","FW",NA,18,0,0,NA,6,6,0,3,1,2,1,0,0
"Mario Gaspar","Villarreal","ESP","DF",NA,28,35,20,57.1428571428571,31,31,48.4,25,10,15,26,69,0
"Bryan Gil","Leganés","ESP","MF","FW",18,8,4,50,8,8,12.5,6,0,6,3,1,0
"Bryan Gil","Sevilla","ESP","FW",NA,18,1,1,100,1,1,0,0,0,0,0,0,0
"Ibai Gómez","Athletic Club","ESP","FW",NA,29,5,3,60,8,8,37.5,4,0,4,3,6,0
"Maxi Gómez","Valencia","URU","FW",NA,22,9,7,77.7777777777778,8,8,50,8,1,7,5,14,0
"Moi Gómez","Villarreal","ESP","FW","MF",25,30,22,73.3333333333333,33,33,33.3,22,2,20,25,23,0
"Sergi Gómez","Sevilla","ESP","DF",NA,27,9,7,77.7777777777778,4,4,100,6,6,0,7,30,0
"Victor Gomez","Espanyol","ESP","DF","FW",19,13,5,38.4615384615385,20,20,35,10,0,10,21,31,0
"Maxime Gonalons","Granada","FRA","MF",NA,30,62,38,61.2903225806452,54,54,40.7,27,3,24,20,20,1
"Bruno González","Getafe","ESP","DF",NA,29,3,2,66.6666666666667,1,1,100,2,0,2,0,3,0
"Bruno González","Levante","ESP","DF",NA,29,10,8,80,4,4,50,7,4,3,2,32,0
"Édgar González","Betis","ESP","MF",NA,22,8,3,37.5,14,14,14.3,4,2,2,10,16,0
"Andoni Gorosabel","Real Sociedad","ESP","DF",NA,22,14,8,57.1428571428571,20,20,50,13,1,12,13,21,0
"Esteban Granero","Espanyol","ESP","MF",NA,32,10,4,40,11,11,45.5,3,2,1,2,5,0
"Antoine Griezmann","Barcelona","FRA","FW",NA,28,33,18,54.5454545454545,34,34,26.5,22,3,19,12,20,1
"Andrés Guardado","Betis","MEX","MF",NA,32,30,14,46.6666666666667,41,41,36.6,15,4,11,18,22,1
"Sergi Guardiola","Valladolid","ESP","FW",NA,28,14,6,42.8571428571429,24,24,16.7,23,0,23,6,18,1
"Nemanja Gudelj","Sevilla","SRB","MF","DF",27,20,14,70,19,19,31.6,17,8,9,12,35,1
"Gonçalo Guedes","Valencia","POR","MF","FW",22,19,11,57.8947368421053,32,32,28.1,10,1,9,7,1,0
"Adrián Guerrero","Valencia","ESP","DF",NA,21,2,2,100,3,3,66.7,0,0,0,2,1,0
"Ander Guevara","Real Sociedad","ESP","MF",NA,22,27,11,40.7407407407407,30,30,40,13,3,10,8,15,1
"Hugo Guillamón","Valencia","ESP","DF",NA,19,8,3,37.5,10,10,50,3,2,1,5,29,0
"Munir El Haddadi","Sevilla","MAR","FW",NA,23,19,17,89.4736842105263,21,21,19,8,0,8,7,8,0
"Eden Hazard","Real Madrid","BEL","FW","MF",28,7,3,42.8571428571429,15,15,20,5,0,5,6,0,0
"Mario Hermoso","Atlético Madrid","ESP","DF",NA,24,15,8,53.3333333333333,20,20,55,11,5,6,12,61,0
"Aridane Hernández","Osasuna","ESP","DF",NA,30,35,23,65.7142857142857,19,19,78.9,24,15,9,34,137,2
"Javier Hernández","Sevilla","MEX","FW",NA,31,6,4,66.6666666666667,6,6,16.7,5,0,5,5,1,0
"Héctor Herrera","Atlético Madrid","MEX","MF",NA,29,31,21,67.741935483871,32,32,40.6,16,7,9,17,13,2
"Sergio Herrera","Osasuna","ESP","GK",NA,26,1,1,100,4,4,25,0,0,0,1,13,3
"Yangel Herrera","Granada","VEN","MF",NA,21,88,49,55.6818181818182,80,80,45,38,9,29,34,28,0
"Pablo Hervías","Valladolid","ESP","MF","FW",26,24,20,83.3333333333333,22,22,54.5,8,0,8,5,0,0
"Robert Ibáñez","Osasuna","ESP","MF","FW",26,13,8,61.5384615384615,20,20,35,7,0,7,5,5,0
"Vicente Iborra","Villarreal","ESP","MF",NA,31,61,42,68.8524590163934,67,67,44.8,35,16,19,40,63,1
"Borja Iglesias","Betis","ESP","FW",NA,26,7,5,71.4285714285714,9,9,0,7,4,3,5,18,0
"Asier Illarramendi","Real Sociedad","ESP","MF",NA,29,2,2,100,6,6,33.3,2,1,1,5,6,0
"Takashi Inui","Eibar","JPN","MF","FW",31,20,10,50,34,34,32.4,23,4,19,18,12,0
"Alexander Isak","Real Sociedad","SWE","FW",NA,19,7,2,28.5714285714286,8,8,12.5,8,0,8,3,6,0
"Isco","Real Madrid","ESP","FW","MF",27,13,9,69.2307692307692,14,14,35.7,9,0,9,7,4,1
"Ismael","Betis","ESP","MF",NA,18,2,1,50,2,2,50,2,1,1,2,2,0
"Ander Iturraspe","Espanyol","ESP","MF",NA,30,2,0,0,5,5,40,0,0,0,1,7,0
"Jacobo","Celta Vigo","ESP","DF","MF",22,3,3,100,1,1,100,0,0,0,0,2,0
"Adnan Januzaj","Real Sociedad","BEL","FW","MF",24,8,7,87.5,16,16,18.8,9,1,8,7,2,0
"Jason","Getafe","ESP","MF",NA,25,29,20,68.9655172413793,33,33,45.5,18,3,15,18,9,0
"Joaquín","Betis","ESP","MF","FW",38,14,7,50,11,11,36.4,10,2,8,15,22,1
"Frenkie de Jong","Barcelona","NED","MF",NA,22,26,19,73.0769230769231,22,22,31.8,17,7,10,21,9,0
"Luuk de Jong","Sevilla","NED","FW",NA,28,21,10,47.6190476190476,17,17,35.3,12,1,11,7,22,0
"Joan Jordán","Sevilla","ESP","MF",NA,25,64,34,53.125,76,76,27.6,25,5,20,26,20,4
"Willian José","Real Sociedad","BRA","FW",NA,27,5,2,40,8,8,25,10,4,6,1,16,0
"Joselu","Alavés","ESP","FW",NA,29,26,17,65.3846153846154,32,32,12.5,36,5,31,13,46,0
"Luka Jović","Real Madrid","SRB","FW",NA,21,2,1,50,2,2,50,1,0,1,2,0,0
"Juanmi","Betis","ESP","FW","MF",26,4,1,25,4,4,25,1,0,1,0,0,0
"David Juncà","Celta Vigo","ESP","DF",NA,25,6,5,83.3333333333333,3,3,66.7,4,1,3,2,3,0
"Lago Junior","Mallorca","CIV","MF","FW",28,32,19,59.375,29,29,41.4,23,5,18,14,25,0
"Vinicius Júnior","Real Madrid","BRA","FW","MF",19,26,16,61.5384615384615,32,32,25,14,0,14,3,2,0
"Lee Kang-in","Valencia","KOR","MF","FW",18,3,1,33.3333333333333,6,6,50,5,0,5,3,0,0
"Wilfrid Kaptoum","Betis","CMR","MF",NA,23,5,2,40,3,3,100,4,1,3,1,3,0
"Kenedy","Getafe","BRA","MF",NA,23,9,5,55.5555555555556,5,5,40,10,0,10,11,4,0
"Kiké","Eibar","ESP","FW",NA,29,13,7,53.8461538461538,12,12,33.3,15,1,14,1,9,0
"Kenan Kodro","Athletic Club","BIH","FW","MF",25,1,0,0,2,2,0,1,0,1,0,4,0
"Koke","Atlético Madrid","ESP","MF",NA,27,70,42,60,89,89,32.6,33,8,25,29,28,2
"Geoffrey Kondogbia","Valencia","CTA","MF",NA,26,63,40,63.4920634920635,51,51,37.3,25,6,19,57,36,2
"Jules Koundé","Sevilla","FRA","DF",NA,20,23,12,52.1739130434783,18,18,55.6,16,12,4,23,91,2
"Leonardo Koutris","Mallorca","GRE","DF",NA,24,1,1,100,2,2,50,1,1,0,1,6,0
"İsmail Köybaşı","Granada","TUR","DF","FW",30,4,4,100,2,2,0,4,0,4,5,2,0
