"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Andrea Pinamonti","Sassuolo","ITA","FW",NA,23,1999,32,2161,68,63.2,25,77,8,7,32,1.16,29,32,85385,4440000
"Andrew Gravillon","Torino","GLP","DF",NA,24,1998,7,312,45,9.1,4,70,0,3,11,1,3,5,1731,90000
"Ángel Di María","Juventus","ARG","FW","MF",34,1988,26,1363,52,39.9,15,70,3,11,29,1.81,25,21,147885,7690000
"Ante Rebić","Milan","CRO","FW","MF",28,1993,23,980,43,28.7,10,72,2,13,20,1.74,17,11,86346,4490000
"Antonín Barák","Fiorentina","CZE","MF",NA,27,1994,30,1799,60,52.6,21,78,6,9,18,1.33,25,26,53462,2780000
"Antonino Gallo","Lecce","ITA","DF",NA,22,2000,32,2486,78,72.7,28,86,23,4,21,1.09,24,28,18462,960000
"Antonio Candreva","Salernitana","ITA","MF","DF",35,1987,35,2726,78,79.7,32,83,18,3,21,1.17,41,46,46346,2410000
"Antonio Sanabria","Torino","PAR","FW",NA,26,1996,33,2433,74,71.1,28,82,12,5,25,1.33,29,31,56923,2960000
"Ardian Ismajli","Empoli","ALB","DF",NA,25,1996,25,2094,84,61.2,22,90,22,3,38,1.12,24,27,32115,1670000
"Arkadiusz Milik","Juventus","POL","FW",NA,28,1994,27,1586,59,46.4,17,77,6,10,28,1.74,28,13,86346,4490000
"Arkadiusz Reca","Spezia","POL","DF",NA,27,1995,30,2173,72,63.5,24,83,17,6,30,0.71,21,38,22115,1150000
"Armand Lauriente","Sassuolo","FRA","FW",NA,23,1998,28,2175,78,63.6,27,80,9,1,25,1.29,33,33,22115,1150000
"Armando Izzo","Monza","ITA","DF",NA,30,1992,30,2466,82,72.1,29,85,19,1,5,1.73,39,25,60577,3150000
"Arthur Cabral","Fiorentina","BRA","FW",NA,24,1998,28,1432,51,41.9,15,77,5,13,21,1.5,25,17,41923,2180000
"Assan Ceesay","Lecce","GAM","FW",NA,28,1994,34,1812,53,53,20,75,4,14,22,0.91,13,27,24615,1280000
"Aster Vranckx","Milan","BEL","MF",NA,19,2002,9,240,27,7,2,82,1,7,11,2.11,4,3,36923,1920000
"Bartosz Bereszyński","Napoli","POL","DF",NA,30,1992,3,166,55,4.9,2,76,1,1,15,1.33,3,4,15962,830000
"Berat Djimsiti","Atalanta","ALB","DF",NA,29,1993,24,1797,75,52.5,20,85,16,4,23,1.42,27,23,28462,1480000
"Beto","Udinese","GNB","FW",NA,24,1998,33,2129,65,62.3,23,80,11,10,28,1.27,25,31,3654,190000
"Boulaye Dia","Salernitana","SEN","FW","MF",25,1996,33,2518,76,73.6,27,85,16,6,37,1.09,40,46,34423,1790000
"Brahim Díaz","Milan","MAR","MF","FW",22,1999,33,1925,58,56.3,27,65,1,6,28,1.85,36,21,36923,1920000
"Bram Nuytinck","Udinese","NED","DF",NA,32,1990,6,385,64,11.3,3,86,2,3,42,1.5,5,6,21346,1110000
"Brandon Soppy","Atalanta","FRA","DF",NA,20,2002,15,643,43,18.8,8,64,1,7,19,1.53,10,9,14808,770000
"Brian Bayeye","Torino","COD","DF",NA,22,2000,2,64,32,1.9,1,54,0,1,10,1,0,2,10769,560000
"Bruno Amione","Sampdoria","ARG","DF",NA,20,2002,26,2086,80,61,25,83,17,1,22,0.62,17,41,2500,130000
"Bryan Cristante","Roma","ITA","MF","DF",27,1995,36,2938,82,85.9,34,85,26,2,24,1.67,36,27,64038,3330000
"Caleb Okoli","Atalanta","ITA","DF",NA,21,2001,17,960,56,28.1,9,85,8,8,24,1.76,19,10,20000,1040000
"Charalambos Lykogiannis","Bologna","GRE","DF",NA,28,1993,21,1108,53,32.4,11,75,5,10,29,1.1,16,19,17885,930000
"Charles De Ketelaere","Milan","BEL","MF","FW",21,2001,32,1116,35,32.6,9,67,0,23,22,1.78,19,19,54231,2820000
"Charles Pickel","Cremonese","COD","MF",NA,25,1997,33,2483,75,72.6,30,81,16,3,22,0.73,26,46,14808,770000
"Chris Smalling","Roma","ENG","DF",NA,32,1989,32,2808,88,82.1,31,89,30,1,63,1.88,45,27,93654,4870000
"Christian Gytkjær","Monza","DEN","FW","MF",32,1990,22,559,25,16.3,3,69,1,19,18,1,9,7,21538,1120000
"Christian Kouamé","Fiorentina","CIV","FW",NA,24,1997,28,1866,67,54.6,22,79,10,6,21,1.39,27,27,42692,2220000
"Ciro Immobile","Lazio","ITA","FW",NA,32,1990,31,2219,72,64.9,27,79,17,4,22,1.97,42,19,142500,7410000
"Cristian Buonaiuto","Cremonese","ITA","MF","FW",29,1992,29,980,34,28.7,7,65,1,22,24,0.62,10,23,14231,740000
"Cristian Volpato","Roma","ITA","MF",NA,18,2003,7,227,32,6.6,2,59,0,5,22,0.86,3,0,7115,370000
"Cristiano Biraghi","Fiorentina","ITA","DF",NA,29,1992,33,2551,77,74.6,30,84,21,3,14,1.55,37,35,42692,2220000
"Cyriel Dessers","Cremonese","NGA","FW",NA,27,1994,26,1587,61,46.4,19,74,7,7,27,0.5,15,36,22115,1150000
"Cyril Ngonge","Hellas Verona","BEL","MF","FW",22,2000,14,745,53,21.8,9,71,2,5,22,1.13,8,9,14808,770000
"Daniel Ciofani","Cremonese","ITA","FW",NA,37,1985,32,1060,33,31,10,63,0,22,20,0.72,18,20,17885,930000
"Daniel Maldini","Spezia","ITA","FW","MF",20,2001,18,628,35,18.4,4,57,0,14,29,0.61,5,11,10769,560000
"Daniele Montevago","Sampdoria","ITA","FW",NA,19,2003,6,231,39,6.8,3,63,1,3,14,0.5,0,4,1731,90000
"Daniele Rugani","Juventus","ITA","DF",NA,28,1994,9,564,63,16.5,6,88,5,3,12,2.11,9,2,124615,6480000
"Daniele Verde","Spezia","ITA","FW","MF",26,1996,25,998,40,29.2,11,62,0,14,23,0.58,8,20,14231,740000
"Danilo","Juventus","BRA","DF",NA,31,1991,37,3184,86,93.1,35,90,35,2,17,1.95,53,25,98654,5130000
"Danilo Cataldi","Lazio","ITA","MF",NA,27,1994,29,1921,66,56.2,26,72,4,3,18,1.97,37,15,49808,2590000
"Danilo D'Ambrosio","Inter","ITA","DF",NA,33,1988,15,733,49,21.4,8,72,3,7,23,1.8,19,12,71154,3700000
"Dany Mota","Monza","POR","FW","MF",24,1998,29,1912,66,55.9,21,79,6,8,33,1.52,28,22,8462,440000
"Darko Lazović","Hellas Verona","SRB","MF","DF",31,1990,30,2242,75,65.6,27,79,12,3,36,0.94,23,36,21346,1110000
"David Okereke","Cremonese","NGA","FW","MF",24,1997,33,2266,69,66.3,25,79,9,8,36,0.73,23,41,14808,770000
"Dávid Strelec","Spezia","SVK","FW",NA,21,2001,7,169,24,4.9,1,57,0,6,19,0.57,2,5,3654,190000
"David Zima","Torino","CZE","DF",NA,21,2000,9,406,45,11.9,4,83,3,5,15,1.56,6,5,12308,640000
"Davide Calabria","Milan","ITA","DF",NA,25,1996,25,1690,68,49.4,21,78,10,4,15,1.72,35,25,71154,3700000
"Davide Faraoni","Hellas Verona","ITA","DF",NA,30,1991,23,1485,65,43.4,19,74,8,4,19,0.88,12,36,17885,930000
"Davide Frattesi","Sassuolo","ITA","MF",NA,22,1999,36,2873,80,84,35,81,15,1,33,1.22,40,47,25000,1300000
"Davide Zappacosta","Atalanta","ITA","DF",NA,30,1992,21,1471,70,43,18,76,9,3,34,1.81,34,22,32115,1670000
"Demba Seck","Torino","SEN","MF","FW",21,2001,19,519,27,15.2,6,65,0,13,10,1.21,2,5,14231,740000
"Denso Kasius","Bologna","NED","DF",NA,19,2002,7,342,49,10,4,69,1,3,22,1.14,3,7,9808,510000
"Denzel Dumfries","Inter","NED","DF",NA,26,1996,34,2218,65,64.9,25,80,11,9,23,1.85,54,26,61731,3210000
"Destiny Udogie","Udinese","ITA","DF",NA,19,2002,33,2704,82,79.1,31,86,20,2,22,1.33,35,33,5385,280000
"Diego Coppola","Hellas Verona","ITA","DF",NA,18,2003,19,1177,62,34.4,11,85,9,8,30,1,8,16,8846,460000
"Diego Demme","Napoli","GER","MF",NA,30,1991,7,146,21,4.3,2,54,0,5,8,2.71,1,0,61731,3210000
"Diego Llorente","Roma","ESP","DF",NA,28,1993,9,573,64,16.8,5,90,5,4,31,1.78,12,7,31731,1650000
"Dimitris Nikolaou","Spezia","GRE","DF",NA,23,1998,36,2958,82,86.5,34,87,27,2,7,0.84,28,53,32115,1670000
"Divock Origi","Milan","BEL","FW",NA,27,1995,27,1027,38,30,10,70,2,17,19,1.63,14,13,98654,5130000
"Dodô","Fiorentina","BRA","DF",NA,23,1998,33,2331,71,68.2,28,78,16,5,30,1.58,38,28,36923,1920000
"Domagoj Bradarić","Salernitana","CRO","DF",NA,22,1999,31,2250,73,65.8,24,85,19,7,29,1.13,31,44,24615,1280000
"Domen Črnigoj","Salernitana","SVN","MF",NA,26,1995,7,296,42,8.7,4,60,0,3,19,1.14,1,3,8654,450000
"Domenico Berardi","Sassuolo","ITA","FW",NA,27,1994,26,1866,72,54.6,22,80,11,4,24,1.12,30,32,106923,5560000
"Dušan Vlahović","Juventus","SRB","FW",NA,22,2000,27,1925,71,56.3,22,83,11,5,19,1.81,34,20,249231,12960000
"Duván Zapata","Atalanta","COL","FW",NA,31,1991,25,1390,56,40.6,16,73,5,9,25,1.68,18,20,64038,3330000
"Dylan Bronn","Salernitana","TUN","DF",NA,27,1995,24,1683,70,49.2,19,82,14,5,25,1.17,24,30,22115,1150000
"Éderson","Atalanta","BRA","MF",NA,23,1999,35,2215,63,64.8,25,77,10,10,30,1.63,37,31,49231,2560000
"Edin Džeko","Inter","BIH","FW",NA,36,1986,33,1732,52,50.6,18,79,9,15,21,1.82,44,20,178077,9260000
"Edoardo Bove","Roma","ITA","MF",NA,20,2002,22,992,45,29,10,75,4,12,20,1.77,12,13,7115,370000
"Eldor Shomurodov","Roma","UZB","FW",NA,27,1995,6,119,20,3.5,1,65,0,5,11,1.17,2,1,36923,1920000
"Eldor Shomurodov","Spezia","UZB","FW",NA,27,1995,15,809,54,23.7,9,80,6,6,15,0.56,6,16,36923,1920000
"Elif Elmas","Napoli","MKD","FW","MF",22,1999,36,1627,45,47.6,14,79,4,22,24,2.39,35,10,36923,1920000
"Elseid Hysaj","Lazio","ALB","DF",NA,28,1994,34,1998,59,58.4,22,82,14,12,16,2.09,38,17,71154,3700000
"Emanuel Aiwum","Cremonese","AUT","DF",NA,21,2000,23,1653,72,48.3,17,87,14,6,29,0.61,13,30,7308,380000
"Emanuel Vignato","Bologna","ITA","MF","FW",21,2000,8,242,30,7.1,2,53,0,6,23,0.63,2,4,10769,560000
"Emanuele Valeri","Cremonese","ITA","DF",NA,23,1998,37,2785,75,81.4,31,84,21,6,33,0.73,32,53,3654,190000
"Emil Bohinen","Salernitana","NOR","MF",NA,23,1999,24,832,35,24.3,9,62,0,15,18,1.21,15,13,19231,1e+06
"Emil Ceide","Sassuolo","NOR","FW",NA,20,2001,19,515,27,15.1,5,58,0,14,16,0.95,8,9,1923,1e+05
"Emil Holm","Spezia","SWE","DF",NA,22,2000,20,1393,70,40.7,17,79,9,3,15,0.9,14,24,5000,260000
"Emirhan İlkhan","Torino","TUR","MF",NA,18,2004,4,87,22,2.5,1,63,0,3,8,2.25,1,2,6731,350000
"Enzo Ebosse","Udinese","CMR","DF",NA,23,1999,20,930,47,27.2,9,77,7,11,22,1.15,15,14,19808,1030000
"Erik Botheim","Salernitana","NOR","MF","FW",22,2000,28,866,31,25.3,9,65,2,19,15,1.29,13,17,9808,510000
"Fabio Depaoli","Sampdoria","ITA","DF","MF",25,1997,3,136,45,4,1,90,1,2,23,0.33,0,5,12500,650000
"Fabio Depaoli","Hellas Verona","ITA","DF",NA,25,1997,31,2173,70,63.5,24,85,18,7,20,0.91,20,39,12500,650000
"Fabio Miretti","Juventus","ITA","MF","FW",18,2003,27,1234,46,36.1,14,67,1,13,23,1.78,14,9,10769,560000
"Fabio Quagliarella","Sampdoria","ITA","FW",NA,39,1983,23,800,35,23.4,7,73,0,16,18,0.39,6,21,17885,930000
"Federico Bonazzoli","Salernitana","ITA","FW","MF",25,1997,24,1119,47,32.7,12,71,3,12,23,0.88,9,14,42692,2220000
"Federico Ceccherini","Hellas Verona","ITA","DF",NA,30,1992,22,1417,64,41.4,18,73,6,4,27,0.73,15,23,17885,930000
"Federico Chiesa","Juventus","ITA","DF","MF",24,1997,21,852,41,24.9,6,76,1,15,26,1.81,14,10,178077,9260000
"Federico Di Francesco","Lecce","ITA","FW","MF",28,1994,36,2031,56,59.4,23,73,4,13,27,1,19,24,26731,1390000
"Federico Dimarco","Inter","ITA","DF",NA,24,1997,33,2069,63,60.5,26,72,3,7,29,2,50,24,56923,2960000
"Federico Fazio","Salernitana","ARG","DF",NA,35,1987,14,1074,77,31.4,12,88,10,2,8,1.21,19,19,89038,4630000
"Federico Gatti","Juventus","ITA","DF",NA,24,1998,18,1448,80,42.3,16,90,16,2,4,1.72,16,13,35577,1850000
"Felipe Anderson","Lazio","BRA","FW",NA,29,1993,38,2958,78,86.5,35,82,23,3,28,1.95,48,24,54231,2820000
"Felix Afena-Gyan","Cremonese","GHA","FW","MF",19,2003,23,817,36,23.9,7,63,1,16,24,0.78,9,13,7115,370000
"Festy Ebosele","Udinese","IRL","DF",NA,19,2002,17,411,24,12,4,65,0,13,12,1.06,3,5,4423,230000
"Fikayo Tomori","Milan","ENG","DF",NA,24,1997,33,2760,84,80.7,32,85,26,1,32,1.97,57,29,86346,4490000
"Filip Đuričić","Sampdoria","SRB","MF","FW",30,1992,32,2171,68,63.5,27,74,6,5,33,0.44,16,47,28462,1480000
"Filip Kostić","Juventus","SRB","DF","FW",29,1992,37,2564,69,75,33,75,12,4,26,1.86,38,32,61731,3210000
"Filippo Bandinelli","Empoli","ITA","MF",NA,27,1995,35,2263,65,66.2,28,74,3,7,26,1.17,24,27,21346,1110000
"Filippo Ranocchia","Monza","ITA","MF",NA,21,2001,14,530,38,15.5,5,63,1,9,24,1.29,6,9,8846,460000
"Filippo Terracciano","Hellas Verona","ITA","DF","MF",19,2003,20,821,41,24,7,75,1,13,23,1.24,5,9,1731,90000
"Flavius Daniliuc","Salernitana","AUT","DF",NA,21,2001,27,2195,81,64.2,23,87,19,4,46,1,29,39,12308,640000
"Florian Thauvin","Udinese","FRA","FW","MF",29,1993,16,546,34,16,5,69,0,11,18,0.88,6,9,44423,2310000
"Fodé Ballo-Touré","Milan","SEN","DF",NA,25,1997,10,523,52,15.3,5,90,5,5,15,1.8,6,8,24615,1280000
"Francesco Acerbi","Inter","ITA","DF",NA,34,1988,31,2425,78,70.9,25,90,24,6,31,1.94,53,30,53462,2780000
"Francesco Caputo","Sampdoria","ITA","FW",NA,34,1987,15,1094,73,32,13,78,6,2,40,0.4,6,20,28462,1480000
"Francesco Caputo","Empoli","ITA","FW",NA,34,1987,21,1708,81,49.9,20,84,7,1,34,1.19,22,22,28462,1480000
"Frank Tsadjout","Cremonese","ITA","FW",NA,23,1999,20,1051,53,30.7,14,66,2,6,22,0.85,10,27,10769,560000
"Gabriel Strefezza","Lecce","BRA","FW","MF",25,1997,35,2442,70,71.4,30,78,4,5,22,1,25,35,8846,460000
"Gaetano Castrovilli","Fiorentina","ITA","MF",NA,25,1997,15,718,48,21,7,77,2,8,22,1.67,17,8,49808,2590000
"Gary Medel","Bologna","CHI","MF","DF",34,1987,29,1478,51,43.2,17,76,6,12,15,1.45,24,25,36923,1920000
"Georginio Wijnaldum","Roma","NED","MF",NA,31,1990,14,769,55,22.5,10,74,4,4,9,1.71,14,9,123269,6410000
"Gerard Deulofeu","Udinese","ESP","FW",NA,28,1994,16,1211,76,35.4,15,80,8,1,13,1.69,19,15,24615,1280000
"Gerard Yepes","Sampdoria","ESP","MF",NA,19,2002,5,198,40,5.8,2,56,0,3,29,0.6,1,5,2885,150000
"Giacomo Bonaventura","Fiorentina","ITA","MF",NA,32,1989,30,1911,64,55.9,21,80,9,9,25,1.5,28,25,53462,2780000
"Giacomo Quagliata","Cremonese","ITA","DF",NA,22,2000,20,699,35,20.4,6,70,1,14,20,0.65,6,17,5000,260000
"Giacomo Raspadori","Napoli","ITA","FW","MF",22,2000,25,911,36,26.6,10,62,1,15,19,2.24,17,8,89038,4630000
"Gian Marco Ferrari","Sassuolo","ITA","DF",NA,30,1992,33,2223,67,65,24,88,21,9,13,1.09,27,40,21346,1110000
"Giangiacomo Magnani","Hellas Verona","ITA","DF",NA,26,1995,24,1532,64,44.8,19,73,10,5,30,1.08,14,24,21346,1110000
"Gianluca Caprari","Monza","ITA","MF","FW",29,1993,37,2441,66,71.4,32,71,5,5,32,1.38,33,42,32115,1670000
"Gianluca Mancini","Roma","ITA","DF",NA,26,1996,35,2858,82,83.6,33,84,23,2,41,1.69,35,28,124615,6480000
"Giorgio Scalvini","Atalanta","ITA","DF",NA,18,2003,32,2335,73,68.3,29,79,15,3,19,1.75,46,35,10769,560000
"Giorgos Kyriakopoulos","Sassuolo","GRE","FW","DF",26,1996,12,766,64,22.4,9,74,1,3,33,1.08,10,12,9808,510000
"Giorgos Kyriakopoulos","Bologna","GRE","DF","FW",26,1996,12,704,59,20.6,8,78,4,4,20,1.58,11,8,9808,510000
"Giovanni Di Lorenzo","Napoli","ITA","DF",NA,28,1993,37,3257,88,95.2,36,90,35,1,29,2.41,75,24,85385,4440000
"Giovanni Simeone","Napoli","ARG","FW",NA,27,1995,25,406,16,11.9,1,75,0,24,14,2.2,9,7,64038,3330000
"Giulio Donati","Monza","ITA","DF",NA,32,1990,8,422,53,12.3,4,73,2,4,32,1,3,7,6731,350000
"Giulio Maggiore","Salernitana","ITA","MF",NA,24,1998,16,894,56,26.1,11,65,4,5,36,1,15,14,35577,1850000
"Giuseppe Pezzella","Lecce","ITA","DF",NA,24,1997,16,918,57,26.8,10,80,5,6,20,0.75,10,18,12500,650000
"Gonzalo Escalante","Cremonese","ARG","MF",NA,29,1993,9,555,62,16.2,7,72,3,2,27,0.44,3,13,34808,1810000
"Gonzalo Villar","Sampdoria","ESP","MF",NA,24,1998,15,696,46,20.4,8,64,1,7,26,0.4,5,14,29615,1540000
"Grégoire Defrel","Sassuolo","MTQ","FW",NA,31,1991,27,1167,43,34.1,13,65,0,14,23,1.26,13,24,30192,1570000
"Grigoris Kastanos","Salernitana","CYP","MF","DF",24,1998,28,1286,46,37.6,13,73,5,15,22,1.04,20,24,3654,190000
"Gvidas Gineitis","Torino","LTU","MF",NA,18,2004,3,136,45,4,2,68,1,1,1,0.33,0,1,2115,110000
"Hakan Çalhanoğlu","Inter","TUR","MF",NA,28,1994,33,2363,72,69.1,28,80,12,5,23,2.06,56,25,178077,9260000
"Hamed Junior Traorè","Sassuolo","CIV","MF","FW",22,2000,11,591,54,17.3,6,70,1,5,34,0.73,10,10,17885,930000
"Hans Nicolussi Caviglia","Salernitana","ITA","MF",NA,22,2000,12,586,49,17.1,6,75,3,6,22,1,6,17,7500,390000
"Harry Winks","Sampdoria","ENG","MF",NA,26,1996,20,1716,86,50.2,19,89,15,1,29,0.5,16,36,23269,1210000
"Henrikh Mkhitaryan","Inter","ARM","MF",NA,33,1989,31,1986,64,58.1,24,75,6,7,26,1.84,44,18,93654,4870000
"Hirving Lozano","Napoli","MEX","FW",NA,27,1995,32,1605,50,46.9,20,67,1,12,22,2.41,39,8,98654,5130000
"Ibrahim Sulemana","Hellas Verona","GHA","MF",NA,19,2003,16,651,41,19,6,76,2,10,20,1.12,6,15,1346,70000
"Ignacio Pussetto","Sampdoria","ARG","MF","DF",26,1995,5,152,30,4.4,1,53,0,4,25,0.6,0,2,17885,930000
"Igor","Fiorentina","BRA","DF",NA,24,1998,27,2057,76,60.1,23,84,18,4,31,1.33,26,24,17308,9e+05
"Ilija Nestorovski","Udinese","MKD","FW","MF",32,1990,21,638,30,18.7,5,85,4,16,13,0.95,13,8,25000,1300000
"Isaac Success","Udinese","NGA","FW",NA,26,1996,30,1815,61,53.1,21,74,4,9,30,1.4,28,22,17308,9e+05
"Isak Hien","Hellas Verona","SWE","DF",NA,23,1999,32,2607,81,76.2,28,87,26,4,40,0.97,24,42,14808,770000
"Ismaël Bennacer","Milan","ALG","MF",NA,24,1997,28,2007,72,58.7,24,79,13,4,26,1.82,38,21,53462,2780000
"Ivan Ilić","Hellas Verona","SRB","MF",NA,21,2001,11,851,77,24.9,10,83,7,1,20,1.09,10,14,6154,320000
"Ivan Ilić","Torino","SRB","MF",NA,21,2001,14,1177,84,34.4,13,88,9,1,37,1.57,18,12,6154,320000
"Ivan Provedel","Lazio","ITA","GK",NA,28,1994,38,3413,90,99.8,37,90,37,1,83,1.95,60,30,35577,1850000
"Ivan Radovanović","Salernitana","SRB","MF","DF",33,1988,10,671,67,19.6,7,82,4,3,32,1.1,9,13,21346,1110000
"Jack Hendry","Cremonese","SCO","DF",NA,27,1995,4,220,55,6.4,2,90,2,2,20,0.5,2,5,6731,350000
"Jacopo Fazzini","Empoli","ITA","MF",NA,19,2003,21,825,39,24.1,8,71,1,13,20,1.38,6,9,2115,110000
"Jacopo Sala","Spezia","ITA","MF",NA,30,1991,6,112,19,3.3,1,66,0,5,9,0.83,0,4,14231,740000
"Jaime Báez","Cremonese","URU","DF",NA,27,1995,2,96,48,2.8,1,61,0,1,35,0,0,2,3846,2e+05
"James Abankwah","Udinese","IRL","DF",NA,18,2004,2,63,32,1.8,1,58,0,1,5,0,0,0,1154,60000
"Jayden Braaf","Hellas Verona","NED","MF","FW",19,2002,6,288,48,8.4,2,75,0,4,35,0.33,2,4,3654,190000
"Jean-Daniel Akpa-Akpro","Empoli","CIV","MF","FW",29,1992,24,1356,57,39.6,16,72,2,8,26,1.29,17,20,17885,930000
"Jean-Victor Makengo","Udinese","FRA","MF",NA,24,1998,16,805,50,23.5,11,65,0,5,19,1.63,13,11,7308,380000
"Jeison Murillo","Sampdoria","COL","DF",NA,30,1992,20,1057,53,30.9,12,74,5,8,22,0.6,7,23,27115,1410000
"Jerdy Schouten","Bologna","NED","MF",NA,25,1997,33,2509,76,73.4,29,84,17,4,16,1.27,35,37,12308,640000
"Jeremie Boga","Atalanta","CIV","MF","FW",25,1997,23,782,34,22.9,5,70,1,18,24,1.57,19,14,53462,2780000
