"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Sacha Boey","Bayern Munich","FRA","DF",NA,22,1,0,0,0,6
"Victor Boniface","Leverkusen","NGA","FW",NA,22,2,0,0,0,16
"Leonardo Bonucci","Union Berlin","ITA","DF",NA,36,0,0,0,0,2
"Yvandro Borges Sanches","Gladbach","LUX","MF","FW",19,0,0,0,0,2
"Sebastiaan Bornauw","Wolfsburg","BEL","DF",NA,24,5,0,0,0,27
"Rafael Borré","Werder Bremen","COL","FW",NA,27,0,0,0,0,17
"Julian Brandt","Dortmund","GER","MF","FW",27,2,0,0,0,8
"Tim Breithaupt","Augsburg","GER","MF",NA,21,3,0,0,0,12
"Maximilian Breunig","Freiburg","GER","FW",NA,22,0,0,0,0,1
"Bennit Bröger","Wolfsburg","GER","FW",NA,17,0,0,0,0,1
"John Brooks","Hoffenheim","USA","DF",NA,30,6,1,0,1,16
"Moritz Broschinski","Bochum","GER","FW",NA,22,4,0,0,0,32
"Marius Bülter","Hoffenheim","GER","DF","FW",30,3,1,1,2,13
"Jonathan Burkardt","Mainz 05","GER","FW","MF",23,2,0,0,0,19
"Marnon Busch","Heidenheim","GER","DF",NA,28,1,0,0,0,9
"Aurélio Buta","Eint Frankfurt","POR","DF","MF",26,5,0,0,0,23
"Anthony Caci","Mainz 05","FRA","DF",NA,26,8,0,0,0,34
"Emre Can","Dortmund","GER","MF","DF",29,5,0,0,0,27
"Irvin Cardona","Augsburg","FRA","MF","DF",25,1,0,0,0,1
"Rasmus Carstensen","Köln","DEN","DF","FW",22,2,1,1,2,22
"Fabio Carvalho","RB Leipzig","POR","MF",NA,20,0,0,0,0,0
"Koen Casteels","Wolfsburg","BEL","GK",NA,31,2,0,0,0,1
"Václav Černý","Wolfsburg","CZE","FW","MF",25,2,0,0,0,9
"Julian Chabot","Köln","GER","DF",NA,25,9,1,1,2,28
"El Chadaille Bitshiabu","RB Leipzig","FRA","DF","MF",18,0,0,0,0,0
"Fares Chaïbi","Eint Frankfurt","ALG","MF","FW",20,2,0,0,0,14
"Timothy Chandler","Eint Frankfurt","USA","MF","DF",33,0,0,0,0,0
"Fabio Chiarodia","Gladbach","ITA","DF",NA,18,0,0,0,0,1
"Jacob Christensen","Köln","DEN","MF",NA,22,1,0,0,0,4
"Nnamdi Collins","Eint Frankfurt","GER","DF",NA,19,0,0,0,0,0
"Kingsley Coman","Bayern Munich","FRA","FW",NA,27,1,0,0,0,6
"Bambasé Conté","Hoffenheim","GER","MF","FW",20,0,0,0,0,3
"Danny da Costa","Mainz 05","GER","DF",NA,30,1,0,0,0,7
"Nicolas Cozza","Wolfsburg","FRA","DF",NA,24,1,0,0,0,1
"Tomáš Čvančara","Gladbach","CZE","FW",NA,22,4,0,0,0,9
"Finn Dahmen","Augsburg","GER","GK",NA,25,4,0,0,0,2
"Mahmoud Dahoud","Stuttgart","GER","MF",NA,27,0,0,0,0,0
"Lukas Daschner","Bochum","GER","MF","FW",24,2,0,0,0,4
"David Datro Fofana","Union Berlin","CIV","FW","MF",20,0,0,0,0,8
"Alphonso Davies","Bayern Munich","CAN","DF",NA,22,0,0,0,0,16
"Olivier Deman","Werder Bremen","BEL","DF",NA,23,5,0,0,0,27
"Ermedin Demirović","Augsburg","BIH","FW","MF",25,7,0,0,0,60
"Sepp van den Berg","Mainz 05","NED","DF",NA,21,9,0,0,0,31
"Justin Diehl","Köln","GER","FW","MF",18,0,0,0,0,2
"Eric Dier","Bayern Munich","ENG","DF",NA,29,1,0,0,0,12
"Florian Dietz","Köln","GER","FW","MF",24,0,0,0,0,1
"Junior Dina Ebimbe","Eint Frankfurt","FRA","MF","DF",22,5,0,0,0,49
"Eren Dinkçi","Heidenheim","GER","FW","MF",21,8,0,0,0,28
"Ritsu Doan","Freiburg","JPN","DF","MF",25,2,0,0,0,26
"Danilho Doekhi","Union Berlin","NED","DF",NA,25,2,0,0,0,13
"Niklas Dorsch","Augsburg","GER","MF",NA,25,5,0,0,0,19
"Nikola Dovedan","Heidenheim","AUT","MF","FW",29,0,1,0,1,10
"Damion Downs","Köln","USA","FW","MF",19,0,0,0,0,1
"Dion Drena Beljo","Augsburg","CRO","FW","MF",21,2,0,0,0,9
"Tim Drexler","Hoffenheim","GER","DF",NA,18,1,0,0,0,4
"Marvin Ducksch","Werder Bremen","GER","FW",NA,29,9,0,0,0,6
"Julien Duranville","Dortmund","BEL","FW","MF",17,0,0,0,0,3
"Maximilian Eggestein","Freiburg","GER","MF",NA,26,6,0,0,0,32
"Hugo Ekitike","Eint Frankfurt","FRA","FW",NA,21,3,0,0,0,12
"Elif Elmas","RB Leipzig","MKD","MF","FW",23,0,0,0,0,4
"Nico Elvedi","Gladbach","SUI","DF",NA,26,5,0,0,0,13
"Arne Engels","Augsburg","BEL","MF","DF",19,1,1,0,1,24
"Ohis Felix Uduokhai","Augsburg","GER","DF",NA,25,5,1,1,2,29
"Edimilson Fernandes","Mainz 05","SUI","DF",NA,27,4,0,0,0,10
"Nacho Ferri","Eint Frankfurt","ESP","FW","MF",18,0,0,0,0,1
"Max Finkgräfe","Köln","GER","DF","FW",19,4,0,0,0,19
"Kilian Fischer","Wolfsburg","GER","DF","MF",22,1,0,0,0,4
"Jonas Föhrenbach","Heidenheim","GER","DF",NA,27,2,0,0,0,15
"Emil Forsberg","RB Leipzig","SWE","MF","FW",31,0,0,0,0,4
"Philipp Förster","Bochum","GER","MF","FW",28,1,0,0,0,6
"Bartol Franjić","Darmstadt 98","CRO","MF",NA,23,5,0,0,0,20
"Marco Friedl","Werder Bremen","AUT","DF",NA,25,6,0,0,0,31
"Marvin Friedrich","Gladbach","GER","DF",NA,27,1,0,0,0,10
"Jeremie Frimpong","Leverkusen","NED","DF",NA,22,6,0,0,0,21
"Chris Führich","Stuttgart","GER","FW","MF",25,2,0,0,0,6
"Shiō Fukuda","Gladbach","JPN","FW","MF",19,0,0,0,0,1
"Niclas Füllkrug","Werder Bremen","GER","FW",NA,30,0,0,0,0,2
"Niclas Füllkrug","Dortmund","GER","FW",NA,30,1,0,0,0,26
"Cristian Gamboa","Bochum","CRC","DF",NA,33,6,0,0,0,14
"Dennis Geiger","Hoffenheim","GER","MF",NA,25,1,0,0,0,2
"Yannick Gerhardt","Wolfsburg","GER","MF","DF",29,5,0,0,0,18
"Benedikt Gimber","Heidenheim","GER","DF",NA,26,9,0,0,0,40
"Matthias Ginter","Freiburg","GER","DF",NA,29,3,0,0,0,8
"Jamie Gittens","Dortmund","ENG","FW","MF",18,1,0,0,0,12
"Klaus Gjasula","Darmstadt 98","ALB","DF","MF",33,7,1,0,1,23
"Serge Gnabry","Bayern Munich","GER","FW","MF",28,0,0,0,0,6
"Leon Goretzka","Bayern Munich","GER","MF",NA,28,3,0,0,0,23
"Robin Gosens","Union Berlin","GER","DF","MF",29,9,1,1,2,29
"Mario Götze","Eint Frankfurt","GER","MF",NA,31,5,1,1,2,14
"Jeffrey Gouweleeuw","Augsburg","NED","DF",NA,32,7,0,0,0,25
"Jens Grahl","Eint Frankfurt","GER","GK",NA,34,0,0,0,0,0
"Michael Gregoritsch","Freiburg","AUT","FW",NA,29,2,0,0,0,16
"Vincenzo Grifo","Freiburg","ITA","MF","FW",30,3,0,0,0,13
"Florian Grillitsch","Hoffenheim","AUT","DF","MF",27,8,0,0,0,27
"Álex Grimaldo","Leverkusen","ESP","DF",NA,27,1,0,0,0,14
"Christian Groß","Werder Bremen","GER","DF","MF",34,1,0,0,0,15
"Brajan Gruda","Mainz 05","GER","MF","FW",19,5,0,0,0,28
"Raphaël Guerreiro","Bayern Munich","POR","DF","MF",29,2,0,0,0,3
"Josuha Guilavogui","Mainz 05","FRA","DF",NA,32,1,0,0,0,5
"Serhou Guirassy","Stuttgart","GUI","FW",NA,27,0,0,0,0,18
"Péter Gulácsi","RB Leipzig","HUN","GK",NA,33,0,0,0,0,0
"Manuel Gulde","Freiburg","GER","DF",NA,32,5,1,1,2,17
"Robert Gumny","Augsburg","POL","DF",NA,25,3,0,0,0,7
"Christian Günter","Freiburg","GER","DF",NA,30,1,0,0,0,8
"Janik Haberer","Union Berlin","GER","MF","DF",29,7,0,0,0,22
"Robin Hack","Gladbach","GER","FW","MF",24,2,0,0,0,17
"Amadou Haidara","RB Leipzig","MLI","MF",NA,25,5,0,0,0,14
"Sébastien Haller","Dortmund","CIV","FW",NA,29,2,0,0,0,8
"Andreas Hanche-Olsen","Mainz 05","NOR","DF",NA,26,5,0,0,0,13
"Makoto Hasebe","Eint Frankfurt","JPN","DF","MF",39,1,0,0,0,4
"Thorgan Hazard","Dortmund","BEL","DF",NA,30,0,0,0,0,0
"Dominique Heintz","Köln","GER","DF",NA,29,0,0,0,0,7
"Benjamin Henrichs","RB Leipzig","GER","DF",NA,26,5,0,0,0,27
"Patrick Herrmann","Gladbach","GER","FW","DF",32,1,0,0,0,3
"Piero Hincapié","Leverkusen","ECU","DF",NA,21,2,0,0,0,16
"Adam Hložek","Leverkusen","CZE","MF","FW",21,1,0,0,0,8
"Nicolas Höfler","Freiburg","GER","MF",NA,33,10,1,0,1,29
"Jonas Hofmann","Leverkusen","GER","MF",NA,31,3,0,0,0,14
"Philipp Hofmann","Bochum","GER","FW",NA,30,1,0,0,0,20
"Lucas Höler","Freiburg","GER","FW","MF",29,7,0,0,0,25
"Fabian Holland","Darmstadt 98","GER","MF","DF",33,4,1,0,1,34
"Benedict Hollerbach","Union Berlin","GER","FW","MF",22,2,0,0,0,29
"Gerrit Holtmann","Darmstadt 98","PHI","MF","FW",28,1,0,0,0,8
"Franck Honorat","Gladbach","FRA","DF","FW",26,1,0,0,0,9
"Mathias Honsak","Darmstadt 98","AUT","FW","MF",26,1,0,0,0,14
"Fraser Hornby","Darmstadt 98","SCO","FW","MF",23,1,0,0,0,5
"Lukáš Hrádecký","Leverkusen","FIN","GK",NA,33,2,0,0,0,0
"Timo Hübers","Köln","GER","DF",NA,27,6,0,0,0,44
"Mats Hummels","Dortmund","GER","DF",NA,34,4,1,0,1,12
"Denis Huseinbasic","Köln","BIH","MF",NA,22,5,0,0,0,28
"Iago","Augsburg","BRA","DF",NA,26,4,0,0,0,14
"Borja Iglesias","Leverkusen","ESP","FW",NA,30,0,0,0,0,2
"Thomas Isherwood","Darmstadt 98","SWE","DF",NA,25,1,0,0,0,8
"Ko Itakura","Gladbach","JPN","DF","MF",26,9,0,0,0,28
"Hiroki Ito","Stuttgart","JPN","DF",NA,24,1,0,0,0,17
"Lee Jae-sung","Mainz 05","KOR","MF","FW",30,6,0,0,0,19
"Paul Jaeckel","Union Berlin","GER","DF",NA,25,0,0,0,0,0
"Kristijan Jakić","Augsburg","CRO","MF",NA,26,4,0,0,0,18
"Kristijan Jakić","Eint Frankfurt","CRO","MF","FW",26,1,0,0,0,5
"Tony Jantschke","Gladbach","GER","DF","MF",33,0,0,0,0,1
"Fredrik Jensen","Augsburg","FIN","MF","FW",25,1,0,0,0,14
"Moritz Jenz","Wolfsburg","GER","DF",NA,24,7,1,1,2,26
"Anthony Jung","Werder Bremen","GER","DF",NA,31,4,1,0,1,15
"Josip Juranović","Union Berlin","CRO","DF",NA,27,4,0,0,0,4
"David Jurásek","Hoffenheim","CZE","DF",NA,22,1,0,0,0,3
"Julian Justvan","Darmstadt 98","GER","MF","FW",25,1,0,0,0,2
"Ozan Kabak","Hoffenheim","TUR","DF",NA,23,11,1,1,2,31
"Pavel Kadeřábek","Hoffenheim","CZE","DF","FW",31,7,0,0,0,17
"Florian Kainz","Köln","AUT","MF","FW",30,4,0,0,0,19
"Sasa Kalajdzic","Eint Frankfurt","AUT","FW",NA,26,0,0,0,0,3
"Jakub Kamiński","Wolfsburg","POL","FW","MF",21,0,0,0,0,3
"Kevin Kampl","RB Leipzig","SVN","MF",NA,32,3,0,0,0,16
"Harry Kane","Bayern Munich","ENG","FW",NA,30,2,0,0,0,10
"Atakan Karazor","Stuttgart","GER","MF",NA,26,9,0,0,0,28
"Emir Karic","Darmstadt 98","AUT","DF",NA,26,4,0,0,0,17
"Silas Katompa","Stuttgart","COD","FW","MF",24,0,0,0,0,13
"Mikkel Kaufmann","Union Berlin","DEN","FW",NA,22,0,0,0,0,7
"Naby Keïta","Werder Bremen","GUI","MF","DF",28,2,0,0,0,2
"Yannik Keitel","Freiburg","GER","DF","MF",23,0,0,0,0,12
"Aljoscha Kemlein","Union Berlin","GER","MF",NA,18,0,0,0,0,2
"Tobias Kempe","Darmstadt 98","GER","MF",NA,34,1,0,0,0,14
"Rani Khedira","Union Berlin","GER","MF",NA,29,5,1,0,1,25
"Luca Kilian","Köln","GER","DF",NA,23,1,0,0,0,4
"Joshua Kimmich","Bayern Munich","GER","MF","DF",28,1,1,0,1,11
"Christoph Klarer","Darmstadt 98","AUT","DF",NA,23,9,0,0,0,29
"Tim Kleindienst","Heidenheim","GER","FW",NA,27,6,0,0,0,88
"Lukas Klostermann","RB Leipzig","GER","DF",NA,27,3,0,0,0,11
"Ansgar Knauff","Eint Frankfurt","GER","MF","DF",21,7,1,1,2,32
"Robin Knoche","Union Berlin","GER","DF",NA,31,1,0,0,0,10
"Gregor Kobel","Dortmund","SUI","GK",NA,25,1,0,0,0,2
"Robin Koch","Eint Frankfurt","GER","DF",NA,27,10,0,0,0,20
"Dominik Kohr","Mainz 05","GER","DF","MF",29,15,1,1,2,48
"Randal Kolo Muani","Eint Frankfurt","FRA","FW",NA,24,0,0,0,0,4
"Mert Kömür","Augsburg","GER","MF","DF",18,0,0,0,0,2
"Manu Koné","Gladbach","FRA","MF",NA,22,4,1,0,1,28
"Odilon Kossounou","Leverkusen","CIV","DF",NA,22,3,0,0,0,17
"Dawid Kownacki","Werder Bremen","POL","FW",NA,26,0,0,0,0,9
"Alex Král","Union Berlin","CZE","MF",NA,25,2,0,0,0,16
"Andrej Kramarić","Hoffenheim","CRO","MF","FW",32,4,0,0,0,8
"Christoph Kramer","Gladbach","GER","MF",NA,32,4,0,0,0,6
"Tom Krauß","Mainz 05","GER","MF",NA,22,5,0,0,0,31
"Lukas Kübler","Freiburg","GER","DF",NA,30,7,0,0,0,19
"Christian Kühlwetter","Heidenheim","GER","MF",NA,27,0,0,0,0,0
"Moritz-Broni Kwarteng","Bochum","GHA","FW",NA,25,1,1,0,1,5
"Maxence Lacroix","Wolfsburg","FRA","DF",NA,23,5,3,1,4,27
"Aïssa Laïdouni","Union Berlin","TUN","MF",NA,26,2,0,0,0,20
"Konrad Laimer","Bayern Munich","AUT","DF","MF",26,3,0,0,0,28
"Stefan Lainer","Gladbach","AUT","DF","MF",30,2,0,0,0,8
"Hugo Larsson","Eint Frankfurt","SWE","MF",NA,19,1,0,0,0,16
"Diogo Leite","Union Berlin","POR","DF",NA,24,6,0,0,0,40
"Maxim Leitsch","Mainz 05","GER","DF",NA,25,0,0,0,0,2
"Christopher Lenz","RB Leipzig","GER","DF","MF",28,0,0,0,0,2
"Jamie Leweling","Stuttgart","GER","FW","MF",22,3,0,0,0,22
"Philipp Lienhart","Freiburg","AUT","DF",NA,27,3,0,0,0,12
"Matthijs de Ligt","Bayern Munich","NED","DF",NA,23,5,0,0,0,12
"Jesper Lindstrøm","Eint Frankfurt","DEN","FW",NA,23,0,0,0,0,1
"Dejan Ljubicic","Köln","AUT","MF","FW",25,6,0,0,0,32
"Noah Loosli","Bochum","SUI","DF",NA,26,1,0,0,0,4
"Anthony Losilla","Bochum","FRA","MF",NA,37,10,0,0,0,38
"Castello Lukeba","RB Leipzig","FRA","DF",NA,20,3,0,0,0,8
"Senne Lynen","Werder Bremen","BEL","MF",NA,24,6,0,0,0,35
"Ian Maatsen","Dortmund","NED","DF",NA,21,5,0,0,0,19
"Matej Maglica","Darmstadt 98","CRO","DF",NA,24,7,2,0,2,31
"Arne Maier","Augsburg","GER","MF",NA,24,0,0,0,0,4
"Linton Maina","Köln","GER","FW","MF",24,4,0,0,0,10
"Patrick Mainka","Heidenheim","GER","DF",NA,28,1,0,0,0,24
"Lovro Majer","Wolfsburg","CRO","MF","FW",25,5,0,0,0,37
"Jordy Makengo","Freiburg","FRA","DF",NA,21,1,0,0,0,14
"Julián Malatini","Werder Bremen","ARG","DF",NA,22,1,0,0,0,10
"Donyell Malen","Dortmund","NED","FW","MF",24,5,0,0,0,11
"Lennard Maloney","Heidenheim","USA","MF",NA,23,1,0,0,0,44
"David Mamutovic","Mainz 05","GER","FW","DF",22,0,0,0,0,0
"Braydon Manu","Darmstadt 98","GHA","MF",NA,26,1,0,0,0,4
"Omar Marmoush","Eint Frankfurt","EGY","FW","MF",24,7,0,0,0,28
"Eric Martel","Köln","GER","MF",NA,21,6,0,0,0,52
"Erhan Mašović","Bochum","SRB","DF","MF",24,7,0,0,0,22
"Roberto Massimo","Stuttgart","GER","FW","DF",22,1,0,0,0,2
"Jean Mattéo Bahoya","Eint Frankfurt","FRA","MF","FW",18,0,0,0,0,1
"Philipp Max","Eint Frankfurt","GER","DF",NA,29,2,0,0,0,7
"Eric Maxim Choupo-Moting","Bayern Munich","CMR","MF","FW",34,1,0,0,0,10
"Noussair Mazraoui","Bayern Munich","MAR","DF",NA,25,3,0,0,0,10
"Kevin Mbabu","Augsburg","SUI","DF",NA,28,5,0,0,0,45
"Marvin Mehlem","Darmstadt 98","GER","MF",NA,25,3,0,0,0,20
"Thomas Meunier","Dortmund","BEL","DF",NA,31,0,0,0,0,10
"Sven Michel","Augsburg","GER","FW","MF",33,2,0,0,0,12
"Enzo Millot","Stuttgart","FRA","MF","FW",21,5,0,0,0,36
"Jovan Milošević","Stuttgart","SRB","FW","MF",18,0,0,0,0,1
"Kim Min-jae","Bayern Munich","KOR","DF",NA,26,3,0,0,0,19
"Maximilian Mittelstädt","Stuttgart","GER","DF",NA,26,5,0,0,0,28
"Mateu Morey","Dortmund","ESP","DF",NA,23,0,0,0,0,3
"Youssoufa Moukoko","Dortmund","GER","FW",NA,18,1,0,0,0,8
"Andreas Müller","Darmstadt 98","GER","MF",NA,23,3,0,0,0,5
"Jannik Müller","Darmstadt 98","GER","DF","MF",29,5,0,0,0,19
"Kevin Müller","Heidenheim","GER","GK",NA,32,1,0,0,0,1
"Marcus Müller","Mainz 05","GER","MF",NA,20,0,0,0,0,1
"Thomas Müller","Bayern Munich","GER","MF","FW",33,0,0,0,0,12
"Jamal Musiala","Bayern Munich","GER","MF","FW",20,2,0,0,0,26
"Florent Muslija","Freiburg","KVX","MF","FW",25,0,0,0,0,1
"Phillipp Mwene","Mainz 05","AUT","DF",NA,29,4,1,0,1,34
"Joakim Mæhle","Wolfsburg","DEN","DF","MF",26,5,0,0,0,19
"Nathan N'Goumou","Gladbach","FRA","FW","MF",23,1,0,0,0,13
"Stanley N'Soki","Hoffenheim","FRA","DF",NA,24,3,1,1,2,12
"Luca Netz","Gladbach","GER","DF",NA,20,2,0,0,0,26
"Manuel Neuer","Bayern Munich","GER","GK",NA,37,1,0,0,0,1
"Florian Neuhaus","Gladbach","GER","MF",NA,26,4,0,0,0,9
"Jessic Ngankam","Mainz 05","GER","FW","MF",23,0,1,0,1,8
"Jessic Ngankam","Eint Frankfurt","GER","FW",NA,23,2,0,0,0,11
"Moritz Nicolas","Gladbach","GER","GK",NA,25,2,0,0,0,1
"Justin Njinmah","Werder Bremen","GER","FW",NA,22,1,0,0,0,6
"Niels Nkounkou","Eint Frankfurt","FRA","DF","MF",22,5,1,1,2,27
"Felix Nmecha","Dortmund","GER","MF",NA,22,3,0,0,0,9
"Lukas Nmecha","Wolfsburg","GER","FW",NA,24,0,0,0,0,1
"Alexander Nübel","Stuttgart","GER","GK",NA,26,1,0,0,0,0
"Fabian Nürnberger","Darmstadt 98","BUL","DF","MF",24,2,0,0,0,18
"Tim Oermann","Bochum","GER","DF",NA,19,2,0,0,0,8
"Masaya Okugawa","Augsburg","JPN","FW","DF",27,0,0,0,0,0
"Finn Ole Becker","Hoffenheim","GER","MF",NA,23,1,0,0,0,6
"Mathias Olesen","Köln","LUX","MF","FW",22,2,1,1,2,3
"Dani Olmo","RB Leipzig","ESP","MF",NA,25,0,0,0,0,15
"Jonas Omlin","Gladbach","SUI","GK",NA,29,1,0,0,0,0
"Karim Onisiwo","Mainz 05","AUT","FW","MF",31,1,0,0,0,31
"Loïs Openda","RB Leipzig","BEL","FW",NA,23,4,0,0,0,38
"Willi Orban","RB Leipzig","HUN","DF",NA,30,2,0,0,0,16
"Ivan Ordets","Bochum","UKR","DF",NA,31,4,0,0,0,29
"Patrick Osterhage","Bochum","GER","MF",NA,23,5,0,0,0,21
"Salih Özcan","Dortmund","TUR","MF",NA,25,3,0,0,0,22
"Willian Pacho","Eint Frankfurt","ECU","DF",NA,21,7,0,0,0,22
"Gonçalo Paciência","Bochum","POR","FW","MF",28,3,0,0,0,9
"Exequiel Palacios","Leverkusen","ARG","MF",NA,24,6,0,0,0,16
"Antonios Papadopoulos","Dortmund","GER","DF",NA,23,0,0,0,0,1
"Merveille Papela","Mainz 05","GER","MF","DF",22,1,0,0,0,6
"Leart Paqarada","Köln","KVX","DF",NA,28,0,0,0,0,7
"Kevin Paredes","Wolfsburg","USA","FW","MF",20,4,0,0,0,11
"Felix Passlack","Bochum","GER","DF",NA,25,2,1,0,1,14
"Jiří Pavlenka","Werder Bremen","CZE","GK",NA,31,0,0,0,0,0
"Aleksandar Pavlovic","Bayern Munich","GER","MF",NA,19,6,0,0,0,20
"Mads Pedersen","Augsburg","DEN","DF",NA,26,5,1,0,1,34
"Jordan Pefok","Gladbach","USA","FW",NA,27,2,0,0,0,35
"Jordan Pefok","Union Berlin","USA","FW",NA,27,0,0,0,0,2
"Dženan Pejčinović","Wolfsburg","GER","FW",NA,18,1,0,0,0,2
"Pavao Pervan","Wolfsburg","AUT","GK",NA,35,1,0,0,0,0
"Jens Petter Hauge","Eint Frankfurt","NOR","MF","FW",23,0,0,0,0,1
"Luca Pfeiffer","Darmstadt 98","GER","FW","MF",26,3,0,0,0,28
"Patric Pfeiffer","Augsburg","GER","DF",NA,23,0,0,0,0,7
"Maximilian Philipp","Freiburg","GER","FW","MF",29,2,0,0,0,10
"Florian Pick","Heidenheim","GER","MF","FW",27,2,0,0,0,6
"Amos Pieper","Werder Bremen","GER","DF",NA,25,0,0,0,0,5
"Marvin Pieringer","Heidenheim","GER","MF","FW",23,5,0,0,0,38
"Alassane Pléa","Gladbach","FRA","FW","MF",30,1,0,0,0,15
"Ole Pohlmann","Dortmund","GER","MF",NA,22,0,0,0,0,0
"Sebastian Polter","Darmstadt 98","GER","FW",NA,32,0,0,0,0,9
"Yussuf Poulsen","RB Leipzig","DEN","FW",NA,29,0,0,0,0,22
"Grischa Prömel","Hoffenheim","GER","MF",NA,28,10,1,1,2,33
"Gustavo Puerta","Leverkusen","COL","DF","MF",20,0,0,0,0,2
"Luca Raimund","Stuttgart","GER","FW","MF",18,1,0,0,0,2
"Grant Ranos","Gladbach","ARM","MF","FW",20,0,0,0,0,0
"Nicolai Rapp","Werder Bremen","GER","DF",NA,26,1,0,0,0,2
"David Raum","RB Leipzig","GER","DF",NA,25,6,0,0,0,28
"Rocco Reitz","Gladbach","GER","MF",NA,21,2,0,0,0,26
"Marco Reus","Dortmund","GER","MF","FW",34,2,0,0,0,21
"Elvis Rexhbeçaj","Augsburg","KVX","MF",NA,25,4,0,0,0,20
"Gio Reyna","Dortmund","USA","MF","FW",20,1,0,0,0,2
"Marco Richter","Mainz 05","GER","MF","FW",25,3,0,0,0,10
"Clemens Riedel","Darmstadt 98","GER","DF",NA,20,2,0,0,0,10
"Manuel Riemann","Bochum","GER","GK",NA,34,5,0,0,0,2
"Sebastian Rode","Eint Frankfurt","GER","MF",NA,32,0,0,0,0,0
"Rogério","Wolfsburg","BRA","DF",NA,25,0,0,0,0,7
"Merlin Röhl","Freiburg","GER","MF","FW",21,3,1,0,1,35
"Frank Ronstadt","Darmstadt 98","GER","DF","MF",26,0,0,0,0,0
"Anthony Rouault","Stuttgart","FRA","DF",NA,22,3,0,0,0,9
