"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Serge Aurier","Villarreal","CIV","DF",NA,28,4,0,0,0,15
"Ezequiel Ávila","Osasuna","ARG","FW","MF",27,9,1,1,2,31
"Iddrisu Baba","Mallorca","GHA","MF",NA,25,9,0,0,0,42
"Carlos Bacca","Granada","COL","FW",NA,34,3,0,0,0,3
"Édgar Badía","Elche","ESP","GK",NA,29,2,0,0,0,0
"Alejandro Balde","Barcelona","ESP","DF","FW",17,0,0,0,0,4
"Gareth Bale","Real Madrid","WAL","FW",NA,32,2,0,0,0,3
"Mikel Balenziaga","Athletic Club","ESP","DF",NA,33,2,0,0,0,21
"Iván Balliu","Rayo Vallecano","ALB","DF",NA,29,10,1,0,1,42
"Barbero","Osasuna","ESP","FW","MF",22,0,0,0,0,2
"Barcia","Granada","ESP","DF",NA,20,0,0,0,0,0
"Enis Bardhi","Levante","MKD","MF","FW",26,3,0,0,0,33
"Keidi Bare","Espanyol","ALB","MF",NA,23,9,0,0,0,25
"Kike Barja","Osasuna","ESP","MF","FW",24,2,0,0,0,17
"Antonio Barragán","Elche","ESP","DF",NA,34,5,0,0,0,19
"Ander Barrenetxea","Real Sociedad","ESP","FW","MF",19,0,0,0,0,10
"Marc Bartra","Betis","ESP","DF",NA,30,5,0,0,0,21
"Álvaro Bastida","Cádiz","ESP","MF",NA,17,1,0,0,0,1
"Rodrigo Battaglia","Mallorca","ARG","MF",NA,30,4,0,0,0,28
"Jon Bautista","Real Sociedad","ESP","MF",NA,26,0,0,0,0,1
"Bebé","Rayo Vallecano","CPV","FW",NA,31,2,0,0,0,12
"Héctor Bellerín","Betis","ESP","DF",NA,26,2,1,0,1,23
"Fran Beltrán","Celta Vigo","ESP","MF",NA,22,4,0,0,0,17
"Darío Benedetto","Elche","ARG","FW","MF",31,1,0,0,0,3
"Iker Benito","Osasuna","ESP","FW","MF",18,1,0,0,0,1
"Pedro Benito","Cádiz","ESP","FW",NA,21,0,0,0,0,3
"Karim Benzema","Real Madrid","FRA","FW",NA,33,0,0,0,0,13
"Yuri Berchiche","Athletic Club","ESP","DF",NA,31,3,0,0,0,7
"Álex Berenguer","Athletic Club","ESP","MF",NA,26,8,0,0,0,44
"Pedro Bigas","Elche","ESP","DF",NA,30,6,0,0,0,16
"Antonio Blanco","Real Madrid","ESP","MF",NA,21,0,0,0,0,1
"Yassine Bounou","Sevilla","MAR","GK",NA,30,2,0,0,0,0
"Lucas Boyé","Elche","ARG","FW",NA,25,3,0,0,0,39
"Martin Braithwaite","Barcelona","DEN","FW",NA,30,0,0,0,0,5
"Darko Brašanac","Osasuna","SRB","MF",NA,29,8,0,0,0,52
"Claudio Bravo","Betis","CHI","GK",NA,38,2,0,0,0,1
"Yan Brice Eteki","Granada","CMR","MF",NA,23,3,0,0,0,18
"Ante Budimir","Osasuna","CRO","FW",NA,30,3,0,0,0,37
"Sergio Busquets","Barcelona","ESP","MF",NA,33,12,0,0,0,53
"Erick Cabaco","Getafe","URU","DF",NA,26,4,1,1,2,7
"Leandro Cabrera","Espanyol","URU","DF",NA,30,7,0,0,0,32
"Martín Cáceres","Levante","URU","DF",NA,34,2,0,0,0,8
"Cala","Cádiz","ESP","DF",NA,31,8,1,1,2,11
"Calderón","Betis","ESP","DF",NA,21,0,0,0,0,1
"Fernando Calero","Espanyol","ESP","DF",NA,25,3,0,0,0,10
"Víctor Camarasa","Betis","ESP","MF","FW",27,0,0,0,0,2
"Eduardo Camavinga","Real Madrid","FRA","MF",NA,18,8,0,0,0,35
"José Campaña","Levante","ESP","MF",NA,28,6,1,0,1,17
"Sergio Canales","Betis","ESP","FW","MF",30,6,0,0,0,19
"Álex Cantero","Levante","ESP","FW","MF",21,1,0,0,0,13
"Étienne Capoue","Villarreal","FRA","MF",NA,33,9,0,0,0,44
"Isaac Carcelen","Cádiz","ESP","DF","MF",28,2,0,0,0,23
"Cárdenas","Levante","ESP","GK",NA,24,3,0,0,0,0
"Diego Carlos","Sevilla","BRA","DF",NA,28,4,1,1,2,33
"Carmona","Sevilla","ESP","DF",NA,19,0,0,0,0,0
"Yannick Carrasco","Atlético Madrid","BEL","FW","MF",27,5,0,0,0,30
"Guido Carrillo","Elche","ARG","FW",NA,30,3,0,0,0,33
"Dani Carvajal","Real Madrid","ESP","DF",NA,29,1,0,0,0,19
"William Carvalho","Betis","POR","MF",NA,29,6,0,0,0,31
"Casemiro","Real Madrid","BRA","MF",NA,29,11,0,0,0,54
"Kiko Casilla","Elche","ESP","GK",NA,34,3,0,0,0,0
"Catena","Rayo Vallecano","ESP","DF",NA,26,8,0,0,0,26
"Franco Cervi","Celta Vigo","ARG","MF",NA,27,5,0,0,0,22
"Chapela","Cádiz","ESP","MF","FW",22,0,0,0,0,4
"Chema","Getafe","ESP","MF",NA,29,1,1,0,1,2
"Denis Cheryshev","Valencia","RUS","MF","FW",30,1,0,0,0,15
"Samuel Chukwueze","Villarreal","NGA","MF","FW",22,4,0,0,0,11
"Víctor Chust","Cádiz","ESP","DF",NA,21,2,0,0,0,14
"Jasper Cillessen","Valencia","NED","GK",NA,32,1,0,0,0,0
"Pathé Ciss","Rayo Vallecano","SEN","MF",NA,27,5,0,0,0,19
"Carlos Clerc","Levante","ESP","DF",NA,29,6,0,0,0,23
"Coke","Levante","ESP","DF",NA,34,1,0,0,0,4
"Álex Collado","Granada","ESP","MF","FW",22,1,0,0,0,15
"Eray Cömert","Valencia","SUI","DF",NA,23,2,0,0,0,3
"Santi Comesaña","Rayo Vallecano","ESP","MF",NA,24,12,1,1,2,60
"Francis Coquelin","Villarreal","FRA","MF",NA,30,3,0,0,0,23
"Jesús Corona","Sevilla","MEX","FW","DF",28,2,0,0,0,11
"Ángel Correa","Atlético Madrid","ARG","FW","MF",26,3,1,0,1,24
"Thierry Correia","Valencia","POR","DF",NA,22,5,0,0,0,32
"Hélder Costa","Valencia","ANG","MF","FW",27,3,0,0,0,28
"Jaume Costa","Mallorca","ESP","DF",NA,33,5,1,0,1,21
"Thibaut Courtois","Real Madrid","BEL","GK",NA,29,1,0,0,0,1
"Philippe Coutinho","Barcelona","BRA","MF","FW",29,1,0,0,0,7
"Cristo","Real Sociedad","ESP","DF",NA,21,0,0,0,0,1
"Juan Cruz Armada","Osasuna","ESP","DF",NA,29,4,0,0,0,19
"Jorge Cuenca","Getafe","ESP","DF",NA,21,6,2,0,2,33
"Matheus Cunha","Atlético Madrid","BRA","FW",NA,22,3,0,0,0,22
"Arnaut Danjuma","Villarreal","NED","FW",NA,24,1,0,0,0,3
"Sergi Darder","Espanyol","ESP","MF",NA,27,4,0,0,0,28
"Rodrigo De Paul","Atlético Madrid","ARG","MF",NA,27,7,0,0,0,45
"Thomas Delaney","Sevilla","DEN","MF",NA,29,4,1,1,2,26
"Ousmane Dembélé","Barcelona","FRA","FW",NA,24,3,0,0,0,11
"Sergiño Dest","Barcelona","USA","DF","FW",20,2,0,0,0,17
"Boulaye Dia","Villarreal","SEN","FW",NA,24,3,0,0,0,23
"Mouctar Diakhaby","Valencia","GUI","DF",NA,24,11,0,0,0,26
"Víctor Díaz","Granada","ESP","DF",NA,33,5,0,0,0,15
"Landry Dimata","Espanyol","BEL","FW","MF",23,0,0,0,0,14
"Stole Dimitrievski","Rayo Vallecano","MKD","GK",NA,27,0,0,0,0,0
"Matías Dituro","Celta Vigo","ARG","GK",NA,34,1,0,0,0,1
"Djené","Getafe","TOG","DF",NA,29,11,1,0,1,47
"Naïs Djouahra","Real Sociedad","FRA","FW","MF",21,0,0,0,0,3
"Marko Dmitrović","Sevilla","SRB","GK",NA,29,0,0,0,0,0
"Carlos Dominguez","Celta Vigo","ESP","DF",NA,20,1,0,0,0,3
"Mario Dominguez","Valencia","ESP","FW",NA,17,0,0,0,0,1
"John Donald","Elche","ESP","DF",NA,20,0,0,0,0,2
"Domingos Duarte","Granada","POR","DF",NA,26,7,1,0,1,24
"Óscar Duarte","Levante","CRC","DF",NA,32,5,0,0,0,26
"Rubén Duarte","Alavés","ESP","DF",NA,25,12,1,1,2,45
"Unai Dufur","Osasuna","ESP","DF",NA,22,0,0,0,0,1
"Hugo Duro","Getafe","ESP","DF","MF",21,0,0,0,0,1
"Hugo Duro","Valencia","ESP","FW","MF",21,3,1,1,2,29
"Aritz Elustondo","Real Sociedad","ESP","DF",NA,27,3,1,0,1,18
"Adri Embarba","Espanyol","ESP","FW","MF",29,4,0,0,0,30
"Emerson","Barcelona","BRA","DF",NA,22,0,0,0,0,3
"Youssef En-Nesyri","Sevilla","MAR","FW",NA,24,1,0,0,0,11
"Gonzalo Escalante","Alavés","ARG","MF",NA,28,8,1,1,2,25
"Sergio Escudero","Granada","ESP","DF","MF",31,6,0,0,0,14
"Alfonso Espino","Cádiz","URU","DF",NA,29,6,0,0,0,50
"Estanis","Barcelona","ESP","FW",NA,17,0,0,0,0,1
"Pervis Estupiñán","Villarreal","ECU","DF",NA,23,3,0,0,0,24
"Abde Ezzalzouli","Barcelona","MAR","FW",NA,19,4,0,0,0,17
"Radamel Falcao","Rayo Vallecano","COL","FW",NA,35,1,0,0,0,17
"Fali","Cádiz","ESP","DF","MF",27,6,0,0,0,19
"Omar Faraj","Levante","PLE","FW",NA,19,0,0,0,0,1
"Ansu Fati","Barcelona","ESP","FW",NA,18,0,0,0,0,9
"Aleix Febas","Mallorca","ESP","MF",NA,25,1,0,0,0,2
"Peter Federico","Real Madrid","DOM","MF","DF",19,0,0,0,0,0
"Nabil Fekir","Betis","FRA","MF",NA,28,7,1,0,1,65
"Felipe","Atlético Madrid","BRA","DF",NA,32,5,1,0,1,21
"João Félix","Atlético Madrid","POR","FW","MF",21,3,1,1,2,15
"Aitor Fernández","Levante","ESP","GK",NA,30,1,1,0,1,1
"Álex Fernández","Cádiz","ESP","MF",NA,28,2,0,0,0,15
"Fernando","Sevilla","BRA","MF","DF",34,6,0,0,0,16
"Fidel","Elche","ESP","MF",NA,31,9,0,0,0,26
"José Fontán","Celta Vigo","ESP","DF",NA,21,3,0,0,0,10
"Dimitri Foulquier","Granada","FRA","DF",NA,28,0,0,0,0,1
"Dimitri Foulquier","Valencia","FRA","DF",NA,28,11,0,0,0,39
"Juan Foyth","Villarreal","ARG","DF",NA,23,6,1,1,2,39
"Enric Franquesa","Levante","ESP","DF","FW",24,1,0,0,0,7
"Jorge de Frutos","Levante","ESP","MF","FW",24,4,0,0,0,39
"Javi Galán","Celta Vigo","ESP","DF",NA,26,8,0,0,0,54
"Iñigo Ruiz de Galarreta","Mallorca","ESP","MF",NA,27,4,0,0,0,25
"Thiago Galhardo","Celta Vigo","BRA","FW","MF",32,5,0,0,0,21
"Álvaro García","Rayo Vallecano","ESP","FW","MF",28,6,0,0,0,23
"Dani García","Athletic Club","ESP","MF",NA,31,9,0,0,0,44
"David García","Osasuna","ESP","DF",NA,27,8,0,0,0,53
"Eric García","Barcelona","ESP","DF",NA,20,5,1,0,1,34
"Fran Garcia","Rayo Vallecano","ESP","DF",NA,21,4,0,0,0,24
"Manu García","Alavés","ESP","MF",NA,23,3,0,0,0,24
"Raúl García","Athletic Club","ESP","FW",NA,35,3,0,0,0,49
"Rubén García","Osasuna","ESP","MF","FW",28,1,0,0,0,37
"Unai García","Osasuna","ESP","DF",NA,29,5,0,0,0,10
"Mario Gaspar","Villarreal","ESP","DF",NA,30,1,0,0,0,8
"Gavi","Barcelona","ESP","MF","FW",16,11,1,1,2,63
"Bryan Gil","Valencia","ESP","MF","FW",20,3,0,0,0,13
"Óscar Gil","Espanyol","ESP","DF",NA,24,7,0,0,0,36
"Dani Gómez","Levante","ESP","FW",NA,23,1,0,0,0,18
"Maxi Gómez","Valencia","URU","FW",NA,24,7,1,1,2,49
"Moi Gómez","Villarreal","ESP","MF","FW",27,2,0,0,0,22
"Papu Gómez","Sevilla","ARG","FW","MF",33,4,0,0,0,21
"Sergi Gómez","Espanyol","ESP","DF",NA,29,1,1,0,1,11
"Maxime Gonalons","Granada","FRA","MF",NA,32,6,0,0,0,29
"Diego González","Elche","ESP","DF",NA,26,3,1,0,1,25
"Édgar González","Betis","ESP","DF",NA,24,6,0,0,0,21
"Giovanni González","Mallorca","URU","DF",NA,26,1,0,0,0,3
"Nicolás González","Barcelona","ESP","MF",NA,19,6,0,0,0,37
"Roberto González","Betis","ESP","FW","MF",20,0,0,0,0,2
"Gori","Espanyol","ESP","MF",NA,19,1,0,0,0,1
"Andoni Gorosabel","Real Sociedad","ESP","DF",NA,24,4,0,0,0,27
"Jaume Grau","Osasuna","ESP","MF",NA,24,0,0,0,0,0
"Clément Grenier","Mallorca","FRA","MF",NA,30,1,0,0,0,2
"Antoine Griezmann","Barcelona","FRA","FW",NA,30,0,0,0,0,2
"Antoine Griezmann","Atlético Madrid","FRA","FW","MF",30,3,0,0,0,18
"Andrés Guardado","Betis","MEX","MF",NA,34,4,0,0,0,24
"Sergi Guardiola","Rayo Vallecano","ESP","FW",NA,30,3,0,0,0,29
"Nemanja Gudelj","Sevilla","SRB","DF","MF",29,5,0,0,0,15
"Gonçalo Guedes","Valencia","POR","FW","MF",24,3,0,0,0,37
"Ander Guevara","Real Sociedad","ESP","MF",NA,24,2,0,0,0,15
"John Guidetti","Alavés","SWE","FW","MF",29,2,0,0,0,9
"Hugo Guillamón","Valencia","ESP","MF","DF",21,11,2,1,3,71
"Gerard Gumbau","Elche","ESP","MF",NA,26,8,1,0,1,50
"Jon Guridi","Real Sociedad","ESP","MF",NA,26,0,0,0,0,4
"Raúl Guti","Elche","ESP","MF",NA,24,4,1,1,2,16
"Marcos Mauro López Gutiérrez","Cádiz","ARG","DF",NA,30,1,0,0,0,1
"Miguel Gutiérrez","Real Madrid","ESP","DF",NA,20,1,0,0,0,3
"Munir El Haddadi","Sevilla","MAR","FW","MF",25,3,0,0,0,7
"Varazdat Haroyan","Cádiz","ARM","DF",NA,28,9,0,0,0,22
"Eden Hazard","Real Madrid","BEL","FW","MF",30,3,0,0,0,9
"Kike Hermoso","Betis","ESP","DF",NA,21,0,0,0,0,1
"Mario Hermoso","Atlético Madrid","ESP","DF",NA,26,6,1,0,1,26
"Aridane Hernández","Osasuna","ESP","DF",NA,32,1,0,0,0,5
"Luis Hernández","Cádiz","ESP","DF",NA,32,5,0,0,0,9
"Mario Hernández","Rayo Vallecano","ESP","DF","FW",22,3,0,0,0,4
"Héctor Herrera","Atlético Madrid","MEX","MF",NA,31,4,0,0,0,19
"Sergio Herrera","Osasuna","ESP","GK",NA,28,3,0,0,0,0
"Yangel Herrera","Espanyol","VEN","MF",NA,23,7,1,1,2,44
"Matthew Hoppe","Mallorca","USA","FW","MF",20,0,0,0,0,4
"Robert Ibáñez","Osasuna","ESP","MF","FW",28,0,0,0,0,0
"Vicente Iborra","Villarreal","ESP","MF",NA,33,4,0,0,0,19
"Oussama Idrissi","Sevilla","MAR","MF","FW",25,1,0,0,0,4
"Oussama Idrissi","Cádiz","MAR","MF",NA,25,2,0,0,0,10
"Iglesias","Getafe","ESP","DF",NA,23,1,0,0,0,16
"Borja Iglesias","Betis","ESP","FW",NA,28,4,0,0,0,25
"Asier Illarramendi","Real Sociedad","ESP","MF",NA,31,1,0,0,0,4
"Alexander Isak","Real Sociedad","SWE","FW",NA,21,6,0,0,0,32
"Isco","Real Madrid","ESP","MF","FW",29,1,0,0,0,7
"Nicolas Jackson","Villarreal","SEN","FW","MF",20,1,0,0,0,2
"Jakub Jankto","Getafe","CZE","DF","MF",25,1,1,0,1,3
"Adnan Januzaj","Real Sociedad","BEL","FW","MF",26,5,0,0,0,28
"Jason","Alavés","ESP","MF","FW",27,1,0,0,0,13
"Jason","Valencia","ESP","MF","DF",27,2,0,0,0,3
"Luis Javier Suárez","Granada","COL","FW",NA,23,6,0,0,0,40
"Álvaro Jiménez","Cádiz","ESP","MF","FW",26,0,0,0,0,4
"Joaquín","Betis","ESP","FW","MF",40,0,0,0,0,1
"Jofre","Espanyol","ESP","MF","DF",20,0,0,0,0,0
"Frenkie de Jong","Barcelona","NED","MF",NA,24,7,1,1,2,24
"Luuk de Jong","Barcelona","NED","FW",NA,30,1,0,0,0,8
"Joan Jordán","Sevilla","ESP","MF",NA,27,9,0,0,0,54
"Josan","Elche","ESP","DF","MF",31,2,0,0,0,14
"Willian José","Betis","BRA","FW",NA,29,2,0,0,0,12
"Joselu","Alavés","ESP","FW",NA,31,0,0,0,0,43
"Josema","Elche","ESP","DF",NA,25,0,0,0,0,3
"Luka Jović","Real Madrid","SRB","FW",NA,23,1,0,0,0,3
"Miguel Juan Llambrich","Espanyol","ESP","DF",NA,25,0,0,0,0,0
"José Juan Macías","Getafe","MEX","FW","MF",21,1,0,0,0,1
"Juanmi","Betis","ESP","FW",NA,28,5,0,0,0,40
"Lago Junior","Mallorca","CIV","FW","MF",30,0,0,0,0,5
"Vinicius Júnior","Real Madrid","BRA","FW",NA,21,6,0,0,0,34
"Ferran Jutglà","Barcelona","ESP","FW",NA,22,1,0,0,0,4
"Jens Jønsson","Cádiz","DEN","MF",NA,28,3,0,0,0,16
"Lee Kang-in","Mallorca","KOR","MF","FW",20,4,1,1,2,23
"Kiké","Osasuna","ESP","FW",NA,31,2,0,0,0,23
"Koba Koindredi","Valencia","FRA","MF",NA,19,1,0,0,0,8
"Koke","Atlético Madrid","ESP","MF",NA,29,6,0,0,0,29
"Luca Koleosho","Espanyol","ITA","FW",NA,16,0,0,0,0,2
"Geoffrey Kondogbia","Atlético Madrid","CTA","MF","DF",28,13,2,2,4,40
"Jules Koundé","Sevilla","FRA","DF",NA,22,2,2,0,2,15
"Toni Kroos","Real Madrid","GER","MF",NA,31,4,0,0,0,20
"Takefusa Kubo","Mallorca","JPN","FW","MF",20,4,0,0,0,17
"Víctor Laguardia","Alavés","ESP","DF",NA,31,9,0,0,0,21
"Diego Lainez","Betis","MEX","FW",NA,21,0,0,0,0,4
"Érik Lamela","Sevilla","ARG","FW","MF",29,5,0,0,0,21
"Toni Lato","Valencia","ESP","DF",NA,23,5,0,0,0,14
"Robin Le Normand","Real Sociedad","ESP","DF",NA,24,6,0,0,0,37
"Jeremías Ledesma","Cádiz","ARG","GK",NA,28,4,0,0,0,2
"Wu Lei","Espanyol","CHN","FW","MF",29,0,0,0,0,5
"Florian Lejeune","Alavés","FRA","DF",NA,30,9,1,1,2,34
"Iñigo Lekue","Athletic Club","ESP","DF",NA,28,3,0,0,0,19
"Thomas Lemar","Atlético Madrid","FRA","MF",NA,25,2,0,0,0,11
"Ruben Lendinez","Valencia","ESP","DF",NA,18,2,0,0,0,2
"Clément Lenglet","Barcelona","FRA","DF",NA,26,4,0,0,0,19
"Javier Llabrés","Mallorca","ESP","FW","MF",18,0,0,0,0,0
"Marcos Llorente","Atlético Madrid","ESP","MF","DF",26,5,0,0,0,30
"Giovani Lo Celso","Villarreal","ARG","FW","MF",25,3,0,0,0,16
"Julen Lobete","Real Sociedad","ESP","FW","MF",20,0,0,0,0,9
"Renan Lodi","Atlético Madrid","BRA","DF",NA,23,4,0,0,0,21
"David López","Espanyol","ESP","MF","DF",31,1,0,0,0,9
"Diego López","Espanyol","ESP","GK",NA,39,4,0,0,0,0
"Javi López","Alavés","ESP","DF",NA,19,2,0,0,0,6
"Unai López","Rayo Vallecano","ESP","MF",NA,25,5,0,0,0,26
"Mamadou Loum","Alavés","SEN","MF",NA,24,10,0,0,0,50
"Anthony Lozano","Cádiz","HON","FW","MF",28,8,0,0,0,43
"Florentino Luís","Getafe","POR","MF",NA,21,2,0,0,0,18
"José Luis Gayà","Valencia","ESP","DF",NA,26,8,2,1,3,34
"José Luis Morales","Levante","ESP","FW","MF",34,7,0,0,0,28
"Darwin Machís","Granada","VEN","MF","FW",28,2,0,0,0,20
"Pablo Maffeo","Mallorca","ESP","DF",NA,24,10,0,0,0,32
"Nemanja Maksimović","Getafe","SRB","MF",NA,26,5,0,0,0,13
"Hugo Mallo","Celta Vigo","ESP","DF",NA,30,5,2,1,3,38
"Mickael Malsa","Levante","MTQ","MF",NA,25,7,0,0,0,19
"Giorgi Mamardashvili","Valencia","GEO","GK",NA,20,2,0,0,0,0
"Reinildo Mandava","Atlético Madrid","MOZ","DF",NA,27,5,0,0,0,26
"Aïssa Mandi","Villarreal","ALG","DF",NA,29,3,0,0,0,14
"Nikola Maraš","Rayo Vallecano","SRB","DF",NA,25,4,0,0,0,11
"Marcelo","Real Madrid","BRA","DF",NA,33,0,0,0,0,3
"Iván Marcone","Elche","ARG","MF",NA,31,5,0,0,0,12
"Óscar de Marcos","Athletic Club","ESP","DF",NA,32,5,0,0,0,25
"José Mari","Cádiz","ESP","MF",NA,33,3,1,1,2,8
"José María Giménez","Atlético Madrid","URU","DF",NA,26,7,0,0,0,11
"Mariano","Real Madrid","DOM","FW",NA,27,2,0,0,0,2
"Roger Martí","Levante","ESP","FW",NA,30,8,0,0,0,62
"Anthony Martial","Sevilla","FRA","FW","MF",25,1,0,0,0,5
"Martín","Cádiz","ESP","MF",NA,22,1,0,0,0,4
"Ander Martin","Real Sociedad","ESP","FW","MF",20,0,0,0,0,4
"Andrés Martín","Rayo Vallecano","ESP","FW","MF",22,0,0,0,0,3
"Carlos Martín","Atlético Madrid","ESP","DF",NA,19,1,0,0,0,1
"Iván Martín","Alavés","ESP","MF","FW",22,0,0,0,0,2
"Iñigo Martínez","Athletic Club","ESP","DF",NA,30,9,2,1,3,33
"Javi Martínez","Osasuna","ESP","MF","FW",21,1,0,0,0,15
"Pablo Martínez","Levante","ESP","MF",NA,23,2,0,0,0,11
"Omar Mascarell","Elche","EQG","MF",NA,28,6,0,0,0,37
"Jaime Mata","Getafe","ESP","FW",NA,32,7,0,0,0,25
"Luís Maximiano","Granada","POR","GK",NA,22,2,0,0,0,0
"Borja Mayoral","Getafe","ESP","FW",NA,24,3,0,0,0,13
"Jordi Mboula","Mallorca","ESP","FW",NA,22,2,0,0,0,6
"Óscar Melendo","Espanyol","ESP","MF","FW",23,0,0,0,0,9
"Gonzalo Melero","Levante","ESP","MF",NA,27,5,0,0,0,20
"Memphis","Barcelona","NED","FW",NA,27,3,0,0,0,23
"Tomás Mendes","Alavés","ESP","MF",NA,16,0,0,0,0,0
"Brais Méndez","Celta Vigo","ESP","MF",NA,24,8,0,0,0,75
"Édgar Méndez","Alavés","ESP","FW","MF",31,6,0,0,0,50
"Ferland Mendy","Real Madrid","FRA","DF",NA,26,4,0,0,0,15
"Fran Mérida","Espanyol","ESP","MF",NA,31,2,1,0,1,6
"Mikel Merino","Real Sociedad","ESP","MF",NA,25,8,0,0,0,60
"Martín Merquelanz","Rayo Vallecano","ESP","FW","MF",26,0,0,0,0,2
"Matt Miazga","Alavés","USA","DF",NA,26,2,0,0,0,6
"Miguel","Alavés","ESP","FW","MF",21,2,0,0,0,19
"Éder Militão","Real Madrid","BRA","DF",NA,23,5,0,0,0,38
"Luis Milla","Granada","ESP","MF",NA,26,4,0,0,0,26
"Pere Milla","Elche","ESP","MF","FW",28,4,0,0,0,17
"Santi Mina","Celta Vigo","ESP","FW",NA,25,4,0,0,0,53
"Óscar Mingueza","Barcelona","ESP","DF",NA,22,2,0,0,0,12
"Rafa Mir","Sevilla","ESP","FW",NA,24,6,0,0,0,32
"Jorge Miramón","Levante","ESP","DF",NA,32,5,0,0,0,31
"Juan Miranda","Betis","ESP","DF",NA,21,3,0,0,0,13
"Stefan Mitrović","Getafe","SRB","DF",NA,31,8,1,0,1,18
"Luka Modrić","Real Madrid","CRO","MF",NA,35,4,0,0,0,24
"Johan Mojica","Elche","COL","DF",NA,28,4,1,0,1,32
"Jorge Molina","Granada","ESP","FW",NA,39,2,0,0,0,19
"Jon Moncayola","Osasuna","ESP","MF",NA,23,2,0,0,0,20
"Monchu","Granada","ESP","MF",NA,21,3,1,0,1,29
"Gonzalo Montiel","Sevilla","ARG","DF",NA,24,7,0,0,0,9
"Ángel Montoro","Granada","ESP","MF",NA,33,5,0,0,0,29
"Martín Montoya","Betis","ESP","DF",NA,30,2,0,0,0,8
"Alberto Moreno","Villarreal","ESP","MF","DF",29,3,0,0,0,20
"Álex Moreno","Betis","ESP","DF",NA,28,3,1,0,1,33
"Gerard Moreno","Villarreal","ESP","FW",NA,29,2,0,0,0,11
"Tete Morente","Elche","ESP","MF",NA,24,4,0,0,0,32
"Ilaix Moriba","Valencia","GUI","MF",NA,18,9,1,1,2,21
"Manu Morlanes","Espanyol","ESP","MF",NA,22,6,1,0,1,13
"Loren Morón","Espanyol","ESP","FW","MF",27,0,0,0,0,10
"Cristhian Mosquera","Valencia","ESP","DF",NA,17,1,0,0,0,4
"Toni Moya","Alavés","ESP","MF",NA,23,2,0,0,0,27
"Iker Muniain","Athletic Club","ESP","MF",NA,28,3,0,0,0,15
