"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Marco Asensio","Real Madrid","ESP","FW","MF",25,12,8,66.6666666666667,18,18,22.2,8,1,7,12,6,1
"Iago Aspas","Celta Vigo","ESP","FW",NA,33,14,7,50,24,24,16.7,23,2,21,11,19,0
"Pierre-Emerick Aubameyang","Barcelona","GAB","FW",NA,32,2,2,100,5,5,0,9,1,8,2,4,0
"Ludwig Augustinsson","Sevilla","SWE","DF","FW",27,18,14,77.7777777777778,13,13,61.5,10,3,7,5,21,0
"Serge Aurier","Villarreal","CIV","DF",NA,28,14,9,64.2857142857143,7,7,57.1,14,7,7,11,25,0
"Ezequiel Ávila","Osasuna","ARG","FW","MF",27,17,7,41.1764705882353,21,21,33.3,14,2,12,13,15,1
"Iddrisu Baba","Mallorca","GHA","MF",NA,25,57,30,52.6315789473684,43,43,58.1,19,5,14,24,34,1
"Carlos Bacca","Granada","COL","FW",NA,34,4,4,100,3,3,0,5,0,5,1,5,0
"Gareth Bale","Real Madrid","WAL","FW",NA,32,2,1,50,4,4,25,2,0,2,2,1,0
"Mikel Balenziaga","Athletic Club","ESP","DF",NA,33,33,24,72.7272727272727,43,43,58.1,27,4,23,21,79,0
"Iván Balliu","Rayo Vallecano","ALB","DF",NA,29,45,22,48.8888888888889,31,31,61.3,24,5,19,39,64,0
"Enis Bardhi","Levante","MKD","MF","FW",26,29,12,41.3793103448276,35,35,34.3,13,2,11,10,7,0
"Keidi Bare","Espanyol","ALB","MF",NA,23,27,17,62.962962962963,31,31,35.5,20,10,10,15,26,1
"Kike Barja","Osasuna","ESP","MF","FW",24,15,11,73.3333333333333,22,22,36.4,10,1,9,9,4,0
"Antonio Barragán","Elche","ESP","DF",NA,34,21,14,66.6666666666667,17,17,64.7,5,3,2,17,34,0
"Ander Barrenetxea","Real Sociedad","ESP","FW","MF",19,15,10,66.6666666666667,18,18,44.4,7,0,7,2,2,0
"Marc Bartra","Betis","ESP","DF",NA,30,39,14,35.8974358974359,35,35,54.3,39,22,17,33,105,1
"Álvaro Bastida","Cádiz","ESP","MF",NA,17,7,4,57.1428571428571,5,5,80,1,0,1,3,1,0
"Rodrigo Battaglia","Mallorca","ARG","MF",NA,30,32,16,50,30,30,50,21,10,11,10,36,0
"Jon Bautista","Real Sociedad","ESP","MF",NA,26,3,0,0,1,1,0,1,0,1,1,1,0
"Bebé","Rayo Vallecano","CPV","FW",NA,31,6,5,83.3333333333333,16,16,25,18,0,18,3,6,0
"Héctor Bellerín","Betis","ESP","DF",NA,26,52,32,61.5384615384615,44,44,70.5,11,2,9,23,57,1
"Fran Beltrán","Celta Vigo","ESP","MF",NA,22,56,41,73.2142857142857,68,68,41.2,29,5,24,32,39,0
"Darío Benedetto","Elche","ARG","FW","MF",31,5,1,20,6,6,50,4,0,4,1,1,0
"Iker Benito","Osasuna","ESP","FW","MF",18,2,1,50,1,1,0,2,0,2,0,2,0
"Pedro Benito","Cádiz","ESP","FW",NA,21,0,0,NA,1,1,0,0,0,0,0,0,0
"Karim Benzema","Real Madrid","FRA","FW",NA,33,11,9,81.8181818181818,9,9,22.2,10,0,10,4,13,0
"Yuri Berchiche","Athletic Club","ESP","DF",NA,31,25,11,44,14,14,50,19,6,13,13,25,0
"Álex Berenguer","Athletic Club","ESP","MF",NA,26,45,26,57.7777777777778,51,51,21.6,40,2,38,16,20,0
"Pedro Bigas","Elche","ESP","DF",NA,30,24,10,41.6666666666667,20,20,45,21,16,5,18,77,1
"Lucas Boyé","Elche","ARG","FW",NA,25,27,13,48.1481481481481,24,24,37.5,24,1,23,2,23,0
"Darko Brašanac","Osasuna","SRB","MF",NA,29,35,22,62.8571428571429,40,40,35,25,8,17,25,15,0
"Yan Brice Eteki","Granada","CMR","MF",NA,23,6,3,50,7,7,42.9,7,3,4,4,6,1
"Ante Budimir","Osasuna","CRO","FW",NA,30,24,10,41.6666666666667,19,19,31.6,22,4,18,3,16,0
"Sergio Busquets","Barcelona","ESP","MF",NA,33,93,49,52.6881720430108,83,83,55.4,44,8,36,45,31,0
"Erick Cabaco","Getafe","URU","DF",NA,26,2,1,50,5,5,40,5,2,3,4,10,0
"Leandro Cabrera","Espanyol","URU","DF",NA,30,37,24,64.8648648648649,34,34,61.8,32,23,9,44,222,2
"Martín Cáceres","Levante","URU","DF",NA,34,2,2,100,5,5,20,2,2,0,11,16,1
"Cala","Cádiz","ESP","DF",NA,31,9,4,44.4444444444444,17,17,47.1,12,6,6,12,56,0
"Calderón","Betis","ESP","DF",NA,21,2,0,0,3,3,33.3,0,0,0,0,2,0
"Fernando Calero","Espanyol","ESP","DF",NA,25,17,10,58.8235294117647,13,13,61.5,7,2,5,16,63,1
"Víctor Camarasa","Betis","ESP","MF","FW",27,2,1,50,1,1,0,2,1,1,2,2,0
"Eduardo Camavinga","Real Madrid","FRA","MF",NA,18,52,35,67.3076923076923,38,38,52.6,20,2,18,17,14,1
"José Campaña","Levante","ESP","MF",NA,28,27,16,59.2592592592593,32,32,37.5,13,2,11,21,19,1
"Sergio Canales","Betis","ESP","FW","MF",30,24,14,58.3333333333333,35,35,28.6,16,1,15,10,12,0
"Álex Cantero","Levante","ESP","FW","MF",21,6,4,66.6666666666667,8,8,12.5,2,0,2,1,0,0
"Étienne Capoue","Villarreal","FRA","MF",NA,33,44,26,59.0909090909091,28,28,53.6,17,5,12,35,51,0
"Isaac Carcelen","Cádiz","ESP","DF","MF",28,43,29,67.4418604651163,56,56,50,25,6,19,34,42,0
"Cárdenas","Levante","ESP","GK",NA,24,1,1,100,3,3,0,0,0,0,1,19,0
"Diego Carlos","Sevilla","BRA","DF",NA,28,35,24,68.5714285714286,24,24,66.7,48,33,15,24,120,5
"Yannick Carrasco","Atlético Madrid","BEL","FW","MF",27,34,19,55.8823529411765,44,44,43.2,26,5,21,19,12,2
"Guido Carrillo","Elche","ARG","FW",NA,30,7,4,57.1428571428571,13,13,23.1,9,2,7,1,27,0
"Dani Carvajal","Real Madrid","ESP","DF",NA,29,43,28,65.1162790697674,26,26,57.7,22,8,14,20,38,2
"William Carvalho","Betis","POR","MF",NA,29,49,33,67.3469387755102,40,40,37.5,18,7,11,16,20,0
"Casemiro","Real Madrid","BRA","MF",NA,29,79,51,64.5569620253165,67,67,44.8,65,19,46,38,65,3
"Kiko Casilla","Elche","ESP","GK",NA,34,0,0,NA,1,1,0,0,0,0,1,2,2
"Catena","Rayo Vallecano","ESP","DF",NA,26,39,23,58.974358974359,42,42,59.5,26,19,7,30,168,3
"Dani Ceballos","Real Madrid","ESP","MF",NA,24,7,5,71.4285714285714,5,5,20,8,2,6,4,2,0
"Franco Cervi","Celta Vigo","ARG","MF",NA,27,73,41,56.1643835616438,77,77,42.9,38,2,36,21,19,0
"Chapela","Cádiz","ESP","MF","FW",22,4,2,50,4,4,50,6,1,5,4,5,0
"Chema","Getafe","ESP","MF",NA,29,0,0,NA,1,1,0,0,0,0,0,0,0
"Denis Cheryshev","Valencia","RUS","MF","FW",30,14,5,35.7142857142857,15,15,40,9,1,8,9,9,0
"Samuel Chukwueze","Villarreal","NGA","MF","FW",22,13,9,69.2307692307692,6,6,50,7,0,7,5,4,0
"Víctor Chust","Cádiz","ESP","DF",NA,21,19,10,52.6315789473684,17,17,64.7,20,8,12,16,87,0
"Jasper Cillessen","Valencia","NED","GK",NA,32,0,0,NA,1,1,0,0,0,0,1,6,0
"Pathé Ciss","Rayo Vallecano","SEN","MF",NA,27,31,15,48.3870967741936,26,26,46.2,16,6,10,30,27,0
"Carlos Clerc","Levante","ESP","DF",NA,29,35,17,48.5714285714286,19,19,36.8,8,3,5,26,32,1
"Coke","Levante","ESP","DF",NA,34,3,2,66.6666666666667,4,4,75,1,0,1,2,7,0
"Álex Collado","Granada","ESP","MF","FW",22,27,12,44.4444444444444,31,31,38.7,28,2,26,6,11,0
"Eray Cömert","Valencia","SUI","DF",NA,23,5,3,60,6,6,50,3,2,1,2,6,0
"Santi Comesaña","Rayo Vallecano","ESP","MF",NA,24,87,56,64.367816091954,104,104,38.5,46,6,40,33,30,0
"Francis Coquelin","Villarreal","FRA","MF",NA,30,26,17,65.3846153846154,20,20,55,15,5,10,19,11,0
"Jesús Corona","Sevilla","MEX","FW","DF",28,12,7,58.3333333333333,6,6,50,4,0,4,8,6,0
"Ángel Correa","Atlético Madrid","ARG","FW","MF",26,16,8,50,29,29,24.1,25,2,23,10,4,0
"Thierry Correia","Valencia","POR","DF",NA,22,35,23,65.7142857142857,29,29,48.3,20,5,15,19,27,0
"Hélder Costa","Valencia","ANG","MF","FW",27,27,16,59.2592592592593,41,41,34.1,12,1,11,3,9,0
"Jaume Costa","Mallorca","ESP","DF",NA,33,35,26,74.2857142857143,31,31,74.2,22,7,15,23,55,0
"Thibaut Courtois","Real Madrid","BEL","GK",NA,29,1,0,0,2,2,50,0,0,0,0,9,1
"Philippe Coutinho","Barcelona","BRA","MF","FW",29,6,3,50,11,11,27.3,3,0,3,4,3,0
"Juan Cruz Armada","Osasuna","ESP","DF",NA,29,28,21,75,16,16,50,15,12,3,16,58,1
"Jorge Cuenca","Getafe","ESP","DF",NA,21,46,32,69.5652173913043,28,28,75,29,14,15,39,155,0
"Matheus Cunha","Atlético Madrid","BRA","FW",NA,22,19,12,63.1578947368421,20,20,25,18,2,16,6,9,0
"Arnaut Danjuma","Villarreal","NED","FW",NA,24,7,6,85.7142857142857,4,4,50,5,0,5,2,3,0
"Sergi Darder","Espanyol","ESP","MF",NA,27,45,22,48.8888888888889,54,54,33.3,16,1,15,26,32,1
"Rodrigo De Paul","Atlético Madrid","ARG","MF",NA,27,55,30,54.5454545454545,60,60,50,24,3,21,21,17,2
"Thomas Delaney","Sevilla","DEN","MF",NA,29,41,24,58.5365853658537,30,30,53.3,19,10,9,13,35,0
"Ousmane Dembélé","Barcelona","FRA","FW",NA,24,24,16,66.6666666666667,23,23,30.4,8,0,8,8,3,0
"Yusuf Demir","Barcelona","AUT","FW",NA,18,3,1,33.3333333333333,5,5,40,1,0,1,2,1,0
"Sergiño Dest","Barcelona","USA","DF","FW",20,32,15,46.875,18,18,72.2,22,4,18,2,18,0
"Boulaye Dia","Villarreal","SEN","FW",NA,24,8,6,75,5,5,40,6,1,5,5,4,0
"Mouctar Diakhaby","Valencia","GUI","DF",NA,24,35,24,68.5714285714286,23,23,56.5,29,17,12,30,87,3
"Víctor Díaz","Granada","ESP","DF",NA,33,23,15,65.2173913043478,25,25,48,19,11,8,17,71,1
"Landry Dimata","Espanyol","BEL","FW","MF",23,2,2,100,4,4,25,0,0,0,1,7,0
"Djené","Getafe","TOG","DF",NA,29,44,26,59.0909090909091,34,34,67.6,24,5,19,59,109,2
"Naïs Djouahra","Real Sociedad","FRA","FW","MF",21,7,3,42.8571428571429,8,8,50,3,0,3,2,2,0
"Carlos Dominguez","Celta Vigo","ESP","DF",NA,20,4,1,25,6,6,66.7,2,1,1,4,21,0
"John Donald","Elche","ESP","DF",NA,20,7,4,57.1428571428571,8,8,62.5,5,3,2,3,3,0
"Domingos Duarte","Granada","POR","DF",NA,26,18,14,77.7777777777778,11,11,54.5,27,20,7,22,82,0
"Óscar Duarte","Levante","CRC","DF",NA,32,18,8,44.4444444444444,23,23,34.8,18,9,9,24,102,0
"Rubén Duarte","Alavés","ESP","DF",NA,25,76,47,61.8421052631579,85,85,50.6,40,6,34,57,82,0
"Hugo Duro","Valencia","ESP","FW","MF",21,25,19,76,38,38,39.5,24,2,22,4,20,1
"Aritz Elustondo","Real Sociedad","ESP","DF",NA,27,21,14,66.6666666666667,20,20,50,19,13,6,29,86,0
"Adri Embarba","Espanyol","ESP","FW","MF",29,44,29,65.9090909090909,69,69,37.7,35,3,32,19,30,0
"Emerson","Barcelona","BRA","DF",NA,22,3,3,100,2,2,50,1,0,1,2,1,0
"Youssef En-Nesyri","Sevilla","MAR","FW",NA,24,10,5,50,11,11,36.4,9,1,8,4,18,0
"Gonzalo Escalante","Alavés","ARG","MF",NA,28,30,14,46.6666666666667,34,34,38.2,27,2,25,21,28,0
"Aarón Escandell","Granada","ESP","GK",NA,25,0,0,NA,1,1,0,0,0,0,0,4,0
"Sergio Escudero","Granada","ESP","DF","MF",31,46,24,52.1739130434783,54,54,48.1,18,3,15,26,35,0
"Alfonso Espino","Cádiz","URU","DF",NA,29,107,63,58.8785046728972,112,112,39.3,45,10,35,54,87,1
"Estanis","Barcelona","ESP","FW",NA,17,1,1,100,1,1,100,0,0,0,0,0,0
"Pervis Estupiñán","Villarreal","ECU","DF",NA,23,36,22,61.1111111111111,24,24,70.8,13,5,8,25,29,2
"Abde Ezzalzouli","Barcelona","MAR","FW",NA,19,17,9,52.9411764705882,8,8,62.5,3,0,3,9,0,0
"Radamel Falcao","Rayo Vallecano","COL","FW",NA,35,2,1,50,4,4,25,4,1,3,2,11,0
"Fali","Cádiz","ESP","DF","MF",27,32,19,59.375,32,32,53.1,26,16,10,24,82,0
"Omar Faraj","Levante","PLE","FW",NA,19,1,0,0,1,1,100,0,0,0,0,0,0
"Ansu Fati","Barcelona","ESP","FW",NA,18,3,2,66.6666666666667,1,1,100,4,0,4,1,0,0
"Aleix Febas","Mallorca","ESP","MF",NA,25,4,1,25,4,4,50,0,0,0,0,0,0
"Nabil Fekir","Betis","FRA","MF",NA,28,43,29,67.4418604651163,36,36,19.4,14,0,14,7,7,0
"Felipe","Atlético Madrid","BRA","DF",NA,32,20,15,75,18,18,44.4,17,11,6,28,77,0
"João Félix","Atlético Madrid","POR","FW","MF",21,5,2,40,5,5,20,4,1,3,7,8,0
"Aitor Fernández","Levante","ESP","GK",NA,30,2,1,50,2,2,100,0,0,0,0,7,0
"Álex Fernández","Cádiz","ESP","MF",NA,28,47,31,65.9574468085106,61,61,34.4,30,7,23,30,31,0
"Fernando","Sevilla","BRA","MF","DF",34,24,17,70.8333333333333,33,33,36.4,21,13,8,29,32,2
"Fidel","Elche","ESP","MF",NA,31,44,23,52.2727272727273,57,57,24.6,9,1,8,7,20,0
"José Fontán","Celta Vigo","ESP","DF",NA,21,5,3,60,5,5,20,3,1,2,10,10,0
"Dimitri Foulquier","Granada","FRA","DF",NA,28,0,0,NA,1,1,0,2,1,1,1,2,0
"Dimitri Foulquier","Valencia","FRA","DF",NA,28,36,17,47.2222222222222,34,34,61.8,19,3,16,29,49,0
"Juan Foyth","Villarreal","ARG","DF",NA,23,69,49,71.0144927536232,47,47,74.5,29,7,22,20,50,0
"Enric Franquesa","Levante","ESP","DF","FW",24,5,3,60,1,1,0,4,0,4,7,11,0
"Jorge de Frutos","Levante","ESP","MF","FW",24,33,15,45.4545454545455,51,51,19.6,11,1,10,12,13,0
"Javi Galán","Celta Vigo","ESP","DF",NA,26,108,66,61.1111111111111,99,99,42.4,48,8,40,45,52,0
"Iñigo Ruiz de Galarreta","Mallorca","ESP","MF",NA,27,40,21,52.5,30,30,46.7,16,2,14,20,21,0
"Thiago Galhardo","Celta Vigo","BRA","FW","MF",32,12,6,50,12,12,16.7,15,2,13,6,9,0
"Álvaro García","Rayo Vallecano","ESP","FW","MF",28,42,23,54.7619047619048,35,35,22.9,27,3,24,42,24,0
"Dani García","Athletic Club","ESP","MF",NA,31,36,22,61.1111111111111,47,47,29.8,27,10,17,24,41,1
"David García","Osasuna","ESP","DF",NA,27,28,14,50,22,22,54.5,27,21,6,52,168,0
"Eric García","Barcelona","ESP","DF",NA,20,27,18,66.6666666666667,26,26,42.3,22,12,10,44,53,3
"Fran Garcia","Rayo Vallecano","ESP","DF",NA,21,60,35,58.3333333333333,73,73,53.4,34,8,26,45,53,0
"Manu García","Alavés","ESP","MF",NA,23,18,9,50,27,27,33.3,8,2,6,13,4,0
"Raúl García","Athletic Club","ESP","FW",NA,35,27,17,62.962962962963,36,36,22.2,30,4,26,9,21,0
"Rubén García","Osasuna","ESP","MF","FW",28,43,26,60.4651162790698,49,49,32.7,31,4,27,24,16,0
"Unai García","Osasuna","ESP","DF",NA,29,21,12,57.1428571428571,17,17,82.4,19,11,8,22,78,0
"Mario Gaspar","Villarreal","ESP","DF",NA,30,10,4,40,10,10,60,6,3,3,6,15,0
"Gavi","Barcelona","ESP","MF","FW",16,38,18,47.3684210526316,33,33,27.3,36,0,36,25,13,0
"Bryan Gil","Valencia","ESP","MF","FW",20,13,8,61.5384615384615,13,13,15.4,13,0,13,1,4,0
"Óscar Gil","Espanyol","ESP","DF",NA,24,52,35,67.3076923076923,46,46,54.3,33,9,24,19,33,2
"Mario Gila","Real Madrid","ESP","DF",NA,20,1,0,0,1,1,0,0,0,0,1,1,0
"Dani Gómez","Levante","ESP","FW",NA,23,7,4,57.1428571428571,12,12,33.3,3,0,3,3,5,0
"Maxi Gómez","Valencia","URU","FW",NA,24,5,3,60,8,8,62.5,5,1,4,3,22,0
"Moi Gómez","Villarreal","ESP","MF","FW",27,15,7,46.6666666666667,17,17,29.4,5,0,5,6,6,0
"Papu Gómez","Sevilla","ARG","FW","MF",33,19,11,57.8947368421053,35,35,25.7,15,2,13,7,12,2
"Sergi Gómez","Espanyol","ESP","DF",NA,29,33,24,72.7272727272727,27,27,66.7,33,23,10,40,125,2
"Maxime Gonalons","Granada","FRA","MF",NA,32,43,28,65.1162790697674,39,39,35.9,33,10,23,18,29,0
"Diego González","Elche","ESP","DF",NA,26,25,16,64,16,16,56.3,21,13,8,19,87,0
"Édgar González","Betis","ESP","DF",NA,24,25,19,76,24,24,70.8,17,11,6,23,82,0
"Giovanni González","Mallorca","URU","DF",NA,26,9,3,33.3333333333333,5,5,60,7,2,5,4,14,0
"Nicolás González","Barcelona","ESP","MF",NA,19,31,20,64.5161290322581,27,27,40.7,12,0,12,6,12,0
"Roberto González","Betis","ESP","FW","MF",20,5,4,80,6,6,66.7,5,0,5,1,1,0
"Andoni Gorosabel","Real Sociedad","ESP","DF",NA,24,47,31,65.9574468085106,47,47,53.2,16,3,13,18,49,0
"Jaume Grau","Osasuna","ESP","MF",NA,24,1,1,100,1,1,0,0,0,0,0,0,0
"Antoine Griezmann","Barcelona","FRA","FW",NA,30,13,5,38.4615384615385,6,6,33.3,4,0,4,3,5,0
"Antoine Griezmann","Atlético Madrid","FRA","FW","MF",30,30,14,46.6666666666667,32,32,37.5,18,1,17,7,18,0
"Andrés Guardado","Betis","MEX","MF",NA,34,30,13,43.3333333333333,34,34,38.2,18,4,14,21,29,1
"Sergi Guardiola","Rayo Vallecano","ESP","FW",NA,30,10,9,90,21,21,4.8,14,2,12,4,17,0
"Nemanja Gudelj","Sevilla","SRB","DF","MF",29,16,7,43.75,8,8,62.5,14,9,5,22,37,0
"Gonçalo Guedes","Valencia","POR","FW","MF",24,21,14,66.6666666666667,22,22,9.1,14,0,14,9,1,0
"Ander Guevara","Real Sociedad","ESP","MF",NA,24,18,13,72.2222222222222,17,17,58.8,12,6,6,12,8,0
"John Guidetti","Alavés","SWE","FW","MF",29,2,1,50,1,1,0,1,0,1,0,0,0
"Hugo Guillamón","Valencia","ESP","MF","DF",21,43,27,62.7906976744186,44,44,40.9,26,10,16,30,53,1
"Gerard Gumbau","Elche","ESP","MF",NA,26,46,19,41.304347826087,51,51,43.1,18,4,14,23,25,0
"Jon Guridi","Real Sociedad","ESP","MF",NA,26,5,3,60,4,4,25,3,1,2,3,4,0
"Raúl Guti","Elche","ESP","MF",NA,24,25,15,60,30,30,33.3,9,3,6,25,7,0
"Marcos Mauro López Gutiérrez","Cádiz","ARG","DF",NA,30,1,0,0,2,2,0,2,1,1,1,9,0
"Miguel Gutiérrez","Real Madrid","ESP","DF",NA,20,7,5,71.4285714285714,5,5,60,0,0,0,2,2,0
"Munir El Haddadi","Sevilla","MAR","FW","MF",25,8,4,50,8,8,25,7,1,6,5,2,0
"Varazdat Haroyan","Cádiz","ARM","DF",NA,28,31,21,67.741935483871,29,29,65.5,22,12,10,15,62,0
"Eden Hazard","Real Madrid","BEL","FW","MF",30,6,3,50,7,7,42.9,3,0,3,2,0,0
"Kike Hermoso","Betis","ESP","DF",NA,21,2,1,50,2,2,100,2,1,1,0,5,1
"Mario Hermoso","Atlético Madrid","ESP","DF",NA,26,30,15,50,38,38,52.6,18,3,15,29,49,2
"Aridane Hernández","Osasuna","ESP","DF",NA,32,12,9,75,13,13,23.1,11,9,2,20,71,0
"Luis Hernández","Cádiz","ESP","DF",NA,32,9,5,55.5555555555556,8,8,62.5,5,3,2,16,34,0
"Mario Hernández","Rayo Vallecano","ESP","DF","FW",22,10,4,40,9,9,55.6,1,0,1,4,7,0
"Héctor Herrera","Atlético Madrid","MEX","MF",NA,31,16,8,50,20,20,35,13,2,11,12,16,0
"Sergio Herrera","Osasuna","ESP","GK",NA,28,3,2,66.6666666666667,6,6,50,1,0,1,1,18,0
"Yangel Herrera","Espanyol","VEN","MF",NA,23,41,31,75.609756097561,39,39,46.2,27,5,22,19,33,1
"Matthew Hoppe","Mallorca","USA","FW","MF",20,1,0,0,3,3,0,0,0,0,0,0,0
"Robert Ibáñez","Osasuna","ESP","MF","FW",28,3,3,100,2,2,50,1,0,1,1,1,0
"Vicente Iborra","Villarreal","ESP","MF",NA,33,19,10,52.6315789473684,24,24,50,11,5,6,11,27,1
"Oussama Idrissi","Sevilla","MAR","MF","FW",25,1,0,0,1,1,0,1,0,1,1,1,0
"Oussama Idrissi","Cádiz","MAR","MF",NA,25,8,4,50,15,15,26.7,8,0,8,3,5,0
"Iglesias","Getafe","ESP","DF",NA,23,19,10,52.6315789473684,17,17,41.2,8,2,6,10,28,0
"Borja Iglesias","Betis","ESP","FW",NA,28,6,4,66.6666666666667,8,8,0,11,1,10,4,7,0
"Asier Illarramendi","Real Sociedad","ESP","MF",NA,31,9,5,55.5555555555556,10,10,10,5,1,4,4,12,0
"Alexander Isak","Real Sociedad","SWE","FW",NA,21,7,4,57.1428571428571,12,12,16.7,14,2,12,3,10,0
"Isco","Real Madrid","ESP","MF","FW",29,9,5,55.5555555555556,12,12,41.7,1,0,1,2,1,0
"Jakub Jankto","Getafe","CZE","DF","MF",25,11,7,63.6363636363636,17,17,58.8,4,0,4,4,7,0
"Adnan Januzaj","Real Sociedad","BEL","FW","MF",26,17,11,64.7058823529412,24,24,37.5,15,3,12,12,15,0
"Jason","Alavés","ESP","MF","FW",27,11,7,63.6363636363636,20,20,35,7,0,7,7,5,0
"Jason","Valencia","ESP","MF","DF",27,4,1,25,1,1,0,2,0,2,1,1,0
"Luis Javier Suárez","Granada","COL","FW",NA,23,26,14,53.8461538461538,27,27,29.6,25,3,22,6,23,0
"Álvaro Jiménez","Cádiz","ESP","MF","FW",26,6,3,50,7,7,57.1,3,0,3,3,0,0
"Joaquín","Betis","ESP","FW","MF",40,6,2,33.3333333333333,8,8,37.5,5,2,3,3,10,0
"Jofre","Espanyol","ESP","MF","DF",20,1,1,100,1,1,100,0,0,0,0,0,0
"Frenkie de Jong","Barcelona","NED","MF",NA,24,35,19,54.2857142857143,23,23,52.2,19,5,14,20,16,0
"Luuk de Jong","Barcelona","NED","FW",NA,30,9,7,77.7777777777778,2,2,50,4,0,4,0,12,0
"Joan Jordán","Sevilla","ESP","MF",NA,27,61,30,49.1803278688525,65,65,43.1,27,6,21,30,18,1
"Josan","Elche","ESP","DF","MF",31,36,22,61.1111111111111,44,44,59.1,11,4,7,10,21,0
"Willian José","Betis","BRA","FW",NA,29,15,13,86.6666666666667,8,8,25,10,2,8,3,16,0
"Joselu","Alavés","ESP","FW",NA,31,16,11,68.75,25,25,28,21,4,17,7,45,0
"Josema","Elche","ESP","DF",NA,25,3,2,66.6666666666667,2,2,0,1,1,0,0,11,0
"Luka Jović","Real Madrid","SRB","FW",NA,23,1,1,100,1,1,0,3,0,3,1,4,0
"José Juan Macías","Getafe","MEX","FW","MF",21,1,0,0,1,1,0,1,0,1,1,0,0
