"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Andrea Conti","Sampdoria","ITA","DF","MF",27,0,1,0,0,4,1,25,0.25,1,12.4,0,2,1,1,0,0,0
"Andrea Conti","Sampdoria","ITA","DF","MF",27,0,1,0,0,4,1,25,0.25,1,12.4,0,0,0,0,0,0,0
"Andrea Favilli","Genoa","ITA","FW",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andrea La Mantia","Empoli","ITA","FW","MF",30,0,2,0,0,17,3,17.6,0.12,0.67,11.1,0,13,9,4,3,1,2
"Andrea Masiello","Genoa","ITA","DF",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Andrea Petagna","Napoli","ITA","FW",NA,26,1,4,0,0,13,6,46.2,0.23,0.5,13.7,0,14,10,4,1,1,0
"Andrea Pinamonti","Empoli","ITA","FW",NA,22,2,15,4,4,86,23,26.7,0.1,0.39,15.7,1,72,43,29,7,4,3
"Andrea Ranocchia","Inter","ITA","DF",NA,33,0,0,0,0,2,1,50,0,0,7.3,0,4,4,0,1,1,0
"Andrea Schiavone","Salernitana","ITA","MF",NA,28,0,1,0,0,2,1,50,0.5,1,12.4,0,17,6,11,0,0,0
"Andreas Skov Olsen","Bologna","DEN","FW","DF",21,2,2,0,0,7,2,28.6,0,0,14.3,0,23,17,6,6,3,3
"Andrei Motoc","Salernitana","MDA","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ante Rebić","Milan","CRO","FW",NA,27,2,4,0,0,30,6,20,0.07,0.33,16.4,0,51,36,15,3,2,1
"Antonín Barák","Hellas Verona","CZE","MF","FW",26,4,15,4,4,47,20,42.6,0.15,0.35,15.7,2,70,57,13,9,6,3
"Antonio Candreva","Sampdoria","ITA","MF","FW",34,10,17,2,1,72,19,26.4,0.08,0.32,21.9,4,139,84,55,16,10,6
"Antonio Raimondo","Bologna","ITA","FW",NA,17,0,0,0,0,2,1,50,0,0,16.2,0,1,1,0,0,0,0
"Antonio Sanabria","Torino","PAR","FW",NA,25,1,7,0,0,49,19,38.8,0.12,0.32,12.5,1,35,24,11,5,1,4
"Antonio Vacca","Venezia","ITA","MF",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,14,11,3,0,0,0
"Ardian Ismajli","Empoli","ALB","DF",NA,24,0,0,0,0,5,1,20,0,0,14.6,0,11,9,2,0,0,0
"Arkadiusz Reca","Spezia","POL","DF",NA,26,2,2,0,0,8,4,50,0,0,20.8,0,29,23,6,3,2,1
"Armando Izzo","Torino","ITA","DF",NA,29,0,0,0,0,5,3,60,0,0,8.7,0,4,1,3,0,0,0
"Arnór Sigurðsson","Venezia","ISL","FW","MF",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Arthur Cabral","Fiorentina","BRA","FW",NA,23,2,4,0,0,23,8,34.8,0.09,0.25,9.9,0,17,10,7,5,3,2
"Arthur Melo","Juventus","BRA","MF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18,15,3,1,1,0
"Arthur Theate","Bologna","BEL","DF",NA,21,1,3,0,0,21,6,28.6,0.1,0.33,16.7,0,24,23,1,4,4,0
"Arturo Vidal","Inter","CHI","MF",NA,34,1,2,0,0,18,8,44.4,0.06,0.13,17.2,0,33,27,6,5,5,0
"Aurélien Nguiamba","Spezia","FRA","MF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Axel Tuanzebe","Napoli","COD","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Bartłomiej Drągowski","Fiorentina","POL","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bartosz Bereszyński","Sampdoria","POL","DF",NA,29,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,54,39,15,7,4,3
"Ben Lhassine Kone","Torino","CIV","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Berat Djimsiti","Atalanta","ALB","DF",NA,28,1,2,0,0,18,3,16.7,0.06,0.33,13.6,0,23,16,7,2,2,0
"Beto","Udinese","GNB","FW",NA,23,0,11,0,0,64,26,40.6,0.17,0.42,13.5,0,49,31,18,3,1,2
"Bjarki Bjarkason","Venezia","ISL","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Boris Radunović","Cagliari","SRB","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Borja Mayoral","Roma","ESP","FW","DF",24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Bosko Sutalo","Hellas Verona","CRO","DF",NA,21,0,0,0,0,5,1,20,0,0,18.5,0,6,6,0,1,1,0
"Brahim Díaz","Milan","MAR","MF",NA,21,3,6,0,0,30,6,20,0.1,0.5,17,0,78,61,17,10,7,3
"Bram Nuytinck","Udinese","NED","DF",NA,31,0,1,0,0,10,3,30,0.1,0.33,8.9,0,10,7,3,2,1,1
"Brandon Soppy","Udinese","FRA","DF","MF",19,0,0,0,0,6,2,33.3,0,0,12,0,15,7,8,2,0,2
"Brian Oddei","Sassuolo","ITA","FW",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Bryan Cristante","Roma","ITA","MF",NA,26,0,2,0,0,40,5,12.5,0.05,0.4,17,0,62,52,10,1,0,1
"Bryan Reynolds","Roma","USA","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Caleb Ekuban","Genoa","GHA","FW","MF",27,2,3,0,0,38,7,18.4,0.03,0.14,14.7,0,38,28,10,5,3,2
"Carles Pérez","Roma","ESP","MF","FW",23,1,2,0,0,27,8,29.6,0.04,0.13,21.8,1,38,18,20,2,2,0
"Carlo Pinsoglio","Juventus","ITA","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Cedric Gondo","Salernitana","CIV","FW",NA,24,0,1,0,0,19,8,42.1,0.05,0.13,15.8,0,23,18,5,2,0,2
"Charalambos Lykogiannis","Cagliari","GRE","DF","FW",27,0,1,0,0,22,7,31.8,0.05,0.14,22.9,6,27,14,13,0,0,0
"Chris Smalling","Roma","ENG","DF",NA,31,0,3,0,0,10,3,30,0.3,1,8.1,0,8,6,2,1,1,0
"Christian Oliva","Cagliari","URU","MF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Christos Kourfalidis","Cagliari","GRE","MF","FW",18,0,0,0,0,1,1,100,0,0,8.6,0,2,2,0,0,0,0
"Ciprian Tătărușanu","Milan","ROU","GK",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ciro Immobile","Lazio","ITA","FW",NA,31,2,29,9,7,109,50,45.9,0.18,0.4,15.4,0,72,53,19,15,9,6
"Cristian Ansaldi","Torino","ARG","DF",NA,34,3,3,0,0,7,1,14.3,0,0,18.4,0,29,22,7,6,5,1
"Cristian Molinaro","Venezia","ITA","DF",NA,38,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,14,12,2,1,1,0
"Cristian Volpato","Roma","ITA","FW","MF",17,0,1,0,0,1,1,100,1,1,16.2,0,4,4,0,1,1,0
"Cristiano Biraghi","Fiorentina","ITA","DF",NA,28,1,5,2,1,36,16,44.4,0.08,0.19,25.4,14,126,64,62,8,5,3
"Cristiano Ronaldo","Juventus","POR","FW",NA,36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Daan Heymans","Venezia","BEL","MF","FW",22,1,1,0,0,3,1,33.3,0,0,14.5,0,6,6,0,1,1,0
"Dalbert Henrique","Cagliari","BRA","DF","MF",27,2,2,0,0,10,1,10,0,0,17.3,0,57,41,16,5,3,2
"Damir Ceter","Cagliari","COL","FW",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Daniel Bessa","Hellas Verona","ITA","MF",NA,28,1,2,0,0,10,2,20,0.1,0.5,25.7,0,26,25,1,4,4,0
"Daniel Maldini","Milan","ITA","MF",NA,19,0,1,0,0,3,1,33.3,0.33,1,13.4,0,1,1,0,0,0,0
"Daniele Baselli","Torino","ITA","MF","FW",29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Daniele Baselli","Torino","ITA","MF","FW",29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,15,8,7,1,0,1
"Daniele Baselli","Cagliari","ITA","MF",NA,29,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Daniele Baselli","Cagliari","ITA","MF",NA,29,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,15,8,7,1,0,1
"Daniele Padelli","Udinese","ITA","GK",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Daniele Rugani","Juventus","ITA","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Daniele Verde","Spezia","ITA","FW","MF",25,6,14,2,1,51,21,41.2,0.14,0.33,22.8,9,79,48,31,11,7,4
"Danilo","Juventus","BRA","DF","MF",30,2,3,0,0,13,3,23.1,0.08,0.33,21.1,0,39,33,6,3,2,1
"Danilo Cataldi","Lazio","ITA","MF",NA,26,2,3,0,0,12,4,33.3,0.08,0.25,28,3,39,25,14,3,2,1
"Danilo D'Ambrosio","Inter","ITA","DF",NA,32,1,2,0,0,14,3,21.4,0.07,0.33,9.5,0,11,9,2,3,3,0
"Darko Lazović","Hellas Verona","SRB","DF",NA,30,7,8,0,0,46,10,21.7,0.02,0.1,17.9,1,91,79,12,11,11,0
"David Okereke","Venezia","NGA","FW","MF",23,0,7,0,0,40,19,47.5,0.18,0.37,15.6,0,43,29,14,7,4,3
"David Ospina","Napoli","COL","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"David Schnegg","Venezia","AUT","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Dávid Strelec","Spezia","SVK","FW","MF",20,0,1,0,0,4,3,75,0.25,0.33,14,0,14,13,1,1,1,0
"David Zima","Torino","CZE","DF",NA,20,0,0,0,0,6,3,50,0,0,11.7,0,9,8,1,0,0,0
"Davide Biraschi","Genoa","ITA","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,1,0,0,0
"Davide Calabria","Milan","ITA","DF",NA,24,2,4,0,0,36,8,22.2,0.06,0.25,20.6,0,47,32,15,6,3,3
"Davide Faraoni","Hellas Verona","ITA","DF",NA,29,5,9,0,0,30,9,30,0.13,0.44,14.1,0,47,35,12,8,7,1
"Davide Frattesi","Sassuolo","ITA","MF",NA,21,3,7,0,0,67,20,29.9,0.06,0.2,17.3,0,88,67,21,8,4,4
"Davide Marfella","Napoli","ITA","GK",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Davide Zappacosta","Atalanta","ITA","DF",NA,29,5,6,0,0,37,5,13.5,0.03,0.2,18.2,0,72,51,21,8,6,2
"Dejan Kulusevski","Juventus","SWE","FW","MF",21,3,4,0,0,18,6,33.3,0.06,0.17,15.1,0,25,17,8,5,3,2
"Demba Seck","Torino","SEN","MF","FW",20,0,0,0,0,4,3,75,0,0,18.4,0,5,2,3,0,0,0
"Denis Vavro","Lazio","SVK","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Denis Zakaria","Juventus","SUI","MF",NA,24,1,2,0,0,9,4,44.4,0.11,0.25,17.8,0,9,5,4,1,1,0
"Dennis Johnsen","Venezia","NOR","FW","MF",23,2,3,0,0,14,5,35.7,0.07,0.2,16.5,0,32,28,4,3,3,0
"Dennis Praet","Torino","BEL","MF",NA,27,2,4,0,0,24,8,33.3,0.08,0.25,17.4,0,50,42,8,4,3,1
"Denso Kasius","Bologna","NED","DF","FW",18,0,0,0,0,2,1,50,0,0,22.2,0,7,6,1,0,0,0
"Denzel Dumfries","Inter","NED","DF",NA,25,4,9,0,0,38,17,44.7,0.13,0.29,11.3,0,63,49,14,7,5,2
"Destiny Udogie","Udinese","ITA","DF",NA,18,3,8,0,0,27,12,44.4,0.19,0.42,13.2,0,75,54,21,8,5,3
"Diego Coppola","Hellas Verona","ITA","DF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Diego Demme","Napoli","GER","MF",NA,29,0,1,0,0,2,1,50,0.5,1,13.3,0,23,19,4,1,1,0
"Diego Falcinelli","Bologna","ITA","FW",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Diego Farias","Cagliari","BRA","MF","FW",31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Diego Godín","Cagliari","URU","DF",NA,35,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,8,6,2,1,1,0
"Diego Perotti","Salernitana","ARG","MF","FW",33,0,0,1,0,9,2,22.2,0,0,17.7,1,9,8,1,2,2,0
"Dimitrije Kamenović","Lazio","SRB","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Dimitrios Keramitsis","Roma","GRE","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Dimitris Nikolaou","Spezia","GRE","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,15,13,2,0,0,0
"Domen Črnigoj","Venezia","SVN","MF",NA,25,1,4,0,0,32,12,37.5,0.09,0.25,22.4,0,35,28,7,1,1,0
"Domenico Berardi","Sassuolo","ITA","FW",NA,26,14,29,6,6,104,40,38.5,0.09,0.23,21.6,8,170,126,44,22,17,5
"Domenico Criscito","Genoa","ITA","DF",NA,34,1,7,7,6,NA,NA,NA,NA,NA,NA,NA,25,15,10,2,2,0
"Dor Peretz","Venezia","ISR","MF",NA,26,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,8,5,3,1,1,0
"Dries Mertens","Napoli","BEL","FW","MF",34,1,12,1,1,44,19,43.2,0.23,0.53,18.4,4,69,52,17,11,6,5
"Dušan Vlahović","Juventus","SRB","FW",NA,21,1,8,0,0,69,27,39.1,0.17,0.44,17.2,5,29,24,5,2,2,0
"Dušan Vlahović","Juventus","SRB","FW",NA,21,1,8,0,0,69,27,39.1,0.17,0.44,17.2,5,54,33,21,11,5,6
"Dušan Vlahović","Juventus","SRB","FW",NA,21,1,8,0,0,44,19,43.2,0.16,0.37,14.3,1,29,24,5,2,2,0
"Dušan Vlahović","Juventus","SRB","FW",NA,21,1,8,0,0,44,19,43.2,0.16,0.37,14.3,1,54,33,21,11,5,6
"Dušan Vlahović","Fiorentina","SRB","FW",NA,21,2,19,6,5,69,27,39.1,0.17,0.44,17.2,5,29,24,5,2,2,0
"Dušan Vlahović","Fiorentina","SRB","FW",NA,21,2,19,6,5,69,27,39.1,0.17,0.44,17.2,5,54,33,21,11,5,6
"Dušan Vlahović","Fiorentina","SRB","FW",NA,21,2,19,6,5,44,19,43.2,0.16,0.37,14.3,1,29,24,5,2,2,0
"Dušan Vlahović","Fiorentina","SRB","FW",NA,21,2,19,6,5,44,19,43.2,0.16,0.37,14.3,1,54,33,21,11,5,6
"Duván Zapata","Atalanta","COL","FW",NA,30,4,14,3,3,78,31,39.7,0.09,0.23,13.3,0,86,57,29,8,6,2
"Ebenezer Annan","Bologna","GHA","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Ebrima Colley","Spezia","GAM","FW","MF",21,0,0,0,0,12,5,41.7,0,0,21.8,0,12,6,6,0,0,0
"Ebrima Darboe","Roma","GAM","MF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Eddie Salcedo","Spezia","ITA","MF","FW",19,0,0,0,0,16,4,25,0,0,15.2,1,16,11,5,1,1,0
"Éderson","Salernitana","BRA","MF",NA,22,1,3,0,0,21,9,42.9,0.1,0.22,18.9,0,31,21,10,2,1,1
"Edin Džeko","Inter","BIH","FW",NA,35,6,19,0,0,87,37,42.5,0.15,0.35,11.2,0,92,76,16,17,14,3
"Edoardo Bove","Roma","ITA","MF","DF",19,0,1,0,0,1,1,100,1,1,16.4,0,0,0,0,0,0,0
"Edoardo Goldaniga","Cagliari","ITA","DF",NA,27,0,0,0,0,5,1,20,0,0,15.3,0,10,8,2,1,0,1
"Edoardo Goldaniga","Cagliari","ITA","DF",NA,27,0,0,0,0,5,1,20,0,0,15.3,0,0,0,0,0,0,0
"Edoardo Goldaniga","Sassuolo","ITA","DF","MF",27,0,0,0,0,5,1,20,0,0,15.3,0,10,8,2,1,0,1
"Edoardo Goldaniga","Sassuolo","ITA","DF","MF",27,0,0,0,0,5,1,20,0,0,15.3,0,0,0,0,0,0,0
"Edoardo Vergani","Salernitana","ITA","FW","MF",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Eldor Shomurodov","Roma","UZB","FW","MF",26,4,7,0,0,31,11,35.5,0.1,0.27,12.3,0,30,29,1,5,4,1
"Elif Elmas","Napoli","MKD","FW","MF",21,4,7,0,0,33,11,33.3,0.09,0.27,18.3,0,59,42,17,9,6,3
"Elseid Hysaj","Lazio","ALB","DF",NA,27,0,1,0,0,4,2,50,0.25,0.5,23.6,0,39,36,3,7,6,1
"Emanuel Vignato","Bologna","ITA","MF","DF",20,1,1,0,0,5,1,20,0,0,22.7,0,28,23,5,2,2,0
"Emil Audero","Sampdoria","ITA","GK",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,1,0,0,0
"Emil Bohinen","Salernitana","NOR","MF",NA,22,1,1,0,0,4,3,75,0,0,22.7,0,25,15,10,1,0,1
"Emil Ceide","Sassuolo","NOR","FW","MF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Emmanuel Gyasi","Spezia","GHA","FW","MF",27,0,6,0,0,38,13,34.2,0.16,0.46,15,0,59,48,11,6,5,1
"Erick Pulgar","Fiorentina","CHI","MF",NA,27,1,1,0,0,3,2,66.7,0,0,26.5,0,11,8,3,2,2,0
"Ernesto Torregrossa","Sampdoria","VEN","FW",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,2,0,0,0
"Ethan Ampadu","Venezia","WAL","MF","DF",20,3,3,0,0,7,1,14.3,0,0,20.2,0,45,39,6,6,5,1
"Etrit Berisha","Torino","ALB","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Fabián Ruiz Peña","Napoli","ESP","MF",NA,25,4,11,0,0,40,13,32.5,0.18,0.54,23.7,0,84,77,7,11,11,0
"Fabiano Parisi","Empoli","ITA","DF",NA,20,1,1,0,0,16,4,25,0,0,21.8,0,34,25,9,5,3,2
"Fabio Depaoli","Sampdoria","ITA","MF","DF",24,0,0,0,0,10,4,40,0.1,0.25,15.5,0,17,14,3,3,3,0
"Fabio Depaoli","Sampdoria","ITA","MF","DF",24,0,0,0,0,10,4,40,0.1,0.25,15.5,0,0,0,0,0,0,0
"Fabio Depaoli","Hellas Verona","ITA","DF",NA,24,1,2,0,0,10,4,40,0.1,0.25,15.5,0,17,14,3,3,3,0
"Fabio Depaoli","Hellas Verona","ITA","DF",NA,24,1,2,0,0,10,4,40,0.1,0.25,15.5,0,0,0,0,0,0,0
"Fabio Miretti","Juventus","ITA","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,6,5,1,0,1
