"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Beto","Udinese","GNB","FW",NA,23,1,0,0,0,52
"Luis Binks","Bologna","ENG","DF",NA,19,3,0,0,0,7
"Cristiano Biraghi","Fiorentina","ITA","DF",NA,28,5,1,1,2,28
"Davide Biraschi","Genoa","ITA","DF",NA,27,4,0,0,0,12
"Jeremie Boga","Atalanta","CIV","FW","MF",24,0,0,0,0,1
"Jeremie Boga","Sassuolo","CIV","FW","MF",24,0,0,0,0,1
"Luka Bogdan","Salernitana","CRO","DF",NA,25,0,0,0,0,2
"Emil Bohinen","Salernitana","NOR","MF",NA,22,5,0,0,0,16
"Giacomo Bonaventura","Fiorentina","ITA","MF",NA,31,8,1,1,2,31
"Federico Bonazzoli","Salernitana","ITA","FW","MF",24,6,0,0,0,31
"Kevin Bonifazi","Bologna","ITA","DF",NA,25,4,1,1,2,15
"Leonardo Bonucci","Juventus","ITA","DF",NA,34,1,0,0,0,17
"Mehdi Bourabia","Spezia","MAR","MF",NA,29,0,0,0,0,6
"Edoardo Bove","Roma","ITA","MF","DF",19,0,0,0,0,1
"Josip Brekalo","Torino","CRO","MF",NA,23,1,0,0,0,20
"Gleison Bremer","Torino","BRA","DF",NA,24,7,0,0,0,66
"Marcelo Brozović","Inter","CRO","MF",NA,28,7,0,0,0,43
"Aleksander Buksa","Genoa","POL","FW",NA,18,0,0,0,0,2
"Alessandro Buongiorno","Torino","ITA","DF",NA,22,5,0,0,0,27
"Gianluca Busio","Venezia","USA","MF",NA,19,8,0,0,0,31
"Arthur Cabral","Fiorentina","BRA","FW",NA,23,1,0,0,0,16
"Jovane Cabral","Lazio","CPV","FW",NA,23,0,0,0,0,5
"Liberato Cacace","Empoli","NZL","DF",NA,20,1,0,0,0,9
"Martín Cáceres","Cagliari","URU","DF",NA,34,3,1,0,1,7
"Felipe Caicedo","Genoa","ECU","FW",NA,32,1,0,0,0,6
"Davide Calabria","Milan","ITA","DF",NA,24,2,0,0,0,15
"Riccardo Calafiori","Genoa","ITA","DF",NA,19,1,0,0,0,3
"Riccardo Calafiori","Roma","ITA","DF",NA,19,2,0,0,0,4
"Mattia Caldara","Venezia","ITA","DF",NA,27,9,0,0,0,28
"Hakan Çalhanoğlu","Inter","TUR","MF",NA,27,11,0,0,0,36
"José Callejón","Fiorentina","ESP","FW",NA,34,0,0,0,0,3
"Andrea Cambiaso","Genoa","ITA","DF",NA,21,5,1,1,2,22
"Matteo Cancellieri","Hellas Verona","ITA","MF","DF",19,1,0,0,0,9
"Antonio Candreva","Sampdoria","ITA","MF","FW",34,6,1,0,1,19
"Leonardo Capezzi","Salernitana","ITA","MF",NA,26,0,0,0,0,3
"Gianluca Caprari","Hellas Verona","ITA","MF","FW",28,4,0,0,0,42
"Francesco Caputo","Sampdoria","ITA","FW",NA,33,0,0,0,0,23
"Francesco Caputo","Sassuolo","ITA","FW",NA,33,1,0,0,0,0
"Andrea Carboni","Cagliari","ITA","DF",NA,20,6,0,0,0,18
"Nicolò Casale","Hellas Verona","ITA","DF",NA,23,10,0,0,0,44
"Samu Castillejo","Milan","ESP","FW","MF",26,1,0,0,0,2
"Gaetano Castrovilli","Fiorentina","ITA","MF",NA,24,4,0,0,0,21
"Danilo Cataldi","Lazio","ITA","MF",NA,26,8,0,0,0,18
"Pietro Ceccaroni","Venezia","ITA","DF",NA,25,7,1,0,1,26
"Federico Ceccherini","Hellas Verona","ITA","DF",NA,29,12,1,1,2,56
"Emil Ceide","Sassuolo","NOR","FW","MF",19,0,0,0,0,0
"Luca Ceppitelli","Cagliari","ITA","DF",NA,31,3,0,0,0,18
"Julian Chabot","Sampdoria","GER","DF",NA,23,5,0,0,0,10
"Giorgio Chiellini","Juventus","ITA","DF",NA,36,2,0,0,0,15
"Federico Chiesa","Juventus","ITA","MF","FW",23,0,0,0,0,9
"Vlad Chiricheș","Sassuolo","ROU","DF",NA,31,4,0,0,0,28
"Riccardo Ciervo","Sampdoria","ITA","MF","DF",19,0,0,0,0,3
"Moustapha Cissé","Atalanta","GUI","FW",NA,17,0,0,0,0,2
"Ebrima Colley","Spezia","GAM","FW","MF",21,1,0,0,0,10
"Omar Colley","Sampdoria","GAM","DF",NA,28,6,1,0,1,25
"Andrea Consigli","Sassuolo","ITA","GK",NA,34,2,0,0,0,2
"Andrea Conti","Sampdoria","ITA","DF","MF",27,1,0,0,0,5
"Diego Coppola","Hellas Verona","ITA","DF",NA,17,0,0,0,0,2
"Joaquín Correa","Inter","ARG","FW",NA,26,2,0,0,0,15
"Lassana Coulibaly","Salernitana","MLI","MF",NA,25,3,0,0,0,34
"Mamadou Coulibaly","Salernitana","SEN","MF",NA,22,1,0,0,0,16
"Alessio Cragno","Cagliari","ITA","GK",NA,27,3,0,0,0,1
"Domenico Criscito","Genoa","ITA","DF",NA,34,4,0,0,0,21
"Bryan Cristante","Roma","ITA","MF",NA,26,9,0,0,0,40
"Domen Črnigoj","Venezia","SVN","MF",NA,25,3,0,0,0,26
"Juan Cuadrado","Juventus","COL","DF","MF",33,9,0,0,0,19
"Mickaël Cuisance","Venezia","FRA","MF",NA,21,2,0,0,0,12
"Patrick Cutrone","Empoli","ITA","FW",NA,23,1,0,0,0,13
"Danilo D'Ambrosio","Inter","ITA","DF",NA,32,2,0,0,0,13
"Mikkel Damsgaard","Sampdoria","DEN","MF","FW",21,1,0,0,0,10
"Danilo","Juventus","BRA","DF","MF",30,6,0,0,0,19
"Matteo Darmian","Inter","ITA","DF",NA,31,4,0,0,0,23
"Paweł Dawidowicz","Hellas Verona","POL","DF",NA,26,3,0,0,0,26
"Sebastien De Maio","Udinese","FRA","DF",NA,34,0,0,0,0,3
"Tommaso De Nipoti","Atalanta","ITA","FW",NA,18,0,0,0,0,0
"Mattia De Sciglio","Juventus","ITA","DF",NA,28,2,1,0,1,15
"Lorenzo De Silvestri","Bologna","ITA","DF",NA,33,7,0,0,0,28
"Grégoire Defrel","Sassuolo","MTQ","FW",NA,30,3,0,0,0,16
"Alessandro Deiola","Cagliari","ITA","MF",NA,25,5,0,0,0,45
"Filippo Delli Carri","Salernitana","ITA","DF",NA,22,1,0,0,0,2
"Merih Demiral","Atalanta","TUR","DF",NA,23,8,0,0,0,29
"Diego Demme","Napoli","GER","MF",NA,29,4,0,0,0,28
"Fabio Depaoli","Hellas Verona","ITA","DF",NA,24,3,0,0,0,20
"Fabio Depaoli","Sampdoria","ITA","MF","DF",24,1,0,0,0,8
"Mattia Destro","Genoa","ITA","FW",NA,30,4,0,0,0,40
"Gerard Deulofeu","Udinese","ESP","FW","MF",27,9,0,0,0,25
"Jacopo Dezi","Venezia","ITA","MF",NA,29,0,0,0,0,0
"Samuel Di Carmine","Hellas Verona","ITA","FW",NA,32,1,0,0,0,1
"Federico Di Francesco","Empoli","ITA","FW","MF",27,2,0,0,0,29
"Giovanni Di Lorenzo","Napoli","ITA","DF",NA,27,3,0,0,0,37
"Francesco Di Mariano","Venezia","ITA","FW",NA,25,0,0,0,0,1
"Francesco Di Tacchio","Salernitana","ITA","MF",NA,31,3,0,0,0,24
"Amadou Diawara","Roma","GUI","MF",NA,24,0,0,0,0,5
"Brahim Díaz","Milan","MAR","MF",NA,21,4,0,0,0,22
"Mitchell Dijks","Bologna","NED","DF","FW",28,2,0,0,0,10
"Federico Dimarco","Inter","ITA","DF",NA,23,1,0,0,0,15
"Koffi Djidji","Torino","CIV","DF",NA,28,6,1,1,2,25
"Berat Djimsiti","Atalanta","ALB","DF",NA,28,6,0,0,0,21
"Nicolás Domínguez","Bologna","ARG","MF",NA,23,8,0,0,0,26
"Radu Drăgușin","Sampdoria","ROU","DF",NA,19,1,0,0,0,6
"Radu Drăgușin","Salernitana","ROU","DF",NA,19,1,0,0,0,3
"Denzel Dumfries","Inter","NED","DF",NA,25,3,0,0,0,32
"Alfred Duncan","Fiorentina","GHA","MF",NA,28,3,0,0,0,22
"Paulo Dybala","Juventus","ARG","FW","MF",27,3,0,0,0,16
"Edin Džeko","Inter","BIH","FW",NA,35,2,0,0,0,27
"Tyronne Ebuehi","Venezia","NGA","DF",NA,25,1,1,0,1,22
"Éderson","Salernitana","BRA","MF",NA,22,5,0,0,0,18
"Albin Ekdal","Sampdoria","SWE","MF",NA,32,11,1,1,2,31
"Caleb Ekuban","Genoa","GHA","FW","MF",27,2,0,0,0,22
"Elif Elmas","Napoli","MKD","FW","MF",21,3,0,0,0,27
"Martin Erlic","Spezia","CRO","DF",NA,23,5,0,0,0,28
"Diego Falcinelli","Bologna","ITA","FW",NA,30,0,0,0,0,2
"Wladimiro Falcone","Sampdoria","ITA","GK",NA,26,2,0,0,0,0
"Paolo Faragò","Cagliari","ITA","MF",NA,28,0,0,0,0,0
"Davide Faraoni","Hellas Verona","ITA","DF",NA,29,8,1,1,2,27
"Mohamed Fares","Genoa","ALG","DF","FW",25,2,0,0,0,10
"Diego Farias","Cagliari","BRA","MF","FW",31,0,0,0,0,0
"Federico Fazio","Salernitana","ARG","DF",NA,34,3,1,1,2,16
"Luiz Felipe","Lazio","ITA","DF",NA,24,9,1,0,1,28
"Alex Ferrari","Sampdoria","ITA","DF",NA,27,4,0,0,0,29
"Salvador Ferrer","Spezia","ESP","DF","MF",23,3,0,0,0,13
"Riccardo Fiamozzi","Empoli","ITA","DF",NA,28,1,0,0,0,3
"Luca Fiordilino","Venezia","ITA","MF",NA,25,2,0,0,0,5
"Vincenzo Fiorillo","Salernitana","ITA","GK",NA,31,0,0,0,0,0
"Alessandro Florenzi","Milan","ITA","DF","FW",30,2,0,0,0,10
"Fernando Forestieri","Udinese","ITA","FW","MF",31,1,0,0,0,3
"Francesco Forte","Venezia","ITA","FW",NA,28,3,0,0,0,11
"Gianluca Frabotta","Hellas Verona","ITA","DF","MF",22,0,0,0,0,2
"Davide Frattesi","Sassuolo","ITA","MF",NA,21,6,0,0,0,46
"Morten Frendrup","Genoa","DEN","DF","MF",20,1,0,0,0,10
"Remo Freuler","Atalanta","SUI","MF",NA,29,10,0,0,0,43
"Matteo Gabbia","Milan","ITA","DF",NA,21,3,0,0,0,7
"Manolo Gabbiadini","Sampdoria","ITA","FW","MF",29,3,0,0,0,12
"Gianluca Gaetano","Napoli","ITA","MF",NA,21,0,0,0,0,1
"Luca Gagliano","Cagliari","ITA","FW","DF",21,0,0,0,0,0
"Roberto Gagliardini","Inter","ITA","MF",NA,27,2,0,0,0,24
"Riccardo Gagliolo","Salernitana","SWE","DF",NA,31,2,0,0,0,8
"Nicolas Galazzi","Venezia","ITA","MF",NA,20,0,0,0,0,2
"Pablo Galdames Millán","Genoa","CHI","MF",NA,24,2,0,0,0,20
"Paolo Ghiglione","Genoa","ITA","DF",NA,24,3,0,0,0,11
"Faouzi Ghoulam","Napoli","ALG","DF",NA,30,1,0,0,0,4
"Olivier Giroud","Milan","FRA","FW",NA,34,4,0,0,0,31
"Diego Godín","Cagliari","URU","DF",NA,35,3,0,0,0,13
"Edoardo Goldaniga","Cagliari","ITA","DF",NA,27,3,0,0,0,22
"Cedric Gondo","Salernitana","CIV","FW",NA,24,1,0,0,0,18
"Nicolás González","Fiorentina","ARG","FW",NA,23,4,1,1,2,30
"Robin Gosens","Atalanta","GER","DF",NA,27,2,0,0,0,3
"Robin Gosens","Inter","GER","DF",NA,27,1,0,0,0,1
"Alberto Grassi","Cagliari","ITA","MF",NA,26,6,1,1,2,28
"Koray Günter","Hellas Verona","GER","DF",NA,26,10,0,0,0,42
"Albert Guðmundsson","Genoa","ISL","FW","MF",24,3,0,0,0,14
"Emmanuel Gyasi","Spezia","GHA","FW","MF",27,10,0,0,0,48
"Norbert Gyömbér","Salernitana","SVK","DF",NA,29,9,0,0,0,48
"Nicolas Haas","Empoli","SUI","MF",NA,25,3,0,0,0,18
"Samir Handanović","Inter","SVN","GK",NA,37,1,0,0,0,0
"Ridgeciano Haps","Venezia","SUR","DF",NA,28,6,0,0,0,22
"Abdou Harroui","Sassuolo","NED","MF",NA,23,2,0,0,0,13
"Hans Hateboer","Atalanta","NED","DF","MF",27,2,0,0,0,18
"Silvan Hefti","Genoa","SUI","DF",NA,23,1,0,0,0,13
"Liam Henderson","Empoli","SCO","MF",NA,25,4,0,0,0,59
"Dalbert Henrique","Cagliari","BRA","DF","MF",27,9,0,0,0,38
"Matheus Henrique","Sassuolo","BRA","MF",NA,23,3,0,0,0,18
"Thomas Henry","Venezia","FRA","FW",NA,26,6,1,1,2,50
"Theo Hernández","Milan","FRA","DF",NA,23,7,2,1,3,34
"Hernani","Genoa","BRA","MF","FW",27,0,0,0,0,12
"Daan Heymans","Venezia","BEL","MF","FW",22,4,0,0,0,8
"Aaron Hickey","Bologna","SCO","DF",NA,19,7,0,0,0,39
"Martin Hongla","Hellas Verona","CMR","MF",NA,23,3,0,0,0,15
"Sydney van Hooijdonk","Bologna","NED","FW","MF",21,0,0,0,0,0
"Petko Hristov","Spezia","BUL","DF",NA,22,3,0,0,0,8
"Elseid Hysaj","Lazio","ALB","DF",NA,27,3,0,0,0,16
"Roger Ibanez","Roma","BRA","DF",NA,22,9,0,0,0,47
"Zlatan Ibrahimović","Milan","SWE","FW",NA,39,2,0,0,0,16
"Igor","Fiorentina","BRA","DF",NA,23,3,0,0,0,28
"Jonathan Ikone","Fiorentina","FRA","FW",NA,23,1,0,0,0,6
"Ivan Ilić","Hellas Verona","SRB","MF",NA,20,5,1,0,1,45
"Josip Iličić","Atalanta","SVN","MF","FW",33,1,0,0,0,13
"Ciro Immobile","Lazio","ITA","FW",NA,31,4,0,0,0,36
"Lorenzo Insigne","Napoli","ITA","FW",NA,30,2,0,0,0,20
"Ardian Ismajli","Empoli","ALB","DF",NA,24,7,0,0,0,17
"Armando Izzo","Torino","ITA","DF",NA,29,4,0,0,0,17
"Mato Jajalo","Udinese","BIH","MF",NA,33,2,0,0,0,12
"Paweł Jaroszyński","Salernitana","POL","DF",NA,26,2,0,0,0,7
"Juan Jesus","Napoli","BRA","DF",NA,30,1,0,0,0,14
"Dennis Johnsen","Venezia","NOR","FW","MF",23,2,0,0,0,9
"Kaio Jorge","Juventus","BRA","MF","FW",19,0,0,0,0,4
"Flavio Junior Bianchi","Genoa","ITA","FW","MF",21,0,0,0,0,5
"Hamed Junior Traorè","Sassuolo","CIV","FW","MF",21,3,0,0,0,30
"Nikola Kalinić","Hellas Verona","CRO","FW",NA,33,5,1,1,2,15
"Yayah Kallon","Genoa","SLE","FW","MF",20,3,0,0,0,19
"Pierre Kalulu","Milan","FRA","DF",NA,21,4,0,0,0,16
"Dimitrije Kamenović","Lazio","SRB","DF",NA,21,0,0,0,0,1
"Rick Karsdorp","Roma","NED","DF","FW",26,9,1,1,2,27
"Denso Kasius","Bologna","NED","DF","FW",18,0,0,0,0,1
"Grigoris Kastanos","Salernitana","CYP","MF","FW",23,4,1,0,1,28
"Moise Kean","Juventus","ITA","FW",NA,21,5,0,0,0,20
"Wajdi Kechrida","Salernitana","TUN","DF","MF",25,0,0,0,0,8
"Franck Kessié","Milan","CIV","MF",NA,24,2,0,0,0,36
"Jakub Kiwior","Spezia","POL","MF",NA,21,6,0,0,0,27
"Sofian Kiyine","Venezia","MAR","MF","FW",23,8,1,0,1,49
"Simon Kjær","Milan","DEN","DF",NA,32,2,0,0,0,20
"Aleksandr Kokorin","Fiorentina","RUS","FW","MF",30,1,0,0,0,2
"Aleksandar Kolarov","Inter","SRB","DF",NA,35,0,0,0,0,0
"Teun Koopmeiners","Atalanta","NED","MF",NA,23,4,0,0,0,37
"Kalidou Koulibaly","Napoli","SEN","DF",NA,30,5,1,0,1,28
"Christos Kourfalidis","Cagliari","GRE","MF","FW",18,0,0,0,0,0
"Viktor Kovalenko","Spezia","UKR","MF",NA,25,4,0,0,0,15
"Julian Kristoffersen","Salernitana","NOR","FW",NA,24,0,0,0,0,1
"Rade Krunić","Milan","BIH","MF","FW",27,2,0,0,0,21
"Dejan Kulusevski","Juventus","SWE","FW","MF",21,1,0,0,0,29
"Marash Kumbulla","Roma","ALB","DF",NA,21,6,0,0,0,22
"Giorgos Kyriakopoulos","Sassuolo","GRE","DF","FW",25,6,1,0,1,29
"Andrea La Mantia","Empoli","ITA","FW","MF",30,0,0,0,0,6
"Sam Lammers","Atalanta","NED","FW","MF",24,0,0,0,0,2
"Kevin Lasagna","Hellas Verona","ITA","MF","FW",28,1,0,0,0,19
"Darko Lazović","Hellas Verona","SRB","DF",NA,30,2,0,0,0,13
"Manuel Lazzari","Lazio","ITA","DF",NA,27,3,0,0,0,18
"Rafael Leão","Milan","POR","FW",NA,22,4,0,0,0,25
"Lucas Leiva","Lazio","BRA","MF",NA,34,9,0,0,0,37
"Ben Lhassine Kone","Torino","CIV","MF",NA,21,0,0,0,0,1
"Matthijs de Ligt","Juventus","NED","DF",NA,21,4,1,1,2,32
"Karol Linetty","Torino","POL","MF","FW",26,2,0,0,0,30
"Stanislav Lobotka","Napoli","SVK","MF",NA,26,2,0,0,0,19
"Manuel Locatelli","Juventus","ITA","MF",NA,23,6,0,0,0,42
"Maxime Lopez","Sassuolo","FRA","MF",NA,23,14,0,0,0,37
"Matteo Lovato","Atalanta","ITA","DF",NA,21,1,0,0,0,5
"Matteo Lovato","Cagliari","ITA","DF",NA,21,4,0,0,0,16
"Hirving Lozano","Napoli","MEX","FW",NA,26,3,0,0,0,27
"José Luis Palomino","Atalanta","ARG","DF",NA,31,9,0,0,0,39
"Saša Lukić","Torino","SRB","MF",NA,24,10,0,0,0,85
"Sebastiano Luperto","Empoli","ITA","DF",NA,24,8,1,1,2,30
"Charalambos Lykogiannis","Cagliari","GRE","DF","FW",27,2,0,0,0,29
"Niki Mäenpää","Venezia","FIN","GK",NA,36,1,0,0,0,1
"Giulio Maggiore","Spezia","ITA","MF",NA,23,9,0,0,0,64
"Francesco Magnanelli","Sassuolo","ITA","MF",NA,36,1,0,0,0,10
"Giangiacomo Magnani","Hellas Verona","ITA","DF",NA,25,3,1,0,1,11
"Giangiacomo Magnani","Sampdoria","ITA","DF",NA,25,0,0,0,0,3
"Mike Maignan","Milan","FRA","GK",NA,26,1,0,0,0,0
"Ainsley Maitland-Niles","Roma","ENG","DF",NA,23,0,0,0,0,6
"Jean-Victor Makengo","Udinese","FRA","MF",NA,23,7,1,1,2,27
"Nikola Maksimović","Genoa","SRB","DF",NA,29,2,0,0,0,10
"Kévin Malcuit","Napoli","MAR","DF","MF",30,3,0,0,0,8
"Daniel Maldini","Milan","ITA","MF",NA,19,1,0,0,0,4
"Youssef Maleh","Fiorentina","MAR","MF",NA,22,5,0,0,0,43
"Ruslan Malinovskyi","Atalanta","UKR","MF","FW",28,10,0,0,0,40
"Rey Manaj","Spezia","ALB","FW",NA,24,9,0,0,0,54
"Gianluca Mancini","Roma","ITA","DF",NA,25,16,1,1,2,59
"Leonardo Mancuso","Empoli","ITA","FW",NA,29,0,0,0,0,1
"Rolando Mandragora","Torino","ITA","MF",NA,24,7,1,1,2,25
"Kostas Manolas","Napoli","GRE","DF",NA,30,1,0,0,0,5
"Riccardo Marchizza","Empoli","ITA","DF",NA,23,4,0,0,0,19
"Gian Marco Ferrari","Sassuolo","ITA","DF",NA,29,6,1,1,2,25
"Pablo Marí","Udinese","ESP","DF",NA,27,2,1,0,1,20
"Răzvan Marin","Cagliari","ROU","MF",NA,25,6,1,1,2,36
"Lautaro Martínez","Inter","ARG","FW",NA,23,6,0,0,0,40
"Lucas Martínez Quarta","Fiorentina","ARG","DF",NA,25,8,0,0,0,30
"Adam Marušić","Lazio","MNE","DF",NA,28,6,1,1,2,26
"Andrea Masiello","Genoa","ITA","DF",NA,35,3,0,0,0,6
"Aleš Matějů","Venezia","CZE","DF",NA,25,3,0,0,0,13
"Pasquale Mazzocchi","Venezia","ITA","DF",NA,26,3,0,0,0,22
"Pasquale Mazzocchi","Salernitana","ITA","DF",NA,26,2,0,0,0,18
"Ibrahima Mbaye","Bologna","SEN","DF",NA,26,0,0,0,0,3
"Weston McKennie","Juventus","USA","MF",NA,22,1,0,0,0,19
"Gary Medel","Bologna","CHI","DF",NA,33,10,1,1,2,34
"Filippo Melegoni","Genoa","ITA","MF","FW",22,1,0,0,0,15
"Arthur Melo","Juventus","BRA","MF",NA,24,3,0,0,0,20
"Yıldırım Mert Çetin","Hellas Verona","TUR","MF",NA,24,0,0,0,0,0
"Dries Mertens","Napoli","BEL","FW","MF",34,2,0,0,0,26
"Junior Messias","Milan","BRA","FW","MF",30,2,0,0,0,21
"Kingsley Michael","Bologna","NGA","MF",NA,21,0,0,0,0,0
"Valentin Mihaila","Atalanta","ROU","MF","FW",21,0,0,0,0,2
"Mikael","Salernitana","BRA","FW","MF",22,0,0,0,0,3
"Hilmir Mikaelsson","Venezia","ISL","FW",NA,17,0,0,0,0,0
"Nikola Milenković","Fiorentina","SRB","DF",NA,23,10,1,1,2,48
"Sergej Milinković-Savić","Lazio","SRB","MF",NA,26,6,1,1,2,56
"Vanja Milinković-Savić","Torino","SRB","GK",NA,24,3,0,0,0,2
"Aleksei Miranchuk","Atalanta","RUS","MF","FW",25,0,0,0,0,14
"Fabio Miretti","Juventus","ITA","MF",NA,17,0,0,0,0,4
"Henrikh Mkhitaryan","Roma","ARM","MF","FW",32,4,1,1,2,41
"Marco Modolo","Venezia","ITA","DF",NA,32,2,0,0,0,6
"Nahuel Molina","Udinese","ARG","DF",NA,23,7,1,1,2,31
"Cristian Molinaro","Venezia","ITA","DF",NA,38,0,0,0,0,7
"Lorenzo Montipò","Hellas Verona","ITA","GK",NA,25,1,0,0,0,0
"Álvaro Morata","Juventus","ESP","FW",NA,28,5,0,0,0,48
"Andrei Motoc","Salernitana","MDA","DF",NA,19,0,0,0,0,0
"Lys Mousset","Salernitana","FRA","MF","FW",25,2,0,0,0,4
"Samuel Mráz","Spezia","SVK","FW",NA,24,0,0,0,0,2
"Mert Müldür","Sassuolo","TUR","DF",NA,22,5,0,0,0,24
"Luis Muriel","Atalanta","COL","FW","MF",30,1,0,0,0,14
"Vedat Muriqi","Lazio","KVX","FW",NA,27,1,0,0,0,5
"Nicola Murru","Sampdoria","ITA","DF",NA,26,5,0,0,0,22
"Juan Musso","Atalanta","ARG","GK",NA,27,1,1,0,1,3
"Joakim Mæhle","Atalanta","DEN","DF","MF",24,2,0,0,0,10
"Nahitan Nández","Cagliari","URU","MF","DF",25,4,0,0,0,27
"Nani","Venezia","POR","MF","FW",34,1,0,0,0,2
"Matija Nastasić","Fiorentina","SRB","DF",NA,28,1,0,0,0,2
"Ilija Nestorovski","Udinese","MKD","FW",NA,31,1,0,0,0,3
"Aurélien Nguiamba","Spezia","FRA","MF",NA,22,1,0,0,0,1
"Dimitris Nikolaou","Spezia","GRE","DF",NA,22,7,0,0,0,31
"Jean-Pierre Nsame","Venezia","CMR","FW",NA,28,0,0,0,0,6
"Bram Nuytinck","Udinese","NED","DF",NA,31,2,0,0,0,16
"Simeon Nwankwo","Salernitana","NGA","FW",NA,29,0,0,0,0,12
"M'Bala Nzola","Spezia","ANG","FW",NA,24,2,0,0,0,30
