"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Alan Virginius","Clermont Foot","FRA","FW",NA,20,2003,14,934,67,30.5,12,73,0,2,30,0.93,10,19,5192,270000
"Alexandre Lacazette","Lyon","FRA","FW",NA,32,1991,29,2293,79,74.9,27,83,12,2,31,1.69,38,42,115385,6e+06
"Alexis Claude-Maurice","Nice","FRA","MF",NA,25,1998,18,504,28,16.5,4,75,1,14,15,1.39,6,5,23077,1200000
"Alidu Seidu","Clermont Foot","GHA","DF",NA,23,2000,14,1131,81,37,13,86,12,1,7,0.64,8,19,15385,8e+05
"Alidu Seidu","Rennes","GHA","DF",NA,23,2000,11,593,54,19.4,7,79,3,4,10,1.64,7,9,15385,8e+05
"Amadou Koné","Reims","MLI","MF",NA,18,2005,16,475,30,15.5,4,73,2,12,15,1.81,7,6,1538,80000
"Amine Gouiri","Rennes","ALG","FW","MF",23,2000,31,2067,67,67.5,24,80,8,7,22,1.26,32,37,23077,1200000
"Amine Harit","Marseille","MAR","MF","FW",26,1997,28,1821,65,59.5,21,78,7,7,27,1.54,30,20,59615,3100000
"Amine Salama","Reims","FRA","FW",NA,23,2000,11,313,28,10.2,2,62,0,9,21,1.18,2,3,7885,410000
"Amir Richardson","Reims","MAR","MF",NA,21,2002,28,1352,48,44.2,14,74,2,14,22,1.21,14,23,6731,350000
"André Ayew","Le Havre","GHA","FW",NA,33,1989,19,1104,58,36.1,12,83,5,7,16,0.74,13,20,28846,1500000
"Andrey Santos","Strasbourg","BRA","MF",NA,19,2004,11,831,76,27.2,9,88,7,2,18,1.18,12,11,12308,640000
"Andy Diouf","Lens","FRA","MF",NA,20,2003,25,1314,53,42.9,16,73,1,9,17,1.2,20,19,17308,9e+05
"Andy Logbo","Le Havre","FRA","FW",NA,19,2004,10,248,25,8.1,2,54,0,8,18,1.2,2,0,2308,120000
"Andy Pelmard","Clermont Foot","FRA","DF",NA,23,2000,34,2989,88,97.7,33,90,33,1,19,0.74,26,57,8654,450000
"Angel Gomes","Lille","ENG","MF",NA,22,2000,31,2571,83,84,29,86,14,2,41,1.61,44,27,13654,710000
"Ângelo","Strasbourg","BRA","FW","MF",18,2004,21,1094,52,35.8,11,77,5,10,25,1.05,11,17,28846,1500000
"Angelo Fulgini","Lens","FRA","MF",NA,26,1996,29,1376,47,45,16,69,0,13,21,1.34,16,16,35000,1820000
"Antoine Joujou","Le Havre","FRA","FW","MF",20,2003,23,779,34,25.5,6,66,1,17,23,0.83,8,11,3269,170000
"Antoine Mendy","Nice","FRA","DF",NA,19,2004,10,418,42,13.7,4,74,1,6,20,2,9,5,2308,120000
"Arnau Tenas","Paris S-G","ESP","GK",NA,22,2001,6,529,88,17.3,5,90,5,1,79,1.83,9,7,23077,1200000
"Arnaud Kalimuendo","Rennes","FRA","FW",NA,21,2002,30,2139,71,69.9,25,80,6,5,29,1.37,38,31,28846,1500000
"Arnaud Nordin","Montpellier","FRA","FW","MF",25,1998,20,1246,62,40.7,15,76,4,5,20,1.25,23,21,14423,750000
"Aron Dønnum","Toulouse","NOR","FW","MF",25,1998,27,1595,59,52.1,19,74,1,8,23,1.26,19,25,11538,6e+05
"Arthur Atta","Metz","FRA","MF","FW",20,2003,21,924,44,30.2,10,78,5,11,13,0.62,14,22,5385,280000
"Arthur Theate","Rennes","BEL","DF",NA,23,2000,28,2296,82,75,27,85,23,1,2,1.46,44,35,70000,3640000
"Ayman Kari","Lorient","FRA","MF",NA,18,2004,14,893,64,29.2,12,71,1,2,21,1,11,19,5769,3e+05
"Ayyoub Bouaddi","Lille","FRA","MF",NA,15,2007,9,131,15,4.3,1,44,0,8,11,2,2,1,5192,270000
"Azor Matusiwa","Rennes","NED","MF",NA,25,1998,12,794,66,25.9,9,81,5,3,21,1.83,16,13,23077,1200000
"Azzedine Ounahi","Marseille","MAR","MF",NA,23,2000,21,1209,58,39.5,15,75,4,6,13,1.38,22,16,79808,4150000
"Badredine Bouanani","Lorient","ALG","MF",NA,18,2004,11,443,40,14.5,4,75,1,7,21,0.91,7,5,2308,120000
"Badredine Bouanani","Nice","ALG","FW",NA,18,2004,7,161,23,5.3,1,59,0,6,17,1,0,0,2308,120000
"Bafodé Diakité","Lille","FRA","DF",NA,22,2001,21,1696,81,55.4,19,89,17,2,6,1.76,28,22,6923,360000
"Bamba Dieng","Lorient","SEN","FW",NA,23,2000,16,549,34,17.9,5,66,1,11,20,0.94,7,16,17308,9e+05
"Bamo Meïté","Marseille","CIV","DF",NA,21,2001,16,638,40,20.8,6,77,4,10,18,1.31,6,9,5769,3e+05
"Baptiste Santamaria","Rennes","FRA","MF",NA,28,1995,30,1926,64,62.9,22,80,13,8,20,1.4,33,27,30192,1570000
"Becir Omeragic","Montpellier","SUI","DF","MF",21,2002,28,2312,83,75.6,26,88,24,2,17,1.32,28,28,10577,550000
"Bénie Traoré","Nantes","CIV","FW","MF",20,2002,14,504,36,16.5,4,67,0,10,24,0.79,5,12,11538,6e+05
"Benjamin André","Lille","FRA","MF",NA,32,1990,30,2570,86,84,29,87,23,1,35,1.77,39,24,30000,1560000
"Benjamin Bourigeaud","Rennes","FRA","MF","FW",29,1994,32,2425,76,79.2,29,81,12,3,29,1.31,43,43,43846,2280000
"Benjamin Mendy","Lorient","FRA","DF",NA,29,1994,15,711,47,23.2,7,71,2,8,26,0.33,10,26,72115,3750000
"Benjamin Stambouli","Reims","FRA","MF",NA,32,1990,7,286,41,9.3,3,65,0,4,23,0.86,3,5,19231,1e+06
"Benjamin Tetteh","Metz","GHA","FW","MF",26,1997,12,278,23,9.1,1,80,0,11,18,0.5,1,4,10000,520000
"Bertuğ Yıldırım","Rennes","TUR","FW",NA,21,2002,21,469,22,15.3,2,77,0,19,17,1.33,13,7,11538,6e+05
"Bilal Boutobba","Clermont Foot","FRA","FW","MF",24,1998,27,926,34,30.3,10,75,1,17,10,0.74,6,20,9615,5e+05
"Bilal Nadir","Marseille","FRA","MF","FW",19,2003,5,113,23,3.7,1,89,0,4,6,1.6,1,1,2500,130000
"Bonke Innocent","Lorient","NGA","MF",NA,27,1996,4,210,53,6.9,3,68,1,1,5,0.25,3,9,5192,270000
"Boubakar Kouyaté","Montpellier","MLI","DF",NA,26,1997,23,1928,84,63,22,88,19,1,2,1.3,32,36,12308,640000
"Bradley Barcola","Paris S-G","FRA","FW","MF",20,2002,25,1370,55,44.8,18,67,2,7,25,2.2,35,18,126923,6600000
"Breel Embolo","Monaco","SUI","FW",NA,26,1997,5,182,36,5.9,2,54,0,3,25,2.4,4,2,77308,4020000
"Caio Henrique Oliveira Silva","Monaco","BRA","DF",NA,26,1997,9,623,69,20.4,7,88,4,2,3,2.22,19,7,51923,2700000
"Carlos Soler","Paris S-G","ESP","MF","DF",26,1997,24,1090,45,35.6,12,79,3,12,12,2.25,21,14,92308,4800000
"Cheikh Tidiane Sabaly","Metz","SEN","FW","MF",24,1999,29,1379,48,45.1,17,71,0,12,14,0.66,13,24,5385,280000
"Chrislain Matsima","Monaco","FRA","DF",NA,21,2002,6,298,50,9.7,3,83,2,3,17,2.17,8,6,14423,750000
"Chrislain Matsima","Clermont Foot","FRA","DF",NA,21,2002,14,1180,84,38.6,13,90,13,1,10,0.71,8,27,14423,750000
"Christian Mawissa","Toulouse","FRA","DF",NA,18,2005,17,1118,66,36.5,12,82,9,5,26,1.71,21,19,2500,130000
"Christophe Hérelle","Metz","MTQ","DF",NA,30,1992,19,1617,85,52.8,18,87,15,1,45,0.84,14,26,13462,7e+05
"Christopher Jullien","Montpellier","FRA","DF",NA,30,1993,20,1233,62,40.3,13,87,11,7,15,1.4,18,18,17308,9e+05
"Christopher Wooh","Rennes","CMR","DF",NA,21,2001,18,1388,77,45.4,15,88,13,3,25,1.11,22,18,4615,240000
"Clinton Mata","Lyon","ANG","DF",NA,30,1992,28,2220,79,72.5,25,85,21,3,28,1.61,39,38,21154,1100000
"Corentin Tolisso","Lyon","FRA","MF",NA,28,1994,25,1741,70,56.9,21,76,8,4,36,1.72,19,28,92308,4800000
"Cristian Cásseres Jr.","Toulouse","VEN","MF",NA,23,2000,32,1946,61,63.6,23,78,11,9,16,1.31,28,30,8654,450000
"Daler Kuzyaev","Le Havre","RUS","MF",NA,30,1993,30,2090,70,68.3,24,84,8,6,13,1.07,20,29,34615,1800000
"Danilo Pereira","Paris S-G","POR","DF",NA,31,1991,26,1995,77,65.2,22,88,20,4,13,2.08,49,25,61538,3200000
"Darlin Yongwa","Lorient","CMR","DF",NA,22,2000,22,1159,53,37.9,11,82,7,11,23,0.82,16,18,4038,210000
"David Costa","Lens","POR","MF",NA,22,2001,25,1494,60,48.8,17,80,4,8,16,1.44,26,19,13846,720000
"Deiver Machado","Lens","COL","DF",NA,29,1993,19,1124,59,36.7,13,75,4,6,24,1.42,18,16,10385,540000
"Dejan Lovren","Lyon","CRO","DF",NA,34,1989,10,718,72,23.5,8,86,4,2,14,1.3,13,14,92308,4800000
"Denis Genreau","Toulouse","AUS","MF","FW",24,1999,9,464,52,15.2,5,75,1,4,22,0.89,4,7,3462,180000
"Denis Zakaria","Monaco","SUI","MF","DF",26,1996,25,2137,85,69.8,24,88,18,1,17,1.76,41,32,75000,3900000
"Désiré Doué","Rennes","FRA","MF","FW",18,2005,31,1626,52,53.1,17,75,6,14,25,1.35,30,21,10000,520000
"Didier Lamkel Zé","Metz","CMR","FW","MF",26,1996,9,550,61,18,7,75,2,2,13,0.78,7,11,8654,450000
"Diego Moreira","Lyon","POR","FW","MF",18,2004,7,270,39,8.8,4,53,0,3,19,0.57,2,6,10000,520000
"Dilane Bakwa","Strasbourg","FRA","FW","MF",20,2002,31,2177,70,71.1,25,80,10,6,31,1.16,24,34,13462,7e+05
"Dion Moise Sahi","Strasbourg","CIV","MF","FW",21,2001,18,628,35,20.5,7,61,0,11,18,1.06,7,12,5192,270000
"Duje Ćaleta-Car","Lyon","CRO","DF",NA,26,1996,24,1993,83,65.1,22,90,21,2,7,1.83,35,32,46538,2420000
"Edon Zhegrova","Lille","KVX","FW",NA,24,1999,33,2288,69,74.8,25,82,6,8,31,1.76,39,20,23077,1200000
"Elba Rashani","Clermont Foot","KVX","MF","FW",30,1993,24,1175,49,38.4,14,70,3,10,20,0.83,9,22,2692,140000
"Eli Junior Kroupi","Lorient","FRA","FW","MF",17,2006,30,1084,36,35.4,11,64,0,19,20,0.63,16,25,7115,370000
"Eliesse Ben Seghir","Monaco","MAR","MF","FW",18,2005,13,428,33,14,4,67,0,9,18,1.92,11,2,9231,480000
"Elye Wahi","Lens","FRA","FW",NA,20,2003,27,1692,63,55.3,20,75,2,7,28,1.52,25,18,57692,3e+06
"Emanuel Emegha","Strasbourg","NED","FW",NA,20,2003,28,2078,74,67.9,23,82,8,5,40,1.21,27,32,14423,750000
"Emmanuel Agbadou","Reims","CIV","DF",NA,26,1997,32,2596,81,84.8,29,89,27,3,8,1.47,36,39,11538,6e+05
"Emmanuel Sabbi","Le Havre","USA","FW","MF",25,1997,30,1584,53,51.8,18,73,2,12,22,0.93,19,21,5000,260000
"Emran Soglo","Marseille","ENG","MF","DF",18,2005,3,109,36,3.6,1,66,0,2,22,1.67,3,2,5769,3e+05
"Enzo Le Fée","Rennes","FRA","MF",NA,23,2000,25,1527,61,49.9,19,74,6,6,19,1.12,25,24,41923,2180000
"Enzo Tchato","Montpellier","CMR","DF",NA,20,2002,17,1125,66,36.8,11,86,8,6,30,1.41,16,18,2308,120000
"Eray Cömert","Nantes","SUI","DF",NA,25,1998,25,1995,80,65.2,23,84,18,2,27,1.04,21,32,21154,1100000
"Ernest Nuamah","Lyon","GHA","FW","MF",19,2003,29,1838,63,60.1,21,74,2,8,34,1.69,28,32,16346,850000
"Evann Guessand","Nice","CIV","FW",NA,22,2001,34,1553,46,50.8,14,79,7,20,22,1.62,18,20,5769,3e+05
"Fabian Rieder","Rennes","SUI","MF",NA,21,2002,15,365,24,11.9,2,70,0,13,17,0.93,8,7,21154,1100000
"Fabián Ruiz Peña","Paris S-G","ESP","MF",NA,27,1996,21,1197,57,39.1,14,76,8,7,19,2.52,30,12,174808,9090000
"Fabien Centonze","Nantes","FRA","DF",NA,27,1996,3,94,31,3.1,1,45,0,2,25,0,0,1,18077,940000
"Facundo Medina","Lens","ARG","DF",NA,24,1999,31,2714,88,88.7,30,90,29,1,17,1.45,42,36,16154,840000
"Faitout Maouassa","Lens","FRA","MF","DF",25,1998,3,76,25,2.5,1,45,0,2,16,1,0,1,8077,420000
"Falaye Sacko","Montpellier","MLI","DF",NA,28,1995,19,1382,73,45.2,15,86,13,4,22,1,17,24,2692,140000
"Fali Candé","Metz","GNB","DF",NA,25,1998,25,1849,74,60.4,20,89,18,5,13,1,25,40,3462,180000
"Florent Mollet","Nantes","FRA","MF","FW",31,1991,29,2083,72,68.1,24,82,11,5,25,0.9,20,34,31538,1640000
"Florent Ogier","Clermont Foot","FRA","DF",NA,34,1989,14,943,67,30.8,9,89,8,5,29,0.79,9,17,8077,420000
"Florian Sotoca","Lens","FRA","MF","FW",32,1990,32,2598,81,84.9,29,86,20,3,30,1.47,36,34,11538,6e+05
"Folarin Balogun","Monaco","USA","FW",NA,22,2001,29,1692,58,55.3,19,77,5,10,23,2,37,26,110577,5750000
"Formose Mendy","Lorient","SEN","DF",NA,22,2001,18,1256,70,41,13,86,11,5,27,1,20,17,11538,6e+05
"François Mughe","Marseille","CMR","MF","DF",19,2004,5,177,35,5.8,2,53,0,3,24,2.2,3,1,10577,550000
"Frank Magri","Toulouse","CMR","FW","MF",23,1999,29,1438,50,47,14,80,5,15,21,1.24,18,21,9615,5e+05
"Frederic Guilbert","Strasbourg","FRA","DF","MF",28,1994,32,2490,78,81.4,29,85,23,3,10,1.22,31,42,24615,1280000
"Gabriel Gudmundsson","Lille","SWE","DF","FW",24,1999,25,1267,51,41.4,14,80,7,11,14,1.72,21,13,7692,4e+05
"Gabriel Suazo","Toulouse","CHI","DF",NA,25,1997,31,2357,76,77,27,84,17,4,25,1.16,30,38,11538,6e+05
"Gaëtan Laborde","Nice","FRA","FW","MF",29,1994,34,1906,56,62.3,22,74,3,12,23,1.62,22,18,41538,2160000
"Gedeon Kalulu","Lorient","COD","DF",NA,25,1997,19,970,51,31.7,11,78,5,8,13,1.05,17,23,10385,540000
"Gelabert","Toulouse","ESP","MF","FW",22,2000,16,754,47,24.6,10,68,0,6,12,1.06,9,12,4423,230000
"Geoffrey Kondogbia","Marseille","CTA","MF",NA,30,1993,26,1463,56,47.8,15,81,9,11,22,1.5,26,19,103846,5400000
"Gonçalo Ramos","Paris S-G","POR","FW",NA,22,2001,29,1419,49,46.4,16,69,3,13,24,2.17,40,14,105769,5500000
"Grégoire Coudert","Brest","FRA","GK",NA,24,1999,3,181,60,5.9,2,90,2,1,1,2.33,4,0,3462,180000
"Grejohn Kyei","Clermont Foot","FRA","FW",NA,27,1995,26,1026,39,33.5,10,75,1,16,17,0.58,9,19,5769,3e+05
"Guillermo Maripán","Monaco","CHI","DF",NA,29,1994,23,1767,77,57.7,21,84,19,2,1,1.91,39,26,34615,1800000
"Habib Diarra","Strasbourg","SEN","MF","FW",19,2004,31,2305,74,75.3,28,80,16,3,22,1.13,27,37,24615,1280000
"Habib Keita","Clermont Foot","MLI","MF",NA,21,2002,27,1278,47,41.8,12,82,4,15,20,0.85,12,18,6154,320000
"Habib Maïga","Metz","CIV","MF","FW",27,1996,7,147,21,4.8,1,61,0,6,14,1.57,0,3,11538,6e+05
"Hákon Arnar Haraldsson","Lille","ISL","FW","MF",20,2003,26,1284,49,42,15,73,1,11,17,1.73,16,21,19231,1e+06
"Henrique","Lyon","BRA","DF",NA,29,1994,11,607,55,19.8,6,86,3,5,18,1.18,8,12,16346,850000
"Hicham Boudaoui","Nice","ALG","MF",NA,23,1999,29,1613,56,52.7,17,83,8,12,17,1.59,20,16,11538,6e+05
"Hugo Magnetti","Brest","FRA","MF",NA,25,1998,33,2340,71,76.5,30,76,8,3,23,1.76,34,29,10385,540000
"Ibrahim Cissoko","Toulouse","NED","FW","MF",20,2003,11,241,22,7.9,2,59,0,9,14,0.55,3,3,8077,420000
"Ibrahim Diakité","Reims","GUI","DF",NA,19,2003,5,109,22,3.6,1,85,0,4,6,1.4,1,3,4615,240000
"Ibrahim Salah","Rennes","MAR","FW","MF",21,2001,23,524,23,17.1,4,62,0,19,15,1.61,14,4,20769,1080000
"Ibrahima Sissoko","Strasbourg","MLI","MF",NA,25,1997,27,1642,61,53.7,18,85,11,9,13,1.04,23,28,6346,330000
"Ignatius Ganago","Nantes","CMR","FW","MF",24,1999,6,184,31,6,2,47,0,4,23,1,0,2,17500,910000
"Igor Carioca","Lorient","BRA","DF","MF",26,1996,5,262,52,8.6,2,90,2,3,27,0.2,3,11,18269,950000
"Iliman Ndiaye","Marseille","SEN","FW","MF",23,2000,30,1618,54,52.9,19,70,2,11,27,1.4,26,23,38462,2e+06
"Imran Louza","Lorient","MAR","MF",NA,24,1999,14,863,62,28.2,10,79,3,4,19,0.79,12,19,37885,1970000
"Ismaël Doukouré","Strasbourg","FRA","MF","DF",20,2003,22,1656,75,54.1,19,82,12,3,33,1,17,30,7692,4e+05
"Ismaël Traoré","Metz","CIV","DF",NA,36,1986,26,2220,85,72.5,25,89,23,1,6,0.73,27,45,15000,780000
"Ismail Jakobs","Monaco","SEN","DF",NA,23,1999,22,1466,67,47.9,16,86,10,6,16,1.95,31,24,12500,650000
"Ismaila Sarr","Marseille","SEN","FW","MF",25,1998,23,1447,63,47.3,15,82,7,8,26,1.78,26,11,90000,4680000
"Ismaily","Lille","BRA","DF",NA,33,1990,30,2465,82,80.6,28,87,24,2,16,1.67,43,31,34615,1800000
"Issa Soumaré","Le Havre","SEN","FW","MF",22,2000,7,237,34,7.7,3,62,0,4,13,0.57,2,7,4808,250000
"Issiaga Sylla","Montpellier","GUI","DF","FW",29,1994,19,1455,77,47.5,17,85,14,2,7,1.26,25,24,7692,4e+05
"Ivan Cavaleiro","Lille","POR","FW",NA,29,1993,17,770,45,25.2,9,74,0,8,13,1.94,14,3,35577,1850000
"Jean Onana","Marseille","CMR","MF",NA,23,2000,13,566,44,18.5,5,88,2,8,16,1.77,10,10,52500,2730000
"Jean-Kevin Duverne","Nantes","HAI","DF",NA,26,1997,19,1348,71,44.1,15,86,9,4,15,1.42,14,17,11923,620000
"Jean-Victor Makengo","Lorient","FRA","MF","FW",25,1998,11,479,44,15.7,5,73,1,6,19,0.64,6,8,20769,1080000
"Jeanuël Belocian","Rennes","FRA","DF",NA,18,2005,23,1448,63,47.3,16,80,7,7,23,1.22,24,28,6346,330000
"Jeffinho","Lyon","BRA","FW","MF",23,1999,10,308,31,10.1,3,64,0,7,16,0.8,8,8,23077,1200000
"Jérémie Bela","Clermont Foot","ANG","MF","FW",30,1993,12,203,17,6.6,1,61,0,11,13,0.25,1,8,12692,660000
"Jeremie Boga","Nice","CIV","FW",NA,26,1997,28,1998,71,65.3,24,79,7,4,23,1.75,28,19,53462,2780000
"Jérémy Jacquet","Clermont Foot","FRA","DF",NA,18,2005,6,253,42,8.3,2,90,2,4,18,1.17,1,8,1346,70000
"Jérémy Le Douaron","Brest","FRA","FW",NA,25,1998,33,1618,49,52.9,19,72,2,14,18,1.82,24,19,17500,910000
"Jessy Deminguet","Strasbourg","FRA","MF","FW",25,1998,18,690,38,22.5,9,68,2,9,9,1.33,7,12,11538,6e+05
"Jhoanner Chávez","Lens","ECU","DF",NA,21,2002,8,481,60,15.7,6,67,0,2,39,1.25,7,6,8654,450000
"Jim Allevinah","Clermont Foot","GAB","MF","DF",28,1995,29,1861,64,60.8,22,76,5,7,27,0.72,17,32,2500,130000
"Joaquín Correa","Marseille","ARG","FW","MF",28,1994,12,430,36,14.1,6,62,0,6,10,0.75,6,8,104808,5450000
"Joel Asoro","Metz","SWE","FW","MF",24,1999,20,848,42,27.7,10,64,0,10,20,0.6,6,13,8077,420000
"Johann Lepenant","Lyon","FRA","MF",NA,20,2002,6,253,42,8.3,2,80,1,4,23,0.33,1,7,13846,720000
"Jonas Martin","Brest","FRA","MF",NA,33,1990,31,1208,39,39.5,9,80,3,22,22,1.87,23,10,15385,8e+05
"Jonathan Clauss","Marseille","FRA","DF",NA,30,1992,27,2068,77,67.6,25,81,16,2,22,1.37,31,25,63462,3300000
"Jonathan David","Lille","CAN","FW",NA,23,2000,34,2629,77,85.9,30,86,14,4,14,1.74,48,31,32308,1680000
"Jordan Amavi","Brest","FRA","DF",NA,29,1994,2,91,46,3,1,90,1,1,1,2,3,0,28846,1500000
"Jordan Ferri","Montpellier","FRA","MF",NA,31,1992,30,2031,68,66.4,23,80,10,7,26,1.23,33,33,27692,1440000
"Jordan Lotomba","Nice","SUI","DF",NA,24,1998,28,1804,64,59,21,78,9,7,23,1.54,24,22,14615,760000
"Jordan Veretout","Marseille","FRA","MF",NA,30,1993,29,2183,75,71.3,24,86,18,5,24,1.48,37,34,103846,5400000
"Joris Chotard","Montpellier","FRA","MF",NA,21,2001,31,2587,83,84.5,30,84,22,1,57,1.23,35,38,2308,120000
"Joseph Nduquidi","Metz","FRA","MF","DF",18,2004,13,751,58,24.5,7,84,5,6,27,0.92,5,13,2308,120000
"Joseph Okumu","Reims","KEN","DF",NA,26,1997,21,1743,83,57,19,89,17,2,30,1.43,21,23,19231,1e+06
"Josh Wilson-Esbrand","Reims","ENG","DF","MF",20,2002,11,461,42,15.1,5,72,0,6,17,1.64,7,5,5769,3e+05
"Josué Casimir","Le Havre","FRA","FW","DF",21,2001,30,2016,67,65.9,25,75,6,5,30,0.9,20,29,5769,3e+05
"Julien Laporte","Lorient","FRA","DF",NA,29,1993,23,1818,79,59.4,20,85,17,3,39,0.83,31,47,11538,6e+05
"Julien Le Cardinal","Brest","FRA","DF",NA,25,1997,12,473,39,15.5,5,88,4,7,5,1.83,9,8,9231,480000
"Julien Ponceau","Lorient","FRA","MF",NA,22,2000,32,2244,70,73.3,27,79,12,5,23,0.81,29,52,7500,390000
"Junior Mwanga","Strasbourg","FRA","MF","FW",20,2003,22,1450,66,47.4,17,81,6,5,16,1.05,17,28,13077,680000
"Kamory Doumbia","Brest","MLI","MF",NA,20,2003,25,879,35,28.7,7,69,1,18,22,1.8,22,7,2885,150000
"Kassoum Ouattara","Monaco","FRA","DF","FW",18,2004,14,636,45,20.8,7,73,2,7,18,1.57,10,7,7692,4e+05
"Keito Nakamura","Reims","JPN","FW","MF",23,2000,25,1381,55,45.1,17,71,2,8,22,1.4,19,20,17308,9e+05
"Kelvin Amian","Nantes","FRA","DF",NA,25,1998,12,798,67,26.1,11,72,6,1,11,0.75,6,17,17308,9e+05
"Kévin Gameiro","Strasbourg","FRA","FW","MF",36,1987,27,1346,50,44,15,71,3,12,24,1.3,19,26,26923,1400000
"Kévin N'Doram","Metz","FRA","MF",NA,27,1996,23,1604,70,52.4,18,85,13,5,15,0.83,18,29,16154,840000
"Kévin Van Den Kerkhof","Metz","ALG","FW","MF",27,1996,29,1913,66,62.5,21,82,7,8,25,0.83,21,33,7885,410000
"Khalil Fayad","Montpellier","FRA","FW","MF",19,2004,23,1025,45,33.5,11,67,0,12,24,0.91,7,19,5769,3e+05
"Khéphren Thuram","Nice","FRA","MF",NA,22,2001,27,2108,78,68.9,25,83,16,2,22,1.59,27,18,16731,870000
"Koffi Kouao","Metz","CIV","DF",NA,25,1998,13,860,66,28.1,10,78,6,3,27,0.85,13,21,15000,780000
"Komnen Andrić","Clermont Foot","SRB","FW",NA,28,1995,7,169,24,5.5,1,67,0,6,17,0.29,1,5,5769,3e+05
"Krépin Diatta","Monaco","SEN","DF","FW",24,1999,26,1206,46,39.4,12,84,9,14,15,2.15,30,16,57692,3e+06
"Kylian Mbappé","Paris S-G","FRA","FW",NA,24,1998,29,2158,74,70.5,24,83,19,5,31,2.17,61,25,1384615,7.2e+07
"Lamine Camara","Metz","SEN","MF",NA,19,2004,31,2255,73,73.7,26,81,12,5,30,0.84,31,42,2500,130000
"Laurent Abergel","Lorient","FRA","MF",NA,30,1993,33,2860,87,93.5,32,89,29,1,23,0.88,41,59,13846,720000
"Lebo Mothiba","Strasbourg","RSA","FW",NA,27,1996,15,617,41,20.2,5,78,2,10,23,1.33,11,8,16154,840000
"Lee Kang-in","Paris S-G","KOR","FW","MF",22,2001,23,1464,64,47.8,18,74,6,5,26,2.17,38,13,139808,7270000
"Leny Yoro","Lille","FRA","DF",NA,17,2005,32,2673,84,87.4,30,89,29,2,8,1.72,47,31,6923,360000
"Léo Leroy","Montpellier","FRA","MF",NA,23,2000,21,499,24,16.3,3,72,1,18,16,1.18,9,12,5000,260000
"Leonardo Balerdi","Marseille","ARG","DF",NA,24,1999,27,2271,84,74.2,26,87,21,1,21,1.44,39,30,19038,990000
"Logan Costa","Toulouse","CPV","DF",NA,22,2001,31,2650,85,86.6,29,89,28,2,32,1.19,37,37,8654,450000
"Loïc Nego","Le Havre","HUN","DF","MF",32,1991,28,1561,56,51,18,74,5,10,23,0.89,18,20,7692,4e+05
"Lorenz Assignon","Rennes","TOG","DF",NA,23,2000,14,1011,72,33,12,82,8,2,16,1.14,15,14,10577,550000
