"Player","Squad","Nation","Pos","Pos2","Age","Progression_Carries","Progression_Passes_Delivered","Progression_Passes_Recived","Total_Passes_Completed","Total_Passes_Attempted","Total_Pass_Percentage","Short_Passes_Completed","Short_Passes_Attempted","Short_Pass_Percentage","Long_Passes_Completed","Long_Passes_Attempted","Long_Pass_Percentage","Medium_Passes_Completed","Medium_Passes_Attempted","Medium_Pass_Percentage","Key_Passes","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","Live_Pass","Dead_Pass","Free_Kicks","Through_Balls","Switches","Crosses","Throw_Ins","Corner_Kicks","Offside","Touches","Take_Ons_Attempted","Take_Ons_Wins","Take_On_Win_Percentage","Take_Ons_Tackled","Take_Ons_Tackled_Percentage"
"Alexandre Oukidja","Metz","ALG","GK",NA,35,1,3,0,513,1002,51.2,49,50,98,264,741,35.6,199,206,96.6,0,0,0,593,407,115,0,6,0,0,0,2,1112,3,3,100,0,0
"Alexis Claude-Maurice","Nice","FRA","MF",NA,25,15,21,25,202,253,79.8,120,132,90.9,12,22,54.5,56,75,74.7,7,6,3,235,18,6,0,0,26,2,10,0,330,24,16,66.7,8,33.3
"Alexsandro Ribeiro","Lille","BRA","DF",NA,23,15,82,7,1615,1804,89.5,584,618,94.5,128,201,63.7,868,934,92.9,5,5,0,1706,96,65,3,12,2,6,0,2,2069,10,4,40,3,30
"Alidu Seidu","Rennes","GHA","DF",NA,23,14,23,24,309,362,85.4,150,164,91.5,17,32,53.1,133,152,87.5,3,4,0,318,43,6,0,1,6,37,0,1,439,11,6,54.5,3,27.3
"Alidu Seidu","Rennes","GHA","DF",NA,23,14,23,24,309,362,85.4,150,164,91.5,17,32,53.1,133,152,87.5,3,4,0,318,43,6,0,1,6,37,0,1,905,25,11,44,12,48
"Alidu Seidu","Clermont Foot","GHA","DF",NA,23,16,33,3,623,756,82.4,247,269,91.8,62,110,56.4,295,350,84.3,5,0,0,687,65,10,0,2,4,55,0,4,439,11,6,54.5,3,27.3
"Alidu Seidu","Clermont Foot","GHA","DF",NA,23,16,33,3,623,756,82.4,247,269,91.8,62,110,56.4,295,350,84.3,5,0,0,687,65,10,0,2,4,55,0,4,905,25,11,44,12,48
"Alidu Seidu","Clermont Foot","GHA","DF",NA,23,16,33,3,309,362,85.4,150,164,91.5,17,32,53.1,133,152,87.5,3,4,0,687,65,10,0,2,4,55,0,4,439,11,6,54.5,3,27.3
"Alidu Seidu","Clermont Foot","GHA","DF",NA,23,16,33,3,309,362,85.4,150,164,91.5,17,32,53.1,133,152,87.5,3,4,0,687,65,10,0,2,4,55,0,4,905,25,11,44,12,48
"Alidu Seidu","Rennes","GHA","DF",NA,23,14,23,24,623,756,82.4,247,269,91.8,62,110,56.4,295,350,84.3,5,0,0,687,65,10,0,2,4,55,0,4,439,11,6,54.5,3,27.3
"Alidu Seidu","Rennes","GHA","DF",NA,23,14,23,24,623,756,82.4,247,269,91.8,62,110,56.4,295,350,84.3,5,0,0,687,65,10,0,2,4,55,0,4,905,25,11,44,12,48
"Alidu Seidu","Rennes","GHA","DF",NA,23,14,23,24,309,362,85.4,150,164,91.5,17,32,53.1,133,152,87.5,3,4,0,687,65,10,0,2,4,55,0,4,439,11,6,54.5,3,27.3
"Alidu Seidu","Rennes","GHA","DF",NA,23,14,23,24,309,362,85.4,150,164,91.5,17,32,53.1,133,152,87.5,3,4,0,687,65,10,0,2,4,55,0,4,905,25,11,44,12,48
"Alidu Seidu","Clermont Foot","GHA","DF",NA,23,16,33,3,309,362,85.4,150,164,91.5,17,32,53.1,133,152,87.5,3,4,0,318,43,6,0,1,6,37,0,1,439,11,6,54.5,3,27.3
"Alidu Seidu","Clermont Foot","GHA","DF",NA,23,16,33,3,309,362,85.4,150,164,91.5,17,32,53.1,133,152,87.5,3,4,0,318,43,6,0,1,6,37,0,1,905,25,11,44,12,48
"Alidu Seidu","Rennes","GHA","DF",NA,23,14,23,24,623,756,82.4,247,269,91.8,62,110,56.4,295,350,84.3,5,0,0,318,43,6,0,1,6,37,0,1,439,11,6,54.5,3,27.3
"Alidu Seidu","Rennes","GHA","DF",NA,23,14,23,24,623,756,82.4,247,269,91.8,62,110,56.4,295,350,84.3,5,0,0,318,43,6,0,1,6,37,0,1,905,25,11,44,12,48
"Alidu Seidu","Clermont Foot","GHA","DF",NA,23,16,33,3,623,756,82.4,247,269,91.8,62,110,56.4,295,350,84.3,5,0,0,318,43,6,0,1,6,37,0,1,439,11,6,54.5,3,27.3
"Alidu Seidu","Clermont Foot","GHA","DF",NA,23,16,33,3,623,756,82.4,247,269,91.8,62,110,56.4,295,350,84.3,5,0,0,318,43,6,0,1,6,37,0,1,905,25,11,44,12,48
"Aliou Baldé","Nice","GUI","FW","DF",20,5,2,8,15,30,50,12,17,70.6,0,1,0,2,9,22.2,0,0,0,29,1,0,1,0,4,0,1,0,58,10,3,30,6,60
"Amadou Koné","Reims","MLI","MF",NA,18,2,28,2,204,256,79.7,72,95,75.8,23,28,82.1,99,113,87.6,3,1,0,251,3,3,0,2,1,0,0,2,322,3,2,66.7,1,33.3
"Amin Sarr","Lyon","SWE","FW","MF",22,3,1,8,13,20,65,6,10,60,0,1,0,4,4,100,1,1,0,18,2,0,0,0,1,0,0,0,35,3,2,66.7,1,33.3
"Amine Gouiri","Rennes","ALG","FW","MF",23,59,82,185,625,764,81.8,344,408,84.3,21,28,75,223,257,86.8,21,32,0,741,22,3,2,0,7,3,7,1,1048,86,46,53.5,40,46.5
"Amine Harit","Marseille","MAR","MF","FW",26,84,127,112,815,966,84.4,404,449,90,49,88,55.7,311,351,88.6,39,33,5,904,55,12,9,0,39,14,25,7,1184,75,39,52,27,36
"Amine Salama","Reims","FRA","FW",NA,23,10,7,33,48,73,65.8,26,38,68.4,2,5,40,19,26,73.1,5,1,1,70,3,0,0,0,5,1,0,0,110,14,10,71.4,3,21.4
"Amir Richardson","Reims","MAR","MF",NA,21,28,72,40,534,651,82,235,281,83.6,46,65,70.8,245,284,86.3,12,7,2,635,14,8,3,3,13,5,0,2,855,26,8,30.8,18,69.2
"André Ayew","Le Havre","GHA","FW",NA,33,14,23,65,197,266,74.1,127,157,80.9,5,9,55.6,55,72,76.4,8,4,1,244,19,0,0,0,4,1,0,3,389,28,16,57.1,10,35.7
"Andrey Santos","Strasbourg","BRA","MF",NA,19,5,48,15,444,511,86.9,186,209,89,32,43,74.4,216,235,91.9,6,3,0,488,22,10,2,1,3,0,0,1,614,19,8,42.1,9,47.4
"Andy Diouf","Lens","FRA","MF",NA,20,63,80,55,591,737,80.2,316,369,85.6,25,50,50,216,251,86.1,21,14,0,689,45,13,1,0,47,0,32,3,908,58,30,51.7,26,44.8
"Andy Logbo","Le Havre","FRA","FW",NA,19,1,2,7,31,40,77.5,18,23,78.3,1,2,50,7,10,70,3,0,0,38,2,0,0,0,1,0,0,0,79,5,4,80,1,20
"Andy Pelmard","Clermont Foot","FRA","DF",NA,23,39,120,7,1412,1666,84.8,624,678,92,82,195,42.1,656,720,91.1,6,8,1,1551,107,52,2,2,6,42,0,8,1928,10,7,70,2,20
"Angel Gomes","Lille","ENG","MF",NA,22,49,204,71,1566,1751,89.4,727,779,93.3,170,220,77.3,632,680,92.9,48,45,1,1683,63,34,10,22,45,4,24,5,1940,35,22,62.9,12,34.3
"Ângelo","Strasbourg","BRA","FW","MF",18,50,59,109,300,426,70.4,139,180,77.2,22,49,44.9,129,171,75.4,26,25,9,410,15,3,4,1,42,4,5,1,593,56,30,53.6,23,41.1
"Angelo Fulgini","Lens","FRA","MF",NA,26,35,74,117,569,789,72.1,278,335,83,67,133,50.4,189,248,76.2,38,20,6,661,113,29,10,5,114,8,74,15,996,42,18,42.9,22,52.4
"Antoine Joujou","Le Havre","FRA","FW","MF",20,35,22,82,184,260,70.8,106,137,77.4,6,11,54.5,68,87,78.2,9,11,2,256,3,1,0,0,18,1,0,1,399,53,19,35.8,31,58.5
"Antoine Mendy","Nice","FRA","DF",NA,19,3,12,6,211,244,86.5,69,77,89.6,21,31,67.7,116,129,89.9,2,2,2,223,21,4,0,2,4,17,0,0,291,9,6,66.7,3,33.3
"Arnaud Kalimuendo","Rennes","FRA","FW",NA,21,27,37,181,405,502,80.7,222,265,83.8,24,26,92.3,137,155,88.4,28,12,1,451,47,2,2,2,11,1,0,4,717,46,17,37,25,54.3
"Arnaud Nordin","Montpellier","FRA","FW","MF",25,56,52,125,304,390,77.9,151,182,83,21,34,61.8,113,134,84.3,21,22,4,376,11,1,2,0,35,3,1,3,551,55,33,60,15,27.3
"Aron Dønnum","Toulouse","NOR","FW","MF",25,69,66,120,428,571,75,214,261,82,49,78,62.8,154,197,78.2,24,23,2,545,24,5,4,13,28,10,9,2,774,74,31,41.9,34,45.9
"Arouna Sangante","Le Havre","SEN","DF",NA,21,20,107,27,1233,1521,81.1,453,525,86.3,166,270,61.5,586,667,87.9,17,9,2,1315,202,61,0,13,15,139,0,4,1827,17,11,64.7,4,23.5
"Arthur Atta","Metz","FRA","MF","FW",20,16,48,22,301,401,75.1,121,154,78.6,39,65,60,131,157,83.4,12,12,4,378,20,10,1,4,10,6,1,3,544,29,12,41.4,16,55.2
"Arthur Theate","Rennes","BEL","DF",NA,23,33,151,24,1444,1640,88,445,479,92.9,153,237,64.6,821,880,93.3,6,7,4,1565,72,47,0,14,11,22,0,3,1882,14,7,50,6,42.9
"Aurélien Pelon","Lorient","FRA","DF",NA,19,0,1,0,26,33,78.8,8,9,88.9,5,5,100,13,18,72.2,0,0,0,33,0,0,0,0,0,0,0,0,44,1,1,100,0,0
"Axel Camblan","Brest","FRA","FW",NA,19,5,1,8,18,22,81.8,4,4,100,1,1,100,10,13,76.9,1,0,0,21,1,0,0,0,1,1,0,0,43,8,3,37.5,5,62.5
"Axel Gueguin","Montpellier","FRA","DF","FW",18,2,3,6,28,43,65.1,17,21,81,1,4,25,8,13,61.5,1,1,0,38,5,0,0,0,2,5,0,0,68,2,1,50,1,50
"Ayman Kari","Lorient","FRA","MF",NA,18,22,37,53,338,386,87.6,181,204,88.7,13,19,68.4,118,131,90.1,13,12,0,384,1,1,4,2,1,0,0,1,508,30,16,53.3,12,40
"Ayyoub Bouaddi","Lille","FRA","MF",NA,15,1,12,2,103,115,89.6,46,51,90.2,11,14,78.6,44,46,95.7,1,1,1,115,0,0,0,0,2,0,0,0,135,1,1,100,0,0
"Azor Matusiwa","Rennes","NED","MF",NA,25,3,64,12,398,454,87.7,160,187,85.6,40,46,87,186,203,91.6,10,5,1,740,9,8,0,5,0,1,0,1,929,13,9,69.2,3,23.1
"Azor Matusiwa","Rennes","NED","MF",NA,25,3,64,12,398,454,87.7,160,187,85.6,40,46,87,186,203,91.6,10,5,1,740,9,8,0,5,0,1,0,1,530,4,2,50,1,25
"Azor Matusiwa","Reims","NED","MF",NA,25,12,78,12,398,454,87.7,160,187,85.6,40,46,87,186,203,91.6,10,5,1,442,12,11,1,1,1,1,0,0,929,13,9,69.2,3,23.1
"Azor Matusiwa","Reims","NED","MF",NA,25,12,78,12,398,454,87.7,160,187,85.6,40,46,87,186,203,91.6,10,5,1,442,12,11,1,1,1,1,0,0,530,4,2,50,1,25
"Azor Matusiwa","Rennes","NED","MF",NA,25,3,64,12,650,750,86.7,236,283,83.4,73,92,79.3,308,328,93.9,15,5,0,740,9,8,0,5,0,1,0,1,929,13,9,69.2,3,23.1
"Azor Matusiwa","Rennes","NED","MF",NA,25,3,64,12,650,750,86.7,236,283,83.4,73,92,79.3,308,328,93.9,15,5,0,740,9,8,0,5,0,1,0,1,530,4,2,50,1,25
"Azor Matusiwa","Rennes","NED","MF",NA,25,3,64,12,650,750,86.7,236,283,83.4,73,92,79.3,308,328,93.9,15,5,0,442,12,11,1,1,1,1,0,0,929,13,9,69.2,3,23.1
"Azor Matusiwa","Rennes","NED","MF",NA,25,3,64,12,650,750,86.7,236,283,83.4,73,92,79.3,308,328,93.9,15,5,0,442,12,11,1,1,1,1,0,0,530,4,2,50,1,25
"Azor Matusiwa","Rennes","NED","MF",NA,25,3,64,12,398,454,87.7,160,187,85.6,40,46,87,186,203,91.6,10,5,1,442,12,11,1,1,1,1,0,0,929,13,9,69.2,3,23.1
"Azor Matusiwa","Rennes","NED","MF",NA,25,3,64,12,398,454,87.7,160,187,85.6,40,46,87,186,203,91.6,10,5,1,442,12,11,1,1,1,1,0,0,530,4,2,50,1,25
"Azor Matusiwa","Reims","NED","MF",NA,25,12,78,12,650,750,86.7,236,283,83.4,73,92,79.3,308,328,93.9,15,5,0,442,12,11,1,1,1,1,0,0,929,13,9,69.2,3,23.1
"Azor Matusiwa","Reims","NED","MF",NA,25,12,78,12,650,750,86.7,236,283,83.4,73,92,79.3,308,328,93.9,15,5,0,442,12,11,1,1,1,1,0,0,530,4,2,50,1,25
"Azor Matusiwa","Reims","NED","MF",NA,25,12,78,12,650,750,86.7,236,283,83.4,73,92,79.3,308,328,93.9,15,5,0,740,9,8,0,5,0,1,0,1,929,13,9,69.2,3,23.1
"Azor Matusiwa","Reims","NED","MF",NA,25,12,78,12,650,750,86.7,236,283,83.4,73,92,79.3,308,328,93.9,15,5,0,740,9,8,0,5,0,1,0,1,530,4,2,50,1,25
"Azor Matusiwa","Reims","NED","MF",NA,25,12,78,12,398,454,87.7,160,187,85.6,40,46,87,186,203,91.6,10,5,1,740,9,8,0,5,0,1,0,1,929,13,9,69.2,3,23.1
"Azor Matusiwa","Reims","NED","MF",NA,25,12,78,12,398,454,87.7,160,187,85.6,40,46,87,186,203,91.6,10,5,1,740,9,8,0,5,0,1,0,1,530,4,2,50,1,25
"Azzedine Ounahi","Marseille","MAR","MF",NA,23,32,98,70,722,817,88.4,367,407,90.2,35,50,70,281,300,93.7,15,17,3,799,15,10,3,2,22,3,1,3,959,27,8,29.6,18,66.7
"Badredine Bouanani","Lorient","ALG","MF",NA,18,30,32,27,54,70,77.1,24,31,77.4,9,13,69.2,20,24,83.3,6,3,3,70,0,0,0,1,8,0,0,0,231,14,8,57.1,5,35.7
"Badredine Bouanani","Lorient","ALG","MF",NA,18,30,32,27,54,70,77.1,24,31,77.4,9,13,69.2,20,24,83.3,6,3,3,70,0,0,0,1,8,0,0,0,104,11,4,36.4,6,54.5
"Badredine Bouanani","Lorient","ALG","MF",NA,18,30,32,27,54,70,77.1,24,31,77.4,9,13,69.2,20,24,83.3,6,3,3,161,18,6,0,4,10,6,6,1,231,14,8,57.1,5,35.7
"Badredine Bouanani","Lorient","ALG","MF",NA,18,30,32,27,54,70,77.1,24,31,77.4,9,13,69.2,20,24,83.3,6,3,3,161,18,6,0,4,10,6,6,1,104,11,4,36.4,6,54.5
"Badredine Bouanani","Nice","ALG","FW",NA,18,10,2,24,146,180,81.1,60,72,83.3,23,28,82.1,59,68,86.8,9,13,2,161,18,6,0,4,10,6,6,1,231,14,8,57.1,5,35.7
"Badredine Bouanani","Nice","ALG","FW",NA,18,10,2,24,146,180,81.1,60,72,83.3,23,28,82.1,59,68,86.8,9,13,2,161,18,6,0,4,10,6,6,1,104,11,4,36.4,6,54.5
"Badredine Bouanani","Nice","ALG","FW",NA,18,10,2,24,54,70,77.1,24,31,77.4,9,13,69.2,20,24,83.3,6,3,3,161,18,6,0,4,10,6,6,1,231,14,8,57.1,5,35.7
"Badredine Bouanani","Nice","ALG","FW",NA,18,10,2,24,54,70,77.1,24,31,77.4,9,13,69.2,20,24,83.3,6,3,3,161,18,6,0,4,10,6,6,1,104,11,4,36.4,6,54.5
"Badredine Bouanani","Nice","ALG","FW",NA,18,10,2,24,146,180,81.1,60,72,83.3,23,28,82.1,59,68,86.8,9,13,2,70,0,0,0,1,8,0,0,0,231,14,8,57.1,5,35.7
"Badredine Bouanani","Nice","ALG","FW",NA,18,10,2,24,146,180,81.1,60,72,83.3,23,28,82.1,59,68,86.8,9,13,2,70,0,0,0,1,8,0,0,0,104,11,4,36.4,6,54.5
"Badredine Bouanani","Lorient","ALG","MF",NA,18,30,32,27,146,180,81.1,60,72,83.3,23,28,82.1,59,68,86.8,9,13,2,161,18,6,0,4,10,6,6,1,231,14,8,57.1,5,35.7
"Badredine Bouanani","Lorient","ALG","MF",NA,18,30,32,27,146,180,81.1,60,72,83.3,23,28,82.1,59,68,86.8,9,13,2,161,18,6,0,4,10,6,6,1,104,11,4,36.4,6,54.5
"Badredine Bouanani","Lorient","ALG","MF",NA,18,30,32,27,146,180,81.1,60,72,83.3,23,28,82.1,59,68,86.8,9,13,2,70,0,0,0,1,8,0,0,0,231,14,8,57.1,5,35.7
"Badredine Bouanani","Lorient","ALG","MF",NA,18,30,32,27,146,180,81.1,60,72,83.3,23,28,82.1,59,68,86.8,9,13,2,70,0,0,0,1,8,0,0,0,104,11,4,36.4,6,54.5
"Badredine Bouanani","Nice","ALG","FW",NA,18,10,2,24,54,70,77.1,24,31,77.4,9,13,69.2,20,24,83.3,6,3,3,70,0,0,0,1,8,0,0,0,231,14,8,57.1,5,35.7
"Badredine Bouanani","Nice","ALG","FW",NA,18,10,2,24,54,70,77.1,24,31,77.4,9,13,69.2,20,24,83.3,6,3,3,70,0,0,0,1,8,0,0,0,104,11,4,36.4,6,54.5
"Bafodé Diakité","Lille","FRA","DF",NA,22,15,95,16,1206,1311,92,503,545,92.3,77,92,83.7,596,633,94.2,13,1,0,1209,102,45,0,3,3,49,0,0,1464,8,5,62.5,3,37.5
"Bamba Dieng","Lorient","SEN","FW",NA,23,5,4,44,90,117,76.9,55,67,82.1,4,5,80,22,31,71,8,2,0,99,18,0,0,0,5,1,0,0,188,11,3,27.3,7,63.6
"Bamo Meïté","Marseille","CIV","DF",NA,21,11,29,5,462,507,91.1,216,229,94.3,25,36,69.4,206,221,93.2,1,1,0,54,2,1,0,0,0,1,0,0,605,9,5,55.6,2,22.2
"Bamo Meïté","Lorient","CIV","DF",NA,21,0,1,0,462,507,91.1,216,229,94.3,25,36,69.4,206,221,93.2,1,1,0,54,2,1,0,0,0,1,0,0,605,9,5,55.6,2,22.2
"Bamo Meïté","Lorient","CIV","DF",NA,21,0,1,0,462,507,91.1,216,229,94.3,25,36,69.4,206,221,93.2,1,1,0,473,34,10,0,0,4,20,0,0,605,9,5,55.6,2,22.2
"Bamo Meïté","Lorient","CIV","DF",NA,21,0,1,0,48,56,85.7,23,25,92,2,7,28.6,22,22,100,0,1,0,473,34,10,0,0,4,20,0,0,605,9,5,55.6,2,22.2
"Bamo Meïté","Lorient","CIV","DF",NA,21,0,1,0,48,56,85.7,23,25,92,2,7,28.6,22,22,100,0,1,0,54,2,1,0,0,0,1,0,0,605,9,5,55.6,2,22.2
"Bamo Meïté","Marseille","CIV","DF",NA,21,11,29,5,462,507,91.1,216,229,94.3,25,36,69.4,206,221,93.2,1,1,0,473,34,10,0,0,4,20,0,0,605,9,5,55.6,2,22.2
"Bamo Meïté","Marseille","CIV","DF",NA,21,11,29,5,48,56,85.7,23,25,92,2,7,28.6,22,22,100,0,1,0,473,34,10,0,0,4,20,0,0,605,9,5,55.6,2,22.2
"Bamo Meïté","Marseille","CIV","DF",NA,21,11,29,5,48,56,85.7,23,25,92,2,7,28.6,22,22,100,0,1,0,54,2,1,0,0,0,1,0,0,605,9,5,55.6,2,22.2
"Baptiste Santamaria","Rennes","FRA","MF",NA,28,13,134,36,1055,1207,87.4,409,452,90.5,138,171,80.7,468,519,90.2,13,15,0,1175,30,30,2,10,0,0,0,2,1444,25,14,56,9,36
"Bassirou Ndiaye","Lorient","SEN","FW",NA,21,1,1,7,27,39,69.2,17,21,81,2,5,40,5,8,62.5,2,0,0,36,3,0,0,0,1,0,1,0,69,7,2,28.6,5,71.4
"Becir Omeragic","Montpellier","SUI","DF","MF",21,21,71,12,904,1060,85.3,341,378,90.2,98,165,59.4,443,476,93.1,10,2,0,1003,57,34,0,10,3,4,0,0,1283,9,6,66.7,3,33.3
"Bénie Traoré","Nantes","CIV","FW","MF",20,23,15,45,99,148,66.9,58,73,79.5,6,17,35.3,30,42,71.4,8,4,2,129,18,3,4,0,20,2,6,1,212,25,13,52,11,44
"Benjamin André","Lille","FRA","MF",NA,32,19,180,37,1598,1919,83.3,751,860,87.3,123,199,61.8,648,733,88.4,19,9,2,1855,58,57,5,19,19,1,0,6,2242,23,10,43.5,13,56.5
"Benjamin Bourigeaud","Rennes","FRA","MF","FW",29,27,178,139,1197,1566,76.4,427,517,82.6,166,295,56.3,567,677,83.8,69,44,10,1354,207,62,7,14,165,45,96,5,1803,24,10,41.7,14,58.3
"Benjamin Mendy","Lorient","FRA","DF",NA,29,26,34,85,318,468,67.9,156,190,82.1,29,84,34.5,122,170,71.8,16,18,13,364,101,25,0,1,96,59,17,3,543,18,9,50,9,50
"Benjamin Stambouli","Reims","FRA","MF",NA,32,2,8,2,95,130,73.1,32,47,68.1,8,18,44.4,51,58,87.9,3,3,2,129,1,1,0,0,2,0,0,0,158,1,1,100,0,0
"Benjamin Tetteh","Metz","GHA","FW","MF",26,3,6,13,49,77,63.6,24,37,64.9,0,1,0,19,29,65.5,2,0,0,71,6,0,0,0,1,0,0,0,112,9,4,44.4,5,55.6
"Bertuğ Yıldırım","Rennes","TUR","FW",NA,21,9,11,29,73,106,68.9,37,51,72.5,4,6,66.7,26,40,65,4,1,0,99,7,0,0,0,1,0,0,0,155,9,6,66.7,1,11.1
