"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Andy Diouf","Lens","FRA","MF",NA,20,0,1,0,0,27,8,29.6,0.04,0.13,24.1,1,51,31,20,2,2,0
"Andy Logbo","Le Havre","FRA","FW",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Andy Pelmard","Clermont Foot","FRA","DF",NA,23,0,0,0,0,2,1,50,0,0,9.1,0,21,18,3,0,0,0
"Angel Gomes","Lille","ENG","MF",NA,22,8,8,0,0,34,7,20.6,0,0,23.6,5,107,73,34,12,8,4
"Ângelo","Strasbourg","BRA","FW","MF",18,3,3,0,0,9,4,44.4,0,0,22.2,0,54,43,11,6,5,1
"Angelo Fulgini","Lens","FRA","MF",NA,26,2,3,0,0,46,10,21.7,0.02,0.1,19,7,69,40,29,4,2,2
"Anthony Lopes","Lyon","POR","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,0
"Antoine Joujou","Le Havre","FRA","FW","MF",20,2,2,0,0,20,3,15,0,0,19.1,0,31,17,14,5,3,2
"Antoine Mendy","Nice","FRA","DF",NA,19,0,0,0,0,2,1,50,0,0,20.5,0,7,5,2,1,0,1
"Antonin Cartillier","Monaco","FRA","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Arnau Tenas","Paris S-G","ESP","GK",NA,22,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0
"Arnaud Kalimuendo","Rennes","FRA","FW",NA,21,1,11,2,2,59,22,37.3,0.14,0.36,16.3,0,70,49,21,7,3,4
"Arnaud Nordin","Montpellier","FRA","FW","MF",25,3,8,0,0,29,11,37.9,0.17,0.45,16,0,56,39,17,6,5,1
"Aron Dønnum","Toulouse","NOR","FW","MF",25,1,1,0,0,21,9,42.9,0,0,19.5,0,53,30,23,4,3,1
"Arouna Sangante","Le Havre","SEN","DF",NA,21,0,0,0,0,16,3,18.8,0,0,15.2,0,39,28,11,4,2,2
"Arthur Atta","Metz","FRA","MF","FW",20,2,3,0,0,9,4,44.4,0.11,0.25,16.2,0,19,15,4,3,1,2
"Arthur Desmas","Le Havre","FRA","GK",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
"Arthur Theate","Rennes","BEL","DF",NA,23,0,2,0,0,22,5,22.7,0.09,0.4,18.7,1,21,16,5,3,1,2
"Aurélien Pelon","Lorient","FRA","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Axel Camblan","Brest","FRA","FW",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Axel Gueguin","Montpellier","FRA","DF","FW",18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Ayanda Sishuba","Lens","BEL","MF","FW",18,0,0,0,0,12,2,16.7,0,0,18.1,0,8,1,7,0,0,0
"Ayman Kari","Lorient","FRA","MF",NA,18,1,2,0,0,7,3,42.9,0.14,0.33,14.6,0,33,29,4,3,3,0
"Ayyoub Bouaddi","Lille","FRA","MF",NA,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Azor Matusiwa","Rennes","NED","MF",NA,25,1,1,0,0,12,2,16.7,0.08,0.5,21.1,0,17,17,0,3,3,0
"Azor Matusiwa","Rennes","NED","MF",NA,25,1,1,0,0,12,2,16.7,0.08,0.5,21.1,0,32,26,6,6,4,2
"Azor Matusiwa","Rennes","NED","MF",NA,25,1,1,0,0,6,1,16.7,0,0,18.1,0,17,17,0,3,3,0
"Azor Matusiwa","Rennes","NED","MF",NA,25,1,1,0,0,6,1,16.7,0,0,18.1,0,32,26,6,6,4,2
"Azor Matusiwa","Reims","NED","MF",NA,25,0,1,0,0,12,2,16.7,0.08,0.5,21.1,0,17,17,0,3,3,0
"Azor Matusiwa","Reims","NED","MF",NA,25,0,1,0,0,12,2,16.7,0.08,0.5,21.1,0,32,26,6,6,4,2
"Azor Matusiwa","Reims","NED","MF",NA,25,0,1,0,0,6,1,16.7,0,0,18.1,0,17,17,0,3,3,0
"Azor Matusiwa","Reims","NED","MF",NA,25,0,1,0,0,6,1,16.7,0,0,18.1,0,32,26,6,6,4,2
"Azzedine Ounahi","Marseille","MAR","MF",NA,23,0,2,0,0,16,4,25,0.13,0.5,21,0,44,40,4,3,2,1
"Badredine Bouanani","Lorient","ALG","MF",NA,18,0,1,0,0,4,1,25,0,0,16.4,0,24,16,8,2,2,0
"Badredine Bouanani","Lorient","ALG","MF",NA,18,0,1,0,0,4,1,25,0,0,16.4,0,10,10,0,0,0,0
"Badredine Bouanani","Lorient","ALG","MF",NA,18,0,1,0,0,15,5,33.3,0.07,0.2,21.1,0,24,16,8,2,2,0
"Badredine Bouanani","Lorient","ALG","MF",NA,18,0,1,0,0,15,5,33.3,0.07,0.2,21.1,0,10,10,0,0,0,0
"Badredine Bouanani","Nice","ALG","FW",NA,18,0,0,0,0,4,1,25,0,0,16.4,0,24,16,8,2,2,0
"Badredine Bouanani","Nice","ALG","FW",NA,18,0,0,0,0,4,1,25,0,0,16.4,0,10,10,0,0,0,0
"Badredine Bouanani","Nice","ALG","FW",NA,18,0,0,0,0,15,5,33.3,0.07,0.2,21.1,0,24,16,8,2,2,0
"Badredine Bouanani","Nice","ALG","FW",NA,18,0,0,0,0,15,5,33.3,0.07,0.2,21.1,0,10,10,0,0,0,0
"Bafodé Diakité","Lille","FRA","DF",NA,22,2,7,0,0,16,7,43.8,0.31,0.71,8.7,0,22,18,4,2,1,1
"Bamba Dieng","Lorient","SEN","FW",NA,23,1,5,0,0,17,7,41.2,0.24,0.57,16.1,2,19,9,10,4,2,2
"Bamo Meïté","Lorient","CIV","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,0,0,0
"Bamo Meïté","Lorient","CIV","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bamo Meïté","Marseille","CIV","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,0,0,0
"Bamo Meïté","Marseille","CIV","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Baptiste Santamaria","Rennes","FRA","MF",NA,28,1,1,0,0,28,9,32.1,0,0,23.6,0,48,39,9,3,2,1
"Bassirou Ndiaye","Lorient","SEN","FW",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Bastien Meupiyou","Nantes","FRA","DF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Becir Omeragic","Montpellier","SUI","DF","MF",21,0,0,0,0,9,3,33.3,0,0,16.1,0,25,22,3,1,1,0
"Bénie Traoré","Nantes","CIV","FW","MF",20,1,1,0,0,7,4,57.1,0,0,18.7,1,15,13,2,1,1,0
"Benjamin André","Lille","FRA","MF",NA,32,0,4,0,0,23,9,39.1,0.17,0.44,17,0,49,41,8,3,1,2
"Benjamin Bourigeaud","Rennes","FRA","MF","FW",29,6,15,7,7,44,10,22.7,0.05,0.2,21.8,13,113,70,43,14,11,3
"Benjamin Lecomte","Montpellier","FRA","GK",NA,32,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,8,6,2,1,1,0
"Benjamin Mendy","Lorient","FRA","DF",NA,29,1,3,0,0,13,4,30.8,0.15,0.5,16.6,0,23,15,8,2,2,0
"Benjamin Stambouli","Reims","FRA","MF",NA,32,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Benjamin Tetteh","Metz","GHA","FW","MF",26,0,0,0,0,3,1,33.3,0,0,17.6,0,6,5,1,0,0,0
"Bertuğ Yıldırım","Rennes","TUR","FW",NA,21,1,1,0,0,10,4,40,0,0,11.9,0,14,6,8,4,1,3
"Bilal Boutobba","Clermont Foot","FRA","FW","MF",24,1,2,0,0,25,9,36,0.04,0.11,17.5,0,34,21,13,1,1,0
"Bilal Brahimi","Nice","ALG","FW",NA,23,0,0,0,0,4,2,50,0,0,24.4,0,1,1,0,0,0,0
"Bilal Brahimi","Nice","ALG","FW",NA,23,0,0,0,0,4,2,50,0,0,24.4,0,13,11,2,0,0,0
"Bilal Brahimi","Brest","ALG","FW","MF",23,0,0,0,0,4,2,50,0,0,24.4,0,1,1,0,0,0,0
"Bilal Brahimi","Brest","ALG","FW","MF",23,0,0,0,0,4,2,50,0,0,24.4,0,13,11,2,0,0,0
"Bilal Nadir","Marseille","FRA","MF","FW",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Birger Meling","Rennes","NOR","DF",NA,28,0,0,0,0,1,1,100,0,0,12.2,0,1,0,1,1,0,1
"Bonke Innocent","Lorient","NGA","MF",NA,27,0,0,0,0,2,1,50,0,0,24,0,2,1,1,0,0,0
"Boubakar Kouyaté","Montpellier","MLI","DF",NA,26,2,2,0,0,14,2,14.3,0,0,11.4,0,11,6,5,2,1,1
"Bradley Barcola","Lyon","FRA","FW",NA,20,0,0,0,0,31,11,35.5,0.13,0.36,13.8,0,70,54,16,12,10,2
"Bradley Barcola","Lyon","FRA","FW",NA,20,0,0,0,0,31,11,35.5,0.13,0.36,13.8,0,5,5,0,0,0,0
"Bradley Barcola","Paris S-G","FRA","FW","MF",20,7,11,0,0,31,11,35.5,0.13,0.36,13.8,0,70,54,16,12,10,2
"Bradley Barcola","Paris S-G","FRA","FW","MF",20,7,11,0,0,31,11,35.5,0.13,0.36,13.8,0,5,5,0,0,0,0
"Bradley Locko","Brest","FRA","DF",NA,21,3,3,0,0,12,2,16.7,0,0,26.8,0,63,49,14,7,6,1
"Breel Embolo","Monaco","SUI","FW",NA,26,0,1,0,0,6,3,50,0.17,0.33,15.9,0,10,8,2,1,1,0
"Brendan Chardonnet","Brest","FRA","DF",NA,28,1,2,0,0,18,3,16.7,0.06,0.33,11.3,0,28,24,4,4,2,2
"Brice Samba","Lens","FRA","GK",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,7,1,1,1,0
"Caio Henrique Oliveira Silva","Monaco","BRA","DF",NA,26,5,5,0,0,6,1,16.7,0,0,26.9,1,25,14,11,5,2,3
"Carlos Baleba","Lille","CMR","MF",NA,19,0,0,0,0,2,1,50,0,0,30.4,0,0,0,0,0,0,0
"Carlos Soler","Paris S-G","ESP","MF","DF",26,2,4,0,0,14,5,35.7,0.14,0.4,15,0,37,30,7,2,2,0
"Chaim El Djebali","Lyon","TUN","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Chancel Mbemba","Marseille","COD","DF",NA,28,2,4,0,0,19,2,10.5,0.11,1,10.3,0,20,17,3,2,2,0
"Cheick Konaté","Clermont Foot","MLI","DF",NA,19,1,2,0,0,14,4,28.6,0.07,0.25,20.3,0,29,25,4,2,2,0
"Cheikh Tidiane Sabaly","Metz","SEN","FW","MF",24,1,4,0,0,21,9,42.9,0.14,0.33,17.6,0,39,28,11,4,3,1
"Cher Ndour","Paris S-G","ITA","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Chrislain Matsima","Monaco","FRA","DF",NA,21,1,1,0,0,5,2,40,0.2,0.5,24,0,6,5,1,0,0,0
"Chrislain Matsima","Monaco","FRA","DF",NA,21,1,1,0,0,5,2,40,0.2,0.5,24,0,7,7,0,1,1,0
"Chrislain Matsima","Clermont Foot","FRA","DF",NA,21,0,1,0,0,5,2,40,0.2,0.5,24,0,6,5,1,0,0,0
"Chrislain Matsima","Clermont Foot","FRA","DF",NA,21,0,1,0,0,5,2,40,0.2,0.5,24,0,7,7,0,1,1,0
"Christ Mbondi","Reims","FRA","FW",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Christian Mawissa","Toulouse","FRA","DF",NA,18,0,2,0,0,5,2,40,0.4,1,13.1,0,15,12,3,1,1,0
"Christophe Hérelle","Metz","MTQ","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,2,0
"Christopher Jullien","Montpellier","FRA","DF",NA,30,0,1,0,0,7,1,14.3,0.14,1,8,0,10,8,2,1,1,0
"Christopher Operi","Le Havre","CIV","DF",NA,26,4,7,0,0,22,9,40.9,0.14,0.33,24.3,7,74,29,45,6,2,4
"Christopher Wooh","Rennes","CMR","DF",NA,21,0,1,0,0,10,2,20,0.1,0.5,9,0,14,10,4,0,0,0
"Clinton Mata","Lyon","ANG","DF",NA,30,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,31,26,5,4,3,1
"Corentin Tolisso","Lyon","FRA","MF",NA,28,1,3,1,1,38,13,34.2,0.03,0.08,18.9,1,52,40,12,3,1,2
"Cristian Cásseres Jr.","Toulouse","VEN","MF",NA,23,3,4,0,0,15,3,20,0.07,0.33,18.1,0,37,26,11,4,4,0
"Daler Kuzyaev","Le Havre","RUS","MF",NA,30,2,4,0,0,16,5,31.3,0.13,0.4,17.7,0,72,57,15,4,4,0
"Danilo Pereira","Paris S-G","POR","DF",NA,31,0,0,0,0,10,1,10,0,0,10.8,0,14,14,0,2,2,0
"Danley Jean-Jacques","Metz","HAI","MF",NA,23,0,0,0,0,34,5,14.7,0,0,20.4,0,50,32,18,1,1,0
"Dante","Nice","BRA","DF",NA,39,1,2,0,0,15,5,33.3,0.07,0.2,13.9,0,51,49,2,6,6,0
"Daouda Traoré","Nice","FRA","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Darlin Yongwa","Lorient","CMR","DF",NA,22,1,2,0,0,15,5,33.3,0.07,0.2,20.6,0,27,16,11,2,2,0
"David Costa","Lens","POR","MF",NA,22,2,6,0,0,30,14,46.7,0.13,0.29,17.8,2,55,30,25,6,4,2
"Deiver Machado","Lens","COL","DF",NA,29,0,4,0,0,16,8,50,0.25,0.5,18.2,1,24,18,6,0,0,0
"Dejan Lovren","Lyon","CRO","DF",NA,34,0,0,0,0,6,4,66.7,0,0,12.5,0,4,3,1,0,0,0
"Dembo Sylla","Lorient","GUI","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Denis Genreau","Toulouse","AUS","MF","FW",24,0,0,0,0,3,1,33.3,0,0,22.7,0,13,12,1,0,0,0
"Denis Petrić","Nantes","SRB","GK",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Denis Zakaria","Monaco","SUI","MF","DF",26,0,4,0,0,26,10,38.5,0.15,0.4,21.6,0,36,26,10,3,2,1
"Désiré Doué","Rennes","FRA","MF","FW",18,4,8,0,0,34,13,38.2,0.12,0.31,19.1,0,88,56,32,12,6,6
"Didier Lamkel Zé","Metz","CMR","FW","MF",26,0,1,0,0,11,3,27.3,0.09,0.33,16.4,0,15,13,2,0,0,0
"Diego Moreira","Lyon","POR","FW","MF",18,0,0,0,0,5,2,40,0,0,11.3,0,4,3,1,0,0,0
"Dilane Bakwa","Strasbourg","FRA","FW","MF",20,6,9,0,0,44,12,27.3,0.07,0.25,19.6,4,107,54,53,10,4,6
"Dimitry Bertaud","Montpellier","COD","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Dion Moise Sahi","Strasbourg","CIV","MF","FW",21,1,4,0,0,24,7,29.2,0.13,0.43,15.8,0,11,10,1,1,1,0
"Djaoui Cissé","Rennes","FRA","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Douglas","Nantes","BRA","MF",NA,26,0,0,0,0,16,5,31.3,0,0,20,0,37,26,11,2,2,0
"Duje Ćaleta-Car","Lyon","CRO","DF",NA,26,0,0,0,0,7,1,14.3,0,0,10.1,0,12,10,2,0,0,0
"Edan Diop","Monaco","FRA","MF","DF",18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Edon Zhegrova","Lille","KVX","FW",NA,24,6,12,0,0,82,29,35.4,0.07,0.21,20.3,8,123,63,60,15,9,6
"Eduard Sobol","Strasbourg","UKR","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Elba Rashani","Clermont Foot","KVX","MF","FW",30,0,2,0,0,17,5,29.4,0.12,0.4,16.8,0,29,22,7,2,1,1
"Eli Junior Kroupi","Lorient","FRA","FW","MF",17,3,8,0,0,22,12,54.5,0.23,0.42,13.7,0,20,13,7,3,2,1
"Eliesse Ben Seghir","Monaco","MAR","MF","FW",18,1,3,0,0,14,4,28.6,0.14,0.5,19.8,1,20,12,8,5,2,3
"Eliot Matazo","Monaco","BEL","MF",NA,21,1,1,0,0,1,1,100,0,0,22.6,0,2,2,0,1,1,0
"Elye Wahi","Lens","FRA","FW",NA,20,3,12,1,1,59,30,50.8,0.14,0.27,13.3,0,1,1,0,0,0,0
"Elye Wahi","Lens","FRA","FW",NA,20,3,12,1,1,59,30,50.8,0.14,0.27,13.3,0,41,23,18,3,1,2
"Elye Wahi","Montpellier","FRA","FW",NA,20,0,0,0,0,59,30,50.8,0.14,0.27,13.3,0,1,1,0,0,0,0
"Elye Wahi","Montpellier","FRA","FW",NA,20,0,0,0,0,59,30,50.8,0.14,0.27,13.3,0,41,23,18,3,1,2
"Emanuel Emegha","Strasbourg","NED","FW",NA,20,1,9,1,0,47,20,42.6,0.17,0.4,12,0,28,16,12,5,1,4
"Emmanuel Agbadou","Reims","CIV","DF",NA,26,1,2,0,0,32,5,15.6,0.03,0.2,15.1,0,47,43,4,1,1,0
"Emmanuel Sabbi","Le Havre","USA","FW","MF",25,1,6,2,2,29,10,34.5,0.1,0.3,16.4,0,44,26,18,6,3,3
"Emran Soglo","Marseille","ENG","MF","DF",18,1,2,0,0,1,1,100,1,1,12.1,0,2,2,0,1,1,0
"Enzo Le Fée","Rennes","FRA","MF",NA,23,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,57,47,10,1,1,0
"Enzo Mongo","Nantes","FRA","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Enzo Tchato","Montpellier","CMR","DF",NA,20,0,0,0,0,5,1,20,0,0,18.8,0,18,13,5,0,0,0
"Eray Cömert","Nantes","SUI","DF",NA,25,0,2,0,0,9,3,33.3,0.22,0.67,17.1,1,16,11,5,1,0,1
"Ernest Nuamah","Lyon","GHA","FW","MF",19,2,5,0,0,43,20,46.5,0.07,0.15,18,3,73,47,26,6,4,2
"Ethan Mbappé","Paris S-G","FRA","MF","DF",16,0,0,0,0,2,1,50,0,0,15.7,0,1,1,0,1,1,0
"Etienne Youte Kinkoue","Le Havre","FRA","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,9,3,1,1,0
"Evann Guessand","Nice","CIV","FW",NA,22,0,6,2,2,46,20,43.5,0.09,0.2,12.4,0,47,27,20,5,1,4
"Fabian Rieder","Rennes","SUI","MF",NA,21,0,1,0,0,5,2,40,0.2,0.5,23.7,2,13,11,2,0,0,0
"Fabián Ruiz Peña","Paris S-G","ESP","MF",NA,27,3,4,0,0,19,6,31.6,0.05,0.17,21.7,0,40,32,8,6,4,2
"Fabien Centonze","Nantes","FRA","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Facundo Medina","Lens","ARG","DF",NA,24,3,4,0,0,19,12,63.2,0.05,0.08,18.6,0,63,54,9,7,6,1
"Faitout Maouassa","Lens","FRA","MF","DF",25,0,0,0,0,3,2,66.7,0,0,19.1,0,4,2,2,0,0,0
"Falaye Sacko","Montpellier","MLI","DF",NA,28,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,27,23,4,4,4,0
"Fali Candé","Metz","GNB","DF",NA,25,1,1,0,0,13,7,53.8,0,0,21.4,2,17,10,7,3,1,2
"Fares Chaïbi","Toulouse","ALG","FW","MF",20,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,0,1
"Faris Pemi Moumbagna","Marseille","CMR","FW",NA,23,1,4,0,0,16,5,31.3,0.19,0.6,13.9,0,15,11,4,2,1,1
