"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Eddie Nketiah","Arsenal","ENG","FW",NA,20,1999,13,633,49,18.5,7,78,2,6,14,1.85,8,8,15000,780000
"Emerson Palmieri","Chelsea","ITA","DF",NA,24,1994,15,1024,68,29.9,13,77,10,2,10,1,13,21,41923,2180000
"Emi Buendía","Norwich City","ARG","FW","MF",22,1996,36,2464,68,72,28,83,19,8,16,0.58,21,52,8077,420000
"Emil Krafth","Newcastle Utd","SWE","DF",NA,24,1994,17,1020,60,29.8,11,84,7,6,16,1.12,13,23,30000,1560000
"Emiliano Martínez","Arsenal","ARG","GK",NA,26,1992,9,771,86,22.5,8,90,8,1,51,1.78,16,9,20000,1040000
"Eric Bailly","Manchester Utd","CIV","DF",NA,25,1994,4,150,38,4.4,1,90,1,3,20,2.5,5,1,80000,4160000
"Eric Dier","Tottenham","ENG","DF","MF",25,1994,19,1344,71,39.3,15,85,13,4,18,1.95,26,23,60000,3120000
"Eric García","Manchester City","ESP","DF",NA,18,2001,13,793,61,23.2,8,82,6,5,27,2.54,23,7,11923,620000
"Érik Lamela","Tottenham","ARG","MF","FW",27,1992,25,1215,49,35.5,12,78,4,13,21,1.52,22,12,80000,4160000
"Erik Pieters","Burnley","NED","DF","MF",30,1988,24,1878,78,54.9,21,85,17,3,32,1.25,22,35,25000,1300000
"Ezequiel Schelotto","Brighton","ITA","DF",NA,30,1989,8,361,45,10.6,4,75,0,4,16,1.33,6,8,31923,1660000
"Ezri Konsa","Aston Villa","ENG","DF",NA,21,1997,25,2039,82,59.6,24,84,19,1,16,1.08,23,39,8077,420000
"Fabián Balbuena","West Ham","PAR","DF",NA,27,1991,17,1177,69,34.4,13,90,13,4,2,1.18,12,24,40000,2080000
"Fabian Delph","Everton","ENG","MF",NA,29,1989,16,1190,74,34.8,13,86,10,3,23,1.19,17,24,80000,4160000
"Fabian Schär","Newcastle Utd","SUI","DF","MF",27,1991,22,1672,76,48.9,18,89,15,4,18,0.82,14,37,40000,2080000
"Fabinho","Liverpool","BRA","MF",NA,25,1993,28,2079,74,60.8,22,89,21,6,22,2.46,50,26,1e+05,5200000
"Federico Fernández","Newcastle Utd","ARG","DF",NA,30,1989,32,2620,82,76.6,29,89,28,3,9,1.25,33,42,43077,2240000
"Felipe Anderson","West Ham","BRA","MF","FW",26,1993,25,1497,60,43.8,20,73,6,5,9,0.88,21,27,85000,4420000
"Fernandinho","Manchester City","BRA","DF",NA,34,1985,30,2397,80,70.1,26,87,21,4,35,2.07,63,26,180000,9360000
"Florian Lejeune","Newcastle Utd","FRA","DF",NA,28,1991,6,442,74,12.9,4,86,3,2,50,0.83,5,10,38077,1980000
"Fred","Manchester Utd","BRA","MF",NA,26,1993,29,2163,75,63.2,23,88,21,6,22,1.66,35,26,120000,6240000
"Frederic Guilbert","Aston Villa","FRA","DF","MF",24,1994,25,2041,82,59.7,22,88,19,3,35,1.04,29,36,25000,1300000
"Gabriel Jesus","Manchester City","BRA","FW",NA,22,1997,34,2030,60,59.4,21,81,12,13,26,2.12,64,14,90000,4680000
"Gabriel Martinelli","Arsenal","BRA","FW",NA,18,2001,14,663,47,19.4,6,90,5,8,16,1.21,7,9,20000,1040000
"Georginio Wijnaldum","Liverpool","NED","MF",NA,28,1990,37,2935,79,85.8,35,82,20,2,28,2.59,74,28,75000,3900000
"Gerard Deulofeu","Watford","ESP","FW",NA,25,1994,28,2098,75,61.3,25,79,11,3,43,0.96,22,33,60000,3120000
"Giovani Lo Celso","Tottenham","ARG","MF","FW",23,1996,28,1492,53,43.6,15,80,7,13,23,1.43,24,18,70000,3640000
"Glenn Murray","Brighton","ENG","FW",NA,35,1983,23,797,35,23.3,7,75,2,16,17,1.09,12,10,30000,1560000
"Granit Xhaka","Arsenal","SUI","MF",NA,26,1992,31,2586,83,75.6,30,85,25,1,45,1.65,47,31,1e+05,5200000
"Grant Hanley","Norwich City","SCO","DF",NA,27,1991,15,1262,84,36.9,14,89,13,1,13,0.8,12,25,25000,1300000
"Gylfi Sigurðsson","Everton","ISL","MF",NA,29,1989,35,2560,73,74.9,28,84,19,7,31,1.31,35,45,1e+05,5200000
"Hamza Choudhury","Leicester City","ENG","MF",NA,21,1997,20,893,45,26.1,10,76,4,10,13,1.6,16,12,7500,390000
"Harry Wilson","Bournemouth","WAL","MF","FW",22,1997,31,1646,53,48.1,20,67,2,11,28,0.84,21,32,11923,620000
"Harry Winks","Tottenham","ENG","MF",NA,23,1996,31,2221,72,64.9,26,82,16,5,19,1.71,37,31,50000,2600000
"Harvey Barnes","Leicester City","ENG","MF","FW",21,1997,36,2083,58,60.9,24,74,4,12,26,1.61,38,24,10000,520000
"Héctor Bellerín","Arsenal","ESP","DF","MF",24,1995,15,1158,77,33.9,13,88,10,2,9,1.47,20,18,110000,5720000
"Henri Lansbury","Aston Villa","ENG","MF",NA,28,1990,10,195,20,5.7,2,69,0,8,7,1,2,6,40000,2080000
"Ibrahim Amadou","Norwich City","FRA","DF","MF",26,1993,11,759,69,22.2,8,84,7,3,28,0.73,8,20,36923,1920000
"İlkay Gündoğan","Manchester City","GER","MF",NA,28,1990,31,2020,65,59.1,21,84,16,10,25,2.03,50,28,140000,7280000
"Isaac Hayden","Newcastle Utd","ENG","MF",NA,24,1995,29,2223,77,65,26,83,20,3,19,1.34,26,32,21923,1140000
"Ismaila Sarr","Watford","SEN","FW","MF",21,1998,28,2028,72,59.3,22,86,14,6,24,0.96,24,35,70000,3640000
"Issa Diop","West Ham","FRA","DF",NA,22,1997,32,2766,86,80.9,31,89,30,1,3,1.03,39,54,66923,3480000
"Jack O'Connell","Sheffield Utd","ENG","DF",NA,25,1994,33,2916,88,85.3,32,90,32,1,36,1.52,35,28,10000,520000
"Jack Simpson","Bournemouth","ENG","DF",NA,22,1996,4,241,60,7,1,90,1,3,50,0.25,1,6,3077,160000
"Jack Simpson","Bournemouth","ENG","DF",NA,22,1996,4,241,60,7,1,90,1,3,50,0.25,1,6,3077,160000
"Jack Stacey","Bournemouth","ENG","DF",NA,23,1996,19,1549,82,45.3,17,89,14,2,21,0.84,20,27,30000,1560000
"Jack Stephens","Southampton","ENG","DF",NA,25,1994,28,2451,88,71.7,27,89,25,1,45,1.43,38,38,48077,2500000
"Jack Wilshere","West Ham","ENG","MF",NA,27,1992,8,215,27,6.3,2,50,0,6,19,1.38,2,5,1e+05,5200000
"Jaïro Riedewald","Crystal Palace","NED","DF","MF",22,1996,17,769,45,22.5,7,79,4,10,22,1.12,7,9,55000,2860000
"Jamal Lewis","Norwich City","NIR","DF",NA,21,1998,28,2304,82,67.4,25,88,21,3,31,0.39,14,56,5000,260000
"James Justin","Leicester City","ENG","DF","MF",21,1998,13,1012,78,29.6,11,90,11,2,11,1.62,16,14,30000,1560000
"James Maddison","Leicester City","ENG","MF",NA,22,1996,31,2624,85,76.7,29,88,23,2,36,1.68,51,26,55000,2860000
"James McCarthy","Crystal Palace","IRL","MF",NA,28,1990,33,1680,51,49.1,16,84,11,17,20,1.09,15,29,50000,2600000
"James Milner","Liverpool","ENG","MF","DF",33,1986,22,937,43,27.4,9,83,7,13,15,2.91,26,9,140000,7280000
"Jamie Vardy","Leicester City","ENG","FW",NA,32,1987,35,3033,87,88.7,34,88,32,1,32,1.6,58,38,140000,7280000
"Jan Vertonghen","Tottenham","BEL","DF",NA,32,1987,23,1645,72,48.1,19,86,16,4,3,1.57,27,24,89808,4670000
"Jannik Vestergaard","Southampton","DEN","DF",NA,26,1992,19,1497,79,43.8,17,87,15,2,12,1.11,22,26,60000,3120000
"Jarrod Bowen","West Ham","ENG","FW","MF",22,1996,13,917,71,26.8,11,82,4,2,9,1.15,15,13,55000,2860000
"Javier Manquillo","Newcastle Utd","ESP","DF",NA,25,1994,21,1599,76,46.8,18,85,15,3,21,1.19,19,21,35000,1820000
"Jay Rodriguez","Burnley","ENG","FW",NA,30,1989,36,2016,56,58.9,20,83,13,16,22,1.42,28,34,50000,2600000
"Jean-Philippe Gbamin","Everton","CIV","MF",NA,23,1995,2,136,68,4,1,90,1,1,46,2,1,0,75000,3900000
"Jeff Hendrick","Burnley","IRL","MF",NA,27,1992,24,1931,80,56.5,22,86,16,2,19,1.5,25,30,35000,1820000
"Jefferson Lerma","Bournemouth","COL","MF",NA,24,1994,33,2703,82,79,31,85,24,2,30,1,34,48,50000,2600000
"Jeffrey Schlupp","Crystal Palace","GHA","FW","MF",26,1992,17,1036,61,30.3,11,79,5,6,28,1.24,11,16,55962,2910000
"Jesse Lingard","Manchester Utd","ENG","MF","FW",26,1992,22,935,43,27.3,9,72,0,13,22,1.55,16,14,75000,3900000
"Jesús Vallejo","Wolves","ESP","DF",NA,22,1997,2,163,82,4.8,1,90,1,1,73,0.5,3,6,33077,1720000
"Jetro Willems","Newcastle Utd","NED","DF",NA,25,1994,19,1493,79,43.7,18,81,12,1,37,1.21,18,24,32692,1700000
"João Cancelo","Manchester City","POR","DF",NA,25,1994,17,1208,71,35.3,13,87,12,4,21,2.18,35,11,80000,4160000
"João Moutinho","Wolves","POR","MF",NA,32,1986,38,3108,82,90.9,34,89,30,4,22,1.55,46,36,1e+05,5200000
"Joe Gomez","Liverpool","ENG","DF",NA,22,1997,28,2004,72,58.6,22,88,21,6,12,2.64,53,16,28077,1460000
"Joe Willock","Arsenal","ENG","MF","FW",19,1999,29,857,30,25.1,8,64,1,21,16,1.34,16,16,40000,2080000
"Joël Matip","Liverpool","CMR","DF",NA,27,1991,9,703,78,20.6,8,88,7,1,1,2.56,15,5,1e+05,5200000
"Joel Ward","Crystal Palace","ENG","DF",NA,29,1989,29,2382,82,69.6,27,87,24,2,16,1,20,36,35000,1820000
"Joelinton","Newcastle Utd","BRA","FW",NA,22,1996,38,2683,71,78.5,32,79,11,6,25,1.16,23,46,80000,4160000
"Jóhann Berg Guðmundsson","Burnley","ISL","MF",NA,28,1990,12,621,52,18.2,6,74,1,6,30,1.08,11,7,30000,1560000
"John Fleck","Sheffield Utd","SCO","MF",NA,27,1991,30,2516,84,73.6,28,87,26,2,38,1.3,26,30,8077,420000
"John Lundstram","Sheffield Utd","ENG","MF",NA,25,1994,34,2458,72,71.9,26,87,21,8,25,1.38,27,29,4038,210000
"John McGinn","Aston Villa","SCO","MF",NA,24,1994,28,2312,83,67.6,27,84,21,1,31,0.89,29,41,25000,1300000
"John Stones","Manchester City","ENG","DF",NA,25,1994,16,1122,70,32.8,12,87,11,4,19,2.19,33,16,1e+05,5200000
"Jonjo Shelvey","Newcastle Utd","ENG","MF",NA,27,1992,26,2119,82,62,25,85,19,1,6,1.31,29,34,70000,3640000
"Jonny Castro","Wolves","ESP","MF","DF",25,1994,35,2887,82,84.4,33,87,27,2,12,1.57,42,35,75000,3900000
"Jordan Henderson","Liverpool","ENG","MF",NA,29,1990,30,2238,75,65.4,26,84,16,4,16,2.77,54,14,140000,7280000
"Jorginho","Chelsea","ITA","MF",NA,27,1991,31,2379,77,69.6,27,85,19,4,23,1.65,45,40,110000,5720000
"José Holebas","Watford","GRE","DF",NA,35,1984,14,1025,73,30,11,89,9,3,17,0.71,8,28,30000,1560000
"Josh Brownhill","Burnley","ENG","MF",NA,23,1995,10,805,81,23.5,9,89,8,1,1,1.8,8,10,35000,1820000
"Joshua King","Bournemouth","NOR","FW","MF",27,1992,26,2011,77,58.8,24,82,13,2,24,0.96,23,37,45000,2340000
"Josip Drmić","Norwich City","SUI","FW",NA,26,1992,21,647,31,18.9,5,73,1,16,18,0.43,1,11,50000,2600000
"Jota","Aston Villa","ESP","FW","MF",28,1991,10,335,34,9.8,4,61,0,6,15,0.7,1,5,25000,1300000
"Jota","Aston Villa","ESP","FW","MF",28,1991,10,335,34,9.8,4,61,0,6,15,0.7,1,5,25000,1300000
"Juan Foyth","Tottenham","ARG","DF",NA,21,1998,4,68,17,2,1,45,0,3,8,1.5,0,3,21538,1120000
"Juan Mata","Manchester Utd","ESP","MF","FW",31,1988,19,758,40,22.2,8,78,2,11,12,1.26,9,8,160000,8320000
"Junior Stanislas","Bournemouth","ENG","MF","FW",29,1989,15,712,47,20.8,7,69,1,8,28,0.53,9,17,35000,1820000
"Keinan Davis","Aston Villa","ENG","FW",NA,21,1998,18,548,30,16,4,70,0,14,19,0.83,6,7,5000,260000
"Kelechi Iheanacho","Leicester City","NGA","FW",NA,22,1996,20,960,48,28.1,12,61,2,8,28,1.3,18,9,60000,3120000
"Kenny McLean","Norwich City","SCO","MF",NA,27,1992,37,2968,80,86.8,32,90,29,5,19,0.49,17,63,10000,520000
"Kevin Danso","Southampton","AUT","DF",NA,20,1998,6,277,46,8.1,3,69,1,3,23,0.83,3,8,14808,770000
"Kevin De Bruyne","Manchester City","BEL","MF",NA,28,1991,35,2791,80,81.6,32,84,20,3,32,2.23,87,22,350000,18200000
"Kevin Long","Burnley","IRL","DF",NA,28,1990,8,564,71,16.5,6,90,6,2,12,1.5,7,5,23077,1200000
"Ki Sung-yueng","Newcastle Utd","KOR","MF",NA,30,1989,3,137,46,4,1,73,0,2,32,0.33,0,6,40000,2080000
"Kieran Tierney","Arsenal","SCO","DF","MF",22,1997,15,989,66,28.9,12,78,6,3,18,1.47,18,16,75000,3900000
