"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Alexis Mac Allister","Brighton","ARG","MF","FW",20,0,0,0,0,7,1,14.3,0,0,22.5,1,11,6,5,1,1,0
"Alireza Jahanbakhsh","Brighton","IRN","FW","MF",25,0,2,0,0,12,2,16.7,0.17,1,19.2,0,12,8,4,0,0,0
"Alisson","Liverpool","BRA","GK",NA,26,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,2,2,0
"Allan Saint-Maximin","Newcastle Utd","FRA","MF","FW",22,4,7,0,0,46,21,45.7,0.07,0.14,22.5,0,88,53,35,9,6,3
"André Gomes","Everton","POR","MF",NA,26,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,31,27,4,2,1,1
"Andre Gray","Watford","JAM","FW",NA,28,0,2,0,0,19,6,31.6,0.11,0.33,12.7,0,17,13,4,1,0,1
"Andreas Christensen","Chelsea","DEN","DF",NA,23,0,0,0,0,7,2,28.6,0,0,12.7,0,14,13,1,2,2,0
"Andreas Pereira","Manchester Utd","BRA","MF","FW",23,3,4,0,0,37,14,37.8,0.03,0.07,22.9,3,63,50,13,8,7,1
"Andrew Robertson","Liverpool","SCO","DF",NA,25,12,14,0,0,22,6,27.3,0.09,0.33,18.6,0,130,106,24,22,18,4
"Andrew Surman","Bournemouth","ENG","MF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Andriy Yarmolenko","West Ham","UKR","MF","FW",29,1,6,0,0,26,13,50,0.19,0.38,17.8,2,36,31,5,5,4,1
"Andros Townsend","Crystal Palace","ENG","FW","MF",28,1,2,0,0,12,5,41.7,0.08,0.2,26.1,1,32,24,8,2,2,0
"Andy Carroll","Newcastle Utd","ENG","FW",NA,30,4,4,0,0,16,3,18.8,0,0,14.3,0,19,18,1,5,5,0
"Angel Gomes","Manchester Utd","ENG","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Angeliño","Manchester City","ESP","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,15,15,0,0,0,0
"Angelo Ogbonna","West Ham","ITA","DF",NA,31,0,2,0,0,13,4,30.8,0.15,0.5,11,0,11,9,2,0,0,0
"Angus Gunn","Southampton","SCO","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Anthony Gordon","Everton","ENG","MF","FW",18,1,1,0,0,6,1,16.7,0,0,20.8,0,8,5,3,0,0,0
"Anthony Martial","Manchester Utd","FRA","FW",NA,23,6,23,1,0,79,38,48.1,0.22,0.45,16.5,0,100,77,23,20,14,6
"Antonio Rüdiger","Chelsea","GER","DF",NA,26,0,2,0,0,12,3,25,0.17,0.67,13.6,0,13,11,2,0,0,0
"Anwar El Ghazi","Aston Villa","NED","FW","MF",24,4,8,1,1,51,19,37.3,0.06,0.16,18.9,5,58,38,20,6,4,2
"Armando Broja","Chelsea","ALB","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Arnaut Danjuma","Bournemouth","NED","MF",NA,22,0,0,0,0,13,4,30.8,0,0,19,1,12,9,3,1,0,1
"Arthur Masuaku","West Ham","COD","DF",NA,25,1,1,0,0,5,2,40,0,0,27.7,0,10,10,0,1,1,0
"Ashley Barnes","Burnley","ENG","FW",NA,29,0,6,1,1,39,11,28.2,0.13,0.45,15.9,0,24,16,8,3,2,1
"Ashley Westwood","Burnley","ENG","MF",NA,29,6,8,0,0,13,3,23.1,0.15,0.67,20.2,2,106,70,36,8,3,5
"Ashley Young","Manchester Utd","ENG","DF",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,30,14,16,0,0,0
"Axel Tuanzebe","Manchester Utd","COD","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Aymeric Laporte","Manchester City","ESP","DF",NA,25,0,1,0,0,4,2,50,0.25,0.5,16.3,0,12,11,1,1,1,0
"Ayoze Pérez","Leicester City","ESP","MF","FW",26,4,12,1,1,46,21,45.7,0.15,0.33,14.5,0,75,58,17,15,11,4
"Ben Chilwell","Leicester City","ENG","DF",NA,22,3,6,0,0,16,6,37.5,0.19,0.5,19.1,0,72,58,14,8,8,0
"Ben Davies","Tottenham","WAL","DF",NA,26,0,0,0,0,7,1,14.3,0,0,23.1,0,17,16,1,0,0,0
"Ben Foster","Watford","ENG","GK",NA,36,0,0,0,0,1,1,100,0,0,10,0,4,1,3,1,1,0
"Ben Godfrey","Norwich City","ENG","DF",NA,21,0,0,0,0,15,6,40,0,0,18.2,0,13,10,3,1,1,0
"Ben Johnson","West Ham","ENG","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,2,0
"Ben Mee","Burnley","ENG","DF",NA,29,1,2,0,0,17,6,35.3,0.06,0.17,9,0,28,17,11,2,1,1
"Ben Osborn","Sheffield Utd","ENG","MF","DF",24,0,0,0,0,3,1,33.3,0,0,13.8,0,14,12,2,4,3,1
"Benjamin Mendy","Manchester City","FRA","DF",NA,25,2,2,0,0,10,1,10,0,0,22.5,0,41,37,4,7,5,2
"Bernard","Everton","BRA","MF","FW",26,2,5,0,0,12,5,41.7,0.25,0.6,16.6,1,51,40,11,4,3,1
"Bernardo","Brighton","BRA","DF","MF",24,0,0,0,0,7,2,28.6,0,0,17.6,0,10,9,1,0,0,0
"Bernardo Silva","Manchester City","POR","FW","MF",24,7,13,0,0,52,15,28.8,0.12,0.4,14.2,0,110,86,24,14,11,3
"Bernd Leno","Arsenal","GER","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Billy Gilmour","Chelsea","SCO","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,1,0
"Billy Sharp","Sheffield Utd","ENG","FW",NA,33,2,5,0,0,16,7,43.8,0.19,0.43,9.6,0,31,22,9,2,2,0
"Björn Engels","Aston Villa","BEL","DF",NA,24,0,1,0,0,8,1,12.5,0.13,1,7.8,0,11,10,1,1,1,0
"Borja Bastón","Aston Villa","ESP","MF","FW",26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Brandon Pierrick","Crystal Palace","ENG","MF","FW",17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Brandon Williams","Manchester Utd","ENG","DF",NA,18,0,1,0,0,6,2,33.3,0.17,0.5,13.1,0,25,22,3,1,0,1
"Bruno Fernandes","Manchester Utd","POR","MF",NA,24,7,15,4,4,40,14,35,0.1,0.29,24.6,7,53,36,17,12,6,6
"Bruno Jordão","Wolves","POR","FW",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Bukayo Saka","Arsenal","ENG","DF","FW",17,5,6,0,0,13,4,30.8,0.08,0.25,17.9,0,48,34,14,7,6,1
"Çağlar Söyüncü","Leicester City","TUR","DF",NA,23,1,2,0,0,17,5,29.4,0.06,0.2,10.3,0,21,17,4,1,1,0
"Callum Hudson-Odoi","Chelsea","ENG","FW","MF",18,5,6,0,0,21,4,19,0.05,0.25,18.3,0,46,38,8,6,6,0
"Callum Robinson","Sheffield Utd","IRL","FW","MF",24,1,2,0,0,12,4,33.3,0.08,0.25,14.9,0,10,9,1,1,1,0
"Callum Wilson","Bournemouth","ENG","FW",NA,27,1,9,0,0,55,21,38.2,0.15,0.38,12.4,0,60,42,18,9,3,6
"Calum Chambers","Arsenal","ENG","DF",NA,24,1,2,0,0,12,2,16.7,0.08,0.5,12,0,17,10,7,2,0,2
"Carlos Sánchez","West Ham","COL","MF",NA,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Cédric Soares","Southampton","POR","DF",NA,27,1,1,0,0,1,1,100,1,1,26.4,0,25,23,2,2,2,0
"Cédric Soares","Southampton","POR","DF",NA,27,1,1,0,0,1,1,100,1,1,26.4,0,5,3,2,3,2,1
"Cédric Soares","Southampton","POR","DF",NA,27,1,1,0,0,9,4,44.4,0,0,20.2,0,25,23,2,2,2,0
"Cédric Soares","Southampton","POR","DF",NA,27,1,1,0,0,9,4,44.4,0,0,20.2,0,5,3,2,3,2,1
"Cédric Soares","Arsenal","POR","MF","DF",27,0,1,0,0,1,1,100,1,1,26.4,0,25,23,2,2,2,0
"Cédric Soares","Arsenal","POR","MF","DF",27,0,1,0,0,1,1,100,1,1,26.4,0,5,3,2,3,2,1
"Cédric Soares","Arsenal","POR","MF","DF",27,0,1,0,0,9,4,44.4,0,0,20.2,0,25,23,2,2,2,0
"Cédric Soares","Arsenal","POR","MF","DF",27,0,1,0,0,9,4,44.4,0,0,20.2,0,5,3,2,3,2,1
"Cenk Tosun","Everton","TUR","FW",NA,28,0,1,0,0,4,2,50,0.25,0.5,12.4,0,3,2,1,0,0,0
"Cenk Tosun","Everton","TUR","FW",NA,28,0,1,0,0,4,2,50,0.25,0.5,12.4,0,8,6,2,0,0,0
"Cenk Tosun","Everton","TUR","FW",NA,28,0,1,0,0,11,3,27.3,0.09,0.33,14.2,0,3,2,1,0,0,0
"Cenk Tosun","Everton","TUR","FW",NA,28,0,1,0,0,11,3,27.3,0.09,0.33,14.2,0,8,6,2,0,0,0
"Cenk Tosun","Crystal Palace","TUR","FW",NA,28,0,1,0,0,4,2,50,0.25,0.5,12.4,0,3,2,1,0,0,0
"Cenk Tosun","Crystal Palace","TUR","FW",NA,28,0,1,0,0,4,2,50,0.25,0.5,12.4,0,8,6,2,0,0,0
"Cenk Tosun","Crystal Palace","TUR","FW",NA,28,0,1,0,0,11,3,27.3,0.09,0.33,14.2,0,3,2,1,0,0,0
"Cenk Tosun","Crystal Palace","TUR","FW",NA,28,0,1,0,0,11,3,27.3,0.09,0.33,14.2,0,8,6,2,0,0,0
"César Azpilicueta","Chelsea","ESP","DF",NA,29,6,8,0,0,29,6,20.7,0.07,0.33,13.8,0,87,78,9,7,5,2
"Charlie Daniels","Bournemouth","ENG","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Charlie Taylor","Burnley","ENG","DF",NA,25,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,27,23,4,2,1,1
"Che Adams","Southampton","SCO","FW",NA,23,2,6,0,0,36,9,25,0.11,0.44,15.2,0,29,18,11,6,3,3
"Cheikhou Kouyaté","Crystal Palace","SEN","MF","DF",29,1,2,0,0,24,4,16.7,0.04,0.25,12,0,28,23,5,2,2,0
"Chris Basham","Sheffield Utd","ENG","DF",NA,31,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,27,24,3,3,3,0
"Chris Mepham","Bournemouth","WAL","DF",NA,21,0,1,0,0,7,2,28.6,0.14,0.5,10.5,0,6,5,1,1,1,0
"Chris Wood","Burnley","NZL","FW",NA,27,1,15,1,1,64,28,43.8,0.2,0.46,10.7,0,53,37,16,4,4,0
"Christian Atsu","Newcastle Utd","GHA","MF","FW",27,3,3,0,0,5,1,20,0,0,19.1,0,25,19,6,4,3,1
"Christian Benteke","Crystal Palace","BEL","FW",NA,28,1,3,0,0,41,19,46.3,0.05,0.11,13.2,0,42,30,12,6,6,0
"Christian Eriksen","Tottenham","DEN","MF","FW",27,2,4,0,0,26,9,34.6,0.08,0.22,25.1,7,44,32,12,3,2,1
"Christian Fuchs","Leicester City","AUT","DF",NA,33,0,0,0,0,5,1,20,0,0,25.8,2,11,10,1,3,3,0
"Christian Kabasele","Watford","BEL","DF",NA,28,2,2,0,0,9,1,11.1,0,0,10.4,0,10,8,2,2,2,0
"Christian Pulisic","Chelsea","USA","FW",NA,20,4,13,0,0,63,25,39.7,0.14,0.36,13.4,0,87,55,32,16,8,8
"Christoph Zimmermann","Norwich City","GER","DF",NA,26,1,1,0,0,6,1,16.7,0,0,16.8,0,7,6,1,0,0,0
"Ciaran Clark","Newcastle Utd","IRL","DF",NA,29,0,2,0,0,6,4,66.7,0.33,0.5,8.3,0,4,3,1,0,0,0
"Claudio Bravo","Manchester City","CHI","GK",NA,36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Connor Wickham","Crystal Palace","ENG","FW","MF",26,1,2,0,0,3,2,66.7,0.33,0.5,11.2,0,3,3,0,0,0,0
"Conor Coady","Wolves","ENG","DF",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,21,21,0,1,1,0
"Conor Hourihane","Aston Villa","IRL","MF",NA,28,5,8,0,0,29,10,34.5,0.1,0.3,21.4,6,62,29,33,7,3,4
"Craig Cathcart","Watford","NIR","DF",NA,30,0,0,0,0,2,1,50,0,0,10.8,0,9,9,0,1,1,0
"Craig Dawson","Watford","ENG","DF",NA,29,0,2,0,0,26,7,26.9,0.08,0.29,10.6,0,13,8,5,0,0,0
"Curtis Jones","Liverpool","ENG","MF",NA,18,0,1,0,0,6,2,33.3,0.17,0.5,17.4,0,3,2,1,1,1,0
"Dale Stephens","Brighton","ENG","MF",NA,30,1,1,0,0,19,2,10.5,0,0,25.6,0,50,46,4,3,3,0
"Dan Burn","Brighton","ENG","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,38,31,7,2,2,0
"Dan Gosling","Bournemouth","ENG","MF",NA,29,1,4,0,0,13,6,46.2,0.23,0.5,11.6,0,24,16,8,2,1,1
"Dani Ceballos","Arsenal","ESP","MF",NA,22,2,2,0,0,13,3,23.1,0,0,22.8,0,56,38,18,7,5,2
"Daniel James","Manchester Utd","WAL","FW",NA,21,6,9,0,0,42,20,47.6,0.07,0.15,17.3,0,71,49,22,9,8,1
"Daniel Podence","Wolves","POR","FW","MF",23,0,1,0,0,10,3,30,0.1,0.33,14,0,10,6,4,2,0,2
"Danny Drinkwater","Aston Villa","ENG","MF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Danny Drinkwater","Aston Villa","ENG","MF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Danny Drinkwater","Burnley","ENG","MF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Danny Drinkwater","Burnley","ENG","MF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Danny Ings","Southampton","ENG","FW",NA,27,2,24,2,1,91,35,38.5,0.23,0.6,13.9,0,100,60,40,15,6,9
"Danny Rose","Tottenham","ENG","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,17,12,5,0,0,0
"Danny Rose","Tottenham","ENG","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,8,1,0,0,0
"Danny Rose","Newcastle Utd","ENG","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,17,12,5,0,0,0
"Danny Rose","Newcastle Utd","ENG","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,8,1,0,0,0
"Danny Welbeck","Watford","ENG","FW","MF",28,0,2,0,0,22,9,40.9,0.09,0.22,11,0,15,11,4,2,1,1
"Darren Randolph","West Ham","IRL","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Daryl Janmaat","Watford","NED","DF",NA,30,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,12,11,1,1,1,0
"David Brooks","Bournemouth","WAL","MF","FW",22,0,1,0,0,6,2,33.3,0.17,0.5,23.9,1,12,8,4,1,0,1
"David de Gea","Manchester Utd","ESP","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"David Luiz","Arsenal","BRA","DF",NA,32,1,3,0,0,23,8,34.8,0.09,0.25,20.4,7,12,8,4,3,3,0
"David Martin","West Ham","ENG","GK",NA,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"David McGoldrick","Sheffield Utd","IRL","FW",NA,31,2,4,0,0,46,20,43.5,0.04,0.1,14.5,0,42,29,13,6,4,2
"David Silva","Manchester City","ESP","MF",NA,33,10,16,0,0,47,18,38.3,0.13,0.33,14.4,5,119,100,19,19,14,5
"Davinson Sánchez","Tottenham","COL","DF",NA,23,0,0,0,0,7,3,42.9,0,0,10.9,0,5,4,1,0,0,0
"Davy Pröpper","Brighton","NED","MF",NA,27,2,3,0,0,29,8,27.6,0.03,0.13,21.4,0,67,61,6,4,4,0
"Dean Henderson","Sheffield Utd","ENG","GK",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,0,1
"DeAndre Yedlin","Newcastle Utd","USA","DF",NA,26,0,1,0,0,1,1,100,1,1,3.4,0,18,16,2,0,0,0
"Declan Rice","West Ham","ENG","MF",NA,20,3,4,0,0,31,9,29,0.03,0.11,23.7,0,58,51,7,7,5,2
"Dejan Lovren","Liverpool","CRO","DF",NA,30,1,1,0,0,5,1,20,0,0,8.6,0,5,5,0,2,2,0
"Dele Alli","Tottenham","ENG","MF","FW",23,4,12,1,1,41,18,43.9,0.17,0.39,14.9,0,58,42,16,11,5,6
"Demarai Gray","Leicester City","JAM","MF","FW",23,3,5,1,0,22,7,31.8,0.09,0.29,19.8,3,34,29,5,6,5,1
"Dennis Praet","Leicester City","BEL","MF",NA,25,2,3,0,0,16,3,18.8,0.06,0.33,18.6,0,25,17,8,4,3,1
"Dennis Srbeny","Norwich City","GER","MF","FW",25,0,1,0,0,2,1,50,0.5,1,7.8,0,0,0,0,0,0,0
"Diego Rico","Bournemouth","ESP","DF",NA,26,4,4,0,0,11,3,27.3,0,0,26.3,1,60,29,31,7,4,3
"Dimitri Foulquier","Watford","FRA","DF","MF",26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Diogo Dalot","Manchester Utd","POR","DF","MF",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Diogo Jota","Wolves","POR","FW",NA,22,1,8,0,0,69,26,37.7,0.1,0.27,14.2,0,102,56,46,7,5,2
"Divock Origi","Liverpool","BEL","FW",NA,24,1,5,0,0,14,6,42.9,0.29,0.67,15.7,0,20,9,11,3,0,3
"Djibril Sidibé","Everton","FRA","DF","MF",27,4,4,0,0,12,3,25,0,0,24,0,45,37,8,5,5,0
"Domingos Quina","Watford","POR","MF","FW",19,0,0,0,0,1,1,100,0,0,27.3,0,0,0,0,0,0,0
"Dominic Calvert-Lewin","Everton","ENG","FW",NA,22,1,14,0,0,85,38,44.7,0.15,0.34,12.9,0,56,33,23,2,2,0
"Dominic Solanke","Bournemouth","ENG","FW",NA,21,1,4,0,0,32,8,25,0.09,0.38,14.8,0,43,31,12,5,2,3
"Douglas Luiz","Aston Villa","BRA","MF",NA,21,2,5,0,0,38,12,31.6,0.08,0.25,24,3,54,44,10,3,3,0
"Dwight Gayle","Newcastle Utd","ENG","FW",NA,28,2,6,0,0,23,10,43.5,0.17,0.4,11.9,1,13,6,7,2,2,0
"Dwight McNeil","Burnley","ENG","MF",NA,19,6,8,0,0,48,14,29.2,0.04,0.14,24,10,116,66,50,14,9,5
"Eddie Nketiah","Arsenal","ENG","FW",NA,20,0,2,0,0,15,5,33.3,0.13,0.4,12.2,0,12,6,6,1,0,1
"Ederson","Manchester City","BRA","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,1,1,0
"Emerson Palmieri","Chelsea","ITA","DF",NA,24,0,0,0,0,13,7,53.8,0,0,19.2,1,31,23,8,0,0,0
"Emi Buendía","Norwich City","ARG","FW","MF",22,7,8,0,0,40,11,27.5,0.03,0.09,22.8,10,152,95,57,11,6,5
"Emil Krafth","Newcastle Utd","SWE","DF",NA,24,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,1,1,0
"Emile Smith Rowe","Arsenal","ENG","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Emiliano Martínez","Arsenal","ARG","GK",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Enda Stevens","Sheffield Utd","IRL","DF",NA,29,4,6,0,0,22,4,18.2,0.09,0.5,17.8,0,77,63,14,9,8,1
"Eric Bailly","Manchester Utd","CIV","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Eric Dier","Tottenham","ENG","DF","MF",25,2,2,0,0,8,1,12.5,0,0,15.6,1,13,11,2,1,1,0
"Eric García","Manchester City","ESP","DF",NA,18,0,0,0,0,2,1,50,0,0,7.1,0,5,5,0,1,1,0
"Érik Lamela","Tottenham","ARG","MF","FW",27,1,3,0,0,29,8,27.6,0.07,0.25,19.5,4,52,30,22,10,5,5
"Erik Pieters","Burnley","NED","DF","MF",30,4,4,0,0,14,3,21.4,0,0,22.1,0,26,23,3,4,4,0
"Étienne Capoue","Watford","FRA","MF",NA,31,3,3,0,0,19,1,5.3,0,0,26.9,2,47,36,11,5,3,2
"Ezequiel Schelotto","Brighton","ITA","DF",NA,30,0,0,0,0,4,1,25,0,0,11.3,0,7,4,3,1,0,1
"Ezri Konsa","Aston Villa","ENG","DF",NA,21,2,3,0,0,11,4,36.4,0.09,0.25,13,0,15,9,6,1,0,1
"Fabián Balbuena","West Ham","PAR","DF",NA,27,0,1,0,0,10,4,40,0.1,0.25,8.9,0,8,5,3,0,0,0
"Fabian Delph","Everton","ENG","MF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25,23,2,2,2,0
"Fabian Schär","Newcastle Utd","SUI","DF","MF",27,0,2,0,0,20,6,30,0.1,0.33,21.4,1,25,19,6,3,1,2
"Fabinho","Liverpool","BRA","MF",NA,25,3,5,0,0,12,4,33.3,0.17,0.5,28.7,2,50,45,5,5,5,0
"Faustino Anjorin","Chelsea","ENG","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Federico Fernández","Newcastle Utd","ARG","DF",NA,30,2,4,0,0,15,7,46.7,0.13,0.29,11.5,0,19,10,9,3,1,2
"Felipe Anderson","West Ham","BRA","MF","FW",26,4,5,0,0,23,8,34.8,0.04,0.13,17.1,0,67,50,17,11,9,2
"Fernandinho","Manchester City","BRA","DF",NA,34,1,1,0,0,17,2,11.8,0,0,14.9,0,31,26,5,6,6,0
"Fikayo Tomori","Chelsea","ENG","DF",NA,21,0,1,0,0,7,3,42.9,0.14,0.33,14.6,0,20,19,1,2,2,0
"Florian Lejeune","Newcastle Utd","FRA","DF",NA,28,0,2,0,0,4,3,75,0.5,0.67,14.4,0,1,1,0,0,0,0
"Florin Andone","Brighton","ROU","FW",NA,26,0,1,0,0,1,1,100,1,1,7.8,0,0,0,0,0,0,0
"Fred","Manchester Utd","BRA","MF",NA,26,0,0,0,0,40,10,25,0,0,24.5,3,93,70,23,3,3,0
"Frederic Guilbert","Aston Villa","FRA","DF","MF",24,2,2,0,0,8,3,37.5,0,0,21.8,0,39,33,6,5,4,1
"Gabriel Jesus","Manchester City","BRA","FW",NA,22,7,21,1,0,100,45,45,0.14,0.31,11.6,0,73,51,22,11,8,3
"Gabriel Martinelli","Arsenal","BRA","FW",NA,18,0,3,0,0,12,5,41.7,0.25,0.6,12.9,0,8,5,3,0,0,0
"Gaëtan Bong","Brighton","CMR","DF","MF",31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Gary Cahill","Crystal Palace","ENG","DF",NA,33,1,1,0,0,21,5,23.8,0,0,12.3,0,12,8,4,1,1,0
"Gedson Fernandes","Tottenham","POR","MF","DF",20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
